id,old,new,
16287,烈放 LV.3,Violent Release LV.3,
23259,烈当 LV.6,Violence LV.6,
23258,烈当 LV.5,Violence LV.5,
23257,烈当 LV.4,Violence LV.4,
23256,烈当 LV.3,Violence LV.3,
8538,ヴィレッジシャツ,Village Shirt,
8539,ヴィレッジシャツ,Village Shirt,
8540,ヴィレッジシャツ,Village Shirt,
8541,ヴィレッジシャツ,Village Shirt,
8542,ヴィレッジシャツ,Village Shirt,
8663,ヴィレッジパンツ,Village Pants,
8664,ヴィレッジパンツ,Village Pants,
8665,ヴィレッジパンツ,Village Pants,
8666,ヴィレッジパンツ,Village Pants,
8667,ヴィレッジパンツ,Village Pants,
530,ヴァイキングヘルム,Viking Helm,
2142,ヴァイキングヘルム,Viking Helm,
3165,ヴァイキングヘルム,Viking Helm,
4188,ヴァイキングヘルム,Viking Helm,
5211,ヴァイキングヘルム,Viking Helm,
23061,盛精 LV.6,Vigorous Vitality LV.6,
23060,盛精 LV.5,Vigorous Vitality LV.5,
19289,盛精 LV.4,Vigorous Vitality LV.4,
23059,盛精 LV.4,Vigorous Vitality LV.4,
13466,盛精 LV.3,Vigorous Vitality LV.3,
13465,盛精 LV.2,Vigorous Vitality LV.2,
13464,盛精 LV.1,Vigorous Vitality LV.1,
8378,ヴィガラスレッグス,Vigorous Legs,
8379,ヴィガラスレッグス,Vigorous Legs,
8380,ヴィガラスレッグス,Vigorous Legs,
8381,ヴィガラスレッグス,Vigorous Legs,
8382,ヴィガラスレッグス,Vigorous Legs,
8278,ヴィガラスコート,Vigorous Coat,
8279,ヴィガラスコート,Vigorous Coat,
8280,ヴィガラスコート,Vigorous Coat,
8281,ヴィガラスコート,Vigorous Coat,
8282,ヴィガラスコート,Vigorous Coat,
8478,ヴィガラスアーム,Vigorous Arms,
8479,ヴィガラスアーム,Vigorous Arms,
8480,ヴィガラスアーム,Vigorous Arms,
8481,ヴィガラスアーム,Vigorous Arms,
8482,ヴィガラスアーム,Vigorous Arms,
9619,ビガーバインダー,Vigor Binder,
9620,ビガーバインダー,Vigor Binder,
9621,ビガーバインダー,Vigor Binder,
9622,ビガーバインダー,Vigor Binder,
9623,ビガーバインダー,Vigor Binder,
334,ヴィクトリーズヘラルド,Victory's Herald,
1946,ヴィクトリーズヘラルド,Victory's Herald,
2969,ヴィクトリーズヘラルド,Victory's Herald,
3992,ヴィクトリーズヘラルド,Victory's Herald,
5015,ヴィクトリーズヘラルド,Victory's Herald,
683,ビクトリーレッグス,Victory Legs,
2295,ビクトリーレッグス,Victory Legs,
3318,ビクトリーレッグス,Victory Legs,
4341,ビクトリーレッグス,Victory Legs,
5364,ビクトリーレッグス,Victory Legs,
8528,ビクトリーハイブーツ,Victory High Boots,
8529,ビクトリーハイブーツ,Victory High Boots,
8530,ビクトリーハイブーツ,Victory High Boots,
8531,ビクトリーハイブーツ,Victory High Boots,
8532,ビクトリーハイブーツ,Victory High Boots,
948,ビクトリーコバート,Victory Covert,
2560,ビクトリーコバート,Victory Covert,
3583,ビクトリーコバート,Victory Covert,
4606,ビクトリーコバート,Victory Covert,
5629,ビクトリーコバート,Victory Covert,
8863,ビクトリーケープ,Victory Cape,
8864,ビクトリーケープ,Victory Cape,
8865,ビクトリーケープ,Victory Cape,
8866,ビクトリーケープ,Victory Cape,
8867,ビクトリーケープ,Victory Cape,
708,ビクトリーブレイス,Victory Bracers,
2320,ビクトリーブレイス,Victory Bracers,
3343,ビクトリーブレイス,Victory Bracers,
4366,ビクトリーブレイス,Victory Bracers,
5389,ビクトリーブレイス,Victory Bracers,
822,ビクトリーバングル,Victory Bangles,
2434,ビクトリーバングル,Victory Bangles,
3457,ビクトリーバングル,Victory Bangles,
4480,ビクトリーバングル,Victory Bangles,
5503,ビクトリーバングル,Victory Bangles,
18877,勝機の特質錬石の欠片,Victorious Chance Stone Shard,
17898,勝機の特質錬石,Victorious Chance Stone,
13836,勝者のマント【Ⅲ】,Victor's Mantle (III),
13835,勝者のマント【Ⅱ】,Victor's Mantle (II),
13834,勝者のマント【Ⅰ】,Victor's Mantle (I),
13833,勝者の栄冠【Ⅲ】,Victor's Crown (III),
13832,勝者の栄冠【Ⅱ】,Victor's Crown (II),
13831,勝者の栄冠【Ⅰ】,Victor's Crown (I),
13153,ビクターズクローク,Victor's Cloak,
13154,ビクターズクローク,Victor's Cloak,
13155,ビクターズクローク,Victor's Cloak,
13156,ビクターズクローク,Victor's Cloak,
13157,ビクターズクローク,Victor's Cloak,
408,ウィクトル,Victor,
2020,ウィクトル,Victor,
3043,ウィクトル,Victor,
4066,ウィクトル,Victor,
5089,ウィクトル,Victor,
14847,ヴィシャスカル,Vicious Skull,
14848,ヴィシャスカル,Vicious Skull,
14849,ヴィシャスカル,Vicious Skull,
14850,ヴィシャスカル,Vicious Skull,
14851,ヴィシャスカル,Vicious Skull,
8748,ヴァイスホーズ,Vice Hose,
8749,ヴァイスホーズ,Vice Hose,
8750,ヴァイスホーズ,Vice Hose,
8751,ヴァイスホーズ,Vice Hose,
8752,ヴァイスホーズ,Vice Hose,
548,ヴァイスキュイラス,Vice Cuirass,
2160,ヴァイスキュイラス,Vice Cuirass,
3183,ヴァイスキュイラス,Vice Cuirass,
4206,ヴァイスキュイラス,Vice Cuirass,
5229,ヴァイスキュイラス,Vice Cuirass,
1049,命の器,Vessel of Life,
1052,命の器,Vessel of Life,
405,ウェリタス,Veritas,
2017,ウェリタス,Veritas,
3040,ウェリタス,Veritas,
4063,ウェリタス,Veritas,
5086,ウェリタス,Veritas,
18665,ウルスラグナ,Verethragna,
18666,ウルスラグナ,Verethragna,
18667,ウルスラグナ,Verethragna,
18668,ウルスラグナ,Verethragna,
18669,ウルスラグナ,Verethragna,
14392,ヴァーダントウォール,Verdant Wall,
14393,ヴァーダントウォール,Verdant Wall,
14394,ヴァーダントウォール,Verdant Wall,
14395,ヴァーダントウォール,Verdant Wall,
14396,ヴァーダントウォール,Verdant Wall,
14437,ヴァーダントスター,Verdant Star,
14438,ヴァーダントスター,Verdant Star,
14439,ヴァーダントスター,Verdant Star,
14440,ヴァーダントスター,Verdant Star,
14441,ヴァーダントスター,Verdant Star,
14807,ヴァーダントソウル,Verdant Soul,
14808,ヴァーダントソウル,Verdant Soul,
14809,ヴァーダントソウル,Verdant Soul,
14810,ヴァーダントソウル,Verdant Soul,
14811,ヴァーダントソウル,Verdant Soul,
14277,ヴァーダントシャープネス,Verdant Sharpness,
14278,ヴァーダントシャープネス,Verdant Sharpness,
14279,ヴァーダントシャープネス,Verdant Sharpness,
14280,ヴァーダントシャープネス,Verdant Sharpness,
14281,ヴァーダントシャープネス,Verdant Sharpness,
14707,ヴァーダントルイン,Verdant Ruin,
14708,ヴァーダントルイン,Verdant Ruin,
14709,ヴァーダントルイン,Verdant Ruin,
14710,ヴァーダントルイン,Verdant Ruin,
14711,ヴァーダントルイン,Verdant Ruin,
14657,ヴァーダントリリーフ,Verdant Relief,
14658,ヴァーダントリリーフ,Verdant Relief,
14659,ヴァーダントリリーフ,Verdant Relief,
14660,ヴァーダントリリーフ,Verdant Relief,
14661,ヴァーダントリリーフ,Verdant Relief,
14572,ヴァーダントロジシャン,Verdant Logician,
14573,ヴァーダントロジシャン,Verdant Logician,
14574,ヴァーダントロジシャン,Verdant Logician,
14575,ヴァーダントロジシャン,Verdant Logician,
14576,ヴァーダントロジシャン,Verdant Logician,
14607,ヴァーダントインベスタ,Verdant Investor,
14608,ヴァーダントインベスタ,Verdant Investor,
14609,ヴァーダントインベスタ,Verdant Investor,
14610,ヴァーダントインベスタ,Verdant Investor,
14611,ヴァーダントインベスタ,Verdant Investor,
14322,ヴァーダントガード,Verdant Guard,
14323,ヴァーダントガード,Verdant Guard,
14324,ヴァーダントガード,Verdant Guard,
14325,ヴァーダントガード,Verdant Guard,
14326,ヴァーダントガード,Verdant Guard,
11424,ヴァーダントフォース,Verdant Force,
11425,ヴァーダントフォース,Verdant Force,
11426,ヴァーダントフォース,Verdant Force,
11427,ヴァーダントフォース,Verdant Force,
11428,ヴァーダントフォース,Verdant Force,
14482,ヴァーダントファング,Verdant Fang,
14483,ヴァーダントファング,Verdant Fang,
14484,ヴァーダントファング,Verdant Fang,
14485,ヴァーダントファング,Verdant Fang,
14486,ヴァーダントファング,Verdant Fang,
14532,ヴァーダントアキュラシー,Verdant Accuracy,
14533,ヴァーダントアキュラシー,Verdant Accuracy,
14534,ヴァーダントアキュラシー,Verdant Accuracy,
14535,ヴァーダントアキュラシー,Verdant Accuracy,
14536,ヴァーダントアキュラシー,Verdant Accuracy,
160,ヴァンキッシュエイジ,Vanquish Edge,
1772,ヴァンキッシュエイジ,Vanquish Edge,
2795,ヴァンキッシュエイジ,Vanquish Edge,
3818,ヴァンキッシュエイジ,Vanquish Edge,
4841,ヴァンキッシュエイジ,Vanquish Edge,
9938,ヴァンガード,Vanguard,
9939,ヴァンガード,Vanguard,
9940,ヴァンガード,Vanguard,
9941,ヴァンガード,Vanguard,
9942,ヴァンガード,Vanguard,
892,ヴァラーレッグス,Valor Legs,
2504,ヴァラーレッグス,Valor Legs,
3527,ヴァラーレッグス,Valor Legs,
4550,ヴァラーレッグス,Valor Legs,
5573,ヴァラーレッグス,Valor Legs,
254,バロールグレア,Valor Glare,
1866,バロールグレア,Valor Glare,
2889,バロールグレア,Valor Glare,
3912,バロールグレア,Valor Glare,
4935,バロールグレア,Valor Glare,
15954,渓谷の湧き水,Valley Spring Water,
13794,ヴァルキリーリング,Valkyrie Ring,
313,ヴァリアントホーン,Valiant Horn,
1925,ヴァリアントホーン,Valiant Horn,
2948,ヴァリアントホーン,Valiant Horn,
3971,ヴァリアントホーン,Valiant Horn,
4994,ヴァリアントホーン,Valiant Horn,
11162,ヴァリアントヘリックス,Valiant Helix,
11163,ヴァリアントヘリックス,Valiant Helix,
11164,ヴァリアントヘリックス,Valiant Helix,
11165,ヴァリアントヘリックス,Valiant Helix,
11166,ヴァリアントヘリックス,Valiant Helix,
868,バリアントコート,Valiant Coat,
2480,バリアントコート,Valiant Coat,
3503,バリアントコート,Valiant Coat,
4526,バリアントコート,Valiant Coat,
5549,バリアントコート,Valiant Coat,
23479,バレンタイン・テーブル,Valentine Table,
21546,バレンタインパペット,Valentine Puppet,
23482,バレンタイン・リビングカーペット,Valentine Living Room Carpet,
16751,バレンタイン・クッション,Valentine Cushion,
23481,バレンタイン・調理器具,Valentine Cookware,
23478,バレンタイン・時計,Valentine Clock,
16745,バレンタイン・カーペット,Valentine Carpet,
23480,バレンタイン・カーペット,Valentine Carpet,
23477,バレンタイン・ベッド,Valentine Bed,
16747,バレンタイン・エンジェル,Valentine Angel,
631,ベイグラントマスク,Vagrant's Mask,
2243,ベイグラントマスク,Vagrant's Mask,
3266,ベイグラントマスク,Vagrant's Mask,
4289,ベイグラントマスク,Vagrant's Mask,
5312,ベイグラントマスク,Vagrant's Mask,
657,ベイグラントアーマー,Vagrant Armor,
2269,ベイグラントアーマー,Vagrant Armor,
3292,ベイグラントアーマー,Vagrant Armor,
4315,ベイグラントアーマー,Vagrant Armor,
5338,ベイグラントアーマー,Vagrant Armor,
658,バガボンドアーマー,Vagabond Armor,
2270,バガボンドアーマー,Vagabond Armor,
3293,バガボンドアーマー,Vagabond Armor,
4316,バガボンドアーマー,Vagabond Armor,
5339,バガボンドアーマー,Vagabond Armor,
21255,ウルテカの熱水,Urteca Hot Spring Water,
23043,高堪 LV.6,Unyielding Posture LV.6,
23042,高堪 LV.5,Unyielding Posture LV.5,
19290,高堪 LV.4,Unyielding Posture LV.4,
19359,高堪 LV.4,Unyielding Posture LV.4,
23041,高堪 LV.4,Unyielding Posture LV.4,
13469,高堪 LV.3,Unyielding Posture LV.3,
13468,高堪 LV.2,Unyielding Posture LV.2,
13467,高堪 LV.1,Unyielding Posture LV.1,
10674,不特定武器,Unspecified Weapon,
10672,不特定素材,Unspecified Material,
10676,不特定ジュエリー,Unspecified Jewelry,
10673,不特定クレスト,Unspecified Crest,
10675,不特定防具,Unspecified Armor,
9037,不軟のイヤリング,Unsoftening Earrings,
16185,解放された樹晶,Unsealed Crystal Tree,
567,アンライバルドガルーダ,Unrivalled Guard,
2179,アンライバルドガルーダ,Unrivalled Guard,
3202,アンライバルドガルーダ,Unrivalled Guard,
4225,アンライバルドガルーダ,Unrivalled Guard,
5248,アンライバルドガルーダ,Unrivalled Guard,
7839,鬼どぶろく,Unrefined Demon Wine,
19654,無骨な合金塊,Unrefined Alloy Lump,
16422,一勢 LV.6,United Energy LV.6,
22986,一勢 LV.6,United Energy LV.6,
16331,一勢 LV.5,United Energy LV.5,
22985,一勢 LV.5,United Energy LV.5,
16330,一勢 LV.4,United Energy LV.4,
22984,一勢 LV.4,United Energy LV.4,
16329,一勢 LV.3,United Energy LV.3,
12126,ユニファイフィーリング,Unify Feeling,
12127,ユニファイフィーリング,Unify Feeling,
12128,ユニファイフィーリング,Unify Feeling,
12129,ユニファイフィーリング,Unify Feeling,
12130,ユニファイフィーリング,Unify Feeling,
21613,竜彫りの秘装具Ⅱ【ウォリアー】,Unidentified Dragon Trinket II (Warrior),
21615,竜彫りの秘装具Ⅱ【Sランサー】,Unidentified Dragon Trinket II (Spirit Lancer),
21611,竜彫りの秘装具Ⅱ【ソーサラー】,Unidentified Dragon Trinket II (Sorcerer),
21609,竜彫りの秘装具Ⅱ【Sセージ】,Unidentified Dragon Trinket II (Shield Sage),
21610,竜彫りの秘装具Ⅱ【シーカー】,Unidentified Dragon Trinket II (Seeker),
21608,竜彫りの秘装具Ⅱ【プリースト】,Unidentified Dragon Trinket II (Priest),
21607,竜彫りの秘装具Ⅱ【ハンター】,Unidentified Dragon Trinket II (Hunter),
21355,竜彫りの秘装具Ⅱ【ハイセプター】,Unidentified Dragon Trinket II (High Scepter),
21606,竜彫りの秘装具Ⅱ【ファイター】,Unidentified Dragon Trinket II (Fighter),
21612,竜彫りの秘装具Ⅱ【Eアーチャー】,Unidentified Dragon Trinket II (Element Archer),
21614,竜彫りの秘装具Ⅱ【アルケミスト】,Unidentified Dragon Trinket II (Alchemist),
16380,竜彫りの秘装具【ウォリアー】,Unidentified Dragon Trinket (Warrior),
16725,竜彫りの秘装具【Ｓランサー】,Unidentified Dragon Trinket (Spirit Lancer),
16379,竜彫りの秘装具【ソーサラー】,Unidentified Dragon Trinket (Sorcerer),
16378,竜彫りの秘装具【Ｓセージ】,Unidentified Dragon Trinket (Shield Sage),
16375,竜彫りの秘装具【シーカー】,Unidentified Dragon Trinket (Seeker),
16377,竜彫りの秘装具【プリースト】,Unidentified Dragon Trinket (Priest),
16376,竜彫りの秘装具【ハンター】,Unidentified Dragon Trinket (Hunter),
21616,竜彫りの秘装具【ハイセプター】,Unidentified Dragon Trinket (High Scepter),
16374,竜彫りの秘装具【ファイター】,Unidentified Dragon Trinket (Fighter),
16381,竜彫りの秘装具【Ｅアーチャー】,Unidentified Dragon Trinket (Element Archer),
16382,竜彫りの秘装具【アルケミスト】,Unidentified Dragon Trinket (Alchemist),
351,アンフィニッシュド,Unfinished,
1963,アンフィニッシュド,Unfinished,
2986,アンフィニッシュド,Unfinished,
4009,アンフィニッシュド,Unfinished,
5032,アンフィニッシュド,Unfinished,
403,アニスペクティドホース,Unexpected Force,
2015,アニスペクティドホース,Unexpected Force,
3038,アニスペクティドホース,Unexpected Force,
4061,アニスペクティドホース,Unexpected Force,
5084,アニスペクティドホース,Unexpected Force,
14492,冥界のトリプルダガー,Underworld Triple Daggers,
14493,冥界のトリプルダガー,Underworld Triple Daggers,
14494,冥界のトリプルダガー,Underworld Triple Daggers,
14495,冥界のトリプルダガー,Underworld Triple Daggers,
14496,冥界のトリプルダガー,Underworld Triple Daggers,
17915,黄泉の雫,Underworld Drop,
17869,骸狼の牙,Undead Wolf's Fang,
22693,腐死系にダメージ+90,Undead Slayer +90,
22692,腐死系にダメージ+87,Undead Slayer +87,
22691,腐死系にダメージ+84,Undead Slayer +84,
22690,腐死系にダメージ+81,Undead Slayer +81,
22689,腐死系にダメージ+78,Undead Slayer +78,
22688,腐死系にダメージ+75,Undead Slayer +75,
22687,腐死系にダメージ+72,Undead Slayer +72,
22686,腐死系にダメージ+69,Undead Slayer +69,
22685,腐死系にダメージ+66,Undead Slayer +66,
22684,腐死系にダメージ+63,Undead Slayer +63,
22683,腐死系にダメージ+60,Undead Slayer +60,
22682,腐死系にダメージ+57,Undead Slayer +57,
22681,腐死系にダメージ+54,Undead Slayer +54,
22680,腐死系にダメージ+51,Undead Slayer +51,
22679,腐死系にダメージ+48,Undead Slayer +48,
22678,腐死系にダメージ+45,Undead Slayer +45,
22677,腐死系にダメージ+42,Undead Slayer +42,
22676,腐死系にダメージ+39,Undead Slayer +39,
22675,腐死系にダメージ+36,Undead Slayer +36,
22674,腐死系にダメージ+33,Undead Slayer +33,
22673,腐死系にダメージ+30,Undead Slayer +30,
22672,腐死系にダメージ+27,Undead Slayer +27,
22671,腐死系にダメージ+24,Undead Slayer +24,
22670,腐死系にダメージ+21,Undead Slayer +21,
22669,腐死系にダメージ+18,Undead Slayer +18,
22668,腐死系にダメージ+15,Undead Slayer +15,
22667,腐死系にダメージ+12,Undead Slayer +12,
22666,腐死系にダメージ+9,Undead Slayer +9,
23199,腐狙 LV.6,Undead Proficiency LV.6,
23198,腐狙 LV.5,Undead Proficiency LV.5,
23197,腐狙 LV.4,Undead Proficiency LV.4,
23196,腐狙 LV.3,Undead Proficiency LV.3,
17873,亡者の削れた爪,Undead Nail Shaving,
7838,亡者エキス,Undead Extract,
18883,腐死滅ぼしの特質錬石の欠片,Undead Destroyer Stone Shard,
17904,腐死滅ぼしの特質錬石,Undead Destroyer Stone,
7735,亡者の腐肉,Undead Carrion,
270,アンブレイカブル,Unbreakable,
1882,アンブレイカブル,Unbreakable,
2905,アンブレイカブル,Unbreakable,
3928,アンブレイカブル,Unbreakable,
4951,アンブレイカブル,Unbreakable,
13487,風彫りの未鑑定装具【兵】,Unappraised Wind Trinket (Soldier),
13489,風彫りの未鑑定装具【王】,Unappraised Wind Trinket (King),
13488,風彫りの未鑑定装具【将】,Unappraised Wind Trinket (General),
13490,風彫りの未鑑定装具【皇】,Unappraised Wind Trinket (Emperor),
21240,水彫りの未鑑定装具【兵】,Unappraised Water Trinket (Soldier),
21242,水彫りの未鑑定装具【王】,Unappraised Water Trinket (King),
21241,水彫りの未鑑定装具【将】,Unappraised Water Trinket (General),
21243,水彫りの未鑑定装具【皇】,Unappraised Water Trinket (Emperor),
13479,星彫りの未鑑定装具【兵】,Unappraised Star Trinket (Soldier),
13481,星彫りの未鑑定装具【王】,Unappraised Star Trinket (King),
13480,星彫りの未鑑定装具【将】,Unappraised Star Trinket (General),
13482,星彫りの未鑑定装具【皇】,Unappraised Star Trinket (Emperor),
18730,雪彫りの未鑑定装具【兵】,Unappraised Snow Trinket (Soldier),
18732,雪彫りの未鑑定装具【王】,Unappraised Snow Trinket (King),
18731,雪彫りの未鑑定装具【将】,Unappraised Snow Trinket (General),
18733,雪彫りの未鑑定装具【皇】,Unappraised Snow Trinket (Emperor),
11759,月彫りの未鑑定装具【兵】,Unappraised Moon Trinket (Soldier),
13477,月彫りの未鑑定装具【王】,Unappraised Moon Trinket (King),
13476,月彫りの未鑑定装具【将】,Unappraised Moon Trinket (General),
13478,月彫りの未鑑定装具【皇】,Unappraised Moon Trinket (Emperor),
13483,花彫りの未鑑定装具【兵】,Unappraised Flower Trinket (Soldier),
13485,花彫りの未鑑定装具【王】,Unappraised Flower Trinket (King),
13484,花彫りの未鑑定装具【将】,Unappraised Flower Trinket (General),
13486,花彫りの未鑑定装具【皇】,Unappraised Flower Trinket (Emperor),
18821,翔彫りの未鑑定装具【兵】,Unappraised Flight Trinket (Soldier),
18823,翔彫りの未鑑定装具【王】,Unappraised Flight Trinket (King),
18822,翔彫りの未鑑定装具【将】,Unappraised Flight Trinket (General),
18824,翔彫りの未鑑定装具【皇】,Unappraised Flight Trinket (Emperor),
21280,雲彫りの未鑑定装具【兵】,Unappraised Cloud Trinket (Soldier),
21282,雲彫りの未鑑定装具【王】,Unappraised Cloud Trinket (King),
21281,雲彫りの未鑑定装具【将】,Unappraised Cloud Trinket (General),
21283,雲彫りの未鑑定装具【皇】,Unappraised Cloud Trinket (Emperor),
23533,群青硬殻装甲,Ultramarine Hard Shell Armor,
24867,超濃厚ホワイトチョコスーツ・限定版,Ultra-Rich White Chocolate Suit (Limited Edition),
24866,超濃厚ホワイトチョコスーツ,Ultra-Rich White Chocolate Suit,
24869,超濃厚ホワイトチョコドレス・限定版,Ultra-Rich White Chocolate Dress (Limited Edition),
24868,超濃厚ホワイトチョコドレス,Ultra-Rich White Chocolate Dress,
24863,超濃密チョコレート・ワンズ,Ultra-Rich Chocolate Wand,
24856,超濃密チョコレート・ウォール,Ultra-Rich Chocolate Wall,
24853,超濃密チョコレート・ソード,Ultra-Rich Chocolate Sword,
24862,超濃密チョコレート・スタッフ,Ultra-Rich Chocolate Staff,
24861,超濃密チョコレート・スペル,Ultra-Rich Chocolate Spell,
24854,超濃密チョコレート・シールド,Ultra-Rich Chocolate Shield,
24865,超濃密チョコレート・シミター,Ultra-Rich Chocolate Scimitar,
24857,超濃密チョコレート・ロッド,Ultra-Rich Chocolate Rod,
24864,超濃密チョコレート・ランス,Ultra-Rich Chocolate Lance,
24860,超濃密チョコレート・ハンズ,Ultra-Rich Chocolate Hand,
24858,超濃密チョコレート・ダガー,Ultra-Rich Chocolate Daggers,
24855,超濃密チョコレート・ブレイド,Ultra-Rich Chocolate Blade,
24859,超濃密チョコレート・アロウ,Ultra-Rich Chocolate Arrow,
260,タイラントスケイル,Tyrant's Scale,
1872,タイラントスケイル,Tyrant's Scale,
2895,タイラントスケイル,Tyrant's Scale,
3918,タイラントスケイル,Tyrant's Scale,
4941,タイラントスケイル,Tyrant's Scale,
16519,破光のタイラントワンズ,Tyrant Wand of Torn Light,
16503,破光のタイラントソード,Tyrant Sword of Torn Light,
16517,破光のタイラントスタッフ,Tyrant Staff of Torn Light,
16515,破光のタイラントスペル,Tyrant Spell of Torn Light,
16521,破光のタイラントスピア,Tyrant Spear of Torn Light,
16513,破光のタイラントハンズ,Tyrant Hands of Torn Light,
16507,破光のタイラントガード,Tyrant Guard of Torn Light,
16509,破光のタイラントダガー,Tyrant Daggers of Torn Light,
16511,破光のタイラントボウ,Tyrant Bow of Torn Light,
16505,破光のタイラントブレード,Tyrant Blade of Torn Light,
119,ツーハンデッドソード,Two-Handed Sword,
1731,ツーハンデッドソード,Two-Handed Sword,
2754,ツーハンデッドソード,Two-Handed Sword,
3777,ツーハンデッドソード,Two-Handed Sword,
4800,ツーハンデッドソード,Two-Handed Sword,
11102,トゥーエッジ,Two-Edged,
11103,トゥーエッジ,Two-Edged,
11104,トゥーエッジ,Two-Edged,
11105,トゥーエッジ,Two-Edged,
11106,トゥーエッジ,Two-Edged,
497,トゥーハンズ,Two Hands,
2109,トゥーハンズ,Two Hands,
3132,トゥーハンズ,Two Hands,
4155,トゥーハンズ,Two Hands,
5178,トゥーハンズ,Two Hands,
314,ツイストサーペント,Twisted Serpent,
1926,ツイストサーペント,Twisted Serpent,
2949,ツイストサーペント,Twisted Serpent,
3972,ツイストサーペント,Twisted Serpent,
4995,ツイストサーペント,Twisted Serpent,
15919,ねじれた鉄片,Twisted Iron Scrap,
234,トウィンクルヴィーナス,Twinkle Venus,
1846,トウィンクルヴィーナス,Twinkle Venus,
2869,トウィンクルヴィーナス,Twinkle Venus,
3892,トウィンクルヴィーナス,Twinkle Venus,
4915,トウィンクルヴィーナス,Twinkle Venus,
949,ティンクルスター,Twinkle Star,
2561,ティンクルスター,Twinkle Star,
3584,ティンクルスター,Twinkle Star,
4607,ティンクルスター,Twinkle Star,
5630,ティンクルスター,Twinkle Star,
12792,退魔のツインウィズダム,Twin Wisdom of Warding Evil,
10406,閃光のツインウィズダム,Twin Wisdom of Sparks,
10407,閃光のツインウィズダム,Twin Wisdom of Sparks,
10408,閃光のツインウィズダム,Twin Wisdom of Sparks,
10409,閃光のツインウィズダム,Twin Wisdom of Sparks,
10410,閃光のツインウィズダム,Twin Wisdom of Sparks,
14126,遺宝のツインスペル,Twin Spell of Legacy,
19953,熾火のツインシューター,Twin Shooter of Glowing Embers,
22983,魔双 LV.6,Twin Magick LV.6,
22982,魔双 LV.5,Twin Magick LV.5,
19269,魔双 LV.4,Twin Magick LV.4,
22981,魔双 LV.4,Twin Magick LV.4,
13406,魔双 LV.3,Twin Magick LV.3,
13405,魔双 LV.2,Twin Magick LV.2,
13404,魔双 LV.1,Twin Magick LV.1,
14547,スィングリフィン,Twin Griffin,
14548,スィングリフィン,Twin Griffin,
14549,スィングリフィン,Twin Griffin,
14550,スィングリフィン,Twin Griffin,
14551,スィングリフィン,Twin Griffin,
13804,双神のタリスマン,Twin Gods Talisman,
8984,ツインジェムピアス,Twin Gem Earrings,
19434,蛇翼のツインダガー,Twin Daggers of Serpent Wings,
8598,ツインクロスベスト,Twin Cross Vest,
8599,ツインクロスベスト,Twin Cross Vest,
8600,ツインクロスベスト,Twin Cross Vest,
8601,ツインクロスベスト,Twin Cross Vest,
8602,ツインクロスベスト,Twin Cross Vest,
611,黄昏の篭手,Twilight Bracers,
2223,黄昏の篭手,Twilight Bracers,
3246,黄昏の篭手,Twilight Bracers,
4269,黄昏の篭手,Twilight Bracers,
5292,黄昏の篭手,Twilight Bracers,
14767,タビュレンス,Turbulence,
14768,タビュレンス,Turbulence,
14769,タビュレンス,Turbulence,
14770,タビュレンス,Turbulence,
14771,タビュレンス,Turbulence,
499,チュニック,Tunic,
2111,チュニック,Tunic,
3134,チュニック,Tunic,
4157,チュニック,Tunic,
5180,チュニック,Tunic,
17546,トゥカナワンズ,Tucana Wand,
17547,トゥカナワンズ,Tucana Wand,
17548,トゥカナワンズ,Tucana Wand,
17549,トゥカナワンズ,Tucana Wand,
17550,トゥカナワンズ,Tucana Wand,
805,真理の腰巻,Truth Waistguard,
2417,真理の腰巻,Truth Waistguard,
3440,真理の腰巻,Truth Waistguard,
4463,真理の腰巻,Truth Waistguard,
5486,真理の腰巻,Truth Waistguard,
11821,トゥルースファルカタ,Truth Falcata,
11822,トゥルースファルカタ,Truth Falcata,
11823,トゥルースファルカタ,Truth Falcata,
11824,トゥルースファルカタ,Truth Falcata,
11825,トゥルースファルカタ,Truth Falcata,
11627,真・ホワイトリベレーション,True White Revelation,
11628,真・ホワイトリベレーション,True White Revelation,
11629,真・ホワイトリベレーション,True White Revelation,
11630,真・ホワイトリベレーション,True White Revelation,
11631,真・ホワイトリベレーション,True White Revelation,
18925,真・ウォンテッドハート,True Wanted Heart,
18926,真・ウォンテッドハート,True Wanted Heart,
18927,真・ウォンテッドハート,True Wanted Heart,
18928,真・ウォンテッドハート,True Wanted Heart,
18929,真・ウォンテッドハート,True Wanted Heart,
18930,真・ウォンテッドハート,True Wanted Heart,
18931,真・ウォンテッドハート,True Wanted Heart,
18932,真・ウォンテッドハート,True Wanted Heart,
18933,真・ウォンテッドハート,True Wanted Heart,
18934,真・ウォンテッドハート,True Wanted Heart,
18935,真・ウォンテッドハート,True Wanted Heart,
18936,真・ウォンテッドハート,True Wanted Heart,
18937,真・ウォンテッドハート,True Wanted Heart,
18938,真・ウォンテッドハート,True Wanted Heart,
18939,真・ウォンテッドハート,True Wanted Heart,
11607,真・テスタメントスケイル,True Testament Scale,
11608,真・テスタメントスケイル,True Testament Scale,
11609,真・テスタメントスケイル,True Testament Scale,
11610,真・テスタメントスケイル,True Testament Scale,
11611,真・テスタメントスケイル,True Testament Scale,
11409,真・スティングレイ,True Stingray,
11410,真・スティングレイ,True Stingray,
11411,真・スティングレイ,True Stingray,
11412,真・スティングレイ,True Stingray,
