0,,"では、こちらをお持ちください
貴方様の旅に、理の導きがありますよう","Please bring this with you.
May the guidance of order be with you on your
journey, Ser.",ui\00_message\npc\base\n4507.gmd,\npc\n4507.arc,n4507.arc,2
0,,"さすがに言葉だけというわけにはいかないから
またお返しを用意したよ
次からはもっと良い物を渡すから
楽しみにしててよ","Naturally, just words won't do, so I've prepared
a little something for you.
I hope you'll enjoy it.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,32
0,,"そう言えば、森の南西に聖なる泉が
あるのは知ってるかい？
《エルネア・スプリング》という生命力を
強める泉さ","By the way, did you know that there is a sacred
spring in the southwest of the forest?
It's called the ""Elnea Spring"" and it invigorates
one's life force.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,33
0,,"その周囲に、白い人影が彷徨っている
ことがあるんだ
泉の生命力に魔が宿ったものなのか
それともエルフの亡霊なのか――","There are times when white shadows wander around
its surroundings.
Could it be that some kind of magic has taken
hold of the vitality of the spring, or are they
the spirits of the elves?",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,34
0,,"あれが""白い災厄""の正体じゃ
ないとは思うんだけど","I don't think that is the true identity of the
""White Scourge,"" but...",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,35
0,,"彼らは手強いし、意思疎通もできない
もし遭遇したらすぐその場を
離れたほうがいい","They are strong opponents and we cannot
communicate with them.
If you encounter them, you should make yourself
scarce!",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,36
0,,"そうだ、もし君がこの森やエルフの文化と
もう少し関わるつもりなら
ひとつ頼みを聞いてくれないかな？","You know, if you're planning to get more involved
with this forest and the culture of the elves,
could I ask you for a favor?",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,37
0,,"エルフ達の遺跡の一つ
《神花のテラス》という遺跡にいる
魔物退治をしてほしいんだ","My request is this.
There's a place called the Divine Blossom
Terrace, one of the elven ruins.
It seems to be overrun with monsters.
Could you clear them out?",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,38
0,,"僕はそれほど戦えないし
リングディール一人だとあそこの魔物は
手に余るものでね
どうかな？","I'm not much of a fighter, and dealing with the
monsters there, especially alone, is quite
overwhelming for me.
What do you think?",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,39
0,,"やってくれるというなら
きちんと依頼したいんだ","If you're willing take this on, I'd like to make
a proper request.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,40
0,,"まったく、君には世話になりっぱなしだな
ここまで手助けしてもらったら
なんだか申し訳なくなってくる","Honestly, I've been relying on you for help all
this time.
It's starting to make me feel a little guilty.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,41
0,,"僕ら兄妹から、心を込めて礼をさせてもらう
君がこの森に来てくれて本当に良かった
ありがとう","We, as siblings, sincerely express our gratitude
to you.
It is truly wonderful that you came to this
forest.
Thank you.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,42
0,,"この件は、君にも伝えておいた
ほうがよさそうだな","It seems like it would be a good idea to inform
you about this matter as well.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,43
0,,"ディナンの森の最奥――
《サーズ・ディナン》付近で
妹が銀毛の鬼人に襲われたんだ","My sister was attacked by a silver-haired demon
near Sazu Deenan, deep within the depths of Deenan
Forest.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,44
0,,"シルバーロアという危険な魔物なんだけど
どうやらあの辺りを縄張りにするつもりらしい","It's a dangerous demon called Silver Roar.
Apparently, it's marking that area as their
territory.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,45
0,,"用心に越したことはない
川辺の方へ行くのなら十分警戒してくれ","It's better to be safe than sorry.
If you're heading towards the riverside, please
be extra cautious.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,46
0,,一つ君に相談があるんだ,--I need to talk to you about something.,ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,47
0,,"エルフの都、エルテ・ディナンに
《レ・カルバス・アーマ》という区画があるのは
知ってるかい？","Do you know that in the elven city of Erte
Deenan, there is a district called ""Le Karvas
Arma""?",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,48
0,,"今度頼みたいのは
その区画の探索なんだ","What I want to ask for this time is an
exploration of that area.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,49
0,,"前に話しただろう？
エルフを脅かし続けてきた""白い災厄""の話
その答えがどうもアーマ区画にあるらしい","Did I talk about this before?
The story of the ""White Scourge"" that was
threatening the elves.
It seems that the answer lies in the Arma section.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,50
0,,"どうかな、無理にとはいわないよ
もし協力してくれるなら
あらためて話し掛けてくれ","What do you think? I won't force you.
If you're willing to help, just talk to me again.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,51
0,,"できることならぜひ――
いや、君に頼まなければならない
そんな気がするんだ","If possible, please―
No, I feel like I have to ask for your help.
That's just how I feel.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,52
0,,"この森にはね、エルフ達が特別な意味を込めて
残した地名がいくつかあるんだ","In this forest, there are several places with
names that the elves left behind that have special
meanings.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,53
0,,"《グローン・ノス》、《エルネア・スプリング》
なんかだね","Groan Nos, Elnea Spring, and so on.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,54
0,,"それぞれの場所には言葉の由来となる
魔物や現象があるから、そういう所に
足を踏み入れるなら注意するといい","In each location, old history and language ring
about.
Monsters and strange phenomena are there too, so
if you endeavor to enter such places, it is
advisable to be cautious.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,55
0,,"ディナンの森にようこそ
大したもてなしはできないけどね","Welcome to the Forest of Deenan.
We may not be able to offer much hospitality,
though.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,56
0,,"そこのボードに、僕らの《やることリスト》を
貼ってある
暇なら手伝ってもらえると助かるな","I've posted our 《To Do List》 on the board there.
If you're not busy, I'd appreciate it if you
could help.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,57
0,,"――たまに、身に覚えのない紙も
あるんだけどね","--Sometimes, there are also papers that I don't
remember.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,58
0,,"この森に居付いて何年――いや、もっとか
あまりそんな気はしないんだが","How many years have I been here in this forest?
...No, it must be more than that.
Yet, it feels like just yesterday.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,59
0,,"ここは時の流れが少し違うのかもしれないな
――それとも、時の流れが違うのは
身体の方なのかな","Perhaps the passage of time here is different.
Or perhaps... it is my own body that is out of
sync with time.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,60
0,,"エルフの民はもうここにはいない
だけど――夢かもしれないが
一度僕は森で、不思議な光を見たことがある","The elven people are no longer here, But...
It might be a dream.
I saw a mysterious light in the woods once.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,61
0,,"リングディールの魔矢よりまばゆく輝く
美しい光を","Shining more dazzlingly than the magic arrows of
Ringdeel.
A beautiful light.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,62
0,,あれは何だったのかな,I wonder what that was.,ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,63
0,,"君に伝えたいことがあったんだ
ディナン深層林にある《辺境の礎》の全てが
使えるようになったそうだよ","I just wanted to let you know that it seems that
all of the Sub Portcrystals in the Deenan Woods
have become functional.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,64
0,,"何でも、君のこの辺りでの働きを
神殿がねぎらってのことだとか","It is the temple's way of praising your efforts
around here.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,65
0,,"きっと便利になるだろうから
ぜひ使ってみてくれ","I'm sure it'll come in handy.
I'd love to see you use it.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,66
0,,"このところ、《大樹の広場》の辺りに
えらく攻撃的なエントがうろついているんだ","Lately, there have been extremely aggressive Ents
lurking around the vicinity of the ""Big Tree
Dell.""",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,67
0,,"ここからもそう遠くないし
あの調子で暴れられると
少しまずいことになりそうでね","It's not too far from here, and if they continue
to rampage like that, it could turn into a bit of
a problem.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,68
0,,"討伐を頼みたいんだけど、どうかな
もし引き受けてくれるなら
詳しく説明するから、あらためて声をかけてくれ","I want to request a dispatch, but I wonder if you
would be willing to accept it.
If you do, please let me know again, and I will
explain the details.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,69
0,,"そうだ、《飛天のテラス》のことは
もう知っていたかな",Did you already know about the Heavenly Terrace?,ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,70
0,,"ここから東の方に行ったところにあるんだけど
つい最近、入口の封印を解くことができたんだ","It's just east of here.
I was able to unseal the entrance just recently.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,71
0,,"少しだけ入ってみたら
羽ばたきの音がひっきりなしに聞こえていたよ
中で鳥たちが巣を作ってるんじゃないかな","I went in for a bit and I could hear the constant
flapping of wings.
I think there are birds nesting inside.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,72
0,,"あの辺りは今までも鳥の巣が多かったからね
君も興味があれば行ってみるといい","That area has always had a lot of bird nests, so
if you're interested, it's a good idea to go and
check it out.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,73
0,,"ちょうどよかった
君に話があってね","Just in time.
I wanted to talk to you.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,74
0,,"実は、《飛天のテラス》内を探索していた妹が
氷竜に襲われたらしいんだ","It seems that my sister, who was exploring the
""Heavenly Terrace,"" was attacked by an Ice Dragon.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,75
0,,"妹は腕に覚えがあるから逃げてこられたけど
もしも氷竜が《飛天のテラス》から
出てくるようなことがあると事だろう","My sister managed to escape thanks to her combat
prowess, but if the Ice Dragon were to emerge from
the Heavenly Terrace, it might be a different
story.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,76
0,,"そこで君に討伐を頼みたいんだが、どうかな
引き受けてくれるなら
あらためて説明させてくれ","So, I want to ask you to undertake a subjugation.
What do you think?
If you're willing to accept, allow me to fill you
in.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,77
0,,"妹ともども、君には本当に世話になっているね
本当に助かってるよ","My sister and I are truly indebted to you.
We are really grateful for your help.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,78
0,,"少しでも君の力になればと思って
渡せそうなものを色々探してみたんだ
役に立つといいんだが","I searched for various things that I could give
you, hoping to be of even a little help.
I pray they find use.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,79
0,,"君がこの森に来てくれるようになって良かった
心からそう思うよ
これからも、いつでも訪ねてきてくれ","I'm glad that you started coming to this forest.
I truly feel that way from the bottom of my heart.
Please visit anytime.",ui\00_message\npc\base\n4508.gmd,\npc\n4508.arc,n4508.arc,80
0,,"ようこそ、《守り人の庵》へ
エラン水林について、何か？","Welcome to the Protector's Retreat.
Regarding Elan Water Grove, is there something
you would like to know?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,0
0,,"所持品に不足があったり
休息が必要であれば、そこにいる
ディリスが手配いたしますわ","If there are any shortages in your supplies or if
you need rest, Dirith will make the necessary
arrangements.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,1
0,,"わたしも元はモルフォールにて
勉学を修めるつもりだったのです","I, too, was originally planning to study at
Morfaul.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,2
0,,"ですが、この庵を守る者の座が空いてしまい――
先代に恩があることもあって
この森の復興をお手伝いしています","However, the seat of guardian of this hermitage
has become vacant--
We are deeply indebted to the previous guardian's
efforts.
Now, I shall assist in the restoration of this
forest.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,3
0,,"うふふ――
あ、ごめんなさい
ちょっと考え事をしていました","Hehehe... Oh, I'm sorry.
I was just lost in thought.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,4
0,,"えっと――
そうそう、自己紹介をしておかないとですね
わたしはエラン水林のエリアマスター
ミューセルと申します","Um... Oh, right. I should introduce myself,
shouldn't I?
I am Musel, the Area Master of Elan Water Grove.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,5
0,,"このエラン水林は
フィンダムの中でも特に美しい光景に
恵まれた場所なのです","This Elan Water Grove is a place blessed with
particularly beautiful scenery in Phindym.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,6
0,,"その自然に敬意を表し、そして守るために
人の定住を制限された区域でもあります","In order to show respect for that nature, and to
protect it, this is also an area where settlement
is restricted.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,7
0,,"特に「全ての水はエランより湧き出る」とまで
言われる、豊富で清らかな水はこの森無くしては
ありえないものですわ","This forest is said to be the source of all water
in the land.
As the saying goes, ""All water springs from
Elan.""
Its abundance and purity are truly irreplaceable.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,8
0,,"他の村に森の魔物が降りないよう
また、エラン水林の環境が荒れぬよう
見守るのがわたしの役目ですね","My role is to watch over and ensure that the
forest monsters do not descend upon other
villages, and that the environment of Elan Water
Grove is well kept.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,9
0,,"この美しい水林を探索する上で
何かわからないことがあれば
いつでも、この守り人の庵にいらしてくださいませ","If you have any questions while exploring this
beautiful water forest, please feel free to visit
this Protector's Retreat at any time.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,10
0,,"これ、よかったらお持ちください
何かの足しになれば","I would be honored if you would accept this small
token.
It is my hope that it might prove useful to you
in some way.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,11
0,,"ふふ、エラン水林を気にかけてくださって
ありがとうございます
これ、お役にたちますように――","Ah, thank you for caring for the Elan Water
Grove.
I appreciate it.
I hope this will be of help to you--",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,12
0,,"そうそう、これをあなたにお渡ししなきゃ――
ディリスがあなたのためにって
わざわざ取っておいたものなんですよ、ふふ
日頃の感謝の気持ちです","Oh, right, I have to give this to you――
Dirith prepared this specifically for you, you
know, hehe.
It's a token of gratitude for your everyday
support.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,13
0,,"以前にもご説明したかと思いますが
このエラン水林は美しい環境を守るため
人々の立ち入りを制限しております","As I mentioned before, the Elan Water Grove
restricts people's access in order to protect the
beautiful environment.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,14
0,,"ですが、過去には人々が小さな村を作り
森林に配慮しながら生活していたこともあるのです
文献を手繰るに、上手くいっていたようですわ","However, in the past, there were also times when
people created small villages and lived while
respecting the forest. According to the
literature, it seems that it worked well.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,15
0,,"残念ながら、その村はある日突然
滅んでしまったのですが――
原因は何一つとしてわかっておりません","Unfortunately, that village suddenly perished one
day... and we have no idea what caused it.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,16
0,,"異国の覚者様
わたしは、このエランに
村を再興したいと考えています
どうかお力添えいただけないでしょうか――","Master Arisen of a foreign land,
I am eager to revive this village and I humbly
request your assistance.
Please--",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,17
0,,"今回の侵食によって
住んでいた村を追われた人々――
エンナやゴビネットのような人たちが、将来安心して
暮らせる場を作りたいのです","We want to create a place where people who were
forced to leave their villages because of this
corruption--
people like Enna and Gobinet-- can live in peace
in the future!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,18
0,,"まずは調査の足掛かりとして
<SPOT 928>の様子を探るつもりです
――覚者様にも、お心に留めおいていただけると
嬉しく思いますわ","First, as a starting point for our investigation,
I intend to explore the situation at <SPOT 928>.
I would be delighted if you, esteemed Arisen,
could keep this in mind as well.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,19
0,,"このところ、よくこちらへ足を
運んでくださいますね――","Lately, you have been coming to visit us here
quite often--",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,20
0,,"こんなことを聞かれて
驚かれるかも知れませんが
覚者様、子供はお好きでしょうか？","You might be surprised to be asked this, but do
you like children, Ser Arisen?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,21
0,,"一つ、お願いしたいことがあるのです
もし聞き入れてくださるようなら
もう一度、わたしにお声をかけて
いただけないでしょうか","There's one thing I'd like to ask of you.
If you're willing to grant it, could you please
speak to me again?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,22
0,,"ここのところ悩まされていたワーグの群れ――
どうやら<STG 814>がワーグの巣と
なっているらしいことを突き止めました","Lately, we have been plagued by a pack of Wargs.
It seems that <STG 814> has become their den.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,23
0,,"あの場を制圧することができれば
ワーグの数は減るに違いありませんわ！
これは叩かないわけにはまいりません！","If we can take control of that area, the number
of Wargs will surely decrease!
I cannot let this opportunity pass!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,24
0,,"ふふ、興奮してしまってごめんなさい
物事が進展していくのが楽しくて――","Haha, I'm sorry for getting excited.
I just find it delightful when things progress
smoothly...",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,25
0,,"今日は良いお知らせがあるんですよ！
ワーグが減ったお陰で
崖が崩れていた<SPOT 930>の
復旧作業を進めることができたんです","I have good news for you today!
Thanks to the decrease in Wargs, we were able to
proceed with the restoration work on the collapsed
cliff at <SPOT 930>.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,26
0,,"もう通行可能となっておりますので
いつでもお通りくださいませ！","The passage is now passable, so please feel free
to head there at any time!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,27
0,,"ああ、あの先は今どうなっているのでしょう――
ワクワクしてしまいます","Ah, I wonder how things are now beyond that
point...
It brings much excitement!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,28
0,,"すでに狩猟と採取のエキスパートの方に
調査を依頼してありますの
どんな調査結果をいただけるのかと
今から胸を膨らませて待ってるんですよ","I have already requested an investigation from
experts in hunting and gathering.
I am eagerly waiting to see what kind of results
we will receive.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,29
0,,"そうだ
調査、覚者様もいかがでしょうか？
いろんな方の調査結果が聞きたいのです
ご興味があれば、もう一度わたしにお声を！","That's right.
Would you be interested in conducting a survey,
Ser Arisen?
I would like to hear the research results from
various individuals.
If you're interested, please let me know!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,30
0,,"はぁ――困ったことが起こりました――
お話することもためらわれるなのですが――","Haah... Something troublesome has happened...
I hesitate to speak about it, but...",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,31
0,,"もしもお耳を貸していただけるのなら
再度お声をかけてくださいませ――","If you would be so kind as to lend an ear, please
do call upon me again――",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,32
0,,"廃村の調査を進めておりましたら
新しい事実が判明したのです","As we were progressing with the investigation of
the abandoned village, a new fact came to light.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,33
0,,"廃村の村人たちは、何かに追われ
《<STG 844>》に逃げ込んだようなのです
怯え、惑いながら逃げる村人たちの
痕跡が残っていました――","It seems that the villagers of the abandoned
village were chased by something and fled to《 <STG 844>
》.
There were traces of frightened and confused
villagers running away--",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,34
0,,"次なる調査地は《<STG 844>》――
あそこを調べることで、村が滅んだ
手がかりを掴むことができるはずです","The next place to investigate is 《 <STG 844>》 --
By looking there, we should be able to get some
clues that the village was destroyed!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,35
0,,"もっとも、それだけに危険な調査となるでしょう
覚者様もあの辺りを通行される時には
くれぐれもお気をつけください","However, because of that, it will be a dangerous
investigation.
When you, Arisen, pass through that area, please
be extremely careful.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,36
0,,"異国の覚者様――
どうも最近、森の様子がおかしいとは思いませんか？
魔物たちがいつになく活性化しているように感じます","Master Arisen of a foreign land—
Don't you think that the forest has been behaving
strangely lately?
I feel like the monsters have become unusually
active.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,37
0,,"《<SPOT 889>》にも今まで見なかった
強力な魔物が出現していると
旅の方より情報が寄せられています","We have received information from travelers that
powerful demons we've never seen before have
appeared in《<SPOT 889>》 as well.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,38
0,,"一体何が原因なのかは判明しておりませんが――
不穏な流れとなっていることは確かです
覚者様もお気づきになったことがあれば
ぜひご連絡くださいね","The exact cause is still unknown, but it is
certain that an unsettling trend is emerging.
If there is anything that the esteemed Arisen has
noticed, please do not hesitate to contact us.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,39
0,,"これからの調査は一層危険なものとなるでしょう
より良い支援品を揃えることで
わたしも微力ながら覚者様をお支えいたします","The upcoming investigation will become even more
dangerous.
By gathering better support goods, I will do my
best to assist you, Ser Arisen.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,40
0,,"少し前から気になっていた、森の魔物の活性化――
どうやらこれは聖域から流れ込んだ魔物に
よるもののようです","I've been growing increasingly concerned about
the recent surge in monster activity within the
forest.
It appears that these creatures are emanating
from the Sacred Grounds.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,41
0,,"今のうちに聖域の魔物を抑え込まねば
手の付けられない状態になる可能性もあります
どうか、かの魔物の討伐をお願いできないでしょうか","We must suppress the demons in the Sacred Grounds
while we can.
It could get out of hand.
Please, can you help us defeat these demons?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,42
0,,"討伐を引き受けてくださるのであれば
もう一度わたしに話しかけてください
どうか――お願いいたします","If you are willing to undertake the subjugation,
please speak to me again.
Please... I beg of you.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,43
0,,"覚者様、いつもこのエラン水林を
気にかけてくださってありがとうございます","Ser Arisen, many thanks for always showing
concern for the Elan Water Grove.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,44
0,,"お陰様で、エランにもう一度村を作るという
わたしの計画も進めることができ
嬉しい限りですわ","Thanks to you, my plan to build another village
in Elan can finally come to fruition.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,45
0,,"わたしたちからの感謝の気持ちとして
ささやかではありますが
支援品の質を上げられるよう手配いたしました","Although it may be modest, 
as a token of our gratitude,
we have made arrangements
to improve the quality of the support goods.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,46
0,,"ふふ、まだまだ道のりは遠いようですが
覚者様がついていてくださると思えば――
今後ともどうぞよろしくお願いしますね","Hehe, it seems like we still have a long way to go,
but if I believe that you, Lord Arisen, are with me――
I look forward to your continued support.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,47
0,,"白き竜の覚者様――
以前、聖域からの魔物を
討伐していただきましたね","Ser Arisen of the White Dragon.
You've once aided us before
by exterminating the monsters
that came from the Sacred Grounds, didn't you?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,48
0,,"しかし、エランに入り込んだ聖域の魔物は
他にもいたようなのです
このところ、いたるところでその姿を見かけます","However, it seems that more creatures from there
have made their way to Elan.
Lately, they can be seen everywhere.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,49
0,,"船頭や旅人たちが休憩をとるのに使っている
《<SPOT 933>》でも魔物の出現を
確認しています","Monsters have been observed at 《<SPOT 933>》, 
a common resting spot for ferrymen and travelers.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,50
0,,"覚者様も、森の中で休憩を取られる際は
周囲の状況をご確認くださいね
これまで安全な場であっても
今はそうでないかもしれません","Arisen, when taking a rest in the forest,
please make sure to check your surroundings.
Even if it used to be a safe place,
it may not be the case anymore.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,51
0,,"はぁ――それにしても、以前船頭たちが
休憩所として使っていた《<SPOT 890>》も
少し前に魔物に乗っ取られてしまいましたし――","Haah... 
But still, the <SPOT 890> that the boatmen used 
to use as a resting place was taken over 
by monsters a little while ago...",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,52
0,,"これから船頭たちはどこで休めばいいのか――
悩ましい問題ですわ","Where should the boatmen rest from now on--
It's a vexing question!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,53
0,,"――そうですわ、覚者様
《<SPOT 890>》の封鎖を解いておきますので
近くにお立ち寄りの際に、中を覗いてきて
いただけませんか？","Yes, Ser Arisen. 
I will release the seal of <SPOT 890>, 
so when you are nearby, 
could you please take a look inside?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,54
0,,"もし魔物が去っていれば、わたしに
知らせてくださいませ
もちろん、その場合は覚者様も休憩所として
お使いくださって構いませんわ","Please inform me if the demons have departed. 
In that case, you are more than welcome 
to use this resting place as well, Arisen.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,55
0,,"ふふふ、ちょうど今ディリスと
覚者様について話していたところですわ","Hehehe, just now with Dirith,
we were talking about you, Ser Arisen.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,56
0,,"実は、この度――長らく閉鎖されていた
《エラン大門》の門を開放することに
なったのです！","In fact, we are pleased to announce that - 
after being closed for a long time- 
we've decided to open the ""Elan Front Gate""!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,57
0,,"これも全て覚者様が魔物を
抑えてくださったおかげですわ！","All of this is thanks to the esteemed Arisen, 
who keeps the monsters well at bay!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,58
0,,"開門によって他の村からの旅人も
増えるでしょうから、有益な情報が入ってくる
ことをつい期待してしまいます","With the gates newly open, 
travelers from other villages will visit more.
I look forward to the new flow of information!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,59
0,,"あら――そういえば
ディリスが覚者様にお願いしたいことがあると
言っていましたっけ――","Oh, speaking of which, did Dirith mention
that there was aught she wished to ask of you?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,60
