#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,身の証を立ててから出直してくるんだね,Come back after proving your worth.,ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,7
0,,"これでなかなか忙しいもので
家でゆっくり休む間も無い――
とはいえ、うちの息子が
しっかりした子で助かっている","With all this, it's quite busy indeed. I have no
time to rest at home.
However, I'm grateful that my son is a reliable
child.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,3
0,,"《芯なる樹》はフィンダムに
暮らす者にとって崇敬の対象であり
同時に、心の拠り所となる景色の一部ともいえる","The Core Tree is not only revered by those who
live in Phindym, but also considered a part of the
scenic landscape that serves as a sanctuary for
the heart.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,4
0,,"雄大な《芯なる樹》を眺められる場所は
フィンダムのあちこちにある
自分の気に入る場所を探してみるのも
悪くないだろう","There are various places in Phindym where you can
admire the majestic Core Tree.
It wouldn't hurt to try and find a place that you
like.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,5
0,,"わたしはモルフォール村のモードレッド
ガラダの留守を預かっている","I am Mordred, from the village of Morfaul,
currently looking after Gearóid's place while he's
away.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,6
0,,"セシリーの恩人はガラダの恩人
そしてわたしの恩人でもある
何もないところだが、くつろいでくれ","Cecily's benefactor is Gearóid's benefactor, and
also my benefactor.
There isn't much here, but please make yourself
comfortable.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,7
0,,"ガラダが一刻も早く回復するように
客人たちも祈ってくれ","Please pray for Gearóid's swift recovery, so that
he may heal as soon as possible.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,8
0,,"祈りなど我々の習慣にはなかったが
やってみると、心に刺さったトゲが
抜けていくのがわかるのだ","Praying was not part of our customs, but when we
tried it, we could feel the thorns being pulled
out of our hearts.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,9
0,,"フィンダムの大地を汚してしまったこと――
おまえたちと出会えたこと――
どちらもわたしは等しく受け入れいている","I have tarnished the land of Phindym, and yet, I
accept both that and the fact that I have
encountered all of you.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,10
0,,"それがいかんのだろうなあ
善し悪しを区別し、悪しきは排除しなくては
世はいつまでたっても変わらない","That's the way it goes, isn't it? Distinguishing
between right and wrong, and eliminating the
wicked is necessary. The world won't change unless
we do.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,11
0,,"フィンダムの危機におまえたちの世界と
交流を持てたことを幸運と呼ばずして
なんと呼べばいいのか――","To have been able to establish a connection with
your world during the crisis in Phindym, what
should I call it if not lucky?",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,12
0,,邪悪な世界と繋がる可能性もあったのだからな,"There was even a possibility of being connected
to an evil world.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,13
0,,"フィンダムはもう大丈夫だ
これからは客人として
この美しい世界を楽しんでくれ","Phindym is already fine.
From now on, as our esteemed guest, please enjoy
this beautiful world.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,14
0,,"我らの竜の目覚めはまだ先のようだが
大地や空気は徐々に清められている","It seems that the awakening of our dragon is
still ahead, but the land and the air are
gradually being purified.",ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,15
0,,セシリーの息吹を感じるよ,I can feel Cecily's breath.,ui\00_message\npc\base\n2610.gmd,\npc\n2610.arc,n2610.arc,16
0,,ふむ、何か必要なものでも？,"Hmm, do you need something?",ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,0
0,,"フィンダムにあるものは
全て精霊竜様の恵みの賜物だ
何一つとて無駄にしてよいものは無いと心得よ","Everything in Phindym is a gift from the Spirit
Dragon's blessing.
Remember that nothing is to be wasted, for
everything serves a purpose.",ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,1
0,,何だ、用も無いのに話しかけたのか？,Why did you talk to me when you have no business?,ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,2
0,,ここに保管してある資材を数え直さねば――,I have to count the materials stored here again...,ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,3
0,,"必要なものがあるなら、遠慮せず言ってくれ
今この大陸に覚者はいない
我々にとっても、君だけが希望だ","If you need anything, don't hesitate to tell me.
There are no Arisen on this continent right now.
You are our only hope.",ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,4
0,,"一つ聞きたい
――モルフォールはどんな様子だ？","I have one question.
What is Morfaul like?",ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,5
0,,"何が起こるかはわからない
だが、何が起こってもいいように
資材の管理は万全にしておかねば","We never know what will happen, but in order to
be prepared for anything, we must manage our
resources with utmost care.",ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,6
0,,"覚悟はしている
――家族への手紙も書いた
あの渦にすべてが飲み込まれようと
精霊竜様のお傍にいるつもりだ","I am prepared
―― I have also written a letter to my family
Even if everything is swallowed by that vortex I
intend to stay by the side of the Spirit Dragon.",ui\00_message\npc\base\n2620.gmd,\npc\n2620.arc,n2620.arc,7
0,,"異なる大陸からの客人よ
私でお力になれることでしょうか？","Guest from a different continent,
how may I be of assistance to you?",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,0
0,,"癒しを、救いを求めることは
決して悪いことではないはずです","Seeking healing, seeking salvation, should never
be a bad thing.",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,1
0,,"病にかかるは宿命です
しかし、病んだ“芯なる樹”は助けを求めている――
この現状に、我々はどう対処すればいいのでしょう","It is fate to fall ill.
However, the ailing ""Core Tree"" is seeking help.
How should we deal with this situation?",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,2
0,,"精霊竜の守番として
我々は全力を尽くす所存です――","As guardians of the Spirit Dragon
We are determined to do our best —",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,3
0,,"旅の方にはこの寝床を
<VAL PRICE_INN>にて貸し出しています
簡素な宿ですが――
休んでいかれますか？","For travelers, we lend out this sleeping space at
<VAL PRICE_INN>.
It is a modest inn, but...
Would you like to rest here?",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,4
0,,はい,OK,ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,5
0,,いいえ,Cancel,ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,6
0,,"本日は旅の方のため、宿を解放しております
どうぞ疲れを癒していってください","Today, we have opened the inn for travelers.
Please rest and heal your fatigue.",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,7
0,,はい,OK,ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,8
0,,いいえ,Cancel,ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,9
0,,"《弱化の治療》には<VAL PRICE_WEAK>いただいています
時が経てば自然と治るものですが――
今すぐの回復をご希望でしょうか？","I am receiving <VAL PRICE_WEAK> for ""Treat
Weakness"", yes?
While it usually heals naturally over time, would
you like immediate recovery?",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,10
0,,はい,OK,ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,11
0,,いいえ,Cancel,ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,12
0,,"おや、困りました――
弱化していないようですよ
気持ちがお疲れなのかもしれません
少しここでゆっくりしていかれては？","Oh, dear, this is troublesome――
It seems that you are not weakened.
Perhaps you are feeling tired?
Why don't you take a rest here for a while?",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,13
0,,"異なる大陸からの客人よ
――空の異変の件で
来てくださったのですか？","Greetings, visitor from a different continent.
――Did you come here regarding the abnormality in
the sky?",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,14
0,,"フィンダムの空に
あのような禍禍しいものが――","In the sky of Phindym, such a calamitous presence
looms――",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,15
0,,"何が起ころうと
我々は精霊竜の守番
ここを離れるわけにはまいりません","No matter what may happen, We are the guardians
of the Spirit Dragon.
We cannot leave this place",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,16
0,,"精霊竜セシリーの心も
常にあなたとともにあることでしょう","Surely, the heart of the Spirit Dragon Cecily is
always with you.",ui\00_message\npc\base\n2621.gmd,\npc\n2621.arc,n2621.arc,17
0,,はい――,Yes...,ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,0
0,,"この周辺の見張りには自分が出ています
他の２人よりも体力がありますから","I am on watch duty in this area.
Because I have more stamina than the other two.",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,1
0,,"“芯なる樹”から伸びる
各聖域の見回りも自分の仕事です","It is also my job to patrol each sacred ground
that extends from the ""Core Tree"".",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,2
0,,"――何かあれば一早く気付くことが
できる立場でしょう","In a position where you can notice anything early
on, if something were to happen.",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,3
0,,"精霊竜様のご様子を常に傍で見守る役割
それが“精霊竜の守番”です
誇りに思う者も多いのですよ","The role of constantly watching over the Spirit
Dragon's condition, that's what it means to be a
""Spirit Dragon Guardian.""
Many take pride in this role.",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,4
0,,"険しい顔をされていますね
――この状況です、無理もありませんが","You have a stern expression
――Given the situation, it's understandable",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,5
0,,"お一人では危険です
共に進む仲間が必要であれば
自分が手配いたしましょう","It is dangerous to go alone.
If you need companions to journey together, I
will make arrangements for you.",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,6
0,,"マイアとドハティも
落ち着こうと努めているようです
彼らはまだ若い――
それぞれに葛藤があることでしょう","Maia and Doherty also seem to be trying to calm
down.
They are still young - each surely has their own
struggles.",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,7
0,,"あの禍禍しい渦については
あまり話したくありませんね
よく、わからないものですから","Regarding that ominous whirlpool...
I don't really want to talk about it, because
it's something I don't understand well.",ui\00_message\npc\base\n2622.gmd,\npc\n2622.arc,n2622.arc,8
0,,"キンガル峡谷を訪れし異国の覚者よ
このキアランが用件を聞こう","Oh Arisen from a distant land who has visited the
Kingal Canyon.
Let Ciarán hear your purpose.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,0
0,,"神殿や遺跡に対し、畏怖の念を持つことは大切だ
そうやって伝統が守られ
また、伝統によって我らが守られてきたのだ","It is important to have a sense of awe towards
temples and ruins. It is through this respect that
traditions are preserved, and it is through these
traditions that we have been protected.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,1
0,,"我らが変化を拒もうと
我らを取り巻く環境は常に変わってゆくのでは――
“侵食”という災厄に触れ
一層そう思うことが多くなった","As we try to resist change the environment
surrounding us is constantly shifting.
I have come to think this even more after
experiencing the calamity known as ""Corruption.""",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,2
0,,"若者の柔らかい感性が、環境の変化を
敏感に感じ取っているというのであれば
遅かれ早かれ、我らも
意識を改めねばならないのかもしれないと――","If the sensitive sensibilities of the younger
generation can keenly perceive environmental
changes, then sooner or later, we may need to
reconsider our own awareness as well.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,3
0,,"むむ、話が長くなってしまった
これだからいつもメーヴに呆れられる
すまない","Hmm, the conversation has become rather lengthy.
This is why Maeve always finds me exasperating.
I apologize.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,4
0,,"村の若者には
伝統を重んじるこの村の空気を
嫌う者もいるようだ","It seems that some of the village's young people
dislike the atmosphere of this village, which
values tradition.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,5
0,,"族長として頭の痛い問題だ
彼らも成長すればきっと
わかってくれると信じたいが――","As the clan chief, it's a headache-inducing
problem.
I want to believe that they will understand, once
they grow up.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,6
0,,"キンガルに来るのは初めてだったな
少しこの地について話しておこう
俺はエリアマスターのキアランという","This was my first time coming to Kingal.
Let me tell you a little bit about this place.
I am Ciarán, one of the Area Masters.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,7
0,,"キンガル峡谷は多くの遺跡や神殿を残す
フィンダム文化の要所的地帯だ","Kingal Canyon is a crucial region of the Phindym
culture, with many ruins and temples remaining.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,8
0,,"そのような地に住まう者として
我々グリンデュアの民は古来よりの伝承や
伝統の守り手としての側面を持っている","As inhabitants of such a land, the people of
Glyndwr have long been keepers of ancient
traditions and guardians of our heritage.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,9
0,,"貴君もこの地に留まるのであれば――
キンガルの伝統に敬意を払うべきだ
そうすれば村人との衝突も無いだろう","If you are going to stay in this land—
You should respect Kingal's traditions.
That way, there will be no conflict with the
villagers.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,10
0,,"他の村は侵食魔との戦いに
やっきになっているようだが
グリンデュアは――また別の問題に直面している","While other villages are becoming obsessed with
the battle against the Corruption, Glyndwr is
facing another problem.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,11
0,,"遺跡を守ってきたグリンデュアならではの
問題というものがあるのだ――","Glyndwr, who has protected the ruins, has its own
unique issues to deal with.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,12
0,,"――いや、異国から旅をしてきた者に
このようなこと話すべきではなかったかもしれん
忘れてくれ","No, perhaps I should not have spoken of such
things to one who has traveled from a distant
land.
Please, forget about it.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,13
0,,"大方、このグリンデュアには少しの間
留まるだけのつもりなのだろう
――この辺りは質の良い鉱石が採れる
それらを拾って帰ることだ","Most likely, I intend to stay in Glyndwr for a
little while.
This area has some high-quality ore to be mined,
so I plan to gather them and take them back.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,14
0,,"キンガル峡谷は地形の複雑さもあって
なかなか冒険がしづらいのではないか？
少しだが、これを足しにするといい","Kingal Canyon's complex terrain can make it
challenging for adventurers, don't you think?
Adding a little something to it could be
beneficial.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,15
0,,"グリンデュアの大地――
いや、我々のために尽力してくれて感謝している
これは日々の礼のつもりだ","The land of Glyndwr, or rather, I'm grateful for
your efforts on our behalf.
This is meant to be a daily expression of
gratitude.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,16
0,,"これを受け取ってくれ
お前のためにと、村の者たちから
自然と集まったものだ
旅に役立ててもらえれば我々も本望だ","Please accept this.
It is gathered naturally from the villagers, for
your sake.
We would be grateful if you could make use of it
on your journey.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,17
0,,"異国の覚者か――
エリアマスターとして忠告しておこう","A Foreign Arisen, huh? As an Area Master, let me
give you some advice.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,18
0,,"《<SPOT 945>》に新手の魔物が
出現したらしい
近くを通る時は警戒を怠らぬよう
気を引き締めることだ","It seems that a new type of enemy has appeared
in《<SPOT 945>》.
When passing by nearby, be sure not to neglect
your vigilance and remain on high alert.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,19
0,,"《<SPOT 945>》についてはもちろん問題だが
最近はこのキンガル全域で
魔族が活性化してきている節もある――","Regarding 《<SPOT 945>》, of course, there are
issues.
However, recently, there seems to be an
invigoration of Fiends throughout the entire
region of Kingal.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,20
0,,"我々としても、どうにか遺跡に踏み込んで
調査を行いたいところだが、封印が施されている
場所もあって手を付けられないでいるのだ","As for us, we would like to somehow enter the
ruins and conduct investigations, but there are
places that have been sealed and we cannot touch
them.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,21
0,,"村の内では若者たちの不満がくすぶり
村の外では魔物が着々とその勢力を
広めている――悩ましいことだ","Within the village, the dissatisfaction of the
young people smolders, while outside the village,
the enemy steadily expands its influence - a
troubling situation.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,22
0,,"異国の覚者よ
貴君、この村の者に
何かと話しかけているのか？","Oh, wise one from a foreign land.
Are you speaking to the people of this village
about something?",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,23
0,,"――いや、俺から何か言うことではないが
オイングスが貴君に話したいことが
あるそうだ","Well, it's not for me to say, but it seems that
Oengus has something he wants to talk to you
about.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,24
0,,"話を聞いてやってもらえるのなら
もう一度俺に話しかけてくれ
取り次がせてもらおう","If you can listen to my story, please talk to me
again, and I'll make sure to pass it on.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,25
0,,"そういえば、異国の覚者よ――
先日はオイングスの頼みを聞いてもらったそうだな","By the way, esteemed Arisen from a foreign land,
I heard that you recently helped Oengus with a
request.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,26
0,,"どうやらヤツも最初は秘密にしたかったようだが
キンガルに異変が起きているかもしれない、と
打ち明けてきたのだ","It seems that he also wanted to keep it a secret
at first, but he confided in me that there may be
a disturbance in Kingal.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,27
0,,"俺からも族長として礼を言おう
村の危機を救ってくれて感謝する","I, as the chief, shall also express my gratitude.
Thank you for saving the village from crisis.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,28
0,,"――異なる竜に仕えているというのに
フィンダムにも救いの手を差し伸べてくれるとは
貴君も人が良いのだな","To think that even while serving different
dragons, you would extend a helping hand to
Phindym.
You truly are a kind-hearted person.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,29
0,,"ひとつ――
聞き流してくれて構わんのだが
少し耳を貸してくれないだろうか","One thing――
I don't mind if you just let it pass you by, but
could you lend me your ear for a moment?",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,30
0,,"《<SPOT 911>》から魔物が這い出して
きているという報告が入ってきている
どうしても中を改めねばならん時がきているようだ","We have received reports that monsters are
crawling out from《<SPOT 911>》.
It seems that the time has come when we
absolutely need to make changes inside.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,31
0,,"異国の者を頼るということに
村の内部ではまだ抵抗する者が多い――
しかし、フィンダムの覚者が不在である今
頼れるのは貴君しかいないのだ","There are still many within the village who
resist the idea of relying on outsiders.
However, with the absence of Phindym's Arisen,
you are the only one we can depend on right now.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,32
0,,"もし貴君さえよければ
かの遺跡の内部を調べてきて
もらえないだろうか――
意にそわねば、聞かなかったことにしてくれ","If you're willing, could you investigate the
interior of that ancient ruin?
If you don't feel like it, you can pretend you
didn't hear it.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,33
0,,"この考えは最近確信に変わったのだが
貴君は――心からの良心によって
グリンデュアを救おうとしてくれているのだな","This belief has turned into a conviction for me
recently, and you... you're trying to save Glyndwr
with all your heart.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,34
0,,"確かに、この未曾有の危機にあって
我らの覚者に頼ることもできないとあっては
貴君の助けを受け入れた方がよいだろう","Certainly, in this unprecedented crisis, we can't
rely on our Arisen.
It would be better to accept your help.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,35
0,,"――ここは考え込んではいられない
俺は、このグリンデュアの族長として
正式に貴君の助けを請うことにしよう","I cannot afford to hesitate here. As the chief of
Glyndwr, I have decided to formally request your
assistance.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,36
0,,"村人の中にはまだ貴君のことを
受け入れられない者も多いかもしれないが
どうか、大目に見てやってほしい","There may still be many villagers who cannot
accept you, but please, be understanding.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,37
0,,"過去を守ることで存続してきた村なのだ
そう簡単に全てを変えられるわけではない――
だが、過去に囚われ前進を拒む姿勢は
俺が正してゆこう","This village has endured by upholding its past.
It's not so simple to change everything, but I
will rectify the mindset that refuses to move
forward, bound by the past.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,38
0,,"なんといっても、文句を言う者たちも
《<SPOT 947>》に現れた魔物を
打ち倒す力を持ってはいないのだから――","After all, those who complain don't have the
power to defeat the demons that appeared at <SPOT
947>, so –",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,39
0,,"あの場に魔物がとどまっているせいで
南東の遺跡の調査に進めない状態なのだ","We can't continue with the investigation of the
southeastern ruins because monsters are lingering
at that site.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,40
0,,"《<SPOT 947>》の近くを通ることがあれば
魔物を追い払ってくれるよう
頼めないだろうか","If you happen to pass by near <SPOT 947>, could
you please help drive away the monsters?",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,41
0,,"貴君はこの村において
どんどん理解者を増やしているようだな","My lord, it seems that you are steadily
increasing the number of understanding individuals
in this village.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,42
0,,"先日、シェドレアン大神殿前の橋の
修繕が終わったのは知っているか？
実は、そこへ魔族が現れ
いまだ通行が難しくなっている","Did you know that the repairs on the bridge in
front of the Shadolean Great Temple were completed
the other day?
Actually, fiends have appeared there, making it
still difficult to pass through.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,43
0,,"この件について、ボーデシアが
貴君に言いたいことがあるというのだ","Boadicea has something to tell you about this
matter.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,44
0,,"今まで若者との間に軋轢を生んでいた
ボーデシアでさえ、貴君に話がしたいと
いうのだから大したものだな――","Even Boadicea, who has been causing tension among
the young people, wants to talk to you – that's
quite something.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,45
0,,"ああ、ボーデシアに話をしに行くのであれば
俺にもう一度話しかけてほしい
責任を持って取り次がせてもらおう","Ah, if you're going to talk to Boadicea, please
talk to me again. I'll make sure to relay it
responsibly.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,46
0,,"異国の覚者よ、聞いてほしい――
《<SPOT 912>》はこのキンガルに
おいてもかなり大規模な遺跡だ","Listen, foreign Arisen. <SPOT 912> is quite a
large ruin even here in Kingal.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,47
0,,"しかし、実はここについても
気軽に調査ができるわけではないのだ
なんといっても、入口は厳重に封印されている","However, the truth is that you can't just
casually investigate this place.
After all, the entrance is securely sealed.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,48
0,,"《<SPOT 912>》は元々神殿として
使われていた遺跡――","<SPOT 912> was originally an ancient ruin that
served as a Temple.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,49
0,,"恐らくその場で働いていたと思われる
巫女が《<SPOT 913>》に葬られている","It is believed that the shrine maiden who was
probably working there is buried at <SPOT 913>.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,50
0,,"彼女の墓である《<SPOT 913>》を
調査することで、封印を解く
手がかりが得られるはずだ","By investigating her grave at <SPOT 913>, you
should be able to find clues to break the seal.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,51
0,,"我々も調査隊を出そうとは思っているが
まずは貴君に先行して魔物を討ち倒しておいて
もらいたいのだ――頼めるだろうか","We are also planning to send out an investigation
team, but first, we would like you to take the
lead and defeat the enemies.
Can we count on you for this?",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,52
0,,"先日は世話になった――
貴君に《<SPOT 913>》へ先行してもらった
おかげで、後続の調査隊は安全に
調査に集中できたという","I am grateful for your assistance the other day.
Thanks to you, the subsequent investigation team
was able to safely concentrate on their
investigation after you went ahead to <SPOT 913>.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,53
0,,"さらに、その時の調査によって
《<SPOT 912>》の封印を解くための
手がかりをえることができたのだ","Furthermore, through the investigation at that
time, we were able to obtain clues to unlock the
seal of <SPOT 912>,",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,54
0,,"――だが、悪い知らせもある
封印を解こうとしている動きを
魔物たちに察知されたようだ","However, there is also bad news.
It seems that the movement to release the seal
has been detected by the enemy monsters.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,55
0,,"《<SPOT 949>》に魔族が現れ
我々の行く手を阻んでいる
それどころか、この村に侵攻しようとする
動きすらあるのだ","Fiends have appeared in 《<SPOT 949>》, blocking
our path.
Not only that, they are even trying to invade
this village.
There is movement, indeed.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,56
0,,"異国の――いや、白き竜の覚者よ
我々が封印を解かんとしている間
湧き出でる魔族を討伐してほしい――","O Arisen of the White Dragon,
While we are in the process of unsealing, We ask
that you subdue the surging Fiends.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,57
0,,"うまくいけば、あと少しで
この騒動にも決着がつくはずなのだ――","If all goes well, there should be a resolution to
this turmoil soon—just a little further to go.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,58
0,,"白き竜の覚者よ――
よい頃合いに来てくれた！","Oh, Arisen of the White Dragon!
You have come at a good time!",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,59
0,,"かねてより封印を解かんと励んでいた
《<SPOT 912>》の封印を
ついに解くことができたのだ！","We've been diligently working to unlock the seal
at ""<SPOT 912>"", and we have finally succeeded!",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,60
0,,"どうか、かの神殿に赴き
魔族が活性化した理由を
探ってきてもらえないだろうか","Please, visit the Temple and investigate the
reason behind the Fiends' resurgence.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,61
0,,"引き受けてもらえるのなら
あの辺りの事情について詳しい者を
貴君に紹介しよう
準備ができたら俺に話しかけてくれ","If you're willing to take on the task, I'll
introduce someone who knows the situation in that
area well.
When you're ready, talk to me.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,62
0,,"グリンデュアの様子を見にきてくれたのか
ありがたいことだ――","Did you come to see the state of Glyndwr?
I appreciate it.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,63
