"0","","蛮勇のスナイプベスト","Savage Courage Snipe vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15226"
"0","","ヴィレッジシャツ","Village Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15428"
"0","","ヴィレッジシャツ","Village Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15429"
"0","","ヴィレッジシャツ","Village Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15430"
"0","","リネンチュニック","Linen Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15431"
"0","","リネンチュニック","Linen Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15432"
"0","","リネンチュニック","Linen Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15433"
"0","","リネンチュニック","Linen Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15434"
"0","","リネンチュニック","Linen Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15435"
"0","","レザーブレスト","Leather Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15436"
"0","","レザーブレスト","Leather Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15437"
"0","","レザーブレスト","Leather Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15438"
"0","","レザーブレスト","Leather Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15439"
"0","","レザーブレスト","Leather Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15440"
"0","","ダブレット","Doublet","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15441"
"0","","ダブレット","Doublet","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15442"
"0","","ダブレット","Doublet","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15443"
"0","","ダブレット","Doublet","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15444"
"0","","ダブレット","Doublet","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15445"
"0","","カントリーシャツ","Country Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15446"
"0","","カントリーシャツ","Country Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15447"
"0","","カントリーシャツ","Country Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15448"
"0","","カントリーシャツ","Country Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15449"
"0","","カントリーシャツ","Country Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15450"
"0","","チェインメイル","Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15451"
"0","","チェインメイル","Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15452"
"0","","チェインメイル","Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15453"
"0","","チェインメイル","Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15454"
"0","","チェインメイル","Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15455"
"0","","淑女のコルセット","Lady's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15456"
"0","","淑女のコルセット","Lady's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15457"
"0","","淑女のコルセット","Lady's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15458"
"0","","淑女のコルセット","Lady's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15459"
"0","","淑女のコルセット","Lady's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15460"
"0","","ワンダラーズシャツ","Wanderer's Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15461"
"0","","ワンダラーズシャツ","Wanderer's Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15462"
"0","","ワンダラーズシャツ","Wanderer's Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15463"
"0","","ワンダラーズシャツ","Wanderer's Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15464"
"0","","ワンダラーズシャツ","Wanderer's Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15465"
"0","","ブレシングベスト","Blessing Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15466"
"0","","ブレシングベスト","Blessing Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15467"
"0","","ブレシングベスト","Blessing Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15468"
"0","","ブレシングベスト","Blessing Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15469"
"0","","ブレシングベスト","Blessing Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15470"
"0","","ラップドクロース","Wrapped Clothes","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15471"
"0","","ラップドクロース","Wrapped Clothes","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15472"
"0","","ラップドクロース","Wrapped Clothes","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15473"
"0","","ラップドクロース","Wrapped Clothes","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15474"
"0","","ラップドクロース","Wrapped Clothes","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15475"
"0","","ブリガンダイン","Brigandine","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15476"
"0","","ブリガンダイン","Brigandine","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15477"
"0","","ブリガンダイン","Brigandine","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15478"
"0","","ブリガンダイン","Brigandine","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15479"
"0","","ブリガンダイン","Brigandine","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15480"
"0","","アイアンスケイル","Iron Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15481"
"0","","アイアンスケイル","Iron Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15482"
"0","","アイアンスケイル","Iron Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15483"
"0","","アイアンスケイル","Iron Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15484"
"0","","アイアンスケイル","Iron Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15485"
"0","","ツインクロスベスト","Twin Cross Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15486"
"0","","ツインクロスベスト","Twin Cross Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15487"
"0","","ツインクロスベスト","Twin Cross Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15488"
"0","","ツインクロスベスト","Twin Cross Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15489"
"0","","ツインクロスベスト","Twin Cross Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15490"
"0","","名誉騎士のスーツ","Honorary Knight's Suit","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15491"
"0","","名誉騎士のスーツ","Honorary Knight's Suit","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15492"
"0","","名誉騎士のスーツ","Honorary Knight's Suit","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15493"
"0","","名誉騎士のスーツ","Honorary Knight's Suit","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15494"
"0","","名誉騎士のスーツ","Honorary Knight's Suit","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15495"
"0","","ノワールギャンベソン","Noir Gambeson","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15496"
"0","","ノワールギャンベソン","Noir Gambeson","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15497"
"0","","ノワールギャンベソン","Noir Gambeson","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15498"
"0","","ノワールギャンベソン","Noir Gambeson","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15499"
"0","","ノワールギャンベソン","Noir Gambeson","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15500"
"0","","ヴァルゴキャミソール","Virgo Camisole","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15501"
"0","","ヴァルゴキャミソール","Virgo Camisole","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15502"
"0","","ヴァルゴキャミソール","Virgo Camisole","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15503"
"0","","ヴァルゴキャミソール","Virgo Camisole","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15504"
"0","","ヴァルゴキャミソール","Virgo Camisole","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15505"
"0","","コートオブプレート","Coat of Plates","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15506"
"0","","コートオブプレート","Coat of Plates","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15507"
"0","","コートオブプレート","Coat of Plates","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15508"
"0","","コートオブプレート","Coat of Plates","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15509"
"0","","コートオブプレート","Coat of Plates","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15510"
"0","","白陽のスケイル","White Sun Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15511"
"0","","白陽のスケイル","White Sun Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15512"
"0","","白陽のスケイル","White Sun Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15513"
"0","","白陽のスケイル","White Sun Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15514"
"0","","白陽のスケイル","White Sun Scale","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15515"
"0","","ステディベスト","Steady Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15516"
"0","","ステディベスト","Steady Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15517"
"0","","ステディベスト","Steady Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15518"
"0","","ステディベスト","Steady Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15519"
"0","","ステディベスト","Steady Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15520"
"0","","ヒーローズスキン","Hero's Skin","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15521"
"0","","ヒーローズスキン","Hero's Skin","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15522"
"0","","ヒーローズスキン","Hero's Skin","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15523"
"0","","ヒーローズスキン","Hero's Skin","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15524"
"0","","ヒーローズスキン","Hero's Skin","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15525"
"0","","チャンピオンブレスト","Champion Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15526"
"0","","チャンピオンブレスト","Champion Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15527"
"0","","チャンピオンブレスト","Champion Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15528"
"0","","チャンピオンブレスト","Champion Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15529"
"0","","チャンピオンブレスト","Champion Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15530"
"0","","コートオブデュエリスト","Coat of Duelist","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15531"
"0","","コートオブデュエリスト","Coat of Duelist","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15532"
"0","","コートオブデュエリスト","Coat of Duelist","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15533"
"0","","コートオブデュエリスト","Coat of Duelist","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15534"
"0","","コートオブデュエリスト","Coat of Duelist","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15535"
"0","","暗夜のチェインメイル","Dark Night Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15536"
"0","","暗夜のチェインメイル","Dark Night Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15537"
"0","","暗夜のチェインメイル","Dark Night Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15538"
"0","","暗夜のチェインメイル","Dark Night Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15539"
"0","","暗夜のチェインメイル","Dark Night Chainmail","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15540"
"0","","王妃のコルセット","Queen's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15541"
"0","","王妃のコルセット","Queen's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15542"
"0","","王妃のコルセット","Queen's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15543"
"0","","王妃のコルセット","Queen's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15544"
"0","","王妃のコルセット","Queen's Corset","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15545"
"0","","ベネフィットウェア","Benefit Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15546"
"0","","人敵用wb240010_0_0","wb240010_0_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15547"
"0","","人敵用wb240008_0_０","wb240008_0_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15548"
"0","","人敵用wb240045_0_0","wb240045_0_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15549"
"0","","人敵用wb240001_0_0","wb240001_0_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15550"
"0","","人敵用wb240044_0_0","wb240044_0_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15551"
"0","","人敵用wb240024_0_0","wb240024_0_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15552"
"0","","人敵用wlテスト２","wl test 2 for human enemies","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15553"
"0","","人敵用wb240003_0_0","wb240003_0_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15554"
"0","","NPC用_wb240000","For NPC_wb240000","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15555"
"0","","ネメシスウェア","Nemesis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15556"
"0","","ネメシスウェア","Nemesis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15557"
"0","","ネメシスウェア","Nemesis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15558"
"0","","ネメシスウェア","Nemesis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15559"
"0","","ネメシスウェア","Nemesis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15560"
"0","","執行者の聖衣【紅蓮】","Enforcer's Sacred Clothing (Crimson)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15561"
"0","","執行者の聖衣【紅蓮】","Enforcer's Sacred Clothing (Crimson)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15562"
"0","","執行者の聖衣【紅蓮】","Enforcer's Sacred Clothing (Crimson)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15563"
"0","","執行者の聖衣【紅蓮】","Enforcer's Sacred Clothing (Crimson)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15564"
"0","","執行者の聖衣【紅蓮】","Enforcer's Sacred Clothing (Crimson)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15565"
"0","","執行者の聖衣【月花】","Enforcer's Sacred Clothing (Moonflower)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15566"
"0","","執行者の聖衣【闇夜】","Enforcer's Sacred Clothing (Dark Night)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15567"
"0","","NPC用_wb240010","For NPC_wb240010","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15568"
"0","","人敵用wb240008_1_0","wb240008_1_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15569"
"0","","人敵用wb240010_1_0","wb240010_1_0 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15570"
"0","","人敵用wb240011_1_1","wb240011_1_1 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15571"
"0","","人敵用wb240015_1_1","wb240015_1_1 for human enemies","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15572"
"0","","人敵用wb240020_1_1","wb240020_1_1 for human enemy","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15573"
"0","","無形のアンダーウェア","Invisible Underwear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15574"
"0","","コレクトブレイサー","Correct Bracers","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15575"
"0","","コレクトブレイサー","Correct Bracers","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15576"
"0","","コレクトブレイサー","Correct Bracers","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15577"
"0","","コレクトブレイサー","Correct Bracers","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15578"
"0","","コレクトブレイサー","Correct Bracers","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15579"
"0","","ダッパーウェア","Dapper Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15580"
"0","","ダッパーウェア","Dapper Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15581"
"0","","ダッパーウェア","Dapper Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15582"
"0","","ダッパーウェア","Dapper Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15583"
"0","","ダッパーウェア","Dapper Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15584"
"0","","シルバーブレスト","Silver Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15585"
"0","","シルバーブレスト","Silver Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15586"
"0","","シルバーブレスト","Silver Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15587"
"0","","シルバーブレスト","Silver Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15588"
"0","","シルバーブレスト","Silver Breastplate","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15589"
"0","","ハイソリッドキルト","High Solid Quilted Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15590"
"0","","ハイソリッドキルト","High Solid Quilted Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15591"
"0","","ハイソリッドキルト","High Solid Quilted Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15592"
"0","","ハイソリッドキルト","High Solid Quilted Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15593"
"0","","ハイソリッドキルト","High Solid Quilted Shirt","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15594"
"0","","ヘヴンリーシルク","Heavenly Silk","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15595"
"0","","ヘヴンリーシルク","Heavenly Silk","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15596"
"0","","ヘヴンリーシルク","Heavenly Silk","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15597"
"0","","ヘヴンリーシルク","Heavenly Silk","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15598"
"0","","ヘヴンリーシルク","Heavenly Silk","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15599"
"0","","ナブラアーマー","Nabla Armor","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15600"
"0","","ナブラアーマー","Nabla Armor","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15601"
"0","","ナブラアーマー","Nabla Armor","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15602"
"0","","ナブラアーマー","Nabla Armor","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15603"
"0","","ナブラアーマー","Nabla Armor","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15604"
"0","","インペリアルチェイン","Imperial Chain","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15605"
"0","","インペリアルチェイン","Imperial Chain","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15606"
"0","","インペリアルチェイン","Imperial Chain","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15607"
"0","","インペリアルチェイン","Imperial Chain","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15608"
"0","","インペリアルチェイン","Imperial Chain","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15609"
"0","","竜革のベスト","Dragon Hide Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15610"
"0","","竜革のベスト","Dragon Hide Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15611"
"0","","竜革のベスト","Dragon Hide Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15612"
"0","","竜革のベスト","Dragon Hide Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15613"
"0","","竜革のベスト","Dragon Hide Vest","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15614"
"0","","マーキスウェア","Marquis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15615"
"0","","マーキスウェア","Marquis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15616"
"0","","マーキスウェア","Marquis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15617"
"0","","マーキスウェア","Marquis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15618"
"0","","マーキスウェア","Marquis Wear","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15619"
"0","","翠緑の水着【上】","Vivid Green Swimsuit (Top)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15620"
"0","","藍青の水着【上】","Indigo Blue Swimsuit (Top)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15621"
"0","","紫紺の水着【上】","Bluish Purple Swimsuit (Top)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15622"
"0","","夜闇の水着【上】","Night Black Swimsuit (Top)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15623"
"0","","銀灰の水着【上】","Silver Gray Swimsuit (Top)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15624"
"0","","夕陽の水着【上】","Setting Sun Swimsuit (Top)","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15625"
"0","","探求のチュニック","Questing Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15626"
"0","","探求のチュニック","Questing Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15627"
"0","","探求のチュニック","Questing Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15628"
"0","","探求のチュニック","Questing Tunic","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","15629"
