"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"0","q40000124_00_124","森に潜む危機","In the Forest","ui\00_message\quest_info\q40000124_00.gmd","\quest\q40000124.arc","q40000124.arc","0"
"0","q40000234_00_234","有用なる恵み","A Convenient Blessing","ui\00_message\quest_info\q40000234_00.gmd","\quest\q40000234.arc","q40000234.arc","0"
"1","q40000234_00_234","ポーン郷では、覚者様への補給物資を常に準備しています
備品の材料とするため、手の空いている方は<LQIM>、<LQVA>個を調達お願いします
森へ出ればそれほど苦もなく見つけられることでしょう","At the pawn settlement, we always
prepare supplies for the Arisen.
To use as materials for our equipment,
if you have the time, please procure
<LQVA> <LQIM>. You should be able
to find them relatively easily in the forest.","ui\00_message\quest_info\q40000234_00.gmd","\quest\q40000234.arc","q40000234.arc","1"
"0","q40000235_00_235","物資不足","Low on Supplies","ui\00_message\quest_info\q40000235_00.gmd","\quest\q40000235.arc","q40000235.arc","0"
"1","q40000235_00_235","現在品薄状態
<LQIM>、<LQVA>個、手配必要","Stock is currently depleted.
<LQIM>, <LQVA> needed.
Please arrange for them.","ui\00_message\quest_info\q40000235_00.gmd","\quest\q40000235.arc","q40000235.arc","1"
"0","q40000236_00_236","癒しの助けを","Healing Assistance","ui\00_message\quest_info\q40000236_00.gmd","\quest\q40000236.arc","q40000236.arc","0"
"1","q40000236_00_236","――癒しの術は魔力のみにあらず
深く傷ついた者を真に癒すには、自然より賜った精命の結晶――つまり、薬によってのみなし得る時もあるのです
心ある方よ、そのために必要な<LQIM>を<LQVA>個届けてはいただけないでしょうか","――Healing magic is not solely reliant on
magical power. To truly heal those
deeply wounded, there are times when
it must be done with the essence of life
bestowed by nature――that is, through
potions. Kind-hearted individuals, could
you deliver <LQVA> 
<LQIM> needed for this?","ui\00_message\quest_info\q40000236_00.gmd","\quest\q40000236.arc","q40000236.arc","1"
"0","q40000237_00_237","ミスリウ名産品の入手依頼","Mysree Materials Request","ui\00_message\quest_info\q40000237_00.gmd","\quest\q40000237.arc","q40000237.arc","0"
"1","q40000237_00_237","行商をやってる者だが、ミスリウ森林ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","I’m a traveling merchant, and in the
Mysree Forest, you can find quality 
<LQIM>.
However, with many inquiries from other
locations, stock is running low.
If you deliver around <LQVA> of them,
I’ll pay you a fair amount.","ui\00_message\quest_info\q40000237_00.gmd","\quest\q40000237.arc","q40000237.arc","1"
"0","q40000238_00_238","白翼覚者隊・収集依頼　ミスリウ森林","White Wings: Collection (Mysree Forest)","ui\00_message\quest_info\q40000238_00.gmd","\quest\q40000238.arc","q40000238.arc","0"
"1","q40000238_00_238","ポーン郷滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","To the Arisen staying at the Pawn Cathedral,
a notice from the temple:
If possible, please deliver <LQVA>
<LQIM> 
from your location to the temple.
If you have other missions, please
prioritize those first.","ui\00_message\quest_info\q40000238_00.gmd","\quest\q40000238.arc","q40000238.arc","1"
"0","q40000239_00_239","白翼覚者隊・納品依頼　ミスリウ森林","White Wings: Delivery (Mysree Forest)","ui\00_message\quest_info\q40000239_00.gmd","\quest\q40000239.arc","q40000239.arc","0"
"1","q40000239_00_239","ポーン郷滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","To the Arisen staying at the Pawn Cathedral,
a notice from the temple:
Please deliver <LQIM> 
in the amount of <LQVA> to the temple, as our 
stock is running low. 
Your cooperation is appreciated.","ui\00_message\quest_info\q40000239_00.gmd","\quest\q40000239.arc","q40000239.arc","1"
"0","q40000240_00_240","＜エリアオーダー＞ポーン郷補給","Area Order: Pawn Cathedral Resupply","ui\00_message\quest_info\q40000240_00.gmd","\quest\q40000240.arc","q40000240.arc","0"
"1","q40000240_00_240","里長として、訪れる覚者への頼みがある
この聖堂を維持・運営するための物資、<LQIM>を<LQVA>個、どうか納めてもらいたいのだ
ポーン郷は常に覚者とともにあらねばならぬ場所――
どうか協力を","As the village chief, I have a request
for visiting Arisen. To maintain and
operate this chapel, we need <LQVA>
<LQIM>. Please deliver them.
The pawn settlement must always
stand alongside the Arisen—
I appreciate your cooperation.","ui\00_message\quest_info\q40000240_00.gmd","\quest\q40000240.arc","q40000240.arc","1"
"0","q40000241_00_241","すぐそこにいる敵","Imminent Threat","ui\00_message\quest_info\q40000241_00.gmd","\quest\q40000241.arc","q40000241.arc","0"
"1","q40000241_00_241","<LQEM>は危険です
この間も<LQVA>体が区画のすぐ傍まで来たのです
遠ざけねば、いずれ関知されてしまうでしょう
そうなれば、この地はそれこそ彼らのものに――","<LQEM> are dangerous.
Recently, <LQVA> of them came
right up to the edge of the area.
If we don’t drive them away,
they’ll eventually become aware
of this place, and it could become
theirs.","ui\00_message\quest_info\q40000241_00.gmd","\quest\q40000241.arc","q40000241.arc","1"
"0","q40000242_00_242","錬魔注意報告","Look Out for Alchemised","ui\00_message\quest_info\q40000242_00.gmd","\quest\q40000242.arc","q40000242.arc","0"
"1","q40000242_00_242","あちら方のメルガンや錬魔が騒がしいな
特に<LQEM>は注意したほうが良さそうだ
<LQVA>体は消しておかねば、資源探しの障害になるぞ","The Mergan and alchemists over there are
quite noisy. Especially <LQEM> 
seem to be a concern. If we don’t eliminate
<LQVA> of them, they’ll become an
obstacle to resource hunting.","ui\00_message\quest_info\q40000242_00.gmd","\quest\q40000242.arc","q40000242.arc","1"
"0","q40000243_00_243","哀れな傀儡","A Pitiful Puppet","ui\00_message\quest_info\q40000243_00.gmd","\quest\q40000243.arc","q40000243.arc","0"
"1","q40000243_00_243","兵として久しくただ動き回る<LQEM>を見ておりますと、我々の術が生んだものではありますがどうにも哀れです
どうか彼らの<LQVA>体に静かな時を与えてやってはくれないでしょうか","As a soldier, I have long observed
<LQEM> 
simply moving about. Although
they were created by our magic, they
are quite pitiful. Could you grant
<LQVA> of them a quiet end?","ui\00_message\quest_info\q40000243_00.gmd","\quest\q40000243.arc","q40000243.arc","1"
"0","q40000244_00_244","ノイズの原因","The Source of the Noise","ui\00_message\quest_info\q40000244_00.gmd","\quest\q40000244.arc","q40000244.arc","0"
"1","q40000244_00_244","精神を研ぎ澄まし、資源の検知を続けているがノイズに邪魔されることが多い
おそらく今回のは<LQEM>の発する、微弱な魔力干渉のせいだろう
<LQVA>体ほど倒してもらえぬだろうか","I’m focusing my mind and
searching for resources, yet
constant noise is a problem.
It’s likely caused by the faint
magical interference from
<LQEM>. Could you eliminate
around <LQVA> of them?","ui\00_message\quest_info\q40000244_00.gmd","\quest\q40000244.arc","q40000244.arc","1"
"0","q40000245_00_245","恐るべき傀儡","A Fearsome Puppet","ui\00_message\quest_info\q40000245_00.gmd","\quest\q40000245.arc","q40000245.arc","0"
"1","q40000245_00_245","兵と化した<LQEM>は、もはや我々にとって魔物であった頃より恐ろしい怪物です
そして、今の我々は彼らを制御できない――
可能という者がいるならば、彼ら<LQVA>体の時を再び止めてはいただけないでしょうか","The <LQEM> 
that have turned into soldiers
are now more fearsome than when they
were mere monsters. We are currently
unable to control them. If anyone can,
please stop <LQVA> of them once more.","ui\00_message\quest_info\q40000245_00.gmd","\quest\q40000245.arc","q40000245.arc","1"
"0","q40000246_00_246","錬魔警戒警報","Beware the Alchemised","ui\00_message\quest_info\q40000246_00.gmd","\quest\q40000246.arc","q40000246.arc","0"
"1","q40000246_00_246","<LQEM>への警戒を怠るな
そう遠くない所に出現した気配があった。<LQVA>体先に見つけ出して倒してしまえれば最善だが、できるのか――","Do not neglect vigilance against 
<LQEM>. 
There was a presence detected not far away. 
It would be best to locate and eliminate 
<LQVA> of them, if possible.","ui\00_message\quest_info\q40000246_00.gmd","\quest\q40000246.arc","q40000246.arc","1"
"0","q40000247_00_247","遺された脅威","A Menace Remains","ui\00_message\quest_info\q40000247_00.gmd","\quest\q40000247.arc","q40000247.arc","0"
"1","q40000247_00_247","メルゴダに残る<LQEM>――
万一あれがこの区画へ来たならば、最悪の事態も考えられるでしょう。あれらのうち<LQVA>体でも倒せたなら、僥倖――
礼は惜しみますまい","<LQEM> remaining in Mergoda— 
If they come to this area, the worst-case 
scenario must be considered. 
If you can eliminate even <LQVA> of them, 
it would be fortunate— A reward will be given.","ui\00_message\quest_info\q40000247_00.gmd","\quest\q40000247.arc","q40000247.arc","1"
"0","q40000248_00_248","排除すべき者","Exterminate Them","ui\00_message\quest_info\q40000248_00.gmd","\quest\q40000248.arc","q40000248.arc","0"
"1","q40000248_00_248","<LQEM>の動きが活発になっているようだ。どうにか<LQVA>体ほど動きを止められればよいが
方法を持っている者がいれば、試してみてくれ
礼はわたしから出そう","<LQEM> 
seem to be becoming more active. 
If you can manage to stop <LQVA> of them, 
it would be ideal. 
If anyone has the means, please try. 
I will provide a reward.","ui\00_message\quest_info\q40000248_00.gmd","\quest\q40000248.arc","q40000248.arc","1"
"0","q40000249_00_249","錬魔の兵","Alchemised Soldiers","ui\00_message\quest_info\q40000249_00.gmd","\quest\q40000249.arc","q40000249.arc","0"
"1","q40000249_00_249","<LQEM>だが、我々の拠点近くを監視にやってくる頻度が増したようだ
やや危険を冒してでも<LQVA>体退けたいところだが
方法を持っている者がいれば、試してみてくれ
礼はわたしから出そう","The <LQEM> seem to be increasing
their patrol frequency near our
base. It’s a bit risky, but we’d
like to drive away <LQVA> of them.
If anyone has a way, please give it a try.
I will provide the reward.","ui\00_message\quest_info\q40000249_00.gmd","\quest\q40000249.arc","q40000249.arc","1"
"0","q40000250_00_250","＜エリアオーダー＞メルゴダ魔物征伐","Area Order: Mergoda Demon Extermination","ui\00_message\quest_info\q40000250_00.gmd","\quest\q40000250.arc","q40000250.arc","0"
"1","q40000250_00_250","エリアマスターとしての依頼にございます
あの恐ろしき<LQEM>が<LQVA>体、活性化し付近を彷徨っているというのです
どうか対処の手段をお持ちの方は、居住区に危険が及ぶ前に退ける助力を――","This is a request from the area master.
Those terrifying <LQEM> have
increased to <LQVA> and are wandering
in the vicinity. If you have a means
to deal with them, please help
remove them before they endanger
the residential area.","ui\00_message\quest_info\q40000250_00.gmd","\quest\q40000250.arc","q40000250.arc","1"
"0","q40000251_00_251","水薬の原料","Potion Raw Materials","ui\00_message\quest_info\q40000251_00.gmd","\quest\q40000251.arc","q40000251.arc","0"
"1","q40000251_00_251","怪物の襲撃に備え傷を癒す薬を作ろうとしたところ、<LQIM>が<LQVA>つほど足りませんでした
どなたかお持ちであれば、分けて頂きたいのですが","I was trying to make a healing potion for 
monster attacks, but I am short by 
<LQVA> <LQIM>. 
If anyone has some, 
I would appreciate it if you could share.","ui\00_message\quest_info\q40000251_00.gmd","\quest\q40000251.arc","q40000251.arc","1"
"0","q40000252_00_252","限られたメルゴダ","Limited Mergoda","ui\00_message\quest_info\q40000252_00.gmd","\quest\q40000252.arc","q40000252.arc","0"
"1","q40000252_00_252","メルゴダに残された資源はそう多くありません
その中で、<LQIM>を<LQVA>個手に入れることは難しいかもしれませんが、どうか","Resources left in Mergoda are
not abundant. Obtaining 
<LQVA> <LQIM> 
may be difficult, but
please try.","ui\00_message\quest_info\q40000252_00.gmd","\quest\q40000252.arc","q40000252.arc","1"
"0","q40000253_00_253","最大限有効利用する","Taking Full Advantage","ui\00_message\quest_info\q40000253_00.gmd","\quest\q40000253.arc","q40000253.arc","0"
"1","q40000253_00_253","<LQIM>はどこかにないか
<LQVA>個あれば、凝縮錬成しより有効に利用できるだろう
持っていれば私に渡してくれ","If <LQIM> is available somewhere, 
having <LQVA> would allow for more efficient 
use through concentrated alchemy. 
If you have any, please give them to me.","ui\00_message\quest_info\q40000253_00.gmd","\quest\q40000253.arc","q40000253.arc","1"
"0","q40000254_00_254","エッセンス抽出を","Essence Extraction","ui\00_message\quest_info\q40000254_00.gmd","\quest\q40000254.arc","q40000254.arc","0"
"1","q40000254_00_254","<LQIM>を絞り、精剤化しようと思っているのです
そうすれば、保存もきき効果も高いですから。しかし、手持ちの数では精剤として抽出できるほど量がありません
追加を<LQVA>個手に入れてもらえませんか","I plan to concentrate and refine 
<LQIM>. 
This will make it more effective and easier to 
preserve. However, I do not have enough. 
Could you obtain an additional <LQVA>?","ui\00_message\quest_info\q40000254_00.gmd","\quest\q40000254.arc","q40000254.arc","1"
"0","q40000255_00_255","失われし秘物","Lost Secret","ui\00_message\quest_info\q40000255_00.gmd","\quest\q40000255.arc","q40000255.arc","0"
"1","q40000255_00_255","今や入手の機会の少なくなった<LQIM>だが、ようやく存在の検知に成功した
<LQVA>個はまだあるはずだ
入手に成功したら、ぜひ報告してくれ。喜んで礼をする","<LQIM>, 
which is now rarely obtainable, 
has finally been detected. 
There should still be <LQVA> left. 
Please report if you succeed in obtaining it. 
I will gladly reward you.","ui\00_message\quest_info\q40000255_00.gmd","\quest\q40000255.arc","q40000255.arc","1"
"0","q40000256_00_256","メルガンの糧","Mergan Provisions","ui\00_message\quest_info\q40000256_00.gmd","\quest\q40000256.arc","q40000256.arc","0"
"1","q40000256_00_256","糧の素となる物を合成しなければなりません
今ある材料と合わせるのであれば、<LQIM>がちょうど良いでしょう。<LQVA>個あれば、ここの者をしばらく生かす十分な量が作り出せると思います
お持ちであれば、どうか持ってきてください","We need to synthesize the basic materials for 
nourishment. 
<LQIM> would be just right for this. 
If you have <LQVA>, it should be enough to sustain 
the people here for a while. 
Please bring it if you have it.","ui\00_message\quest_info\q40000256_00.gmd","\quest\q40000256.arc","q40000256.arc","1"
"0","q40000257_00_257","調達しておけよ","Have Supplies Ready","ui\00_message\quest_info\q40000257_00.gmd","\quest\q40000257.arc","q40000257.arc","0"
"1","q40000257_00_257","おれはもう<LQIM>を<LQVA>個調達しておいたぜ
だが、どうやらまだ同じだけ目標確保分に未達のようだな
誰でもいい、増補しておいてくれ","I’ve gathered <LQVA> 
<LQIM> 
already, but it seems
we’re still short of the same amount.
If anyone can, please help by
supplying the remaining quantity.","ui\00_message\quest_info\q40000257_00.gmd","\quest\q40000257.arc","q40000257.arc","1"
"0","q40000258_00_258","資源の増補","Supplementing Resources","ui\00_message\quest_info\q40000258_00.gmd","\quest\q40000258.arc","q40000258.arc","0"
"1","q40000258_00_258","またも資源の底が見え始めているな
比較的手に入りやすい物――<LQIM>を、<LQVA>個程度確保しておこうではないか
あまり危険は冒さぬ範囲でね","We’re once more running low on
resources. Let’s aim to procure
about <LQVA> of the relatively
easy-to-obtain <LQIM>.
Please avoid taking excessive risks.","ui\00_message\quest_info\q40000258_00.gmd","\quest\q40000258.arc","q40000258.arc","1"
"0","q40000259_00_259","錬成の媒介","Mediating Training","ui\00_message\quest_info\q40000259_00.gmd","\quest\q40000259.arc","q40000259.arc","0"
"1","q40000259_00_259","錬成の媒介に必要な品――<LQIM>が足りなくなりそうだな
どうにか<LQVA>個は工面しておきたいところだが、身の安全を第一でな","We are running low on items needed for alchemical 
processes—<LQIM>. 
It would be good to manage <LQVA>, 
but prioritize safety first.","ui\00_message\quest_info\q40000259_00.gmd","\quest\q40000259.arc","q40000259.arc","1"
"0","q40000260_00_260","＜エリアオーダー＞メルゴダ補給","Area Order: Mergoda Resupply","ui\00_message\quest_info\q40000260_00.gmd","\quest\q40000260.arc","q40000260.arc","0"
"1","q40000260_00_260","居住区管理者、ベアトリクスからの連絡です
ただいま、当面必要な資源<LQIM>が枯渇の危機にあります
可能でしたら<LQVA>個、何とか入手いただきたいのです
資源収集に行かれる方は、どうかご留意ください","This is a message from Beatrix,
the residential area manager.
Currently, we face a crisis with
a shortage of the essential resource
<LQIM>. 
If possible, please try to
obtain <LQVA> of them.
Those going out for resource collection,
please keep this in mind.","ui\00_message\quest_info\q40000260_00.gmd","\quest\q40000260.arc","q40000260.arc","1"
"0","q40000261_00_261","減らした方がいいね","Best to Reduce Their Numbers","ui\00_message\quest_info\q40000261_00.gmd","\quest\q40000261.arc","q40000261.arc","0"
"1","q40000261_00_261","<LQEM>なんだけど、もう<LQVA>匹くらい減らした方がいいね
このまま増えるのはいい傾向じゃない","<LQEM> 
should be reduced by at least <LQVA>. 
Increasing numbers is not a good trend.","ui\00_message\quest_info\q40000261_00.gmd","\quest\q40000261.arc","q40000261.arc","1"
"0","q40000262_00_262","狩っておくよ","To the Hunt","ui\00_message\quest_info\q40000262_00.gmd","\quest\q40000262.arc","q40000262.arc","0"
"1","q40000262_00_262","<LQEM>、<LQVA>匹狩っておくよ
まぁ肉でも皮でもそれなりに使えるだろうし","Hunt <LQEM> 
and take down <LQVA>. 
The meat or hides should be useful.","ui\00_message\quest_info\q40000262_00.gmd","\quest\q40000262.arc","q40000262.arc","1"
"0","q40000263_00_263","注意して","Be Wary","ui\00_message\quest_info\q40000263_00.gmd","\quest\q40000263.arc","q40000263.arc","0"
"1","q40000263_00_263","<LQEM>に注意して
気が立ってるのかすぐ襲ってくるから
近くに出るとまずいから<LQVA>体は倒しておくわ","Be cautious of <LQEM>.
They tend to attack immediately
when agitated. It’s best to
eliminate <LQVA> of them
to avoid trouble.","ui\00_message\quest_info\q40000263_00.gmd","\quest\q40000263.arc","q40000263.arc","1"
"0","q40000264_00_264","先手を打とうか","Shall We Strike First?","ui\00_message\quest_info\q40000264_00.gmd","\quest\q40000264.arc","q40000264.arc","0"
"1","q40000264_00_264","まずいな。<LQEM>が<LQVA>匹居たよ
さすがにあれは何とかしないと、ほっといたらいつか私達二人ともやられるかもしれない
でも、私一人で倒せるかな――","This is bad. There are
<LQVA> <LQEM> around.
We need to handle them,
or they might end up
taking us both out.
I wonder if I can do it alone.","ui\00_message\quest_info\q40000264_00.gmd","\quest\q40000264.arc","q40000264.arc","1"
"0","q40000265_00_265","あれはどうにかしないと","To Be Taken Care Of","ui\00_message\quest_info\q40000265_00.gmd","\quest\q40000265.arc","q40000265.arc","0"
"1","q40000265_00_265","<LQEM>が、ぞろぞろと別の遺跡に入っていくのを見たわ
やつら、こっちの様子も伺ってるようだった
<LQVA>体程度倒して、またここに近寄ったらいけないってこと教えてやらないと","I saw <LQEM> 
swarming into another ruin. 
They seemed to be watching us. 
We need to eliminate <LQVA> to teach 
them not to come closer.","ui\00_message\quest_info\q40000265_00.gmd","\quest\q40000265.arc","q40000265.arc","1"
"0","q40000266_00_266","掃除の敵","A Clean Sweep","ui\00_message\quest_info\q40000266_00.gmd","\quest\q40000266.arc","q40000266.arc","0"
"1","q40000266_00_266","リングディール、この間<LQEM>が<LQVA>匹、また外の樹に登ってたぞ
いつもいつも花が散らされて掃除が大変だ
何とかしといてくれ","Ringdeel,
<LQVA> <LQEM> were climbing
the trees outside again.
The flowers keep falling,
and cleaning up is a pain.
Do something about it, will you?","ui\00_message\quest_info\q40000266_00.gmd","\quest\q40000266.arc","q40000266.arc","1"
"0","q40000267_00_267","外出時の用心","Caution When Outdoors","ui\00_message\quest_info\q40000267_00.gmd","\quest\q40000267.arc","q40000267.arc","0"
"1","q40000267_00_267","外に出る時は注意した方がいい。<LQEM>がかなり頻繁に現れるようになったからな
<LQVA>体倒したら教えてくれ
増えるとまずいし、その時点で数のチェックをしておくよ","Be careful when going outside. 
<LQEM> has started to appear 
quite frequently. 
Let me know if you defeat <LQVA> of them. 
It’s crucial to keep track of their numbers 
as they increase.","ui\00_message\quest_info\q40000267_00.gmd","\quest\q40000267.arc","q40000267.arc","1"
"0","q40000268_00_268","庵の危険","Perilous Retreat","ui\00_message\quest_info\q40000268_00.gmd","\quest\q40000268.arc","q40000268.arc","0"
"1","q40000268_00_268","リングディール、<LQEM>が<LQVA>体出たぞ
あいつが襲ってきたら、この庵じゃひとたまりもないだろう
ここに近寄られる前に手を打てないか？","Ringdeel,
<LQEM> have shown up, 
<LQVA> of them.
This hut won’t survive if they attack.
Can you take care of them
before they come near?","ui\00_message\quest_info\q40000268_00.gmd","\quest\q40000268.arc","q40000268.arc","1"
"0","q40000269_00_269","力試しをしてみないかな","A Trial","ui\00_message\quest_info\q40000269_00.gmd","\quest\q40000269.arc","q40000269.arc","0"
"1","q40000269_00_269","やあ、君。もし腕に覚えがあるなら、この辺りに現れる<LQEM>と対峙してみるといい
君の腕がはたしてどれほどのものなのか、その戦いで解ることもあるだろう","Hey, you.
If you're confident in your skills,
you should face the <LQEM> that
appear around here.
That battle might show you
just how good you truly are.","ui\00_message\quest_info\q40000269_00.gmd","\quest\q40000269.arc","q40000269.arc","1"
"0","q40000270_00_270","＜エリアオーダー＞ディナン魔物征伐","Area Order: Deenan Demon Extermination","ui\00_message\quest_info\q40000270_00.gmd","\quest\q40000270.arc","q40000270.arc","0"
"1","q40000270_00_270","少し困ったことがあるんだ。ディナンにいる<LQEM>、彼らの動きがこのところ騒がしい
この庵が襲われる前に対抗策をうつ方がよさそうだね
<LQVA>体も退治すれば十分じゃないかな","I’ve encountered a problem. 
The <LQEM> in Deenan have been 
very active lately. It’s best to take 
countermeasures before this shelter is attacked. 
Eliminating <LQVA> should be sufficient.","ui\00_message\quest_info\q40000270_00.gmd","\quest\q40000270.arc","q40000270.arc","1"
"0","q40000271_00_271","そろそろ追加がいるかも","Need More, Quick!","ui\00_message\quest_info\q40000271_00.gmd","\quest\q40000271.arc","q40000271.arc","0"
"1","q40000271_00_271","<LQIM>の手持ちが少ないわ、そろそろ足しておいたほうがいいかも
そうね、<LQVA>つあれば十分でしょう","I'm running low on <LQIM>, 
it might be time to stock up. 
<LQVA> should be enough for now.","ui\00_message\quest_info\q40000271_00.gmd","\quest\q40000271.arc","q40000271.arc","1"
"0","q40000272_00_272","あったらでいいわ","A Humble Request","ui\00_message\quest_info\q40000272_00.gmd","\quest\q40000272.arc","q40000272.arc","0"
"1","q40000272_00_272","森で<LQIM>があったら、手に入れておいてくれない？
<LQVA>つ見つけたら備品箱に入れておいて
急がないわ。魔道弓の手入れに使いたいのよ","If you find any <LQIM> in the forest,
could you grab it for me?
Once you have <LQVA>, 
just leave them in the supply box.
No rush. I want to use them
for maintaining my magic bow.","ui\00_message\quest_info\q40000272_00.gmd","\quest\q40000272.arc","q40000272.arc","1"
"0","q40000273_00_273","確保しといてくれない？","Won't You Get This for Me?","ui\00_message\quest_info\q40000273_00.gmd","\quest\q40000273.arc","q40000273.arc","0"
"1","q40000273_00_273","そうそう<LQIM>を確保しなくちゃ
数は<LQVA>つ。今はそれ以上あっても仕方ないし
あなたがいかないなら私が行っておくわ
どうせあなたも使うでしょ？　行ってくれたら助かるけど","Yes, I need to secure <LQIM>. 
The quantity is <LQVA>. 
Anything more would be excessive. 
If you can’t go, I’ll go myself. 
It would be helpful if you could get it, though.","ui\00_message\quest_info\q40000273_00.gmd","\quest\q40000273.arc","q40000273.arc","1"
"0","q40000274_00_274","見つけたら必ず入手よ","You Have It, I'll Take It","ui\00_message\quest_info\q40000274_00.gmd","\quest\q40000274.arc","q40000274.arc","0"
"1","q40000274_00_274","<LQIM>なんだけど、見つけたら絶対手に入れておいてほしいの
あなたは森に詳しいからある場所知ってるでしょ
数は<LQVA>つね。忘れないで","About <LQIM>, if you find it, 
please make sure to get it. 
You know where to find it in the forest, right? 
We need <LQVA>. Don’t forget.","ui\00_message\quest_info\q40000274_00.gmd","\quest\q40000274.arc","q40000274.arc","1"
"0","q40000275_00_275","自給自足の心得","To Be Self-Sufficient","ui\00_message\quest_info\q40000275_00.gmd","\quest\q40000275.arc","q40000275.arc","0"
"1","q40000275_00_275","当面問題ないとは思うけど、念には念をだよ
<LQIM>をあと<LQVA>つだけ追加しておこう
多すぎてもいたずらに古くなる
外に出るついでに、頼むよ","I don’t think there are any immediate issues, 
but it’s best to be cautious. 
Let’s add <LQVA> more of 
<LQIM>. Too much will just age uselessly. 
Please do this while you’re out.","ui\00_message\quest_info\q40000275_00.gmd","\quest\q40000275.arc","q40000275.arc","1"
"0","q40000276_00_276","エルフの薬再現","Reproducing Elven Medicine","ui\00_message\quest_info\q40000276_00.gmd","\quest\q40000276.arc","q40000276.arc","0"
"1","q40000276_00_276","エルフ族が使っていた薬の再現を試みている
その調合に<LQIM>が必要らしい。外にでる時に<LQVA>個採ってきてくれ
うまくいけば怪我をした時重宝するはずだ","I'm attempting to recreate a potion used 
by the Elves. For this concoction, 
<LQIM> is needed. 
Please collect <LQVA> when you go out. 
It will be valuable for treating injuries 
if successful.","ui\00_message\quest_info\q40000276_00.gmd","\quest\q40000276.arc","q40000276.arc","1"
"0","q40000277_00_277","エルフの武具再現","Reproducing Elven Weapons","ui\00_message\quest_info\q40000277_00.gmd","\quest\q40000277.arc","q40000277.arc","0"
"1","q40000277_00_277","エルフ族が使っていた武具の再現を試みている
その素材に<LQIM>が必要らしい
外にでる時に<LQVA>個採ってきてくれ
お前にとっても興味ある分野だろ？","I'm trying to replicate the Elven armor. 
For the materials, <LQIM> is required. 
Please bring back <LQVA> when you go out. 
It’s an area of interest for you as well isn’t it?","ui\00_message\quest_info\q40000277_00.gmd","\quest\q40000277.arc","q40000277.arc","1"
"0","q40000278_00_278","エルフの道具再現","Reproducing Elven Tools","ui\00_message\quest_info\q40000278_00.gmd","\quest\q40000278.arc","q40000278.arc","0"
"1","q40000278_00_278","エルフ族が使っていた道具の再現を試みている
その材料に<LQIM>が必要らしい
外にでる時に<LQVA>個採ってきてくれ
成功すれば、ぼく達の生活も多少便利になるかもしれないし","I'm working on replicating Elven tools. 
For this, <LQIM> is needed. 
Please gather <LQVA> when you go out. 
If successful, 
it might make our lives a bit more convenient.","ui\00_message\quest_info\q40000278_00.gmd","\quest\q40000278.arc","q40000278.arc","1"
"0","q40000279_00_279","神秘の宝庫","A Mysterious Treasure","ui\00_message\quest_info\q40000279_00.gmd","\quest\q40000279.arc","q40000279.arc","0"
"1","q40000279_00_279","エルフ達の森、ディナン深層林――
ここにしかない貴重な素材は、その効果すら知られていないものが多いわ
文献にある<LQIM>という品があれば<LQVA>個あたくしに送ってくださらない？","In the deep forest of Deenan Woods, 
valuable materials that have unknown effects 
are found. If you have <LQIM>, 
could you send <LQVA> to me?","ui\00_message\quest_info\q40000279_00.gmd","\quest\q40000279.arc","q40000279.arc","1"
"0","q40000280_00_280","＜エリアオーダー＞ディナン収集","Area Order: Deenan Resupply","ui\00_message\quest_info\q40000280_00.gmd","\quest\q40000280.arc","q40000280.arc","0"
"1","q40000280_00_280","“重要度の高いアイテム入手について”
この森で採れる<LQIM>を、できるだけ多く――<LQVA>個確保しておいてくれないかな
うまくいけば、エルフの使っていた日用品の再現に成功するかもしれないんだ。他のより優先でぜひ、頼むよ！","‘Acquisition of High Importance Items’ 
Please secure as many <LQIM> 
from this forest as possible—<LQVA> units. 
If successful, we might recreate the everyday 
items used by the Elves. 
Please prioritize this request!","ui\00_message\quest_info\q40000280_00.gmd","\quest\q40000280.arc","q40000280.arc","1"
"0","q40000281_00_282","うるさき者","Scoundrels","ui\00_message\quest_info\q40000281_00.gmd","\quest\q40000281.arc","q40000281.arc","0"
"1","q40000281_00_282","<LQEM>は憂いである
<LQVA>、排すれば幾ばくか穏やかに
もし何者か報せを見し者あれば、そう覚え応ずるを望む","<LQEM> is a concern. 
Eliminating <LQVA> might bring some calm. 
If anyone sees this notice, please respond accordingly.","ui\00_message\quest_info\q40000281_00.gmd","\quest\q40000281.arc","q40000281.arc","1"
"0","q40000282_00_283","忌避すべき者","A Wide Berth","ui\00_message\quest_info\q40000282_00.gmd","\quest\q40000282.arc","q40000282.arc","0"
