0,,"それでは宝珠の力を解放しよう
――心を静かに、目を閉じるがよい","Now let us release the power of the Orb
--Quiet your mind and close your eyes.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,212,Joseph
0,,"覚者のことは覚者に任せるしかない
よく見ていてやるんだぞ","We have to let the Arisen take care of the
Arisen. You're going to have to watch them very
closely.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,28,Joseph
0,,"覚者の本分は白竜の回復を助けることだ
――ゆめゆめ忘れるなよ","The Arisen's true duty is to aid in the recovery
of The White Dragon. - Never, ever forget that.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,33,Joseph
0,,"覚者よ、頼んだぞ
おまえたちの働きが大勢を決める","Arisen, I'm counting on you. Your work will
determine the outcome for many.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,6,Joseph
0,,"覚者を育てるのは、結局のところ経験だ
いや、これは覚者に限らないがな","The cultivation of an Arisen ultimately comes
down to experience. No, this applies not only to
Arisens.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,17,Joseph
0,,"解放軍が勢い付いたことで
アッカーシェランの混乱はますます
拡大するだろう","With the recent momentum gained by the People's
Liberation Army, the chaos in Acre Selund is
expected to further escalate.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,111,Joseph
0,,"解決の方法も、何かあるのかもしれない
うまく聞きだして、手助けしてやりなさい","I will do everything I can. At the very least, I
will support you with my prayers.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,86,Joseph
0,,"言うまでもないことだろうが――
城の奪回はそう簡単なことではないだろう","I guess it goes without saying--
Taking back the castle won't be so easy.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,121,Joseph
0,,誇り高き孤独な魂――,"Proud, lonely souls--",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,41,Joseph
0,,"賛成しかねるが――
無為なことと断じるつもりもない","I cannot agree, but I have no intention of
calling it meaningless.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,31,Joseph
0,,"近々、ある調査団を派遣することになってな
その人選で、いささか多忙だ","I'm sending a survey team soon and I'm somewhat
busy with the selection process.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,18,Joseph
0,,"頼むぞ
レオとおまえの間にどんな絆が――
あるいは確執があるのかは知らんが
今はセシリーを助けることを最優先してくれ","If we defeat the leader of the Corruption demons,
the power of the Corruption should dissipate.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,79,Joseph
0,,"首尾はどうだ？
朗報を待っているぞ",How'd it go? I'm waiting for good news.,ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,72,Joseph
0,,"騎士団と覚者が力を合わせて戦えば
勝てぬ相手などおらん――","When the knight order and the Arisen join forces
and fight together, There is no opponent we cannot
defeat.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,64,Joseph
0,,"いいのか――
俺たち覚者はこのままでいいのだろうか――","Is this okay――
Are we, the Arisen, fine as we are――",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,23,Leo
0,,"おまえは感じたことはないか？
自分の真ん中を貫く、熱いモノ――
それが揺らぎ、壊れてしまう不安を","Have you ever felt it?
The intense thing that pierces through your core -
The uncertainty that wavers and breaks.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,8,Leo
0,,この仕打ちは――なんだ――,What is this strike- what is it?,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,40,Leo
0,,"ご苦労だったな
とりあえず今は何もない","You went through a lot of trouble.
For now, there is nothing.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,20,Leo
0,,"その男がアークを送り込み――
ズールを使ってオークを取りまとめ――
イリスの正気とキースヒルトの命を奪った――","The man sent the Ark--
using Zuhl to gather the Orcs--
and took away Iris's sanity and Kieshildt's life--",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,35,Leo
0,,どうした、深刻な顔だな,What's wrong? You look serious.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,0,Leo
0,,どうした。俺には遠慮は無用だ,What's wrong? No need to hesitate with me.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,10,Leo
0,,どこにいる――今すぐにでも倒してやる！,Where are they - I'll take them down right now!,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,37,Leo
0,,やるべきことをやろう――お互いにな,Let's do what we have to do--for each other.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,5,Leo
0,,"よし、今後、あの子のことは
おまえに任せるとしよう","All right,
I'll leave her in your hands from now on.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,19,Leo
0,,アークの話は知っているか？,Do you know the story of the Ark?,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,16,Leo
0,,"イリスのことは俺にまかせてくれ
長い付き合いだ","I'll take care of Iris.
We've known each other a long time.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,28,Leo
0,,"イリスの件で動いてくれたそうだな
俺からも礼をいう
世話になった","I've heard that you took action regarding the
matter concerning Iris.
I also want to say thank you.
I appreciate your assistance.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,22,Leo
0,,キースヒルトの死はけして無駄ではない,The death of Kieshildt is by no means in vain.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,32,Leo
0,,"ジョゼフが最善を尽くそうとしていることは
わかっているが――さすがに焦れるな","I understand that Joseph is doing his best, but-
understandably- he gets impatient.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,38,Leo
0,,ディアマンテス――,Diamantes--,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,34,Leo
0,,メイリーフがなついているようだな,Looks like you've got a soft spot for Mayleaf.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,18,Leo
0,,"メイリーフも普通の娘ではないから
そう簡単に敵の手に落ちたりはしないだろう","Mayleaf is not an ordinary girl, so she wouldn't
easily fall into the hands of enemies.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,26,Leo
0,,休むか遊ぶか――好きにしてくれ,Rest or play――do as you please.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,21,Leo
0,,体は常に鍛えておけよ,You've got to keep your body in shape.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,2,Leo
0,,"何者だ、ディアマンテス――
いや、聞いたことはある
レスタニアを繁栄の世界から戦場に変えた
張本人――","Who are you, Diamantes--
No, I've heard of you before.
You're the one who turned Lestania from a
prosperous world into a battlefield,
The mastermind--",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,36,Leo
0,,"多少無理をしてでもメイリーフを
連れ戻して欲しかったが――
まあ、今はそのキースヒルトを信じるしか
ないようだな","No matter how unreasonable it may be, I wanted
you to bring Mayleaf back...
Well, it seems like now I have no choice but to
believe in Kieshildt.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,25,Leo
0,,"彼女の信頼を裏切るような者がいれば
話は別だが――","If there is someone who betrays her trust, it's a
different story...",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,27,Leo
0,,"忘れるな
俺たちは覚者――使命に生き、使命に死す者だ","Do not forget
We are the Arisen - those who live and die for
the mission.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,9,Leo
0,,"悪いな
茶飲み話なら、後にしてくれ","Sorry
If it's just casual conversation, please save it
for later.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,3,Leo
0,,"探究心を忘れず、常に新しいものに触れろ
覚者の人生は長い
退屈すると――つらいぞ","Explore without forgetting your heart and always
touch something new.
The life of an Arisen is long.
It is painful to be bored.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,15,Leo
0,,"敵の会話に登場したエルフとは
間違いなくキースヒルトのことだ
狙われているとあれば放ってはおけない","Whoever the elf mentioned in the enemy's
conversation is, it's definitely Kieshildt. If
they're being targeted, I can't just leave them
alone.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,30,Leo
0,,"時間を作って、なるべく歩きまわれ
神殿をくまなく見て回るのもいいし
遠出してみるのもいいだろう","Make time to walk around as much as possible.
You can look all over the temple or
go far away!",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,14,Leo
0,,"気を抜くなよ
絶対に安全な場所なんてのは無いからな","Don't let your guard down.
There is no such thing as an absolutely safe
place.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,6,Leo
0,,"派遣した調査団が調べているのだろうが
早く正体を知りたいものだな","I wonder what the dispatched investigation team
is examining.
I really want to know their true identity soon.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,17,Leo
0,,"白竜に命が捧げられる限り――
誰の命も無駄にはならない","As long as a life is dedicated to the White
Dragon--
No one's life will be wasted.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,33,Leo
0,,"白竜の力――
少しでも多く継承できれば――","The power of the White Dragon - If even a little
can be inherited -",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,24,Leo
0,,"腐れモゴックめ――
ただですむと思うなよ","Mogok, you rotten scoundrel――
Don't think you'll get off easy.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,31,Leo
0,,"腕試しに一戦やるか？
おっと、そんな顔するな――冗談さ","You want to try your hand at a fight?
Oops, don't give me that look--I'm kidding.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,7,Leo
0,,"衣食の面倒までは見切れないから
自分でなんとかしてくれ","I can't take care of your food and clothing, so
you're on your own.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,13,Leo
0,,"覚者であることには慣れたか？
道は――見えたか？","Have you become accustomed to being an Arisen?
Did the path become visible?",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,1,Leo
0,,"覚者として生きることに
見返りを求めたことはなかったが","As an Arisen, I have never sought anything in
return for living this way.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,39,Leo
0,,"覚者として生きるということは
白竜と世界の行く末を見届ける――ということだ","To live as an Arisen means to witness the fate of
The White Dragon and the world.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,4,Leo
0,,覚者ひまなし――いつものことだ,There is no free time for an arisen――as always.,ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,11,Leo
0,,"言っておくが、俺が面倒を見てやれるのは
おまえが行くべき場所――
戦うべき相手の指示だけだ","Let me make it clear, the only thing I can do for
you is
to give you directions on where you should go -
only instructions on who you should engage in
battle with.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,12,Leo
0,,"話せば――わかるさ
ああ――きっとわかる","Talk to him--you'll understand.
Yeah--you'll understand.",ui\00_message\npc\base\n0005.gmd,\npc\n0005.arc,n0005.arc,29,Leo
0,,――あんた目付き、レオに似てきたね,"You have a similar expression to Leo, huh.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,7,Iris
0,,"ああ、忙しい――
誰かさんの人使いが荒いのか
わたしの要領が悪いのか――","Oh, I'm so busy--
Either someone's not being very helpful...
Or maybe I'm just not very good at what I do.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,14,Iris
0,,"あんたが頑張ってくれるとわたしがちょっと
楽になるからね！","If you work hard, I'll be a little
relieved!",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,17,Iris
0,,"あんたなかなかやるよね
これでわたし、楽できるかも？","You're quite good, aren't you?
Maybe this will make things easier for me.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,11,Iris
0,,"いい奴だから、覚えておきなよ
ファビオね、ファビオ","He's a good guy, so remember him.
Fabio, right, Fabio.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,13,Iris
0,,"さあ、どうするの？
覚者なら、迷いなんてないでしょ？","Well, what are you going to do?
If you are Arisen, you shouldn't have any doubts,
right?",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,6,Iris
0,,"さっそくご活躍だね！
うん、いいよぉ","You're doing great already!
Yeah, sure!",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,16,Iris
0,,そういえば、ファビオって覚者とは会った？,"By the way, have you met Fabio, the Arisen?",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,12,Iris
0,,なに？　なになに？,"What?　What, what, what?",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,10,Iris
0,,"わからないんだよね
何が正しくて、何が間違ってるのか――","I don't know, you know.
What is right and what is wrong -",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,4,Iris
0,,わくわくするね,"I'm excited, aren't you?",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,18,Iris
0,,"わたしには力がある
だから、それを使うのは当然――うん、当然","I have the power
So, it's only natural to use it - yes, naturally!",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,3,Iris
0,,"何？
わたしの顔に、何かついてる？","What?
Do I have something on my face?",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,0,Iris
0,,"手伝ってあげられなくてごめんよ
わたしはわたしで忙しくてさ","I'm sorry I can't help you.
I'm busy with my own things.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,15,Iris
0,,"敵を倒して、魔物を狩って――
もっと強くなれば別の生き方が見えるのかな","Defeat the enemies and hunt the monsters――
If I become stronger, will I be able to see a
different way of living?",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,5,Iris
0,,"楽しい時間って、限られてるから
価値あるんだよね","Fun times are limited, so it's worth it.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,2,Iris
0,,"結局さ、どうなるかわかんないよね
世界なんてさ","In the end, you never know what will happen, you
know?
The world and all that.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,9,Iris
0,,"自信持っていいんじゃない？
あんたなら、できそうな気がする","You should have confidence.
I think you can do it.",ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,8,Iris
0,,難しい顔しちゃって――悩みでもあるの？,You look so concerned - what's troubling you?,ui\00_message\npc\base\n0006.gmd,\npc\n0006.arc,n0006.arc,1,Iris
0,,"くれぐれも己の力に溺れるなよ
どんな戦士も、過信という泥沼には
簡単に足を取られる","Please do not indulge in your own power. Any
warrior can easily get trapped in the quagmire of
overconfidence.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,5,Gerd
0,,ふん――ひまそうだな,"Hmm, it looks like you have some free time, huh?",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,1,Gerd
0,,ほう？　我々騎士団に何用だ,What?　What do you want with us Knights?,ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,10,Gerd
0,,"グリッテン砦のヴァネッサ殿が
来ているようだが――
騎士団は蚊帳の外か？","It seems that Lady Vanessa of Fort Gritten is
coming--
Is the knights order out of the loop?",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,12,Gerd
0,,"人智を超えた敵であろうと、我らは戦わねばならない
それが騎士というものだ","We must fight even against enemies beyond human
understanding.
That's what knighthood is all about!",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,8,Gerd
0,,"時間があるのなら
外の魔物でも倒してきたらどうだ","If you have time, why don't you go and defeat
some monsters outside?",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,2,Gerd
0,,"死を覚悟し、同時に生を諦めないこと
それが戦場で生きのびる秘訣だ","Be prepared to die and not give up on life at the
same time.
That's the secret to survival on the battlefield.
To face death and at the same time not give up on
life,
That is the secret to surviving on the
battlefield.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,7,Gerd
0,,"礼節を忘れるな
この《謁見の間》では特にな","Do not forget the etiquette
In this 《Audience Chamber》, especially",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,11,Gerd
0,,"規律なくして人は動かぬ
例外は――ない","Without discipline, people will not work.
There are no exceptions.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,3,Gerd
0,,"覚者といえども軍規には従ってもらう
仲間の命を守るためだ","Even though they are Arisen, they must obey
military regulations. It is to protect the lives
of their comrades.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,9,Gerd
0,,"覚者とは、常に責務を負う者
白竜に、地に、人に――
すべてに仕える者だということを忘れるな","The Arisen is someone who always bears
responsibility.
To the White Dragon, to the land, to the people—
never forget that they serve everyone.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,4,Gerd
0,,"覚者は勝手な連中が多いが――
貴殿は悪習に染まるなよ","Arisen often tend to be a bunch of troublemakers,
but...
Don't let yourself be tainted by bad habits.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,6,Gerd
0,,"重要な話か？
違うなら後にしてくれ","Is it an important conversation?
If not, please postpone it.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,0,Gerd
0,,"騎士団の犠牲は竜の力となることで
報われる――ああ、そうとも","The sacrifice of the knights will be rewarded
with the power of the dragon - oh, indeed.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,13,Gerd
0,,"グリッテンの守備隊を増強している
覚者は基本的に遊軍として参加可能だ","We are augmenting the garrison of Gritten.
Arisen can join guerrilla force.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,14,Gerd
0,,砦周辺の敵がいつでも貴殿を待っているぞ,"The enemies around the fortress are always
waiting for you.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,15,Gerd
0,,"白竜様の言葉――
ひと言も聴き逃すわけにはいかんな","The world you see and the world I see might be
different.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,16,Gerd
0,,"貴殿はイリスと親しかったようだが――
覚悟しておいた方が良さそうだ","It seems that you were close with Iris, but it's
better to be prepared.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,17,Gerd
0,,"白竜の敵とあれば厳しい結論が
下るだろうからな","Because if you're an enemy of The White Dragon,
you're going to come to some harsh conclusions.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,18,Gerd
0,,"イリスは騎士団の中でも人気のある覚者だ
もし討伐ということになれば――","Iris is a popular Arisen among the Order of
Knights. If it comes to a subjugation...",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,19,Gerd
0,,いや、考えたくもない,"No, I don't even want to think about it.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,20,Gerd
0,,"――面目ない
巫女殿を連れ去られるとは――",Unthinkable — to have the Priestess taken away...,ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,21,Gerd
0,,"くそっ――レオめ――
手加減するとは無礼な――","Damn it ―― Leo ――
It is rude to hold back ――",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,22,Gerd
0,,"騎士たる者はやはり戦場に立たねばな
メルゴダで会おうではないか","A knight must indeed stand on the battlefield.
Let us meet in Mergoda.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,23,Gerd
0,,さあ、ともに戦おうではないか！,"Well, let's fight together, shall we?",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,24,Gerd
0,,"ディアマンテスを退けたからといって
すべての問題が解決するわけではないだろう
しかし今は――","However, just because we have defeated Diamantes,
it does not mean that all problems will be
resolved.
However, for now...",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,25,Gerd
0,,ああ、感慨無量とはこのことだな,"Ah, this is what ""overwhelmed with emotion"" means.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,26,Gerd
0,,"立場上不謹慎な発言かもしれんが
世のこういう状況はけして嫌いではないのだ
貴殿なら、わかるだろう？","It may be inappropriate for me to say this from
my standpoint, but I don't dislike this kind of
situation in the world. You know what I mean,
don't you?",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,27,Gerd
0,,"戦場で貴殿の顔を見ると
ああ、負けはないな、と思うのだ","When I see your face on the battlefield,
Ah, I think there is no defeat.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,28,Gerd
0,,"長いこと、覚者などイケ好かない連中だと
思っていたが、この変わりよう――
自分のことながら、笑うわ","For a long time, I thought that people like
Arisen were not good, but this change... even I
have to laugh.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,29,Gerd
0,,"セシリーやレオのことが気にかかるだろうが
それならなおのこと侵食魔退治に
邁進しようではないか","You might be concerned about Cecily and Leo,
But if that's the case, we should strive even
more to exterminate the corruption and infected.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,30,Gerd
0,,結局はそれが近道になるだろうよ,"In the end, that will probably be the shortcut.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,31,Gerd
0,,"レスタニア中のブラッドオーブを
根こそぎここに集めるぞ！","I will gather all the Blood Orbs in Lestania,
from every corner!",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,32,Gerd
0,,"他に火急の任がないのであれば
貴殿も力を貸してくれ","If you have no other pressing duties,
you can help.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,33,Gerd
0,,"騎士団の士気は高いが、それでどうにか
なるわけでもなし――
何か他の道はないのか！","The morale of the knight order is high, but that
alone doesn't lead to anything—Isn't there any
other way?",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,34,Gerd
0,,ミシアルの姿が見えたらしいな,I hear you got a glimpse of Mysial.,ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,35,Gerd
0,,"死してなおレスタニアを思う気持ちが
うれしいではないか","I'm glad you're still thinking of Lestania even
in death.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,36,Gerd
0,,"貴殿はまるで竜を救うために
生まれてきたようだな
いやいや、深い意味はない","It seems as though you were born to save dragons.
No, no, there is no deeper meaning.",ui\00_message\npc\base\n0007.gmd,\npc\n0007.arc,n0007.arc,37,Gerd
0,,"有用な情報は――
いまのところ、無い",There is no useful information at the moment.,ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,0,Heinz
0,,"誰もかれもが仲良くやれるなんて
そんな都合のいい話はない","No one can get along with everyone. It's not that
convenient.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,1,Heinz
0,,"真の平和、正しき統治――
その足掛かりはどこにある――","True peace, just governance-- Where is that
foothold--?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,2,Heinz
0,,忙しいんだ、後にしてくれ,"I'm busy, do it later.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,3,Heinz
0,,"いつでも力は貸す
だが、慣れ合うつもりはないぞ、覚者","I will lend you my strength, but I have no
intention of getting too familiar, Arisen.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,4,Heinz
0,,"我が騎士団の力、侮るな
覚者だけが、白竜の盾ではない","Do not underestimate the power of our Order.
Arisen are not the only shields of the White
Dragon.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,5,Heinz
0,,竜に選ばれし者の活躍――見せてもらうぞ,Let's see what the dragon's chosen one can do.,ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,6,Heinz
0,,"明け暮れる戦いの日々――
その先に平穏はあるのだろうか","Days of endless battles -- Is there tranquility
beyond them?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,7,Heinz
0,,"何が起ころうと動じない心
それだけは、覚者にもひけをとらん","An unwavering heart no matter what happens, that
is something even the Arisen cannot match.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,8,Heinz
0,,"身を挺し、人々と竜を守る――
その覚悟こそが白衛騎士団の矜持だ","Risking your life, protecting people and dragons.
That determination is the pride of the White
Knights.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,9,Heinz
0,,"ゲルト騎士団長が留守がちだから
忙しくてかなわんよ","Gerd, the leader of the Knight Order, is often
absent. I am too busy to keep up.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,10,Heinz
0,,本当なら、そばで学びたいことがたくさんあるのだが,"There are many things that I need to discuss with
the prince. I can't afford to rest just yet.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,11,Heinz
0,,はっ！　って、なんだ、あんたか,"Huh! What, it's you?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,12,Heinz
0,,"おお――顔は覚えたぞ
俺は騎士団の副長ハインツだ
今後も色々あるだろうが――よろしくな","Oh—I remember your face. I am Vice Captain Heinz
of the Knight Order. There will be various things
happening in the future, but—please take care of
me.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,13,Heinz
0,,"調査団と出かけた護衛隊の中には
俺の部下もいるんだ
もしあんたも行くなら、よろしく頼む","Among the escort squad that went with the survey
team, There are also my subordinates. If you're
going too, I'll count on you.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,14,Heinz
0,,"アークから戻らなかった部下がいるのだ
やりきれんな――","There are subordinates who did not return from
the Ark. I can't stand it—",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,15,Heinz
0,,"あんたはなかなか見所があると
騎士団長から聞いている
あらためて、よろしくな","You have quite a presence, as I've heard from the
Knight Commander. Once again, I look forward to
working with you.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,16,Heinz
0,,"どうした？
顔に余裕があるな
ひと仕事終えたという感じだ","What's up? You've got a look on your face like
you've done your job.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,17,Heinz
0,,"どうも騒がしいが――
大きな命令が下りそうな気配だな","Apparently there's a lot of noise-- Looks like
we're about to get a big order.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,18,Heinz
0,,"いや、グリッテンの戦いは盛り上がったな
ついつい思い出してしまうよ","No, the battle of Gritten was exciting. I can't
help but reminisce about it.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,19,Heinz
0,,"犠牲は大きかったが――
けして無駄にはならない
俺はそう信じている","Sacrifices were made, but they were not in vain.
I believe that.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,20,Heinz
0,,"騎士団は欠員が補充されて
ほっとひと息だ","The Knights have filled the vacancy. It's a
relief.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,21,Heinz
