#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
8,GREAT_PURPOSE_9,エリアミッション《力に呑まれし王者》を攻略せよ！,"Clear Area Mission ""The Ruler Overwhelmed by
Power""!",ui\00_message\achievement\greate_purpose_6.gmd,\ui\uGUIGreatPurpose.arc,uGUIGreatPurpose.arc,8
15,CLAN_SHOP_LINEUP_ID_33,"エラン水林に
ポーン遠征隊を派遣できるようになります","You can now send pawn expeditions to the Elan
Water Grove!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,15
15,CLAN_SHOP_LINEUP_ID_33,"エラン水林に
ポーン遠征隊を派遣できるようになります","You can now send pawn expeditions to the Elan
Water Grove!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,15
16,CLAN_SHOP_LINEUP_ID_34,"ファーラナ平原に
ポーン遠征隊を派遣できるようになります","You can now send pawn expeditions to the Farana
Plains!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,16
16,CLAN_SHOP_LINEUP_ID_34,"ファーラナ平原に
ポーン遠征隊を派遣できるようになります","You can now send pawn expeditions to the Farana
Plains!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,16
17,CLAN_SHOP_LINEUP_ID_35,"モロー樹林に
ポーン遠征隊を派遣できるようになります","You can now send pawn expeditions to the Morrow
Forest!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,17
17,CLAN_SHOP_LINEUP_ID_35,"モロー樹林に
ポーン遠征隊を派遣できるようになります","You can now send pawn expeditions to the Morrow
Forest!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,17
18,CLAN_SHOP_LINEUP_ID_36,"キンガル峡谷に
ポーン遠征隊を派遣できるようになります","You will be able to send pawn expeditions to
Kingal Canyon!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,18
18,CLAN_SHOP_LINEUP_ID_36,"キンガル峡谷に
ポーン遠征隊を派遣できるようになります","You will be able to send pawn expeditions to
Kingal Canyon!",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,18
19,CLAN_SHOP_LINEUP_ID_37,"ホットスポットの数を10箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 10.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,19
19,CLAN_SHOP_LINEUP_ID_37,"ホットスポットの数を10箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 10.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,19
20,CLAN_SHOP_LINEUP_ID_38,"ホットスポットの数を10箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 10.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,20
20,CLAN_SHOP_LINEUP_ID_38,"ホットスポットの数を10箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 10.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,20
21,CLAN_SHOP_LINEUP_ID_39,"探索したスポットの報酬や
エリアポイントを持ち帰りやすくなります
他の遠征隊支援の効果と重複します","You will be able to bring back the rewards and
area points of the explored spots more easily.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,21
21,CLAN_SHOP_LINEUP_ID_39,"探索したスポットの報酬や
エリアポイントを持ち帰りやすくなります
他の遠征隊支援の効果と重複します","You will be able to bring back the rewards and
area points of the explored spots more easily.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,21
22,CLAN_SHOP_LINEUP_ID_40,"探索に向かったポーンが
スポットの魔物を討伐しやすくなります
他の遠征隊支援の効果と重複します","The Pawn that headed out for exploration will
find it easier to defeat enemies at the spot. This
effect overlaps with the support from other
expedition teams.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,22
22,CLAN_SHOP_LINEUP_ID_40,"探索に向かったポーンが
スポットの魔物を討伐しやすくなります
他の遠征隊支援の効果と重複します","The Pawn that headed out for exploration will
find it easier to defeat enemies at the spot. This
effect overlaps with the support from other
expedition teams.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,22
23,CLAN_SHOP_LINEUP_ID_41,"ホットスポットの数を15箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 15.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,23
23,CLAN_SHOP_LINEUP_ID_41,"ホットスポットの数を15箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 15.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,23
24,CLAN_SHOP_LINEUP_ID_42,"ホットスポットの数を15箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 15.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,24
24,CLAN_SHOP_LINEUP_ID_42,"ホットスポットの数を15箇所増やします
他の遠征隊支援の効果と重複します","I will increase the number of hotspots by 15.
This effect overlaps with the Expedition Support.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,24
25,CLAN_SHOP_LINEUP_ID_43,"ポーン遠征隊の戦力がアップする
※特殊なポーン遠征隊支援が使えるようになります","The strength of the Pawn Expedition Corps has
been enhanced.
※ You will be able to use special support from
the Expedition Support",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,25
25,CLAN_SHOP_LINEUP_ID_43,"ポーン遠征隊の戦力がアップする
※特殊なポーン遠征隊支援が使えるようになります","The strength of the Pawn Expedition Corps has
been enhanced.
※ You will be able to use special support from
the Expedition Support",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,25
26,CLAN_SHOP_LINEUP_ID_44,"探索に向かったポーンが
1種類の魔物を複数体討伐しやすくなります
他の遠征隊支援の効果と重複します","The Pawn that headed out for exploration will
find it easier to defeat a certain type of
enemies. This effect overlaps with the support
from other expedition teams.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,26
26,CLAN_SHOP_LINEUP_ID_44,"探索に向かったポーンが
1種類の魔物を複数体討伐しやすくなります
他の遠征隊支援の効果と重複します","The Pawn that headed out for exploration will
find it easier to defeat a certain type of
enemies. This effect overlaps with the support
from other expedition teams.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,26
27,CLAN_SHOP_LINEUP_ID_45,"探索に向かったポーンが
複数種類の魔物を倒しやすくなります
他の遠征隊支援の効果と重複します","Pawn who embarks on exploration will find it
easier to defeat various types of enemies. This
effect overlaps with the support from other
expedition teams.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,27
27,CLAN_SHOP_LINEUP_ID_45,"探索に向かったポーンが
複数種類の魔物を倒しやすくなります
他の遠征隊支援の効果と重複します","Pawn who embarks on exploration will find it
easier to defeat various types of enemies. This
effect overlaps with the support from other
expedition teams.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,27
28,CLAN_SHOP_LINEUP_ID_46,"ホットスポットを発見できない日々が続くと
ホットスポットが見つかりやすくなります","As the days without being able to discover
hotspots continue, it becomes easier to find
hotspots.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,28
28,CLAN_SHOP_LINEUP_ID_46,"ホットスポットを発見できない日々が続くと
ホットスポットが見つかりやすくなります","As the days without being able to discover
hotspots continue, it becomes easier to find
hotspots.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,28
29,CLAN_SHOP_LINEUP_ID_47,"ラスニテ山麓に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch Pawn Expeditions to
Rathnite Foothills.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,29
29,CLAN_SHOP_LINEUP_ID_47,"ラスニテ山麓に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch Pawn Expeditions to
Rathnite Foothills.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,29
30,CLAN_SHOP_LINEUP_ID_48,"フェルヤナ荒原に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch Pawn Expeditions to
Feryana Wilderness.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,30
30,CLAN_SHOP_LINEUP_ID_48,"フェルヤナ荒原に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch Pawn Expeditions to
Feryana Wilderness.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,30
31,CLAN_SHOP_LINEUP_ID_49,"アッカーシェラン大陸への
ポーン遠征隊が解放されます","The Pawn Expedition Corps to Acre Selund
Continent will be released.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,31
31,CLAN_SHOP_LINEUP_ID_49,"アッカーシェラン大陸への
ポーン遠征隊が解放されます","The Pawn Expedition Corps to Acre Selund
Continent will be released.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,31
32,CLAN_SHOP_LINEUP_ID_50,"遠征先開拓：メガドシス高地に
ポーン遠征隊を派遣できるようになります","You will be able to send Pawn Expedition Support
teams to the Megadosys Plateau.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,32
32,CLAN_SHOP_LINEUP_ID_50,"遠征先開拓：メガドシス高地に
ポーン遠征隊を派遣できるようになります","You will be able to send Pawn Expedition Support
teams to the Megadosys Plateau.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,32
33,CLAN_SHOP_LINEUP_ID_51,"遠征先開拓：ウルテカ山岳に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch Pawn Expeditions to
the Urteca Mountains.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,33
33,CLAN_SHOP_LINEUP_ID_51,"遠征先開拓：ウルテカ山岳に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch Pawn Expeditions to
the Urteca Mountains.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,33
34,CLAN_SHOP_LINEUP_ID_52,"クラン拠点の内装を
変更できるようになります","You will be able to change the interior of the
Clan Hall.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,34
34,CLAN_SHOP_LINEUP_ID_52,"クラン拠点の内装を
変更できるようになります","You will be able to change the interior of the
Clan Hall.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,34
35,CLAN_SHOP_LINEUP_ID_53,"広場に
クリスマスツリーが設置できます",A Christmas tree can be set up in the square.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,35
35,CLAN_SHOP_LINEUP_ID_53,"広場に
クリスマスツリーが設置できます",A Christmas tree can be set up in the square.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,35
36,CLAN_SHOP_LINEUP_ID_54,"大広間に
クリスマスカーペットが設置できます","In the Great Hall, you can set up a Christmas
carpet.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,36
36,CLAN_SHOP_LINEUP_ID_54,"大広間に
クリスマスカーペットが設置できます","In the Great Hall, you can set up a Christmas
carpet.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,36
37,CLAN_SHOP_LINEUP_ID_55,"大広間に
クリスマスデコレーションが設置できます","Christmas decorations can be set up in the Great
Hall.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,37
37,CLAN_SHOP_LINEUP_ID_55,"大広間に
クリスマスデコレーションが設置できます","Christmas decorations can be set up in the Great
Hall.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,37
38,CLAN_SHOP_LINEUP_ID_56,"ボード前ラウンジに
リトル・フロストが設置できます","In the Board Front Lounge,
you can install Little Frost.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,38
38,CLAN_SHOP_LINEUP_ID_56,"ボード前ラウンジに
リトル・フロストが設置できます","In the Board Front Lounge,
you can install Little Frost.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,38
39,CLAN_SHOP_LINEUP_ID_57,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,39
39,CLAN_SHOP_LINEUP_ID_57,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,39
40,CLAN_SHOP_LINEUP_ID_58,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,40
40,CLAN_SHOP_LINEUP_ID_58,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,40
41,CLAN_SHOP_LINEUP_ID_59,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,41
41,CLAN_SHOP_LINEUP_ID_59,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,41
42,CLAN_SHOP_LINEUP_ID_60,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,42
42,CLAN_SHOP_LINEUP_ID_60,３周年をお祝いするクラン拠点家具,"Clan Hall furniture to celebrate the 3rd
anniversary.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,42
43,CLAN_SHOP_LINEUP_ID_61,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,43
43,CLAN_SHOP_LINEUP_ID_61,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,43
44,CLAN_SHOP_LINEUP_ID_62,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,44
44,CLAN_SHOP_LINEUP_ID_62,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,44
45,CLAN_SHOP_LINEUP_ID_63,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,45
45,CLAN_SHOP_LINEUP_ID_63,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,45
46,CLAN_SHOP_LINEUP_ID_64,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,46
46,CLAN_SHOP_LINEUP_ID_64,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,46
47,CLAN_SHOP_LINEUP_ID_65,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,47
47,CLAN_SHOP_LINEUP_ID_65,"ハロウィンを盛り上げる
クラン拠点家具",Clan Hall Furniture to enhance Halloween.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,47
48,CLAN_SHOP_LINEUP_ID_66,クリスマス料理が設置できます,You can place Christmas cuisine.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,48
48,CLAN_SHOP_LINEUP_ID_66,クリスマス料理が設置できます,You can place Christmas cuisine.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,48
49,CLAN_SHOP_LINEUP_ID_67,"広場に
クリスマスツリーが設置できます",A Christmas tree can be set up in the square.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,49
49,CLAN_SHOP_LINEUP_ID_67,"広場に
クリスマスツリーが設置できます",A Christmas tree can be set up in the square.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,49
0,AREA_NAME_1,ハイデル平原,Hidell Plains,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,AREA_NAME_2,ブリア海岸,Breya Coast,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,AREA_NAME_3,ミスリウ森林,Mysree Forest,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,AREA_NAME_4,ボルド鉱山,Volden Mines,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,AREA_NAME_5,ダウ渓谷,Dowe Valley,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,AREA_NAME_6,ミスリウ森林深部,Mysree Grove,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,AREA_NAME_7,ディナン深層林,Deenan Woods,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,AREA_NAME_8,バートランド平原,Betland Plains,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,AREA_NAME_9,バートランド平原北部,Northern Betland Plains,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
10,AREA_NAME_10,ザンドラ禁域,Zandora Wastelands,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
9,AREA_NAME_11,ザンドラ東部,Eastern Zandora,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
11,AREA_NAME_12,亡都メルゴダ,Mergoda Ruins,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,AREA_NAME_13,魔赤島,Bloodbane Isle,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,AREA_NAME_14,エラン水林,Elan Water Grove,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,AREA_NAME_15,ファーラナ平原,Farana Plains,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,AREA_NAME_16,モロー樹林,Morrow Forest,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,AREA_NAME_17,キンガル峡谷,Kingal Canyon,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,AREA_NAME_18,ラスニテ山麓,Rathnite Foothills,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,AREA_NAME_19,フェルヤナ荒原,Feryana Wilderness,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,AREA_NAME_20,メガドシス高地,Megadosys Plateau,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,AREA_NAME_21,ウルテカ山岳,Urteca Mountains,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,AREA_NAME_22,メガドシスの記憶,Memory of Megadosys,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,AREA_NAME_23,ウルテカの記憶,Memory of Urteca,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,AREA_NAME_24,黒呪の迷宮,Bitterblack Maze,ui\00_message\common\area_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
0,FURNITURE_GROUP_NAME_14,広場,Plaza,ui\00_message\common\clan_furniture_group_name.gmd,\clankyoten.arc,clankyoten.arc,0
1,FURNITURE_GROUP_NAME_15,白竜像,White Dragon Statue,ui\00_message\common\clan_furniture_group_name.gmd,\clankyoten.arc,clankyoten.arc,1
2,FURNITURE_GROUP_NAME_16,大広間,Great Hall,ui\00_message\common\clan_furniture_group_name.gmd,\clankyoten.arc,clankyoten.arc,2
3,FURNITURE_GROUP_NAME_20,ボード前ラウンジ,Board before Lounge,ui\00_message\common\clan_furniture_group_name.gmd,\clankyoten.arc,clankyoten.arc,3
0,FURNITURE_LAYOUT_NAME_50,広場オブジェ,Plaza Object,ui\00_message\common\clan_furniture_layout_name.gmd,\clankyoten.arc,clankyoten.arc,0
1,FURNITURE_LAYOUT_NAME_52,白竜像,White Dragon Statue,ui\00_message\common\clan_furniture_layout_name.gmd,\clankyoten.arc,clankyoten.arc,1
2,FURNITURE_LAYOUT_NAME_57,食卓,Dining Table,ui\00_message\common\clan_furniture_layout_name.gmd,\clankyoten.arc,clankyoten.arc,2
3,FURNITURE_LAYOUT_NAME_58,大絨毯,Large Carpet,ui\00_message\common\clan_furniture_layout_name.gmd,\clankyoten.arc,clankyoten.arc,3
4,FURNITURE_LAYOUT_NAME_59,ボード前ラウンジ,Board before Lounge,ui\00_message\common\clan_furniture_layout_name.gmd,\clankyoten.arc,clankyoten.arc,4
5,FURNITURE_LAYOUT_NAME_60,装飾,Decoration,ui\00_message\common\clan_furniture_layout_name.gmd,\clankyoten.arc,clankyoten.arc,5
6,FURNITURE_LAYOUT_NAME_62,食事,Meal,ui\00_message\common\clan_furniture_layout_name.gmd,\clankyoten.arc,clankyoten.arc,6
0,CONDITION_NAME_10,毒,Poison,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CONDITION_NAME_11,遅延,Slow,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CONDITION_NAME_12,睡眠,Sleep,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CONDITION_NAME_13,気絶,Stun,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CONDITION_NAME_14,水濡れ,Drenched,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CONDITION_NAME_15,油濡れ,Tarred,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CONDITION_NAME_16,スキル封印,Skills Stifled,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CONDITION_NAME_17,呪い,Cursed,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CONDITION_NAME_18,軟化,Softened,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CONDITION_NAME_19,石化,Petrification,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CONDITION_NAME_20,黄金化,Golden,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CONDITION_NAME_21,延焼,Caught Fire,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CONDITION_NAME_22,凍結,Frozen Solid,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CONDITION_NAME_23,感電,Shocked,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CONDITION_NAME_24,聖吸,Holy Drain,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CONDITION_NAME_25,闇霧,Blinded,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CONDITION_NAME_26,炎防低下,Fire Resist Down,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CONDITION_NAME_27,氷防低下,Ice Resist Down,ui\00_message\common\condition_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
