5,q21000072_00_1229,新たに現れた魔物を即時討伐して危機を回避,Eliminate the newly emerged monster right away to prevent the crisis.,ui\00_message\quest_info\q21000072_00.gmd,\quest\q21000072.arc,q21000072.arc,5,
3,q21000087_00_406,"うーい！　だから俺が倒したって言ってんだろう
でっけー怪物がいたからよーう
俺のこの鉄拳でぶっ倒してやったのさ！
うえ？　頭の包帯は何かって？　勲章だよ、勲章
鉄拳を食らわした後の記憶はまったくないんだがな","Hey! That's why I say I defeated it! 
There was this massive monster, 
and I knocked it out with my iron fists! 
Huh? The bandage on my head? It's my trophy! 
I don't remember a thing after delivering that punch, though.",ui\00_message\quest_info\q21000087_00.gmd,\quest\q21000087.arc,q21000087.arc,3,
4,q21000087_00_1170,遭遇した凶悪な魔物を討伐する,Defeat the encountered fiendish demons,ui\00_message\quest_info\q21000087_00.gmd,\quest\q21000087.arc,q21000087.arc,4,
0,q21000088_00_407,懐かしき日,The Good Old Days,ui\00_message\quest_info\q21000088_00.gmd,\quest\q21000088.arc,q21000088.arc,0,Theodor
1,q21000088_00_407,"【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【Mortality Check Quest】
Listen to the requester's wish.
Defeat the ferocious enemy
without reviving even once.",ui\00_message\quest_info\q21000088_00.gmd,\quest\q21000088.arc,q21000088.arc,1,Theodor
2,q21000088_00_407,"<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","Someone in the <NAME AREA> 
appears to be testing their skills
in a battle against an enemy.",ui\00_message\quest_info\q21000088_00.gmd,\quest\q21000088.arc,q21000088.arc,2,Theodor
3,q21000088_00_407,"地上が懐かしいかと言われれば、そうでもありません
ここの民は皆、それぞれ覚悟を持ってここにいます
ですが――我が物顔で魔物が跋扈しているを見ると
平穏だった頃が、もうずっと遠い日のように感じます","If you ask me whether I miss the surface, not at all. 
The people here each have their own determination. 
But seeing the monsters running wild, 
the peaceful times feel like a memory from long ago.",ui\00_message\quest_info\q21000088_00.gmd,\quest\q21000088.arc,q21000088.arc,3,Theodor
4,q21000088_00_1174,指定された場所へ行き、狂暴な魔物を見つける,"Go to the designated location
and find the rabid demon",ui\00_message\quest_info\q21000088_00.gmd,\quest\q21000088.arc,q21000088.arc,4,The White Dragon
5,q21000088_00_1175,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21000088_00.gmd,\quest\q21000088.arc,q21000088.arc,5,The White Dragon
6,q21000088_00_1176,依頼者へ経緯を報告する,Report back to the requester,ui\00_message\quest_info\q21000088_00.gmd,\quest\q21000088.arc,q21000088.arc,6,The White Dragon
0,q21000089_00_408,亡者の誘い声,Call from the Undead ,ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,0,Ariadne
1,q21000089_00_408,"【納品討伐クエスト】
依頼者に高価なアイテムを渡し
珍しい敵の居場所を聞き出す","【Delivery Hunt Quest】
Hand over a valuable item to the client
and locate the whereabouts of a rare enemy.",ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,1,Ariadne
2,q21000089_00_408,"<NAME AREA>にいる何者かが
エリア内で取得できる珍しいアイテムを求めている","Someone in the <NAME AREA> is searching
for rare items that can be found within the area.",ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,2,Ariadne
3,q21000089_00_408,"不気味なんだ――
外を歩いているとね、どこからともなく
かすれたうめき声が聞こえてくるんだ
それが本当に薄気味悪くてねぇ――
生きているのに、死んでいるかのような
気持ちになったよ――","It's creepy― 
when I'm outside, I hear a raspy groan 
coming from who knows where. 
It's genuinely unsettling― 
alive yet feeling like I'm dead. 
That's how it felt to me―",ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,3,Ariadne
4,q21000089_00_1166,＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）,Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>),ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,4,Ariadne
5,q21000089_00_1167,指定された場所へ魔物を探しに行く,Go to the designated location to search for enemy,ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,5,Ariadne
6,q21000089_00_1168,発見した魔物を討伐する,Defeat the found demons,ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,6,Ariadne
7,q21000089_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21000089_00.gmd,\quest\q21000089.arc,q21000089.arc,7,Ariadne
0,q21000090_00_409,悔恨の地,A Place of Regrets,ui\00_message\quest_info\q21000090_00.gmd,\quest\q21000090.arc,q21000090.arc,0,
1,q21000090_00_409,"【討伐クエスト】
エリアに出現した怪しい魔物を探し
問題の原因となる敵を討伐する","【Subjugation Quest】
Search for suspicious monsters in the area
and defeat the enemy causing the problem.",ui\00_message\quest_info\q21000090_00.gmd,\quest\q21000090.arc,q21000090.arc,1,
2,q21000090_00_409,"<NAME AREA>には今、怪しい気配のする
魔物たちが出現しているらしい","In <NAME AREA> right now, 
there seems to be a suspicious presence
of enemy creatures.",ui\00_message\quest_info\q21000090_00.gmd,\quest\q21000090.arc,q21000090.arc,2,
3,q21000090_00_409,"あそこには決して近づくでないぞ――
魔物蔓延る忌まわしい場所じゃ
かつて興味本位で探索を試み
何人もの若人が命を落とした
悲しき場所なのじゃ――","Don't ever approach that place― 
it's a wretched area full of monsters. 
In the past, driven by curiosity, 
many young people lost their lives trying to explore. 
It's a place filled with sorrow―",ui\00_message\quest_info\q21000090_00.gmd,\quest\q21000090.arc,q21000090.arc,3,
4,q21000090_00_1171,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21000090_00.gmd,\quest\q21000090.arc,q21000090.arc,4,
6,q21000090_00_1173,残る魔物を討伐する,Defeat the remaining demons,ui\00_message\quest_info\q21000090_00.gmd,\quest\q21000090.arc,q21000090.arc,6,
5,q21000090_00_1229,新たに現れた魔物を即時討伐して危機を回避,"Eliminate the newly emerged monster right away
to prevent the crisis.",ui\00_message\quest_info\q21000090_00.gmd,\quest\q21000090.arc,q21000090.arc,5,
0,q21000091_00_410,【昌石の扉】立入厳禁！,【Door of Gemstones】Absolutely No Entry!,ui\00_message\quest_info\q21000091_00.gmd,\quest\q21000091.arc,q21000091.arc,0,
1,q21000091_00_410,"【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【Dangerous Area Quest】
Make a key to the door leading to the Dangerous 
Area in the dungeon and defeat Brutal monsters.",ui\00_message\quest_info\q21000091_00.gmd,\quest\q21000091.arc,q21000091.arc,1,
2,q21000091_00_410,"<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","Within the <NAME AREA> dungeon, 
there is a place that only those who possess
a special key can enter.",ui\00_message\quest_info\q21000091_00.gmd,\quest\q21000091.arc,q21000091.arc,2,
3,q21000091_00_410,"数日前に調査という名目であそこに行ったんだが――
人を寄せ付けない邪悪な力に包み込まれいてた
その時点で調査団は引き返してきたが――
恐らく、とんでもない魔物が潜んでいることだろう
住民は決して近づかないこと","Several days ago, I visited that place under the pretext of an investigation― 
but it was surrounded by a malevolent force that repelled people. 
At that moment, the research team decided to turn back― 
there's probably a dreadful monster hiding there. 
The locals should never go near it.",ui\00_message\quest_info\q21000091_00.gmd,\quest\q21000091.arc,q21000091.arc,3,
4,q21000091_00_1170,遭遇した凶悪な魔物を討伐する,Defeat the encountered fiendish demons,ui\00_message\quest_info\q21000091_00.gmd,\quest\q21000091.arc,q21000091.arc,4,
0,q21000092_00_365,強欲の結末,An End to Greed,ui\00_message\quest_info\q21000092_00.gmd,\quest\q21000092.arc,q21000092.arc,0,
1,q21000092_00_365,"【討伐クエスト】
エリアに出現した怪しい魔物を探し
問題の原因となる敵を討伐する","【Subjugation Quest】
Search for suspicious monsters in the area
and defeat the enemy causing the problem.",ui\00_message\quest_info\q21000092_00.gmd,\quest\q21000092.arc,q21000092.arc,1,
2,q21000092_00_365,"<NAME AREA>には今、怪しい気配のする
魔物たちが出現しているらしい","In <NAME AREA> right now, 
there seems to be a suspicious presence
of enemy creatures.",ui\00_message\quest_info\q21000092_00.gmd,\quest\q21000092.arc,q21000092.arc,2,
3,q21000092_00_365,"ああ、この前一人くたばってるのを見たよ
まあ、どうせ金目当ての小物だろうさ――
浅はかな気持ちであそこに行った奴がどうなるか
好例だったと思うね――かわいそうに","Oh, I saw someone perish not long ago. 
Probably just a small-time crook looking for money― 
a prime example of what happens to those 
who go there with such shallow thoughts. 
How unfortunate.",ui\00_message\quest_info\q21000092_00.gmd,\quest\q21000092.arc,q21000092.arc,3,
4,q21000092_00_1171,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21000092_00.gmd,\quest\q21000092.arc,q21000092.arc,4,
6,q21000092_00_1173,残る魔物を討伐する,Defeat the remaining demons,ui\00_message\quest_info\q21000092_00.gmd,\quest\q21000092.arc,q21000092.arc,6,
5,q21000092_00_1229,新たに現れた魔物を即時討伐して危機を回避,"Eliminate the newly emerged monster right away
to prevent the crisis.",ui\00_message\quest_info\q21000092_00.gmd,\quest\q21000092.arc,q21000092.arc,5,
0,q21000093_00_366,孤独の主,Solitary Master,ui\00_message\quest_info\q21000093_00.gmd,\quest\q21000093.arc,q21000093.arc,0,Dian
1,q21000093_00_366,"【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","【Delivery Quest】
Listen to the requester's wishes
and gather the specified supplies.",ui\00_message\quest_info\q21000093_00.gmd,\quest\q21000093.arc,q21000093.arc,1,Dian
2,q21000093_00_366,"物資を必要としている人物が
<NAME AREA>から協力を求めている","A person in need of supplies is seeking assistance
in <NAME AREA>.",ui\00_message\quest_info\q21000093_00.gmd,\quest\q21000093.arc,q21000093.arc,2,Dian
3,q21000093_00_366,"一人であの祠、ひいては禁域の守り人
をしてるって、どんな気持ちなんでしょう
あ――そもそも彼には感情はないか
だからこそできるのでしょうかね
人間は孤独には勝てないですから――","What's it like to be the sole guardian 
of that shrine and the wasteland? 
Ah―maybe he has no feelings whatsoever. 
Is that why he can endure it? 
Humans cannot overcome loneliness, you know.",ui\00_message\quest_info\q21000093_00.gmd,\quest\q21000093.arc,q21000093.arc,3,Alkane
4,q21000093_00_1179,＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）,Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>),ui\00_message\quest_info\q21000093_00.gmd,\quest\q21000093.arc,q21000093.arc,4,Alkane
0,q21000094_00_367,【高難度】ただならぬ気配,【High Difficulty】Unusual Presence,ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,0,Dian
1,q21000094_00_367,"【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【Consecutive Subjugation Quest】
Grant the wish of the Area Master
and investigate the issues
occurring near the dungeon.",ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,1,Dian
2,q21000094_00_367,"<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","The Area Master of <NAME AREA>
is wary to the unrest near the dungeon.",ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,2,Dian
3,q21000094_00_367,"興味本位であんな恐ろしい場所に行くもんじゃないぜ
あんな不気味な魔物が―魔物、が――
どんな魔物がいたんだっけ――
ごめんな、忘れちまった
でもただならぬ気配があったのは確かなんだ
信じてくれ――","It's not wise to explore such a dreadful place out of mere curiosity. 
Those strange monsters―what kind were they again? 
I apologize, I can't remember. 
However, I know there was an unusual presence. 
Please believe me.",ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,3,Dian
4,q21000094_00_1161,指定された場所を調べる,Investigate the specified location,ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,4,Dian
5,q21000094_00_1162,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,5,
6,q21000094_00_1163,指定されたダンジョン内を捜索する,Search within the specified dungeon,ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,6,
7,q21000094_00_1164,ダンジョン内の各所の魔物を討伐する（残り３）,"Defeat the monsters at locations in the dungeon
(3 left)",ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,7,
10,q21000094_00_1165,エリアマスターに経緯を報告する,Report to the Area Master,ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,10,
8,q21000094_00_1184,ダンジョン内の各所の魔物を討伐する（残り２）,"Defeat the monsters at locations in the dungeon
(2 left)",ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,8,
9,q21000094_00_1185,ダンジョン内の各所の魔物を討伐する（残り１）,"Defeat the monsters at locations in the dungeon
(1 left)",ui\00_message\quest_info\q21000094_00.gmd,\quest\q21000094.arc,q21000094.arc,9,
0,q21000095_00_368,【財宝の扉】轟きし咆哮,【Door of Treasures】Thunderous Roar,ui\00_message\quest_info\q21000095_00.gmd,\quest\q21000095.arc,q21000095.arc,0,
1,q21000095_00_368,"【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【Dangerous Area Quest】
Make a key to the door leading to the Dangerous 
Area in the dungeon and defeat Brutal monsters.",ui\00_message\quest_info\q21000095_00.gmd,\quest\q21000095.arc,q21000095.arc,1,
2,q21000095_00_368,"<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","Within the <NAME AREA> dungeon, 
there is a place that only those who possess
a special key can enter.",ui\00_message\quest_info\q21000095_00.gmd,\quest\q21000095.arc,q21000095.arc,2,
3,q21000095_00_368,"禁域のどこかに、凶悪な魔物が出たらしい
倒せば、いくらばかりか金銭がもらえるらしい
こうしちゃいられねえ、誰か俺と手を組んで
魔物狩りとしゃれこまないか？
当然、取り分は全部俺のものだがな","It appears that a vicious monster has emerged 
somewhere in the wasteland. 
If we take it down, it seems we could earn 
a fair bit of cash. 
I can't just sit around; will someone partner with me 
for a monster hunt? 
Naturally, I'll take all the loot.",ui\00_message\quest_info\q21000095_00.gmd,\quest\q21000095.arc,q21000095.arc,3,
4,q21000095_00_1170,遭遇した凶悪な魔物を討伐する,Defeat the encountered fiendish demons,ui\00_message\quest_info\q21000095_00.gmd,\quest\q21000095.arc,q21000095.arc,4,
0,q21000096_00_415,悪夢の象徴,A Sign of Nightmares,ui\00_message\quest_info\q21000096_00.gmd,\quest\q21000096.arc,q21000096.arc,0,Clarissa
1,q21000096_00_415,"【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【Mortality Check Quest】
Listen to the requester's wish.
Defeat the ferocious enemy
without reviving even once.",ui\00_message\quest_info\q21000096_00.gmd,\quest\q21000096.arc,q21000096.arc,1,Clarissa
2,q21000096_00_415,"<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","Someone in the <NAME AREA> 
appears to be testing their skills
in a battle against an enemy.",ui\00_message\quest_info\q21000096_00.gmd,\quest\q21000096.arc,q21000096.arc,2,Clarissa
3,q21000096_00_415,"恥ずかしいけど、仲間を見捨てて逃げたんだ
あんな恐ろしい魔物、見たことないからね
薄情な奴だよな？　俺って――
俺は薄情な――薄情な――
ちくしょう、あの日からこの事で頭がいっぱいだ！","It's shameful, but I left my friends behind and fled. 
I've never encountered such a horrifying monster. 
I'm such a cold-hearted person, aren't I? 
So heartless—so heartless— 
damn it, ever since that day, it's consumed my thoughts!",ui\00_message\quest_info\q21000096_00.gmd,\quest\q21000096.arc,q21000096.arc,3,Clarissa
4,q21000096_00_1174,指定された場所へ行き、狂暴な魔物を見つける,"Go to the designated location
and find the rabid demon",ui\00_message\quest_info\q21000096_00.gmd,\quest\q21000096.arc,q21000096.arc,4,Clarissa
5,q21000096_00_1175,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21000096_00.gmd,\quest\q21000096.arc,q21000096.arc,5,Clarissa
6,q21000096_00_1176,依頼者へ経緯を報告する,Report back to the requester,ui\00_message\quest_info\q21000096_00.gmd,\quest\q21000096.arc,q21000096.arc,6,Clarissa
0,q21000097_00_416,秘密の取引き,Secret Dealings,ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,0,Gunther
1,q21000097_00_416,"【納品討伐クエスト】
依頼者に高価なアイテムを渡し
珍しい敵の居場所を聞き出す","【Delivery Hunt Quest】
Hand over a valuable item to the client
and locate the whereabouts of a rare enemy.",ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,1,Gunther
2,q21000097_00_416,"<NAME AREA>にいる何者かが
エリア内で取得できる珍しいアイテムを求めている","Someone in the <NAME AREA> is searching
for rare items that can be found within the area.",ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,2,Gunther
3,q21000097_00_416,"ギュンターの奴、最近変なんだよなぁ
何か隠してるっているか、胸に秘めてるっていうか
なにか悪いもんでも食ったのか
今度この俺が相談に乗ってやろう","Gunther's been acting weird lately. 
It seems like he's concealing something deep down. 
Did he eat something nasty or what? 
I'll offer my help next time.",ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,3,Gunther
4,q21000097_00_1166,＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）,Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>),ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,4,Gunther
5,q21000097_00_1167,指定された場所へ魔物を探しに行く,Go to the designated location to search for enemy,ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,5,Gunther
6,q21000097_00_1168,発見した魔物を討伐する,Defeat the found demons,ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,6,Gunther
7,q21000097_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21000097_00.gmd,\quest\q21000097.arc,q21000097.arc,7,Gunther
0,q21000098_00_417,【高難度】海岸沿いの死闘,【High Difficulty】Deathly Battle Along the Coast,ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,0,Bertrand
1,q21000098_00_417,"【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【Consecutive Subjugation Quest】
Grant the wish of the Area Master
and investigate the issues
occurring near the dungeon.",ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,1,Bertrand
2,q21000098_00_417,"<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","The Area Master of <NAME AREA>
is wary to the unrest near the dungeon.",ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,2,Bertrand
3,q21000098_00_417,"娘のために、綺麗な石でも拾おうと思って
島の中をふらふら歩いてたんだ――
そしたら恐ろしい魔物がいてさ
なんというか、普通と違う雰囲気だったというか――
なにか特別な力みたいなものを感じたんだよ","I was meandering through the island, 
hoping to find nice stones for my daughter— 
when I stumbled upon a fearsome monster. 
It had this odd atmosphere about it— 
I felt it had some special kind of power.",ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,3,Bertrand
4,q21000098_00_1161,指定された場所を調べる,Investigate the specified location,ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,4,Bertrand
5,q21000098_00_1162,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,5,Bertrand
6,q21000098_00_1163,指定されたダンジョン内を捜索する,Search within the specified dungeon,ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,6,Bertrand
7,q21000098_00_1164,ダンジョン内の各所の魔物を討伐する（残り３）,"Defeat the monsters at locations in the dungeon
(3 left)",ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,7,
10,q21000098_00_1165,エリアマスターに経緯を報告する,Report to the Area Master,ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,10,
8,q21000098_00_1184,ダンジョン内の各所の魔物を討伐する（残り２）,"Defeat the monsters at locations in the dungeon
(2 left)",ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,8,
9,q21000098_00_1185,ダンジョン内の各所の魔物を討伐する（残り１）,"Defeat the monsters at locations in the dungeon
(1 left)",ui\00_message\quest_info\q21000098_00.gmd,\quest\q21000098.arc,q21000098.arc,9,
0,q21000099_00_418,【竜力の扉】猛る魔角,【Door of Dragon Force】Raging Horned Demon,ui\00_message\quest_info\q21000099_00.gmd,\quest\q21000099.arc,q21000099.arc,0,
1,q21000099_00_418,"【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【Dangerous Area Quest】
Make a key to the door leading to the Dangerous 
Area in the dungeon and defeat Brutal monsters.",ui\00_message\quest_info\q21000099_00.gmd,\quest\q21000099.arc,q21000099.arc,1,
2,q21000099_00_418,"<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","Within the <NAME AREA> dungeon, 
there is a place that only those who possess
a special key can enter.",ui\00_message\quest_info\q21000099_00.gmd,\quest\q21000099.arc,q21000099.arc,2,
3,q21000099_00_418,"晩飯の足しにでもなればいいと思ってよ
うさぎでも狩りにいこうと思ったわけ――
そしたらなんだあの化け物は？
あいつ、とって焼いたら美味いんだろうか
ちょっと臭みがありそうだな","I thought it'd be a good addition to dinner, 
so I was planning to hunt a rabbit— 
but what on earth was that beast? 
Would it be delicious if roasted? 
It seems like it could be a bit pungent.",ui\00_message\quest_info\q21000099_00.gmd,\quest\q21000099.arc,q21000099.arc,3,
4,q21000099_00_1170,遭遇した凶悪な魔物を討伐する,Defeat the encountered fiendish demons,ui\00_message\quest_info\q21000099_00.gmd,\quest\q21000099.arc,q21000099.arc,4,
0,q21013000_00_530,【2.2WQ】孤島,【2.2WQ】Solitary island,ui\00_message\quest_info\q21013000_00.gmd,\quest\q21013000.arc,q21013000.arc,0,
0,q21014000_00_540,守り人を守る人,Protecting the Protectors,ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,0,Dirith
1,q21014000_00_540,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.",ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,1,Dirith
2,q21014000_00_540,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,2,Dirith
3,q21014000_00_540,"俺達は、エラン水林を守ると共に
ミューセルさんを守ってるんだ
あの穏やかで知的だけど、どこか儚げな――
なんとも素敵だろ？
おっと、この話はディリスには言うなよ","We protect the Elan Water Grove 
as well as Mucel. 
She's serene and insightful, yet has a delicate aura— 
isn't she charming? 
Just be sure not to tell Dirith about this.",ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,3,Dirith
10,q21014000_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,10,
4,q21014000_00_1222,指定された場所で魔物の群れを探す(残り３),"Search for a group of monsters
at the designated location (3 left)",ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,4,Dirith
6,q21014000_00_1223,残る魔物の群れを探す(残り２),"Search for the remaining groups of monsters
(2 left)",ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,6,
8,q21014000_00_1224,残る魔物の群れを探す(残り１),"Find the group of monsters that remain
(1 left)",ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,8,
5,q21014000_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,5,Dirith
7,q21014000_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,7,
9,q21014000_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014000_00.gmd,\quest\q21014000.arc,q21014000.arc,9,
0,q21014001_00_541,懐古たる洗礼,Fount of Nostalgia,ui\00_message\quest_info\q21014001_00.gmd,\quest\q21014001.arc,q21014001.arc,0,Fabio
1,q21014001_00_541,"【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【Mortality Check Quest】
Listen to the requester's wish.
Defeat the ferocious enemy
without reviving even once.",ui\00_message\quest_info\q21014001_00.gmd,\quest\q21014001.arc,q21014001.arc,1,Fabio
2,q21014001_00_541,"<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","Someone in the <NAME AREA> 
appears to be testing their skills
in a battle against an enemy.",ui\00_message\quest_info\q21014001_00.gmd,\quest\q21014001.arc,q21014001.arc,2,Fabio
3,q21014001_00_541,"フィンダム大陸にはまだまだ誰も見たことのない
摩訶不思議な物が沢山あるって話だ
それを確かめるために調査隊に潜り込んでみたんだ
確かに見たこともないもんは沢山あった
見たこともない魔物もまた、沢山いたけどな","There are still countless mysterious things 
on the Phindym continent that no one has witnessed. 
To check it out, I infiltrated an expedition team. 
And sure enough, there were many things I'd never seen, 
along with many monsters I had never faced before.",ui\00_message\quest_info\q21014001_00.gmd,\quest\q21014001.arc,q21014001.arc,3,Fabio
4,q21014001_00_1174,指定された場所へ行き、狂暴な魔物を見つける,"Go to the designated location
and find the rabid demon",ui\00_message\quest_info\q21014001_00.gmd,\quest\q21014001.arc,q21014001.arc,4,Fabio
5,q21014001_00_1175,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21014001_00.gmd,\quest\q21014001.arc,q21014001.arc,5,Fabio
6,q21014001_00_1176,依頼者へ経緯を報告する,Report back to the requester,ui\00_message\quest_info\q21014001_00.gmd,\quest\q21014001.arc,q21014001.arc,6,Fabio
0,q21014002_00_542,【高難度】密林の潜伏者,【High Difficulty】Lurker in the Deep Woods,ui\00_message\quest_info\q21014002_00.gmd,\quest\q21014002.arc,q21014002.arc,0,Mucel
1,q21014002_00_542,"【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【Consecutive Subjugation Quest】
Grant the wish of the Area Master
and investigate the issues
occurring near the dungeon.",ui\00_message\quest_info\q21014002_00.gmd,\quest\q21014002.arc,q21014002.arc,1,Mucel
2,q21014002_00_1161,指定された場所を調べる,Investigate the specified location,ui\00_message\quest_info\q21014002_00.gmd,\quest\q21014002.arc,q21014002.arc,2,Mucel
3,q21014002_00_1162,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21014002_00.gmd,\quest\q21014002.arc,q21014002.arc,3,Mucel
