#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
13,SPOT_NAME_,虚ろの小堂,Empty Chapel,ui\00_message\master\area11_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
7,AREA_RANK_REWARD_283,新たな採取品が出現《白骨岩》,"New collectable item ""White Bone Rock"" appears",ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,AREA_RANK_REWARD_284,新たな強敵が出現《<SPOT 922>》,"New powerful enemy at ""<SPOT 922>""",ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,AREA_RANK_REWARD_285,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,AREA_RANK_REWARD_286,"封鎖エリアが開放《<SPOT 904>》
封鎖エリアが開放《<SPOT 898>》
封鎖交通路が復旧《ファーラナ高地の崖崩れ》","Unblock area ""<SPOT 904>""
Unblock area ""<SPOT 898>""
Restore path ""Farana Highland cliff collapse""",ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,AREA_RANK_REWARD_287,"新たな強敵が出現《<SPOT 924>》
封鎖エリアが開放《<SPOT 901>》","New powerful enemy at ""<SPOT 924>""
Unblock area ""<SPOT 901>""",ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,AREA_RANK_REWARD_288,封鎖エリアが開放《<SPOT 900>》,"Unblock area ""<SPOT 900>""",ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,AREA_RANK_REWARD_289,新たな強敵が出現《<SPOT 923>》,"New powerful enemy at ""<SPOT 923>""",ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
14,AREA_RANK_REWARD_290,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area15_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14
0,SPOT_INFO_,"フィンダム大陸中部に広がる平原
起伏が多いフィンダムにおいて、ファーラナ平原は
なだらかで活用しやすい地形をしている
また、他の地域と比較すると侵食の度合は
緩やかなようで侵食魔の数も少ない","The Farana Plains, located in the central part of
the Phindym continent, are characterized by gently
rolling terrain, making them easy to utilize in
the varied landscape of Phindym.
Furthermore, compared to other regions, the level
of corruption is relatively low, resulting in
fewer corrupted creatures.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,SPOT_INFO_,"フィンダム大陸の中央部
精霊竜がねぐらとしている《芯なる樹》が
青々と生い茂る様は、フィンダム大陸の
どの拠点からでも眺めることができる
人々はその壮大さに確かな加護を感じて過ごしていた","In the central part of the Phindym continent, the
Spirit Dragon's habitat, the ""Core Tree"", thrives
with lush greenery, which can be observed from any
stronghold in Phindym.
People feel a definite blessing in its grandeur
as they go about their lives.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,SPOT_INFO_,"ファーラナ平原に位置する戦士の村
武勇を最も尊ぶ部族が住まい、住人たちは
日々鍛錬と戦いに明け暮れている
力に裏付けされてか、地理的な理由に寄るものか
比較的侵食の影響を受けずに生活している","A village of warriors located in the Farana
Plains.
The inhabitants, who hold valor in the highest
regard, spend their days immersed in training and
battles.
Whether supported by their strength or due to
geographical reasons, they live relatively
unaffected by corruption.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,SPOT_INFO_,"ダナの村の近くに佇む庵
《スピリットランサー》のジョブマスターである
勇壮な槍士アデルドナハが住んでいる
見込みのある者に対しては、自身のもつ
技術を伝授することもあるという","Near Dana Village stands a hermitage, where the
brave Job Master of the Spirit Lancers, Adair
Donnchadh, resides.
It is said that he also imparts his skills to
promising individuals.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,SPOT_INFO_,"ファーラナ平原の片隅、大岩の割れ目に
隠れるようにして作られた小さな集落
一切の外部との交流を断った結果、非常に独特な
文化を形成するにいたった一族が住んでいる","In a corner of the Farana Plains, in a crack in a
large rock, there lives a small hidden settlement
inhabited by a tribe that has developed a very
unique culture as a result of refusing all contact
with the outside world.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,SPOT_INFO_,"精霊竜が棲む《始まりの洞》下層に位置する拠点
精霊竜の守りをする者たちや訪れた人々が
暫しの休息を得るための場となっている","Base camp located in the lower level of the
Hollow of Beginnings, where the Spirit Dragon
resides.
It serves as a place for the protectors of the
Spirit Dragon and for those who have visited to
find temporary rest and respite.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,SPOT_INFO_,"《芯なる樹》の最深部
侵食による影響が出るまでは、精霊竜との
謁見などはこの場所で行われていた
精霊竜の守りとして選ばれた者たちが控えていた
集いの間と隣接している","The deepest part of the ""Core Tree"".
Until the effects of corruption took hold,
meetings with the Spirit Dragon were held in this
location.
Those chosen as guardians of the Spirit Dragon
awaited in the adjacent Gathering Hall.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,SPOT_INFO_,"ファーラナ平原にぽつりと佇む住居の遺跡
古くはこの場所にダナの村があったのだが
拓けた場という防御面の弱さが問題視され
地形が入り組み敵の進入を妨げる現在の
場に移り住んだ","In the Farana Plains, stands the ruins of a
dwelling, all by itself.
Long ago, there was a village called Dana in this
place.
However, the vulnerability of this wide-open area
in terms of defense was seen as an issue.
So they moved to the current location, where the
terrain is intricate and hinders enemy
infiltration.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,SPOT_INFO_,"ファーラナ遺跡の周辺にある円形遺跡
在りし日は戦士たちが武を競う闘技場として
使用されていたらしいが、当時の柱などは
ほとんど倒壊してしまっているため
現在は特に注目されることもない","The circular ruins near the Farana Ruins.
Used to be a battlefield where warriors competed,
but most of the columns from that time have
collapsed, so there is currently no particular
attention given to it.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,SPOT_INFO_,"ファーラナ平原の山肌にあるニュートの巣穴
そう深さは無く、食糧を貯蓄している様子も無いので
恐らく休息を得る目的で作られたのだろう
見張りを立てて交替で使用しているのか、入口
付近では常にニュートが目を光らせている","On the mountainside of the Farana Plains, there
is a Newt Den.
It doesn't appear to be very deep, and there
doesn't seem to be any stored food, so it was
probably made for the purpose of resting.
Near the entrance, the Newts always keep watch,
taking turns to stand guard.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,SPOT_INFO_,"ファーラナ平原の《マグサス古水路》入口付近、岩が
立ち並ぶ周辺。巨大な岩が数個露出している以外は
特に目立つものも無い場所であるが、鎧の擦れる音が
聞こえたり、視界の端に巨大な剣が見えたという
報告が絶えない","Near the entrance of Magusas Ancient Watercourse
in the Farana Plains, there is a surrounding area
with rocks scattered about.
Other than a few exposed giant rocks, there is
nothing particularly noticeable about this place.
However, there are constant reports of hearing
the sound of armor scraping and seeing a giant
sword at the edge of one's field of vision.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,SPOT_INFO_,"ファーラナ平原奥地にある湿地帯
霧が発生しやすく視界が悪いことが多い
甲竜が棲息しており、目を凝らせば霧の
奥でゆっくりと動く巨影を確認することができる","In the depths of the Farana Plains, there is a
marshland where mist often forms, making
visibility poor.
Beasts known as ""Shell Dragons"" reside there, and
if you focus your eyes, you can confirm the
slow-moving silhouette deep within the mist.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,SPOT_INFO_,"ファーラナ平原とエラン水林を繋ぐ谷あい
の道、中ほどにある少し拓けた場所
周囲を崖に囲まれているため、大型の魔物が
身を隠して羽根を休めるための巣として
利用している","A slightly open place in the middle of the road
connecting the Farana Plains and the Elan Water
Grove.
The surrounding cliffs make it a nest for large
monsters to hide and rest their wings.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,SPOT_INFO_,"ファーラナ平原の川中に浮かぶ陸地
周辺は水深が浅く、水没してはいるものの
歩き回ることが可能。ただし、汚泥が流れ着く
ことも多いらしく、不浄の魔物がさ迷っている
こともある","A piece of land floating in the middle of the
river in the Farana Plains.
The surrounding waters are shallow, allowing for
exploration on foot, despite periodic submersion.
However, it appears that mud and debris often
accumulate here, leading to the presence of foul
creatures wandering about.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
14,SPOT_INFO_,"戦士の村であるダナ付近にある廟堂
ダナには、自らの武勇の証を立てるため
この廟堂に巣食う魔物を倒してみせるという
文化が存在する。ただし、かつては頻繁に行われて
いたらしいが、現代において使用されることはごく稀","There is a shrine near the village of warriors,
called Dana.
In order to prove their bravery, there is a
cultural tradition of defeating the monsters that
inhabit this shrine.
However, it is very rare for this tradition to be
practiced in modern times.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14
15,SPOT_INFO_,"古代に住居として使用されていたらしき洞窟
最近はピクシーが棲みつき、人間が足を
踏み入れることは難しい状況にある。奥は猛獣が
縄張りとしているとの情報もあったが
ピクシーたちが必死に通路を塞いだようだ","It appears that this cave was once used as a
dwelling in ancient times.
Recently, it has been inhabited by pixies, making
it difficult for humans to enter.
There is also information that there are fierce
animals deep inside, but it seems that the pixies
have desperately blocked the passage.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,15
16,SPOT_INFO_,"<COL ffdc78>【昌石】の扉あり</COL>
ファーラナ平原中で最大規模の遺跡
多少崩壊している箇所もあるが全体の作りは堅固
であり、魔物に侵入されるまでは過去の貴重な
文献などを保管する書庫として活用されてきた","<COL ffdc78>【Gemstone】 Door</COL>
The largest archaeological site in the Farana
Plains, with some areas showing signs of collapse,
but the overall structure is solid.
It was once used as a repository for valuable
historical documents, storing them until it was
invaded by enemies.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,16
17,SPOT_INFO_,"古将マグサスを始めとした歴戦の猛者たちが
眠る墓所。水路も兼ねていたが、いつの頃からか
ウィルムが棲みつき、慰霊のために訪れる者は
いなくなった。まれに、副葬品狙いの墓荒らしが
命知らずにも入り込むことがあるらしい","The resting place of seasoned warriors, including
the ancient hero Magusas.
While also serving as a waterway, it has been
inhabited by a Wyrm for quite some time now, and
those who used to visit to pay their respects have
disappeared.
Occasionally, grave robbers, driven by the desire
for burial artifacts, dare to venture in
unknowingly.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,17
18,SPOT_INFO_,"芯なる樹と聖塔が融合した《始まりの洞》内部
へと続く回廊。塔自体は数千年前から存在する
ものであるが、芯なる樹に支えられていることで
非常に良い状態で保たれている","Corridor leading to the Hollow of Beginnings,
where the Core Tree and the Holy Tower have
merged. Although the tower itself has been in
existence for thousands of years, it is kept in
very good condition thanks to the support of the
Core Tree.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,18
19,SPOT_INFO_,"《精霊竜のねぐら》へと続くらせん状の階段を
有した空間。空気中に満ちた竜力の加護か、
これだけの長い階段を上ってもまるで足の痛みを
感じることが無いという","A spiraling staircase leading to the ""Spirit
Dragon's Roost.""
Perhaps due to the divine protection of the
Dragon Force permeating the air, one can ascend
this long staircase without feeling any pain in
their feet.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,19
20,SPOT_INFO_,"<COL ffdc78>【財宝】の扉あり</COL>
大量の水を湛えた自然の地下洞窟を元に作られた
集水路。今まで水が枯れたことは無く、手入れが
必要無かったことから最低限しか手が入れられて
いない。最近は水竜が棲みついているとの噂もある","<COL ffdc78>[Treasure] Door</COL>
A canal that was built based on a natural
underground cave filled with a large amount of
water.
The water has never dried up before and minimal
maintenance has been carried out because it has
not been necessary.
There have been rumors recently that water
dragons have made it their habitat.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,20
21,SPOT_INFO_,"精霊竜が棲む、《芯なる樹》の頂上部
フィンダム大陸中で最も竜力に満ちた
清浄な空間であったが、精霊竜が毒に
侵されたことにより、苦痛と禍々しさに
溢れる場所となった","At the top of the ""Core Tree,"" where the ""Spirit
Dragon"" resides.
The place most filled with ""Dragon Force"" in the
entire continent of Phindym.
It was once a pure space, but due to the Spirit
Dragon being tainted by poison, it has become a
place filled with pain and malevolence.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,21
22,SPOT_INFO_,"《芯なる樹》の太い根が伸び、聖域の影響が
色濃く出た遺跡。入口が崩落してはいるが
そのせいもあってか人が入った形跡は最小限に
保たれている","The thick roots of the ""Core Tree"" stretch out,
and the influence of the Sacred Grounds is
strongly felt.
Although the entrance has collapsed, and perhaps
because of that, there are minimal signs of anyone
entering.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,22
23,SPOT_INFO_,"かつてはフィンダム中から学者たちが集う学研の場で
あった小塔。魔物の襲撃を受けて放棄されたのち
ピクシーの大きな群れが移住した。位の高い
ピクシーは高所を好むため、小塔の上階には群れ
の長もしくは準ずる個体が生息していると思われる","A small tower in the midst of Phindym, where
scholars gathered in the past.
After being abandoned due to enemy raids, a large
group of Pixies migrated there.
Pixies of high rank prefer high places, so it is
believed that the leader or a similar individual
of the group resides on the upper floor of the
tower.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,23
24,SPOT_INFO_,"ファーラナ平原の少し奥まった高台に建つ小塔
以前は代々内部で暮らす者たちがいたものの
彼らは二百年近く前に突然塔から出てダナ村に
合流したという。それ以来、たまに掃除に訪れる
者がいる程度で普段は無人となっている","On a slightly secluded hill in Farana Plains,
there is a small tower.
Previously, there were people living inside for
generations.
However, about two hundred years ago, they
suddenly left the tower and joined Dana Village.
Since then, it has been uninhabited, with only
occasional visitors for cleaning.",ui\00_message\master\area15_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,24
0,SPOT_NAME_,ファーラナ平原,Tarie Small Tower,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,SPOT_NAME_,聖域,Sacred Grounds,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,SPOT_NAME_,ダナ,Dana,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,SPOT_NAME_,武霊の庵,Spirit Arts Hut,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,SPOT_NAME_,マヌンの集落,Manun Village,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,SPOT_NAME_,始まりの洞　集いの間,Hollow of Beginnings: Gathering Area,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,SPOT_NAME_,始まりの洞,Hollow of Beginnings,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,SPOT_NAME_,古住居遺跡,Old Residence Ruins,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,SPOT_NAME_,旧闘技場跡地,Former Arena,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,SPOT_NAME_,ニュートの巣穴,Newt Den,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,SPOT_NAME_,鎧幽の巨岩,Dark Armor Crag,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,SPOT_NAME_,甲竜の湿原,Shell Dragon's Bog,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,SPOT_NAME_,大翼の谷,Great Wings Valley,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,SPOT_NAME_,ファーラナ中央洲,Central Farana Sandbank,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
14,SPOT_NAME_,ダナウィンの挑堂,Dunhain's Hall of Trials,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14
15,SPOT_NAME_,ダナンデール洞窟,Danandell Cave,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,15
16,SPOT_NAME_,ファーラナ遺跡,Farana Ruins,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,16
17,SPOT_NAME_,マグサス古水路,Magusas Ancient Watercourse,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,17
18,SPOT_NAME_,ヴェイガサス回廊,Vegasa Corridor,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,18
19,SPOT_NAME_,ヴァルテブル・ホール,Valtable Hall,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,19
20,SPOT_NAME_,タラーテ集水路,Thalati Waterway,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,20
21,SPOT_NAME_,精霊竜のねぐら,Spirit Dragon's Roost,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,21
22,SPOT_NAME_,聖河の遺跡,Sacred River Ruins,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,22
23,SPOT_NAME_,知恵の小塔,Small Tower of Wisdom,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,23
24,SPOT_NAME_,タリーエの小塔,Tarie Small Tower,ui\00_message\master\area15_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,24
0,AREA_RANK_REWARD_291,支援品の配給,Distribution of support goods,ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,AREA_RANK_REWARD_292,"新たな強敵が出現《<SPOT 938>》
封鎖エリアが開放《<SPOT 907>》","New powerful enemy at ""<SPOT 938>""
Unblock area ""<SPOT 907>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,AREA_RANK_REWARD_293,新たな強敵が出現《<SPOT 939>》,"New powerful enemy at ""<SPOT 939>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,AREA_RANK_REWARD_294,封鎖エリアが開放《<SPOT 906>》,"Unblock area ""<SPOT 906>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,AREA_RANK_REWARD_295,"新たな強敵が出現《<SPOT 940>》
封鎖交通路が復旧《モルフォールの北門》","New powerful enemy at ""<SPOT 940>""
Restore path ""Morfall North Gate""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,AREA_RANK_REWARD_296,新たな強敵が出現《<SPOT 941>》,"New powerful enemy at ""<SPOT 941>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,AREA_RANK_REWARD_297,新たな強敵が出現《<SPOT 942>》,"New powerful enemy at ""<SPOT 942>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,AREA_RANK_REWARD_298,新たな採取品が出現《ヘンルーダ》,"New collectable item ""Wijnruit"" appears",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,AREA_RANK_REWARD_299,封鎖エリアの開放《<SPOT 908>》,"Unblock area ""<SPOT 908>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,AREA_RANK_REWARD_300,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,AREA_RANK_REWARD_301,"封鎖エリアの開放《<SPOT 909>》
新たな強敵が出現《<SPOT 937>》
封鎖交通路が復旧《深層へ続く崖崩れ》","Unblock area ""<SPOT 909>""
New powerful enemy at ""<SPOT 937>""
Restore path ""deepest level blocked by cliff
collapse""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,AREA_RANK_REWARD_302,新たな強敵が出現《<SPOT 943>》,"New powerful enemy at ""<SPOT 943>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,AREA_RANK_REWARD_303,"封鎖エリアが開放《<SPOT 910>》
封鎖交通路が復旧《<SPOT 944>へ続く崖崩れ》","Unblock area ""<SPOT 910>""
Restore path ""<SPOT 944> blocked by cliff
collapse""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,AREA_RANK_REWARD_304,新たな強敵が出現《<SPOT 944>》,"New powerful enemy at ""<SPOT 944>""",ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
14,AREA_RANK_REWARD_305,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area16_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14
0,SPOT_INFO_,"フィンダム随一の森林地帯
樹木や草花、多様な獣といった森の恩恵を
受けられるこの地の特性は、反面侵食の影響が
最も色濃く発現する悲劇を招いた。生命力に
溢れていた森は今や赤く立ち枯れている箇所が目立つ","The premier woodland region of Phindym, where one
can enjoy the benefits of the forest, including
trees, flowers, and a variety of animals.
However, the characteristic of this land also
brings about the tragic manifestation of the most
intense corruption and infection.
The once vibrant forest now stands with prominent
red decay.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,SPOT_INFO_,"モロー樹林にある、木々に囲まれた村
代々精霊竜の守りをしてきた一族が住まう
そのせいか理知的な者が多く、学者を多数
輩出してきた。威厳ある族長・ガラダに
よって統治されている","In the Morrow Forest, there is a village
surrounded by trees, where a clan that has been
guarding the Spirit Dragon for generations
resides.
Perhaps because of this, there are many
intellectual individuals, and they have produced
numerous scholars.
They are ruled by the dignified chieftain,
Gearóid.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,SPOT_INFO_,"モルフォール周辺にある巨岩群
いずれかの巨岩の下に高名な賢者ティルカンが
眠ると言われている。残念ながら、墓となる岩を
特定するための情報は失われている","A group of giant rocks in the vicinity of
Morfaul.
It is said that a renowned sage named Tilkan
sleeps under one of the rocks.
Unfortunately, the information to identify the
specific rock that serves as his grave is lost.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,SPOT_INFO_,"モロー樹林西部にある、ゴブリンが小さな群れを
形成して潜んでいた一帯。この小さな群れは
あまり攻撃性が高くなかったとみられ、ひっそりと
森の奥で暮らしていたらしい。しかし、今は侵食に
よって凶暴になってしまっているため注意が必要","In the Morrow Forest in the west, a small group
of Goblins has formed and hidden.
This small group appeared to have low
aggressiveness and quietly lived deep in the
forest.
However, they have become dangerously aggressive
due to corruption, so caution is necessary.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,SPOT_INFO_,"《モローケイヴァン》入口付近の木立
この辺りの土壌、木々は侵食が進むあまり
もはや目を覆いたくなるような状況である
緑豊かだった木々は今や立ち枯れ、菌糸体を
まとって赤くひび割れてすらいる","Near the entrance of Morrow Cavern, the
surrounding grove is in such a state of corruption
and infected that it becomes unbearable to look
at.
The once lush trees are now standing dead,
covered in reddened cracks and even infected with
mycelium.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,SPOT_INFO_,"モルフォールの裏手にあるピクシーたちの野営地
家畜や農作物をこっそり盗むのが元々の目的だった
のだろうが、侵食されたピクシーたちには最早
そういった知性は無く、恐らく侵食前の習慣に従い
辺りをうろついているのだと推測されている","Camp of Pixies behind Morfaul.
Originally, their purpose was to secretly steal
livestock and crops.
However, the Pixies who have been corrupted no
longer possess such intelligence, and it is
speculated that they are simply wandering around
based on their habits before corruption.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,SPOT_INFO_,"以前は人が暮らす小さな拠点として機能していたが
侵食魔に脅かされた住人たちは土地を捨てて
逃げることを選び、現在は魔物が闊歩するのみ
となっている","It used to function as a small hub of human
habitation, but threatened by the invading demons,
the residents chose to abandon their land and
flee, and now it is only a place where demons
roam.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,SPOT_INFO_,"モロー樹林地域に現存する唯一の遺跡
大変古い小神殿の遺跡だと思われるが
殆ど倒壊しており痕跡が確認できるのみである
また、周囲には魔物が棲みつき始めたため
いよいよ誰も近寄らない場所となってしまった","Translation: It is believed to be the only
remaining ruins in the Morrow Forest region.
Though it appears to be the remnants of a very
ancient shrine, it has mostly collapsed and only
traces can be observed. Furthermore, due to the
presence of enemy creatures in the vicinity, it
has become a place that nobody dares to approach
anymore.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,SPOT_INFO_,"<SPOT 964>にある木立
土壌の侵食が進み、木々も草花も
立ったままの姿で色褪せ、枯れかかっている
辺りに住んでいた小型の魔物たちも
残らず侵食が進んだ状態となっている","At <SPOT 964>, the surrounding trees are fading
away and withering, with the soil being corrupted.
Even the small creatures that once inhabited the
area have been completely infected.",ui\00_message\master\area16_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
