#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"どうしたらいいのかしら
こんなはずじゃなかったわ
幸せってどうやって見つけるものだったかしら","What should I do? This isn't how it was supposed
to be.
I wonder how you're supposed to find happiness.",ui\00_message\npc\base\n3146.gmd,\npc\n3146.arc,n3146.arc,3
0,,"では、今日も大いなる竜のご加護が
あらんことを――","May the great Divine Protection of the Dragon be
with us today as well...",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,11
0,,"覚者様、こちらが本日分の
任証スタンプと支給品でございます
どうぞお受け取りください","Ser Arisen, here are today's stamps and supplies.
Please accept them.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,12
0,,"ええ、覚者様は本日分の
任証スタンプと支給品を
すでにお持ちのご様子――
ご武運を","Yes, it appears that you, Ser Arisen, already
have today's stamp and supplies in your
possession.
May the fortunes of war be with you.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,13
0,,"おめでとうございます！
覚者様の日頃のご活躍に対し
特別な任証スタンプと支給品が届いております","Congratulations and thank you for your daily
support!
You have received a special stamp and supplies
for your continued service.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,14
0,,"さぁ、どうぞお受け取りください
覚者様の旅路にさらなる竜の祝福があらんことを","Now, please take it.
May there be further blessings of the dragon on
the journey of the esteemed Arisen.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,15
0,,"今、アッカーシェランを守護する竜はおりません
白き竜の覚者よ、この地の者は
あなたを頼るほかないのです","There is no longer any dragon protecting Acre
Selund.
Arisen of the White Dragon, the people of this
land have naught else to turn but you.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,16
0,,"私にできることは祈ることのみ
絶え間なくあなたの勝利を――
理の勝利を祈りましょう","The only thing I can do is pray.
Unceasingly, I pray for your victory—
I pray for the victory of order.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,17
0,,"大いなる加護が
あなたにあらんことを",May the great Divine Protection be with you.,ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,18
0,,"どんな武器をお望みで？
色々と取り揃えてはおりますから
いくつか手に取ってみてください","What kind of weapon you looking for?
We have a wide selection, feel free to heft them.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,0
0,,"地方の拠点からも、メガドを護るためと
兵士が派遣されてきているんです
おかげで早々に店を立て直すことができましたが――","Even from our regional bases, soldiers have been
sent to protect Megado.
Thanks to them, we were able to get the store
back up and running as soon as possible, but--",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,1
0,,"良品を扱っているつもりですが
覚者さまほどの方に
気に入っていただける品があるかどうか","I believe I handle quality products, but I wonder
if there are items that would please even a person
of your caliber, Ser Arisen.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,2
0,,"メガドは――どうです？
異国からいらした覚者さまから見て――","Megado, how do you like it?
From the perspective of a wise visitor from a
foreign land...",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,3
0,,"覚者さま！
あの渦は――アッカーシェランは
どうなってしまうのでしょう","Ser Arisen!
That vortex - what will happen to Acre Selund?",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,4
0,,"メガドがかつてのようなにぎわいを
取り戻す日を、心待ちにしていたんです","I've been looking forward to the day when Megado
will return to the bustling atmosphere it once
had!",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,5
0,,"こんなことになるなんて――
言葉がありません","I can't believe it has come to this... I have no
words.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,6
0,,"店を開けてはいるものの
空のことばかりが気になります","Although the shop is open, I can't help but be
preoccupied with the sky.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,7
0,,"ん？　なんだなんだ
武具をもっと強くすることに
興味があるのか？","Huh? What's this about?
Are you interested in making your equipment
stronger?",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,0
0,,"ふっふっふ！
人間の鍛冶屋として
「ポーンのクラフト技術が最高」と
言われているのがしゃくでな","Heh heh heh!
As a human blacksmith, it chafes me to hear that
'Pawn craftsmanship is the best.'",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,1
0,,"ポーンにできないことをやってやろうと
あらゆる鍛冶の知識を漁ってきたんだわい","I've been scouring every bit of blacksmithing
knowledge I could find to do what pawns can't.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,2
0,,"ドワーフオークは鍛冶に長けとるでな
もちろん奴らの技術も研究したぞ
――だが《戦甲》については予想外だったなぁ","Dwarf Orcs sure have a knack for blacksmithing,
ya know.
Of course, I've also studied their techniques.
But I must say, their ""Battle Armor"" was quite
unexpected.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,3
0,,"あんたにも
""思い入れがあって捨てられない武具""
ってやつがあるだろう
そういう武具にもう一度陽の目を見せてやらんか？","There must be equipment that you've grown
attached to and cannot simply discard, right?
Wouldn't you like to give such equipment another
chance to see the light of day?",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,4
0,,"ほうほう、なかなかの武具だ
こいつを土台にするんだな！","Ah, this is quite a formidable piece of
equipment. We'll use this as our foundation!",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,5
0,,"慌てるな、慌てるな――
まずは手の届く範囲、目に見える範囲から
そう、武具の強化だわい","Don't panic, don't panic—
First, start with what's within reach, what you
can see.
Yes, it's about strengthening your equipment.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,6
0,,"大地の竜力は吸い上げられ
恐ろしい魔物が現れているそうだな
太刀打ちできる武具を鍛えねばなるまい","The Dragon Force is being siphoned from the land,
and fearsome creatures are emerging.
We must forge weapons capable of standing against
them.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,7
0,,"あんたを信じているからな
逃げも隠れもせん
ここで、今までどおり武具を鍛えるまで","I trust you, so I won't flee or hide.
I'll stay here and forge weapons just as I always
have, until the end.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,8
0,,"これまでで一番の武具が必要になる
そして、そのためにはわしの力が必要
――そうだろう？　ワッハッハ","The need for the best weapons we've ever had
arises, and for that, my strength is required—
Am I right? Wahahaha!",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,9
0,,どうした、何か不都合でもあるのか？,"What's wrong, something the matter?",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,0
0,,"具合が悪いならそう言え
タダでとはいかないが
<VAL PRICE_INN>で寝床を用意してやる
どうだ、休んでいくのか？","If you're feeling unwell, just say so.
It won't be for free, but I can provide you with
a place to sleep at <VAL PRICE_INN>.
So, will you take a rest?",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,1
0,,はい,Yes,ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,2
0,,いいえ,No,ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,3
0,,"具合が悪いなら寝床を用意してやる
ま、あんたみたいな人間が普段寝てるような
静かで柔らかい寝床じゃあないがな
――それでもいいか？","If you're feeling unwell, I'll prepare a sleeping
area for you.
Well, it won't be the kind of quiet and soft bed
that someone like you usually sleeps in, though.
Is that still alright?",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,4
0,,はい,Yes,ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,5
0,,いいえ,No,ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,6
0,,"《弱化の治療》か
<VAL PRICE_WEAK>払えるっていうなら
ここで治してやるぜ
手持ちの金は十分か？","If you can pay <VAL PRICE_WEAK>, then I'll treat
your weakness right here.
Have you that on hand?",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,7
0,,はい,Yes,ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,8
0,,いいえ,No,ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,9
0,,"――面白くもない冗談はやめろ
そういうことをやってると
本当に《弱化》した時に困るぞ","--Stop with the unfunny jokes.
If you keep doing things like that, you'll really
be in trouble when you're actually weakened.",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,10
0,,"ここで寝ようと思ったら
人の話し声や足音は絶えねぇうえに
誰かが食ってる飯の臭いはするしで
最初は苦労するかもしれねぇな","If you're thinking of sleeping here, know this.
You'll be hearing conversation and footsteps all
through the night, and you'll catch the smell of
someone eating.
It may be tough at first.",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,11
0,,"でも、慣れるとそれが
""安心する物音""になるんだ
不思議だろ","But once you get used to it, that becomes a
""reassuring sound"".
Strange, isn't it?",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,12
0,,"おい、外に出たら
また魔軍との戦いだろうが
準備は万端にしていけ","Hey, listen up!
Once you step outside, you'll be facing the demon
horde again.
Make sure you're fully prepared.",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,13
0,,"言っておくが、お前の心配をしてるんじゃない
アッカーシェランの心配をしてるんだ
お前には万全の状態で出発してもらわないと困る","I'll tell you this, but I'm not worried about you.
I'm worried about Acre Selund.
I need you departing in perfect condition.",ui\00_message\npc\base\n3300.gmd,\npc\n3300.arc,n3300.arc,14
0,,"ん？　何か欲しいものでもあるのか？
きっちり金を払っていくってんなら
いくらでも分けてやるよ、へへへ","Hm? What is it you desire?
If you're willing to pay, I've plenty to share
with you, hehehe.",ui\00_message\npc\base\n3301.gmd,\npc\n3301.arc,n3301.arc,0
0,,"ハハハ――
俺たちから盗もうなんて思うなよ
そうなったら、盗り戻すまでだからな","Hahaha!
Don't even think about stealing from us 'cause if
you do, we'll take it right back.",ui\00_message\npc\base\n3301.gmd,\npc\n3301.arc,n3301.arc,1
0,,"まぁ、くつろいでいけよ
セロがあんたを受け入れたんなら
俺らがどうこう言うものでもないからさぁ","Well, just relax and make yerself at home.
If Cyril's good with ya, then we've no right to
say nothing.",ui\00_message\npc\base\n3301.gmd,\npc\n3301.arc,n3301.arc,2
0,,"普段何をして暮らしてるか？
へへ、あんた面白いこと言うじゃないか
盗賊にそんなこと聞くもんじゃないよ","What do you do for a living?
Heh, you're funny.
You shouldn't ask such things to a thief.",ui\00_message\npc\base\n3301.gmd,\npc\n3301.arc,n3301.arc,3
0,,"同行する仲間が必要なのか？
俺が手配してやってもいいが――
お前が俺を信じるなら、だな","Need a companion to accompany you?
I can arrange it for you--
if you trust me.",ui\00_message\npc\base\n3302.gmd,\npc\n3302.arc,n3302.arc,0
0,,"何も盗賊を集めてきて
お前と一緒に旅をさせようってんじゃない
安心しろ","I'm not gathering a bunch of bandits to go on a
journey with you.
Don't worry.",ui\00_message\npc\base\n3302.gmd,\npc\n3302.arc,n3302.arc,1
0,,"アーシェって娘を見たか？
あの子はセロの実の娘でな――
見かけたら様子を見てやってくれ","Have you seen Ashe, Cyril's daughter?
She's not actually his biological daughter
though.
If you happen to see Ashe, keep an eye on her.",ui\00_message\npc\base\n3302.gmd,\npc\n3302.arc,n3302.arc,2
0,,"何をうろうろしてる
そこらの椅子に座ってもいいんだぞ
盗賊のねぐらなんかじゃ
落ち着いてられないってか？","What are you wandering around for?
You can sit on any chair around here, you know.
Can't relax in a den of thieves, huh?",ui\00_message\npc\base\n3302.gmd,\npc\n3302.arc,n3302.arc,3
0,,"えーっと、なに？
あたし、顔に何か付いてる？","Uhm, what?
Do I have something on my face?",ui\00_message\npc\base\n3303.gmd,\npc\n3303.arc,n3303.arc,0
0,,"あたしたちだって
アッカーシェランの人間だよ
火竜さまの恩恵を受けて生きてきてるんだから","We're people from Acre Selund too, you know.
We've been living under the blessing of the Fire
Dragon.",ui\00_message\npc\base\n3303.gmd,\npc\n3303.arc,n3303.arc,1
0,,"――ちょっと""事情""がある人だらけだけど
ええと、その――火竜さまへの気持ちは
街の人たちとちょっとも変わんないってこと！","There are a lot of people with ""circumstances""
here, but well, my feelings towards Lord Fire
Dragon are no different from the people in town!",ui\00_message\npc\base\n3303.gmd,\npc\n3303.arc,n3303.arc,2
0,,"ウチの人たちって目つき悪い人、多いでしょ？
でもみんな優しい人たちなんだよ
あんまり悪く思わないで","I know our people might seem a bit intimidating
at first, with their stern expressions.
But they're all genuinely kind-hearted
individuals.
Judge them not too harshly.",ui\00_message\npc\base\n3303.gmd,\npc\n3303.arc,n3303.arc,3
0,,"うーん――
何、あたしだって悩むことくらいあるよ","Hmmm--
What? I have problems too!",ui\00_message\npc\base\n3303.gmd,\npc\n3303.arc,n3303.arc,4
0,,"物資ならいくらか持ってきてやった
何が必要か、言ってみろ","If it's supplies you require, I can bring some.
Just tell me what you need.",ui\00_message\npc\base\n3350.gmd,\npc\n3350.arc,n3350.arc,0
0,,"こんなところ近付きたくはないが
――何でも、お前らにかかってるらしいじゃねえか
物資くらいなら運んできてやる","I'd rather not be around this place...
-- But I hear it's all up to you guys, huh?
I'll at least keep you supplied.",ui\00_message\npc\base\n3350.gmd,\npc\n3350.arc,n3350.arc,1
0,,"感謝するならうちの頭領にしとけ
俺は言われて運んできてるだけだ","If you want to thank me, you should thank our
chieftain.
I only bring it as instructed.",ui\00_message\npc\base\n3350.gmd,\npc\n3350.arc,n3350.arc,2
0,,"うちの奴らだけじゃなく
ベルタんとこの奴らにも気に入られてるらしいな
あんた、こういう稼業にも向いてるんじゃないか","It seems like not only my crew but also Bertha's
lot are fond of you.
You might have a knack for this kind of work, you
know.",ui\00_message\npc\base\n3350.gmd,\npc\n3350.arc,n3350.arc,3
0,,"先に進む覚悟は――どう？
一緒に行く相手がいないなら
アタシが声かけてこようか？","Are you ready to head on?
If you don't have anyone to accompany you, I
could suggest some folks.",ui\00_message\npc\base\n3351.gmd,\npc\n3351.arc,n3351.arc,0
0,,"なるようにしかならないもんさ
あんまり気負わずにいけばいい
――なんて言っても
結局はあんたにかかってるんだけどね","What will be, will be.
Don't get too worked up.
... Even though that's what they say, in the end,
it all depends on you.",ui\00_message\npc\base\n3351.gmd,\npc\n3351.arc,n3351.arc,1
0,,"火垂れ山の中は暑いだろうけど
頭の方は冷静さを心掛けな
熱と緊張でイカれて命を落とさないように","It must be hot inside the Firefall Mountain, but
keep a cool head.
Stay your mind under the duress of heat and you
may end up keeping your life.",ui\00_message\npc\base\n3351.gmd,\npc\n3351.arc,n3351.arc,2
0,,"そうだ――
戦技を見直してから行きなよ
ユセフが相談にのってくれるからさ","That's right...
Reevaluate your combat skills before you go.
Youssef will give you advice, so consult with him.",ui\00_message\npc\base\n3351.gmd,\npc\n3351.arc,n3351.arc,3
0,,"体調と戦技、それから装備――
覚者殿には万端の状態でいていただかねば","Physical condition, combat skills, and equipment—
It is essential for the Master Arisen to be in
perfect condition.",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,0
0,,"ここでお休みになるならば<VAL PRICE_INN>です
この荒れ地で寝床を確保するために必要でして――
覚者殿、どうかご了承ください","If you wish to take a rest here, the price is
<VAL PRICE_INN>.
It is necessary to secure a place to sleep in
this barren land...
Master Arisen, please understand.",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,1
0,,はい,Yes,ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,2
0,,いいえ,No,ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,3
0,,"寝心地がいいとはお世辞にも言えぬ寝床ですが
どうぞお休みください
体調を整えていただくことが最優先です","While I can't exactly call this bed comfortable,
please rest well.
Your well-being is our top priority, so please
take the time to recover.",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,4
0,,はい,Yes,ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,5
0,,いいえ,No,ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,6
0,,"《弱化の治療》でしょうか
治療に必要な物資にも限りがあるため
どうしても<VAL PRICE_WEAK>ほど
いただかねばならぬこと、お許しを――","Is it ""Treat Weakness""?
Because there is a limited supply of resources
for treatment, there is no choice but to ask for
<VAL PRICE_WEAK>.
Please, understand, and forgive me――",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,7
0,,はい,Yes,ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,8
0,,いいえ,No,ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,9
0,,"覚者殿、申し上げにくいことですが
《弱化》されていないようです
ええ、間違いなく《弱化》されていません","Master Arisen, 'tis difficult for me to really
say, but it seems that you have not been weakened.
Yes, without a doubt.",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,10
0,,"""あの時""メガドを護りきれなかった我らです
""今""できることをやらせてください","We couldn't protect Megado back then.
Let us do what we can do now!",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,11
0,,"火垂れ山へもお供したいのは山々ですが
――我らでは足手まといになるだけでしょう
ここでお待ちしております","While we would love to accompany you to Firefall
Mountain, we fear we would only hinder your
progress.
--We shall await your return here.",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,12
0,,"突然の怪我や物資不足――
他にも、何かあった時には
すぐにこのキャンプへお戻りください
そのために我々がいるのですから","Sudden injury or lack of supplies--
If you have any other problems, please return to
this camp immediately.
That's what we're here for!",ui\00_message\npc\base\n3352.gmd,\npc\n3352.arc,n3352.arc,13
0,,"――お前さん
なかなか見どころがありそうじゃの","--You've got something special about you, I can
tell.
I'm intrigued.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,0
0,,"その気があるならワシのとっておきを
教えてやらんでもないが","If you're interested, I could share some of my
insider knowledge with you.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,1
0,,"海竜リンドブルムに座礁船
ここからでも浜辺の様子はよぉ見えるわい
お前さんが来る様子もな","Ship stranded on Lindwurm.
I can see the beach just fine from here.
And I can see you coming, too.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,2
0,,"このモルトバ灯台はな、今でこそ
神殿から出る洋撃船専用みたいに
なっとるが、もっと昔の時代からあったそうじゃ","The Moltova Lighthouse now seems to be
exclusively for the ocean-bound ships leaving from
the temple, but apparently, it has been around
since ancient times.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,3
0,,"外洋が穏やかでヒュージブルもおらず
数多の船が浜の村から出ていた時代にな","In the era when the open sea was calm and there
was no Brine, many ships used to depart
from the village on the beach.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,4
0,,"んん？
何じゃ、わざわざこんな所に
何をしにきた、特にもてなしもできんぞ","Huh? What brings you all the way here?
Can't offer much hospitality in a place like this.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,5
0,,"ほう――
そっちの話か、良かろう","Oh, that's what you're after.
Alright then.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,6
0,,"ワシはルドルフォ
見ての通り灯台守じゃが、かつては白騎団で
《シールドセージ》の教官をしておった","I am Rudolfo.
As you can see, I am the lighthouse keeper.
Formerly, I used to be an Instructor of the White
Knights, teaching the ways of the Shield Sage.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,7
0,,"お前さん、《シールドセージ》として経験を積み
護りのイロハは体得したようじゃの","Seems you've gained experience as a Shield Sage,
and mastered the basics of protection.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,8
0,,"大盾で敵の攻撃を受けとめ、それを反撃の力たる
フォースへ転化する――","With the Greatshield, you can intercept the
enemy's attacks and convert them into the power to
counterattack--",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,9
0,,"そして、敵の注目を一身に集めることで
仲間の攻撃機会を増やす","And by drawing the enemy's attention to oneself,
increase the opportunities for your allies to
attack.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,10
0,,"もう分かっているだろうが
その大盾は、お前さんのみを守るものにあらず
仲間のための砦でもある","You should already have grasped this.
That Greatshield is not only for your protection,
but is also a fortress for your comrades.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,11
0,,"力量はもう十分じゃ
ワシの出す試練を乗り越え、さらなる精進を
してみんか？","Your strength is already enough.
How about overcoming the trials I present and
striving for further improvement?",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,12
0,,"よしよし
護りのイロハは体得したようじゃの","Good, good, it seems you've mastered the basics
of protection.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,13
0,,"では、《シールドセージ》として
本格的に鍛錬を積むがよい","Then, it's time to undergo some rigorous training
as a Shield Sage!",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,14
0,,"お前さん、かなり護りの術に
長けてきたようじゃの","You're getting pretty good at the art of
self-defense, aren't you?",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,15
0,,"よし――
ではそろそろ、もう一歩踏み込んだ
技を覚えてみるか","Alright――
Then, it's about time to learn a more advanced
technique.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,16
0,,"うむ、《シールドセージ》に興味があるのか？
――シールドセージはもともと騎士団と戦に
赴いたプリーストの一団が、防護術に特化し
開いた職と言われていてな","Ah, are you interested in the Shield Sage?
The Shield Sage is said to be a vocation that was
originally formed by a group of priests who joined
the Knights Order and specialized in defensive
magic.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,17
0,,"もっとも大きな差は、自身の精神力だけでなく
敵が攻撃に使う力そのものを、護りの力に転化
したという点じゃ","The biggest difference is that we have converted
not only our own mental power, but also diversion
of the enemy's attack into the power to protect.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,18
0,,"敵の攻撃を防ぎ、かつ力として吸収する大盾は
あれで呪具でもある","The Greatshield that blocks enemy attacks and
absorbs them as power also serves as a tool of
magic.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,19
0,,"ロッドと対で使うことで
力を《フォース》として蓄積し、制御するのじゃ
――む？　ちょっと難しかったかの？","Used in conjunction with a rod, it stores and
controls power as ""Force"".
-- Hmm?　Shall I reiterate?",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,20
0,,"要するに、じゃ
敵の力すら利用し、己自身が皆を守る盾となる者
それがシールドセージということじゃよ","In short, a Shield Sage is someone who not only
harnesses the power of their enemies, but also
becomes a shield to protect everyone.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,21
0,,"お前さん
《エンチャント》は使っておるか？","Are you using ""Enchant"" abilities?",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,22
0,,"火や氷、雷、そして聖に闇
魔物どもには弱点というべき
苦手属性があることが多くてな","Fire, ice, lightning, as well as holy and dark—
many monsters have weaknesses or attributes they
are vulnerable to.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,23
0,,"そこを突けるかどうかで、戦いの流れは
全く変わると言っても過言ではない
弱点属性をエンチャントしてやれば
味方の火力は一気に上がるじゃろう","It is not an exaggeration to say that the flow of
battle can completely change depending on whether
or not you can exploit that weakness.
By enchanting the right attribute, your allies'
firepower will increase significantly.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,24
0,,"《フォース》に属性の力を帯びさせ
武器へ付与する
それがシールドセージのもう一つの
大きな役割じゃな","Infusing the power of enchantments from ""Force""
and applying it to weapons—
that's another significant role of the Shield
Sage.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,25
0,,"ふううむ、目を見張る成長じゃ
お前さんに、ワシのとっておきを
伝授する時がきたようだの","Hmm, your growth is truly remarkable.
It seems that the time has come for me to impart
my special knowledge to you, my dear apprentice.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,26
0,,"《シールドセージ》の真髄とは
己自身が仲間を守る砦となること
そして戦いの行方を導く、確かな
灯台となることじゃ","The essence of the ""Shield Sage"" is to become a
fortress that protects one's comrades, and to be a
reliable beacon that guides the course of battle.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,27
0,,それを心して、この技を修得するがよい,Keep that in mind as you master this technique.,ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,28
0,,"なんじゃお前さん
戦技についての話か？","What's on your mind, stranger?
Are you here to discuss combat skills?",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,29
0,,"そうじゃな――ならまずは――
《シールドセージ》となり
ジョブレベル１８を目指すといい","Well, then, first of all, you should become a
""Shield Sage"" and aim for job level 18.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,30
0,,"その後、神殿の訓練官――
たしかレンテンとかいったかのう
あの者から正式にワシへの修練紹介を
出してもらうがよい","After that, the temple trainer-- I think it's
Renton or something like that-- can give you a
formal introduction to my training.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,31
0,,"その時こそ直伝の技を教えてやろう
それまではよく護り、鍛えるのじゃ","Only then will I teach you the techniques
directly.
Until then, protect and train well.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,32
0,,"ほほぉ、シールドセージとして
なかなか励んでおるようじゃの
そのレベルであれば、より高度な技術を
学んでよい頃かもしれん","Oh, so you're working hard as a Shield Sage I see.
At your level, it might be a good time to learn
more advanced techniques.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,33
0,,"とはいえ、急にワシが修練してやるのは
筋違いじゃな
覚者であれば神殿の訓練官――
レンテンとか言ったかのう？","That said, it wouldn't be right for me to
suddenly start training you.
If you're an Arisen, you should seek out the
Temple's Training Officer -- I believe his name
was Renton.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,34
0,,"まずはあやつに一報を入れてから
この道を深めるかどうか
今一度考えてみるとよい","I suggest you contact that individual first and
then reconsider whether to delve further into this
path.",ui\00_message\npc\base\n4500.gmd,\npc\n4500.arc,n4500.arc,35
0,,"あらぁ、わざわざこんな所に何の用？
魔女が住んでるって噂でも
聞いてきたのかしら？　ふふふ","Oh my, what brings you all the way here?
Did you come to inquire about the rumors of a
witch residing here? Hehehe.",ui\00_message\npc\base\n4501.gmd,\npc\n4501.arc,n4501.arc,0
0,,"術士として見込みがありそうなら
特別に教えてあげてもいいわよ　","If you show promise as a sorcerer, I might
consider teaching you something special.",ui\00_message\npc\base\n4501.gmd,\npc\n4501.arc,n4501.arc,1
0,,"ソーサリーと呼ばれる
今やこの地から失われゆく魔術の極意をね
あなた、興味ある？","Are you interested in learning the secrets of
Sorcery, a form of magic that has all but vanished
from this land?",ui\00_message\npc\base\n4501.gmd,\npc\n4501.arc,n4501.arc,2
0,,"魔術の真髄は森羅万象への理解
自然の中で一体となり
頭と身体で感じる事が大切なのよ","The essence of magic lies in understanding the
vastness of nature.
It is crucial to become one with nature, to feel
it with both your mind and body.",ui\00_message\npc\base\n4501.gmd,\npc\n4501.arc,n4501.arc,3
0,,あらぁ、わざわざこんな所に何の用？,"Oh, what are you doing all the way out here?",ui\00_message\npc\base\n4501.gmd,\npc\n4501.arc,n4501.arc,4
