19,CUSTOM_SKILL_COMMAND_03_198,セットボタンで構え後、<KC SHOOT>で発射,"While holding the assigned button, <KC SHOOT> to
shoot.",ui\00_message\skill\custom_skill_command_03.gmd,\skill\custom_skill_data_03.arc,custom_skill_data_03.arc,19
19,CUSTOM_SKILL_INFO_05_206,"【ＥＸ追加効果】
スキル発動中ガード状態になる
敵の攻撃を防いだ後、攻撃を敵に接触させる度に
フォースゲージが増加する","EX Additional Effects:
Guard yourself during execution.
After blocking an enemy's attack,
Force Gauge increases with every hit.",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,19
20,CUSTOM_SKILL_INFO_05_207,"【ＥＸ追加効果】
詠唱時間短縮
展開中に魔法の壁を解放して聖属性の攻撃が可能
敵の攻撃を防ぐと魔法の壁のエネルギーが蓄積し
解放時のダメージ量が増加する","EX Additional Effects:
Reduce charge time.
Can release magick wall and attack surrounding
enemies.
Blocking attacks will accumulate the energy of
the wall,
increasing damage.",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,20
21,CUSTOM_SKILL_INFO_05_208,"【ＥＸ追加効果】
展開中、物理防御力／魔法防御力／耐久力が増加","EX Additional Effects:
Increase Physical/Magick defense and Endurance.",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,21
0,CUSTOM_SKILL_COMMAND_06_68,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,0
1,CUSTOM_SKILL_COMMAND_06_72,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,1
2,CUSTOM_SKILL_COMMAND_06_74,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,2
3,CUSTOM_SKILL_COMMAND_06_71,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,3
4,CUSTOM_SKILL_COMMAND_06_69,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,4
5,CUSTOM_SKILL_COMMAND_06_73,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,5
6,CUSTOM_SKILL_COMMAND_06_75,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,6
7,CUSTOM_SKILL_COMMAND_06_70,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,7
8,CUSTOM_SKILL_COMMAND_06_76,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,8
9,CUSTOM_SKILL_COMMAND_06_78,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,9
10,CUSTOM_SKILL_COMMAND_06_77,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,10
11,CUSTOM_SKILL_COMMAND_06_79,"セットボタンを押して詠唱、詠唱完了で発動
発動後、一定時間攻撃範囲を<PADM>左スティック上下<KEYM>移動キー<KC MOVE_FORWARD><KC MOVE_BACKWARD></KEYM>で調整可能
<KC TOUCH>で攻撃範囲を決定","Press the assigned button to chant,
activated on completion.
After activation, adjust attack range
<PADM>by moving the left stick up and
down<KEYM>with movement keys <KC MOVE_FORWARD><KC
MOVE_BACKWARD></KEYM>.
Change attack range with <KC TOUCH>.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,11
12,CUSTOM_SKILL_COMMAND_06_137,"セットボタンを押して詠唱、詠唱完了で氷塊発現
発現後、セットボタン<PADM>または<ICON PAD_L2>か<ICON PAD_R2></PADM>を押すと射出
<KC TOUCH>を押すと氷塊解除","Press the assigned button to chant,
giant snowflake conjured on completion.
After conjuring, press the assigned button
<PADM>or <ICON PAD_L2> or <ICON PAD_R2> </PADM>to
shoot.
Press <KC TOUCH> to release the giant snowflake.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,12
13,CUSTOM_SKILL_COMMAND_06_138,"セットボタンを押して詠唱、詠唱完了で魔法杭発現
発現後、再度セットボタンを押すと放電開始","Press the assigned button to chant,
magickal stake conjured on completion.
After conjuring, press the assigned button again
to start discharging it.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,13
14,CUSTOM_SKILL_COMMAND_06_176,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,14
15,CUSTOM_SKILL_COMMAND_06_177,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,15
16,CUSTOM_SKILL_COMMAND_06_178,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,16
17,CUSTOM_SKILL_COMMAND_06_179,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,17
18,CUSTOM_SKILL_COMMAND_06_221,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,18
19,CUSTOM_SKILL_COMMAND_06_222,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,19
20,CUSTOM_SKILL_COMMAND_06_223,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,20
21,CUSTOM_SKILL_COMMAND_06_224,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,21
0,CUSTOM_SKILL_INFO_06_68,"魔力を溜めた後、
広範囲に向けてブレス状の炎を放つ
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で動作終了間際に追加入力することで
往復攻撃可能</COL>","After charging magick,
release a breath-like flame in front of you.
<COL ffdc78>LV UP: Increases damage.
LV.6: Press the button right before the end
to repeat the spell.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,0
1,CUSTOM_SKILL_INFO_06_72,"自身を中心に、一定範囲をカバーする
雷属性の魔法を放つ
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃範囲拡大</COL>","Emit lightning in a range outwards from you.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,1
2,CUSTOM_SKILL_INFO_06_74,"魔力を溜めた後、闇の霧を発生させる
霧は敵にまとわりつき、継続ダメージを与える
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で継続時間延長／攻撃ヒット数増加</COL>","After charging magick, generate a dark fog.
The fog will cling to enemies, dealing damage
over time.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases duration of the effect.
Increases the number of hits.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,2
3,CUSTOM_SKILL_INFO_06_71,"魔力を溜めた後、
敵の足元から巨大な氷の塊を出現させる
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で術始動時に範囲攻撃追加</COL>","After charging magick,
generate a giant spire of ice at the enemy's feet.
<COL ffdc78>LV UP: Increases damage.
LV.6: Adds an additional attack at the start
of the effect.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,3
4,CUSTOM_SKILL_INFO_06_69,"魔力を溜めた後、
高い炎の壁を作り出す
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃範囲拡大</COL>","After charging magick,
generate a towering wall of flame.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,4
5,CUSTOM_SKILL_INFO_06_73,"魔力を溜めた後、大杖を振りかざして
雷・斬属性を持つ円月状の衝撃波を放つ
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で衝撃波が３方向化</COL>","After charging magick, brandish your archistaff,
releasing a blade-shaped shockwave.
Inflicts damage with Lightning and Slash
attributes.
<COL ffdc78>LV UP: Increases damage.
LV.6: Shockwave will fire in 3 directions.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,5
6,CUSTOM_SKILL_INFO_06_75,"魔力を溜めた後、地を揺らし岩塊を隆起させ、
闇・打属性によるダメージを与える
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で岩塊数が増加（１→２）</COL>","After charging magick, shake the earth,
sending eruptions of stone high into the air.
Inflicts damage with Darkness and Impact
attributes.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases number of rocks (1→2).</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,6
7,CUSTOM_SKILL_INFO_06_70,"魔力を溜めた後、
敵の頭上に燃え盛る隕石を落下させる
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で隕石弾数が増加（４→７）</COL>","After charging magick, call meteors down from
the heavens to land around the enemy.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases number of meteors (4→7).</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,7
8,CUSTOM_SKILL_INFO_06_76,"魔力を溜めた後、敵の頭上に落雷を発生させる
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で落雷数が増加（３→５）</COL>","After charging magick, smite the enemy
from above with tongues of lightning.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases number of lightning strikes
(3→5).</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,8
9,CUSTOM_SKILL_INFO_06_78,"魔力を溜めた後、上空に濃い闇の霧を発生させる
霧に侵入した全ての敵に継続ダメージを与える
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃範囲拡大</COL>","After charging magick, conjure a dense
dark fog overhead that deals continous
damage to enemies within.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,9
10,CUSTOM_SKILL_INFO_06_77,"魔力を溜めた後、氷の槍を発現させ前方に放つ
氷・射属性によるダメージを与える
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃範囲拡大</COL>","After charging magick, conjure a twisting spike
of ice that thrusts forward from the ground.
Inflicts damage with Ice and Shot attributes.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,10
11,CUSTOM_SKILL_INFO_06_79,"魔力を溜めて凝縮し、無属性の魔球を発現させる
周囲に魔力を解放し大ダメージを与える
爆発範囲は調節可能で、狭いほど高威力
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で爆発範囲の限界幅が拡張</COL>","After charging magick, conjure a non-elemental
magick orb.
The magickal power stored within the orb is
released over
an adjustable area, dealing a great deal of
damage to foes
within its range. Power increases as the orb
becomes smaller.
<COL ffdc78>LV UP: Increases damage of the skill.
LV.6: Expands the range of the explosion.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,11
12,CUSTOM_SKILL_INFO_06_137,"魔力を溜めた後、氷の矢を放つ氷塊を発現させ、
任意のタイミングで矢を高速射出する
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で矢の数が増加／溜め攻撃が可能</COL>","After charging magick, conjure a giant snowflake
that calls forth and fires arrows of ice at high
velocities.
<COL ffdc78>LV UP: Increases damage of the skill.
LV.6: Increases number of arrows formed and
allows the skill
to be charged.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,12
13,CUSTOM_SKILL_INFO_06_138,"魔力を溜めて雷を引き寄せる魔法杭を発現させ、
自身の杖との間に稲妻を発生させる
<COL ffdc78>LV UP毎にスタミナ消費量の減少
LV.６で攻撃威力上昇／攻撃ヒット数増加</COL>","Conjure a magickal stake that gathers magickal
power from
your staff, and calls down lightning when
charged.
<COL ffdc78>LV UP: Decreases stamina cost of
skill.
LV.6: Increases damage of the skill and number of
hits.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,13
14,CUSTOM_SKILL_INFO_06_176,"【ＥＸ追加効果】
闇の霧の中心部分のダメージ量が増加
<COL ff7878>亜人／鬼人／巨人の敵に与えるダメージ量が増加</COL>","EX Additional Effects:
Increase damage to enemies at the center of the
mist.
<COL ff7878>Further increase damage to
Giant/Ogre/Demihuman enemies.</COL>",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,14
15,CUSTOM_SKILL_INFO_06_177,"【ＥＸ追加効果】
毒／睡眠の状態異常を付与","EX Additional Effects:
Accumulate poison/sleep status effects.",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,15
16,CUSTOM_SKILL_INFO_06_178,"【ＥＸ追加効果】
ダメージ量が増加
攻撃ヒット数が増加","EX Additional Effects:
Increase damage.
Increase number of hits",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,16
17,CUSTOM_SKILL_INFO_06_179,"【ＥＸ追加効果】
空中詠唱可能
のけぞり、吹き飛び中でも発動可能","EX Additional Effects:
Possible to cast in the air or
when being knocked back.",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,17
18,CUSTOM_SKILL_INFO_06_221,"【ＥＸ追加効果】
中央に巨大な爆炎が追加で発生","EX Additional Effects:
Create a huge explosion at the center.",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,18
19,CUSTOM_SKILL_INFO_06_222,"【ＥＸ追加効果】
攻撃範囲の高度が拡張
延焼エリアに吹き飛ばし力が追加され
展開時間が延長される","EX Additional Effects:
Increase the altitude range of the attack.
Add blow power to the lingering hits.
Increase duration of the skill.",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,19
20,CUSTOM_SKILL_INFO_06_223,"【ＥＸ追加効果】
攻撃ヒット数が増加
凍結の状態異常蓄積値が増加","EX Additional Effects:
Increase number of hits.
Increase Freeze accumulation.",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,20
21,CUSTOM_SKILL_INFO_06_224,"【ＥＸ追加効果】
氷の塊消滅後、氷粒の渦を展開
氷防低下の状態異常を付与","EX Additional Effects:
Leave an icy vortex after the ice pillar
disappears.
Add Ice Resist Down accumulation.",ui\00_message\skill\custom_skill_info_06.gmd,\skill\custom_skill_data_06.arc,custom_skill_data_06.arc,21
0,CUSTOM_SKILL_COMMAND_07_80,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,0
1,CUSTOM_SKILL_COMMAND_07_82,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,1
2,CUSTOM_SKILL_COMMAND_07_81,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,2
3,CUSTOM_SKILL_COMMAND_07_83,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,3
4,CUSTOM_SKILL_COMMAND_07_84,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,4
5,CUSTOM_SKILL_COMMAND_07_85,セットボタン押しっぱなし,Hold the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,5
6,CUSTOM_SKILL_COMMAND_07_87,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,6
7,CUSTOM_SKILL_COMMAND_07_86,敵の攻撃を引きつけてセットボタンを押す,"Just as an enemy attacks,
press the assigned button.",ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,7
8,CUSTOM_SKILL_COMMAND_07_90,敵の攻撃を引きつけてセットボタンを押す,"Just as an enemy attacks,
press the assigned button.",ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,8
9,CUSTOM_SKILL_COMMAND_07_89,セットボタンを連続して押す,Repeatedly press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,9
10,CUSTOM_SKILL_COMMAND_07_91,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,10
11,CUSTOM_SKILL_COMMAND_07_88,"セットボタン押しっぱなし
<COL ff7878>溜め満了で戦甲へのカウンターに特化</COL>","Hold the assigned button.
<COL ff7878>Effective against War-Ready enemies
if this skill is executed
at full gauge.</COL>",ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,11
12,CUSTOM_SKILL_COMMAND_07_139,"しがみつき中にセットボタンを押す
抉り中にセットボタン長押し、または
ボタン連打を止めると引き抜き攻撃","While climbing an enemy,
press the assigned button.",ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,12
13,CUSTOM_SKILL_COMMAND_07_140,"セットボタン押しっぱなし
空中ではセットボタンを押す","Hold the assigned button.
While in the air, press the assigned button.",ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,13
14,CUSTOM_SKILL_COMMAND_07_180,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,14
15,CUSTOM_SKILL_COMMAND_07_181,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,15
16,CUSTOM_SKILL_COMMAND_07_182,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,16
17,CUSTOM_SKILL_COMMAND_07_183,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,17
18,CUSTOM_SKILL_COMMAND_07_225,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,18
19,CUSTOM_SKILL_COMMAND_07_226,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,19
20,CUSTOM_SKILL_COMMAND_07_227,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,20
21,CUSTOM_SKILL_COMMAND_07_228,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,21
0,CUSTOM_SKILL_INFO_07_80,"大剣を突き刺し、勢いよく斬り上げる
敵を高く打ち上げることが可能
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６でモーション変化／攻撃ヒット数増加</COL>","Stabs foes then fiercely slashes upward.
Can send foes flying high into the air.
<COL ffdc78>LV UP: Increases damage.
LV.6: Motion changes. Increases number of
hits.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,0
1,CUSTOM_SKILL_INFO_07_82,"大剣の切っ先を前方に構え、
敵を押しこみながら突進する
<PADM>左スティック<KEYM>移動キー</KEYM>で任意方向へ移動できる
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で移動距離が延長／攻撃ヒット数増加</COL>","Charges forward with the blade extended,
knocking down any caught in its path.
Use the <PADM>left stick<KEYM>move key</KEYM> to
control the direction.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases movement distance. Increases
number of hits.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,1
2,CUSTOM_SKILL_INFO_07_81,"前方に踏み込みながら剣の柄を打ち込む
敵を怯ませやすく、怒り状態の敵のスタミナも
減らしやすい
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６でスタミナ消費減少／攻撃範囲拡大</COL>","Lunges in while driving the hilt of the blade into
the target. Though limited in range it easily
stuns
foes and reduces the Stamina of enraged enemies.
<COL ffdc78>LV UP: Increases damage.
LV.6: Reduces Stamina cost. Increases range of
the effect.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,2
3,CUSTOM_SKILL_INFO_07_83,"後方へ避けつつ攻撃を繰り出す
とっさの回避手段としても有効
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６でモーション変化／追加入力で追加攻撃
敵の攻撃を直前回避時、追加攻撃の威力上昇</COL>","Steps backward in a swift evasive maneuver
while delivering a slashing blow.
<COL ffdc78>LV UP: Increases damage.
LV.6: Motion changes with an additional attack.
Adds an additional input.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,3
4,CUSTOM_SKILL_INFO_07_84,"素早く大剣を回転させ、
自身の全周囲になぎ払い攻撃を繰り出す
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃範囲拡大</COL>","Spins the blade in a swift circle,
slashing at foes all around the user.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,4
5,CUSTOM_SKILL_INFO_07_85,"力を溜め、刀身で敵を叩きつける
敵を気絶させやすい
溜め満了の瞬間にボタンを離すと威力大幅上昇
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で溜め段階拡張（１→２）</COL>","Build up strength before striking enemies with
the side
of your blade. Has high stunning power. Release
the attack
as the charge finishes to increase power
significantly.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases total charge stages (1→2).</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,5
6,CUSTOM_SKILL_INFO_07_87,"上空に対して鋭い突きを繰り出す
空中の敵などに有効
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃範囲拡大／攻撃ヒット数増加</COL>","Thrust your blade with great force into the air.
Especially effective against aerial enemies.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the range of the effect.
Increases number of hits.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,6
7,CUSTOM_SKILL_INFO_07_86,"大剣を構えて待機、敵の攻撃を弾き返した後、
連続動作で反撃する
敵の攻撃を弾き返したときのみ、連続行動を行う
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃ヒット数増加／受付時間延長</COL>","Hold the blade in wait. Upon deflecting an
enemy's attack, the user will unleash a series of
blows.
Only a successful counter will perform multiple
blows.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases number of hits. Increases counter
duration.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,7
8,CUSTOM_SKILL_INFO_07_90,"一歩踏み込み、敵の攻撃を受けとめる。様々な動作
から発動することができる（連続では行えない）
攻撃を受けとめるとリベンジゲージが大きく増加
<COL ffdc78>LV UP毎にリベンジゲージ蓄積値上昇
LV.６でのけぞり、吹き飛び中でも発動可能</COL>","Step inward to receive an enemy's attack.
Can be used out of many different actions. Upon
successfully
receiving an attack, the revenge gauge will fill
greatly.
<COL ffdc78>LV UP: Increases revenge gauge
accumulation.
LV.6: Can be used even during stagger and
knockback.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,8
9,CUSTOM_SKILL_INFO_07_89,"大剣を左右交互に振り下ろし、連続して敵を斬り刻む
ボタンの連打で攻撃回数が増加する
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で最大攻撃回数増加（７→１１）</COL>","Swing your blade in fierce downward motions left
and right,
repeatedly cutting into foes in succession.
Continuously
pressing the skill button increases the number of
attacks.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the maximum number of attacks
(7→11).</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,9
