0,,"す、すみません
てっきり、神殿からお知らせが
いっているかと思い込んでいて――","I-I'm sorry.
I thought the Temple had sent you a notice
already――",ui\00_message\npc\base\n1048.gmd,\npc\n1048.arc,n1048.arc,12
0,,"一夜で滅んだことだけははっきりしてるけど
大波が来たのか、魔物にやられたのか
本当のところは謎なんだ
財宝の件もまだ分からないんだけどさ","The only thing that's clear is that it was
destroyed overnight.
Was it a big wave or did the demons get it?
The real story is a mystery.
We still don't know what happened to the
treasure, either.",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,65
0,,"で、そのルフロー付近で、何か呟きながら
彷徨う人影を見たって
昨日宿に寄った旅人が言ってたんだよ――","So, near that Leflor, a traveler who stopped by
the inn yesterday
said he saw a figure wandering
around, muttering something--.",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,66
0,,"――これって、もしかして幽霊――？
ほら覚者さんも気になるだろ？
だからさ、ほら。確かめてきてくれよ","-Is this, perhaps, a ghost...?
Hey, Arisen, I'm sure you're curious too, right?
So, come on. Please go and check it out.",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,67
0,,"――もう、何ていうかさ
あんたがローテスに来てくれて
本当に良かったよ","-You know, I was really glad when you came to
Rotes.",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,68
0,,"今まで騎士団も神殿も、ここまで
親身になってくれた人はいなかったし
俺も、できる限りあんたを支援するよ","No Knighthood or Temple has ever been so
accommodating, and
I'll support you as much as I can, too.",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,69
0,,これからも、よろしくな！,"From now on, count on me!",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,70
0,,"大変だ、覚者さん！
《青爪浜》にすごく強そうなサイクロプスが
現れたらしいんだ","Oh my God, Arisen!
A very powerful Cyclops has appeared on the Blue
Claw Beach.",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,71
0,,"もしかしたら、そいつがルフローを
一夜で壊滅させた魔物なのかなぁ！？","Maybe that's the demon that destroyed LeFlore
in one night!",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,72
0,,"もしそんなのがローテスへ来るような
ことがあったら――","If such a thing
were to come to Rotes--",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,73
0,,"頼むよ、大変だとは思うけど
なんとかできるとしたら、覚者さんくらいしか
思いつかないんだ
そいつをどうにか撃退してくれよ！","Please, I know it's a lot to ask, but the only
person I can think of who can do something about
it is the Arisen!
I can't think of anything else.
You've got to fight that guy off somehow!",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,74
0,,"よう！　ブリア海岸近辺の事なら
何でも聞いてくれ","Yo!　If you're in the vicinity of the Breya Coast,
, ask me anything you want.",ui\00_message\npc\base\n1205.gmd,\npc\n1205.arc,n1205.arc,75
0,,"そ、そうだ！
灯台の方にいくなら、《鳥寄せ岩》の
近くは気を付けたほうがいいよ","Oh, yeah!
If you're going towards the lighthouse, you
should be careful near the ""Birdcage Rock""
",ui\00_message\npc\base\n1206.gmd,\npc\n1206.arc,n1206.arc,0
0,,"気が立った親ハーピーが巣を作ってて
通りかかった人が襲われることも
あるらしいんだ","I've heard that sometimes the crazed parent
harpies build nests
and attack passersby
.",ui\00_message\npc\base\n1206.gmd,\npc\n1206.arc,n1206.arc,1
0,,"し、心配だ！
海から化け物がきたらどうしよう！　","I'm worried!
What if a monster comes from the sea?",ui\00_message\npc\base\n1206.gmd,\npc\n1206.arc,n1206.arc,2
0,,"ううーん、裏の浜辺から何かの
唸り声が聞こえる気がする――","Ummm, I think I hear something
roaring from the beach out back--",ui\00_message\npc\base\n1206.gmd,\npc\n1206.arc,n1206.arc,3
0,,"見晴らしが良くても敵に見つかり
そうだし、悪くても何か潜んでそうだ
ど、どうしたら！","If the view is good, the enemy will find it
likely, and if it's bad, something will be lurking
which, what to do!",ui\00_message\npc\base\n1206.gmd,\npc\n1206.arc,n1206.arc,4
0,,あ、ああ、僕に何か用？,"Ah, ah, do you need something from me?",ui\00_message\npc\base\n1206.gmd,\npc\n1206.arc,n1206.arc,5
0,,今日の晩ご飯のお魚なにかな,"I wonder what fish we're having for dinner
tonight.",ui\00_message\npc\base\n1207.gmd,\npc\n1207.arc,n1207.arc,0
0,,"海沿い歩くの大好き！
水が気持ちいいよね","I love walking by the sea!
The water feels so good",ui\00_message\npc\base\n1207.gmd,\npc\n1207.arc,n1207.arc,1
0,,"知ってる？　崖の上の灯台
かなり昔からあるんだって","Do you know? The lighthouse on top of the cliff
has been there for a long time",ui\00_message\npc\base\n1207.gmd,\npc\n1207.arc,n1207.arc,2
0,,こんにちは！,Hello!,ui\00_message\npc\base\n1207.gmd,\npc\n1207.arc,n1207.arc,3
0,,"あら、冒険者の方？
もし良ければなのですが、奥にいるアニスに
外の話を聞かせてやってくれません？","Oh, are you an adventurer?
If you don't mind, could you go inside and tell
Anise
the news from outside?",ui\00_message\npc\base\n1208.gmd,\npc\n1208.arc,n1208.arc,0
0,,"アニス――
私の子は足が不自由で
可哀そうな想いをさせてしまっているんです","Anise--
my boy is crippled
and I feel sorry for him.",ui\00_message\npc\base\n1208.gmd,\npc\n1208.arc,n1208.arc,1
0,,"冒険者さん、あなた方は色々な所へ
旅されているんでしょうね","Adventurers, I know you guys travel a lot
",ui\00_message\npc\base\n1208.gmd,\npc\n1208.arc,n1208.arc,2
0,,"あら、こんにちは
わざわざ来て下さってありがとう","Oh, hello
Thanks for coming all the way out here!",ui\00_message\npc\base\n1208.gmd,\npc\n1208.arc,n1208.arc,3
0,,"まったく、そこの《隠れ浜》は厄介だ
追い払っても追い払っても、不逞の輩が
たむろして――","Indeed, the ""hidden beach"" there is a nuisance.
No matter whether you drive them away or not, the
tramps
hang around and--",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,0
0,,"せっかく捕った魚を奪われては
たまらんよ","I can't
let them take all the fish we've caught.",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,1
0,,"浜のあたりにハーピーが増えて
船小屋まで行きにくくなってしまった
まったく迷惑なやつらだよ","More harpies around the beach
and it's harder to get to the boathouse
They're totally annoying!",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,2
0,,"ヒュージブルが居なかった時は、もっと沖まで
船が出せたというし、深い海でも泳げたそうだ","They say that when Huge Bull wasn't around, they
could
sail farther out to sea and swim in deeper water!",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,3
0,,"が、そんな昔のことを知っとる奴は
もうおらんな","But who knows about those old days
any more?",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,4
0,,"漁はほそぼそと続けとるよ
ヒュージブルだの海竜だの、物騒に
なってきたがね","Fishing is still going on slowly.
Fugeables and sea dragons are getting noisy.
",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,5
0,,"食う分の魚はまだ獲れるなぁ
生活には困っとらんよ","I can still catch enough fish to eat.
I don't have to make a living.",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,6
0,,"たまに大きな船が浜に流れ着く
あれは、帰ってこれなかった
神殿の船なのかね？","Sometimes big boats wash up on the beach
That one didn't make it back
Is it a temple boat?",ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,7
0,,ん？　何だね,Hm? What's up?,ui\00_message\npc\base\n1209.gmd,\npc\n1209.arc,n1209.arc,8
0,,"ローテスは漁村ですが
海にはヒュージブルがいるため
あまり住民は沖へでませんね","Rotes is a fishing village, but
the residents don't go offshore much because of
the fusibles in the sea
",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,0
0,,浅い所は大丈夫でありますが,Shallow areas are fine.,ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,1
0,,"このところのローテスの問題は
《ブリア宝奪団》という海賊なのです","The problem with the Lotes these days is that
they are pirates called the ""Breya Treasure
Robbers""!",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,2
0,,"エリアマスターのオニールさんも
自分も、かなり困っているのです","Both Area Master O'Neill and
myself are in a lot of trouble!",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,3
0,,"一体連中はどこに潜んでいるのか――
いくつか怪しい場所候補はあるのですが
むむむ――","Where the heck are they lurking--
I have a few potential suspicious places
mmmm--",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,4
0,,ここの警備担当は自分であります！,I am in charge of security here!,ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,5
0,,"覚者殿は、村の問題解決担当で？
そりゃあ助かります！","You're in charge of solving the village's
problems, aren't you?
That would be very helpful!",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,6
0,,"一つ注意です
村から南に下った裏の浜辺、《青爪浜》
方面はできるだけ近づかないでください！","A word of caution:
The southern beach, 《Blue Claw Beach》,
is best avoided entirely!",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,7
0,,c,"The demons are dangerous there
and I'm not confident that I
would be able to help if something were to happen!",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,8
0,,"とくに、そっちの方へ続く道には
《小鬼の野営地》があり、ホブゴブリンが
うろつくこともあり、危険であります","There is a ""Goblin Camp"" on the road leading that
way.
Hobgoblins are known to wander there as well.
It is quite dangerous!",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,9
0,,浜遊びは村の近くでどうぞ！,"Please enjoy playing at the beach near the
village!",ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,10
0,,ようこそローテスへ！,Welcome to Rotes!,ui\00_message\npc\base\n1210.gmd,\npc\n1210.arc,n1210.arc,11
0,,お客さん？　こんにちは,Hello and welcome.,ui\00_message\npc\base\n1211.gmd,\npc\n1211.arc,n1211.arc,0
0,,"行ってみたい所がたくさんあるの
この部屋から出ることもできないのに――","There are so many places I'd like to go,
but I can't even leave this room--",ui\00_message\npc\base\n1211.gmd,\npc\n1211.arc,n1211.arc,1
0,,"私、歩けないの
だからずっとここにいるよ","I can't walk,
so I stay here all the time.",ui\00_message\npc\base\n1211.gmd,\npc\n1211.arc,n1211.arc,2
0,,"冒険の話を聞かせてほしいな
どんなことでもいいから","Please, tell me stories of your adventures.
Any story at all!",ui\00_message\npc\base\n1211.gmd,\npc\n1211.arc,n1211.arc,3
0,,旅の同伴者をお求めですか？　覚者様,"Are you looking for a travel companion, Ser
Arisen?",ui\00_message\npc\base\n1212.gmd,\npc\n1212.arc,n1212.arc,0
0,,白竜様のご加護があらんことを,"May the blessings of The White Dragon
be with you, Arisen.",ui\00_message\npc\base\n1212.gmd,\npc\n1212.arc,n1212.arc,1
0,,リムの輝きは常に貴方と共に,"Even now, the Rift's glow shields you.",ui\00_message\npc\base\n1212.gmd,\npc\n1212.arc,n1212.arc,2
0,,"メンバーの再編をお考えでしたら
なんなりと","If you are thinking of reorganizing your 
party members, please do not hesitate 
to ask.",ui\00_message\npc\base\n1212.gmd,\npc\n1212.arc,n1212.arc,3
0,,"ほほ！　どうです、ワシの演奏は！
神殿の詩人にも引けをとらんでしょう","Ho ho!　What do you think of my performance?
I'm as good as the poets of the temple.",ui\00_message\npc\base\n1213.gmd,\npc\n1213.arc,n1213.arc,0
0,,"ふんふ～ん～　青い海～　白い砂～
潮風薫る浜辺の夢～","Mmmmm～ Blue sea～ White sand～
Sea breeze smells like a dream on the beach～",ui\00_message\npc\base\n1213.gmd,\npc\n1213.arc,n1213.arc,1
0,,"ローテス！　ローテ～ス！
一度はおいでませ～～～",Rotes! Rotes～～～!,ui\00_message\npc\base\n1213.gmd,\npc\n1213.arc,n1213.arc,2
0,,"はんは～ん～　るるる～
青い水辺に潜む罠～
赤いべとべと忍び寄る～～","Hmmm～　Lululu～
A trap lurking at the blue water's edge～
Sticky red creeps up～",ui\00_message\npc\base\n1213.gmd,\npc\n1213.arc,n1213.arc,3
0,,"気づけば足元ヒュージブル～～
油断大敵ヒュージブル～～～！","Too late, brine at your feet ～～!
Carelessness kills,  the brine again～～～!",ui\00_message\npc\base\n1213.gmd,\npc\n1213.arc,n1213.arc,4
0,,ほっほっほ！　くつろいで下され！,Hohoho! Please relax!,ui\00_message\npc\base\n1213.gmd,\npc\n1213.arc,n1213.arc,5
0,,"あぁ、いらっしゃいませ
品物を出しますね","Ah, welcome.
I'll bring out the goods.",ui\00_message\npc\base\n1300.gmd,\npc\n1300.arc,n1300.arc,0
0,,"はぁ――
気疲れかしら
でも、わたしまで倒れるわけにはいかないし","Haah... Must be exhaustion.
Still, I don't have the luxury of falling ill.",ui\00_message\npc\base\n1300.gmd,\npc\n1300.arc,n1300.arc,1
0,,"この村では薬が不足しがちなんです
妙な流行り病のせいで――
旅の方へお分けする量はあるのですが","There is a tendency of shortage of medicine
in this village due to a strange epidemic.
There is a sufficient amount to share with
travelers though.",ui\00_message\npc\base\n1300.gmd,\npc\n1300.arc,n1300.arc,2
0,,"うちの旦那も倒れて
もう半月くらい経つのですが
いい薬があったら教えてもらえませんか？","My husband collapsed two weeks
back and still...
Do you know any remedies that might help?",ui\00_message\npc\base\n1300.gmd,\npc\n1300.arc,n1300.arc,3
0,,うぅ――？,Ugh--?,ui\00_message\npc\base\n1301.gmd,\npc\n1301.arc,n1301.arc,0
0,,うぅ――、体が、痛い――,Ugh-- my body hurts--,ui\00_message\npc\base\n1301.gmd,\npc\n1301.arc,n1301.arc,1
0,,あぁ、あ、頭が――,"Ah, my head--",ui\00_message\npc\base\n1301.gmd,\npc\n1301.arc,n1301.arc,2
0,,寒いのか、暑いのか――,Is it cold or hot--,ui\00_message\npc\base\n1301.gmd,\npc\n1301.arc,n1301.arc,3
0,,"ようこそ、テルへ
旅の準備はこちらで承ろう
何かご用かな？","Welcome to Tel.
Let us help you prepare for your journey;
How can we help you?",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,0
0,,"宿泊だったら<VAL PRICE_INN>だよ
泊っていくかい？","If you're staying overnight, it's <VAL PRICE_INN>.
Want to stay the night?",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,1
0,,はい,Yes,ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,2
0,,いいえ,No,ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,3
0,,"《弱化の治療》なら
<VAL PRICE_WEAK>だよ、どうするね？","If it's 《Treat Weakness》, it's <VAL PRICE_WEAK>.
What do you want to do?",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,4
0,,はい,Yes,ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,5
0,,いいえ,No,ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,6
0,,"《弱化の治療》は必要ないようだ
それでも疲れているなら
うちで休憩していくといい","It seems that 《Treatment for Weakness》 
is not necessary.
However, if you are still tired, it would be 
good to take a break at my place.",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,7
0,,"覚者さん、神殿からあんたには便宜を図るよう
言われているよ
さ、好きな部屋を自由に使ってくれ
休んでいくか？","Arisen, the Temple has told me to accommodate you.
Now, feel free to use any room you like.
Shall we take a break?",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,8
0,,はい,Yes,ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,9
0,,いいえ,No,ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,10
0,,"ただでさえ近頃大変だというのに
西に墜ちてきたアレ――
まったく、不安でたまらんよ","Even though it's been tough lately
that thing that crashed in the west--
I'm so anxious to see it, at all!",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,11
0,,"覚者さん、良ければ力を貸して
もらえないか？実は、今ここテルでは
変な病が流行っていてな――","Arisen, if you don't mind, can you help me?
Actually, there's a strange disease going 
around here in Tel right now--",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,12
0,,"ついに倒れる者もでるようになったんだ
一応神殿にも連絡はしているんだが","Folks are beginning to collapse now.
We did alert the temple, but...",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,13
0,,"この辺りの情報なら
隣にいるアルフレドに聞いてみるといい","You can ask Alfred next door
for more information on this area.",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,14
0,,"日頃の厄介事は、あいつを介して
騎士団や覚者さんに取り次いでもらってる
まぁ、私から直接の時もあるにはあるが","Most issues get channeled to the
Order and Arisen through him -
though occasional direct reports do 
happen.",ui\00_message\npc\base\n1302.gmd,\npc\n1302.arc,n1302.arc,15
0,,"ウチは装具屋だよ
要るものがないか見ていってよ","Hey, are you here for shopping?
See if there's anything you need.",ui\00_message\npc\base\n1303.gmd,\npc\n1303.arc,n1303.arc,0
0,,"うちがなんとかやっていけてるのも
騎士さんや覚者さんのお陰だよ","We're scraping by thanks to the Knights...
and the Arisen's deeds.",ui\00_message\npc\base\n1303.gmd,\npc\n1303.arc,n1303.arc,1
0,,お客さん、何か欲しいのある？,"Do you need anything, sir?",ui\00_message\npc\base\n1303.gmd,\npc\n1303.arc,n1303.arc,2
0,,必要なものがあれば、買ってって,"If you need anything, feel free to buy it.",ui\00_message\npc\base\n1303.gmd,\npc\n1303.arc,n1303.arc,3
0,,うん、何か用かな？,"Hmm, what can I do for you?",ui\00_message\npc\base\n1304.gmd,\npc\n1304.arc,n1304.arc,0
0,,"川を少し北にいったところの河原
《血すすぎ河原》っていうんだが
いつのころからかリザードマンが集まってきてなぁ","A little north of the river, there's a riverbed
called the 《Blood Rinsing Riverbed》
Lizardmen have been gathering there for some 
time now.",ui\00_message\npc\base\n1304.gmd,\npc\n1304.arc,n1304.arc,1
0,,"川を泳いでこっちへ来やしないかと
落ち着かんね","I'm wondering if he's going to swim down
the river and come over here.
I'm getting restless.",ui\00_message\npc\base\n1304.gmd,\npc\n1304.arc,n1304.arc,2
0,,"覚者さん、よければそこの黒ブドウ亭
にいるアルフレドに力を貸してやって
くれないか","Arisen, if you don't mind, can you help
Alfred at the Black Grape Inn?",ui\00_message\npc\base\n1304.gmd,\npc\n1304.arc,n1304.arc,3
0,,はぁ、疲れが溜まりやすくなったな,"Ah, I've been getting tired easily.",ui\00_message\npc\base\n1304.gmd,\npc\n1304.arc,n1304.arc,4
0,,"やや熱っぽいような気が
い、いやいや気のせいだな","I feel somewhat feverish
No, no, no, it's just my imagination.",ui\00_message\npc\base\n1304.gmd,\npc\n1304.arc,n1304.arc,5
0,,"西側の森に、巨大な何かが落ちてきたんだ
神殿から調査の人も来ていたよ
村の者は恐ろしくて誰も近寄らんね","Something huge fell in the woods to the west.
Some people from the temple came to investigate.
No one in the village is afraid to go near it.",ui\00_message\npc\base\n1304.gmd,\npc\n1304.arc,n1304.arc,6
0,,あぁ、どうかしたか？,"Oh, is something wrong?",ui\00_message\npc\base\n1305.gmd,\npc\n1305.arc,n1305.arc,0
0,,"ハイデルもそう住みよいとはいえないよ
神殿が近いと言っても――","Hidell's hardly a paradise either, even
with the temple so close—",ui\00_message\npc\base\n1305.gmd,\npc\n1305.arc,n1305.arc,1
0,,"特に、橋を渡ってしばらく進んだところに
野盗達が居付いてるだろう
《黒狼団》といったかな","Cross the bridge and keep going,
you'll hit their damn hideout.
'Black Wolf whatever-they-call-it' gang.",ui\00_message\npc\base\n1305.gmd,\npc\n1305.arc,n1305.arc,2
0,,"村の近くやローテスへ続く街道まで現れて
あのローグ達は本当に困るよ","Now they're appearing near villages
and even the roads to Rotes!
Those rogues are becoming a real nuisance.",ui\00_message\npc\base\n1305.gmd,\npc\n1305.arc,n1305.arc,3
0,,"例の病に効く薬はないのか
ペドロのような重症者がまた出たら――","Is there any medicine for the disease?
If there is another serious case like Pedro's--",ui\00_message\npc\base\n1305.gmd,\npc\n1305.arc,n1305.arc,4
0,,"悪い時期に来たね、冒険者さん
今年は良いワインができそうにないよ","You've come at a bad time, adventurer.
I don't think we're going to make good
wine this year.",ui\00_message\npc\base\n1305.gmd,\npc\n1305.arc,n1305.arc,5
0,,"空から降ってきた物体に病気に――
くそ！何かできる事はないのか","That falling thing spread disease--
Dammit! Isn't there anything we can do?!",ui\00_message\npc\base\n1305.gmd,\npc\n1305.arc,n1305.arc,6
0,,何だい、あたしゃ忙しいんだ,What do you want? I'm busy.,ui\00_message\npc\base\n1306.gmd,\npc\n1306.arc,n1306.arc,0
0,,"ブタの世話だって、タダじゃないんだ
餌代もかかるってのに","Even taking care of pigs isn't free.
It costs a lot of money to feed them.",ui\00_message\npc\base\n1306.gmd,\npc\n1306.arc,n1306.arc,1
0,,"暮らしは厳しくなる一方だよ
なのにこの頃は変な病気まで！
あぁ、いやだいやだ","Survival grows harsher every day,
and now bizarre sicknesses too?
Damn it all!",ui\00_message\npc\base\n1306.gmd,\npc\n1306.arc,n1306.arc,2
0,,"たまに、枯れ井戸から変な臭いがするんだよ
まったく嫌んなるよ","Sometimes there's a funny smell
coming from the dry well.
It's utterly disgusting.",ui\00_message\npc\base\n1306.gmd,\npc\n1306.arc,n1306.arc,3
0,,"どいつもこいつも！
しみったれた面しやがってよぉ！","All of them!
They've got a sullen look on their faces!",ui\00_message\npc\base\n1307.gmd,\npc\n1307.arc,n1307.arc,0
0,,"はぁ～、酒くらいしか楽しみがねぇのに
どうすりゃいいんだまったく！","I've got nothing to look forward to but drinking.
What am I going to do now?",ui\00_message\npc\base\n1307.gmd,\npc\n1307.arc,n1307.arc,1
0,,酒のアテ、次はどうすっかなぁ,"Now, what'll complement the next drink...?",ui\00_message\npc\base\n1307.gmd,\npc\n1307.arc,n1307.arc,2
0,,ニキちゃん、もう一杯！,"Nikki, one more glass!",ui\00_message\npc\base\n1307.gmd,\npc\n1307.arc,n1307.arc,3
0,,"はぁーい、旅人さん
聞きたいこと？なんでも聞いて","Hi, Traveler,
Questions you want to ask?
Ask me anything.",ui\00_message\npc\base\n1308.gmd,\npc\n1308.arc,n1308.arc,0
0,,"最近できがイマイチだけど
テルはワインが有名よ
一杯どう？","Business has been slow lately...
But Tel is famous for its wine!
Care for a cup?",ui\00_message\npc\base\n1308.gmd,\npc\n1308.arc,n1308.arc,1
0,,"あんた、裏の廃教会は知ってるかい？
あそこさ、すんごい地下墓地と繋がってるって話よ","You know that abandoned church out back?
They say it's connected to a huge catacombs.",ui\00_message\npc\base\n1308.gmd,\npc\n1308.arc,n1308.arc,2
0,,"裏の枯れ井戸、たまにすごい臭うのよ
わたしさぁ、村の流行り病と関係
ある気がするんだよね、女の勘だけど","That dried-up well out back...
reeks something fierce lately.
Call it woman's intuition, but
I swear it's tied to the village
plague.",ui\00_message\npc\base\n1308.gmd,\npc\n1308.arc,n1308.arc,3
0,,覚者だな？任務で来たのか,"Are you an Arisen? 
Did you come on a mission?",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,0
0,,"村の東側、《鬼鳴き橋》のことは知ってるか？
あそこは忌々しい事に
今やゴブリン共の占領下だ","Do you know about the Roaring Demon
Bridge, east of the village?
That place is occupied by goblins now,
to our dismay.",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,1
0,,"騎士が変な飾りを撤去しても
覚者がゴブリンを退治しても
気が付いたらすぐまた元通りだよ
嫌になるよまったく","Whether knights remove those odd 
decorations, or the Arisen slays the
goblins, everything just returns overnight.
Honestly, it's exasperating!",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,2
0,,"占拠したくせに橋守だと！
図々しいにもほどがある、小鬼どもめ","Occupying our bridge and playing guards?
The shamelessness of these wretches
knows no bounds!",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,3
0,,"次から次へと、問題は山積みだ
どれか一つでもクエストボードの依頼を
受けて貰えれば助かるんだが","There are so many problems, one after another.
If only someone could take one quest from the
quest board.
That would be a great help.",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,4
0,,"テル村での任務か何かなら
組合宿に顔を出しておけよ","If it's a mission or something at Tel Village,
make sure to visit the inn.",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,5
0,,"今この村じゃ、妙な風邪が流行っててな
神殿に病を持ち込むなよ","There's a strange cold going around
in this village right now.
Don't bring illness into the temple.",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,6
0,,"オーク侵攻のおり、村の西に落ちてきた
アレ――","During the orc invasion, it fell to the west of
the village
Ale--",ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,7
0,,あのでかい岩の塊は、結局何なんだろうな？,I wonder what that big hunk of rock is after all?,ui\00_message\npc\base\n1309.gmd,\npc\n1309.arc,n1309.arc,8
0,,旅の同伴者をお求めでしょうか、覚者殿,"Are you looking for a traveling companion, Master
Arisen?",ui\00_message\npc\base\n1310.gmd,\npc\n1310.arc,n1310.arc,0
0,,白竜様のご加護があらんことを,"May the blessings of The White Dragon
be with you, Arisen.",ui\00_message\npc\base\n1310.gmd,\npc\n1310.arc,n1310.arc,1
0,,リムの輝きは常に貴方と共に,"Even now, the Rift's glow shields you.",ui\00_message\npc\base\n1310.gmd,\npc\n1310.arc,n1310.arc,2
0,,"メンバーの再編でしたら
私にお申し付けください","For party member reassignments, 
I'd be honored to receive your orders.",ui\00_message\npc\base\n1310.gmd,\npc\n1310.arc,n1310.arc,3
0,,この先に用か？,You want something down the road?,ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,0
0,,"この先へ行きたいのか？
――悪いが、それはできない","You want to go beyond this?
I'm--I'm sorry, but I can't do that.",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,1
0,,"この先《ダウ渓谷》は危険地域
通って良いのは、神殿本部の許可を得た者のみだ","This is a dangerous area ahead,
only those who have obtained permission from the
temple headquarters are allowed to pass.",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,2
0,,"よほどの任務か功績でなければ
ゲルト団長の許可は下りないだろうがな","Unless it's a significant mission or
accomplishment,
you won't get permission from Captain Gerd.",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,3
0,,"ああ、お前が許可を得たことは聞いている
先へいくといい
だが《ダウ渓谷》の魔物は手強い
十分用心するのだ","I have heard that you have obtained permission to
proceed.
However, the enemies in Dowe Valley are tough.
Be sure to take enough precautions.",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,4
0,,"現在この先、《ダウ渓谷》は危険地域に
指定されている
ジンゲンの住民には苦労をかけるがな――","The ""Dow Valley"" is currently designated as a
danger zone
, which will cause hardship for the residents of
Gingen...",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,5
0,,"だがオークと魔物の侵入をこれ以上
許すわけにはいかんのだ","But we can't allow any more orcs and demons to
invade
",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,6
0,,"ここを通れるのは神殿本部の許可を
得た者のみだ","Only those with permission from temple
headquarters
can pass through here.",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,7
0,,"つまり、相応の任務か功績が必要だと
いうことだ","Which means you need a commensurate mission or
accomplishment.
",ui\00_message\npc\base\n1311.gmd,\npc\n1311.arc,n1311.arc,8
