0,,"あー、見つかっちゃったか
隠れてるつもりだったんだけどなぁ","Ah, it seems I've been found out. I thought I was
hiding well.",ui\00_message\npc\base\n2861.gmd,\npc\n2861.arc,n2861.arc,0,Enf
0,,"疲れてるなら一眠りしていくか？
ここは静かだし、見た目よりは
寝心地も悪くないぜ","If you're tired, would you like to take a nap?
It's quiet here, and the sleeping conditions
aren't as bad as they may look.",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,0,Joaquim
0,,"よし、一休みするなら<VAL PRICE_INN>だ
――これで金儲けしようってんじゃない
寝床を整える手間賃みたいなもんだよ
で、休んでいくのか？","Alright, if you're going to take a break, it's
<VAL PRICE_INN>.
This is not about making money.
It's more like a fee for preparing a comfortable
place to sleep. So, are you going to rest?",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,1,Joaquim
0,,はい,OK,ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,2,Joaquim
0,,いいえ,Cancel,ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,3,Joaquim
0,,"ああ、今なら好きに休んでいっていいぜ
あんたも覚者とはいえ、疲れ溜まってんだろ？","Ah, if you feel like it, you can take a break
however you want, you know?
Even though you're an Arisen, you must be tired,
right?",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,4,Joaquim
0,,はい,OK,ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,5,Joaquim
0,,いいえ,Cancel,ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,6,Joaquim
0,,"《弱化の治療》か
いや、できるんだが俺たちのルールで
<VAL PRICE_WEAK>もらうことにしてるんだ
手持ちはあるのか？","""Weakening Treatment,"" you say?
Well, I can do it, but we've decided to charge
<VAL PRICE_WEAK> for it according to our rules.
Do you have enough on hand?",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,7,Joaquim
0,,はい,OK,ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,8,Joaquim
0,,いいえ,Cancel,ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,9,Joaquim
0,,"ん？　弱化してるヤツってのは
もっと弱弱しい感じになるんだぜ
あんた、強いみたいだが演技はまだまだだな","Huh? Weakened people tend to look weaker, you
know?
You seem strong, but your acting still needs work.",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,10,Joaquim
0,,"寝床がもっとたくさんあれば
保護してる人たちもゆっくり休ませてやれるんだが","If we had more beds, we could let the people
we're protecting rest more comfortably.",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,11,Joaquim
0,,"まぁ、どう言いつくろっても盗賊だから
外でさ迷ってる人に声をかけても
逃げられることの方が多くて――","Well, even though I may act as a bandit, I've
often talked to people wandering outside.
Most times, they just run away.",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,12,Joaquim
0,,"俺たち盗賊団ほど自由な集まりは無いと思うぜ
色んなところへフラフラ行っちまうヤツが
結構多いから、外でも見かけるかもな","I don't think there's a gathering as free as our
thief gang.
There are quite a few people who wander around in
various places, so you might see them outside too.",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,13,Joaquim
0,,"覚者さんか、いらっしゃい
さてと――ご用は何かな？","Welcome, Arisen. Now then, what can I do for you?",ui\00_message\npc\base\n2954.gmd,\npc\n2954.arc,n2954.arc,0,Gerald
0,,"おたく、今日もイカしてるぜ
数々の戦場を乗り越えてきた戦士の目をしてるよ","You, you're still rocking it today. You have the
eyes of a warrior who's overcome many
battlefields.",ui\00_message\npc\base\n2954.gmd,\npc\n2954.arc,n2954.arc,1,Gerald
0,,"ここにあるものは盗品じゃないから
安心して買い物してってくれ
――俺らはこういう日用品みたいな小物は
狙わない主義でね","Don't worry; the items here are not stolen. Feel
free to shop with confidence. We have a policy not
to target everyday items like this.",ui\00_message\npc\base\n2954.gmd,\npc\n2954.arc,n2954.arc,2,Gerald
0,,"並べてる商品は大体外の商人から
仕入れてきたもんだ
――ああ、後ろの酒瓶は俺のだけど","I've mostly purchased the products from outside
merchants – oh, the bottles of alcohol in the back
are mine, though.",ui\00_message\npc\base\n2954.gmd,\npc\n2954.arc,n2954.arc,3,Gerald
0,,"ああ、覚者さま
私に何かご用でも？","Ah, Lord
Arisen, do you need something from me?",ui\00_message\npc\base\n2955.gmd,\npc\n2955.arc,n2955.arc,0,Eje
0,,"何か盗賊の方たちのお手伝いをと思って――
散らばっていた道具なんかを片付けてみたんです
少しはきれいになったかと","I thought I'd help out with something for the
bandits.
I tried to clean up some of the scattered tools.
I wonder if it's a bit neater now.",ui\00_message\npc\base\n2955.gmd,\npc\n2955.arc,n2955.arc,1,Eje
0,,"私にできることは無いかと聞いてみても
特に何も無いそうなんです
ただ休んでいるのも申し訳ないし
どうしましょうね――","When I asked if there was anything I could do to
help, they said there wasn't anything specific.
I feel bad just resting, but what can we do?",ui\00_message\npc\base\n2955.gmd,\npc\n2955.arc,n2955.arc,2,Eje
0,,"せっかく置いてもらっているのですから
盗賊の方たちのお役に立ちたいのですが――","We're here because you've left us this chance,
and we'd like to be of service to the bandits.",ui\00_message\npc\base\n2955.gmd,\npc\n2955.arc,n2955.arc,3,Eje
0,,"ごほっごほっ
ああ、すみません――","Cough cough
Ah, I'm sorry--",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,0,Kenan
0,,"げほっごほっ
いや、ちょっとむせただけです
何でもないんですよ","Cough cough
No, I just choked a bit.
It's nothing.",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,1,Kenan
0,,"はは、こうして人間らしく寝られるようになって
身も心も本当に助かりましたよ
木の根っこで丸まって休む日が続きましてね
限界だったんです","Haha, being able to sleep like a human has really
been a lifesaver.
I've spent days curled up under tree roots to
rest.
I was at my limit.",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,2,Kenan
0,,"ごほん、げほっ
ちょ、ちょっと調子が悪いかなぁ
なんて、ハハハ――","Ahem, cough
Um, umm, I'm feeling a bit off today
Uh, hahaha...",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,3,Kenan
0,,"あっ、覚者さんでしたか
ちょっとここのところ目がかすみまして
よくお顔が見えませんでした","Ah, so you're an Arisen, aren't you? I apologize,
my vision has been a bit blurry lately, so I
couldn't see your face clearly.",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,4,Kenan
0,,"いやぁ、盗賊の皆さんには
お世話になりました――
げほっ、ごほん","Well, I must say, I am grateful to all you
bandits for your assistance-- *cough* *cough*",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,5,Kenan
0,,"こ、この通り――
ちょっと体調が悪そうに見えるらしくて――
「展望城に行けば医者がいるかもしれん」と
ここまで送っていただきまして、ハハハ――","Ju-just as you can see... I seemed to look a bit
unwell, and they, um, thought I should head to
Prospect Castle. They said there might be a doctor
there, so they brought me this far, hehe...",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,6,Kenan
0,,"展望城を取り戻せて、本当によかった――
やっと希望が見えてきました
ええ、やっと――","I'm really glad that we were able to retake
Lookout Castle――
Finally, I see a glimmer of hope
Yes, finally――",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,7,Kenan
0,,"お、お気遣いなく――
ええ、大丈夫ですから――","Don't worry about it. Yes, I'm fine.",ui\00_message\npc\base\n2956.gmd,\npc\n2956.arc,n2956.arc,8,Kenan
0,,ええ、アデムはうちの子ですけど――,"Yes, Adem is our child.",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,0,Josephine
0,,"はぁ――何です？
うちの子へのご用でも、私がお聞きしますから","Hah... What is it? If you have any business with
my child, I'm the one to talk to.",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,1,Josephine
0,,"――ああ、あなた
何かご用でも？","- Ah, do you have some business with me?",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,2,Josephine
0,,"少しそっとしておいてほしいんですよ
うちの子が傷付いてるの
見てわからないんですか？","I'd appreciate it if you left us alone for a bit.
My child is hurt. Can't you see that?",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,3,Josephine
0,,"私たち、目の前で家を潰されたんです
この子も、それがショックで――","They destroyed our homes right before our eyes,
and my child was traumatized...",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,4,Josephine
0,,"さっきからじろじろ見て
一体何なんです？
わたしもアデムも何も持ってませんからね！","You've been staring at us for a while now. What
is it?
Neither I nor Adem has anything on us!",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,5,Josephine
0,,"ベルタ盗賊団のアジトでお会いしましたね
ほら、《湖畔の洞窟》にある――","We met at the Bertha's Bandit Group Hideout,
right? It's in the ""Lakeside Grotto.""",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,6,Josephine
0,,"アデムも少しずつ落ち着いてきています
盗賊の人たちも気にかけてくださって――
あの人たちって、悪人のくせに
子供には優しいんですね","Adem is slowly settling down too.
The thieves are taking care of us – it's strange
that they're kind to children, despite being bad
people.",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,7,Josephine
0,,"家は潰されましたけど、きっとまた
私がお金を貯めて建て直してみせます
あの子を育てていかなくちゃ","Our house was destroyed, but I'll surely save up
and rebuild it.
I have to raise my child.",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,8,Josephine
0,,"わたしの息子――
絶対に守り抜いてみせるわ","I will definitely protect my son -
",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,9,Josephine
0,,ママ――？,Mom...?,ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,0,Adem
0,,――なんなの――,What is it...?,ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,1,Adem
0,,――こんにちは,Hello,ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,2,Adem
0,,うう――,Ugh...,ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,3,Adem
0,,あ、あっちにいって,"Oh, go over there.",ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,4,Adem
0,,ママ、ぼくこわいよ,"Mom, I'm scared.",ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,5,Adem
0,,ここにいれば、もうこわくないんでしょ？,"If you're here, you're not afraid anymore, right?",ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,6,Adem
0,,"デニスおにいちゃん！
はやくボール投げて！","Brother Dennis! Please throw the ball quickly -
",ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,7,Adem
0,,"ここに来てから
ママがやさしくなって――よかった","Ever since coming here, Mom has become kinder -
I'm glad",ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,8,Adem
0,,ママ、ぼくのことみてる？,"Mama, are you watching me?",ui\00_message\npc\base\n2958.gmd,\npc\n2958.arc,n2958.arc,9,Adem
0,,やあ・仮,"Hello, temporary",ui\00_message\npc\base\n3000.gmd,\npc\n3000.arc,n3000.arc,0,Pehr
0,,雑談１・仮,"Small talk 1, temporary",ui\00_message\npc\base\n3000.gmd,\npc\n3000.arc,n3000.arc,1,Pehr
0,,雑談２・仮,"Small talk 2, temporary",ui\00_message\npc\base\n3000.gmd,\npc\n3000.arc,n3000.arc,2,Pehr
0,,雑談３・仮,"Small talk 3, temporary",ui\00_message\npc\base\n3000.gmd,\npc\n3000.arc,n3000.arc,3,Pehr
0,,こんにちは・仮,"Hello, temporary",ui\00_message\npc\base\n3001.gmd,\npc\n3001.arc,n3001.arc,0,Anita
0,,雑談１・仮,"Small talk 1, temporary",ui\00_message\npc\base\n3001.gmd,\npc\n3001.arc,n3001.arc,1,Anita
0,,雑談２・仮,"Small talk 2, temporary",ui\00_message\npc\base\n3001.gmd,\npc\n3001.arc,n3001.arc,2,Anita
0,,雑談３・仮,"Small talk 3, temporary",ui\00_message\npc\base\n3001.gmd,\npc\n3001.arc,n3001.arc,3,Anita
0,,ハァイ・仮,"Yes, temporary",ui\00_message\npc\base\n3002.gmd,\npc\n3002.arc,n3002.arc,0,Isel
0,,雑談１・仮,"Small talk 1, temporary",ui\00_message\npc\base\n3002.gmd,\npc\n3002.arc,n3002.arc,1,Isel
0,,雑談２・仮,"Small talk 2, temporary",ui\00_message\npc\base\n3002.gmd,\npc\n3002.arc,n3002.arc,2,Isel
0,,雑談３・仮,"Small talk 3, temporary",ui\00_message\npc\base\n3002.gmd,\npc\n3002.arc,n3002.arc,3,Isel
0,,へへへ・仮,"Hehehe, temporary",ui\00_message\npc\base\n3003.gmd,\npc\n3003.arc,n3003.arc,0,Damad
0,,雑談１・仮,"Small talk 1, temporary",ui\00_message\npc\base\n3003.gmd,\npc\n3003.arc,n3003.arc,1,Damad
0,,雑談２・仮,"Small talk 2, temporary",ui\00_message\npc\base\n3003.gmd,\npc\n3003.arc,n3003.arc,2,Damad
0,,雑談３・仮,"Small talk 3, temporary",ui\00_message\npc\base\n3003.gmd,\npc\n3003.arc,n3003.arc,3,Damad
0,,"まぁ、覚者様
フェルヤナ一帯についてのお話でしょうか？","Well, Ser Arisen, is this about the Feryana
region?",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,0,Nayajiku
0,,"あら、どなたでしょうか？
拠点の礎であれば
この隠れ家の外にございます","Oh, who might you be?
If you're looking for the Portcrystal, it's
outside.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,1,Nayajiku
0,,"かりそめのエリアマスターではありますが
この辺りのお話でしたら
わたしがお受けいたしましょう","While I may be just a temporary Area Master, if
it's about this area I will gladly take on the
task.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,2,Nayajiku
0,,"ふふ、おいででしたのね
展望城、ひいてはフェルヤナ一帯について
何か必要な情報が――？","Ah, you came.
Do you need any information about Lookout Castle
or the surrounding area of Feryana?",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,3,Nayajiku
0,,"幸い、ここは規模こそ小さくとも全員が食べ、
眠る場所を維持するだけの力はあります
それぞれが力を尽くしてくれた結果です","Fortunately, even though the scale is small,
everyone has the power to maintain a place to eat
and sleep.
It's the result of everyone's hard work.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,4,Nayajiku
0,,"この辺りのエリアマスターは
他にいたはずですが――
この混乱の中、行方が知れません","There should have been other Area Masters around
here, but in this chaos, their whereabouts are
unknown.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,5,Nayajiku
0,,"しかし――誰かがエリアの情報を
取りまとめねばなりません
そこで、わたしがかりそめのエリアマスターを
名乗らせていただいております","However, someone has to gather information about
the area.
So I'm temporarily calling myself the Area Master.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,6,Nayajiku
0,,"戦乱の中、たくさんのものが破壊されました
それは家屋であり、人々の心であり――
そしてアッカーシェランという国が築いてきた
文化すらも犠牲になりつつあります","In the midst of war, many things were destroyed.
Homes, people's hearts, and even the culture
built by the country of Acre Selund are becoming
sacrifices.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,7,Nayajiku
0,,"そう、例えば《展望城》――
あれは文化的にも防衛的にも重要な城
魔軍の手に落ちてしまったのは
大変つらいことです","Yes, for example, the ""Lookout Castle.""
It's an important castle both culturally and
defensively.
It's been a great hardship for it to fall into
the hands of the Demon Army.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,8,Nayajiku
0,,"せっかくですから、覚者様も
少し休んでいかれてはいかがです？
ぐっすりと眠らないといざという時
疲れに足を取られるといいますもの","Since you're here, how about taking a little
rest, Arisen?
They say that you'll need a good night's sleep
for times of need.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,9,Nayajiku
0,,"《展望城》――アッカーシェランの国民としても
わたし個人としても、大変思い入れの深い場所です","""Lookout Castle"" – it's a place I hold dear as a
citizen of Acre Selund and as an individual.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,10,Nayajiku
0,,"魔軍の手に落ちたと知った時は
心の一部まで失ったような思いを
したものですが――","When I learned that it had fallen into the hands
of the Demon Army, I felt as though I had lost a
part of my heart.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,11,Nayajiku
0,,"ふふ、今は――
ええ、素直に嬉しいものです！","Hehe, now--
Yes, it's something to be honestly happy about!",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,12,Nayajiku
0,,"まさか、わたしがこの辺りの
エリアマスターとして正式に認められることに
なるなんて――","I never thought I would officially be recognized
as an Area Master around here.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,13,Nayajiku
0,,"実は、昔この展望城へも
歌を披露しに来たことがあるのですよ
今度は違う立場で招かれるなんて
人生何が起こるかわからないものです","Actually, I came to perform here at Lookout
Castle in the past.
It's funny how life can invite you in different
ways this time.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,14,Nayajiku
0,,"活動拠点が広くなった分
たくさんの避難者たちを受け入れることが
できるようになりました","With the expanded operating base, we can now
accommodate many refugees.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,15,Nayajiku
0,,"人が多くなると揉め事や悩み事も
増えるようですが――
これも命あってこそのものですものね","With more people around, disputes and worries
seem to increase.
But that's just part of life.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,16,Nayajiku
0,,"覚者様、もしよろしければ
問題を抱える人たちにお力をお貸しください
みな、喜ぶことでしょう","Arisen, if you're willing, please lend your
strength to those in need.
Everyone would surely appreciate it.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,17,Nayajiku
0,,"覚者様、あらためまして
わたしを含め、この村に居るものは皆
戦火を逃れて流れ着いた者ばかり","Arisen, once again, I must emphasize that
everyone in this village, including myself, are
all refugees who have fled from the ravages of
war.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,18,Nayajiku
0,,"あなたは解放軍と共に、このアッカーの地に
希望をもたらす方だと聞いています","I have heard that you are the one who brings hope
to this land of Acre, alongside the Liberation
Army.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,19,Nayajiku
0,,"わたしたちにできる協力は全ていたしましょう
まずはここより近い、安全な場所を
紹介いたします","Let us cooperate and do everything we can.
First, I will introduce a nearby and safe location
for you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,20,Nayajiku
0,,"どうぞ、こちらを――
支援といっても、この程度しか用意できませんが
何かのお役に立つかもしれません","Please, take this...
Although it's just a small token of support, it
may be of some use to you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,21,Nayajiku
0,,"覚者様のお力添えもあり
少しは旅の支えとなりそうなものを
手配できるようになってきました
遠慮なさらず、お持ちになってください","With the assistance of the esteemed Arisen, we
are now able to arrange things that may serve as a
support on your journey.
Please do not hesitate to take them with you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,22,Nayajiku
0,,"覚者様、何もおっしゃらないで――
ただ、これをお持ちください
わたしたちが取り戻した希望、あなた様に
物資として託させてください","Ser Arisen, please don't say anything...
Just please accept this.
Allow us to entrust you with the hope we have
regained as provisions.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,23,Nayajiku
0,,"覚者様
この地にて新たな素材が
取れる場所をお教えします
あなたを守る武具に加工できるかもしれません","Arisen, I shall reveal a new location in this
area where you can gather materials.
They might be suitable for crafting protective
armor for you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,24,Nayajiku
0,,"それと、もしよろしければ――
僅かな希望を胸に戦う兵たちをお救い下さい
どうか、よろしくお願いいたします――","Also, if you would, please help the soldiers who
fight with a glimmer of hope in their hearts.
Please, we're counting on you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,25,Nayajiku
0,,"この村からほど近い北の地に
悪しき魔物たちが
集まろうとしているようです――","It seems that wicked creatures are gathering in
the northern lands near this village.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,26,Nayajiku
0,,"ここは、わたしたちに唯一のこされた憩いの村
どうかそのお力をお借りできないでしょうか――","This is the only remaining peaceful village for
us.
Could we please borrow your power here?",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,27,Nayajiku
0,,"覚者様、僅かではありますが
支援品を増やすことができるようになりました
力無きわたしたちも、少しでもお役に立てればと","Arisen, we've managed to increase our supply of
aid items.
Even those of us with little strength want to be
of assistance to you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,28,Nayajiku
0,,"この大陸の南方を統べる展望城――
王家ゆかりのこの城は、軍事だけでなく
貿易、文化面においても重要な城でした","Lookout Castle, which governs the southern part
of this continent--
This castle, with its royal lineage, was not only
important in terms of military affairs, but also
in trade and culture.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,29,Nayajiku
0,,"その城下には、貴重な素材が
手に入る地下遺跡が残っているのです
危険な場所ですが、あなたのお力と
なるかも知れません","Beneath that castle town, there's an underground
ruin that contains valuable materials.
It's a dangerous place, but with your abilities,
it might be possible to obtain them.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,30,Nayajiku
0,,"このエリア中心部の湿原に悪しき魔物たちが
集まっているようです
覚者様、力を貸していただけないでしょうか？","It seems that wicked creatures have gathered in
the central marsh of this area.
Arisen, could you lend your strength?",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,31,Nayajiku
0,,"展望城の奪還――この報せは
アッカーシェランで生きる者にとって
大きな希望となります","The recapture of Lookout Castle – this news is a
great hope for those living in Acre Selund.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,32,Nayajiku
0,,"長くこの国と共にあった歴史ある城ですから
城自体も、また王家の手に戻ったことを
喜んでいることでしょう！","Since the castle has a long history with this
nation, it will surely rejoice to be back in the
hands of the royal family!",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,33,Nayajiku
0,,しかし覚者様、少し急ぐべきかも知れません,"However, Arisen, we may need to hurry a little.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,34,Nayajiku
0,,"実は――このエリアの脅威は
ジフール砦の骸の将だけではないのです","In fact, the threat in this area is not just the
Necro Master of Jifule Fortress.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,35,Nayajiku
0,,"近頃、民の間で恐ろしき噂が
囁かれています
――いえ、今は奪還の喜びを享受する時でしょうか
このお話はまたの機会にいたしましょう","Lately, there have been terrifying rumors
circulating among the people...
No, now is the time to savor the joy of
recapture.
Let us save this story for another occasion.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,36,Nayajiku
0,,"覚者様だからこそお伝えできることなのですが――
ジフール砦の南方、ぬかるみの大地の先に
深い闇に包まれた地下水路があります","It's because you're the Arisen that I can share
this information.
To the south of Jifule Fortress, beyond the muddy
expanse, there is a subterranean waterway shrouded
in deep darkness.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,37,Nayajiku
0,,"すでに命無き魔物たちの巣窟となり果てた
恐ろしい場所ではありますが、そこには
特別な価値を持つモノが眠っているそうです","Although it has already become a lair for
lifeless creatures, it's a dreadful place.
However, there are items with special value
sleeping there.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,38,Nayajiku
0,,"覚者様――
折り入ってお願いがございます
王家の歴史にまつわるとても古い話――","Esteemed Arisen,
I humbly ask for a favor.
A very ancient tale concerning the history of the
royal family...",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,39,Nayajiku
0,,"このエリアを蝕む、魔軍とは異なる
脅威についてお話しさせてください","Please allow me to talk about the threat that is
different from the Demon Army that corrupts this
area.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,40,Nayajiku
0,,"国の言い伝えとなっていた古き魔物が
再び活動を始めていたなんて――","The ancient creatures that were supposed to be
legends in the country have started to become
active again.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,41,Nayajiku
0,,"そしてその邪悪な魔物を
討ち果たして頂けただなんて！
この国はまたひとつ救われました――
感謝いたします","To think you would be able to defeat those evil
creatures!
Once again, our country has been saved. Thank you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,42,Nayajiku
0,,"あら――
既に別のミッションを受注されているみたいですね","Oh, you already have another mission? It seems so.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,43,Nayajiku
0,,"受注されているミッションを取り消して頂き
再度お尋ねください",Please cancel the accepted missions and ask again.,ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,44,Nayajiku
0,,"黒い鎧の騎士のことでお話しできるのは
その容姿と強さだけです
何しろ混乱していたので――","I can only speak about the Black-armored Knight
in terms of their appearance and strength. After
all, I was quite confused at the time.",ui\00_message\npc\base\n3051.gmd,\npc\n3051.arc,n3051.arc,0,Yuri
0,,"黒い騎士を見かけたら
すぐにお知らせしますからね","If you happen to see the Black Knight, please
inform me immediately.",ui\00_message\npc\base\n3051.gmd,\npc\n3051.arc,n3051.arc,1,Yuri
0,,"アッカーシェランがこれからどうなるにせよ
前より悪くなることはないでしょう","Whatever happens to Acre Selund from now on, at
least it won't get worse than before.",ui\00_message\npc\base\n3051.gmd,\npc\n3051.arc,n3051.arc,2,Yuri
0,,"何しろ我々は今や希望を忘れては
いけないことを知っていますからね","We mustn't forget that we know how important it
is not to forget hope now.",ui\00_message\npc\base\n3051.gmd,\npc\n3051.arc,n3051.arc,3,Yuri
0,,"わたしが伝えたことで
ジリアンが父上のことを
見直してくれると良いのだがな","I hope that what I've conveyed will make Gillian
reconsider her feelings toward her father.",ui\00_message\npc\base\n3052.gmd,\npc\n3052.arc,n3052.arc,0,Ross
0,,"レスタニアの覚者たちよ
我が戦友の娘ジリアンを頼むぞ","Arisen of Lestania, I entrust you with Gillian,
the daughter of my comrade in battle.",ui\00_message\npc\base\n3052.gmd,\npc\n3052.arc,n3052.arc,1,Ross
0,,"生きて戦いを終えられることが
これほど嬉しいとはね","To be able to end the battle and live on, I am so
happy.",ui\00_message\npc\base\n3052.gmd,\npc\n3052.arc,n3052.arc,2,Ross
0,,絶望のぬかるみで転ばなくて良かったよ,I'm glad I didn't slip in the quagmire of despair.,ui\00_message\npc\base\n3052.gmd,\npc\n3052.arc,n3052.arc,3,Ross
0,,"あら、こんにちは！
休んでいかれますか？
それとも、《弱化の回復》？","Oh, hello!
Are you taking a break?
Or are you hoping to recover from weakness?",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,0,Shekel
0,,"細々とやっているところですので――
休憩されるなら<VAL PRICE_INN>いただいても
よろしいでしょうか？","Since we are doing things in a small scale――
If you would like to take a break, would it be
acceptable to charge you <VAL PRICE_INN>?",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,1,Shekel
0,,はい,OK,ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,2,Shekel
