0,3,"Maybe I should take a short rest. Since no one is
lending a hand.",\npc\n0591.arc,n0591.arc,ui\00_message\npc\base\n0591.gmd,"少し休もうかしら
誰も手を貸してくれないんだもの",
0,8,"This weapon was created with great skill. I won't
sell it unless I get a good price.",\npc\n1001.arc,n1001.arc,ui\00_message\npc\base\n1001.gmd,"腕によりをかけて作った武器だよ
きっちり売ってやらないと",
0,9,"If we don't open the store, where are the new
Arisen and knights going to get their weapons?",\npc\n1001.arc,n1001.arc,ui\00_message\npc\base\n1001.gmd,"ウチが店を開けなきゃ
新人覚者さんや騎士さんは
どこで武器を手に入れるっていうのさ！",
0,0,"The armor has different types, and the equipped
parts are predetermined. Please be careful not to
make any mistakes when making a purchase.",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"防具は種類により、装備できる部位が
決まっております
くれぐれもお買い間違えのないように",
0,1,"The boundary between life and death is said to be
determined by the quality of the armor, and this
is not an exaggeration. Please keep this in mind.",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"生死の境は、防具の質で決まると言っても
過言ではありません、どうかご留意ください",
0,2,"My nephew just joined the knight's order, you
see. I have mixed feelings—happy and worried.
Oops, that was a bit of idle chatter.",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"うちは甥が騎士団に入ったばかりでしてね
嬉しいやら心配やら
おっと、無駄話でしたね",
0,3,"Well, well, well, Master Arisen. If you need
advice on armor, we're happy to consult with you.",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"これはこれは覚者さま
防具の相談ならうちで承りますよ",
0,4,"Ah, it's the Arisen, isn't it? I might be
repeating myself, but please be careful not to
make a mistake when buying armor.",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"ああ、覚者さまでしたか
耳にタコかとは思いますが
防具のお買い間違えにはお気を付けください",
0,5,"My nephew is a member of the knight's order, but
I can't get in touch with him... Well, he's
probably just busy with the ""Vortex of Ruin""
situation, right?",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"うちの甥も騎士団員なのですが
連絡がつかなくて――
いえ、きっと《滅びの渦》の件で
忙しいだけですよね",
0,6,"As an armorer, I dare to say the line between
life and death is determined by the quality of the
armor. Please, please, please keep in mind...",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"防具屋としてあえて言いきらせていただきます
生死の境は、防具の質で決まるのです
どうか、どうかご留意を",
0,7,"There's the White Dragon in Lestania and the
Arisen—",\npc\n1002.arc,n1002.arc,ui\00_message\npc\base\n1002.gmd,"レスタニアには白竜さまがいらっしゃいます
それに覚者さまも――",
0,0,"Master Arisen, how are you feeling today?",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,あら覚者さま、ご機嫌いかがですか？,
0,1,"Mayleaf, can I help you?",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,メイリーフにご用でしょうか？,
0,2,I'm praying for the success of the mission.,\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,任務の成功をお祈りしてますわ,
0,3,"Master Arisen, do you have any business with me?",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,覚者さま、何かご用でしょうか？,
0,4,"Thank you so much for your hard work. Please come
visit us again.",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"本当におつかれさまでした
また、うちに来てくださいね",
0,5,"If you're okay with it, you can even live here.",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"あなたさえ良ければ住んでくれても
かまいませんよ",
0,6,"Ever since I heard about the eyeballs appearing
in the temple, I've been afraid that one day
something like this would happen!",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"神殿に目玉が現れたと聞いてから
いつかこんなことが起こるのではないかと
怖れていましたよ",
0,7,How is The White Dragon's condition?,\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,白竜様の容態はどうですか？,
0,8,"I hear that once The White Dragon recovers,
everything will be back to normal—",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"白竜様が回復すれば何もかも
元どおりと聞いていますが――",
0,9,"Mysial has appeared, I heard. I wanted to meet
her, too.",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"ミシアルが現れたと聞いています
わたしも会いたかったですよ",
0,10,"I suppose Mayleaf and I experience time quite
differently, and the depth of our emotions varies
greatly.",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"わたしとメイリーフとでは
時間の感じ方も、心の動きの深さも
ぜんぜん違うのでしょうね",
0,11,"Are you an Arisen? Please give a word to Mayleaf
as well.",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"覚者さまでしたか
どうか、メイリーフにも一言お願いします",
0,12,"I won't show it on my face, but Mayleaf is also
terribly scared. It's about the 'Vortex of Ruin,'
you see.",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"顔には出しませんが
メイリーフもひどく怯えているのです
あの《滅びの渦》について、です",
0,13,"Mayleaf has already lost her 'family' and I don't
want to make her suffer anymore—",\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"メイリーフはすでに“一族”を失っています
これ以上恐ろしい思いをさせたくはないのに――",
0,14,I wish you a successful mission.,\npc\n1003.arc,n1003.arc,ui\00_message\npc\base\n1003.gmd,"任務の成功を
心よりお祈りしておりますわ",
0,0,"What style fits you the best— Ah, it's so
perplexing! There are too many possibilities!",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"君に一番フィットするスタイルは――
あァ、悩ましい！
可能性が多すぎる！",
0,1,"From hairstyle to makeup, and even more, We have
a wide range of menus in my shop. Hehe, are you
interested—?",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"髪型からメイク、もっといろんなところまで
ボクの店では豊富なメニューを揃えてるよ
フフ、気になるかい――？",
0,2,"People have different preferences.
There must be a style that suits you perfectly!",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"人の好みは十人十色
きっと君にピッタリのスタイルがあるはずさ",
0,3,"Okay! Who wants a makeover? We'll take on your
styling for <COL b92828><UNTN GS></COL> <VAL
PRICE_PARLOR_GP>. We'll change your voice, pawn
tone, and frequency of speech as a service! You
can change it up as you like!",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"オーケイ！　素敵に変身したいのは誰だい？
容姿のスタイリングは<COL b92828><UNTN GS></COL> <VAL PRICE_PARLOR_GP>を頂くよ
声やポーンの口調、発言頻度の変更はサービスさ！
好きにチェンジしていくといいよ",
0,4,"Hey, I'm glad you're here. Tell me what you want
to become today. I'll transform you into something
amazing――",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"やぁ、来てくれて嬉しいよ
今日はどうなりたいか言ってごらん
ボクが素敵に変身させてあげるからさ――",
0,5,"Okay!　Who wants a nice makeover?
I'll take<COL b92828><UNTN GS></COL> <VAL
PRICE_PARLOR_GP>for appearance styling.
You can also pay for<COL b92828><UNTN TK></COL>
<VAL PRICE_PARLOR_TK>now!
We'll change your voice, pawn tone, and frequency
of speech as a service!
You can change it up as you like!",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"オーケイ！　素敵に変身したいのは誰だい？
容姿のスタイリングは<COL b92828><UNTN GS></COL> <VAL PRICE_PARLOR_GP>を頂くよ
今なら<COL b92828><UNTN TK></COL> <VAL PRICE_PARLOR_TK>でも支払いＯＫだよ！
声やポーンの口調、発言頻度の変更はサービスさ！
好きにチェンジしていくといいよ",
0,6,"Oh? It seems you haven't made a contract with a
main pawn yet. First, gather some Riftstone, and
then head to the White Dragon's place.",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"おや？　君はメインポーンと契約してないみたいだ
まずはリムストーンを集めて
白竜さまのところへいかないとね",
0,7,"If you want to transform the pawn you once
contracted with,
I will support you with all my might.",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"一度契約したポーンを生まれ変わらせたいなら
その時はボクが全力でサポートするからさ",
0,8,"Who wants to be born again?
I'll take<COL b92828><UNTN GS></COL> <VAL
PRICE_REBORN_GP> but I'm sure I'll satisfy you!",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"さあ、生まれ変わりたいのは誰だい？
<COL b92828><UNTN GS></COL> <VAL PRICE_REBORN_GP>を頂くけど
きっと満足させてみせるよ！",
0,9,"Now, who wants to be reborn? I'll fully
revitalize you and bring you into a new life— The
fee is <COL b92828><UNTN GS></COL> <VAL
PRICE_REBORN_GP>. If you pay now, <COL
b92828><UNTN TK></COL> <VAL PRICE_REBORN_TK> is
also acceptable!",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"さあ、生まれ変わりたいのは誰だい？
ボクが全力でリボーンさせてあげよう――
お代は<COL b92828><UNTN GS></COL> <VAL PRICE_REBORN_GP>を頂くよ
今なら<COL b92828><UNTN TK></COL> <VAL PRICE_REBORN_TK>でも支払いＯＫだよ！",
0,10,"Oh, I wonder if you can't be reborn because
you're equipped with <COL b92828>a male or female
exclusive item</COL>. Please take off the
exclusive equipment and come again.",\npc\n1004.arc,n1004.arc,ui\00_message\npc\base\n1004.gmd,"おや、<COL b92828>男性か女性専用のアイテム</COL>を
装備しているから、生まれ変わることはできないかな
専用の装備をはずして、またおいでよ",
0,0,"Do you need any materials? We have everything you
need.",\npc\n1005.arc,n1005.arc,ui\00_message\npc\base\n1005.gmd,"何か素材が要り用ですか？
一通りは取り揃えてますよ",
0,1,"If you want to create something, it's not
possible without materials. If you're missing
something, take a look and see if I have it.",\npc\n1005.arc,n1005.arc,ui\00_message\npc\base\n1005.gmd,"何か作るってんなら、素材がないと
話になりません
足りない物があれば見ていってください",
0,2,"In addition to the basic materials, there are
also composite materials, which are processed from
other materials. Well, it takes a lot of time and
effort.",\npc\n1005.arc,n1005.arc,ui\00_message\npc\base\n1005.gmd,"通常の基本素材のほかに、素材同士を加工した
合成素材ってのもありましてね
まぁ、一手間かかってるわけです",
0,3,"When it comes to the types of materials, ingots
and such are ""metals,"" and things like ""cloth"" and
""thread"" are included.",\npc\n1005.arc,n1005.arc,ui\00_message\npc\base\n1005.gmd,"素材の種類で言うと
インゴットなんかの《金属》、《布》や《糸》
なんかがそうですわ",
0,4,"Do you know? Materials can be obtained by
gathering, and some can be obtained by defeating
monsters.",\npc\n1005.arc,n1005.arc,ui\00_message\npc\base\n1005.gmd,"ご存知で？
素材は採取で取れるほか、魔物を倒すことで
手に入るものもあるんですよ",
0,5,"In this area, Tel Village's Arisen, Mr. Alfred,
is very knowledgeable about where and what
materials can be obtained, as well as the types of
enemies that appear.",\npc\n1005.arc,n1005.arc,ui\00_message\npc\base\n1005.gmd,"どの辺りでどの素材がとれて、どんな敵が
出るかはテル村の覚者、アルフレドさんが
詳しいですよ
このハイデルでは",
0,6,"Welcome. What kind of materials are you looking
for?",\npc\n1005.arc,n1005.arc,ui\00_message\npc\base\n1005.gmd,"いらっしゃいませ
どんな素材をお探しで？",
0,0,"I recommend keeping extra Lantern Kindling and
Healing Potions for healing purposes.",\npc\n1006.arc,n1006.arc,ui\00_message\npc\base\n1006.gmd,"ランタン火種や癒しの薬は
多めに持っておくことをお勧めするぜ",
0,1,"If you are going outside, make sure to make
thorough preparations. It's true that if you are
prepared, you will have nothing to worry about.
Don't forget to bring backup collection tools.",\npc\n1006.arc,n1006.arc,ui\00_message\npc\base\n1006.gmd,"外へ出かけるなら準備を万全にな
備えあれば憂いなしってやつさ
採取道具の予備を忘れるなよ",
0,2,"Recently, there have been frequent battles with
Orcs, and the demand for tools is also high. If
the distribution is disrupted, it will be a big
problem.",\npc\n1006.arc,n1006.arc,ui\00_message\npc\base\n1006.gmd,"最近はオークとの戦もごたついてるし
道具の需要も高くてな
流通が滞ったら大変だ",
0,3,"Welcome! If you need adventure essentials, come
to our store!",\npc\n1006.arc,n1006.arc,ui\00_message\npc\base\n1006.gmd,"いらっしゃい
冒険の必需品なら当店で！",
0,0,"Among the materials, what is traded at a high
price is, after all, the fangs and skin of large
enemies.",\npc\n1007.arc,n1007.arc,ui\00_message\npc\base\n1007.gmd,"素材の中でも高値で取り引きされるのは
やっぱりデカイ魔物の牙や皮だな",
0,1,"Especially popular are materials that can only be
obtained by targeting specific parts. Many people
even buy them immediately when they find them.",\npc\n1007.arc,n1007.arc,ui\00_message\npc\base\n1007.gmd,"特に部位を狙って攻撃しないと
取れない素材が人気だよ
見つけたら即買いする人も多いしね",
0,2,"If you have something you'd like to sell or get,
feel free to talk to me!",\npc\n1007.arc,n1007.arc,ui\00_message\npc\base\n1007.gmd,"売りたい物や手に入れたい物があったら
気軽に相談してくださいよ！！",
0,3,"Welcome~!
The early bird gets the worm!",\npc\n1007.arc,n1007.arc,ui\00_message\npc\base\n1007.gmd,"いらっしゃい～！
掘り出し物は早い者勝ちだよ～！",
0,4,Welcome to Owen's Bazaar!,\npc\n1007.arc,n1007.arc,ui\00_message\npc\base\n1007.gmd,オーウェンのバザーにようこそ！,
0,0,"It's good when the things you're looking for are
already being offered for sale.",\npc\n1008.arc,n1008.arc,ui\00_message\npc\base\n1008.gmd,"お探しのものが出品されてると
いいですね",
0,1,"Bazaars are a place to meet and part with items.
Even if an item is no longer needed by you, there
is always someone who needs it!",\npc\n1008.arc,n1008.arc,ui\00_message\npc\base\n1008.gmd,"バザーは品物との出会いと別れの場
あなたにとって不要になった品も
必要とする人は必ずいますよ",
0,2,"I am just a matchmaker for encounters, and I only
charge a small handling fee.",\npc\n1008.arc,n1008.arc,ui\00_message\npc\base\n1008.gmd,"私はただの出会いの仲介者
ほんの少しの手数料をいただくだけ",
0,3,Welcome! Please have a look at today's selection.,\npc\n1008.arc,n1008.arc,ui\00_message\npc\base\n1008.gmd,"いらっしゃいませ
本日の品揃えをご覧くださいな",
0,0,"Come by and have a look!
You might find a bargain you didn't expect!",\npc\n1009.arc,n1009.arc,ui\00_message\npc\base\n1009.gmd,"寄ってらっしゃい見てらっしゃい！
思わぬお買い得品があるかもね",
0,1,"When you obtain an interesting item, please bring
it to me!",\npc\n1009.arc,n1009.arc,ui\00_message\npc\base\n1009.gmd,"面白い品を手に入れたら
あたしの所に持ってきてね！",
0,2,"In a bazaar, you can even get items that regular
stores don't carry.",\npc\n1009.arc,n1009.arc,ui\00_message\npc\base\n1009.gmd,"バザーなら、普通のお店じゃ
扱ってない品物だって手に入るんだから",
0,3,"Hello!
Please take a look at the bazaar items!",\npc\n1009.arc,n1009.arc,ui\00_message\npc\base\n1009.gmd,"こんにちは！
バザー品、見ていってね！",
0,0,"Most of the tools can be crafted through the
production of crafts. If you're an Arisen with a
Pawn, it is faster to buy it if you want to get it
quickly.",\npc\n1010.arc,n1010.arc,ui\00_message\npc\base\n1010.gmd,"道具の多くは、クラフトの
アイテム生産で作ることができる
ポーン持ちの覚者さんならな
すぐ手に入れたきゃ買ったほうが早いぞ",
0,1,"To collect wood and ore, you need special tools.
If you don't have them, we'll get them for you.",\npc\n1010.arc,n1010.arc,ui\00_message\npc\base\n1010.gmd,"木材や鉱石の採取には、専用の道具が必要だ
なけりゃうちで揃えていきな",
0,2,"Be careful to keep spare consumables. You'll be
in trouble if you run out.",\npc\n1010.arc,n1010.arc,ui\00_message\npc\base\n1010.gmd,"消耗品の予備には気をつけろよ
いざという時困るからな",
0,3,"Welcome. We offer various medicines, talismans,
and everyday items as well.",\npc\n1010.arc,n1010.arc,ui\00_message\npc\base\n1010.gmd,"いらっしゃい
各種薬にお守り、日用品も扱ってるぞ",
0,0,"Hey, I've heard about the success of the clan
you're in!",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"やぁ、君がいるクランの活躍は
聞いてるよ！",
0,1,"To make your adventures with your friends even
more enjoyable, here is my gift to you. Please
accept it!",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"さらに仲間との冒険が楽しくなるように
わたしからの贈り物だ
受け取っておくれ！",
0,2,"If you want to ask me about Clans,
I'll be happy to answer any questions you have.
I'm sure your adventures will be more colorful
than ever.",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"《クラン》について聞きたけりゃ
何でも答えてあげよう
冒険がより華やかになること請け合いさ",
0,3,"Within alchemy, there are techniques that apply
the logic of the craft as skills for battle. It is
the art of generating, transforming, and
rearranging substances by using one's own life
force as a medium.",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"同じ目的のもと、仲間と旅し共に歩む
うーん、素晴らしいじゃないか",
0,4,"Here, we handle the establishment and joining
procedures of Clans, and also facilitate the
matchmaking for new members. Are you interested?",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"ここでは、《クラン》の設立・加入手続きや
入団の斡旋をしているよ
興味があるかい？",
0,5,"Arisen, you can check your own information in the
""Arisen Profile"".",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"覚者さん、自身の情報は《覚者プロフィール》
でも確認できるんだよ",
0,6,"It might be interesting to take a look at your
comrades' profiles.",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"仲間のプロフィールを見せてもらうのも
面白いんじゃないかな",
0,7,"You'll get a glimpse of your friends'
personalities, their strength, and the record of
their journeys.",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"仲間の人となり、強さ、旅の記録なんかも
垣間見れるからね",
0,8,"Welcome to The Clan Tavern!
What can I do for you?",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"《クラン酒場》へようこそ！
何かご用かな？",
0,9,"Yeah, that's right! I should tell you as well!
This time, I've arranged for a 《Clan Base》that you
can use with your 《Clan》 friends.
--Did you already know about it?",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"そうそう、覚者さんにも伝えとかないと！
今回、《クラン》の仲間と使える
《クラン拠点》を手配したんだ
――なんて、もう知っていたかな？",
0,10,"Arisen, please give it a try as well. It seems
fun to do it together with friends, isn't it?",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"覚者さんもぜひ使ってみておくれ
仲間だけでワイワイやるのも楽しそうだろ？",
0,11,"Welcome to the Clan Tavern! In times of trouble,
don't we all need friends to help each other out?",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"《クラン酒場》へようこそ！
大変な時こそ、助け合う仲間が必要じゃないか？",
0,12,"In the ""Vortex of Ruin,"" there is the ""Black
Sword"" and the ""Black Dragon""... When you are in
this tavern, you hear various rumors, But I have
never wished for them to be more than ""just
rumors.""",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"《滅びの渦》に《黒剣》、《黒竜》ね――
この酒場にいるといろいろな噂を聞くが
これほどまでに“ただの噂”であってほしいと
願ったことはないよ",
0,13,"I'm at a loss, I'm not a deeply troubled youth.
It's surprising to start thinking about whether
""tomorrow will come"" at this age.",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"まいったな、悩み深き青少年じゃあるまいし
この年になって「明日が来るか」なんて
考えることになるとはね",
0,14,"If even a little joy could be spread together
with comrades—",\npc\n1011.arc,n1011.arc,ui\00_message\npc\base\n1011.gmd,"仲間と共にある喜びを
少しでも広められたなら――",
0,0,"Welcome! Please relax on the terrace with a view
of the sea.",\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,"いらっしゃーい！
海の見えるテラスでゆっくりしていってね",
0,1,"Today, I will get paid again~!",\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,今日も稼ぐわよ～！,
0,2,"Master Arisen, good luck with your work!
I'll always be waiting.",\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,"覚者さま、お仕事頑張ってね！
いつでも待ってるわ",
0,3,"Yes, can I help you?",\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,はぁい、あたしに何か用？,
0,4,"Welcome!
What can I get for you today?",\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,"いらっしゃーい！
さぁ、今日は何にする？",
0,5,There's no way this world could be destroyed!,\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,"この世が滅ぶ、なんて
あたしは信じないんだから！",
0,6,"We have Arisen and Knights here in Lestania.
It is the land of the White Dragon!
Everything will be alright!",\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,"覚者さんたちも、騎士さんたちもいる
レスタニアは白竜さまの国なのよ！
大丈夫に決まってるわ！",
0,7,"It's my rule not to look at things that
inconvenience me.",\npc\n1012.arc,n1012.arc,ui\00_message\npc\base\n1012.gmd,"都合の悪いものは
見ない主義なの、あたし",
0,0,"The appearance of enemies and incidents are
increasing these days, but please do not be
discouraged, Ser Arisen! We are cheering for you!",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"魔物の出現や事件は、この頃増える一方です
でも、めげないでください覚者さま！
応援してますから！",
0,1,"Arisen, please, tell us stories of your
adventures next time.",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,覚者さま、今度、冒険譚を聞かせて下さいね,
0,2,"It seems like there's a lot going on all across
the land today!",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"今日も大陸のあちこちでは
いろいろな事が起こってるみたいですよ",
0,3,"Oh? It seems you have already entered another
mission, Arisen.
Please either finish that one or decline and then
apply again.",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"あら？　でも覚者さまはすでに他の
ミッションにエントリーされているみたいです
そちらを済ませるか、辞退されてから
あらためて申請してくださいね",
0,4,I bring you today's news!,\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,本日のニュースをお届けしますね！,
0,5,"Since then, I haven't heard any news about the
fireball, but that's not important anymore, is it?",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"あれから火球の話は届かないけど
もうそれどころじゃないよね",
0,6,"I'll leave the rest to the Arisen and go back to
my work, then.",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"あとは覚者さんたちに任せて、わたしは
いつもの仕事に戻るね",
0,7,"Thank you for your delivery, Arisen!
Please keep bringing more and we will gladly
accept.",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"覚者さま、納品ありがとうございます！
まだまだ受け付けていますので
どんどん持ってきてくださいね",
0,8,"What--
You forgot it, didn't you?
Please bring it to me during the Dedication of
The White Dragon Festival.",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"えっ――
忘れちゃったんですね！
《白竜祭》の奉納期間中に持ってきてくださいね ",
0,9,"Thank you for your delivery, Arisen!
We all wish for a bountiful harvest in Lestania.
It is time for the dedication of the 《White
Dragon Festival》!",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"覚者さま、納品ありがとうございます！
みんなでレスタニアの豊穣を願う
《白竜祭》の奉納期間になりました",
0,10,"Please keep bringing your items to present to the
White Dragon!",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"白竜さまにお納めする品物を
どんどん持ってきてくださいね",
0,11,Please select the desired information.,\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,見たい情報を選択してくださいね,
0,12,Individual delivery rewards,\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,個別納品報酬確認,
0,13,Ranking Rewards,\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,ランキング報酬確認,
0,14,"Today's news... umm, besides the ""Vortex of
Stagnation,"" are there any other news that you'd
like to hear?",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"本日のニュースは
えぇっと――《滅びの渦》以外の
ニュースがいいですよね？",
0,15,"It seems everyone can think of nothing but the
Vortex of Stagnation right now.
I am too, but--",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"みんな、今は《滅びの渦》のことしか
頭に無いみたいです
私も、ですけど――",
0,16,"I suppose for someone like the Arisen, seeing
such a thing is no longer frightening.",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"覚者さまほどの方になると
ああいったものを見ても
怖くはないのですか？",
0,17,"No, Lestania has the blessing of the White
Dragon, so don't worry--it'll be fine!",\npc\n1013.arc,n1013.arc,ui\00_message\npc\base\n1013.gmd,"ううん、レスタニアには
白竜さまのご加護があるから
大丈夫――大丈夫です",
0,0,"Arisen, please check the《Quest Board》
for today's mission and the people's requests.",\npc\n1014.arc,n1014.arc,ui\00_message\npc\base\n1014.gmd,"覚者さま、その《クエストボード》にて
本日の任務、民の依頼をご確認ください",
0,1,"Once achieved, a reward corresponding to the
results will be paid by the client, so it may also
be used for the Arisen's own devices.",\npc\n1014.arc,n1014.arc,ui\00_message\npc\base\n1014.gmd,"達成すると、成果に応じた報酬が
依頼主より支払われますので
覚者さま自身の身支度に利用されるのも
良いかと思います",
0,2,"Please use the ""Delivery Box"" located next to the
""Quest Board"" to handle delivery requests.",\npc\n1014.arc,n1014.arc,ui\00_message\npc\base\n1014.gmd,"《クエストボード》で受けた納品依頼の
対応には、併設の《納品ボックス》を
ご利用ください",
0,3,"The Quest Board is managed by region, and it
displays issues that have occurred locally and
requests from residents.",\npc\n1014.arc,n1014.arc,ui\00_message\npc\base\n1014.gmd,"《クエストボード》は、地域ごとに管理され
現地で起こった問題や住民の依頼が
上がっています",
0,4,"Please, I implore you to assist the people in
your assigned area. This will surely contribute to
the fame of the Arisen in that region.",\npc\n1014.arc,n1014.arc,ui\00_message\npc\base\n1014.gmd,"どうか、任地で民の助けとなってください
そうすることが、覚者さまの地域での
名声にもつながるでしょう",
0,5,"Thank you for your hard work, Ser Arisen. Today,
various requests and missions have been submitted
to the Quest Board.",\npc\n1014.arc,n1014.arc,ui\00_message\npc\base\n1014.gmd,"お勤めご苦労さまでございます、覚者さま
本日もさまざまな依頼と任務が
《クエストボード》に寄せられております",
0,6,"Whatever you please, Arisen.",\npc\n1014.arc,n1014.arc,ui\00_message\npc\base\n1014.gmd,覚者さま、何なりと,
0,0,"Do you know?
That news incident...
I'm really worried, you know.",\npc\n1015.arc,n1015.arc,ui\00_message\npc\base\n1015.gmd,"ご存知です？
あのニュースの件
ほんと、心配ですわね",
0,1,"Rumors are quick to start and change with the
events.",\npc\n1015.arc,n1015.arc,ui\00_message\npc\base\n1015.gmd,"噂というのはすぐに立つものですわ
そして、事件と共に移り変わるものですのよ",
0,2,"Ser Arisen! It seems that something enormous fell
while engulfed in flames, some time ago.",\npc\n1015.arc,n1015.arc,ui\00_message\npc\base\n1015.gmd,"覚者さま！　少し前、巨大な何かが
炎に包まれながら落下したそうなのです",
0,3,"I'm certain it happened in the southern village,
Tel!
Some say they witnessed a massive shooting star
falling to the ground!",\npc\n1015.arc,n1015.arc,ui\00_message\npc\base\n1015.gmd,"たしか、南の村――テルの方でしたわ
巨大な流れ星が地面に落ちるのを
見た者もいるとか",
0,4,"If you are going to conduct an investigation,
could you please quietly let me know?
I assure you, I can keep a secret.",\npc\n1015.arc,n1015.arc,ui\00_message\npc\base\n1015.gmd,"もし調査に行かれるのでしたら
こっそり教えてくださらない？
私、口は堅いですわよ",
0,5,How are you?,\npc\n1015.arc,n1015.arc,ui\00_message\npc\base\n1015.gmd,ご機嫌いかがです？,
