#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,ふん、身の程知らずめ,"Ignorant fool, know your place.",ui\00_message\npc\base\n0024.gmd,\npc\n0024.arc,n0024.arc,10
0,,"奪われたものは、ひとつひとつ
取り戻せばいいのさ","What was taken from us, one by one, we'll get
back.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,35
0,,盗賊のあたしが言うことじゃないがね,"As a bandit, it's not my place to say, but you
know.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,36
0,,"メガドは王都だからね
それはそれは豊かな町だったよ
盗賊の修行の場さ","Because Megado is the Royal Capital, it was a
very prosperous city. This is the training ground
for thieves.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,37
0,,厄介なことになりそうだねえ,Sounds like it's going to be tricky.,ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,38
0,,北の盗賊たちと一緒にあたしも行くよ,I'll go with the thieves from the north.,ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,39
0,,"どうしたんだい
顔色が冴えないね",What's wrong? You look pale.,ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,40
0,,"ああ戻ったんだね
やっぱりあんたたちがいてくれないと
背中が不安だよ","Oh you're back. I still need you guys. I'm
worried about my back.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,41
0,,"解放軍は再編成中さ
でもね、どんなに頑張ったって
あんたたちのいない穴は埋まらない","The Liberation Army is regrouping but you know,
no matter how hard we try we can't fill the hole
without you guys.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,42
0,,"そっちにも事情はあるだろうけど
最後まで付き合ってもらうよ","You may have your own circumstances, but please
stay with me until the end.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,43
0,,"あとは“悪しき竜”だね
ちょっと遠回りしちまったけど
一歩一歩、追い詰めているはずだよ","The Evil Dragon is the only thing remaining.
Although we took a little detour; Step by step, we
should be cornering it.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,44
0,,"初めて会った頃に比べたら王子は
成長した――そう思った矢先のこれだよ","Compared to when we first met, the prince has
grown— that's what I thought, and just as I did,
this happened.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,45
0,,"こんな行動をするなんて
まだまだ子供だってことなんだろうね","Don't act like this. It shows that you're still a
child.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,46
0,,"初めて会った頃に比べたら王子は
成長した――そう思った矢先のこれだよ","Compared to when we first met, the prince has
grown— that's what I thought, and just as I did,
this happened.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,47
0,,"こんな行動をするなんて
まだまだ子供だってことなんだろうね","Don't act like this. It shows that you're still a
child.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,48
0,,孫たちが世話になったね,Thanks for taking care of the grandchildren.,ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,49
0,,"おっと――
こんな月並みな礼をしちまうとは
あたしも歳を取ったねえ","Oops-- I can't believe I'm resorting to such a
clichéd gesture. I guess I'm getting old.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,50
0,,"王子の不在が噂になり始めたよ
あんたらの耳にも入ると思うけど
放っておきな","The absence of the prince has started to become a
rumor, you know. But just leave it alone.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,51
0,,あたしがなんとかするからさ,I'll take care of it.,ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,52
0,,"人生ってのはほんと気紛れだね
何が起こるかわからない","Life is really unpredictable.
You never know what will happen.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,53
0,,"ああ、この歳になっても
驚くようなことはまだまだいっぱい起こるよ","Oh, even at this age, there are still many
surprising things happening.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,54
0,,"城内は静かなものさ
みんな自分を見つめ直しているんだろうね","The inside of the castle is quiet.
Everyone is reflecting on themselves.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,55
0,,"王子は重要人物には違いないけど
主人公は解放軍のひとりひとりだ
王子のことばかり思っちゃいられないさ","The prince must be an important person, but the
hero is one of the liberation army too. You can't
think only about the prince.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,56
0,,"フィンダムの竜に起こったことを
小耳に挟んだよ","I heard a rumor about what happened to Phindym's
dragon.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,57
0,,"フィンダムへ行って、話を聞いた方が
良さそうだね","Sounds like it would be better to go to Phindym
and talk to them.",ui\00_message\npc\base\n0033.gmd,\npc\n0033.arc,n0033.arc,58
0,,"雑談は苦手でな
――悪いな",I'm not good at chit chat. -- sorry.,ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,0
0,,"言わなかったかな――
わたしは楽しい雑談相手ではない","Did I not say it? - I'm not a fun person to chat
with.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,1
0,,人からは見下されるくらいが丁度良い――,"Being looked down upon by others is just about
right.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,2
0,,"わたしなりの哲学だが、理解者は少ない
おまえはどうだ？","My own philosophy, but few people understand it.
What about you?",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,3
0,,"わたしの両親は性格が昼と夜――空と海ほどに
性格が違う人たちだった","My parents were people whose personalities were
as different as night and day— as different as the
sky and the sea.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,4
0,,"わたしは母とうまが合ったが
はて昼だろうか夜だろうかと時々思うのだ","I get along with my mother but sometimes I wonder
if we're just day and night.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,5
0,,"苦難が我々を結びつけたことは否定しない
苦難が我々を強くしたことも否定はできない","I do not deny that suffering has brought us
together. I cannot deny that suffering has made us
stronger.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,6
0,,"しかし――この状況に意味があるとすれば
それくらいだと思わないか？","However, if there is any meaning to this
situation, wouldn't it be something like that?",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,7
0,,ああ、用件を聞こうか,Let's hear what you have to say.,ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,8
0,,"用がすんだら国へ帰れ
今の我々には監視すら負担になる","When you finish your task, you can go back to
your country. It's too much work for us now to
even keep an eye on you.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,9
0,,"風が吹いてきた――
これは追い風だ――ああ、感じるぞ","The words of Master White Dragon—I cannot let
even a single word pass me by.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,10
0,,"将軍が戻ってから流れが変わったな
そういう人なんだよ、あの人は","The flow has changed since the general returned.
That's the kind of person he is.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,11
0,,"ジリアンはうまく立ち回っているだろうか
交渉上手というわけではないからな――","I wonder if Gillian is standing up to it well.
She's not exactly a great negotiator.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,12
0,,"王子が盗賊の世話になるとはね
将軍も心中穏やかではないだろうな","I can't believe the prince is in the care of
bandits. I'm sure the general is not at peace with
that.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,13
0,,"盗賊たちの受け入れ準備をした方が
よいのだろうか――",Should we prepare to receive the bandits?,ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,14
0,,どうだ？　少しは陣が明るくなったか？,"Well? Has the situation in the camp improved a
bit?",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,15
0,,"ネド王子は、自分の身は自分で守ると
頑なだがそうはいかない","Prince Nedo said he would protect himself.
He's stubborn, but it doesn't work that way.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,16
0,,あんたたちも力を貸してくれ,Please lend me your strength as well,ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,17
0,,"このティネスの守りを固めるべきか
それとも強固な砦を求めて
遠征すべきか――","Should we fortify the defenses of Fort Thines, or
should we go on an expedition searching for a
stronger fortress-?",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,18
0,,ふむ、将軍と相談してみようか,"Hmm, let's consult with the general.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,19
0,,しばらく兵の増強は難しいだろう,"It will be difficult to reinforce the troops for
a while.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,20
0,,"となれば、今いる兵たちの配備を
工夫して難局を乗り切らなければな","Then, we'll have to get through the harsh
situation by devising a way to deploy the troops
we have now.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,21
0,,１人、３人と兵が増えていく,"The number of soldiers is increasing, one by one,
and three by three.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,22
0,,"日々、少しずつではあるがネド王子を慕って
民たちが集まってくるんだ","Every day, little by little, the people gather
around Prince Nedo.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,23
0,,"イェルハルドがいるから抜かりはないと
思うが陽動部隊の連中はちゃんと食事を
とっているだろうか","I'm sure Gerhard is there to make sure that
everything is taken care of, but I wonder if those
guys in the diversionary unit are getting a proper
meal.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,24
0,,"イェルハルドがいるから抜かりはないと
思うが陽動部隊の連中はちゃんと食事を
とっているだろうか","I'm sure Gerhard is there to make sure that
everything is taken care of, but I wonder if those
guys in the diversionary unit are getting a proper
meal.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,25
0,,"展望城は王家だけではなく
我々解放軍の面々にとっても思い入れのある
場所だ","The Lookout Castle is not only a place that is
dear to the royal family, but also to all of us in
the Liberation Army.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,26
0,,わたしは参加できないが――頼むぞ,"I can't participate, but I'm counting on you.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,27
0,,"わたしも城へ行きたいが
砦の差配も重要な任務だからな","I'd like to go to the castle, too, but
it's an important mission to man the fort.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,28
0,,"王都メガドの奪回は簡単ではないだろう
でも、今の解放軍ならやれる気がする","It won't be easy to reclaim the Royal Capital of
Megado, but I feel like the Liberation Army can do
it now.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,29
0,,"そっちの様子はどうだい？
ここの留守はまかせてくれよ","How's it going over there?
I'll take care of things here myself.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,30
0,,"最前線へ飛んで行きたいが
砦を空にするわけにはいかないのだ
王子と解放軍を頼んだぞ","I'd love to rush to the front lines, but we can't
leave the fort empty.
Take care of the prince and the liberation army.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,31
0,,第一次王都奪回作戦は失敗したと聞く,"I heard that the first attempt to retake the
Royal Capital has failed.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,32
0,,"次の作戦には参加したいが持ち場を
離れるわけにはいかないからな","I want to participate in the next mission, but I
can't leave my post.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,33
0,,顔を見に来てくれたのか？,Did you come to see me?,ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,34
0,,"うれしいね
みんなにも声をかけてやってくれ","That's great. Please speak to everyone and let
them know.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,35
0,,"今はメガド奪回作戦の重要な局面のはず
さあ早く戻ってくれ","Now is an important moment in the plan to regain
Megado. Please come back quickly.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,36
0,,"展望城に移らなくても良いのだろうか
わたしが必要ではないのだろうか","Is it okay not to move to Lookout Castle? Am I
not needed?",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,37
0,,"わたしの知る限り、ここには
ネド王子は来ていない","As far as I know, Prince Nedo is not here.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,38
0,,ここだけの話――,Just between you and me...,ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,39
0,,"周囲のおとなたちがネド王子を
甘やかしすぎたということはないだろうか
いや、ここだけの話だ","Could it be that the adults around have spoiled
Prince Nedo too much? No, this is just between us.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,40
0,,"いろいろな噂が聞こえてくるが
なに、心配はしていないさ","I hear a lot of rumors, but I'm not worried.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,41
0,,皆、やる時はやる人たちだからな,"Everyone, because they are the people who do it
when they need to, right.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,42
0,,"君たちと出会った頃、わたしたちの心は
暗い海のようだったが――今はどうだ","When we met you, our hearts were like dark
seas--but now?",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,43
0,,"たとえ危機的な状況でも
明日を信じることができるよ","Even in times of crisis, you can have faith in
tomorrow!",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,44
0,,"この砦の強化案を考えているんだ
悪しき竜はいなくなってもオークどもは
相変わらずだからね","I am considering a plan to strengthen this
fortress. Even though the evil dragon is gone, the
orcs are still here.",ui\00_message\npc\base\n0034.gmd,\npc\n0034.arc,n0034.arc,45
0,,やあ,Hey,ui\00_message\npc\base\n0040.gmd,\npc\n0040.arc,n0040.arc,0
0,,良い天気だね,"Good weather, isn't it?",ui\00_message\npc\base\n0040.gmd,\npc\n0040.arc,n0040.arc,1
0,,調子はどうだ？,How's it going?,ui\00_message\npc\base\n0040.gmd,\npc\n0040.arc,n0040.arc,2
0,,"腕が立つようだから
また何か依頼するかもしれない","You seem to have a good arm, so I may request
something else from you.",ui\00_message\npc\base\n0040.gmd,\npc\n0040.arc,n0040.arc,3
0,,"私はリズ様のポーン
あの方は、私がお守りしなければ――",I am Lady Lise's Pawn. If I don't protect her-,ui\00_message\npc\base\n0500.gmd,\npc\n0500.arc,n0500.arc,0
0,,"リズ様、もう少し
そそっかしさをあらためて下されば――","Lady Lise, if you could please be a little more
attentive—",ui\00_message\npc\base\n0500.gmd,\npc\n0500.arc,n0500.arc,1
0,,"覚者さま、恐れながら
リズ様のお手伝いをお頼みします","Ser Arisen, I'm afraid I need Lady Lise's help...",ui\00_message\npc\base\n0500.gmd,\npc\n0500.arc,n0500.arc,2
0,,おう、そっちはどうだ？　その後,"Hey, how's it going over there? What's been
happening since then?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,0
0,,"魔物を倒すだけが覚者の仕事じゃあねぇ
あぁ、お前もそのうち分かるぜ","Being able to defeat demons is not the only job
of an Arisen, you know. Oh, you'll understand that
soon.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,1
0,,"言い訳はなしだ、そんなもん考える前に
手と足を動かせよ","No excuses, move your hands and feet before
thinking about that.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,2
0,,"よう、ちょっとした賭けを――
いや、やめとくわ","Hey, want to make a little bet?
Nah, forget it.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,3
0,,"金をためてキノザの原泉近くに屋敷を建てるのよ
それが俺の目下の夢だ","I'll save my money and build a mansion near
Kinoza's spring. That's my current dream.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,4
0,,ばかっ強い魔物と真っ向勝負して連戦連勝,"A series of head-to-head battles with the
strongest demons and a series of victories.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,5
0,,"覚者になった頃はそれでおもしろおかしく
暮らしていけたが、もう、飽きちまった
――これから、どうするよ","When I became an Arisen, I could live with that
and have fun. But, I've grown tired now. What do I
do from now on?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,6
0,,"刺激だぜ、刺激
俺が欲しいのはそれだ――やっとわかった","It's exciting, so exciting. That's what I want――
I finally understand.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,7
0,,"俺はずっとはぐれ覚者のつもりでいたけどよ――
やっぱ、どっかで繋がってんだよな――ケッ！","I've always thought of myself as a lost Arisen,
but in the end, I guess there's some connection
somewhere. Damn it!",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,8
0,,柄にもねえこと言っちまったぜ,I said something I shouldn't have.,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,9
0,,"まあ、ボチボチやろうぜ
急ぐことはねえさ","Well, let's take it easy. There's no rush.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,10
0,,"あんたの言うことにはなんだって従うつもりで
いるから賭け事禁止だけは言ってくれるなよ","I intend to obey whatever you say, but don't tell
me to stop gambling.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,11
0,,俺をウソつきにしたくなかったらよ,If you don't want to make a liar out of me,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,12
0,,神殿にいる時くらい、いろんな奴と話しておけよ,"You should at least talk to a lot of people when
you're in the temple.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,13
0,,"俺の見たところ、あんたに話しかけられると
どいつもこいつもうれしそうな顔になる
さぞ名誉なことに違いねえ","From what I've seen, when you talk to them,
everyone gets happy and they all have a delighted
expression on their faces.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,14
0,,"ジョゼフのジジイは世の中がざわついている時の方が
いきいきして見えねえか？","Doesn't Joseph's old man look more alive when the
world is in turmoil?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,15
0,,魔物の一種かもしれねえぞ,It might be a type of monster.,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,16
0,,"はぁ――金がねえ――
負けた――","Huh... no money...
I'm screwed.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,17
0,,あ？　なんだよ,Huh? What's up?,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,18
0,,"しかし――
なんだって俺が――","But--
what the hell am I--",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,19
0,,"俺も覚者の端くれだが
この場所は息が詰まるぜ","I'm a bit of an Arisen man myself, but this place
is suffocating.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,20
0,,"言うまでもねえが、俺は単純にガシガシと
戦うのが好きだ","There's no need to say it, but I simply love a
grueling fight.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,21
0,,"勝敗に金がかかってるのなんて最高だぜ
そんなわけだから、おまえ――
そういう場に、さっさと俺を行かせろよ","There's nothing like winning and losing with
money on the line.
That's why you--
You better get me to that kind of place, and get
on with it.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,22
0,,"侵食魔退治は俺に任せろ
ガシガシやっつけておくぜ","Leave the eradication of the Corruption to me.
I'll take care of it, no problem.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,23
0,,俺はやっぱり戦場の男――,I am a man of the battlefield.,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,24
0,,"そう思ってきたが、こう無尽蔵にわくような
侵食魔と戦っていると心の奥底が
凍りつきそうになるぜ
永遠に続くのかよってな","I have come to think so, but deep down in my
heart, when I fight against the seemingly endless
invading corruption, it feels as if my soul is
about to freeze. Is this going to last forever?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,25
0,,"黒騎士を倒せば何もかも終わりじゃねえのかよ
あとはオマケみたいなものだろ？","I thought defeating the Black Knight was the end
of everything. The rest is kind of a bonus, right?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,26
0,,"島に出たみたいな奴がこれからの相手だとしたら
こっちもよっぽどの精鋭を揃えないと
やられちまうぜ","If the guy who showed up on the island is our
opponent from now on, we have to gather quite an
elite team or we'll be done for.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,27
0,,レオの野郎――放って置いていいのか？,"That bastard Leo, can we afford to leave him
alone?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,28
0,,"口ではなんと言おうと
奴はここでの立場――責任を捨てた男だ
このままじゃあ、スカッとしねえぞ","No matter what he says, he's a man who has
abandoned his position and responsibility here. If
things continue like this, it won't be satisfying
in the least.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,29
0,,"さあどうするよ
ここでジッとしてるのが仕事か？","What are we going to do? Is our job just to sit
here and do nothing?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,30
0,,"セシリーが神殿に匿われていること――
黒騎士は知ってると思うか？","Do you think the Black Knight knows that Cecily
is being hidden in the temple?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,31
0,,"俺と話したって状況は何も変わらない
んなことは、わかってんだろう？","Talking to me won't change anything about the
situation. You understand that, right?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,32
0,,"侵食魔なんてのはいい加減おさらばしてえよな？
もちろん、黒騎士野郎もな","Don't you think it's about time to say goodbye to
the infected monsters? And the black knight too,
of course.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,33
0,,"レオはよ――バカだよな
冷めた顔して、熱くなりすぎるんだ
あいつは昔からそうだったぜ","Leo is such an idiot, isn't he? He always looks
calm, but he gets too heated. He has been like
that since forever.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,34
0,,俺はもっと賑やかなところが好きだぜ,I like it when it's more lively.,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,35
0,,"人でも魔物でも構わねえ
その気になりゃいつでも大騒ぎできる程度に
相手がいるのがいいんだ","It doesn't matter if they're human or monsters.
It's good to have someone to make a big fuss with,
whenever we feel like it.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,36
0,,"ここの連中の頭の固さはジョゼフ以上だが
悪い気はしねえな
連中なりに筋が通っている","The stubbornness of these people here is greater
than Joseph's, but I don't feel bad about it. They
have their own way of doing things.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,37
0,,"――いや、ジョゼフのことをどうこう言ってる
わけじゃねえぞ","-- No, I'm not talking about Joseph.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,38
0,,"聞いたところによると《原始の雫》は
そう簡単に手に入るシロモノじゃねえようだ","According to what I heard, it seems that
《Primeval Drops》is not something that can easily
be obtained.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,39
0,,"となると、相当な手練れじゃないと
無事の帰還は難しいと思うぜ","Then you'd have to be a pretty good hand to
make a safe return, I'd think.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,40
0,,"俺たちがもう少し早くこのフィンダムに
来ていればな――
そりゃいいっこ無しってか？","If only we'd come to Phindym a little earlier--
No more of that, huh?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,41
0,,"やっぱり俺はレスタニアの男だ
空気が鼻をスースー通ってくぜ","I'm a Lestanian man after all.
The air feels sooooooo good coming through my
nose!",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,42
0,,"寝ても覚めても侵食魔退治よ
身体はキツいが気が楽っちゃあ楽だな","Arisen, whether sleeping or awake, it's all about
fighting the Infected. My body is tired, but my
mind is at ease.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,43
0,,"しっかし、魔物ってのは尽きないよな
こいつらいったい何のためにいるんだとか
テツガク的なことも考えたくなるぜ","Nevertheless, enemies never seem to run out, you
know? I wonder what they're actually here for. It
makes me want to think about it from a
philosophical perspective.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,44
0,,"これで何もかも、トントン拍子に上手くいけば
いいんだがな","If everything goes smoothly as planned, it would
be good.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,45
0,,"敵ってのは、敵らしくあって欲しいぜ
憎らしくて、悪くてよ",Enemies should be like enemies. Hateful and evil.,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,46
0,,"もう少しここにいるぜ
行く末を見届けたくてよ","I'll be here a little longer just to see where it
all goes.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,47
0,,"また留守がちになると思って
部屋を引き払ったぜ
しばらくは宿暮らしだ","I thought I would be gone frequently, so I left
my room. I will be living in temporary
accommodations for a while.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,48
0,,"絶望の大陸アッカーシェランか
でもよ、あのジリアンの目には
光があったよな","Is it the Land of Despair, Acre Selund? But you
know, in Gillian's eyes, there was light, wasn't
there?",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,49
0,,"王子は１２歳とか言ってたな
自分の頭で考えて行動できる年頃だ","The prince said he was 12 years old; he should be
old enough to think and act for himself.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,50
0,,"つまりジッとしてるわけじゃねえ
厄介っちゃあ厄介だな","So, it's not like I'm just sitting still. It's
troublesome, that's for sure.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,51
0,,"王子と一緒にいる盗賊ってのは
どんな連中だろうな",I wonder what kind of bandits are with the prince.,ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,52
0,,"義賊みたいなやつらかそれとも
ただの山賊集団か――","Those guys are like noble thieves, or maybe just
a group of bandits—",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,53
0,,"敵は“悪しき竜”だろ？
盗賊と王家の家臣が揉めている場合じゃねえ
――って言ってこいよ","The enemy is an ""Evil Dragon"", right?
This is not the time for a fight between a bandit
and a royal vassal.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,54
0,,"俺はオークだのなんだのを引き受けるから
王子は頼むぜ","I'll take care of the orcs and whatnot.
You take care of the prince.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,55
0,,"緩んでる場合じゃねえと思うけどよ
まあ、それは将軍たちが決めることだな","I don't think it's the time to slack off, but
well, that's something the generals decide.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,56
0,,"覚者になってからこっちずっとオークと
戦って鼻がバカになっちまったが","Since I became an Arisen, I've been fighting Orcs
all this time and now I'm getting all sniffly.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,57
0,,"アッカーシェランのオークの匂いは
また独特――新鮮な気分で戦えるぜ","The scent of Acre Selund's Orcs is unique; it
makes you feel refreshed and ready to fight.",ui\00_message\npc\base\n0501.gmd,\npc\n0501.arc,n0501.arc,58
