0,,"少し休もうかしら
誰も手を貸してくれないんだもの","Maybe I should take a short rest. Since no one is
lending a hand.",ui\00_message\npc\base\n0591.gmd,\npc\n0591.arc,n0591.arc,3
0,,"いらっしゃいませ覚者様
製作物、素材の出品と手配でしたらお任せを！","Welcome to
We can help you with the display and arrangement
of your productions and materials!",ui\00_message\npc\base\n1033.gmd,\npc\n1033.arc,n1033.arc,3
0,,"ここは《クラフトルーム》です
製作のご用命は中央におられる
ソニア様にお伝えください","This is the 《Craft Room》.
If you have any production needs, please tell
Sonia in the center of the room.",ui\00_message\npc\base\n1034.gmd,\npc\n1034.arc,n1034.arc,0
0,,"《クラフトルーム》では覚者様が旅に
出ている間、ポーンが作業を担当します","In the ""Craft Room,"" while the Arisen is away on
a journey, the Pawn will take care of the crafting
tasks.",ui\00_message\npc\base\n1034.gmd,\npc\n1034.arc,n1034.arc,1
0,,"従えているポーンの数が多いほど
沢山のアイテムを同時に作ることが
できますよ","The more pawns you have following you, the more
items you can create
at the same time!",ui\00_message\npc\base\n1034.gmd,\npc\n1034.arc,n1034.arc,2
0,,ようこそ、覚者さま,"Welcome, Ser Arisen.",ui\00_message\npc\base\n1034.gmd,\npc\n1034.arc,n1034.arc,3
0,,"覚者よ！
今回の取り分はすでに受け取ったようだな！
次はさらに上を目指し、存分に暴れるがいい！
がははははは！！","Sentient!
You've already received your share this time!
Next time, aim even higher, and go wild to your
heart's content!
Ha-ha-ha-ha!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,0
0,,"ああ、今回の取り分は送っておいたぞ！
保管ボックスを確認するといい
次の出航が今から楽しみだ！
なぁ、覚者よ、そうだろう！？","Ah, I've sent you this time's reward!
You should check the storage box.
I'm really looking forward to the next voyage!
Right, my Lord, isn't that right?!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,1
0,,"おお！　丁度、戦果の集計がついたところだ
勇敢なる覚者よ、その戦果を評して
秘蔵のアビリティを送ろうではないか！
胸を張って受け取るがいい！","Oh!　We have just tallied the results of the war.
In recognition of your war achievements, valiant
Arisens, we send you
a treasured ability!
Receive it with pride!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,2
0,,"ふーむ、覚者よ
血気盛んなのは結構だが、他にエントリー中の
任務があるようだな
先にそちらにケリをつけてくるがいい！","Hmmm, Arisen,
I appreciate your bloodlust, but I see you have
another
mission you're entering
You can go finish that one first!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,3
0,,"おお――、勇敢なる覚者よ
すまないが前回の出撃で現在洋撃船は修理中だ
準備が整うまで、今しばらく待っていてくれ！","Oh--, brave Arisen.
Sorry, but the Western blaster is currently being
repaired after the last sortie.
Please wait a while now until it's ready!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,4
0,,"がはははは！　船はまだ準備中だ
そう急くな！","Hahaha! The ship is still being prepared
. Don't rush!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,5
0,,"沖合に浮かぶ孤島、《竜の巣》
別名、魔物のるつぼ","The isolated island floating offshore, known as
""Dragon's Nest""
. Also known as The Crucible of Demons",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,6
0,,"竜が死に、生まれいづる場所というが
本当の所は解らん","It is said to be the place where dragons die and
are born, but no one knows for certain.",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,7
0,,なぁ、ロマンだろう？,"Isn't it romantic, eh?",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,8
0,,"海流が激しくなり、ヒュージブルが現れ
外洋調査はここ300年できない状態だ","The currents have intensified, the fusibles have
appeared
and open ocean research hasn't been possible for
the last 300 years.",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,9
0,,"だが、海の先にはさらに広大な
世界が広がっているように思わんか？
ロマンだろう！","But doesn't it seem like there is an even more
vast
world beyond the sea?
Romantic, isn't it?",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,10
0,,"おお、覚者よ！
今回の《竜の巣》調査は終了したぞ
あいにく今渡せる報酬はないが、機会など
またすぐ巡ってこよう。がははは！","Oh, Arisen!
This ""Dragon's Nest"" survey is over.
Unfortunately, I don't have a reward to give you
now, but I will give you another chance
soon. I'll be back soon!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,11
0,,"《竜の巣》はただの魔物の巣だと考える
者もいるが、それだけとは思えんなぁ","Some people consider the ""Dragon's Nest"" to be
just an enemy nest, but I don't think it's that
simple.",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,12
0,,"エルダードラゴンや、さらに巨大な竜の化石も
古い岩盤には残っているというではないか","Elder Dragons and even the fossils of gigantic
dragons
are said to remain in the ancient bedrock",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,13
0,,"レスタニアの大地の他、船で辿りつけるのは
つねに小さな孤島のみ
他にも大陸はあるのか、否か――謎だなぁ！","Other than the land of Lestania, you can only
reach it by ship
There are always only small islands
I wonder if there are other continents or
not—it's a mystery!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,14
0,,"あまりに身近で忘れてるかもしれんが
《竜の礎》や《リムストーン》なんかも
いつ誰が造ったものかは分かっていないだろう","Arisen are too familiar with the
Dragon's Keystone and
Rift Crystal. I wonder if you have forgotten who
made them.",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,15
0,,"がははは！　分からんことだらけだがともあれ
《竜の巣》探査が外洋遠征任務の
要ということだ！","Ha-ha-ha! I don't know a lot of things, but at
any rate,
the exploration of the ""Dragon's Lair"" is the
cornerstone of the open-sea expedition mission!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,16
0,,"おお、よく来たな
勇敢なる覚者よ！","Oh, you have come
brave Arisen!",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,17
0,,"どんな状況だろうと船は出してやる
あんたらの気持ち次第さ","No matter what the situation is, I will send you
off
depending on your feelings.",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,18
0,,"よう、冒険者たち
調子はどうだ？","Greetings, adventurers
How are you doing?",ui\00_message\npc\base\n1035.gmd,\npc\n1035.arc,n1035.arc,19
0,,"《竜の巣》へ行ったらどんなだったか
教えてくれよ！
戦果報告だけが楽しみなんだからよ！","If you go to 《Dragon's Nest》, let me know how it
was!
I'm looking forward to your war report!",ui\00_message\npc\base\n1036.gmd,\npc\n1036.arc,n1036.arc,0
0,,"《竜の巣》にゃ危険なドラゴンが
わんさかいるってんじゃねぇか
そんなとこに行きたいなんざ、モノ好きだねぇ","Is there a dangerous dragon nesting place called
""Dragon's Nest"" or something? Who would want to go
to a place like that, you must really love
adventure.",ui\00_message\npc\base\n1036.gmd,\npc\n1036.arc,n1036.arc,1
0,,"海はいい！！
粘る潮風、波音、そしてロマン！
命を賭ける甲斐もあるってもんだ","The ocean is good!
The persistent sea breeze, the sound of the
waves, and the romance!
It's worth risking your life for!",ui\00_message\npc\base\n1036.gmd,\npc\n1036.arc,n1036.arc,2
0,,"おう！　気張ってるか？
覚者さん","Oh!　Are you feeling feisty?
Master Arisen.",ui\00_message\npc\base\n1036.gmd,\npc\n1036.arc,n1036.arc,3
0,,"船を使った運輸もできれば
より流通も捗るのですが","If we could also use ships for transportation, we
could make more progress in distribution than
",ui\00_message\npc\base\n1037.gmd,\npc\n1037.arc,n1037.arc,0
0,,"白竜神が墜ちてからというもの
大陸を取り巻く海流が変わったそうですよ
ヒュージブルの出現もその頃からだとか","The ocean currents surrounding the continent have
changed since the White Dragon God crashed
I heard that the emergence of Huge Bulls also
started around that time.",ui\00_message\npc\base\n1037.gmd,\npc\n1037.arc,n1037.arc,1
0,,"特に問題はありませんね
船の準備も堅調のようです","I don't see any problems.
The ship seems to be well prepared.",ui\00_message\npc\base\n1037.gmd,\npc\n1037.arc,n1037.arc,2
0,,こんにちは、覚者隊の方,"Hello, Arisen",ui\00_message\npc\base\n1037.gmd,\npc\n1037.arc,n1037.arc,3
0,,"やぁ、船の見学かい？
毎回破損しちゃうから、修理も大変だよ","Hey, you want to see the boat?
It gets damaged every time, so it's hard to fix
it.",ui\00_message\npc\base\n1038.gmd,\npc\n1038.arc,n1038.arc,0
0,,"深い水に入らないよう気を付けなよ
液体みたいな赤い魔物、ヒュージブルに
やられるぜ","Be careful not to go into deep water.
The liquid-like red monster, Huge Bull, will
get you.",ui\00_message\npc\base\n1038.gmd,\npc\n1038.arc,n1038.arc,1
0,,"なぁ、知ってるか？
船長はさ、実は昔《竜の巣》で――
いや！　何でもない忘れてくれ","Hey, you know what?
The captain, you know, actually used to be in
《Dragon's Den》 -
No!　It's nothing, forget it.",ui\00_message\npc\base\n1038.gmd,\npc\n1038.arc,n1038.arc,2
0,,やぁ！　覚者さん,Hello! Arisen-san,ui\00_message\npc\base\n1038.gmd,\npc\n1038.arc,n1038.arc,3
0,,"危ない場所に行く時は、いつもより
入念に準備してくださいね！","When you go to a dangerous place, please be more
carefully prepared than usual!",ui\00_message\npc\base\n1039.gmd,\npc\n1039.arc,n1039.arc,0
0,,"こちらは道具売り場です
各種お薬、お守りを取りそろえてます！","This is the tools department.
We have a variety of medicines and amulets!",ui\00_message\npc\base\n1039.gmd,\npc\n1039.arc,n1039.arc,1
0,,"お買い忘れはないですか～？
所持品を確認してくださいね","Did you forget to buy anything?
Please check your belongings!",ui\00_message\npc\base\n1039.gmd,\npc\n1039.arc,n1039.arc,2
0,,"いらっしゃいませ！
忘れ物があったら大変ですよ
出立前にぜひ確認を！","Welcome!
We'd hate for you to forget something.
Please check before you leave!",ui\00_message\npc\base\n1039.gmd,\npc\n1039.arc,n1039.arc,3
0,,"白竜様は休養中である
むやみに触れる、用もなく話しかけるなど
無礼は慎むように","Master Hakuryu is resting.
Please refrain from touching him unnecessarily,
talking to him without his business, etc.
Please refrain from rudeness.",ui\00_message\npc\base\n1040.gmd,\npc\n1040.arc,n1040.arc,0
0,,だから、私語は慎むように,"Therefore, please refrain from whispering.",ui\00_message\npc\base\n1040.gmd,\npc\n1040.arc,n1040.arc,1
0,,謁見の間では、くれぐれも騒がぬように,"Please make sure not to cause any disturbance in
the Audience Chamber.",ui\00_message\npc\base\n1040.gmd,\npc\n1040.arc,n1040.arc,2
0,,私語は慎むように,Please refrain from whispering.,ui\00_message\npc\base\n1040.gmd,\npc\n1040.arc,n1040.arc,3
0,,"夜間は暗いので、ランタンは必須です！
それに洞窟とか、視界がきかないところも
多いそうですよ","It is dark at night, so a lantern is a must!
Also, there are many caves and other places where
visibility is limited.
",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,0
0,,ランタン火種、たくさん買ってくださいね！,Please purchase a lot of Lantern Kindling!,ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,1
0,,"道具の仕入れも、最近ちょっとずつ厳しく
なってきたみたいなんです","It seems that purchasing tools has been getting a
little tougher
lately!",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,2
0,,"良ければ《クエストボード》にある資材手配にも
ご協力お願いしますね","If you don't mind, I'd appreciate your
cooperation in arranging materials on the 《Quest
Board》 at
",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,3
0,,"私、ここで働けて幸せだなって思います
だって、たくさんの覚者さまの
お役に立てますから！","I'm happy to work here because I can help many
Arisen!",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,4
0,,"回復の薬は十分お持ちですか？
体力の回復ができないと大変ですよ
魔法だけだと疲れが残ってしまいますよ","Do you have enough medicine for recovery?
It's very hard to recover your strength.
Magic alone will leave you exhausted.",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,5
0,,"道具は旅の生命線です！
多めに買っていってくださいね","Tools are the lifeblood of your trip!
Please buy more!",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,6
0,,"たくさん持って行ってくださいね
現地調達できないこともありますから！","Please take plenty with you.
It may not be possible to procure locally!",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,7
0,,いらっしゃいませ、覚者さま！,"Welcome, Arisen!",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,8
0,,あの、いらっしゃいませ、覚者さま,"Er, welcome, Arisen.",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,9
0,,"その、私なんかがお聞きしていいのか
わからないんですけど
空の渦――あれはよくないものですよね","Well, I don't know if I'm the right person to ask
, but
the vortex in the sky--that's not a good thing,
is it?",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,10
0,,"レスタニアはどうなってしまうんでしょう
あの空の渦、すべてを吸い込んでしまいそう","What will happen to Lestania
That vortex in the sky, it seems to suck
everything in!",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,11
0,,"大変なことが起こってるんだって
胸がぎゅっと痛くなります","There's something terrible happening and it makes
my heart ache
",ui\00_message\npc\base\n1041.gmd,\npc\n1041.arc,n1041.arc,12
0,,"おぉ～～！！
わたしは幸せ者でーす！","Oh my goodness!
I'm such a fortunate person!",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,0
0,,"ここで歌い、たたずむだけで、なんと！
聞くことができるのですから！","Just by singing and standing here, look!
You can hear it!",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,1
0,,"幾人もの覚者さまの
素晴らしい冒険譚の数々をッ！
詩にすべき英雄的浪漫の数々をッ！！","The wonderful adventures of many arisen
! The heroic romance that should be turned into
poems
!!",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,2
0,,"あなたはご存知ですか？
伝承にある、白竜様と金色の竜の戦いを","Do you know? The battle between the White Dragon
and the Golden Dragon, as told in legends
",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,3
0,,"あぁ、白竜様の銀翼が空を舞うお姿！
どれほど神々しく、どれほど感動的な
ことでしょう――！","Ah, the glorious sight of the White Dragon's
silver wings dancing in the sky! How divine, how
deeply moving it is!",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,4
0,,"しかし、気になりませんか？
白竜様に敗れ墜ちた金色の竜は
その後どうなったのでしょうね","But aren't you curious?
I wonder what happened to the golden dragon that
was defeated and crashed by Master Hakuryu
after that?",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,5
0,,"良き旅には良き仲間、良き試練
そして良き歌を！","A good journey, good friends, good trials
and good songs!",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,6
0,,ではあなたの為に一曲――,So let me sing a song for you—,ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,7
0,,"ららら～
何かご用でも～？","La la la la~
What can I do for you?",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,8
0,,"おぉ～
なんという事でしょう～","Oh,
what a surprise!",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,9
0,,"あなたは今、他のミッションに参加予定ですね？
そちらを達成するか、予定を取り消してから
また来てくださ～い","You are now scheduled to participate in another
mission?
Please come back to
after you have either accomplished that one or
canceled your plans!",ui\00_message\npc\base\n1042.gmd,\npc\n1042.arc,n1042.arc,10
0,,"はい、覚者様
何なりとご用をお申し付けください","Yes, Ser Arisen
Please feel free to let us know if you have any
requests",ui\00_message\npc\base\n1043.gmd,\npc\n1043.arc,n1043.arc,0
0,,"神殿より、こちらのクランの
世話係を任されております","I have been entrusted as the caretaker of this
clan from the temple
If you have any requests, please let us know",ui\00_message\npc\base\n1043.gmd,\npc\n1043.arc,n1043.arc,1
0,,"ご要望がございましたら
何なりとお申し付けください","If you have any requests, please feel free to let
us know
",ui\00_message\npc\base\n1043.gmd,\npc\n1043.arc,n1043.arc,2
0,,"はい、覚者様
お話のお相手ですか？
わたくしでよろしければ、何なりとお話ください","Yes, Arisen, I am the one you want to talk to?
If it is alright with you, please feel free to
talk to me.",ui\00_message\npc\base\n1043.gmd,\npc\n1043.arc,n1043.arc,3
0,,"覚者様のクランをお任せいただけること、
光栄に思っております","We feel honored to be entrusted with your clan,
Ser Arisen
",ui\00_message\npc\base\n1043.gmd,\npc\n1043.arc,n1043.arc,4
0,,覚者様、本日はどのようなご用でしょうか,"Ser Arisen, what can we assist you with today?",ui\00_message\npc\base\n1044.gmd,\npc\n1044.arc,n1044.arc,0
0,,"このクランに関することでしたら、
何なりとお申し付けくださいませ","If you have any questions about this clan, please
feel free to contact us at
",ui\00_message\npc\base\n1044.gmd,\npc\n1044.arc,n1044.arc,1
0,,"可能な限り、このクランと覚者様のご要望に
応えられるよう努力してまいります","We will do our best to
meet the needs of this clan and the memorandum of
understanding as much as possible!",ui\00_message\npc\base\n1044.gmd,\npc\n1044.arc,n1044.arc,2
0,,"本日も素敵な一日になるよう
是非わたくしどもにお手伝いさせてくださいませ","Please let us help you have a great day at
!",ui\00_message\npc\base\n1044.gmd,\npc\n1044.arc,n1044.arc,3
0,,"まぁ、わたくしとの会話をお望みですか？
お気遣いありがとうございます、覚者様
そのお気持ちだけで胸がいっぱいです","Well, would you like to have a conversation with
me?
Thank you for your concern, Arisen.
I am filled with that sentiment alone!",ui\00_message\npc\base\n1044.gmd,\npc\n1044.arc,n1044.arc,4
0,,"ん――？
クランダンジョンについて、ですか？","Hm--?
About the clan dungeon?",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,0
0,,"はぁ――まだご紹介できるダンジョンはありませんね
ダンジョンは《手がかり》を
組み合わせることで見つかるんです","Huh--I don't have any dungeons to show you yet.
Dungeons can be found by combining 《clues》
",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,1
0,,"まずは《手がかり》を集めることを
おすすめしますよ――
何についても、情報は大切ですから","First of all, I recommend you to gather 《clues》 at
--
Information is important for everything!",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,2
0,,"今までに発見した《手がかり》は
このクラン拠点の隠し部屋で
確認できるはずですけど――","The ""clues"" we've found so far can be found at
and
in the hidden room of this clan base--but--I'm
sure you'll be able to check them out.",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,3
0,,"そうそう、《手がかり》は
クランメンバーで共有されています
――皆さんで手分けして探してみては？","Oh yeah, the 《Clue》 is shared by
clan members
-- maybe you guys should split up and look for it?",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,4
0,,"あ、覚者様――
何かご用ですか？","Ah, Ser Arisen――
Do you need something?",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,5
0,,"今、考えてるんです
この前手に入れた古い装飾品のことを――","I'm thinking now
about the old decoration I obtained the other
day――",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,6
0,,"人が造り、手入れして、受け継ぎ
――あるいは隠し忘れ去られて
それからまたこの時代に現れた","Created and cared for by people, passed down
―― or forgotten and hidden
then appeared in this era again",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,7
0,,"そう――全ての骨董品は運命を背負い
そして運命に導かれてボクのところに
現れるんです","Yes――all antiques bear a fate
and they appear to me, guided by fate
",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,8
0,,"ボクは骨董品が好きなんですけどね
何もそれらをとにかく集められたら
いいってわけじゃありません","I like antiques, you see
but it's not necessarily good to collect as much
of them as possible
",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,9
0,,"その品が、よりふさわしい誰かのところに
行きたがっているとしたら――","If that item wants to go to someone more
deserving--
",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,10
0,,"喜んで送り出したいと思ってるんですよ
――そう、喜んでね","I'd be happy to send you on your way.
-- yes, gladly.",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,11
0,,"骨董というものは、元々の価値だけでなく
時間や歴史の価値を纏って形作られているんです
時を経てこそ人の心に残る
そんな芸術と言いましょうか――","Antiques are not only of original value
but are also clothed in the value of time and
history.
It is only with the passage of time that they
remain in people's hearts.
I would say that they are such art...",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,12
0,,"だからこそ奥深く
いや、果てが無い――
――悩ましいものです","That's why it's so profound
No, it's endless--
--it's troubling.",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,13
0,,"ん――？
覚者様、今別のことを
されているんじゃないですか？","Hmmm--?
Arisen, are you not busy with something else
right now?",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,14
0,,"ボクは、ご紹介するダンジョンには
きっちり集中して
挑んでいただきたいんですよね――","I'd like you to
concentrate on the dungeon
that I'm going to introduce you to--I'd like you
to concentrate on the dungeon--and not on the
dungeon.",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,15
0,,"うぅん――申し訳ないんですが
他のミッションを終わらせるか
辞退なさってから、もう一度
来ていただけるでしょうか――","Ummm--I'm sorry, but
can you finish your other mission or
decline and then come back
again--I'm sorry.",ui\00_message\npc\base\n1045.gmd,\npc\n1045.arc,n1045.arc,16
0,,"ハァイ！
なになに？　私にどんなご用かしら！","Hi!
What's going on?　What can I do for you?",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,0
0,,"実はね、覚者様との接点がほしくて
クラン執務官に志願してたのよ
だけど、かなり前からあの二人――
セバスチャンとメアリーに決まってたらしくて","Actually, I wanted to make a connection with the
Master Arisen.
I volunteered to be a Clan Steward but it was
decided a long time ago that those two -Sebastian
and Mary - would be the best choice.",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,1
0,,"私だって覚者様に憧れる気持ちは
変わらないんだから！
私は私なりに、お役に立ってみせるわ","I too have a longing for the Master of the Arisen
and that won't change!
I'll try to be useful in my own way.",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,2
0,,"たくさんの覚者やポーン、
それに騎士団員を見てきたけど――
やっぱり使命を帯びた人って素敵だわ！","I've seen a lot of sentient people, pawns,
and knights--
and it's still wonderful to see people on a
mission!",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,3
0,,"――うん、やっぱり実戦に出ている人の
ボディラインって違うわねぇ
体幹がしっかりしてるっていうか","--I think the body line of a person who is in a
real battle is different.
I think they have a strong core.",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,4
0,,"私もホラ、結構鍛えてるのよ
そこそこ引き締まってると思うんだけど――
どうかしら？","I work out a lot, too,
I think I'm pretty toned there--
What do you think?",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,5
0,,"あら、お疲れだったら
ココの仮眠室にご案内するわ！
備品の維持なんかに結構かかるから
<VAL PRICE_INN>いただくけど、いいかしら？","Oh, well, if you're tired, I can show you to a
nap room at
!
It costs quite a bit to maintain the equipment,
so I'll take
<VAL PRICE_INN>if you don't mind.",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,6
0,,はい,Yes,ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,7
0,,いいえ,No,ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,8
0,,"覚者様、お疲れだったら
ココの仮眠室にご案内するわよ！
私が管理させてもらってるんだけど
今は誰もいないから――無料でどうかしら？","Arisen Lord、お疲れだったら
ココの仮眠室にご案内するわよ！
私が管理させてもらってるんだけど
今は誰もいないから――無料でどうかしら？",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,9
0,,はい,Yes,ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,10
0,,いいえ,No,ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,11
0,,"《弱化の治療》ね、任せて！
ここで働きたくて、必死で覚えたの！
<VAL PRICE_WEAK>かかっちゃうんだけど
いいかしら？","I'll take care of it!
I learned it the hard way because I wanted to
work here!
It's going to cost you <VAL PRICE_WEAK>.
Can I?",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,12
0,,はい,Yes,ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,13
0,,いいえ,No,ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,14
0,,"あら？　えっと――
《弱化》してないみたい
ふふ、もしかして――冗談だったの？","Hmm? Um...
It seems you haven't been weakened
Hehe, were you kidding by any chance?",ui\00_message\npc\base\n1046.gmd,\npc\n1046.arc,n1046.arc,15
0,,"よし、話を聞こう
どの武器の力を引き出したいんだ？","Alright, let me hear your story
Which weapon's power do you want to bring out?",ui\00_message\npc\base\n1047.gmd,\npc\n1047.arc,n1047.arc,0
0,,"武具の力を引き上げること――
それはお前の力に、そして明日の命に
直結する","To raise the power of your equipment――
It is directly connected to your power and your
life tomorrow
",ui\00_message\npc\base\n1047.gmd,\npc\n1047.arc,n1047.arc,1
0,,"長い旅だった――
とても一言では、言い表せない旅だった","It was a long journey――
It was a journey that couldn't be expressed in a
few words",ui\00_message\npc\base\n1047.gmd,\npc\n1047.arc,n1047.arc,2
0,,"平和になったらいつか聞いてくれ
この話はとびきり長くなるからな","Ask me when it becomes peaceful someday
This story will become very long",ui\00_message\npc\base\n1047.gmd,\npc\n1047.arc,n1047.arc,3
0,,"オレは――前線で戦うよりも
装備品の力を引き出すことで
覚者隊全体の戦闘力を上げることを選んだ","I chose--rather than fighting on the front lines,
I chose to increase the combat power of the entire
sentient corps by drawing on the power of the
equipment.",ui\00_message\npc\base\n1047.gmd,\npc\n1047.arc,n1047.arc,4
0,,"決して戦うことに疲れたわけではない――
ただ、神殿のため――ひいては白竜のため――
今後に繋がることをしたいと、そう考えた結果だ","It's not that I'm tired of fighting--
just that I want to do something for the temple--
and by extension, for the white dragon--
that will lead to the future, that's what I
thought. That's what I thought.",ui\00_message\npc\base\n1047.gmd,\npc\n1047.arc,n1047.arc,5
0,,"ふむ――良い武具だな
これをどう鍛えたいんだ？","Hmmm--good armor.
How do you want to train this?",ui\00_message\npc\base\n1047.gmd,\npc\n1047.arc,n1047.arc,6
0,,覚者様、本日はどのようなご用件でしょうか？,"Ser Arisen, what can I assist you with today?",ui\00_message\npc\base\n1048.gmd,\npc\n1048.arc,n1048.arc,0
0,,"各種お手続きの際は
必ず冒険手帳をご用意くださいね","Please make sure to have your Adventure Handbook
ready at
for all procedures!",ui\00_message\npc\base\n1048.gmd,\npc\n1048.arc,n1048.arc,1
0,,冒険手帳とは？,What is Adventure Memo?,ui\00_message\npc\base\n1048.gmd,\npc\n1048.arc,n1048.arc,2
0,,あなたは？,You are?,ui\00_message\npc\base\n1048.gmd,\npc\n1048.arc,n1048.arc,3
0,,"冒険手帳とは、日々お忙しい覚者様を
お手伝いすることを目的に作られた
小さな手帳です","The Adventure Notebook is a small notebook
designed to help
busy learners in their daily activities.
",ui\00_message\npc\base\n1048.gmd,\npc\n1048.arc,n1048.arc,4
0,,"この手帳の素晴らしさをご説明いたしますと――
こちら、実は――白竜様より授かった
微量の竜力が込められているのです","Let me explain the magnificence of this notebook--
This is actually--
given to me by the White Dragon and contains a
trace amount of dragon power!",ui\00_message\npc\base\n1048.gmd,\npc\n1048.arc,n1048.arc,5
