0,,うう――,Ugh...,ui\00_message\event\st0213\ev005.gmd,\event\st0213\st0213ev005.arc,st0213ev005.arc,9
0,,わたしは弱かった――,I was weak...,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,21
0,,"だから、頭の中を
支配されちゃったんだ――","That's why! My mind...
It got dominated...!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,22
0,,ディアマンテスを――愛している,I love Diamantes...,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,23
0,,"だから彼のために
何でもできるって――",That's why I can do anything for him...,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,24
0,,"でも、そんなのウソだ――
わたしが愛しているのは――",But that's a lie! Who I really love is...!,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,25
0,,ねえ、レオ――,"Hey, Leo...!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,26
0,,殺してほしい――,I want you to kill me...,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,27
0,,わたしを――殺して！,"Kill me, please!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,28
0,,イリス――,Iris...,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,29
0,,"落ち着け！
落ち着くんだ！","Calm down!
Get a hold of yourself!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,30
0,,わたし――,I...,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,31
0,,どうしたらいい？,What am I to do now?,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,32
0,,一緒に考えよう,We'll figure it out together.,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,33
0,,ううん――決めて,No... I've decided.,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,34
0,,まかせるよ、レオ,"I'm counting on you, Leo.",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,35
0,,痛いよ――,It hurts...!,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,36
0,,レオ、やっぱり――嫌だ,"Leo, I don't want this after all.",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,37
0,,"死にたくないよ
神殿に帰りた――","I don't want to die!
I want to go home to the Temple!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,38
0,,"ここで終わらせよう
イリス――","Let's put an end to this, Iris...!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,39
0,,おまえのその弱さ――,That weakness of yours...,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,40
0,,"その弱さがまた同じことを
繰り返すだろう――","That weakness will lead to the same thing
happening again...!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,41
0,,"いつかおまえを殺さねばならない
いつか誰かがおまえを殺す――","Someday, you'll have to be stopped.
Someday, someone will have to kill you...!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,42
0,,ならば俺の手で――,"In that case, let it be me...!",ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,43
0,,レオ！,Leo!,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,44
0,,イリスを助けてあげて？,Can you help Iris?,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,45
0,,――,――,ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,46
0,,（ため息）,(Sigh),ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,47
0,,（息遣い）,(Breathing),ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,48
0,,（息遣い）,(Breathing),ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,49
0,,（笑い声）,(Laughter),ui\00_message\event\st0408\ev005.gmd,\event\st0408\st0408ev005.arc,st0408ev005.arc,50
0,,"レオ、みんな――
イリスを追わなくちゃ！","Leo, everyone...!
We must follow her!",ui\00_message\event\st0408\ev010.gmd,\event\st0408\st0408ev010.arc,st0408ev010.arc,0
0,,"いや――
メイリーフの保護を優先する","No...
Mayleaf's protection is our priority.",ui\00_message\event\st0408\ev010.gmd,\event\st0408\st0408ev010.arc,st0408ev010.arc,1
0,,"クラウス、メイリーフ――
おれと一緒に来い","Klaus, Mayleaf.
Follow close.",ui\00_message\event\st0408\ev010.gmd,\event\st0408\st0408ev010.arc,st0408ev010.arc,2
0,,レオ――イリスが――,Leo... Iris is...,ui\00_message\event\st0408\ev010.gmd,\event\st0408\st0408ev010.arc,st0408ev010.arc,3
0,,"わかっているな？
この神殿の出口で合流しよう","You understand, right?
Let's meet at the Temple's exit.",ui\00_message\event\st0408\ev010.gmd,\event\st0408\st0408ev010.arc,st0408ev010.arc,4
0,,さっそく始めよう,Let's start right away.,ui\00_message\event\st0408\ev015.gmd,\event\st0408\st0408ev015.arc,st0408ev015.arc,0
0,,"これは古文書によれば導（しるべ）のオーブ
おまえたちが集めた竜の泪を精製したものだ","This is the Guiding Orb,
according to ancient documents.
It's refined from the dragon's tears
you have collected.",ui\00_message\event\st0408\ev015.gmd,\event\st0408\st0408ev015.arc,st0408ev015.arc,1
0,,向かう先には、竜が待っているはずだ,"There should be a dragon
waiting at our destination.",ui\00_message\event\st0408\ev015.gmd,\event\st0408\st0408ev015.arc,st0408ev015.arc,2
0,,おそらく、慈悲も憐憫の情もない,Most likely it has no mercy or compassion.,ui\00_message\event\st0408\ev015.gmd,\event\st0408\st0408ev015.arc,st0408ev015.arc,3
0,,"力を欲する覚者のためにのみ生きる
白竜の姿をした怪物","A monster in the form of a white dragon
that lives only for the power it desires.",ui\00_message\event\st0408\ev015.gmd,\event\st0408\st0408ev015.arc,st0408ev015.arc,4
0,,"竜の命とて永遠ではない――
人の命は言わずもがな――","The life of a dragon is not eternal...
Human lives go without saying...",ui\00_message\event\st0409\ev000.gmd,\event\st0409\st0409ev000.arc,st0409ev000.arc,0
0,,有限こそが世の理――,Finite is the nature of the world...,ui\00_message\event\st0409\ev000.gmd,\event\st0409\st0409ev000.arc,st0409ev000.arc,1
0,,"なぜ我らには無限が与えられなかったのか――
永遠の有無を決めたのは何者だろうか――","Why weren't we given eternity?
Who decided the existence or absence of eternity?",ui\00_message\event\st0409\ev000.gmd,\event\st0409\st0409ev000.arc,st0409ev000.arc,2
0,,"理の造物主を知りたくば――
竜になるより道はない――","If you want to know the creator of reason,
there is no other way than to become a dragon...",ui\00_message\event\st0409\ev000.gmd,\event\st0409\st0409ev000.arc,st0409ev000.arc,3
0,,完全なる竜に――,To become a perfect dragon...,ui\00_message\event\st0409\ev000.gmd,\event\st0409\st0409ev000.arc,st0409ev000.arc,4
0,,"我を倒しても――貴様は有限の存在――
何も変わらぬ――","Even if you defeat me... Your existence is finite.
Nothing will change...",ui\00_message\event\st0409\ev005.gmd,\event\st0409\st0409ev005.arc,st0409ev005.arc,0
0,,"ああ――復活か――終わりか――
死にゆく者の――恐怖と快感――","Ah, revival or the end?
The fear and pleasure of dying...!",ui\00_message\event\st0409\ev005.gmd,\event\st0409\st0409ev005.arc,st0409ev005.arc,1
0,,我が輝きは永遠の象徴――,My radiance is a symbol of eternity...,ui\00_message\event\st0409\ev005.gmd,\event\st0409\st0409ev005.arc,st0409ev005.arc,2
0,,ああ主よ――違うという――のか？,"Oh Lord...
Is it no different...?",ui\00_message\event\st0409\ev005.gmd,\event\st0409\st0409ev005.arc,st0409ev005.arc,3
0,,,,ui\00_message\event\st0410\ev000.gmd,\event\st0410\st0410ev000.arc,st0410ev000.arc,0
0,,た、助けてくれ！,H-Help me!,ui\00_message\event\st0410\ev005.gmd,\event\st0410\st0410ev005.arc,st0410ev005.arc,0
0,,ありがとう――助かった,"Thank you, I'm saved.",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,0
0,,"見ない顔だが君たちは
ゲートの向こうから来たのか？","You have unfamiliar faces.
Have you come from the other side of the Gate?",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,1
0,,"はい――僕はクラウス
こちらは覚者――","Yes... I am Klaus.
And this is an Arisen.",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,2
0,,覚者！？,Arisen!?,ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,3
0,,"ゴルゴランの後釜を狙って
来たわけじゃないだろうな","You're not here as Golgorran's successor, are you?",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,4
0,,違うんです！,"No, ser. Really!",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,5
0,,"僕たちはディアマンテスと話し合うために
ここに来たのです",We've come to negotiate with Diamantes.,ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,6
0,,"はっ！？　話し合うだと？
気は確かか？","Huh!? Negotiate?
Are you out of your mind?",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,7
0,,"そんなことが可能なら
わたしらだってとっくにやってる","If that were possible,
we would have done it a long time ago.",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,8
0,,"それが通じない相手だから
長い闘争の歴史があるわけで――","He is adverse to reason.
There is a long history of struggle...",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,9
0,,"闘争の歴史――ですか
失礼ですが、あなたは？","A long history...?
My apologies, may I ask about you?",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,10
0,,"わたしはテオドール
ディアマンテスを封じた錬金術師の末裔だ","I am Theodor, a descendant of the alchemist
who sealed Diamantes away.",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,11
0,,"他の錬金術師たちと一緒に
日々《封じの玄室》を管理してきた","Together with other alchemists,
I manage the Sealed Sepulcher day by day.",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,12
0,,しかし、時とともに仲間が殺されて――,"However, as time went by,
my comrades were killed...",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,13
0,,ディアマンテスの術か――思念か――,Is it Diamantes' magic... or thought...?,ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,14
0,,"その力は凄まじく、奴の玄室から飛び出した
魔物がどんどん数を増やし――","His power is tremendous, and the monsters that
emerged from his chamber are increasing rapidly...",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,15
0,,その魔物にわたしらは次々と――,We have been falling one by one to those monsters.,ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,16
0,,いかん――,Oh no!,ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,17
0,,"こんなところで立ち話をしていると
わたしらも魔物の餌食だ","If we keep talking here,
we'll soon become prey!",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,18
0,,工房まで一緒に来てくれ,Come with me to the workshop.,ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,19
0,,"あそこなら結界があるから
錬金の魔物は近寄らない","There is a barrier there,
so alchemical monsters won't come near.",ui\00_message\event\st0410\ev010.gmd,\event\st0410\st0410ev010.arc,st0410ev010.arc,20
0,,あなたと白竜神殿に集う人々の活躍で,"Thanks to you and the people gathering
at the White Dragon Temple,",ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,0
0,,いにしえの野望は消滅した,The ancient ambition has been eradicated.,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,1
0,,理の竜は目覚め,The White Dragon of reason has awakened.,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,2
0,,人々は新たな時代の幕開けを信じた,People believed in the beginning of a new era.,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,3
0,,しかし――,However...,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,4
0,,"不完全な竜と、竜が生み出した大勢の覚者は
今だ理の外にあり","The incomplete dragon and the multitude of Arisen
created by thus still fall outside of reason.",ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,5
0,,時はレスタニア暦３２２年,It is now the year 322 of the Lestania calendar.,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,6
0,,長きに渡る歴史の――,In the long history...,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,7
0,,これもまだ,There is still yet to come...,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,8
0,,始まりに過ぎない,This is just the beginning.,ui\00_message\event\st0410\ev015.gmd,\event\st0410\st0410ev015.arc,st0410ev015.arc,9
0,,,,ui\00_message\event\st0410\ev020.gmd,\event\st0410\st0410ev020.arc,st0410ev020.arc,0
0,,娘の価値はレスタニア以上とでも？,Is this girl worth more than Lestania itself?,ui\00_message\event\st0410\ev025.gmd,\event\st0410\st0410ev025.arc,st0410ev025.arc,0
0,,奇妙な世界だ,What a strange world.,ui\00_message\event\st0410\ev025.gmd,\event\st0410\st0410ev025.arc,st0410ev025.arc,1
0,,待て！,Wait!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,0
0,,ミシアルを殺してどうする！？,What good does it do to kill Mysial!?,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,1
0,,このゲートを開く,To open this gate.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,2
0,,メルゴダが３００年以上の時を経て,It's been more than 300 years since Mergoda...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,3
0,,またこっち側と繋がるんだ,...Connects to this side once more.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,4
0,,それには――,In order for that to happen...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,5
0,,命が必要なの――,A life is needed...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,6
0,,"ズールの濃厚な命が
手に入らないのなら――","If we cannot obtain a powerful life
such as Zuhl's...",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,7
0,,エルフ――,Elves will do...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,8
0,,あるいは、この巫女――,"Or perhaps, this priestess...!",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,9
0,,"あの怪物とエルフ――
巫女の命が等価だというのか","That monster and the elves,
is the priestess' life truly equivalent?",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,10
0,,"この世界には二種類の
命があります",There are two types of lives in this world.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,11
0,,生きる命と――,"Lives that simply exist, and...",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,12
0,,生きる者を守る命――,Lives that protect those who exist.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,13
0,,わたしのは――,My life's purpose...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,14
0,,人を守るための命です――,...Is for the sake of protecting others.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,15
0,,エルフも同じです――,Elves are the same.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,16
0,,その長命で人を見守り――,They have long lives and watch over people...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,17
0,,"時とともに生じる歪みを
修正する役割を担っているのです",Correcting distortions that occur with time.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,18
0,,ズールという怪物は――,"Now, that monster called Zuhl is...",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,19
0,,"おそらく、あれも、なんらかの
必要があって生み出された命――","Perhaps, that too is a life
created out of some kind of necessity.",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,20
0,,"ゲートを開くのに必要な命は
誰のものでも同じってわけ","What kind of life is needed to open the gate?
Any one will do the trick.",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,21
0,,"ただ、神殿のみんなは
昔からの知り合いだから――","But seeing as we've all been friends
in the Temple for such a long time...",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,22
0,,取り引きしてやってもいい,Can't we make a deal?,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,23
0,,"ズールの命が入った
命の器を渡せば――","If you'll be kind enough to hand over
the Vessel with Zuhl's life in it...",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,24
0,,ミシアルは返してやる,I'll give her back.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,25
0,,さあ、考えて,"Now, think well on it!",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,26
0,,うそ！？,No way?!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,27
0,,ミシアル！？,Mysial?!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,28
0,,覚者たちよ――,Arisen...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,29
0,,怪物の命を渡してはいけません,You must not hand over the monster's life.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,30
0,,"わたしは理を守るために
この世界に遣わされました",I was sent to this world to protect reason.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,31
0,,"今、この状況において
あなたたちを守るとは――","Now, as it stands, to protect all of you...",ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,32
0,,それはいかなることか,What that means...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,33
0,,考えた結果――,After much thought...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,34
0,,"こうすることがわたしに残された
唯一の道なのです",This is the only path left before me.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,35
0,,"この世界を脅かす者に
屈してはいけません！",We musn't yield to those who threaten this world!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,36
0,,"ほんの少しの譲歩が
この世界を壊してしまうのです！",The slightest compromise could shatter reality!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,37
0,,みなさん――,Everyone...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,38
0,,ダメだ――,No!!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,39
0,,何！？,What!?,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,40
0,,これ何！？,What is this?!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,41
0,,どういうこと！？,What's going on?!,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,42
0,,ミシアルに影響されちゃったの？,Were you influenced by Mysial?,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,43
0,,おまえを操る錬金術師の狙いは――,Is it the aim of the alchemist controlling you...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,44
0,,――俺の弱味をつくことだ,To exploit my weakness?,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,45
0,,だから,If that is so...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,46
0,,屈するわけにはいかない,I cannot yield.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,47
0,,認めるわけにはいかない,I cannot accept it.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,48
0,,強くあれ――,To be strong...,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,49
0,,それがミシアルの遺志だ,That is Mysial's will.,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,50
0,,自意識、強すぎないかな？,Isn't your self-consciousness a bit too strong?,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,51
0,,悪いか,Is it wrong?,ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,52
0,,（息遣い）,(Breathing),ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,53
0,,（息遣い）,(Breathing),ui\00_message\event\st0411\ev000.gmd,\event\st0411\st0411ev000.arc,st0411ev000.arc,54
0,,気に入らなかった――,I didn't like it at all...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,0
0,,寂しかった――,I was so lonely...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,1
0,,わたしがいなくても――,Even when I'm gone...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,2
0,,世界は変わらない,The world won't change.,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,3
0,,レオは,Leo won't...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,4
0,,変わらない,Change.,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,5
0,,"禊の神殿の誓いで――
俺は変わった","With the oath at the Temple of Purification...
I did change.",ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,6
0,,"おまえが変わらずに過ごしているのが
理解できず――","I couldn't understand
how you were still the same...!",ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,7
0,,だから,If that is so...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,8
0,,変わるしかなかった,I had no choice but to change.,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,9
0,,なんだ――,Is that so...?,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,10
0,,すれ違いかぁ,So we passed each other by...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,11
0,,――ディアマンテスってのは,Diamantes...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,12
0,,どんな野郎だろうな？,What kind of bastard is he?,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,13
0,,"イリスをこの世界から
引き離すなんて――",To pull Iris from this world...,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,14
0,,顔を見ておかないと,I need to see his face.,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,15
0,,気が済まん,I won't be satisfied otherwise.,ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,16
0,,（咳）,(Cough),ui\00_message\event\st0411\ev005.gmd,\event\st0411\st0411ev005.arc,st0411ev005.arc,17
0,,"おお――あんたか！
どうしたんだ？　","Oh, it's you!
What's wrong?",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,0
0,,"へへっ
コキ使われて嫌になったか","Heh...
Tired of being manipulated?",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,1
0,,それとも癒やされたいってか？,Or do you want to be healed?,ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,2
0,,"ああ、イリスを迎えに来たのか
っと、本人登場だ","Ah, you've come to welcome Iris.
And there she is.",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,3
0,,――あれ？,Huh?,ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,4
0,,お迎えだとよ,You're here to welcome her.,ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,5
0,,"――そうか
でも、帰りたくないな","- I see.
But I don't want to go back.",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,6
0,,"レオたちに会わせる顔がないって？
そんなの、誰も気にしてないだろうな","You don't have a face to show to Leo and the
others?
I doubt anyone cares about that.",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,7
0,,"少なくとも俺は気にしていない
幸か不幸かこうして生きているからな","At least I don't care.
Whether it's for better or worse, I'm alive like
this.",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,8
0,,幸か不幸か？,For better or worse?,ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,9
0,,俺の考えじゃ――,In my opinion...,ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,10
0,,"覚者が死ぬってことは
役目を果たしたってことだ","The death of an Arisen means they fulfilled their
duty.",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,11
0,,"だから、そりゃ
ある意味幸せだ","So, in a way, it's fortunate.",ui\00_message\event\st0414\ev005.gmd,\event\st0414\st0414ev005.arc,st0414ev005.arc,12
