#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
246,ABILITY_INFO_197,風圧の影響を受けなくなる,You are unaffected by wind pressure.,ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,246
8,ABILITY_INFO_231,"トゲや鍾乳石などの危険物との接触時に
受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage from hazards such as spikes
or stalactites.
<COL ffdc78>LV UP: Further reduces damage
taken.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,8
8,ABILITY_INFO_231,"トゲや鍾乳石などの危険物との接触時に
受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage from hazards such as spikes
or stalactites.
<COL ffdc78>LV UP: Further reduces damage
taken.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,8
8,ABILITY_INFO_231,"トゲや鍾乳石などの危険物との接触時に
受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage from hazards such as spikes
or stalactites.
<COL ffdc78>LV UP: Further reduces damage
taken.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,8
8,ABILITY_INFO_231,"トゲや鍾乳石などの危険物との接触時に
受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage from hazards such as spikes
or stalactites.
<COL ffdc78>LV UP: Further reduces damage
taken.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,8
20,ABILITY_INFO_232,"鉱泉に浸かったときの
効能持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect length of mineral
spring baths.
<COL ffdc78>LV UP: Further increases effect
length.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,20
20,ABILITY_INFO_232,"鉱泉に浸かったときの
効能持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect length of mineral
spring baths.
<COL ffdc78>LV UP: Further increases effect
length.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,20
20,ABILITY_INFO_232,"鉱泉に浸かったときの
効能持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect length of mineral
spring baths.
<COL ffdc78>LV UP: Further increases effect
length.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,20
20,ABILITY_INFO_232,"鉱泉に浸かったときの
効能持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect length of mineral
spring baths.
<COL ffdc78>LV UP: Further increases effect
length.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,20
20,ABILITY_INFO_232,"鉱泉に浸かったときの
効能持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect length of mineral
spring baths.
<COL ffdc78>LV UP: Further increases effect
length.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,20
20,ABILITY_INFO_232,"鉱泉に浸かったときの
効能持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect length of mineral
spring baths.
<COL ffdc78>LV UP: Further increases effect
length.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,20
152,ABILITY_INFO_233,"高所からの落下ダメージが軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Decreases fall damage taken when falling from
high places.
<COL ffdc78>LV UP: Decreases damage further.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,152
152,ABILITY_INFO_233,"高所からの落下ダメージが軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Decreases fall damage taken when falling from
high places.
<COL ffdc78>LV UP: Decreases damage further.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,152
152,ABILITY_INFO_233,"高所からの落下ダメージが軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Decreases fall damage taken when falling from
high places.
<COL ffdc78>LV UP: Decreases damage further.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,152
152,ABILITY_INFO_233,"高所からの落下ダメージが軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Decreases fall damage taken when falling from
high places.
<COL ffdc78>LV UP: Decreases damage further.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,152
152,ABILITY_INFO_233,"高所からの落下ダメージが軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Decreases fall damage taken when falling from
high places.
<COL ffdc78>LV UP: Decreases damage further.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,152
152,ABILITY_INFO_233,"高所からの落下ダメージが軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Decreases fall damage taken when falling from
high places.
<COL ffdc78>LV UP: Decreases damage further.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,152
236,ABILITY_INFO_234,"安全に降下できる落差距離が延長され
高所落下ダメージを受けにくくなる
<COL ffdc78>LV UP毎に安全落差がより延長</COL>","Increases the height from which you can
safely fall.
<COL ffdc78>LV UP: Further increases safe fall
height.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,236
236,ABILITY_INFO_234,"安全に降下できる落差距離が延長され
高所落下ダメージを受けにくくなる
<COL ffdc78>LV UP毎に安全落差がより延長</COL>","Increases the height from which you can
safely fall.
<COL ffdc78>LV UP: Further increases safe fall
height.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,236
236,ABILITY_INFO_234,"安全に降下できる落差距離が延長され
高所落下ダメージを受けにくくなる
<COL ffdc78>LV UP毎に安全落差がより延長</COL>","Increases the height from which you can
safely fall.
<COL ffdc78>LV UP: Further increases safe fall
height.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,236
236,ABILITY_INFO_234,"安全に降下できる落差距離が延長され
高所落下ダメージを受けにくくなる
<COL ffdc78>LV UP毎に安全落差がより延長</COL>","Increases the height from which you can
safely fall.
<COL ffdc78>LV UP: Further increases safe fall
height.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,236
236,ABILITY_INFO_234,"安全に降下できる落差距離が延長され
高所落下ダメージを受けにくくなる
<COL ffdc78>LV UP毎に安全落差がより延長</COL>","Increases the height from which you can
safely fall.
<COL ffdc78>LV UP: Further increases safe fall
height.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,236
236,ABILITY_INFO_234,"安全に降下できる落差距離が延長され
高所落下ダメージを受けにくくなる
<COL ffdc78>LV UP毎に安全落差がより延長</COL>","Increases the height from which you can
safely fall.
<COL ffdc78>LV UP: Further increases safe fall
height.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,236
56,ABILITY_INFO_235,"各種回復アイテムを使ったときに
より高い効果が得られる
<COL ffdc78>LV UP毎に効果がより上昇</COL>","Increases the effect of healing items.
<COL ffdc78>LV UP: Further increases effect.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,56
56,ABILITY_INFO_235,"各種回復アイテムを使ったときに
より高い効果が得られる
<COL ffdc78>LV UP毎に効果がより上昇</COL>","Increases the effect of healing items.
<COL ffdc78>LV UP: Further increases effect.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,56
56,ABILITY_INFO_235,"各種回復アイテムを使ったときに
より高い効果が得られる
<COL ffdc78>LV UP毎に効果がより上昇</COL>","Increases the effect of healing items.
<COL ffdc78>LV UP: Further increases effect.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,56
56,ABILITY_INFO_235,"各種回復アイテムを使ったときに
より高い効果が得られる
<COL ffdc78>LV UP毎に効果がより上昇</COL>","Increases the effect of healing items.
<COL ffdc78>LV UP: Further increases effect.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,56
56,ABILITY_INFO_235,"各種回復アイテムを使ったときに
より高い効果が得られる
<COL ffdc78>LV UP毎に効果がより上昇</COL>","Increases the effect of healing items.
<COL ffdc78>LV UP: Further increases effect.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,56
56,ABILITY_INFO_235,"各種回復アイテムを使ったときに
より高い効果が得られる
<COL ffdc78>LV UP毎に効果がより上昇</COL>","Increases the effect of healing items.
<COL ffdc78>LV UP: Further increases effect.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,56
32,ABILITY_INFO_236,"各種投擲アイテムを投げつけたときに
与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases the damage of thrown items.
<COL ffdc78>LV UP: Further increases damage.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,32
32,ABILITY_INFO_236,"各種投擲アイテムを投げつけたときに
与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases the damage of thrown items.
<COL ffdc78>LV UP: Further increases damage.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,32
32,ABILITY_INFO_236,"各種投擲アイテムを投げつけたときに
与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases the damage of thrown items.
<COL ffdc78>LV UP: Further increases damage.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,32
32,ABILITY_INFO_236,"各種投擲アイテムを投げつけたときに
与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases the damage of thrown items.
<COL ffdc78>LV UP: Further increases damage.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,32
32,ABILITY_INFO_236,"各種投擲アイテムを投げつけたときに
与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases the damage of thrown items.
<COL ffdc78>LV UP: Further increases damage.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,32
32,ABILITY_INFO_236,"各種投擲アイテムを投げつけたときに
与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases the damage of thrown items.
<COL ffdc78>LV UP: Further increases damage.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,32
68,ABILITY_INFO_237,"一定時間、特殊効果が付与されるアイテムの
効果持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect duration of
effects granted by items.
<COL ffdc78>LV UP: Further extends duration.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,68
68,ABILITY_INFO_237,"一定時間、特殊効果が付与されるアイテムの
効果持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect duration of
effects granted by items.
<COL ffdc78>LV UP: Further extends duration.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,68
68,ABILITY_INFO_237,"一定時間、特殊効果が付与されるアイテムの
効果持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect duration of
effects granted by items.
<COL ffdc78>LV UP: Further extends duration.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,68
68,ABILITY_INFO_237,"一定時間、特殊効果が付与されるアイテムの
効果持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect duration of
effects granted by items.
<COL ffdc78>LV UP: Further extends duration.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,68
68,ABILITY_INFO_237,"一定時間、特殊効果が付与されるアイテムの
効果持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect duration of
effects granted by items.
<COL ffdc78>LV UP: Further extends duration.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,68
68,ABILITY_INFO_237,"一定時間、特殊効果が付与されるアイテムの
効果持続時間が延長される
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Increases the effect duration of
effects granted by items.
<COL ffdc78>LV UP: Further extends duration.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,68
212,ABILITY_INFO_238,"夜間に最大体力が増加する
<COL ffdc78>LV UP毎に最大体力がより増加</COL>","Increases your maximum health at night.
<COL ffdc78>LV UP: Further increases maximum
health.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,212
212,ABILITY_INFO_238,"夜間に最大体力が増加する
<COL ffdc78>LV UP毎に最大体力がより増加</COL>","Increases your maximum health at night.
<COL ffdc78>LV UP: Further increases maximum
health.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,212
212,ABILITY_INFO_238,"夜間に最大体力が増加する
<COL ffdc78>LV UP毎に最大体力がより増加</COL>","Increases your maximum health at night.
<COL ffdc78>LV UP: Further increases maximum
health.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,212
212,ABILITY_INFO_238,"夜間に最大体力が増加する
<COL ffdc78>LV UP毎に最大体力がより増加</COL>","Increases your maximum health at night.
<COL ffdc78>LV UP: Further increases maximum
health.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,212
212,ABILITY_INFO_238,"夜間に最大体力が増加する
<COL ffdc78>LV UP毎に最大体力がより増加</COL>","Increases your maximum health at night.
<COL ffdc78>LV UP: Further increases maximum
health.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,212
212,ABILITY_INFO_238,"夜間に最大体力が増加する
<COL ffdc78>LV UP毎に最大体力がより増加</COL>","Increases your maximum health at night.
<COL ffdc78>LV UP: Further increases maximum
health.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,212
224,ABILITY_INFO_239,"夜間に最大スタミナが増加する
<COL ffdc78>LV UP毎に最大スタミナがより増加</COL>","Increases your maximum stamina at night.
<COL ffdc78>LV UP: Further increases maximum
stamina.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,224
224,ABILITY_INFO_239,"夜間に最大スタミナが増加する
<COL ffdc78>LV UP毎に最大スタミナがより増加</COL>","Increases your maximum stamina at night.
<COL ffdc78>LV UP: Further increases maximum
stamina.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,224
224,ABILITY_INFO_239,"夜間に最大スタミナが増加する
<COL ffdc78>LV UP毎に最大スタミナがより増加</COL>","Increases your maximum stamina at night.
<COL ffdc78>LV UP: Further increases maximum
stamina.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,224
224,ABILITY_INFO_239,"夜間に最大スタミナが増加する
<COL ffdc78>LV UP毎に最大スタミナがより増加</COL>","Increases your maximum stamina at night.
<COL ffdc78>LV UP: Further increases maximum
stamina.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,224
224,ABILITY_INFO_239,"夜間に最大スタミナが増加する
<COL ffdc78>LV UP毎に最大スタミナがより増加</COL>","Increases your maximum stamina at night.
<COL ffdc78>LV UP: Further increases maximum
stamina.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,224
224,ABILITY_INFO_239,"夜間に最大スタミナが増加する
<COL ffdc78>LV UP毎に最大スタミナがより増加</COL>","Increases your maximum stamina at night.
<COL ffdc78>LV UP: Further increases maximum
stamina.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,224
80,ABILITY_INFO_240,"新月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your magical and physical power
during a new moon.
<COL ffdc78>LV UP: Further increases
physical/magical power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,80
80,ABILITY_INFO_240,"新月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your magical and physical power
during a new moon.
<COL ffdc78>LV UP: Further increases
physical/magical power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,80
80,ABILITY_INFO_240,"新月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your magical and physical power
during a new moon.
<COL ffdc78>LV UP: Further increases
physical/magical power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,80
80,ABILITY_INFO_240,"新月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your magical and physical power
during a new moon.
<COL ffdc78>LV UP: Further increases
physical/magical power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,80
80,ABILITY_INFO_240,"新月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your magical and physical power
during a new moon.
<COL ffdc78>LV UP: Further increases
physical/magical power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,80
80,ABILITY_INFO_240,"新月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your magical and physical power
during a new moon.
<COL ffdc78>LV UP: Further increases
physical/magical power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,80
92,ABILITY_INFO_241,"新月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases your physical and magic defense
during a new moon.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,92
92,ABILITY_INFO_241,"新月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases your physical and magic defense
during a new moon.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,92
92,ABILITY_INFO_241,"新月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases your physical and magic defense
during a new moon.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,92
92,ABILITY_INFO_241,"新月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases your physical and magic defense
during a new moon.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,92
92,ABILITY_INFO_241,"新月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases your physical and magic defense
during a new moon.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,92
92,ABILITY_INFO_241,"新月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases your physical and magic defense
during a new moon.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,92
164,ABILITY_INFO_242,"満月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during full moons.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,164
164,ABILITY_INFO_242,"満月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during full moons.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,164
164,ABILITY_INFO_242,"満月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during full moons.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,164
164,ABILITY_INFO_242,"満月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during full moons.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,164
164,ABILITY_INFO_242,"満月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during full moons.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,164
164,ABILITY_INFO_242,"満月時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during full moons.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,164
176,ABILITY_INFO_243,"満月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases physical and magic defense
during full moons.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,176
176,ABILITY_INFO_243,"満月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases physical and magic defense
during full moons.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,176
176,ABILITY_INFO_243,"満月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases physical and magic defense
during full moons.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,176
176,ABILITY_INFO_243,"満月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases physical and magic defense
during full moons.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,176
176,ABILITY_INFO_243,"満月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases physical and magic defense
during full moons.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,176
176,ABILITY_INFO_243,"満月時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases physical and magic defense
during full moons.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,176
104,ABILITY_INFO_244,"雨天時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during rainy weather.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,104
104,ABILITY_INFO_244,"雨天時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during rainy weather.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,104
104,ABILITY_INFO_244,"雨天時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during rainy weather.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,104
104,ABILITY_INFO_244,"雨天時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during rainy weather.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,104
104,ABILITY_INFO_244,"雨天時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during rainy weather.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,104
104,ABILITY_INFO_244,"雨天時に筋力と魔力が増加する
<COL ffdc78>LV UP毎に筋力/魔力がより増加</COL>","Increases your physical and magic power
during rainy weather.
<COL ffdc78>LV UP: Further increases
physical/magic power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,104
116,ABILITY_INFO_245,"雨天時に物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases your phyiscal and magic defense
during rainy weather.
<COL ffdc78>LV UP: Further increases
defenses.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,116
