0,,"おおそうだ！
お前の働きぶり、ちょくちょく聞いてるぞ
これからも頑張れよ！","Oh yeah!
I've heard a lot about your work, Keep it up!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,5,Scherzo
0,,"ギギギギ――！　イライラ！！
ゼッタイ仕返シ！　アイツら許さナイ！
アイツラ、板にさらし上ゲ！","Gigi-gigi! Irritation!!
I will definitely get revenge! I will not forgive them!
Expose them to the world, they deserve it!",ui\00_message\npc\base\n2003.gmd,\npc\n2003.arc,n2003.arc,5,Thud
0,,グワ！！　話シかけるナ！！,Gua!! I will speak your outcome!,ui\00_message\npc\base\n2003.gmd,\npc\n2003.arc,n2003.arc,6,Thud
0,,ム？　何しにキタ,What are you doing here?　What are you doing here?,ui\00_message\npc\base\n2004.gmd,\npc\n2004.arc,n2004.arc,0,Slab
0,,"珍しイ、人間ここ来ルとハ
王にアイサツ忘れルな","It is rare for a human to come here,
Do not forget to greet the king.",ui\00_message\npc\base\n2004.gmd,\npc\n2004.arc,n2004.arc,1,Slab
0,,"この城、王、ギルスタンのモノ
王は宝ヲ集めテおいでダ
人間、オマエ貢ぎ物アルカ？","This castle belongs to Gilstan, the king.
The king has come to gather treasures.
Are you humans offering tribute?",ui\00_message\npc\base\n2004.gmd,\npc\n2004.arc,n2004.arc,2,Slab
0,,"ワレワレ、城のハンエイと守り大事
人間と争わナイ
オマエ役に立つ、ワレワレ取引応じル","We value your protection of the castle.
We don't fight with humans.
We are willing to make a deal with you if you are useful to us.",ui\00_message\npc\base\n2004.gmd,\npc\n2004.arc,n2004.arc,3,Slab
0,,"ダガ、王怒ル
王、ギルスタン、人間、生かシテ出さナイ","Daga, the angry.
King, Gilstan, humans, don't let them live.",ui\00_message\npc\base\n2004.gmd,\npc\n2004.arc,n2004.arc,4,Slab
0,,グググ――,Gugugu--,ui\00_message\npc\base\n2005.gmd,\npc\n2005.arc,n2005.arc,0,Babo
0,,ニンゲン！！　キライ！！,Humans! I hate them!,ui\00_message\npc\base\n2005.gmd,\npc\n2005.arc,n2005.arc,1,Babo
0,,話シカケルナ！！,Start talking!!,ui\00_message\npc\base\n2005.gmd,\npc\n2005.arc,n2005.arc,2,Babo
0,,"ニンゲン、臭いスル！
オークよりヤな臭いスル！　ギギ――！","Humans, smell bad!
Smell worse than Orcs! Gigi!",ui\00_message\npc\base\n2005.gmd,\npc\n2005.arc,n2005.arc,3,Babo
0,,――ウゥゥ？,--Uh-uh?,ui\00_message\npc\base\n2006.gmd,\npc\n2006.arc,n2006.arc,0,Troggh
0,,"剣怖イ、切らレル、イタイ
ニンゲン、ぶき、しまっテおいテクレ――","Sword scary, cut, hurt.
Human, weapon, put away!",ui\00_message\npc\base\n2006.gmd,\npc\n2006.arc,n2006.arc,1,Troggh
0,,"ここ、安全
ゴブリン王　ギルスタン強イ！
デモここあたり、怖イ魔物多イ
城取らレル、しんぱい――","It's safe here,
Goblin King Gilstan is strong!
There are a lot of scary demons around here,
I'm worried they'll take the castle...",ui\00_message\npc\base\n2006.gmd,\npc\n2006.arc,n2006.arc,2,Troggh
0,,"しんぱい、タクサン
ジブン弱イ、怖イ、タクサンあル","Worried, lots of things are scary, there are many things.",ui\00_message\npc\base\n2006.gmd,\npc\n2006.arc,n2006.arc,3,Troggh
0,,ダァァッハ！,Daaah!,ui\00_message\npc\base\n2007.gmd,\npc\n2007.arc,n2007.arc,0,Vango
0,,"オデ、王の次、強イ！！
ソンケイシロ！！","Ode, King's successor, strong!!
Recommendation letter!!",ui\00_message\npc\base\n2007.gmd,\npc\n2007.arc,n2007.arc,1,Vango
0,,"オデ本気出せバ、オマエ一撃！
デモ安心シロ、オデ優しイ！！","Ode, give it your all, I'll strike you in a single blow!
But, don't worry, Ode is kind!!",ui\00_message\npc\base\n2007.gmd,\npc\n2007.arc,n2007.arc,2,Vango
0,,"オデ有名！　エライ！
城の中、オデ知らナイヤツイナイ！！","Ode is famous! Great!
People in the castle, Ode doesn't know that guy!!",ui\00_message\npc\base\n2007.gmd,\npc\n2007.arc,n2007.arc,3,Vango
0,,"ココ、何しに来タ？　ニンゲン！
ココ、ゴブリンの城！
ギルスタンの城、ホボリック！","Why did you come here, human?
This is Goblin's castle!
Gilstan's castle, Hobolic!",ui\00_message\npc\base\n2008.gmd,\npc\n2008.arc,n2008.arc,0,Boog
0,,"ニンゲン来タ！！　ホボリック来タ！
王にアイサツか？　ニンゲン！","Humans have arrived! Hobolic is here!
An assassination attempt on the king? Human!",ui\00_message\npc\base\n2008.gmd,\npc\n2008.arc,n2008.arc,1,Boog
0,,ゴブリン、取り引キカ？　ニンゲン！,"Goblin, do you want to make a deal? Human!",ui\00_message\npc\base\n2008.gmd,\npc\n2008.arc,n2008.arc,2,Boog
0,,"ココ、偉イ王、ギルスタン！！
ニンゲン、武器シマエ、無礼スルナ！","Here is the great king, Gilstan!
Human, weapon away, no disrespect!",ui\00_message\npc\base\n2008.gmd,\npc\n2008.arc,n2008.arc,3,Boog
0,,ギャ！　ニンゲン！？,Gya! Human!?,ui\00_message\npc\base\n2008.gmd,\npc\n2008.arc,n2008.arc,4,Boog
0,,"グー！？　むらさきピカピカ、王集メテル
ニンゲン、持ってキタノカ？","Rock!? Shiny purple, gathered together as kings.
Humans, did you bring it?",ui\00_message\npc\base\n2009.gmd,\npc\n2009.arc,n2009.arc,0,Gogo
0,,"ニンゲン！　王の機嫌損ねるナ！
言ウ事従エ！　イイナ！！","Human! Do not upset the king's mood. 
Obey me! Be nice!!",ui\00_message\npc\base\n2009.gmd,\npc\n2009.arc,n2009.arc,1,Gogo
0,,"王、ニンゲン嫌イ言ウ
覚者嫌イ言ウ
ケド、オデ知ってル","The king, despise humans.
Despise Arisen.
But, Ode know.",ui\00_message\npc\base\n2009.gmd,\npc\n2009.arc,n2009.arc,2,Gogo
0,,"王、イロイロ集める好キ
ニンゲンの道具モ、集める好キ","King likes to collect all kinds of things.
Likes to collect tools of the Human.",ui\00_message\npc\base\n2009.gmd,\npc\n2009.arc,n2009.arc,3,Gogo
0,,"王、覚者倒ス
ソレ、むらさきピカピカ取るタメ
覚者、むらさきピカピカ渡ス、王、喜ブ！","King, Arisen topples.
Take purple shiny.
Arisen, give shiny purple, king, happy!",ui\00_message\npc\base\n2009.gmd,\npc\n2009.arc,n2009.arc,4,Gogo
0,,グー！　コンナとこ、ナゼ来タ？,Goo!　Why are you here?,ui\00_message\npc\base\n2009.gmd,\npc\n2009.arc,n2009.arc,5,Gogo
0,,ギャギャ！　ニンゲン、来タ！,GYA GYA! Humans have arrived!,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,0,Goblin
0,,"ギギギ――、何シニキタ？
オマエ！　怪しイヤツ！",Gigigi— What have you done? You! You're suspicious!,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,1,Goblin
0,,ガぅるるるる――,Garu ru ru ru――,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,2,Goblin
0,,ウガ！！　気安ク話し掛けルナ！！,Uga!! Talk calmly!!,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,3,Goblin
0,,ココ、ホボリック！　ゴブリン族、王ノ城！,"Koko, Hobolic! Goblin tribe, King's Castle!",ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,4,Goblin
0,,ギャ、ギャギャギャッ！？,"Gya, gya gyagyagya!?",ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,5,Goblin
0,,腹減っタ――,I'm hungry――,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,6,Goblin
0,,"グワアアッ！　ニンゲン！！
襲っッテクル！？","Gwaaa! Human!!
Attack!?",ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,7,Goblin
0,,"王、むらさきキラキラ集めテル
オマエもカ？","King, gathering shiny purple. Are you, too?",ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,8,Goblin
0,,グワッ！？,Gwah!?,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,9,Goblin
0,,ギャッ！？　何ダ！！,Gya!? What's this!!,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,10,Goblin
0,,ウガッ！？,Ugh!?,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,11,Goblin
0,,ニンゲンダ！！,Human!!,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,12,Goblin
0,,ギギ――？,Gigi-?,ui\00_message\npc\base\n2010.gmd,\npc\n2010.arc,n2010.arc,13,Goblin
0,,"旅の準備をされますか？　覚者様
私で力になれることでしたら
喜んで奉仕させていただきます","Do you need any assistance in preparing  
for your journey, Ser Arisen? 
If there's anything I can do to help, 
I would be happy to serve you.",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,0,Nicola
0,,"休まれますか？　覚者様
恐れ入りますが管理費として
<VAL PRICE_INN>のみ頂戴いたします
よろしいでしょうか","Will you take a rest, Ser Arisen?
I apologize for the inconvenience, but I would like 
to request only <VAL PRICE_INN> as a management fee.
Would that be acceptable?",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,1,Nicola
0,,はい,Yes,ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,2,Nicola
0,,いいえ,No,ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,3,Nicola
0,,"《弱化の治療》ですか？　覚者様
恐れ入りますが
<VAL PRICE_WEAK>ほど頂戴いたします
よろしいでしょうか","Is it ""Treat Weakness,"" Ser Arisen?
I apologize, but it would be <VAL PRICE_WEAK> in total.
Would that be acceptable?",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,4,Nicola
0,,はい,Yes,ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,5,Nicola
0,,いいえ,No,ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,6,Nicola
0,,"あら、覚者様は《弱化》状態ではありませんね
安心いたしました","It seems that 《Treatment for Weakness》 
is not necessary.
However, if you are still tired, it would be 
good to take a break at my place.",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,7,Nicola
0,,"お疲れですか？
覚者様、ここはあなた様のための場
すぐに寝所の準備をいたしましょう","Are you tired?
Ser Arisen, this is a place for you.
Let us prepare your sleeping quarters immediately.",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,8,Nicola
0,,はい,Yes,ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,9,Nicola
0,,いいえ,No,ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,10,Nicola
0,,"どうぞこの地でお身体を休め
支度を整えてくださいませ
お力添えできることがあれば、何なりと","Please rest your body here and prepare yourself. 
If there's anything I can assist you with, 
please don't hesitate to ask.",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,11,Nicola
0,,"必要な品に関しては
そちらのデレードにお言いつけください","Regarding the necessary items, please
inform your squire over there.",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,12,Nicola
0,,"私ども自身を含め、この《ポーン郷》は
全て覚者様のために開かれし場所
そして、お役に立つことこそ私達の存在意義","Including ourselves, this Pawn Cathedral
is a place opened for all Arisen.
And thus, our existence lies in being of service.",ui\00_message\npc\base\n2100.gmd,\npc\n2100.arc,n2100.arc,13,Nicola
0,,ご注文は？,What is your order?,ui\00_message\npc\base\n2101.gmd,\npc\n2101.arc,n2101.arc,0,Deredo
0,,準備は怠りなく,Be prepared.,ui\00_message\npc\base\n2101.gmd,\npc\n2101.arc,n2101.arc,1,Deredo
0,,商品はこちらに,Products are here.,ui\00_message\npc\base\n2101.gmd,\npc\n2101.arc,n2101.arc,2,Deredo
0,,備蓄は十分に,Stockpile well.,ui\00_message\npc\base\n2101.gmd,\npc\n2101.arc,n2101.arc,3,Deredo
0,,覚者よ、用件を聞こう,"Arisen, let's hear what you have to say.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,0,Alvar
0,,"――異界の狭間
私達ポーンが生まれ、渡り、そして人の中で
貴君ら覚者のみが訪れることのできる場所――","――The Rift
We, the Pawns, are born, wander, and exist among humans
Only you, the Arisen, can visit this place――",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,1,Alvar
0,,"普段は意識することもないだろうが、ポーンや
他の覚者への呼びかけ、そしてリム転移もまた
あの空間を介し行われるのだ","You may not usually be aware of it, but Pawns and other Arisen, as well as Rift Teleportation, are all carried out through that sky.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,2,Alvar
0,,"「世界は多層にして、一つは同時に無限」
これは、古のある覚者が残した言葉だ","The world is multi-layered, and yet unified in its infinity. This is a phrase left behind by an ancient Arisen.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,3,Alvar
0,,"ポーンの身にその真理は知れぬが
あの場所は世界の本来の姿と、最も近いのかもしれぬ","The pawn may not know the truth,
But that place might be closest to the original form of the world.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,4,Alvar
0,,"新しき覚者よ
ここは空間の接合点
《異界の狭間》の入り口でもある
必要が生じれば、異界へ赴くがいい","O new Arisen, this is also the gateway to The Rift. 
If necessary, you may proceed to the Other World.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,5,Alvar
0,,"私だけではない
ポーンの長たる役目を負いし者は
皆、""理""と縁ある地の守役でもある","I'm not the only one.
Those who bear the role of the Pawn are all guardians of the land with an ""order.""",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,6,Alvar
0,,"その役目が、いつ、誰から始まったのか――
それは解らぬがな","When and from whom that role began--
I don't know.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,7,Alvar
0,,"武器を鍛える術に
《クレスト》という素材を用いるものがある
これは特殊な力の結晶を、装備に付与する
ポーンの技だ","There is a way to enhance weapons, using a material called ""Crest"".
This allows you to imbue your equipment with the power of special crystals.
It is a skill of the Pawns.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,8,Alvar
0,,"然るべき対価と引き換えに
《クレスト》を譲ろう","In exchange for the appropriate compensation, let us confer the ""Crest"" upon you.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,9,Alvar
0,,"貴君の、《異界の狭間》へ行く準備と
覚悟ができたのならば、こちらはいつでもいいぞ？","If you are prepared and ready to go to the Rift of the Other World, Ser, you can leave anytime.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,10,Alvar
0,,"ポーンは戦うしもべかもしれないが
粗雑に扱うと貴君の心がすり減るぞ","The Pawn may be a loyal servant,
But if handled roughly, your heart will wear away.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,11,Alvar
0,,"大きな脅威を退けても
レスタニアから魔物が消えたわけではない","Even though the great threat has been repelled, the enemies haven't disappeared from Lestania.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,12,Alvar
0,,"戦いの準備は常に必要だ
これからもポーンが役に立てて、うれしく思うよ","Preparation for battle is always necessary.
I am glad that I can be of use as a Pawn, and I look forward to it.",ui\00_message\npc\base\n2102.gmd,\npc\n2102.arc,n2102.arc,13,Alvar
0,,何か？,What is it?,ui\00_message\npc\base\n2103.gmd,\npc\n2103.arc,n2103.arc,0,Sera
0,,"敵を倒し、物を造る
それが主に求められし私の務め","Defeating enemies and creating things.
That is primarily the duty demanded of me.",ui\00_message\npc\base\n2103.gmd,\npc\n2103.arc,n2103.arc,1,Sera
0,,"《異界の狭間》はあまりに冷たく、そして静かだ
そこに長く居すぎたポーンが
己の存在意味を失ってしまうほどに","The chasm between worlds is so cold and silent
that a pawn who stays there too long loses 
the meaning of their existence.",ui\00_message\npc\base\n2103.gmd,\npc\n2103.arc,n2103.arc,2,Sera
0,,"主が我々ポーンをどう見ているのか
それは、我々が考えても詮なきこと","How does the master see us pawns? 
It is a matter beyond our understanding.",ui\00_message\npc\base\n2103.gmd,\npc\n2103.arc,n2103.arc,3,Sera
0,,なんなりと、覚者さま,"As you wish, Lord.",ui\00_message\npc\base\n2104.gmd,\npc\n2104.arc,n2104.arc,0,Thomason
0,,"ここは、《ポーン郷》
あなたがた覚者のために存在する
現世における我々ポーンの逗留地です","This is the Pawn Cathedral, a place of residence 
for us Pawns that exists for the sake of you, the
Arisen, in this earthly realm.",ui\00_message\npc\base\n2104.gmd,\npc\n2104.arc,n2104.arc,1,Thomason
0,,"里長アルヴァーさまが管理する《異界の狭間》
もしあなたの従者が異界へ沈み込んだならば
そこを訪れるといいでしょう
連れ返せるかは、覚者さま次第ですが","The Rift, managed by Lord Alvar.
If your servant has sunk into the Other World,
It would be wise to visit there.
Whether they can be brought back depends 
on the Arisen.",ui\00_message\npc\base\n2104.gmd,\npc\n2104.arc,n2104.arc,2,Thomason
0,,"覚者さま、ようこそ《ポーン郷》へ
どうか、ごゆるりと滞在を","Welcome, Arisen, to the Pawn Cathedral.
Please, relax and enjoy your stay.",ui\00_message\npc\base\n2104.gmd,\npc\n2104.arc,n2104.arc,3,Thomason
0,,何かご用でしょうか、覚者様,"May I help you, Ser Arisen",ui\00_message\npc\base\n2105.gmd,\npc\n2105.arc,n2105.arc,0,Susanna
0,,"ミスリウ森林の出来事について
関心がおありでしたら
リンウッドのパトリシアをお訪ねください","Regarding the incidents in Mysree Forest, 
if you are interested, please visit 
Patricia in Lynwood.",ui\00_message\npc\base\n2105.gmd,\npc\n2105.arc,n2105.arc,1,Susanna
0,,"この先は鐘楼です
《異界の狭間》が覚者様の来訪を待つ時
霊鐘は自然にその音を響かせましょう","This way leads to the Bell Tower.
When the Arisen's visit to the Rift awaits, 
let the spirit bell naturally ring its sound.",ui\00_message\npc\base\n2105.gmd,\npc\n2105.arc,n2105.arc,2,Susanna
0,,"鐘楼には治癒師の導き手
カミュ様がおられます
癒しの術を学ぶなら、訪ねてみてはいかがでしょう","In the bell tower, the guide of the healer, 
Master Camus is present there.
If you want to learn the art of healing, 
why not pay a visit?",ui\00_message\npc\base\n2105.gmd,\npc\n2105.arc,n2105.arc,3,Susanna
0,,よぉ、お互い大変だよな,"Well, we're both going through a tough time, aren't we?",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,0,Nabal
0,,"お前、自分のポーンの性格どうしてる？
俺はやっぱり《シャイ》だな","Hey, what personality of pawn 
do you prefer? 
As for me, it's definitely ""Shy"".",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,1,Nabal
0,,"ほら、守ってあげたくなる方が
戦いに身が入るだろ？
でも《ピュア》もいいよなぁ","See, the more you want to protect them,
the more you want to fight, right?
But ""pure"" is good too.",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,2,Nabal
0,,"まぁでも、時と自分の状況に合わせて
変えるのもアリだからな
いろいろ試すといいさ","Well, it's also okay to change it depending  
on the time and your own situation. 
It's good to try various things.",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,3,Nabal
0,,"しかしなかなか目当ての
《クレスト》が手に入れられなくてなぁ
オーブを手に入れるのに一苦労だ","But I can't seem to get the ""Crest"". 
I'm looking for.
I'm having a hard time getting the orbs.",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,4,Nabal
0,,"はぁ～、俺の注意が足りないのかなぁ
どうしてこう、毎度毎度！
自分のポーンを失う羽目に――","Haaa... I wonder if it's because 
I'm not paying enough attention. 
Why does this keep happening, every time! 
I end up losing my own pawns...",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,5,Nabal
0,,ま、連れ戻せてるだけマシかな,"Well, I suppose it's better than not 
being able to bring them back.",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,6,Nabal
0,,"はは～ん、さてはアンタもそうだな？
いやいや良いって、お互い覚者だ
解ってるって！","Haha, It seems you're the same, aren't you?
Well, it's okay. We're both Arisen
You understand, right!",ui\00_message\npc\base\n2106.gmd,\npc\n2106.arc,n2106.arc,7,Nabal
0,,"ようこそ、小さき祈りの場へ
私でよければお話を伺いましょう","Welcome to this humble place of prayer.
If you don't mind, I would like to hear your story.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,0,Camus
0,,"なるほど――
そのお話ですか
私はカミュ、この聖堂で癒しと導きをしております","I see--
That's the story.
I am Camus, and I am here in this cathedral to heal and guide you.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,1,Camus
0,,"《プリースト》としてすでに貴方は
多少経験を積まれている様子
では、私からは大きな話をひとつだけ","As a Priest, you already seem to have gained some experience. 
Now, I have only one important thing to tell you:",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,2,Camus
0,,"職は数あれど奇跡を祈り
回復の技を主とするは《プリースト》のみ――","Though there are many professions, only the ""Priest"" specializes in recovery techniques. 
Praying for miracles, they can heal through the power of time.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,3,Camus
0,,"誰を癒やし、誰を援助するのか――
貴方の判断が戦況を大きく左右します","Who will you heal and who will you aid--
Your decision will greatly affect the war situation!",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,4,Camus
0,,"ことによると、貴方は、自分自身を
戦場の支配者だと考えるようになるかもしれません
もちろん、それは大いなる間違いです","According to the situation, you may come to consider yourself as the ruler of the battlefield. 
Of course, that is a great mistake.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,5,Camus
0,,"人々に尽くし、その中で己を活かす――
味方、そして敵の状況をも見極め
戦いを終結に導く――","To serve the people and thrive within their midst—
Assessing the allies and even the enemies' Conditions,
Guiding the battle to its resolution—",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,6,Camus
0,,それこそが我々《プリースト》の使命なのです,That is our mission as Priests.,ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,7,Camus
0,,"貴方には良き癒し手としての素養があるようです
さらなる癒しの道を歩もうと望むのであれば
私は喜んで力添えをいたしましょう","It seems that you have the aptitude to be a good healer. 
If you wish to pursue further on the path of healing, I would be delighted to lend a helping hand.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,8,Camus
0,,"――《プリースト》
大いなる存在の声に耳を傾け
その恵みを現世にもたらすべく仕える者――","Listen to the voice of the great existence 
and serve as a servant to bring its blessings 
to this world.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,9,Camus
0,,"神殿におわす白竜様、さらに伝承にある古き
尊き存在、異界の底に在るという邪神","The White Dragon enshrined in the temple, 
And the ancient, revered entity of legend— 
The evil god said to dwell in the
abyss between worlds.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,10,Camus
0,,"どういった存在を仰ぐかは人により異なれど
その御力を借り、己、そして他者へ
その恩恵を分け与えるは同じです","What kind of being we look up to is 
different for each of us, but it is the same  
for us to borrow its power and share its  
benefits with ourselves and with others.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,11,Camus
0,,"傷を癒し、不浄を除き、人々を救い慈しむ
そして善き運命への導き手たる自覚をもつならば
プリーストとしての道はいつでも開けています","If you heal wounds, purify impurities, save  
and show compassion to people, and if  
you have the awareness of being a guide 
to a  good destiny, The path as a Priest 
is always open.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,12,Camus
0,,"《プリースト》の術は
生命に働きかける癒しの術――
その力は戦いの中で、仲間の傷を
治すだけではありません","The art of Priest, is a healing art that affects life. 
Its power is not limited to healing the wounds of
comrades in battle, but goes beyond.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,13,Camus
0,,"強い生命力を持った巨大な魔物
そういった存在が怒り、気を乱した時
生命力の集まる急所
《シークレットコア》を感知することもできるのです","An enormous monster with a strong vitality.
When such a being gets angry and loses 
control, they are able to sense the vital spot
where vitality gathers, the ""Secret Core"".",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,14,Camus
0,,"仲間、そして敵の生命を感じることは
本質的に同じこと
どちらも命に触れることであることを
ゆめゆめお忘れなきよう","Feeling the lives of both allies and enemies
is fundamentally the same thing.
Both involve touching upon life itself.
Please never forget that.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,15,Camus
0,,"ふむ――、よろしいでしょう
貴方は既に癒し手たる資質をお持ちの様子","Hmmm... good to know.
You already have the makings of a healer.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,16,Camus
0,,"《プリースト》として救いの道へ入り
癒しの術を学ぶのです","You've chosen the path of a ""Priest"" to learn the ways of healing and salvation.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,17,Camus
0,,"ほう――
より深き癒しの技を知りたいと","Oh, you wish to learn deeper healing techniques, I see.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,18,Camus
0,,"ですが今の貴方にはまだ
体得は難しいでしょう",But it will still be difficult for you to master it now.,ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,19,Camus
0,,"《プリースト》となり、道を歩むのです
ジョブレベルが１８になった頃
神殿の訓練官に相談するとよいでしょう","Become a ""Priest"" and stay the course.
When you reach job level 18, you may want to consult with the Temple's Trainer.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,20,Camus
0,,"貴方が基本を修めたと認められ
私への指導依頼が出されたのであれば
喜んで引き受けましょう","If it has been recognized that you have mastered the basics and a request for guidance has been made to me, then I would be happy to accept it.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,21,Camus
0,,"その時、再び私を訪ねてください
よき癒し手を目指すのです","At that time, please visit me again as you strive to become a skilled healer.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,22,Camus
0,,"数多の痛みに触れてきたようですね
そしてその中で、時に貴方は無力を
感じたはず","It seems like you have experienced a lot of pain.
And in those moments, there were times when you must have felt powerless.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,23,Camus
0,,"では――
さらなる癒しの術を教えましょう
今の貴方になら扱えるでしょうから","Then-
Let me teach you another method of healing.
You should be able to handle it now.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,24,Camus
0,,"――貴方が纏う気配、そして眼差し
今や貴方は私以上に多くの生死に
触れてきたのかもしれません","--The presence you wear, and the look in your eyes... 
Now, you may have touched more lives and deaths than I have!",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,25,Camus
0,,"貴方はもう、理解しているでしょう
《プリースト》とは生と死にもっとも親しき者
命の真実の姿を見つめ、求道する者","You probably already understand, don't you?
A ""Priest"" is one who is most familiar with life and death, gazing at the true nature of life, seeking the path.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,26,Camus
0,,"よろしいでしょう
私が識る高次の術を授けましょう
それで、さらに貴方は真理へと近づけるはず","Very well, then.
Allow me to bestow upon you the knowledge of advanced arts, with that, you should be able to come closer to the truth.",ui\00_message\npc\base\n2107.gmd,\npc\n2107.arc,n2107.arc,27,Camus
