#Index,ArcName,ArcPath,GmdPath,Key,MsgEn,MsgJp,ReadIndex
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk04.gmd,,Excellent results in this area search!,この度のエリア探索は、秀逸なる成果,59
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"This feeling--a priceless treasure, no mistake on my reading","この感じは――貴重な宝、私の読みに
間違いはありません",128
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk04.gmd,,This success is inevitable.,この成功は必然,9
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk04.gmd,,This warfare technique should help you.,この戦技なら、お役に立てるはず,65
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,I'll support you with this technique! Let's counterattack!,この技で支援しますぜ！　反撃しましょうや！,98
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,I never thought I'd see the time to use this technique! Brace yourself!,この技を使うときが来るとはな！　覚悟しろよ！,102
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm003.gmd,,"This base is spacious, mysterious, and exciting, Master! It's a building with lots of beams and bumps, perfect for moving around. How about you join us in our search for a hidden room?","この拠点は――広い上に謎めいていて
ワクワクしますね、マスター！
身体を動かすのに最適な梁や凸凹の多い建物です
どうです、共に隠し部屋探しでも？",17
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,This enemy--unexpected.,この敵――予期せぬ事態ですね,133
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk04.gmd,,It is rare to encounter this enemy--defeat it quickly.,この敵に遭遇するのは稀――速やかに討伐を,132
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,This enemy must be defeated! It is not something you will encounter often!,"この敵は討伐を！　
なかなか遭う敵ではありません！",133
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,What on earth is going on at this point?,この期に及んでいったい何事だろうな,137
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,May this next one go well too!,この次もうまくいきますように！,9
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,Become the sword and shield of the Arisen with this equipment!!,この武具で覚者さまの剣となり盾となり！！,64
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"Given the situation ―― considering the previous circumstances, it is hard to believe that the prince has any ill intentions.","この状況――
これまでの経緯を思えば王子に悪意が
あるとは思えない",140
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,We have to do something about this situation!,この状況、どうにかしなければ！,36
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk04.gmd,,It would be difficult to continue the mission under these circumstances--,この状況での任務継続は困難――,35
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm005.gmd,,"The <VAL EMNAME> were a bit of a distraction from my search at <VAL SPOT> for them, so I killed about <VAL> of them, my Lord.","この私の《<VAL SPOT>》探索を
<VAL EMNAME>どもが
少々邪魔でしたので――
<VAL>体程度討伐してやりましたよ、我が主",8
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,"It's nothing, really",この程度、何でもないわ,32
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,"These results, you're good.",この結果、あなたの実力よ,9
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppo005.gmd,,"This majestic base is not bad— but I also like the Lord's own room, which is cozy  in its own small way!","この荘厳な拠点は悪くありませんが――
ささやかながら居心地の良い主の自室も
私は好きですよ",4
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,We need to work to match this equipment.,この装備に見合うような働きをしないと,64
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,We've got to work to match this equipment.,この装備に見合う働きをしなきゃね,64
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,The job training enemy is not fond of this area.,この辺、ジョブ修練敵がいやがりそうですぜ,125
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,I'm sure there's a treasure chest of glitter around here somewhere.,この辺に、キラキラの宝箱がありそうだなぁ,128
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,There seems to be a job training enemy around here.,この辺り、ジョブ修練の敵がいるみたい,125
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,I wonder if there's something around here.,この辺り、何かあるんじゃないですかね,131
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,There must be some precious treasures around here!,この辺り、貴重な宝があるのでは！？,128
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,There seems to be a job-training enemy in this area--,この辺りにジョブ修練敵がいるみたいです――,125
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,Master-- Would you like to explore this area a little?,"この辺りを少し探索してみません？　
マスター",131
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,There seems to be a valuable treasure nearby.,この近く――貴重な宝物がありそうです――,128
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,This accomplishment is wonderful!,この達成感、素晴らしい！,8
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,"The other day, I accompanied another Arisen. I was nervous, but I tried my best.","この間、他の覚者さまのお供をしました。
緊張したけど、頑張ったつもりです",73
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,I helped with crafts elsewhere the other day and it was appreciated!,この間、他所でクラフトの手伝いをしたら喜ばれましたよ！,72
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,I was praised as a crafting assistant for another Arisen the other day!,この間、別の覚者さまのクラフトのアシスタントで褒められました！,72
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,I did a good job the other day on an adventure with another Arisen person.,この間、別の覚者様との冒険で我ながら中々の働きをしましたよ,73
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,"We've traveled quite a bit in the last few days, so let's take it easy for a while.",この間も結構な旅でしたし――　今しばらく、ゆっくりいたしましょう,67
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,What is this--?,これ、なんでしょうか――,134
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,"The number of travelers to Phindym is likely to increase from now on, and of course, I am also preparing for it.","これからフィンダムへの渡航者が増えるだろうね
もちろん僕も準備を進めているんだ",98
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,I'm not going to back down just because of this little injury!,これしきの傷で、引くものかっ！,33
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,This is the result of passion and dedication!,これぞ、熱意の成せる業！,7
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm008.gmd,,"It's so big, I wouldn't be surprised if there are hidden rooms. It's good to walk in unusual places, but don't slip and hurt yourself.","これだけ大きいと、隠し部屋なんかが
あってもおかしくないわよね――
いつもと違う所を歩いてみるのもいいけれど
滑って怪我したりしないでね",17
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm005.gmd,,This is such a large base -- I fantasize about what if there was a hidden room... It wouldn't be a bad idea to go explore or go back to your childhood!,"これだけ広い拠点です――
もしも隠し部屋があったら、と空想してしまいます
いつもと違う場所を進んだり
童心に帰ってみるのも悪くないでしょう",17
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,Now you can rest assured!,これで、ご安心を！,140
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"Now all the abilities of this job
are yours, except for the special ones!","これでこのジョブのアビリティも
特殊なもの以外は全ておまえのものとなったぞ",159
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,Like this!,これでっ――！,38
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,How about this?,これでどう？,43
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,There we go!,これでよしっ、と！,89
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,Now it's back to normal!,これで元通りですよ！,39
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,I'm going to go on a rampage with this.,これで大暴れしてみせますぜ,63
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,Here's a little more.,これで少しは,39
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk04.gmd,,I thought I could fight with this.,これで戦えるかと,140
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,This should be to our advantage now.,これで有利になるはずです,41
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,"With this, we will protect the Arisen perfectly, you know!",これで覚者さまをばっちりお守りしますからね！,64
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk04.gmd,,This concludes this escort.,これにて此度の護衛を終了,82
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"This... even if you use the《<VAL>》as is, it seems there are no usable abilities. Are you going to use the orb with your current job?","これは――このまま
《<VAL>》
を使っても、開放するアビリティは無いようだぞ
それでも、今のジョブで宝珠を使うのか？",204
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"This... even if you use the 《「LV.80」Orb of Growth》 at this level, it seems there are no abilities to be raised.
Are you going to use the orb with your current job?","これは――このまま《「LV.80」成長の宝珠》を
使っても、効果のあるアビリティは無いようだぞ
今のジョブで宝珠を使うのか？",168
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"Well, well, well. You've been greeted by an unusual enemy.","これはこれは、
珍しい敵が出迎えてくれましたね",133
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"Well, well, well. I've heard rumors--",これはこれは、お噂はかねがね――,136
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,How about this!,これはどうです！,44
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"If this is the case, did you go out of your way to make this happen for me--?",これはもしや、わざわざ私のために――？,63
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,This is a good omen - good things are beginning.,これは吉兆だ――良きことが始まる――,98
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"This is a jewel imbued with strong Dragon Force.
If you offer it to the White Dragon, your 《Dragon Force Augmentation》 will become complete.","これは強い竜力が篭められた宝珠だな
この宝珠の力を解放して白竜に捧げれば
おまえの《竜力の継承》は完全なものとなるだろう",173
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,I think this is not a bad thing.,これは悪くない事だと思うよ,116
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,"I think this is an action that the prince has carefully considered. Otherwise, it wouldn't match the impression of the prince that I have heard from you.","これは王子なりによく考えた末の
行動だと思うよ
そうじゃないと、君たちから聞いていた
王子の印象と合わないからね",137
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,This is going to hurt!,これは痛いぞ！！,45
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,This is it! No shortage of opponents!,これは！　相手にとって不足なし！,19
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,What's this? I'll take care of it.,これは？　私が預かっておきましょう,134
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"Such a storm―― It has never happened since the beginning of the compilation of historical records. For future generations, detailed records must be kept.","これほどの嵐――
史書の編纂が始まって以来なかったことだ
後世のために、詳細な記録を
残しておかねば",58
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"By using this, you will be able to unlock the skills and abilities of your current job.","これを使えば、今のジョブの
スキルやアビリティを
解放することができる",215
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"With this, you can raise your current job to level 80.
You can also raise the limit for skills and abilities, except for special ones.
And of course, job points can be accumulated up to the new limit.","これを使えば、今のジョブをLV.80に上げ
スキルやアビリティに関しても、特殊なもの以外
上限まで引き上げることができる
――もちろん、ジョブポイントも上限まで貯まる",150
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"With this, you can raise your current job
and your skills and abilities to the
maximum, except for special ones.","これを使えば、今のジョブを上げ
スキルやアビリティに関しても、特殊なもの以外
上限まで引き上げることができる",193
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"If you brought this, does that mean you will use
《「LV.80」Orb of Growth》 with your current job?","これを持ってきたということは、今のジョブで
《「LV.80」成長の宝珠》を使うのか？",151
62,MyRoom.arc,\MyRoom.arc,ui\00_message\ui\pawn_cultivation.gmd,pawn_growtalk_err_001,Cannot be increased further.,これ以上、上げることはできません,62
63,MyRoom.arc,\MyRoom.arc,ui\00_message\ui\pawn_cultivation.gmd,pawn_growtalk_err_002,Cannot be decreased further.,これ以上、下げることはできません,63
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,"I cannot guarantee any more than this, it's impossible",これ以上の無理ぁ、保障できませんよ,36
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"I may be disliked again for saying this, but there is a possibility that Acre Selund is conspiring and trying to deceive us.","こんなことを言うとまた嫌われるのだろうが
アッカーシェラン側が口裏を合わせて
我々を騙そうとしている可能性も
皆無ではない",138
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,These are only scratches! There is still room for more!,こんな傷など！　まだまだ余裕です,32
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,Even I could do it!,こんな自分でも、やれた！,8
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppo001.gmd,,"Hello, Arisen. If there is anything I can do for you, please let me know.","こんにちは、覚者さま
何かご用がありましたら、お申し付けください",0
0,n0002.arc,\npc\n0002.arc,ui\00_message\npc\base\n0002.gmd,,"Hello, Arisen.",こんにちは、覚者さん,10
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppo006.gmd,,"Hello! Hey, hey, let's go on an adventure!","こんにちは！
ねぇねぇ、ぼくと冒険行こうよー！",0
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppo003.gmd,,"Hello! Are you going on another adventure today? If so, please join me!","こんにちは！
本日も冒険ですか？
でしたらぜひ、この私をお供に！",1
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,Hello! I will do my best.,こんにちは！　一生懸命やりますね！,1
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm002.gmd,,"I'm sorry, I'm sorry! Pawns in crafting are not allowed to participate in expeditions.","ご、ごめんなさい――！
クラフト中のポーンは、ポーン遠征隊として
探索に参加することはできないんです――",1
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,I'm so grateful that we can be together.,ご、ご一緒できて感激です,2
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppo005.gmd,,"Good day, Lord Arisen. Have a good trip today—","ごきげんよう、覚者殿
本日も良き旅を――",1
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"You've worked hard.
Please take a rest.","ごくろうだったな
ゆっくりと休んでくれ",134
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,"I'm sorry, I'm already...",ごめんなさい、ぼく、もう――,24
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm008.gmd,,"Sorry, Master—pawns that are crafting can't join the search as a pawn expedition.","ごめんね、マスター――
クラフト中のポーンは
ポーン遠征隊として探索に参加できないの",1
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm006.gmd,,"Sorry, Arisen -- Pawns that are crafting can't go to explore the pawn expedition!","ごめんね、覚者さま――
クラフト中のポーンはクラフトをしているから、
ポーン遠征隊の探索にいけないんです",1
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,Sorry! The Ark's investigation report is the top priority. I can't focus on other things.,"ごめん！
アークの調査報告が最優先でね
あちこち気が回らないんだよ",21
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,It is a great pleasure to be with you.,ご一緒できるとは無上の喜び――,2
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,When is your departure? Please let me accompany you!,"ご出発はいつでしょうか？
是非、お供を！",51
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,Your friend is visible.,ご友人がお見えです,6
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm007.gmd,,I went to <VAL SPOT> as you ordered me to and beat the <VAL EMNAME> out of <VAL>.,"ご命令通り《<VAL SPOT>》へ
行ってきましたぜ
きっちり<VAL EMNAME><VAL>体
ぶちのめしてきてやりましたよ",6
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"We will meet your expectations-- No, we promise to exceed them!","ご期待に添う――
いえ、それ以上の成果をお約束しましょう",64
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,Good day to you. The Honorable Master of the Arisen.,ご機嫌麗しゅう。誉れ高き覚者殿,0
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,Let us see you with flowers for your success!,ご活躍に花を添えてご覧にいれましょう,4
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk02.gmd,,I am so glad you are safe.,ご無事で本当に良かったです,30
0,n0005.arc,\npc\n0005.arc,ui\00_message\npc\base\n0005.gmd,,"You went through a lot of trouble.
For now, there is nothing.","ご苦労だったな
とりあえず今は何もない",20
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"See, there is a rare enemy.",ご覧ください、珍しき敵がいますよ,132
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"Well, it's alright.",さ、大丈夫ですよ,89
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,"Okay, here we go.",さ、始めるわよ,26
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,"Now, please! While I have it under control!",さぁ、お願い！　抑えてる間に！,31
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"Come on, this way. Now!",さぁ、こちらへ。今ですよ！,31
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm007.gmd,,"Now, where should I go to explore today?",さぁ、今日はどこを探索しに行けばいいんですかい？,2
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,"Come on, let's go on the offensive! Support!",さぁ、攻めに出ましょう！　支援します！,98
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,"Now, explore the unknown island!",さぁ、未知なる島の探索を！,149
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,"Now, I'll give you a special technique",さぁ、特別な技をプレゼントするわね,102
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,"Well, let's go, Master.",さぁ、行きましょうかマスター,15
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,"Come on, let's go!",さぁ、行きましょう！,90
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,"Let's see, where are we going today?",さぁてっと、今日はどこに行きますかね？,68
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,"So, where shall we go from here?",さぁてと、どっから行きましょう？,14
0,clankyoten.arc,\clankyoten.arc,ui\00_message\pawn\clan\ppm005.gmd,,"Now, my Lord -- since you have spoken to me here, you must have a very important mission -- and how can I help you?","さぁ主殿――この私に語りかけて来たからには
さぞかし重大な使命をお持ちになられたのでしょう
――してご用件は？",14
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,Come on! Take it.,さぁ！　受けてみるがいい,38
0,n0006.arc,\npc\n0006.arc,ui\00_message\npc\base\n0006.gmd,,"Well, what are you going to do?
If you are Arisen, you shouldn't have any doubts, right?","さあ、どうするの？
覚者なら、迷いなんてないでしょ？",6
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,"Come on, the guys are waiting for you, okay? You'll handle it—I'm sure a lot of them think so.","さあ、みんなが待ってるよ？
君がなんとかしてくれる――
そう思っている連中も多いはずさ",91
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,"Come on, let's do this!",さあ、やりましょう！,27
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"Now, you're going to Mergoda. Who to talk to over there - who to fight. You should decide that for yourself.","さあ、メルゴダへ行くんだ
向こうで誰と話――誰と戦うか
それは自分で決めればいい",52
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"Now, while you're at it, get some rest and review your equipment-- It's time for the showdown!","さあ、今のうちに休んだり装備を見直したり――
いよいよ決戦だぞ",55
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,"Come on, hurry up.",さあ、急いで,131
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"I have no words, nothing I can do, but pray for your safety.","さあ、早くフィンダムに行ってやれ
無事を信じているとはいえ、ガルドリンの安否も
気になるところだ",84
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,"Come on, let's go!",さあ、行きましょう,14
0,n0001.arc,\npc\n0001.arc,ui\00_message\npc\base\n0001.gmd,,"Go on, go on, go. Here, I'm all right now.","さあ、行くがよい
ここは――わたしはもう大丈夫だ",93
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"Now, go forth, Arisen
May you be blessed by the White Dragon's grace.","さあ、行け覚者よ
白竜様の加護があらんことを――",211
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"Come on Master, let's go on an adventure My hands are full of power too!","さあ覚者殿、冒険へ出ようではありませんか
この手にも力がみなぎっています",152
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,This is a tough one...,さすがにこりゃ、きついな――,35
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,That's my master!,さすがは、あたしのマスター,7
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,"As expected of you, Master. Your sense is excellent.",さすがはマスター、センス抜群ね,57
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,"You've done it, Master! You've completed the job training!","さすがはマスター！　
ジョブ修練を達成されましたね！",127
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,Here we go!,さっ、これで！,89
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk06.gmd,,And then...!,さっ、と！,142
0,n0006.arc,\npc\n0006.arc,ui\00_message\npc\base\n0006.gmd,,"You're doing great already! 
Yeah, sure!","さっそくご活躍だね！
うん、いいよぉ",16
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,"It's lonely, isn't it... I felt like we could become close... No, we were close, right...","さびしいね――
仲良くなれそうな気がしたんだけど――
いや、仲良かったよね――",33
38,EventViewRoom.arc,\EventViewRoom.arc,ui\00_message\event\event_name.gmd,EVENT_NAME_st0201ev075,The Abducted Priestess,さらわれた巫女,38
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,"Well, let's see what we can come up with.",さーて、何が出てくるかねぇ,148
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,"Well, I'd better get ready for the next one.",さーて、次に備えてキッチリ準備しねぇと,86
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk01.gmd,,I...I messed up!,し、しくじりました――！,24
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk03.gmd,,"Oh, shoot.",し、しまった――,25
0,menu.arc,\menu.arc,ui\00_message\event\st0101\ev070.gmd,,"However,",しかし,10
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"However...
If we do not value and appreciate those who serve us a little more,
it will be difficult to govern the country.","しかし――
もう少し仕える者たちを大切にせねば
国を治めるのは難しいだろうな",141
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"However, I cannot continue to trust someone who has been swayed by the enemy as before.","しかし、敵に心奪われた者をこれまでどおり
信頼するわけにもいくまい",37
0,n0001.arc,\npc\n0001.arc,ui\00_message\npc\base\n0001.gmd,,"However, Arisen, it is good to learn. The thoughts of man can sometimes drive even dragons mad.","しかし、覚者よ――学ぶがよい
人の思いは、時に、竜をも狂わせるのだ",58
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"However, perhaps it would be better for just you guys to start shifting your feelings towards defeating the dragon.","しかしそろそろおまえたちだけでも
気持ちを竜退治に切り替えた方が
良いのかもしれんぞ",143
88,tutorial_guide.arc,\tutorial_guide.arc,ui\00_message\tutorial_guide\tutorial_guide.gmd,TUTORIAL_180,Clinging,しがみつき行動,88
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk08.gmd,,Persistent!!,しつこいのよ！！,45
0,n0001.arc,\npc\n0001.arc,ui\00_message\npc\base\n0001.gmd,,"I sleep for a while, but—even in slumber, I know when your spirit has changed. Don't worry...","しばし眠るが――
まどろみの中でも、気の変化はわかる
――案ずることはない",36
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,"For a while, please handle things flexibly and adapt as you see fit.","しばらくは、おまえたちの判断で
臨機応変に対応してくれ",102
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"It can't be helped, let's shake them up!",しょうがない、揺さぶって差し上げましょう！,95
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,There's a training enemy right there.,すぐそこに修練敵がいますよ,126
0,game_common.arc,\game_common.arc,ui\00_message\examine_message\common\common_examine.gmd,,Out of breath...,すでに息絶えている――,15
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,All the 《Dragon Force Augmentation》 have been completed. Confirm what kind of power you have obtained!,"すべての《竜力の継承》が終わったぞ
どのような力を得たのか、確認してみなさい",180
0,n0004.arc,\npc\n0004.arc,ui\00_message\npc\base\n0004.gmd,,All the 《Dragon Force Augmentation》 have been completed. Confirm what kind of power you have obtained!,"すべての《竜力の継承》が終わったぞ
どのような力を得たのか、確認してみなさい",224
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,"Sorry, I just have a few things to think about. We can talk later.","すまないけど、少し考えたいことがあるんだ
後で話そうよ",2
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk07.gmd,,I'm sorry!,すまねぇ！,21
70,EventViewRoom.arc,\EventViewRoom.arc,ui\00_message\event\event_name.gmd,EVENT_NAME_st0411ev005,Our Mutually Conflicting Thoughts,すれ違った想い,70
0,game_common.arc,\game_common.arc,ui\00_message\pw\pwtlk05.gmd,,"You are very excited, my dear sir.",ずいぶんと興奮していますね、ご注意を覚者殿,92
0,n0003.arc,\npc\n0003.arc,ui\00_message\npc\base\n0003.gmd,,I keep thinking—that Diamantes wants me to follow in his footsteps. Did he really think—?,"ずっと考えているんだけど――
ディアマンテスは僕が跡を継ぎたがるって
本気で考えたのかな――",53
