"0","","閉じられていた壁が無くなった！","閉じられていた壁が無くなった！","ui\00_message\examine_message\quest\quest_examine_q29999999.gmd","\quest\q29999999.arc","q29999999.arc","2"
"0","0","ジンゲンの脅威","A Threat in Jingen","ui\00_message\quest_info\q40000104_00.gmd","\quest\q40000104.arc","q40000104.arc","0"
"1","eqenhance_title_sub","しょっちゅう現れる<LQEM>はジンゲンにとって結構な脅威だ
戦いの心得がある者は<LQVA>体の討伐に協力してほしい
白騎団としてではなく、ジンゲンを守る者の一人として","しょっちゅう現れる<LQEM>はジンゲンにとって結構な脅威だ
戦いの心得がある者は<LQVA>体の討伐に協力してほしい
白騎団としてではなく、ジンゲンを守る者の一人として","ui\00_message\quest_info\q40000104_00.gmd","\quest\q40000104.arc","q40000104.arc","1"
"0","0","谷合いの強敵","Enemy of the Valley","ui\00_message\quest_info\q40000105_00.gmd","\quest\q40000105.arc","q40000105.arc","0"
"1","eqenhance_title_sub","俺ぁ、ある程度の魔物はさばけるが、<LQEM>には背を向けちまった
宝探しも命あっての物種だからな
もしあんな奴を<LQVA>匹倒せる奴がいるなら教えてほしいね","俺ぁ、ある程度の魔物はさばけるが、<LQEM>には背を向けちまった
宝探しも命あっての物種だからな
もしあんな奴を<LQVA>匹倒せる奴がいるなら教えてほしいね","ui\00_message\quest_info\q40000105_00.gmd","\quest\q40000105.arc","q40000105.arc","1"
"0","0","関所警備情報","Barrier Defense","ui\00_message\quest_info\q40000106_00.gmd","\quest\q40000106.arc","q40000106.arc","0"
"1","eqenhance_title_sub","北の関所からジンゲン方面に、<LQEM>、<LQVA>体が向かうのを目撃
滞在中の覚者、騎士の対応を求む","北の関所からジンゲン方面に、<LQEM>、<LQVA>体が向かうのを目撃
滞在中の覚者、騎士の対応を求む","ui\00_message\quest_info\q40000106_00.gmd","\quest\q40000106.arc","q40000106.arc","1"
"0","0","ぎっくり腰の原因","Back Pains","ui\00_message\quest_info\q40000107_00.gmd","\quest\q40000107.arc","q40000107.arc","0"
"1","eqenhance_title_sub","せっかく良くなりかけていた腰を、またやってしまった！
そう村から離れていない所で<LQEM>に後ろから吠えられて、腰を抜かしてな――
<LQVA>体は倒して貰わんと、安心してリハビリもできんよ","せっかく良くなりかけていた腰を、またやってしまった！
そう村から離れていない所で<LQEM>に後ろから吠えられて、腰を抜かしてな――
<LQVA>体は倒して貰わんと、安心してリハビリもできんよ","ui\00_message\quest_info\q40000107_00.gmd","\quest\q40000107.arc","q40000107.arc","1"
"0","0","白翼覚者隊・協力要請　ダウ渓谷","White Wings: Cooperation (Dowe Valley)","ui\00_message\quest_info\q40000108_00.gmd","\quest\q40000108.arc","q40000108.arc","0"
"1","eqenhance_title_sub","ジンゲン滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","ジンゲン滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","ui\00_message\quest_info\q40000108_00.gmd","\quest\q40000108.arc","q40000108.arc","1"
"0","0","白翼覚者隊・討伐任務　ダウ渓谷","White Wings: Elimination (Dowe Valley)","ui\00_message\quest_info\q40000109_00.gmd","\quest\q40000109.arc","q40000109.arc","0"
"1","eqenhance_title_sub","ジンゲン滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","ジンゲン滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","ui\00_message\quest_info\q40000109_00.gmd","\quest\q40000109.arc","q40000109.arc","1"
"0","0","＜エリアオーダー＞ダウ魔物征伐","Area Order: Dowe Demon Extermination","ui\00_message\quest_info\q40000110_00.gmd","\quest\q40000110.arc","q40000110.arc","0"
"1","eqenhance_title_sub","ダウには豊かな自然と恐ろしい魔物が多くいますが――
特にこのところ<LQEM>による被害が悩みの種です
村に犠牲者が出る前に、<LQVA>体の討伐をお願いできぬでしょうか","ダウには豊かな自然と恐ろしい魔物が多くいますが――
特にこのところ<LQEM>による被害が悩みの種です
村に犠牲者が出る前に、<LQVA>体の討伐をお願いできぬでしょうか","ui\00_message\quest_info\q40000110_00.gmd","\quest\q40000110.arc","q40000110.arc","1"
"0","0","ジンゲンの物資手配依頼","Supplies for Jingen","ui\00_message\quest_info\q40000111_00.gmd","\quest\q40000111.arc","q40000111.arc","0"
"1","eqenhance_title_sub","ジンゲンは往来の問題があり、常に補給物資が滞りがちだ
もし十分な数の<LQIM>を持っている者がいたら、<LQVA>個分けてもらえるとありがたい
よろしく頼む","ジンゲンは往来の問題があり、常に補給物資が滞りがちだ
もし十分な数の<LQIM>を持っている者がいたら、<LQVA>個分けてもらえるとありがたい
よろしく頼む","ui\00_message\quest_info\q40000111_00.gmd","\quest\q40000111.arc","q40000111.arc","1"
"0","0","仕入れのお願い","A Plea for Stock","ui\00_message\quest_info\q40000112_00.gmd","\quest\q40000112.arc","q40000112.arc","0"
"1","eqenhance_title_sub","ダウ渓谷で採れる<LQIM>を<LQVA>個持ってきてくれない？
そうね、お代はこれくらいでどうかしら
お互いにとって結構いい依頼だと思うわよ","ダウ渓谷で採れる<LQIM>を<LQVA>個持ってきてくれない？
そうね、お代はこれくらいでどうかしら
お互いにとって結構いい依頼だと思うわよ","ui\00_message\quest_info\q40000112_00.gmd","\quest\q40000112.arc","q40000112.arc","1"
"0","0","価値ある品","Worth the Price","ui\00_message\quest_info\q40000113_00.gmd","\quest\q40000113.arc","q40000113.arc","0"
"1","eqenhance_title_sub","このダウ渓谷で、<LQIM>という品が手に入ると聞いて滞在している
だが、なかなかどうして思うように見つからない
もし見つけたら<LQVA>個俺に譲ってくれ。そこそこの礼は用意するぜ","このダウ渓谷で、<LQIM>という品が手に入ると聞いて滞在している
だが、なかなかどうして思うように見つからない
もし見つけたら<LQVA>個俺に譲ってくれ。そこそこの礼は用意するぜ","ui\00_message\quest_info\q40000113_00.gmd","\quest\q40000113.arc","q40000113.arc","1"
"0","0","腰の治療薬","Back Pain Remedy","ui\00_message\quest_info\q40000114_00.gmd","\quest\q40000114.arc","q40000114.arc","0"
"1","eqenhance_title_sub","どうにも、ずっと腰の調子が悪くて――
ここらの民間療法で<LQIM>を燻した粉を患部に乗せると、その熱と効能で治りが早くなると聞いたので試してみたいんだ
<LQVA>個届けてくれると助かるよ","どうにも、ずっと腰の調子が悪くて――
ここらの民間療法で<LQIM>を燻した粉を患部に乗せると、その熱と効能で治りが早くなると聞いたので試してみたいんだ
<LQVA>個届けてくれると助かるよ","ui\00_message\quest_info\q40000114_00.gmd","\quest\q40000114.arc","q40000114.arc","1"
"0","0","備えは万端に","Preparation Is Key","ui\00_message\quest_info\q40000115_00.gmd","\quest\q40000115.arc","q40000115.arc","0"
"1","eqenhance_title_sub","備えはしておいてし過ぎるということはない
やや在庫が薄くなっている<LQIM>をそろそろ補充しておきたいのだ
数はそうだな、<LQVA>個もあれば十分だろう","備えはしておいてし過ぎるということはない
やや在庫が薄くなっている<LQIM>をそろそろ補充しておきたいのだ
数はそうだな、<LQVA>個もあれば十分だろう","ui\00_message\quest_info\q40000115_00.gmd","\quest\q40000115.arc","q40000115.arc","1"
"0","0","取引しない？","Refusal to Transact?","ui\00_message\quest_info\q40000116_00.gmd","\quest\q40000116.arc","q40000116.arc","0"
"1","eqenhance_title_sub","今日は歩き疲れたから、こっちで頼むわ
あたし、<LQIM>を探してんだけどまだ手に入らなくて
取引どう？　持ってたら<LQVA>個分けてよ","今日は歩き疲れたから、こっちで頼むわ
あたし、<LQIM>を探してんだけどまだ手に入らなくて
取引どう？　持ってたら<LQVA>個分けてよ","ui\00_message\quest_info\q40000116_00.gmd","\quest\q40000116.arc","q40000116.arc","1"
"0","0","ダウ名産品の入手依頼","Dowe Materials Request","ui\00_message\quest_info\q40000117_00.gmd","\quest\q40000117.arc","q40000117.arc","0"
"1","eqenhance_title_sub","行商をやってる者だが、ダウ渓谷ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","行商をやってる者だが、ダウ渓谷ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","ui\00_message\quest_info\q40000117_00.gmd","\quest\q40000117.arc","q40000117.arc","1"
"0","0","白翼覚者隊・収集依頼　ダウ渓谷","White Wings: Collection (Dowe Valley)","ui\00_message\quest_info\q40000118_00.gmd","\quest\q40000118.arc","q40000118.arc","0"
"1","eqenhance_title_sub","ジンゲン滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ジンゲン滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ui\00_message\quest_info\q40000118_00.gmd","\quest\q40000118.arc","q40000118.arc","1"
"0","0","白翼覚者隊・納品依頼　ダウ渓谷","White Wings: Delivery (Dowe Valley)","ui\00_message\quest_info\q40000119_00.gmd","\quest\q40000119.arc","q40000119.arc","0"
"1","eqenhance_title_sub","ジンゲン滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ジンゲン滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ui\00_message\quest_info\q40000119_00.gmd","\quest\q40000119.arc","q40000119.arc","1"
"0","0","＜エリアオーダー＞ダウ補給","Area Order: Dowe Resupply","ui\00_message\quest_info\q40000120_00.gmd","\quest\q40000120.arc","q40000120.arc","0"
"1","eqenhance_title_sub","エリアマスターとしての依頼でございます
ジンゲンに滞在中の覚者様。ダウの素材、<LQIM>を私宛に送ってはくださいませんか
必要数は<LQVA>個です。難しいお願いかもしれませんが、どうか村のためお力をお貸しください","エリアマスターとしての依頼でございます
ジンゲンに滞在中の覚者様。ダウの素材、<LQIM>を私宛に送ってはくださいませんか
必要数は<LQVA>個です。難しいお願いかもしれませんが、どうか村のためお力をお貸しください","ui\00_message\quest_info\q40000120_00.gmd","\quest\q40000120.arc","q40000120.arc","1"
"0","0","リンウッド悩みの種","A Disturbance in Lynwood","ui\00_message\quest_info\q40000121_00.gmd","\quest\q40000121.arc","q40000121.arc","0"
"1","eqenhance_title_sub","森にはいろいろな住人がいるが、中でも<LQEM>は度々村人に被害を加えている
最近も村近くで出没したため、手を打つ必要がありそうだ
戦える者は<LQVA>体の退治を頼む。報酬も出そう","森にはいろいろな住人がいるが、中でも<LQEM>は度々村人に被害を加えている
最近も村近くで出没したため、手を打つ必要がありそうだ
戦える者は<LQVA>体の退治を頼む。報酬も出そう","ui\00_message\quest_info\q40000121_00.gmd","\quest\q40000121.arc","q40000121.arc","1"
"0","0","木陰の殺気","Vengeful Shadows","ui\00_message\quest_info\q40000122_00.gmd","\quest\q40000122.arc","q40000122.arc","0"
"1","eqenhance_title_sub","こないだ木を切ってたら、突然ガサガサって藪が鳴って<LQEM>が飛びだしたんだ
ありゃたまげたよ、すっ飛ぶように逃げたね！
頼む、<LQVA>体ほどおっぱらってくれ
落ち着いて木も切れやしない","こないだ木を切ってたら、突然ガサガサって藪が鳴って<LQEM>が飛びだしたんだ
ありゃたまげたよ、すっ飛ぶように逃げたね！
頼む、<LQVA>体ほどおっぱらってくれ
落ち着いて木も切れやしない","ui\00_message\quest_info\q40000122_00.gmd","\quest\q40000122.arc","q40000122.arc","1"
"0","0","遊びに行きたいのに！","Postponement","ui\00_message\quest_info\q40000123_00.gmd","\quest\q40000123.arc","q40000123.arc","0"
"1","eqenhance_title_sub","森に遊びに行きたいのに、母さんが森は<LQEM>とかが出るから、ダメだっていうんだ！
お願い、<LQVA>匹やっつけてよ
そしたら母さんも怒らないと思うんだ","森に遊びに行きたいのに、母さんが森は<LQEM>とかが出るから、ダメだっていうんだ！
お願い、<LQVA>匹やっつけてよ
そしたら母さんも怒らないと思うんだ","ui\00_message\quest_info\q40000123_00.gmd","\quest\q40000123.arc","q40000123.arc","1"
"0","0","森に潜む危機","In the Forest","ui\00_message\quest_info\q40000124_00.gmd","\quest\q40000124.arc","q40000124.arc","0"
"1","eqenhance_title_sub","ミスリウ森林には遺跡や洞窟なんかも結構あるが、そういう所は<LQEM>なんかの巣になることも多い
あいつらは群れると厄介だ。もし腕に覚えがあるなら、<LQVA>匹程度仕留めてくれ。報酬も多少は出すとも","ミスリウ森林には遺跡や洞窟なんかも結構あるが、そういう所は<LQEM>なんかの巣になることも多い
あいつらは群れると厄介だ。もし腕に覚えがあるなら、<LQVA>匹程度仕留めてくれ。報酬も多少は出すとも","ui\00_message\quest_info\q40000124_00.gmd","\quest\q40000124.arc","q40000124.arc","1"
"0","0","まずいヤツ目撃情報","Eyewitness","ui\00_message\quest_info\q40000125_00.gmd","\quest\q40000125.arc","q40000125.arc","0"
"1","eqenhance_title_sub","神殿にも報告したが、こっちでも知らせておく
村近くの川辺で<LQEM>を見たんだ
もしヤツが村を襲ったら大変だ。俺は村を守るから、誰か近くを探って野郎を退治してきてくれ
ちなみに、その時見たのは<LQVA>匹だったぜ","神殿にも報告したが、こっちでも知らせておく
村近くの川辺で<LQEM>を見たんだ
もしヤツが村を襲ったら大変だ。俺は村を守るから、誰か近くを探って野郎を退治してきてくれ
ちなみに、その時見たのは<LQVA>匹だったぜ","ui\00_message\quest_info\q40000125_00.gmd","\quest\q40000125.arc","q40000125.arc","1"
"0","0","採取の邪魔者","A Thievery","ui\00_message\quest_info\q40000126_00.gmd","\quest\q40000126.arc","q40000126.arc","0"
"1","eqenhance_title_sub","俺がマークしてる秘密の採取場所近くに、<LQEM>が<LQVA>匹うろつくようになってさ
ちーっとばかし難儀してるんだよな
お代は出すからさ、何とかしてくれないか？","俺がマークしてる秘密の採取場所近くに、<LQEM>が<LQVA>匹うろつくようになってさ
ちーっとばかし難儀してるんだよな
お代は出すからさ、何とかしてくれないか？","ui\00_message\quest_info\q40000126_00.gmd","\quest\q40000126.arc","q40000126.arc","1"
"0","0","庭の侵入者","Fenced Off","ui\00_message\quest_info\q40000127_00.gmd","\quest\q40000127.arc","q40000127.arc","0"
"1","eqenhance_title_sub","実は少し、困っているの。――というのも、<LQEM>が私の庭を踏み荒らすのよ
親切な方、<LQVA>匹程度見つけ出して、息の根を止めておいてくれないかしら
うふふ、よろしくお願いね","実は少し、困っているの。――というのも、<LQEM>が私の庭を踏み荒らすのよ
親切な方、<LQVA>匹程度見つけ出して、息の根を止めておいてくれないかしら
うふふ、よろしくお願いね","ui\00_message\quest_info\q40000127_00.gmd","\quest\q40000127.arc","q40000127.arc","1"
"0","0","白翼覚者隊・協力要請　ミスリウ森林","White Wings: Cooperation (Mysree Forest)","ui\00_message\quest_info\q40000128_00.gmd","\quest\q40000128.arc","q40000128.arc","0"
"1","eqenhance_title_sub","現地滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","現地滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","ui\00_message\quest_info\q40000128_00.gmd","\quest\q40000128.arc","q40000128.arc","1"
"0","0","白翼覚者隊・討伐任務　ミスリウ森林","White Wings: Elimination (Mysree Forest)","ui\00_message\quest_info\q40000129_00.gmd","\quest\q40000129.arc","q40000129.arc","0"
"1","eqenhance_title_sub","現地滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","現地滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","ui\00_message\quest_info\q40000129_00.gmd","\quest\q40000129.arc","q40000129.arc","1"
"0","0","＜エリアオーダー＞ミスリウ魔物征伐","Area Order: Mysree Demon Extermination","ui\00_message\quest_info\q40000130_00.gmd","\quest\q40000130.arc","q40000130.arc","0"
"1","eqenhance_title_sub","エリアマスターのパトリシアよ
リンウッドの近くにこの間、<LQEM>が何体か姿を現したの
この頃数が増えてきたのかもしれないわ。危険なことになる前に、<LQVA>体の討伐を頼めないかしら","エリアマスターのパトリシアよ
リンウッドの近くにこの間、<LQEM>が何体か姿を現したの
この頃数が増えてきたのかもしれないわ。危険なことになる前に、<LQVA>体の討伐を頼めないかしら","ui\00_message\quest_info\q40000130_00.gmd","\quest\q40000130.arc","q40000130.arc","1"
"0","0","森の恵み","Gift of the Forest","ui\00_message\quest_info\q40000131_00.gmd","\quest\q40000131.arc","q40000131.arc","0"
"1","eqenhance_title_sub","森は素材の宝庫なの。特に、<LQIM>はよく採れるわね
丁度在庫を補充したいから、採ってきたなら<LQVA>個引きとるわよ。代金は提示額でどうかしら","森は素材の宝庫なの。特に、<LQIM>はよく採れるわね
丁度在庫を補充したいから、採ってきたなら<LQVA>個引きとるわよ。代金は提示額でどうかしら","ui\00_message\quest_info\q40000131_00.gmd","\quest\q40000131.arc","q40000131.arc","1"
"0","0","仕入れ手伝い募集","Resupply","ui\00_message\quest_info\q40000132_00.gmd","\quest\q40000132.arc","q40000132.arc","0"
"1","eqenhance_title_sub","よぉ。今ちょっと手が離せなくてな、誰か仕入れ仕事を頼まれてくれないか？
<LQIM>を<LQVA>つばかりよろしく頼むよ
なあに、そこら辺ですぐ手に入るさ
小遣い稼ぎのつもりでよろしく","よぉ。今ちょっと手が離せなくてな、誰か仕入れ仕事を頼まれてくれないか？
<LQIM>を<LQVA>つばかりよろしく頼むよ
なあに、そこら辺ですぐ手に入るさ
小遣い稼ぎのつもりでよろしく","ui\00_message\quest_info\q40000132_00.gmd","\quest\q40000132.arc","q40000132.arc","1"
"0","0","内緒で宝物持ってきて！","The Secret Treasure","ui\00_message\quest_info\q40000133_00.gmd","\quest\q40000133.arc","q40000133.arc","0"
"1","eqenhance_title_sub","今、誰が一番スゴイ宝を見つけられるか競争してるんだ
でも僕のはイマイチで――
ねぇ、<LQIM>ってのを見つけられたら一番になれると思うから、<LQVA>個持ってきてよ！
お礼はできるだけ出すから！","今、誰が一番スゴイ宝を見つけられるか競争してるんだ
でも僕のはイマイチで――
ねぇ、<LQIM>ってのを見つけられたら一番になれると思うから、<LQVA>個持ってきてよ！
お礼はできるだけ出すから！","ui\00_message\quest_info\q40000133_00.gmd","\quest\q40000133.arc","q40000133.arc","1"
"0","0","合間の一杯","A Reprieve","ui\00_message\quest_info\q40000134_00.gmd","\quest\q40000134.arc","q40000134.arc","0"
"1","eqenhance_title_sub","任務の合間に一杯やるのが楽しみなんだが、最近<LQIM>をじっくり漬けた酒にはまっていてな
そろそろ手持ちが切れそうなんで、持ってる者がいたら<LQVA>個ほど送ってくれないか
独特のクセが移ってなかなかイケるぜ","任務の合間に一杯やるのが楽しみなんだが、最近<LQIM>をじっくり漬けた酒にはまっていてな
そろそろ手持ちが切れそうなんで、持ってる者がいたら<LQVA>個ほど送ってくれないか
独特のクセが移ってなかなかイケるぜ","ui\00_message\quest_info\q40000134_00.gmd","\quest\q40000134.arc","q40000134.arc","1"
"0","0","料理のアクセント","Allures of a Meal","ui\00_message\quest_info\q40000135_00.gmd","\quest\q40000135.arc","q40000135.arc","0"
"1","eqenhance_title_sub","料理に、<LQIM>を使って、意外なアクセントを加えてやろうかなと思ったわけ
でさ、手持ちがあったら<LQVA>つでいいから譲ってくれない？
お礼はちゃんとするから！
美味しくできるか楽しみだわ","料理に、<LQIM>を使って、意外なアクセントを加えてやろうかなと思ったわけ
でさ、手持ちがあったら<LQVA>つでいいから譲ってくれない？
お礼はちゃんとするから！
美味しくできるか楽しみだわ","ui\00_message\quest_info\q40000135_00.gmd","\quest\q40000135.arc","q40000135.arc","1"
"0","0","魔法使いのおまもり","A Sorceress' Charm","ui\00_message\quest_info\q40000136_00.gmd","\quest\q40000136.arc","q40000136.arc","0"
"1","eqenhance_title_sub","魔法使いのおば――お姉さんに、じゅぐっていうやつの作り方を教わったの
でも、<LQIM>が足りなくって
<LQVA>こいるから、私にちょうだい！","魔法使いのおば――お姉さんに、じゅぐっていうやつの作り方を教わったの
でも、<LQIM>が足りなくって
<LQVA>こいるから、私にちょうだい！","ui\00_message\quest_info\q40000136_00.gmd","\quest\q40000136.arc","q40000136.arc","1"
"0","0","秘薬の材料依頼","Request for Elixir Ingredients","ui\00_message\quest_info\q40000137_00.gmd","\quest\q40000137.arc","q40000137.arc","0"
"1","eqenhance_title_sub","どなたか、薬の調合に必要な材料を手配していただけない？
品は<LQIM>を丁度<LQVA>個よ
届けてくれた方にはきちんとお礼させていただくわ
お互い、いい思いをしましょう。ふふふ――","どなたか、薬の調合に必要な材料を手配していただけない？
品は<LQIM>を丁度<LQVA>個よ
届けてくれた方にはきちんとお礼させていただくわ
お互い、いい思いをしましょう。ふふふ――","ui\00_message\quest_info\q40000137_00.gmd","\quest\q40000137.arc","q40000137.arc","1"
"0","0","白翼覚者隊・収集依頼　ミスリウ森林","White Wings: Collection (Mysree Forest)","ui\00_message\quest_info\q40000138_00.gmd","\quest\q40000138.arc","q40000138.arc","0"
"1","eqenhance_title_sub","現地滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","現地滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ui\00_message\quest_info\q40000138_00.gmd","\quest\q40000138.arc","q40000138.arc","1"
"0","0","白翼覚者隊・納品依頼　ミスリウ森林","White Wings: Delivery (Mysree Forest)","ui\00_message\quest_info\q40000139_00.gmd","\quest\q40000139.arc","q40000139.arc","0"
"1","eqenhance_title_sub","現地滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","現地滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ui\00_message\quest_info\q40000139_00.gmd","\quest\q40000139.arc","q40000139.arc","1"
"0","0","＜エリアオーダー＞ミスリウ補給","Area Order: Mysree Resupply","ui\00_message\quest_info\q40000140_00.gmd","\quest\q40000140.arc","q40000140.arc","0"
"1","eqenhance_title_sub","エリアマスターとして依頼させてもらうわ
リンウッドで今、<LQIM>不足が深刻なの。数で言うと<LQVA>個ほどなのだけど
どうかしら。協力してくれる人には、村を代表して十分なお礼を約束するわ","エリアマスターとして依頼させてもらうわ
リンウッドで今、<LQIM>不足が深刻なの。数で言うと<LQVA>個ほどなのだけど
どうかしら。協力してくれる人には、村を代表して十分なお礼を約束するわ","ui\00_message\quest_info\q40000140_00.gmd","\quest\q40000140.arc","q40000140.arc","1"
"0","0","死ヌカと思ッタ！","An Inch from Death","ui\00_message\quest_info\q40000141_00.gmd","\quest\q40000141.arc","q40000141.arc","0"
"1","eqenhance_title_sub","ぎゃぎゃぎゃ～～！！　デ、出タ～～～！！
<LQEM>ガ！！　急二！！
ビックリして死ヌトコ、アブナイ！
<LQVA>匹ヤッツケル安心！","ぎゃぎゃぎゃ～～！！　デ、出タ～～～！！
<LQEM>ガ！！　急二！！
ビックリして死ヌトコ、アブナイ！
<LQVA>匹ヤッツケル安心！","ui\00_message\quest_info\q40000141_00.gmd","\quest\q40000141.arc","q40000141.arc","1"
"0","0","仕返シシテクレ！","Avenge Me!","ui\00_message\quest_info\q40000142_00.gmd","\quest\q40000142.arc","q40000142.arc","0"
"1","eqenhance_title_sub","聞いテクレ！！
コナイダ、散歩シテタラ<LQEM>のぐるーぷにハチ会ッテ殴らレタ！　馬鹿二しテ、大勢デ！
コブマダ治ラナイ。仕返シに<LQVA>匹ヤッツケテクレ！","聞いテクレ！！
コナイダ、散歩シテタラ<LQEM>のぐるーぷにハチ会ッテ殴らレタ！　馬鹿二しテ、大勢デ！
コブマダ治ラナイ。仕返シに<LQVA>匹ヤッツケテクレ！","ui\00_message\quest_info\q40000142_00.gmd","\quest\q40000142.arc","q40000142.arc","1"
"0","0","アイツら嫌イ","Loathing","ui\00_message\quest_info\q40000143_00.gmd","\quest\q40000143.arc","q40000143.arc","0"
"1","eqenhance_title_sub","ニンゲン、嫌イ！
ダガ、今ハアイツらモット嫌イ！
セッカク付ケた飾リ、壊シた！　飾リブタ食っタ！！
アイツら、<LQEM>！
<LQVA>匹コロセ！","ニンゲン、嫌イ！
ダガ、今ハアイツらモット嫌イ！
セッカク付ケた飾リ、壊シた！　飾リブタ食っタ！！
アイツら、<LQEM>！
<LQVA>匹コロセ！","ui\00_message\quest_info\q40000143_00.gmd","\quest\q40000143.arc","q40000143.arc","1"
"0","0","外ノ魔物ヤっパり怖イ","Monsters Beyond","ui\00_message\quest_info\q40000144_00.gmd","\quest\q40000144.arc","q40000144.arc","0"
"1","eqenhance_title_sub","ジブン、弱イ、イジメラレル。外怖イ
コナイダ<LQEM>襲ッテキタ！
逃ゲタ、ケド、尻噛まれタ。イタイ――
誰カ<LQVA>匹、退治シテクれル、ウレシイ","ジブン、弱イ、イジメラレル。外怖イ
コナイダ<LQEM>襲ッテキタ！
逃ゲタ、ケド、尻噛まれタ。イタイ――
誰カ<LQVA>匹、退治シテクれル、ウレシイ","ui\00_message\quest_info\q40000144_00.gmd","\quest\q40000144.arc","q40000144.arc","1"
"0","0","オデ、強イ！！","Shaken!!","ui\00_message\quest_info\q40000145_00.gmd","\quest\q40000145.arc","q40000145.arc","0"
"1","eqenhance_title_sub","オデ、強イ！！
ココ辺りでモ有名ノ奴、<LQEM>ト一対一デ戦ッタ！　ホント、ホント！
デモ逃げられタ。オデ、腕負傷。ダカラ誰カ<LQVA>匹代ワり倒ス。死体片ヅケテヤル、ゲへへ","オデ、強イ！！
ココ辺りでモ有名ノ奴、<LQEM>ト一対一デ戦ッタ！　ホント、ホント！
デモ逃げられタ。オデ、腕負傷。ダカラ誰カ<LQVA>匹代ワり倒ス。死体片ヅケテヤル、ゲへへ","ui\00_message\quest_info\q40000145_00.gmd","\quest\q40000145.arc","q40000145.arc","1"
"0","0","要チュウイ","A Notice","ui\00_message\quest_info\q40000146_00.gmd","\quest\q40000146.arc","q40000146.arc","0"
"1","eqenhance_title_sub","<LQEM>、要チュウイダ
ワレワレゴブリンの城ヲ乗っ取る気かも知レン
王ノ心配ト癇癪が高まル前二、手ヲ打たネバ
<LQVA>匹コロシ手柄ヲ上げタ者にハ、ソレなリ褒美デル","<LQEM>、要チュウイダ
ワレワレゴブリンの城ヲ乗っ取る気かも知レン
王ノ心配ト癇癪が高まル前二、手ヲ打たネバ
<LQVA>匹コロシ手柄ヲ上げタ者にハ、ソレなリ褒美デル","ui\00_message\quest_info\q40000146_00.gmd","\quest\q40000146.arc","q40000146.arc","1"
"0","0","きけん、アブナイ","Danger, Danger","ui\00_message\quest_info\q40000147_00.gmd","\quest\q40000147.arc","q40000147.arc","0"
