"6","q60318010_00_3236","<NPC 2953>から魔軍の襲撃計画について聞く","Report to Angelo","ui\00_message\quest_info\q60318010_00.gmd","\quest\q60318010.arc","q60318010.arc","6"
"0","","はは、もうちょっと時間は掛かりそうだけど
必ず解いてみせるから待っていて","はは、もうちょっと時間は掛かりそうだけど
必ず解いてみせるから待っていて","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","23"
"0","","うん、これだ！　間違いない！
待たせたね、でもここを見て
この言葉の並びの素晴らしさ――
凄いよ、この古文書の作者は！","うん、これだ！　間違いない！
待たせたね、でもここを見て
この言葉の並びの素晴らしさ――
凄いよ、この古文書の作者は！","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","24"
"0","","ああ、ごめんごめん――
だけどこれで封印も解けるはずさ
ナヤジークさんにも、僕からよろしくと
伝えてくれたら嬉しいよ","ああ、ごめんごめん――
だけどこれで封印も解けるはずさ
ナヤジークさんにも、僕からよろしくと
伝えてくれたら嬉しいよ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","25"
"0","","ナヤジークさんにも、僕からよろしくと
伝えてくれたら嬉しいよ","ナヤジークさんにも、僕からよろしくと
伝えてくれたら嬉しいよ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","26"
"0","","古文書の解読方法を知らないかだって？
――ああいったのはいくつか種類があってな
すぐに解読完了って程度の軽いもんじゃないんだ","古文書の解読方法を知らないかだって？
――ああいったのはいくつか種類があってな
すぐに解読完了って程度の軽いもんじゃないんだ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","27"
"0","","おたくの頼みだ、調査してもいいんだが――
こちらも生憎と忙しくてね","おたくの頼みだ、調査してもいいんだが――
こちらも生憎と忙しくてね","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","28"
"0","","それなりの見返りってもんは頂きたいんだが
手間賃ってやつさ――わかるだろ？","それなりの見返りってもんは頂きたいんだが
手間賃ってやつさ――わかるだろ？","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","29"
"0","","――まだ足りないぜ
残りもよろしく頼むよ","――まだ足りないぜ
残りもよろしく頼むよ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","30"
"0","","ああ、これだけもらえりゃ――
こちらもダメとはいえないな
さっそく調査に向かわせる奴を見繕って
現地に派遣するとしよう","ああ、これだけもらえりゃ――
こちらもダメとはいえないな
さっそく調査に向かわせる奴を見繕って
現地に派遣するとしよう","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","31"
"0","","俺たちの情報収集力の凄さを見せてやるよ
期待して向かってくれ","俺たちの情報収集力の凄さを見せてやるよ
期待して向かってくれ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","32"
"0","","さっそく調査に向かわせる奴を見繕って
現地に派遣するとしよう","さっそく調査に向かわせる奴を見繕って
現地に派遣するとしよう","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","33"
"0","","俺たちの情報収集力の凄さを見せてやるよ
期待して向かってくれ","俺たちの情報収集力の凄さを見せてやるよ
期待して向かってくれ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","34"
"0","","<NPC 2954>さんから指示を受けて
ちょうど今しがた調査を終えたところだ","<NPC 2954>さんから指示を受けて
ちょうど今しがた調査を終えたところだ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","35"
"0","","<STG 635>周辺に散らばる
古代の遺跡に刻まれた文字を調査して――
セルマさんに教えてもらった方法をあれこれ試し――
ようやく意味が掴めたよ","<STG 635>周辺に散らばる
古代の遺跡に刻まれた文字を調査して――
セルマさんに教えてもらった方法をあれこれ試し――
ようやく意味が掴めたよ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","36"
"0","","それじゃあ、この結果を
君の依頼人に渡してくれ","それじゃあ、この結果を
君の依頼人に渡してくれ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","37"
"0","","<STG 635>周辺に散らばる
古代の遺跡に刻まれた文字を調査して――
セルマさんに教えてもらった方法をあれこれ試し――
ようやく意味が掴めたよ","<STG 635>周辺に散らばる
古代の遺跡に刻まれた文字を調査して――
セルマさんに教えてもらった方法をあれこれ試し――
ようやく意味が掴めたよ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","38"
"0","","俺は盗賊になって日が浅いけど
――こうやって盗賊同士で伝え合っていく
技術っていうのもすごいものだなと感心するよ","俺は盗賊になって日が浅いけど
――こうやって盗賊同士で伝え合っていく
技術っていうのもすごいものだなと感心するよ","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","39"
"0","","俺たちの力はわかったか？
やり方は泥臭いかもしれないが、確かだぜ
困ったことがあったらいつでも相談するといい
そん時きゃ――また手間賃は頂くがね","俺たちの力はわかったか？
やり方は泥臭いかもしれないが、確かだぜ
困ったことがあったらいつでも相談するといい
そん時きゃ――また手間賃は頂くがね","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","40"
"0","","覚者様、ありがとうございます
これで<STG 1063>の扉の封印を
解除することができるでしょう","覚者様、ありがとうございます
これで<STG 1063>の扉の封印を
解除することができるでしょう","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","41"
"0","","古の魔物が目覚めて間もない今こそ
再び闇の底へと葬り去る一隅の機会といえましょう
準備が整いましたら――
どうか、よろしくお願いいたします","古の魔物が目覚めて間もない今こそ
再び闇の底へと葬り去る一隅の機会といえましょう
準備が整いましたら――
どうか、よろしくお願いいたします","ui\00_message\quest\q60319010.gmd","\quest\q60319010.arc","q60319010.arc","42"
"0","q60319010_00_236","フェルヤナ荒原　試練：魔の封印捜査","フェルヤナ荒原　試練：魔の封印捜査","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","0"
"1","q60319010_00_236","依頼者から事件の詳細を聞き
問題解決に挑む","依頼者から事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","1"
"2","q60319010_00_3309","<NPC 3050>から話の内容を確認する","<NPC 3050>から話の内容を確認する","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","2"
"3","q60319010_00_2962","<NPC 3050>から古の魔物について確認する","<NPC 3050>から古の魔物について確認する","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","3"
"4","q60319010_00_2963","<STG 635>の<NPC 3053>に相談する","<STG 635>の<NPC 3053>に相談する","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","4"
"5","q60319010_00_3300","<STG 201>にいる<NPC 3>に解読依頼する","<STG 201>にいる<NPC 3>に解読依頼する","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","5"
"6","q60319010_00_3301","<STG 635>にて解読完了を待つ【待ち時間：3分（現実時間）】","<STG 635>にて解読完了を待つ【待ち時間：3分（現実時間）】","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","6"
"7","q60319010_00_3302","<STG 635>にて<NPC 3>の解読結果を聞く","<STG 635>にて<NPC 3>の解読結果を聞く","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","7"
"8","q60319010_00_3303","<STG 1001>にいる<NPC 2954>に解読相談する","<STG 1001>にいる<NPC 2954>に解読相談する","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","8"
"9","q60319010_00_3304","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、<NPC 2954>に渡す（残り:<SQDI DNUM>）","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、<NPC 2954>に渡す（残り:<SQDI DNUM>）","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","9"
"10","q60319010_00_3305","<STG 1063>前に向かい<NPC 600>に調査結果を聞く","<STG 1063>前に向かい<NPC 600>に調査結果を聞く","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","10"
"11","q60319010_00_3306","<NPC 3050>に解除方法を報告する","<NPC 3050>に解除方法を報告する","ui\00_message\quest_info\q60319010_00.gmd","\quest\q60319010.arc","q60319010.arc","11"
"0","","覚者様、よくぞおいでくださいました
封印されし扉はついに解除され
こちらも調査隊を編成し、すでにその内部へと
進んでおります","覚者様、よくぞおいでくださいました
封印されし扉はついに解除され
こちらも調査隊を編成し、すでにその内部へと
進んでおります","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","0"
"0","","早速ですが――
調査隊の後を追い<STG 1063>へ
向かってください","早速ですが――
調査隊の後を追い<STG 1063>へ
向かってください","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","1"
"0","","闇に蠢く古の魔物、その力は依然として
ベールに包まれたままです
くれぐれも油断なきよう、お気を付けください","闇に蠢く古の魔物、その力は依然として
ベールに包まれたままです
くれぐれも油断なきよう、お気を付けください","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","2"
"0","","闇に蠢く古の魔物、その力は依然として
ベールに包まれたままです
くれぐれも油断なきよう、お気を付けください","闇に蠢く古の魔物、その力は依然として
ベールに包まれたままです
くれぐれも油断なきよう、お気を付けください","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","3"
"0","","お待ちしておりました、覚者様！
討伐隊の本体は先に進んでおります
我々も急ぎ向かいましょう","お待ちしておりました、覚者様！
討伐隊の本体は先に進んでおります
我々も急ぎ向かいましょう","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","4"
"0","","ええ、こちらのようですな","ええ、こちらのようですな","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","5"
"0","","どんな魔物が潜んでいるか分かりません、ご注意を――","どんな魔物が潜んでいるか分かりません、ご注意を――","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","6"
"0","","なんて深い場所だ――調査隊は無事だろうか？","なんて深い場所だ――調査隊は無事だろうか？","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","7"
"0","","なんということだ――皆やられております！　誰か、話せる者はいないのか！？","なんということだ――皆やられております！　誰か、話せる者はいないのか！？","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","8"
"0","","異形の魔物が――
私たち討伐隊――全員が――
く――やられてしまった――","異形の魔物が――
私たち討伐隊――全員が――
く――やられてしまった――","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","9"
"0","","私もこんな有様だ――
もはや戦うどころではない――
悪いけど――て、撤退するよ――","私もこんな有様だ――
もはや戦うどころではない――
悪いけど――て、撤退するよ――","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","10"
"0","","あっ！！
あの魔物だ！","あっ！！
あの魔物だ！","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","11"
"0","","得体の知れない触手です！　なんだ――こいつは！！","得体の知れない触手です！　なんだ――こいつは！！","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","12"
"0","","この触手の主がどこかにいるはずです！　さらに奥に向かいましょう！","この触手の主がどこかにいるはずです！　さらに奥に向かいましょう！","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","13"
"0","","――なんと醜悪な異形！　覚者様、こやつこそが古の魔物でしょう！","――なんと醜悪な異形！　覚者様、こやつこそが古の魔物でしょう！","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","14"
"0","","――消えた！？　さらに奥に追跡しましょう！","――消えた！？　さらに奥に追跡しましょう！","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","15"
"0","","ふー、なんとか討伐できたようですな","ふー、なんとか討伐できたようですな","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","16"
"0","","さすがは覚者様！
気味が悪い魔物でしたが、無事討伐できましたな
展望城に戻り、調査結果を
<NPC 3050>殿に報告しましょう","さすがは覚者様！
気味が悪い魔物でしたが、無事討伐できましたな
展望城に戻り、調査結果を
<NPC 3050>殿に報告しましょう","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","17"
"0","","此度のご討伐、ありがとうございました
古からの厄災を打ち払うことができ
皆、心より感謝しております","此度のご討伐、ありがとうございました
古からの厄災を打ち払うことができ
皆、心より感謝しております","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","18"
"0","","お話から察するに――<STG 1063>に眠りし
異形は、かつて“イービルアイ”と呼ばれた
古代の魔物のようですね","お話から察するに――<STG 1063>に眠りし
異形は、かつて“イービルアイ”と呼ばれた
古代の魔物のようですね","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","19"
"0","","あらためて“イービルアイ”に関して
先人の文献などをたよりに
さらに調査することにいたしましょう","あらためて“イービルアイ”に関して
先人の文献などをたよりに
さらに調査することにいたしましょう","ui\00_message\quest\q60319011.gmd","\quest\q60319011.arc","q60319011.arc","20"
"0","q60319011_00_238","古代の闇の中へ","古代の闇の中へ","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","0"
"1","q60319011_00_238","依頼者から事件の詳細を聞き
問題解決に挑む","依頼者から事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","1"
"2","q60319011_00_2966","<STG 1063>に向かい調査隊と合流する","<STG 1063>に向かい調査隊と合流する","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","2"
"3","q60319011_00_2967","<STG 1063>内の調査を進める","<STG 1063>内の調査を進める","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","3"
"4","q60319011_00_3314","調査隊から状況を確認する","調査隊から状況を確認する","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","4"
"5","q60319011_00_3315","異形の魔物を討伐する","異形の魔物を討伐する","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","5"
"6","q60319011_00_3316","異形の魔物の正体を追跡調査する","異形の魔物の正体を追跡調査する","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","6"
"7","q60319011_00_3317","巨大な異形の魔物を討伐する","巨大な異形の魔物を討伐する","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","7"
"8","q60319011_00_3318","巨大な異形の魔物を追跡討伐する","巨大な異形の魔物を追跡討伐する","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","8"
"9","q60319011_00_3352","<NPC 3050>に調査結果を報告する","<NPC 3050>に調査結果を報告する","ui\00_message\quest_info\q60319011_00.gmd","\quest\q60319011.arc","q60319011.arc","9"
"0","","――未知の魔物が出現した！","――未知の魔物が出現した！","ui\00_message\examine_message\quest\quest_examine_q60319011.gmd","\quest\q60319011.arc","q60319011.arc","0"
"0","","――異形の魔物に逃げられた！","――異形の魔物に逃げられた！","ui\00_message\examine_message\quest\quest_examine_q60319011.gmd","\quest\q60319011.arc","q60319011.arc","1"
"0","","大砲の弾","大砲の弾","ui\00_message\examine_message\quest\quest_examine_q60320000.gmd","\quest\q60320000.arc","q60320000.arc","0"
"0","","大砲の土台","大砲の土台","ui\00_message\examine_message\quest\quest_examine_q60320000.gmd","\quest\q60320000.arc","q60320000.arc","1"
"0","","大砲の砲身","大砲の砲身","ui\00_message\examine_message\quest\quest_examine_q60320000.gmd","\quest\q60320000.arc","q60320000.arc","2"
"0","","《二ルビリス大橋》の確保について
ご協力いただけるのですか？
――ありがとうございます","《二ルビリス大橋》の確保について
ご協力いただけるのですか？
――ありがとうございます","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","0"
"0","","であれば、お話ししておきたいことが――
実は、魔軍の兵器について詳しいという
者がいるのです
なんでも――オークが
使っている大砲を使えるようになったとか","であれば、お話ししておきたいことが――
実は、魔軍の兵器について詳しいという
者がいるのです
なんでも――オークが
使っている大砲を使えるようになったとか","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","1"
"0","","彼の持つ知識や技術が
覚者様にとって有益な情報となれば良いのですが――
拠点内にいるハヤルをお役立てください","彼の持つ知識や技術が
覚者様にとって有益な情報となれば良いのですが――
拠点内にいるハヤルをお役立てください","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","2"
"0","","ハヤルの情報が《二ルビリス大橋》確保の
役に立つよう願っています
――何卒、お力添えのほど","ハヤルの情報が《二ルビリス大橋》確保の
役に立つよう願っています
――何卒、お力添えのほど","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","3"
"0","","なんと――ありがとうございます！
《二ルビリス大橋》を確保できたのですね","なんと――ありがとうございます！
《二ルビリス大橋》を確保できたのですね","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","4"
"0","","ハヤルも、自らが持つ情報がメガド奪還への
助けになったと、誇りに思っているでしょう","ハヤルも、自らが持つ情報がメガド奪還への
助けになったと、誇りに思っているでしょう","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","5"
"0","","何より、魔軍が使っている兵器をこちら側でも
使用可能となれば良い兆し――
さらなる希望へと繋がります
重ねて、覚者様のご尽力に感謝を","何より、魔軍が使っている兵器をこちら側でも
使用可能となれば良い兆し――
さらなる希望へと繋がります
重ねて、覚者様のご尽力に感謝を","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","6"
"0","","おぉ、ドリス様が言っていた覚者とは
あなた様でしょうか？
わたしが、ハヤルであります
あっ、この恰好は――その――","おぉ、ドリス様が言っていた覚者とは
あなた様でしょうか？
わたしが、ハヤルであります
あっ、この恰好は――その――","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","7"
"0","","怪しい者ではないのです
今は流浪の身ですが、元は近衛隊の皆さまの
武具を常に最新・最高の物とするための
技師をしておりまして――","怪しい者ではないのです
今は流浪の身ですが、元は近衛隊の皆さまの
武具を常に最新・最高の物とするための
技師をしておりまして――","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","8"
"0","","魔軍の様子を見計らっては戦闘の跡地へ行き
ずっと魔軍の兵器を調べていたんです
――結論から言いますと、あの大砲は解放軍でも
製造・運用することが可能です！","魔軍の様子を見計らっては戦闘の跡地へ行き
ずっと魔軍の兵器を調べていたんです
――結論から言いますと、あの大砲は解放軍でも
製造・運用することが可能です！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","9"
"0","","ま、それには少々、いえ大きな
“避けては通れない問題”がありまして
――――そう、材料です、大砲の","ま、それには少々、いえ大きな
“避けては通れない問題”がありまして
――――そう、材料です、大砲の","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","10"
"0","","物資がとにかく足りないんです
覚者さま、どうか材料確保にご協力いただけますか？
めぼしい場所には、地図に印を付けておきますから！","物資がとにかく足りないんです
覚者さま、どうか材料確保にご協力いただけますか？
めぼしい場所には、地図に印を付けておきますから！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","11"
"0","","材料が集まったらこのハヤルへお願いします
すぐに製造に取り掛かり
《二ルビリス大橋》付近へ設置いたしますよ！
――では、よろしくお願いいたします！","材料が集まったらこのハヤルへお願いします
すぐに製造に取り掛かり
《二ルビリス大橋》付近へ設置いたしますよ！
――では、よろしくお願いいたします！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","12"
"0","","材料が集まったらこのハヤルへお願いします
すぐに製造に取り掛かり
《二ルビリス大橋》付近へ設置いたしますよ！
――では、よろしくお願いいたします！","材料が集まったらこのハヤルへお願いします
すぐに製造に取り掛かり
《二ルビリス大橋》付近へ設置いたしますよ！
――では、よろしくお願いいたします！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","13"
"0","","大砲の弾、土台、砲身――
これさえあれば！","大砲の弾、土台、砲身――
これさえあれば！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","14"
"0","","はぁ、腕が鳴りますなァ
こうして“仕事”をするのは久しぶりです――
早急に製造し、《二ルビリス大橋》に
設置してまいります！","はぁ、腕が鳴りますなァ
こうして“仕事”をするのは久しぶりです――
早急に製造し、《二ルビリス大橋》に
設置してまいります！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","15"
"0","","大砲の扱い方については、実地でお教えします
後程、現地で落ち合いましょう","大砲の扱い方については、実地でお教えします
後程、現地で落ち合いましょう","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","16"
"0","","お待ちしておりました、覚者さま
目の前をご覧ください","お待ちしておりました、覚者さま
目の前をご覧ください","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","17"
"0","","戦甲をまとった敵、それを密かに狙う大砲――
位置取りはバッチリです
これで奴らを一網打尽にしてやってください","戦甲をまとった敵、それを密かに狙う大砲――
位置取りはバッチリです
これで奴らを一網打尽にしてやってください","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","18"
"0","","わたしはもちろん、ここで見守っています！
あ、大砲の扱い方についてお伝えしますね","わたしはもちろん、ここで見守っています！
あ、大砲の扱い方についてお伝えしますね","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","19"
"0","","大砲は
<COL ff2600>【<PADM>右スティック<KEYM>マウス移動</KEYM>】で照準</COL>を合わせ
<COL ff2600>【<KCT TOUCH>】で発射</COL>です
再装填は自動ですので、ご安心を！","大砲は
<COL ff2600>【<PADM>右スティック<KEYM>マウス移動</KEYM>】で照準</COL>を合わせ
<COL ff2600>【<KCT TOUCH>】で発射</COL>です
再装填は自動ですので、ご安心を！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","20"
"0","","大砲は
<COL ff2600>【<PADM>右スティック<KEYM>マウス移動</KEYM>】で照準</COL>を合わせ
<COL ff2600>【<KCT TOUCH>】で発射</COL>です
再装填は自動ですので、ご安心を！","大砲は
<COL ff2600>【<PADM>右スティック<KEYM>マウス移動</KEYM>】で照準</COL>を合わせ
<COL ff2600>【<KCT TOUCH>】で発射</COL>です
再装填は自動ですので、ご安心を！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","21"
"0","","おめでとうございます！
《二ルビリス大橋》、確保完了です！
ハヤル謹製の大砲はいかがでしたでしょうか？","おめでとうございます！
《二ルビリス大橋》、確保完了です！
ハヤル謹製の大砲はいかがでしたでしょうか？","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","22"
"0","","作成方法が分かり、魔軍のやつらに
撃ちこんだ際の効果もこの目で確認できました
――これで、解放軍の戦力増強は確実です！","作成方法が分かり、魔軍のやつらに
撃ちこんだ際の効果もこの目で確認できました
――これで、解放軍の戦力増強は確実です！","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","23"
"0","","魔軍に村を焼かれて
もう何も手元に残ってないと
一時は悲観しましたが――","魔軍に村を焼かれて
もう何も手元に残ってないと
一時は悲観しましたが――","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","24"
"0","","親父から受け継いだ知識が、技術が
――いえ、今までの人生全てが
わたしをまだ生かしてくれるようです","親父から受け継いだ知識が、技術が
――いえ、今までの人生全てが
わたしをまだ生かしてくれるようです","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","25"
"0","","覚者さま、わたしの作戦にご協力いただき
――本当にありがとうございました","覚者さま、わたしの作戦にご協力いただき
――本当にありがとうございました","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","26"
"0","","えっ、ちょっと――
大砲の使い方について
ご説明したかったのですが――
ほ、本当に、聞かなくて大丈夫ですか！？","えっ、ちょっと――
大砲の使い方について
ご説明したかったのですが――
ほ、本当に、聞かなくて大丈夫ですか！？","ui\00_message\quest\q60320000.gmd","\quest\q60320000.arc","q60320000.arc","27"
"0","q60320000_00_320","メガドシス高地　試練：資材調達","メガドシス高地　試練：資材調達","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","0"
"1","q60320000_00_320","エリアマスターから事件の詳細を聞き
問題解決に挑む","エリアマスターから事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","1"
"2","q60320000_00_4288","大砲に詳しい男に話を聞く","大砲に詳しい男に話を聞く","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","2"
"3","q60320000_00_4289","大砲の材料を各地から集める（残り３）","大砲の材料を各地から集める（残り３）","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","3"
"4","q60320000_00_4290","大砲の材料を各地から集める（残り２）","大砲の材料を各地から集める（残り２）","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","4"
"5","q60320000_00_4291","大砲の材料を各地から集める（残り１）","大砲の材料を各地から集める（残り１）","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","5"
"6","q60320000_00_4292","<NPC 592>に集めた材料を見せる","<NPC 592>に集めた材料を見せる","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","6"
"7","q60320000_00_4293","<SPOT 1087>へ向かう","<SPOT 1087>へ向かう","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","7"
"8","q60320000_00_4294","作成された大砲を駆使して敵を討伐する","作成された大砲を駆使して敵を討伐する","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","8"
"9","q60320000_00_4295","<NPC 592>と話す","<NPC 592>と話す","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","9"
"10","q60320000_00_4296","エリアマスターの<NPC 3200>に経緯を話す","エリアマスターの<NPC 3200>に経緯を話す","ui\00_message\quest_info\q60320000_00.gmd","\quest\q60320000.arc","q60320000.arc","10"
"0","","これは覚者さま、いかがなさいましたか？
なっ、森の方に敵軍が！？
すぐに兵士を手配いたします","これは覚者さま、いかがなさいましたか？
なっ、森の方に敵軍が！？
すぐに兵士を手配いたします","ui\00_message\quest\q60320001.gmd","\quest\q60320001.arc","q60320001.arc","0"
"0","","覚者さまをお助けする兵士に
要望があれば、多少はお応えできますが
いかがなさいますか？","覚者さまをお助けする兵士に
要望があれば、多少はお応えできますが
いかがなさいますか？","ui\00_message\quest\q60320001.gmd","\quest\q60320001.arc","q60320001.arc","1"
"0","","近接攻撃主体の兵","近接攻撃主体の兵","ui\00_message\quest\q60320001.gmd","\quest\q60320001.arc","q60320001.arc","2"
"0","","遠距離攻撃主体の兵","遠距離攻撃主体の兵","ui\00_message\quest\q60320001.gmd","\quest\q60320001.arc","q60320001.arc","3"
"0","","――少し考えさせてくれ","――少し考えさせてくれ","ui\00_message\quest\q60320001.gmd","\quest\q60320001.arc","q60320001.arc","4"
