"0","","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","ui\00_message\examine_message\quest\quest_examine_q21017013.gmd","\quest\q21017013.arc","q21017013.arc","1"
"0","0","終わった、な――","終わった、な――","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","19"
"0","0","俺は、一体何のために覚者となり、何のために
神殿と竜に尽くし、何のために今まで戦っていた？
今まで外へ問いかけるばかりで
自分の内へ問いかけ、考えることをやめていた","俺は、一体何のために覚者となり、何のために
神殿と竜に尽くし、何のために今まで戦っていた？
今まで外へ問いかけるばかりで
自分の内へ問いかけ、考えることをやめていた","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","20"
"0","0","だが――死闘を終えた今、振り返ってみると
結局、戦いで答えを得ることは無かったが――
答えを得るためにあがいてみたという時間も
短い生の中、あっていいかもしれないな","だが――死闘を終えた今、振り返ってみると
結局、戦いで答えを得ることは無かったが――
答えを得るためにあがいてみたという時間も
短い生の中、あっていいかもしれないな","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","21"
"0","0","命あって、今こうして立っていなければ
気付けなかったことだ
――他人にこんなことを言うのは初めてだが
助けてくれて、ありがとう","命あって、今こうして立っていなければ
気付けなかったことだ
――他人にこんなことを言うのは初めてだが
助けてくれて、ありがとう","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","22"
"0","0","ふふ、まだ帰ろうという気にならなくてな――
少し身体の熱を冷ましていく
お前は先に帰っているといい","ふふ、まだ帰ろうという気にならなくてな――
少し身体の熱を冷ましていく
お前は先に帰っているといい","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","23"
"0","0","こんな状態になってまでも
生きながらえてしまったか――","こんな状態になってまでも
生きながらえてしまったか――","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","24"
"0","0","自分の存在が思っていたよりも
ちっぽけなものだと気付いたら――
お前はどうする？
それでも何か成そうとあがくか？","自分の存在が思っていたよりも
ちっぽけなものだと気付いたら――
お前はどうする？
それでも何か成そうとあがくか？","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","25"
"0","0","俺は――常に問いかけ、多くの答えを聞いてきた
だが、まだ自分の答えを出していない
その手段も――答えそのものが存在するのかすらも
掴めぬままあがき続けなければならないとしたら","俺は――常に問いかけ、多くの答えを聞いてきた
だが、まだ自分の答えを出していない
その手段も――答えそのものが存在するのかすらも
掴めぬままあがき続けなければならないとしたら","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","26"
"0","0","どれだけの覚者が耐えられる――？
それならいっそ全てが終わってしまえと
思うに至っても仕方がないと思わないか？","どれだけの覚者が耐えられる――？
それならいっそ全てが終わってしまえと
思うに至っても仕方がないと思わないか？","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","27"
"0","0","いや、すまない――忘れてくれ
俺のことは捨て置いていい
どんな傷を負おうとも神殿の任務だけは果たす
心配するな","いや、すまない――忘れてくれ
俺のことは捨て置いていい
どんな傷を負おうとも神殿の任務だけは果たす
心配するな","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","28"
"0","0","さぁ――見た事のない景色を見られるか、試してみよう","さぁ――見た事のない景色を見られるか、試してみよう","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","29"
"0","0","ぐっ――なるほどな","ぐっ――なるほどな","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","30"
"0","0","こんな――ものか――","こんな――ものか――","ui\00_message\quest\q21017020.gmd","\quest\q21017020.arc","q21017020.arc","31"
"0","0","旧知の宿敵","旧知の宿敵","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","0"
"1","1","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","1"
"2","2","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","2"
"3","3","少し前、グリンデュアがもっと安全で
村が鉱石の交易で潤ってた時に
よくあちこちから客人を迎えてる怪しい男がいた
災厄が起こってからは、しばらく見なかったけど
さっき久しぶりに見たんだが、やつれていたよ","少し前、グリンデュアがもっと安全で
村が鉱石の交易で潤ってた時に
よくあちこちから客人を迎えてる怪しい男がいた
災厄が起こってからは、しばらく見なかったけど
さっき久しぶりに見たんだが、やつれていたよ","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","3"
"4","4","依頼者の求める人物を捜索する","依頼者の求める人物を捜索する","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","4"
"5","5","魔物を迅速に討伐し捜索対象を救助する","魔物を迅速に討伐し捜索対象を救助する","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","5"
"6","6","捜索対象の安否を確認する","Check the search target's well-being","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","6"
"7","7","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q21017020_00.gmd","\quest\q21017020.arc","q21017020.arc","7"
"0","0","防疫の証明","防疫の証明","ui\00_message\quest_info\q21017021_00.gmd","\quest\q21017021.arc","q21017021.arc","0"
"1","1","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","ui\00_message\quest_info\q21017021_00.gmd","\quest\q21017021.arc","q21017021.arc","1"
"2","2","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21017021_00.gmd","\quest\q21017021.arc","q21017021.arc","2"
"3","3","イヴァノスの塔――なぜ彼らはあれほど
塔を守ろうとするの？
塔に特別なところをは見られないし――
本来、建物は中の人を守るためのもの
それが、なぜそんな解釈になったか気になるわね","イヴァノスの塔――なぜ彼らはあれほど
塔を守ろうとするの？
塔に特別なところをは見られないし――
本来、建物は中の人を守るためのもの
それが、なぜそんな解釈になったか気になるわね","ui\00_message\quest_info\q21017021_00.gmd","\quest\q21017021.arc","q21017021.arc","3"
"4","4","指定された場所へ行き、狂暴な魔物を見つける","指定された場所へ行き、狂暴な魔物を見つける","ui\00_message\quest_info\q21017021_00.gmd","\quest\q21017021.arc","q21017021.arc","4"
"5","5","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q21017021_00.gmd","\quest\q21017021.arc","q21017021.arc","5"
"6","6","依頼者へ経緯を報告する","Report back to the requester","ui\00_message\quest_info\q21017021_00.gmd","\quest\q21017021.arc","q21017021.arc","6"
"0","0","さて、異なる竜に仕える方
この<NPC 2753>に何かご用でも？","さて、異なる竜に仕える方
この<NPC 2753>に何かご用でも？","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","0"
"0","0","ときに――近頃何かと騒がしい気がしますな
そう、ちょうどあなた方が現れた少し後頃からです
我々はめったに塔外へ出ないものですから
外の事には疎いのです――一体何が？","ときに――近頃何かと騒がしい気がしますな
そう、ちょうどあなた方が現れた少し後頃からです
我々はめったに塔外へ出ないものですから
外の事には疎いのです――一体何が？","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","1"
"0","0","《<STG 829>》が解放された――と？
しかも――なんと！
蝕まれ病んだ魔物と
日々戦っている、ですと！？","《<STG 829>》が解放された――と？
しかも――なんと！
蝕まれ病んだ魔物と
日々戦っている、ですと！？","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","2"
"0","0","異なる竜に仕える方――
この塔を拠点として使用される件について
考え直させていただきたいのですがね","異なる竜に仕える方――
この塔を拠点として使用される件について
考え直させていただきたいのですがね","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","3"
"0","0","傷付いた貴方が病を持ち込まないと
なぜ言いきれるのです？
塔の中で病が蔓延すれば
この塔は終わりなのですぞ","傷付いた貴方が病を持ち込まないと
なぜ言いきれるのです？
塔の中で病が蔓延すれば
この塔は終わりなのですぞ","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","4"
"0","0","もし――それでも信じろとおっしゃるのならば
《<STG 829>》の魔物を
一度も倒れることなく討伐せしめるがよいでしょう
傷付き、病を持ち込むことはないと証を示すのです","もし――それでも信じろとおっしゃるのならば
《<STG 829>》の魔物を
一度も倒れることなく討伐せしめるがよいでしょう
傷付き、病を持ち込むことはないと証を示すのです","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","5"
"0","0","この塔を拠点として使用し続けたいのならば
《<STG 829>》の魔物を
一度も倒れることなく討伐し
病を持ち込む事は無いと証を示すのです","この塔を拠点として使用し続けたいのならば
《<STG 829>》の魔物を
一度も倒れることなく討伐し
病を持ち込む事は無いと証を示すのです","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","6"
"0","0","薄情と思われるかもしれませぬが――
我々には、この塔を守る使命があるのです
外の全ての敵から、この塔を守る使命が――","薄情と思われるかもしれませぬが――
我々には、この塔を守る使命があるのです
外の全ての敵から、この塔を守る使命が――","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","7"
"0","0","パーティメンバーが死亡状態になりました","パーティメンバーが死亡状態になりました","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","8"
"0","0","依頼者からの報酬が下がります","依頼者からの報酬が下がります","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","9"
"0","0","なに――？
本当に一度も膝をつく事なく
あの大騒音を出す魔物を討伐したと――
そうおっしゃるのですか？","なに――？
本当に一度も膝をつく事なく
あの大騒音を出す魔物を討伐したと――
そうおっしゃるのですか？","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","10"
"0","0","なんと――本当に証を示されるとは
これはこれは、認めぬ訳にはいかないようですな
引き続き、塔内の施設利用を許可いたしましょう","なんと――本当に証を示されるとは
これはこれは、認めぬ訳にはいかないようですな
引き続き、塔内の施設利用を許可いたしましょう","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","11"
"0","0","万一、それでも病などが伝染ることがあれば――
罹った者のみ、塔外へ出すことにいたしましょう
塔さえ守られれば、多少の犠牲はやむを得ません
なに、慣習の一環ですので――お気になさらず","万一、それでも病などが伝染ることがあれば――
罹った者のみ、塔外へ出すことにいたしましょう
塔さえ守られれば、多少の犠牲はやむを得ません
なに、慣習の一環ですので――お気になさらず","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","12"
"0","0","失敗したと申されるのですね――
しかし、騒音の原因は排除したと
――ふむ","失敗したと申されるのですね――
しかし、騒音の原因は排除したと
――ふむ","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","13"
"0","0","――迅速に、他地域の拠点で
その傷付いた体を清められることですな
さすれば、この場はキアラン殿の顔を立て
引き続きの塔内施設利用を許可いたします","――迅速に、他地域の拠点で
その傷付いた体を清められることですな
さすれば、この場はキアラン殿の顔を立て
引き続きの塔内施設利用を許可いたします","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","14"
"0","0","しかし――万が一、塔内に件の病が
蔓延するようなことになれば――
覚者さまの身の処遇はこちらにお任せいただきます","しかし――万が一、塔内に件の病が
蔓延するようなことになれば――
覚者さまの身の処遇はこちらにお任せいただきます","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","15"
"0","0","我々はキンガルの大地がどうなろうが
この塔を守ることが唯一にして絶対の使命――
覚者様が傷だらけの身で荒野に放り出されようとも
致し方ありますまい","我々はキンガルの大地がどうなろうが
この塔を守ることが唯一にして絶対の使命――
覚者様が傷だらけの身で荒野に放り出されようとも
致し方ありますまい","ui\00_message\quest\q21017021.gmd","\quest\q21017021.arc","q21017021.arc","16"
"0","0","【高難度】邂逅の厄災","High Difficulty: A Disastrous Encounter","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","0"
"1","1","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","1"
"2","2","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","2"
"3","3","聖域が浄化されたことで、魔物たちが騒がしいのは
キンガルだけではないようです
悪魔たちの災厄を乗り越えて、
やっと立ち直れるようになったというのに――
一刻も早く元の暮らしに戻れるよう、祈るばかりです","聖域が浄化されたことで、魔物たちが騒がしいのは
キンガルだけではないようです
悪魔たちの災厄を乗り越えて、
やっと立ち直れるようになったというのに――
一刻も早く元の暮らしに戻れるよう、祈るばかりです","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","3"
"4","4","指定された場所を調べる","Investigate the specified location","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","4"
"5","5","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","5"
"6","6","指定されたダンジョン内を捜索する","Search within the specified dungeon","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","6"
"7","7","ダンジョン内の各所の魔物を討伐する（残り３）","Defeat the monsters at locations in the dungeon (3 left)","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","7"
"8","8","ダンジョン内の各所の魔物を討伐する（残り２）","Defeat the monsters at locations in the dungeon (2 left)","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","8"
"9","9","ダンジョン内の各所の魔物を討伐する（残り１）","Defeat the monsters at locations in the dungeon (1 left)","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","9"
"10","10","エリアマスターに経緯を報告する","Report to the Area Master","ui\00_message\quest_info\q21017022_00.gmd","\quest\q21017022.arc","q21017022.arc","10"
"0","0","――あぁ、貴君か
グリンデュアに立ち寄ってくれたのだな
いや、ありがたい
これほどの僥倖はあるまい","――あぁ、貴君か
グリンデュアに立ち寄ってくれたのだな
いや、ありがたい
これほどの僥倖はあるまい","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","0"
"0","0","先日貴君が滅ぼしてくれたはずのスカージ――
本当に、あやつは滅んだと思うか？","先日貴君が滅ぼしてくれたはずのスカージ――
本当に、あやつは滅んだと思うか？","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","1"
"0","0","実は――モルフォールから速報が届いてな
《<SPOT 880>》で精霊竜守が
ある地点での急速な侵食の拡大を観測したそうだ
あの地はもう浄化されたというのに――","実は――モルフォールから速報が届いてな
《<SPOT 880>》で精霊竜守が
ある地点での急速な侵食の拡大を観測したそうだ
あの地はもう浄化されたというのに――","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","2"
"0","0","聖なる地においての急速な侵食汚染――
並大抵の魔物では不可能な所業だ
恐らく、スカージの仕業だろう
しかも、付近では多数の侵食魔も確認されたそうだ","聖なる地においての急速な侵食汚染――
並大抵の魔物では不可能な所業だ
恐らく、スカージの仕業だろう
しかも、付近では多数の侵食魔も確認されたそうだ","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","3"
"0","0","またもやこれほどの大事を背負わせて、すまない
しかし――これに対処できるのは、貴君だけなのだ","またもやこれほどの大事を背負わせて、すまない
しかし――これに対処できるのは、貴君だけなのだ","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","4"
"0","0","付近の侵食魔を殲滅しつつ
《<SPOT 880>》へ向かい
奴の息の根を今度こそ、止めてきて
くれないだろうか","付近の侵食魔を殲滅しつつ
《<SPOT 880>》へ向かい
奴の息の根を今度こそ、止めてきて
くれないだろうか","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","5"
"0","0","またもやこれほどの大事を背負わせて、すまない
付近の侵食魔を殲滅しつつ
《<SPOT 880>》へ向かい
奴の息の根を今度こそ、止めてきてくれないだろうか","またもやこれほどの大事を背負わせて、すまない
付近の侵食魔を殲滅しつつ
《<SPOT 880>》へ向かい
奴の息の根を今度こそ、止めてきてくれないだろうか","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","6"
"0","0","なぜ、グリンデュアばかりが
こんな目に遭うのだろうか
遺物の影に怯え続けていた
代償だとでも言うのか――","なぜ、グリンデュアばかりが
こんな目に遭うのだろうか
遺物の影に怯え続けていた
代償だとでも言うのか――","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","7"
"0","0","おお、白き竜の覚者よ
戻ったということは――","おお、白き竜の覚者よ
戻ったということは――","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","8"
"0","0","そうか、やり遂げてくれたのか――
貴君には、もうどのような賛美の言葉も
足りないくらいだろう","そうか、やり遂げてくれたのか――
貴君には、もうどのような賛美の言葉も
足りないくらいだろう","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","9"
"0","0","――多くの地域を旅している
貴君に1つ、尋ねたいのだが
他の地域もこれと同等――いや、それ以上に
恐ろしい脅威と戦っているのか？","――多くの地域を旅している
貴君に1つ、尋ねたいのだが
他の地域もこれと同等――いや、それ以上に
恐ろしい脅威と戦っているのか？","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","10"
"0","0","――やはり、そうか
ならば、このグリンデュアが屈する訳にはいくまい","――やはり、そうか
ならば、このグリンデュアが屈する訳にはいくまい","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","11"
"0","0","例え――いにしえの脅威が何度この地を襲おうとも
怯え震えるだけのグリンデュアでは、もうなくなった
覚者よ、それも全て貴君のおかげなのだ
感謝する","例え――いにしえの脅威が何度この地を襲おうとも
怯え震えるだけのグリンデュアでは、もうなくなった
覚者よ、それも全て貴君のおかげなのだ
感謝する","ui\00_message\quest\q21017022.gmd","\quest\q21017022.arc","q21017022.arc","12"
"0","0","【時限採取】曇天の採掘道","【時限採取】曇天の採掘道","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","0"
"1","1","【時限採取クエスト：曇天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【時限採取クエスト：曇天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","1"
"2","2","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","2"
"3","3","デーモンが現れたころから、
よく採れるようになった素材は少なくない――
村の奴らは不吉だから近付くな、とか言ってるけど
そんなもの高く売っ払って、村の糧にすればいい
利用できるものは利用してやらなくちゃな","デーモンが現れたころから、
よく採れるようになった素材は少なくない――
村の奴らは不吉だから近付くな、とか言ってるけど
そんなもの高く売っ払って、村の糧にすればいい
利用できるものは利用してやらなくちゃな","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","3"
"4","4","＜曇天＞時にパーティメンバーを拠点内に集める","Gather party members in the camp during ""Cloudy"" weather","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","4"
"5","5","＜曇天＞時に依頼者から詳細を聞く","Inquire details from the requester during ""Cloudy"" weather","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","5"
"6","6","＜曇天＞の間に<AREA 17>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","Obtain <SQDI NAME> x<SQDI NUM> at <AREA 17> during ""Cloudy"" weather","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","6"
"7","7","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","Deliver <SQDI NAME> x<SQDI NUM> to the Area Master","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","7"
"0","0","白き竜の覚者よ――よくぞ来てくれた
実は、デーモン再活性化に際して、＜曇天＞の間
ある鉱石が突然よく採れるようになったという
不思議な事態が起きているのだ","白き竜の覚者よ――よくぞ来てくれた
実は、デーモン再活性化に際して、＜曇天＞の間
ある鉱石が突然よく採れるようになったという
不思議な事態が起きているのだ","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","0"
"0","0","《<ITEM 16004>》という鉱石だ
もし興味があるのなら、それについて
詳しい情報を提供することはできるが――","《<ITEM 16004>》という鉱石だ
もし興味があるのなら、それについて
詳しい情報を提供することはできるが――","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","1"
"0","0","ならば、＜曇天＞時に
仲間を全員この拠点内に集め
再度このキアランに声をかけてくれ
詳しい状況について説明しよう","ならば、＜曇天＞時に
仲間を全員この拠点内に集め
再度このキアランに声をかけてくれ
詳しい状況について説明しよう","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","2"
"0","0","デーモン活性化に際し
《<ITEM 16004>》という鉱石が
突然よく採れるようになったという
不思議な事態が起きているのだ","デーモン活性化に際し
《<ITEM 16004>》という鉱石が
突然よく採れるようになったという
不思議な事態が起きているのだ","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","3"
"0","0","もし興味があるのなら、＜曇天＞時に仲間を全員
この拠点内に集め、再度声をかけてくれ
詳しい状況について説明しよう","もし興味があるのなら、＜曇天＞時に仲間を全員
この拠点内に集め、再度声をかけてくれ
詳しい状況について説明しよう","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","4"
"0","0","約束通り、集まってくれたようだな
実は――デーモンが活性化してから
特定の場所で《<ITEM 16004>》という鉱石が
多くの採掘ポイントから採れるようになったのだ","約束通り、集まってくれたようだな
実は――デーモンが活性化してから
特定の場所で《<ITEM 16004>》という鉱石が
多くの採掘ポイントから採れるようになったのだ","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","5"
"0","0","しかも、それは＜曇天＞の間のみ――
この採掘増加がデーモンと関わっているのか
デーモンの行動や習性が天候で変化するのか
分からないことばかりだ","しかも、それは＜曇天＞の間のみ――
この採掘増加がデーモンと関わっているのか
デーモンの行動や習性が天候で変化するのか
分からないことばかりだ","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","6"
"0","0","そこで、貴君に調査してきてもらいたいのだ
多く採掘できるようになった鉱石については
自由に採掘してもらって構わない
その際に、何か気付いたことがあれば報告が欲しい","そこで、貴君に調査してきてもらいたいのだ
多く採掘できるようになった鉱石については
自由に採掘してもらって構わない
その際に、何か気付いたことがあれば報告が欲しい","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","7"
"0","0","あぁ――自由に採掘してもらって構わないが
たくさん採掘してきた鉱石のうち
＜5＞つほど、分けていただけないだろうか","あぁ――自由に採掘してもらって構わないが
たくさん採掘してきた鉱石のうち
＜5＞つほど、分けていただけないだろうか","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","8"
"0","0","通常の鉱物と何か異なる点は無いか
村の者にも見てもらいたいのでな
よろしく頼む","通常の鉱物と何か異なる点は無いか
村の者にも見てもらいたいのでな
よろしく頼む","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","9"
"0","0","＜曇天＞の間のみ――
《<ITEM 16004>》という鉱石が
特定の場所で多くの採掘ポイントから
採れるようになったというのだ","＜曇天＞の間のみ――
《<ITEM 16004>》という鉱石が
特定の場所で多くの採掘ポイントから
採れるようになったというのだ","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","10"
"0","0","自由に採掘してもらって構わないが、
何か気付いたことがあれば報告が欲しい
もしたくさん採掘できたら、＜5＞つほど
分けてくれればありがたい――よろしく頼むぞ","自由に採掘してもらって構わないが、
何か気付いたことがあれば報告が欲しい
もしたくさん採掘できたら、＜5＞つほど
分けてくれればありがたい――よろしく頼むぞ","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","11"
"0","0","行ってきてくれたか
む――この鉱石、薄くではあるが
通常ではあまり見ない傷がついているな","行ってきてくれたか
む――この鉱石、薄くではあるが
通常ではあまり見ない傷がついているな","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","12"
"0","0","まるで、そう、硬い爪でひっかいたかのような
――まぁいい、報告を聞くとしよう","まるで、そう、硬い爪でひっかいたかのような
――まぁいい、報告を聞くとしよう","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","13"
"0","0","なに、特定の鉱石しか採掘できなかったと？
あの辺りは、何種類もの鉱石が採れるはずだが
そうか――
この傷と併せて考えてみると――","なに、特定の鉱石しか採掘できなかったと？
あの辺りは、何種類もの鉱石が採れるはずだが
そうか――
この傷と併せて考えてみると――","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","14"
"0","0","デーモンが特定の天候時にあちこちを掘り起し
理由は分からないが特定の鉱石を持ち去っている
我々が見つけたのは、その跡だった――
という仮説が考えられるな","デーモンが特定の天候時にあちこちを掘り起し
理由は分からないが特定の鉱石を持ち去っている
我々が見つけたのは、その跡だった――
という仮説が考えられるな","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","15"
"0","0","――まぁ、素人考えはそこまでにしよう
ともかく、調査協力感謝する
手元の鉱石は、冒険に活用すると良いだろう","――まぁ、素人考えはそこまでにしよう
ともかく、調査協力感謝する
手元の鉱石は、冒険に活用すると良いだろう","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","16"
"0","0","<AREA 17>フィールドの《<ITEM 16004>》を採取できる採取ポイントの数が増えました
＜曇天＞の間にたくさん採取し、納品しましょう","<AREA 17>フィールドの《<ITEM 16004>》を採取できる採取ポイントの数が増えました
＜曇天＞の間にたくさん採取し、納品しましょう","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","17"
"0","0","＜曇天＞が終了したため、<AREA 17>フィールドの
《<ITEM 16004>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","＜曇天＞が終了したため、<AREA 17>フィールドの
《<ITEM 16004>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","ui\00_message\quest\q21017023.gmd","\quest\q21017023.arc","q21017023.arc","18"
"0","0","【竜力の扉】招かれざる侵翼","【竜力の扉】招かれざる侵翼","ui\00_message\quest_info\q21017024_00.gmd","\quest\q21017024.arc","q21017024.arc","0"
