"0","","お、お前、助ケタ――？
感謝スル――
ファーガル、動けない――置いてイケ","消えた足音に気付く時","ui\00_message\quest\q21015012.gmd","\quest\q21015012.arc","q21015012.arc","21"
"0","","また戻って来られると困るので、
一度も倒れずに、叩きのめしてほしいんです
もちろん、でき――ますよね？
すみませんが、よろしくおねがいします","また戻って来られると困るので、
一度も倒れずに、叩きのめしてほしいんです
もちろん、でき――ますよね？
すみませんが、よろしくおねがいします","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","4"
"0","","覚者さんが良かったらですけど――
魔物の群れのボスを追い払って来てくれませんか
一度も倒れずに、圧倒的な力で","覚者さんが良かったらですけど――
魔物の群れのボスを追い払って来てくれませんか
一度も倒れずに、圧倒的な力で","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","5"
"0","","本当にボスなんかいたんですね
あ、いや、嘘ついたつもりは無くて――
ただの噂じゃなかったのかと","本当にボスなんかいたんですね
あ、いや、嘘ついたつもりは無くて――
ただの噂じゃなかったのかと","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","6"
"0","","用意したお礼がムダにならなくて
よかったです――
ありがとうございました","用意したお礼がムダにならなくて
よかったです――
ありがとうございました","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","7"
"0","","ああっ、覚者さん――
討伐中に膝をついたみたいですね
だ、大丈夫ですか？
侵食胞子にやられちゃってませんか？","ああっ、覚者さん――
討伐中に膝をついたみたいですね
だ、大丈夫ですか？
侵食胞子にやられちゃってませんか？","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","8"
"0","","あんなお願いしちゃった僕のせいかな――
す、すみません
あの、これ、少しですけど
お詫びとして受け取ってください","あんなお願いしちゃった僕のせいかな――
す、すみません
あの、これ、少しですけど
お詫びとして受け取ってください","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","9"
"0","","パーティメンバーが死亡状態になりました","パーティメンバーが死亡状態になりました","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","10"
"0","","依頼者からの報酬が下がります","依頼者からの報酬が下がります","ui\00_message\quest\q21016001.gmd","\quest\q21016001.arc","q21016001.arc","11"
"0","q21016002_00_574","【高難度】終止符を打つために","【高難度】終止符を打つために","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","0"
"1","q21016002_00_574","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","1"
"2","q21016002_00_574","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","2"
"3","q21016002_00_574","魔物たちに聖なる地が脅かされているようだ――
嘆かわしいことだが侵食の力は留まることを知らない
なんとかせねばこのモローの森は完全に
侵食魔の手に堕ちてしまうだろう","魔物たちに聖なる地が脅かされているようだ――
嘆かわしいことだが侵食の力は留まることを知らない
なんとかせねばこのモローの森は完全に
侵食魔の手に堕ちてしまうだろう","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","3"
"4","q21016002_00_1161","指定された場所を調べる","指定された場所を調べる","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","4"
"5","q21016002_00_1162","遭遇した魔物を討伐する","遭遇した魔物を討伐する","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","5"
"6","q21016002_00_1163","指定されたダンジョン内を捜索する","指定されたダンジョン内を捜索する","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","6"
"7","q21016002_00_1164","ダンジョン内の各所の魔物を討伐する（残り３）","ダンジョン内の各所の魔物を討伐する（残り３）","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","7"
"8","q21016002_00_1184","ダンジョン内の各所の魔物を討伐する（残り２）","ダンジョン内の各所の魔物を討伐する（残り２）","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","8"
"9","q21016002_00_1185","ダンジョン内の各所の魔物を討伐する（残り１）","ダンジョン内の各所の魔物を討伐する（残り１）","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","9"
"10","q21016002_00_1165","エリアマスターに経緯を報告する","Report to the Area Master","ui\00_message\quest_info\q21016002_00.gmd","\quest\q21016002.arc","q21016002.arc","10"
"0","","異国の覚者様――
この度のご尽力、なんとお礼を申し上げていいか――
侵食魔との戦いも、もう、そう長くはないはずです","異国の覚者様――
この度のご尽力、なんとお礼を申し上げていいか――
侵食魔との戦いも、もう、そう長くはないはずです","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","0"
"0","","森の生命力は戻りつつあるものの――
動植物たちの姿は未だ見えません
恐らく、聖域から漏れ出ている魔物のせいでしょう","森の生命力は戻りつつあるものの――
動植物たちの姿は未だ見えません
恐らく、聖域から漏れ出ている魔物のせいでしょう","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","1"
"0","","覚者様――
このまま森の回復を見守るだけでは
村が飢え滅びてしまいます","覚者様――
このまま森の回復を見守るだけでは
村が飢え滅びてしまいます","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","2"
"0","","かの聖なる地から漏れ出た魔物と
その住処となっている《<STG 950>》に
はびこる魔物たちを
どうか討伐してきていただけませんか","かの聖なる地から漏れ出た魔物と
その住処となっている《<STG 950>》に
はびこる魔物たちを
どうか討伐してきていただけませんか","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","3"
"0","","先祖代々暮らし守ってきたこの森を
我々の代で失ってしまっては
あまりに申し訳が立ちません","先祖代々暮らし守ってきたこの森を
我々の代で失ってしまっては
あまりに申し訳が立ちません","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","4"
"0","","侵食の力を抑止するため――
ぜひ、覚者様の力をお貸しください","侵食の力を抑止するため――
ぜひ、覚者様の力をお貸しください","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","5"
"0","","かの聖なる地から漏れ出た魔物と
《<STG 950>》の魔物たちを
討伐してきていただけませんか","かの聖なる地から漏れ出た魔物と
《<STG 950>》の魔物たちを
討伐してきていただけませんか","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","6"
"0","","おお――
大地を食い荒らす侵食の力とはさざ波のようなもの
かすかではありますが、引いていくのを感じます","おお――
大地を食い荒らす侵食の力とはさざ波のようなもの
かすかではありますが、引いていくのを感じます","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","7"
"0","","我々も、モルフォール一丸となって
覚者様のご助力をさせていただきます
どうか――最後までお付き合いくださいませ","我々も、モルフォール一丸となって
覚者様のご助力をさせていただきます
どうか――最後までお付き合いくださいませ","ui\00_message\quest\q21016002.gmd","\quest\q21016002.arc","q21016002.arc","8"
"0","q21016003_00_575","優しさの報酬","優しさの報酬","ui\00_message\quest_info\q21016003_00.gmd","\quest\q21016003.arc","q21016003.arc","0"
"1","q21016003_00_575","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","ui\00_message\quest_info\q21016003_00.gmd","\quest\q21016003.arc","q21016003.arc","1"
"2","q21016003_00_575","物資を必要としている人物が
<NAME AREA>から協力を求めている","物資を必要としている人物が
<NAME AREA>から協力を求めている","ui\00_message\quest_info\q21016003_00.gmd","\quest\q21016003.arc","q21016003.arc","2"
"3","q21016003_00_575","同じフィンダムでも、地域によって価値観は異なる
特に、ダナとモルフォールは真逆だね
荒々しくて勇猛さを重んじるダナと
穏やかで優しさを重んじるモルフォール――
その二つが、交わることってあるのかな？","同じフィンダムでも、地域によって価値観は異なる
特に、ダナとモルフォールは真逆だね
荒々しくて勇猛さを重んじるダナと
穏やかで優しさを重んじるモルフォール――
その二つが、交わることってあるのかな？","ui\00_message\quest_info\q21016003_00.gmd","\quest\q21016003.arc","q21016003.arc","3"
"4","q21016003_00_1179","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","ui\00_message\quest_info\q21016003_00.gmd","\quest\q21016003.arc","q21016003.arc","4"
"0","","あら、あなたは――
母――ゾルタが話していた異国の覚者様ですね
話は伺っています
腕が立ち、そして誠実な方だとか","あら、あなたは――
母――ゾルタが話していた異国の覚者様ですね
話は伺っています
腕が立ち、そして誠実な方だとか","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","0"
"0","","あの――覚者様は色々な村へ行かれるのですよね
ご面倒でなければなのですが
１つお願いできないでしょうか","あの――覚者様は色々な村へ行かれるのですよね
ご面倒でなければなのですが
１つお願いできないでしょうか","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","1"
"0","","ダナ村の《<NPC 2504>》という方への
贈り物の品の調達と、配達をお願いしたいのです","ダナ村の《<NPC 2504>》という方への
贈り物の品の調達と、配達をお願いしたいのです","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","2"
"0","","実は先日、侵食魔の群れが村を襲った時に
ダナから援助にきてくれた戦士団の中にいた
あのお方に親切にしていただいて――","実は先日、侵食魔の群れが村を襲った時に
ダナから援助にきてくれた戦士団の中にいた
あのお方に親切にしていただいて――","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","3"
"0","","私、とても感動したのです
どうかお礼をさせていただきたくて――
覚者様、どうかお願いいたします","私、とても感動したのです
どうかお礼をさせていただきたくて――
覚者様、どうかお願いいたします","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","4"
"0","","ダナの《<NPC 2504>》という方に、お礼の贈り物を
させていただきたいのです――","ダナの《<NPC 2504>》という方に、お礼の贈り物を
させていただきたいのです――","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","5"
"0","","――あれだけお優しい方です
このような贈り物を受けることなど
日常茶飯事かもしれませんが、
それでも気持ちをお伝えしたいのです","――あれだけお優しい方です
このような贈り物を受けることなど
日常茶飯事かもしれませんが、
それでも気持ちをお伝えしたいのです","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","6"
"0","","覚者様、どうか――よろしくお願いいたします","覚者様、どうか――よろしくお願いいたします","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","7"
"0","","や、やぁ――こんにちは
僕に何か用かい？","や、やぁ――こんにちは
僕に何か用かい？","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","8"
"0","","え？　贈り物？
あぁいいよ、渡しておくよ
それで――誰に渡せばいいんだい
イーヴィかい？　アデルドナハさんかい？","え？　贈り物？
あぁいいよ、渡しておくよ
それで――誰に渡せばいいんだい
イーヴィかい？　アデルドナハさんかい？","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","9"
"0","","えっ――こ、これ――僕に？
何かの間違いじゃないのかい？
モルフォールから、僕に贈り物なんて","えっ――こ、これ――僕に？
何かの間違いじゃないのかい？
モルフォールから、僕に贈り物なんて","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","10"
"0","","「心優しいフラナン様へ」――へへへ
優しさなんて、褒められた事無かったよ
こんな素敵な贈り物初めてだ――
届けてくれて、ありがとう","「心優しいフラナン様へ」――へへへ
優しさなんて、褒められた事無かったよ
こんな素敵な贈り物初めてだ――
届けてくれて、ありがとう","ui\00_message\quest\q21016003.gmd","\quest\q21016003.arc","q21016003.arc","11"
"0","q21016004_00_576","幼き家守","幼き家守","ui\00_message\quest_info\q21016004_00.gmd","\quest\q21016004.arc","q21016004.arc","0"
"1","q21016004_00_576","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","ui\00_message\quest_info\q21016004_00.gmd","\quest\q21016004.arc","q21016004.arc","1"
"2","q21016004_00_576","物資を必要としている人物が
<NAME AREA>から協力を求めている","物資を必要としている人物が
<NAME AREA>から協力を求めている","ui\00_message\quest_info\q21016004_00.gmd","\quest\q21016004.arc","q21016004.arc","2"
"3","q21016004_00_576","族長はお忙しい方なので客人の対応は
族長補佐のモードレッドが行っていたけれど
最近は彼も侵食騒ぎで忙しいようだわ――
そうなると、一体誰が依頼の取りまとめをするの？
魔物も客人も、増える一方だというのに！","族長はお忙しい方なので客人の対応は
族長補佐のモードレッドが行っていたけれど
最近は彼も侵食騒ぎで忙しいようだわ――
そうなると、一体誰が依頼の取りまとめをするの？
魔物も客人も、増える一方だというのに！","ui\00_message\quest_info\q21016004_00.gmd","\quest\q21016004.arc","q21016004.arc","3"
"4","q21016004_00_1179","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","ui\00_message\quest_info\q21016004_00.gmd","\quest\q21016004.arc","q21016004.arc","4"
"0","","あなたは――？
あ、もしかして他の大陸の覚者さんですか？
父があなたの話をしているのを聞きました","あなたは――？
あ、もしかして他の大陸の覚者さんですか？
父があなたの話をしているのを聞きました","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","0"
"0","","失礼の無いようにしなくちゃ――
僕はライシュと言います
父は今、族長補佐の仕事で留守にしていますが
――お仕事をお探しなんですか？","失礼の無いようにしなくちゃ――
僕はライシュと言います
父は今、族長補佐の仕事で留守にしていますが
――お仕事をお探しなんですか？","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","1"
"0","","ううん、そうだなぁ
あ、そうだ――届け物をお願いできますか？
エランの《<NPC 557>》という方へです","ううん、そうだなぁ
あ、そうだ――届け物をお願いできますか？
エランの《<NPC 557>》という方へです","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","2"
"0","","他の地域に避難した方たちとは
定期的に物資のやりとりをしているのですが
担当者である父が多忙で手が回らず
旅人に託しそこねた案件のようなんです","他の地域に避難した方たちとは
定期的に物資のやりとりをしているのですが
担当者である父が多忙で手が回らず
旅人に託しそこねた案件のようなんです","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","3"
"0","","品物の調達もお願いしたいんですが
や――やっていただけますか？","品物の調達もお願いしたいんですが
や――やっていただけますか？","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","4"
"0","","エランにいる《<NPC 557>》と
いう方に届け物をお願いしたいのです
品物の調達もお願いします","エランにいる《<NPC 557>》と
いう方に届け物をお願いしたいのです
品物の調達もお願いします","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","5"
"0","","えっと――
覚者さんが来たら、お仕事を
紹介するようにと父に言われていたんですが
僕、上手くできましたか――？","えっと――
覚者さんが来たら、お仕事を
紹介するようにと父に言われていたんですが
僕、上手くできましたか――？","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","6"
"0","","――あらぁ、私に届け物？
わざわざ覚者さんが届けてくれるのかい？","――あらぁ、私に届け物？
わざわざ覚者さんが届けてくれるのかい？","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","7"
"0","","よそから来た覚者さんは
魔物の討伐だけじゃなくて
届け物なんてこともしてくれるんだねぇ","よそから来た覚者さんは
魔物の討伐だけじゃなくて
届け物なんてこともしてくれるんだねぇ","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","8"
"0","","あぁ、モルフォールからかい
今回はいつもより遅かったみたいだけど――
やっぱり、向こうも大変なんだろうねぇ","あぁ、モルフォールからかい
今回はいつもより遅かったみたいだけど――
やっぱり、向こうも大変なんだろうねぇ","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","9"
"0","","こうやってやりとりすることで、離れた先から
少しでも故郷の助けができたら良いと思ってね
それに、モルフォールの物を見ることで
いつか帰るぞ、って頑張る気になれるんだよ","こうやってやりとりすることで、離れた先から
少しでも故郷の助けができたら良いと思ってね
それに、モルフォールの物を見ることで
いつか帰るぞ、って頑張る気になれるんだよ","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","10"
"0","","届けてくれてありがとう、覚者さん
これからも、何かあったらよろしくね","届けてくれてありがとう、覚者さん
これからも、何かあったらよろしくね","ui\00_message\quest\q21016004.gmd","\quest\q21016004.arc","q21016004.arc","11"
"0","q21016005_00_577","【時限採取】夕暮の採木道","【時限採取】夕暮の採木道","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","0"
"1","q21016005_00_577","【時限採取クエスト：16時から20時（GT）】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【時限採取クエスト：16時から20時（GT）】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","1"
"2","q21016005_00_577","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","2"
"3","q21016005_00_577","魔物は危険なばかりじゃないよ
土壌を豊かにするし、
彼らのおかげでたくさん採れる素材もある
それに――侵食に苦しめられているのは
彼らも同じってこと、覚えておいてくれよ","魔物は危険なばかりじゃないよ
土壌を豊かにするし、
彼らのおかげでたくさん採れる素材もある
それに――侵食に苦しめられているのは
彼らも同じってこと、覚えておいてくれよ","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","3"
"4","q21016005_00_1251","＜16時から20時＞の間にパーティメンバーを拠点内に集める","＜16時から20時＞の間にパーティメンバーを拠点内に集める","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","4"
"5","q21016005_00_1238","＜16時から20時＞の間に依頼者から詳細を聞く","＜16時から20時＞の間に依頼者から詳細を聞く","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","5"
"6","q21016005_00_1244","＜16時から20時＞の間に<AREA 16>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","＜16時から20時＞の間に<AREA 16>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","6"
"7","q21016005_00_1233","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","ui\00_message\quest_info\q21016005_00.gmd","\quest\q21016005.arc","q21016005.arc","7"
"0","","<AREA 16>フィールドの《<ITEM 15950>》を採取できる採取ポイントの数が増えました
＜16時から20時＞の間にたくさん採取し、納品しましょう","<AREA 16>フィールドの《<ITEM 15950>》を採取できる採取ポイントの数が増えました
＜16時から20時＞の間にたくさん採取し、納品しましょう","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","0"
"0","","＜16時から20時＞の時間が終了したため、<AREA 16>フィールドでの《<ITEM 15950>》の採取量が通常に戻りました
納品し、クエストを終了しましょう","＜16時から20時＞の時間が終了したため、<AREA 16>フィールドでの《<ITEM 15950>》の採取量が通常に戻りました
納品し、クエストを終了しましょう","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","1"
"0","","白き竜の覚者様
村のために動いてくださっているあなたに
ぜひ、何か支援させていただきたいと
考えていたのですが――","白き竜の覚者様
村のために動いてくださっているあなたに
ぜひ、何か支援させていただきたいと
考えていたのですが――","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","2"
"0","","何かと入用でしょうから、ある素材が
陽が沈む頃の＜16時から20時＞の間のみ
多量に採取できるようになるというお話を
させていただきましょう","何かと入用でしょうから、ある素材が
陽が沈む頃の＜16時から20時＞の間のみ
多量に採取できるようになるというお話を
させていただきましょう","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","3"
"0","","《<ITEM 15950>》という素材ですが
ご興味はおありでしょうか","《<ITEM 15950>》という素材ですが
ご興味はおありでしょうか","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","4"
"0","","もしご興味がおありなら
陽が沈む頃の＜16時から20時＞の間に一度
この拠点内にお仲間を集めていただけますか？
詳細をご説明いたします","もしご興味がおありなら
陽が沈む頃の＜16時から20時＞の間に一度
この拠点内にお仲間を集めていただけますか？
詳細をご説明いたします","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","5"
"0","","ある時間帯にのみ《<ITEM 15950>》が
大量に採取できるようになるという話に
ご興味はおありでしょうか？","ある時間帯にのみ《<ITEM 15950>》が
大量に採取できるようになるという話に
ご興味はおありでしょうか？","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","6"
"0","","もしご興味がおありなら
詳細をご説明させていただきますので
陽が沈む頃の＜16時から20時＞の間に一度、
この拠点内にお仲間を集めていただけますか","もしご興味がおありなら
詳細をご説明させていただきますので
陽が沈む頃の＜16時から20時＞の間に一度、
この拠点内にお仲間を集めていただけますか","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","7"
"0","","お集まりいただき、ありがとうございます
それでは詳しくお話しいたしましょう","お集まりいただき、ありがとうございます
それでは詳しくお話しいたしましょう","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","8"
"0","","実は、侵食魔の活動には――僅かな差ですが
活発に活動する時間と、そうでない時間があります
夕暮れ時は――活性化する時間のようなのです","実は、侵食魔の活動には――僅かな差ですが
活発に活動する時間と、そうでない時間があります
夕暮れ時は――活性化する時間のようなのです","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","9"
"0","","その際に、木が多く打ち倒され《<ITEM 15950>》が
多数採取できるようになるのです
ですから、陽が沈む頃の＜16時から20時＞の間に
採取に行かれるとよろしいでしょう","その際に、木が多く打ち倒され《<ITEM 15950>》が
多数採取できるようになるのです
ですから、陽が沈む頃の＜16時から20時＞の間に
採取に行かれるとよろしいでしょう","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","10"
"0","","ただしその時間を過ぎますと
魔物たちに踏み荒らされ、採取地点の数は
元に戻ってしまいますのでご注意ください","ただしその時間を過ぎますと
魔物たちに踏み荒らされ、採取地点の数は
元に戻ってしまいますのでご注意ください","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","11"
"0","","あぁ、採取に行かれた際には＜５＞個ほど
私に納めていただければ幸いです
今は魔物が多く、気軽に採取にも行けないので
覚者様にお分けいただければ――皆助かります","あぁ、採取に行かれた際には＜５＞個ほど
私に納めていただければ幸いです
今は魔物が多く、気軽に採取にも行けないので
覚者様にお分けいただければ――皆助かります","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","12"
"0","","《<ITEM 15950>》は＜16時から20時＞の間のみ
通常より多くの地点から採取できます
ただしその時間を過ぎますと、採取地点の数は
元に戻りますのでお気を付け下さい","《<ITEM 15950>》は＜16時から20時＞の間のみ
通常より多くの地点から採取できます
ただしその時間を過ぎますと、採取地点の数は
元に戻りますのでお気を付け下さい","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","13"
"0","","大量採取から帰られましたら＜５＞個ほど
お分けいただけると幸いです
どうぞ、よろしくお願いいたします","大量採取から帰られましたら＜５＞個ほど
お分けいただけると幸いです
どうぞ、よろしくお願いいたします","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","14"
"0","","覚者様、資材を分けていただきありがとうございます
こんなによく採れるとは――","覚者様、資材を分けていただきありがとうございます
こんなによく採れるとは――","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","15"
"0","","最近は特に侵食魔の活動が活発ですから――
しかし、これだけ良質な素材が採れるとは
まだまだ森の生命力が持ちこたえている証拠","最近は特に侵食魔の活動が活発ですから――
しかし、これだけ良質な素材が採れるとは
まだまだ森の生命力が持ちこたえている証拠","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","16"
"0","","覚者様も、お手元に残っているものがあれば
どうぞ冒険にお役立てください
――精霊竜のご加護がありますように","覚者様も、お手元に残っているものがあれば
どうぞ冒険にお役立てください
――精霊竜のご加護がありますように","ui\00_message\quest\q21016005.gmd","\quest\q21016005.arc","q21016005.arc","17"
"0","","《雨天》のため《モロー樹林》の《侵食森木材》の採取量が増加しました","《雨天》のため《モロー樹林》の《侵食森木材》の採取量が増加しました","ui\00_message\examine_message\quest\quest_examine_q21016005.gmd","\quest\q21016005.arc","q21016005.arc","0"
"0","","《雨天》が終了したため《モロー樹林》の《侵食森木材》の採取量が通常に戻りました","《雨天》が終了したため《モロー樹林》の《侵食森木材》の採取量が通常に戻りました","ui\00_message\examine_message\quest\quest_examine_q21016005.gmd","\quest\q21016005.arc","q21016005.arc","1"
"0","q21016006_00_578","【時限採取】晴天の採草道","【時限採取】晴天の採草道","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","0"
"1","q21016006_00_578","【時限採取クエスト：晴天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【時限採取クエスト：晴天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","1"
"2","q21016006_00_578","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","2"
"3","q21016006_00_578","我がモルフォールに欠かせない
重要な素材の収穫時期がきた
侵食の脅威のため人手が少ない中
昔のように収穫できるかが心配なのだが
誰か協力してくれる人はいないだろうか","我がモルフォールに欠かせない
重要な素材の収穫時期がきた
侵食の脅威のため人手が少ない中
昔のように収穫できるかが心配なのだが
誰か協力してくれる人はいないだろうか","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","3"
"4","q21016006_00_1252","＜晴天＞時にパーティメンバーを拠点内に集める","＜晴天＞時にパーティメンバーを拠点内に集める","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","4"
"5","q21016006_00_1239","＜晴天＞時に依頼者から詳細を聞く","＜晴天＞時に依頼者から詳細を聞く","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","5"
"6","q21016006_00_1245","＜晴天＞の間に<AREA 16>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","＜晴天＞の間に<AREA 16>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","6"
