#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,q40000266_00_266,掃除の敵,A Clean Sweep,ui\00_message\quest_info\q40000266_00.gmd,\quest\q40000266.arc,q40000266.arc,0
1,q40000231_00_231,"どうにもウチのポーン、不器用なのか思うような高品質武器がなかなか作れなくってなぁ。素材が足りない足りない
ってことで、<LQIM>を<LQVA>個調達してくれないか？
ううむ、成長のさせ方が良くなかったのかなぁ　",My Pawns seem to have difficulty crafting high-quality weapons. We're short on materials. Could you procure <LQIM> for me? It seems I may have failed in training them properly.,ui\00_message\quest_info\q40000231_00.gmd,\quest\q40000231.arc,q40000231.arc,1
1,q40000232_00_232,"主の為に必要な物を必要数用意する
それがいかなことか考えた結果、この報せ板を利用することにした。我が主のため、<LQIM>を<LQVA>個納品願いたい。報酬の支払いは記載の通り","To prepare the necessary items for my master, I have decided to use this notice board. Please deliver <LQIM> to my master in the amount of <LQVA>. The reward will be as specified.",ui\00_message\quest_info\q40000232_00.gmd,\quest\q40000232.arc,q40000232.arc,1
1,q40000233_00_233,"クラフトをしていない時であっても、どう製作し鍛えるか私は素材から常々ヒントを得ています
もし<LQIM>が<LQVA>個あれば何か手応えを感じられる気がするのです
我々の製作は全て覚者様の為。何卒","Even when not crafting, I often gain insights from materials on how to forge and enhance items. If I had <LQIM> in the amount of <LQVA>, I believe I could make significant progress. All our crafting is for your benefit. Please assist.",ui\00_message\quest_info\q40000233_00.gmd,\quest\q40000233.arc,q40000233.arc,1
1,q40000234_00_234,"ポーン郷では、覚者様への補給物資を常に準備しています
備品の材料とするため、手の空いている方は<LQIM>、<LQVA>個を調達お願いします
森へ出ればそれほど苦もなく見つけられることでしょう","At the Pawn village, we always prepare supplies for Arisen. For the purpose of stock materials, if anyone is available, please procure <LQIM> in the amount of <LQVA>. They should be relatively easy to find in the forest.",ui\00_message\quest_info\q40000234_00.gmd,\quest\q40000234.arc,q40000234.arc,1
1,q40000235_00_235,"現在品薄状態
<LQIM>、<LQVA>個、手配必要","Currently, we are low on stock. <LQIM>, <LQVA> items are needed.",ui\00_message\quest_info\q40000235_00.gmd,\quest\q40000235.arc,q40000235.arc,1
1,q40000236_00_236,"――癒しの術は魔力のみにあらず
深く傷ついた者を真に癒すには、自然より賜った精命の結晶――つまり、薬によってのみなし得る時もあるのです
心ある方よ、そのために必要な<LQIM>を<LQVA>個届けてはいただけないでしょうか","--- Healing magic is not only about magical power. To truly heal someone deeply wounded, it sometimes requires a potion made from the essence of nature's crystals. Could someone deliver <LQIM> in the amount of <LQVA>?",ui\00_message\quest_info\q40000236_00.gmd,\quest\q40000236.arc,q40000236.arc,1
1,q40000237_00_237,"行商をやってる者だが、ミスリウ森林ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","I am a merchant, and it’s difficult to find high-quality <LQIM> in the Misri Forest. There are many inquiries from other regions, and stock is low. If you can deliver <LQVA> items, appropriate compensation will be provided.",ui\00_message\quest_info\q40000237_00.gmd,\quest\q40000237.arc,q40000237.arc,1
1,q40000238_00_238,"ポーン郷滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","To Arisen staying at the Pawn village, a notice from the temple. If possible, please deliver <LQIM> in the amount of <LQVA> to the temple. Please prioritize other missions if you have them.",ui\00_message\quest_info\q40000238_00.gmd,\quest\q40000238.arc,q40000238.arc,1
1,q40000239_00_239,"ポーン郷滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","To Arisen staying at the Pawn village, a notice from the temple. Please deliver <LQIM> in the amount of <LQVA> to the temple, as our stock is running low. Your cooperation is appreciated.",ui\00_message\quest_info\q40000239_00.gmd,\quest\q40000239.arc,q40000239.arc,1
1,q40000240_00_240,"里長として、訪れる覚者への頼みがある
この聖堂を維持・運営するための物資、<LQIM>を<LQVA>個、どうか納めてもらいたいのだ
ポーン郷は常に覚者とともにあらねばならぬ場所――
どうか協力を","As the village chief, I have a request for visiting Arisen. We need <LQIM> in the amount of <LQVA> to maintain and operate this shrine. The village must always support Arisen. Please assist.",ui\00_message\quest_info\q40000240_00.gmd,\quest\q40000240.arc,q40000240.arc,1
1,q40000241_00_241,"<LQEM>は危険です
この間も<LQVA>体が区画のすぐ傍まで来たのです
遠ざけねば、いずれ関知されてしまうでしょう
そうなれば、この地はそれこそ彼らのものに――","<LQEM> is dangerous. Recently, <LQVA> of them came very close to the area. If we don’t drive them away, they might end up claiming this land for themselves.",ui\00_message\quest_info\q40000241_00.gmd,\quest\q40000241.arc,q40000241.arc,1
0,q40000242_00_242,錬魔注意報告,Warning about alchemical disturbances.,ui\00_message\quest_info\q40000242_00.gmd,\quest\q40000242.arc,q40000242.arc,0
1,q40000242_00_242,"あちら方のメルガンや錬魔が騒がしいな
特に<LQEM>は注意したほうが良さそうだ
<LQVA>体は消しておかねば、資源探しの障害になるぞ","It seems Merugan and alchemists are causing disturbances. In particular, <LQEM> should be dealt with carefully. <LQVA> must be eliminated to prevent hindrances to resource gathering.",ui\00_message\quest_info\q40000242_00.gmd,\quest\q40000242.arc,q40000242.arc,1
1,q40000243_00_243,"兵として久しくただ動き回る<LQEM>を見ておりますと、我々の術が生んだものではありますがどうにも哀れです
どうか彼らの<LQVA>体に静かな時を与えてやってはくれないでしょうか","Seeing the <LQEM> as soldiers, it’s pitiful even though they were created by our magic. Please grant them peace by eliminating <LQVA> of them.",ui\00_message\quest_info\q40000243_00.gmd,\quest\q40000243.arc,q40000243.arc,1
1,q40000244_00_244,"精神を研ぎ澄まし、資源の検知を続けているがノイズに邪魔されることが多い
おそらく今回のは<LQEM>の発する、微弱な魔力干渉のせいだろう
<LQVA>体ほど倒してもらえぬだろうか","I am sharpening my senses and continuing resource detection, but I am frequently disturbed by noise. This is likely due to weak magical interference from <LQEM>. Could you eliminate <LQVA> of them?",ui\00_message\quest_info\q40000244_00.gmd,\quest\q40000244.arc,q40000244.arc,1
0,q40000245_00_245,恐るべき傀儡,Beware of the fearsome puppets.,ui\00_message\quest_info\q40000245_00.gmd,\quest\q40000245.arc,q40000245.arc,0
1,q40000245_00_245,"兵と化した<LQEM>は、もはや我々にとって魔物であった頃より恐ろしい怪物です
そして、今の我々は彼らを制御できない――
可能という者がいるならば、彼ら<LQVA>体の時を再び止めてはいただけないでしょうか","Those <LQEM> who have become soldiers are now even more terrifying than when they were mere monsters. And we are unable to control them. If anyone can, please stop <LQVA> of them again.",ui\00_message\quest_info\q40000245_00.gmd,\quest\q40000245.arc,q40000245.arc,1
0,q40000246_00_246,錬魔警戒警報,Warning about alchemical disturbances.,ui\00_message\quest_info\q40000246_00.gmd,\quest\q40000246.arc,q40000246.arc,0
1,q40000246_00_246,"<LQEM>への警戒を怠るな
そう遠くない所に出現した気配があった。<LQVA>体先に見つけ出して倒してしまえれば最善だが、できるのか――","Do not neglect vigilance against <LQEM>. There was a presence detected not far away. It would be best to locate and eliminate <LQVA> of them, if possible.",ui\00_message\quest_info\q40000246_00.gmd,\quest\q40000246.arc,q40000246.arc,1
0,q40000247_00_247,遺された脅威,Remaining Threats,ui\00_message\quest_info\q40000247_00.gmd,\quest\q40000247.arc,q40000247.arc,0
1,q40000247_00_247,"メルゴダに残る<LQEM>――
万一あれがこの区画へ来たならば、最悪の事態も考えられるでしょう。あれらのうち<LQVA>体でも倒せたなら、僥倖――
礼は惜しみますまい","<LQEM> remaining in Melgoda— If they come to this area, the worst-case scenario must be considered. If you can eliminate even <LQVA> of them, it would be fortunate— A reward will be given.",ui\00_message\quest_info\q40000247_00.gmd,\quest\q40000247.arc,q40000247.arc,1
0,q40000248_00_248,排除すべき者,Extermination Required,ui\00_message\quest_info\q40000248_00.gmd,\quest\q40000248.arc,q40000248.arc,0
1,q40000248_00_248,"<LQEM>の動きが活発になっているようだ。どうにか<LQVA>体ほど動きを止められればよいが
方法を持っている者がいれば、試してみてくれ
礼はわたしから出そう","<LQEM> seems to be becoming more active. If you can manage to stop <LQVA> of them, it would be ideal. If anyone has the means, please try. I will provide a reward.",ui\00_message\quest_info\q40000248_00.gmd,\quest\q40000248.arc,q40000248.arc,1
0,q40000249_00_249,錬魔の兵,Alchemical Soldiers,ui\00_message\quest_info\q40000249_00.gmd,\quest\q40000249.arc,q40000249.arc,0
1,q40000249_00_249,"<LQEM>だが、我々の拠点近くを監視にやってくる頻度が増したようだ
やや危険を冒してでも<LQVA>体退けたいところだが
方法を持っている者がいれば、試してみてくれ
礼はわたしから出そう","<LQEM> has increased the frequency of surveillance near our base. It would be good to drive away <LQVA> of them, even at some risk. If anyone has the means, please try. I will provide a reward.",ui\00_message\quest_info\q40000249_00.gmd,\quest\q40000249.arc,q40000249.arc,1
1,q40000250_00_250,"エリアマスターとしての依頼にございます
あの恐ろしき<LQEM>が<LQVA>体、活性化し付近を彷徨っているというのです
どうか対処の手段をお持ちの方は、居住区に危険が及ぶ前に退ける助力を――","As an area master, I have a request. The fearsome <LQEM> is active in <LQVA> and wandering nearby. If anyone has the means, please help drive them away before they pose a threat to the residential area.",ui\00_message\quest_info\q40000250_00.gmd,\quest\q40000250.arc,q40000250.arc,1
1,q40000251_00_251,"怪物の襲撃に備え傷を癒す薬を作ろうとしたところ、<LQIM>が<LQVA>つほど足りませんでした
どなたかお持ちであれば、分けて頂きたいのですが","I was trying to make a healing potion for monster attacks, but I am short by <LQVA> <LQIM>. If anyone has some, I would appreciate it if you could share.",ui\00_message\quest_info\q40000251_00.gmd,\quest\q40000251.arc,q40000251.arc,1
0,q40000252_00_252,限られたメルゴダ,Limited Melgoda,ui\00_message\quest_info\q40000252_00.gmd,\quest\q40000252.arc,q40000252.arc,0
1,q40000252_00_252,"メルゴダに残された資源はそう多くありません
その中で、<LQIM>を<LQVA>個手に入れることは難しいかもしれませんが、どうか","Resources remaining in Melgoda are scarce. It may be difficult to obtain <LQIM> in the amount of <LQVA>, but please try.",ui\00_message\quest_info\q40000252_00.gmd,\quest\q40000252.arc,q40000252.arc,1
0,q40000253_00_253,最大限有効利用する,Maximize Utilization,ui\00_message\quest_info\q40000253_00.gmd,\quest\q40000253.arc,q40000253.arc,0
1,q40000253_00_253,"<LQIM>はどこかにないか
<LQVA>個あれば、凝縮錬成しより有効に利用できるだろう
持っていれば私に渡してくれ","If <LQIM> is available somewhere, having <LQVA> would allow for more efficient use through concentrated alchemy. If you have any, please give them to me.",ui\00_message\quest_info\q40000253_00.gmd,\quest\q40000253.arc,q40000253.arc,1
1,q40000254_00_254,"<LQIM>を絞り、精剤化しようと思っているのです
そうすれば、保存もきき効果も高いですから。しかし、手持ちの数では精剤として抽出できるほど量がありません
追加を<LQVA>個手に入れてもらえませんか","I plan to concentrate and refine <LQIM>. This will make it more effective and easier to preserve. However, I do not have enough quantity. Could you obtain an additional <LQVA>?",ui\00_message\quest_info\q40000254_00.gmd,\quest\q40000254.arc,q40000254.arc,1
0,q40000255_00_255,失われし秘物,Lost Artifact,ui\00_message\quest_info\q40000255_00.gmd,\quest\q40000255.arc,q40000255.arc,0
1,q40000255_00_255,"今や入手の機会の少なくなった<LQIM>だが、ようやく存在の検知に成功した
<LQVA>個はまだあるはずだ
入手に成功したら、ぜひ報告してくれ。喜んで礼をする","<LQIM>, which is now rarely obtainable, has finally been detected. There should still be <LQVA> left. Please report if you succeed in obtaining it. I will gladly reward you.",ui\00_message\quest_info\q40000255_00.gmd,\quest\q40000255.arc,q40000255.arc,1
0,q40000256_00_256,メルガンの糧,Melgan's Nourishment,ui\00_message\quest_info\q40000256_00.gmd,\quest\q40000256.arc,q40000256.arc,0
1,q40000256_00_256,"糧の素となる物を合成しなければなりません
今ある材料と合わせるのであれば、<LQIM>がちょうど良いでしょう。<LQVA>個あれば、ここの者をしばらく生かす十分な量が作り出せると思います
お持ちであれば、どうか持ってきてください","We need to synthesize the basic materials for nourishment. <LQIM> would be just right for this. If you have <LQVA>, it should be enough to sustain the people here for a while. Please bring it if you have it.",ui\00_message\quest_info\q40000256_00.gmd,\quest\q40000256.arc,q40000256.arc,1
0,q40000257_00_257,調達しておけよ,Procurement Completed,ui\00_message\quest_info\q40000257_00.gmd,\quest\q40000257.arc,q40000257.arc,0
1,q40000257_00_257,"おれはもう<LQIM>を<LQVA>個調達しておいたぜ
だが、どうやらまだ同じだけ目標確保分に未達のようだな
誰でもいい、増補しておいてくれ","I have already procured <LQIM> in the amount of <LQVA>. However, it seems we are still short of the target amount. Anyone, please supplement it.",ui\00_message\quest_info\q40000257_00.gmd,\quest\q40000257.arc,q40000257.arc,1
0,q40000258_00_258,資源の増補,Resource Supplement,ui\00_message\quest_info\q40000258_00.gmd,\quest\q40000258.arc,q40000258.arc,0
1,q40000258_00_258,"またも資源の底が見え始めているな
比較的手に入りやすい物――<LQIM>を、<LQVA>個程度確保しておこうではないか
あまり危険は冒さぬ範囲でね",We are starting to see the bottom of our resource supply again. Let’s secure about <LQVA> of the relatively easy-to-obtain <LQIM>. Try to avoid excessive risks.,ui\00_message\quest_info\q40000258_00.gmd,\quest\q40000258.arc,q40000258.arc,1
0,q40000259_00_259,錬成の媒介,Alchemical Medium,ui\00_message\quest_info\q40000259_00.gmd,\quest\q40000259.arc,q40000259.arc,0
1,q40000259_00_259,"錬成の媒介に必要な品――<LQIM>が足りなくなりそうだな
どうにか<LQVA>個は工面しておきたいところだが、身の安全を第一でな","We are running low on items needed for alchemical processes—<LQIM>. It would be good to manage <LQVA>, but prioritize safety first.",ui\00_message\quest_info\q40000259_00.gmd,\quest\q40000259.arc,q40000259.arc,1
1,q40000260_00_260,"居住区管理者、ベアトリクスからの連絡です
ただいま、当面必要な資源<LQIM>が枯渇の危機にあります
可能でしたら<LQVA>個、何とか入手いただきたいのです
資源収集に行かれる方は、どうかご留意ください","Message from Beatrix, the residential area manager. We are facing a crisis of depleting resources <LQIM>. If possible, please obtain <LQVA>. Please be cautious if you go out to collect resources.",ui\00_message\quest_info\q40000260_00.gmd,\quest\q40000260.arc,q40000260.arc,1
1,q40000261_00_261,"<LQEM>なんだけど、もう<LQVA>匹くらい減らした方がいいね
このまま増えるのはいい傾向じゃない",<LQEM> should be reduced by at least <LQVA>. Increasing numbers is not a good trend.,ui\00_message\quest_info\q40000261_00.gmd,\quest\q40000261.arc,q40000261.arc,1
1,q40000262_00_262,"<LQEM>、<LQVA>匹狩っておくよ
まぁ肉でも皮でもそれなりに使えるだろうし",I will hunt <LQEM> and take down <LQVA>. The meat or hides should be useful.,ui\00_message\quest_info\q40000262_00.gmd,\quest\q40000262.arc,q40000262.arc,1
1,q40000263_00_263,"<LQEM>に注意して
気が立ってるのかすぐ襲ってくるから
近くに出るとまずいから<LQVA>体は倒しておくわ",Be cautious of <LQEM>. They are aggressive and attack immediately. I will take down <LQVA> to prevent issues near us.,ui\00_message\quest_info\q40000263_00.gmd,\quest\q40000263.arc,q40000263.arc,1
1,q40000264_00_264,"まずいな。<LQEM>が<LQVA>匹居たよ
さすがにあれは何とかしないと、ほっといたらいつか私達二人ともやられるかもしれない
でも、私一人で倒せるかな――","This is bad. There were <LQVA> <LQEM>. If left unchecked, they might eventually attack both of us. I wonder if I can handle them alone—",ui\00_message\quest_info\q40000264_00.gmd,\quest\q40000264.arc,q40000264.arc,1
1,q40000265_00_265,"<LQEM>が、ぞろぞろと別の遺跡に入っていくのを見たわ
やつら、こっちの様子も伺ってるようだった
<LQVA>体程度倒して、またここに近寄ったらいけないってこと教えてやらないと",I saw <LQEM> swarming into another ruin. They seemed to be watching us. We need to eliminate <LQVA> to teach them not to come closer.,ui\00_message\quest_info\q40000265_00.gmd,\quest\q40000265.arc,q40000265.arc,1
1,q40000266_00_266,"リングディール、この間<LQEM>が<LQVA>匹、また外の樹に登ってたぞ
いつもいつも花が散らされて掃除が大変だ
何とかしといてくれ","Ringdeal, recently <LQEM> was spotted climbing the outer trees again. It’s always a hassle to clean up the scattered flowers. Please take care of it.",ui\00_message\quest_info\q40000266_00.gmd,\quest\q40000266.arc,q40000266.arc,1
1,q40000267_00_267,"外に出る時は注意した方がいい。<LQEM>がかなり頻繁に現れるようになったからな
<LQVA>体倒したら教えてくれ
増えるとまずいし、その時点で数のチェックをしておくよ",Be careful when going outside. <LQEM> has started to appear quite frequently. Let me know if you defeat <LQVA> of them. It’s crucial to keep track of their numbers as they increase.,ui\00_message\quest_info\q40000267_00.gmd,\quest\q40000267.arc,q40000267.arc,1
1,q40000268_00_268,"リングディール、<LQEM>が<LQVA>体出たぞ
あいつが襲ってきたら、この庵じゃひとたまりもないだろう
ここに近寄られる前に手を打てないか？","Ring Deal, <LQEM> has appeared <LQVA> times. If they attack, this shelter won’t stand a chance. Can we take action before they get too close?",ui\00_message\quest_info\q40000268_00.gmd,\quest\q40000268.arc,q40000268.arc,1
1,q40000269_00_269,"やあ、君。もし腕に覚えがあるなら、この辺りに現れる<LQEM>と対峙してみるといい
君の腕がはたしてどれほどのものなのか、その戦いで解ることもあるだろう","Hey, if you’re confident in your skills, try facing the <LQEM> that appear around here. Your abilities will be tested, and you’ll get to see just how skilled you are.",ui\00_message\quest_info\q40000269_00.gmd,\quest\q40000269.arc,q40000269.arc,1
1,q40000270_00_270,"少し困ったことがあるんだ。ディナンにいる<LQEM>、彼らの動きがこのところ騒がしい
この庵が襲われる前に対抗策をうつ方がよさそうだね
<LQVA>体も退治すれば十分じゃないかな",I’ve encountered a problem. The <LQEM> in Dinan have been very active lately. It’s best to take countermeasures before this shelter is attacked. Eliminating <LQVA> should be sufficient.,ui\00_message\quest_info\q40000270_00.gmd,\quest\q40000270.arc,q40000270.arc,1
1,q40000271_00_271,"<LQIM>の手持ちが少ないわ、そろそろ足しておいたほうがいいかも
そうね、<LQVA>つあれば十分でしょう","I'm running low on <LQIM>, it might be time to stock up. <LQVA> should be enough for now.",ui\00_message\quest_info\q40000271_00.gmd,\quest\q40000271.arc,q40000271.arc,1
1,q40000272_00_272,"森で<LQIM>があったら、手に入れておいてくれない？
<LQVA>つ見つけたら備品箱に入れておいて
急がないわ。魔道弓の手入れに使いたいのよ","If you come across <LQIM> in the forest, could you pick it up? If you find <LQVA>, please store them in the equipment box. It’s not urgent. I’d like to use them for maintaining the magical bow.",ui\00_message\quest_info\q40000272_00.gmd,\quest\q40000272.arc,q40000272.arc,1
1,q40000273_00_273,"そうそう<LQIM>を確保しなくちゃ
数は<LQVA>つ。今はそれ以上あっても仕方ないし
あなたがいかないなら私が行っておくわ
どうせあなたも使うでしょ？　行ってくれたら助かるけど","Yes, I need to secure <LQIM>. The quantity is <LQVA>. Anything more would be excessive. If you can’t go, I’ll go myself. It would be helpful if you could get it, though.",ui\00_message\quest_info\q40000273_00.gmd,\quest\q40000273.arc,q40000273.arc,1
1,q40000274_00_274,"<LQIM>なんだけど、見つけたら絶対手に入れておいてほしいの
あなたは森に詳しいからある場所知ってるでしょ
数は<LQVA>つね。忘れないで","About <LQIM>, if you find it, please make sure to get it. You know where to find it in the forest, right? We need <LQVA> units. Don’t forget.",ui\00_message\quest_info\q40000274_00.gmd,\quest\q40000274.arc,q40000274.arc,1
1,q40000275_00_275,"当面問題ないとは思うけど、念には念をだよ
<LQIM>をあと<LQVA>つだけ追加しておこう
多すぎてもいたずらに古くなる
外に出るついでに、頼むよ","I don’t think there are any immediate issues, but it’s best to be cautious. Let’s add <LQVA> more of <LQIM>. Too much will just age uselessly. Please do this while you’re out.",ui\00_message\quest_info\q40000275_00.gmd,\quest\q40000275.arc,q40000275.arc,1
1,q40000276_00_276,"エルフ族が使っていた薬の再現を試みている
その調合に<LQIM>が必要らしい。外にでる時に<LQVA>個採ってきてくれ
うまくいけば怪我をした時重宝するはずだ","I'm attempting to recreate a potion used by the Elves. For this concoction, <LQIM> is needed. Please collect <LQVA> when you go out. It will be valuable for treating injuries if successful.",ui\00_message\quest_info\q40000276_00.gmd,\quest\q40000276.arc,q40000276.arc,1
1,q40000277_00_277,"エルフ族が使っていた武具の再現を試みている
その素材に<LQIM>が必要らしい
外にでる時に<LQVA>個採ってきてくれ
お前にとっても興味ある分野だろ？","I'm trying to replicate the Elven armor. For the materials, <LQIM> is required. Please bring back <LQVA> when you go out. It’s an area of interest for you as well, isn’t it?",ui\00_message\quest_info\q40000277_00.gmd,\quest\q40000277.arc,q40000277.arc,1
1,q40000278_00_278,"エルフ族が使っていた道具の再現を試みている
その材料に<LQIM>が必要らしい
外にでる時に<LQVA>個採ってきてくれ
成功すれば、ぼく達の生活も多少便利になるかもしれないし","I'm working on replicating Elven tools. For this, <LQIM> is needed. Please gather <LQVA> when you go out. If successful, it might make our lives a bit more convenient.",ui\00_message\quest_info\q40000278_00.gmd,\quest\q40000278.arc,q40000278.arc,1
1,q40000279_00_279,"エルフ達の森、ディナン深層林――
ここにしかない貴重な素材は、その効果すら知られていないものが多いわ
文献にある<LQIM>という品があれば<LQVA>個あたくしに送ってくださらない？","In the deep forest of Dinan, valuable materials that are unknown in their effects are found. If you have <LQIM>, could you send <LQVA> to me?",ui\00_message\quest_info\q40000279_00.gmd,\quest\q40000279.arc,q40000279.arc,1
1,q40000280_00_280,"“重要度の高いアイテム入手について”
この森で採れる<LQIM>を、できるだけ多く――<LQVA>個確保しておいてくれないかな
うまくいけば、エルフの使っていた日用品の再現に成功するかもしれないんだ。他のより優先でぜひ、頼むよ！","‘Acquisition of High Importance Items’ Please secure as many <LQIM> from this forest as possible—<LQVA> units. If successful, we might recreate the everyday items used by the Elves. Please prioritize this request!",ui\00_message\quest_info\q40000280_00.gmd,\quest\q40000280.arc,q40000280.arc,1
1,q40000281_00_282,"<LQEM>は憂いである
<LQVA>、排すれば幾ばくか穏やかに
もし何者か報せを見し者あれば、そう覚え応ずるを望む","<LQEM> is a concern. Eliminating <LQVA> might bring some calm. If anyone sees this notice, please respond accordingly.",ui\00_message\quest_info\q40000281_00.gmd,\quest\q40000281.arc,q40000281.arc,1
1,q40000282_00_283,"<LQEM>は忌避すべきである
<LQVA>、排すれば、外を歩くこともできようが――
もし何者か報せを見し者あれば、そう覚え応ずるを望む","<LQEM> should be avoided. If <LQVA> are eliminated, you might be able to walk outside—but be cautious. If anyone sees this notice, please respond accordingly.",ui\00_message\quest_info\q40000282_00.gmd,\quest\q40000282.arc,q40000282.arc,1
1,q40000283_00_284,"<LQEM>には決して近寄るべからず
<LQVA>、倒したなれば、それはもはや英雄の行いである
成ったならば、我祝福を送らん","Never approach <LQEM>. If <LQVA> are defeated, it would be a heroic deed. If you achieve this, I will send my blessings.",ui\00_message\quest_info\q40000283_00.gmd,\quest\q40000283.arc,q40000283.arc,1
1,q40000284_00_285,"ぬううん、強き敵を求め果ての地へと来たが、思いのほか<LQEM>のような格下が煩わしい！
大剣の錆びが増えるばかりではないか！
禁域の来訪者よ、<LQVA>体退治し歩きやすくするのだ","Ugh, I came to this far land seeking strong foes, but it’s bothersome to deal with lower-level enemies like <LQEM>! My great sword is only getting more rusty! Visitors to the forbidden zone, defeat <LQVA> to make it easier to traverse.",ui\00_message\quest_info\q40000284_00.gmd,\quest\q40000284.arc,q40000284.arc,1
1,q40000285_00_286,"ザンドラ禁域――オーク共よりさらに強力な魔物がごろごろといると聞く。駆けつけられないのが残念だ
そこで、中でも脅威と聞く<LQEM>がどれほどのものか、<LQVA>体と戦い検分してほしいのだ
当然、特別手当も出す。やってくれるな？","I heard there are even stronger monsters than the orcs in the Zandor Forbidden Zone. It’s unfortunate I can’t rush there. I want you to fight and assess <LQEM>, which is said to be particularly threatening. Of course, a special allowance will be given. Will you do it?",ui\00_message\quest_info\q40000285_00.gmd,\quest\q40000285.arc,q40000285.arc,1
0,q40000286_00_281,禁域生物の調査依頼,Request for investigating forbidden zone creatures,ui\00_message\quest_info\q40000286_00.gmd,\quest\q40000286.arc,q40000286.arc,0
1,q40000286_00_281,"ザンドラ禁域には今や文献でしか伝えられていない様々な魔物が存在するという
中でも<LQEM>について調査をしたくてね。<LQVA>体ほどと戦い、どういった反応、行動、習性があったか教えて欲しいのだ","In the Zandor Forbidden Zone, there are various monsters now known only from literature. I want to investigate <LQEM>. Fight <LQVA> and report their reactions, behaviors, and habits.",ui\00_message\quest_info\q40000286_00.gmd,\quest\q40000286.arc,q40000286.arc,1
1,q40000287_00_290,"やあ、君。もし腕に覚えがあるなら、この辺りに現れるという<LQEM>と対峙してみるといい
君がどれほどの腕なのか、その戦いで解るだろう
<LQVA>体見事倒せたならば、報酬を送ろうではないか","Hey, if you’re confident in your skills, try facing the <LQEM> that appear around here. If you manage to defeat <LQVA>, I’ll send a reward.",ui\00_message\quest_info\q40000287_00.gmd,\quest\q40000287.arc,q40000287.arc,1
0,q40000288_00_289,禁域探訪者への連絡：敵遭遇に関して,Notice to Forbidden Zone Explorers: Regarding Enemy Encounters,ui\00_message\quest_info\q40000288_00.gmd,\quest\q40000288.arc,q40000288.arc,0
1,q40000288_00_289,"ザンドラ禁域を訪れる者へ
<LQEM>なる敵性存在と遭遇した場合は<LQVA>体討伐の上、神殿まで報告ください
可能な限り対応のほどよろしくお願いします","To those visiting the Zandor Forbidden Zone, if you encounter the enemy entity <LQEM>, please defeat <LQVA> and report to the temple. Please respond as much as possible.",ui\00_message\quest_info\q40000288_00.gmd,\quest\q40000288.arc,q40000288.arc,1
0,q40000289_00_288,禁域探訪者への指示：敵遭遇に関して,Instructions to Forbidden Zone Explorers: Regarding Enemy Encounters,ui\00_message\quest_info\q40000289_00.gmd,\quest\q40000289.arc,q40000289.arc,0
1,q40000289_00_288,"ザンドラ禁域を訪れる者へ
<LQEM>なる敵性存在と遭遇した場合は<LQVA>体討伐の上、神殿まで報告ください
ただし危険が予想されるため、身の安全を優先し対応してください","To those visiting the Zandor Forbidden Zone, if you encounter the enemy entity <LQEM>, please defeat <LQVA> and report to the temple. However, prioritize your safety and respond accordingly.",ui\00_message\quest_info\q40000289_00.gmd,\quest\q40000289.arc,q40000289.arc,1
1,q40000290_00_287,"ザンドラ禁域を訪れる者へ
<LQEM>なる敵性存在と遭遇した場合は<LQVA>体討伐の上、神殿まで報告を――
これは、封じておくべきものを禁域より出さぬための必要策。何卒――","To those visiting the Zandor Forbidden Zone, if you encounter the enemy entity <LQEM>, defeat <LQVA> and report to the temple. This is a necessary measure to prevent anything from the forbidden zone from being released. Please comply.",ui\00_message\quest_info\q40000290_00.gmd,\quest\q40000290.arc,q40000290.arc,1
1,q40000291_00_291,"<LQIM>は有用である
<LQVA>つばかり手元においておくのがよい
もし何者か報せを見し者あれば、そう覚え応ずるを望む","<LQIM> is useful. It’s best to keep around <LQVA> units. If anyone sees this notice, please respond accordingly.",ui\00_message\quest_info\q40000291_00.gmd,\quest\q40000291.arc,q40000291.arc,1
1,q40000292_00_292,"<LQIM>は大変興味深い
<LQVA>つあれば、よりつぶさに比較もできよう
もし何者か報せを見し者あれば、そう覚え応ずるを望む","<LQIM> is very interesting. With <LQVA> units, you could compare it more thoroughly. If anyone sees this notice, please respond accordingly.",ui\00_message\quest_info\q40000292_00.gmd,\quest\q40000292.arc,q40000292.arc,1
0,q40000293_00_293,大いに調べ究明すべき物,A highly investigated subject,ui\00_message\quest_info\q40000293_00.gmd,\quest\q40000293.arc,q40000293.arc,0
1,q40000293_00_293,"<LQIM>は大いに関心を寄せる所である
<LQVA>つ持てるのであれば、こころゆくまで様々な角度からの検証ができよう
もし何者か報せを見し者あれば、そう覚え応ずるを望む","<LQIM> is of great interest. If you have <LQVA> units, you can verify it from various angles. If anyone sees this notice, please respond accordingly.",ui\00_message\quest_info\q40000293_00.gmd,\quest\q40000293.arc,q40000293.arc,1
