2,q60200004_00_3139,<STG 202>に向かい<NPC 1026>から詳細を確認する,"Head to <STG 202> and confirm details
from <NPC 1026>",ui\00_message\quest_info\q60200004_00.gmd,\quest\q60200004.arc,q60200004.arc,2,Renton
7,q60200026_00_2773,(ﾊ|ハ|は)(ｯ|ッ|っ)(ﾋﾟ|ピ|ぴ)(ｰ|ー).*(ﾊﾞ|バ|ば)(ﾚ|レ|れ)(ﾝ|ン|ん)(ﾀ|タ|た)(ｲ|イ|い)(ﾝ|ン|ん).*(ﾘ|リ|り)(ｽﾞ|ズ|ず),(H|h)(a)(p)(p)(y).*(V|v)(a)(l)(e)(n)(t)(i)(n)(e)(s).*(L|l)(i)(s)(e),ui\00_message\quest_info\q60200026_00.gmd,\quest\q60200026.arc,q60200026.arc,7,Gurdolin
8,q60200026_00_2774,(ﾊ|ハ|は)(ｯ|ッ|っ)(ﾋﾟ|ピ|ぴ)(ｰ|ー).*(ﾊﾞ|バ|ば)(ﾚ|レ|れ)(ﾝ|ン|ん)(ﾀ|タ|た)(ｲ|イ|い)(ﾝ|ン|ん).*(ｼ|シ|し)(ｪ|ェ|ぇ)(ﾘ|リ|り)(ｰ|ー),(H|h)(a)(p)(p)(y).*(V|v)(a)(l)(e)(n)(t)(i)(n)(e)(s).*(S|s)(h)(e)(l)(l)(y),ui\00_message\quest_info\q60200026_00.gmd,\quest\q60200026.arc,q60200026.arc,8,Gurdolin
9,q60200026_00_2775,(ﾊ|ハ|は)(ｯ|ッ|っ)(ﾋﾟ|ピ|ぴ)(ｰ|ー).*(ﾊﾞ|バ|ば)(ﾚ|レ|れ)(ﾝ|ン|ん)(ﾀ|タ|た)(ｲ|イ|い)(ﾝ|ン|ん).*(ｱ|ア|あ)(ﾝ|ン|ん)(ｼﾞ|ジ|じ)(ｪ|ェ|ぇ)(ﾛ|ロ|ろ),(H|h)(a)(p)(p)(y).*(V|v)(a)(l)(e)(n)(t)(i)(n)(e)(s).*(A|a)(n)(g)(e)(l)(o),ui\00_message\quest_info\q60200026_00.gmd,\quest\q60200026.arc,q60200026.arc,9,Elliot
2,q60200026_00_2810,大口納品,Large Delivery,ui\00_message\quest_info\q60200026_00.gmd,\quest\q60200026.arc,q60200026.arc,2,Angelo
0,q60200028_00_220,心を込めたお返しを,Heartfelt Gift Return,ui\00_message\quest_info\q60200028_00.gmd,\quest\q60200028.arc,q60200028.arc,0,Angelo
1,q60200028_00_220,アンジェロから新たなお祭りの話を聞く,Listen about the new festival from Angelo,ui\00_message\quest_info\q60200028_00.gmd,\quest\q60200028.arc,q60200028.arc,1,Angelo
2,q60200028_00_2925,一番チョコレートをもらった人物から話を聞く,"Hear what the person who got the most chocolates
has to say",ui\00_message\quest_info\q60200028_00.gmd,\quest\q60200028.arc,q60200028.arc,2,Angelo
0,q60200029_00_221,ホワイトデーのお返し・リズとメイリーフ,White Day Gift Return: Lise and Mayleaf,ui\00_message\quest_info\q60200029_00.gmd,\quest\q60200029.arc,q60200029.arc,0,Lise
1,q60200029_00_221,リズとメイリーフからのお返しをもらう,Receive a gift in return from Lise and Mayleaf,ui\00_message\quest_info\q60200029_00.gmd,\quest\q60200029.arc,q60200029.arc,1,Lise
6,q60200029_00_2783,森(ﾉ|ノ|の)妖精(ﾏ|マ|ま)(ｶ|カ|か)(ﾛ|ロ|ろ)(ﾝ|ン|ん),(F|f)(o)(r)(e)(s)(t).*(F|f)(a)(i)(r)(y).*(M|m)(a)(c)(a)(r)(o)(o)(n)(s),ui\00_message\quest_info\q60200029_00.gmd,\quest\q60200029.arc,q60200029.arc,6,Mayleaf
2,q60200029_00_2926,メイリーフから詳細を聞く,Inquire details from Mayleaf,ui\00_message\quest_info\q60200029_00.gmd,\quest\q60200029.arc,q60200029.arc,2,Lise
3,q60200029_00_2927,リンウッドのミランダにsayで「森の妖精マカロン」と話かける,,ui\00_message\quest_info\q60200029_00.gmd,\quest\q60200029.arc,q60200029.arc,3,Mayleaf
4,q60200029_00_2928,ミランダと話をする,Speak to Miranda,ui\00_message\quest_info\q60200029_00.gmd,\quest\q60200029.arc,q60200029.arc,4,Mayleaf
5,q60200029_00_2929,酒場のいるリズに報告する,Report to Lise in the Tavern,ui\00_message\quest_info\q60200029_00.gmd,\quest\q60200029.arc,q60200029.arc,5,Mayleaf
0,q60200030_00_222,ホワイトデーのお返し・エリオットとガルドリン,White Day Gift Return: Elliot and Gurdolin,ui\00_message\quest_info\q60200030_00.gmd,\quest\q60200030.arc,q60200030.arc,0,Elliot
1,q60200030_00_222,ガルドリンとエリオットからのお返しをもらう,Receive a gift in return from Elliot and Gurdolin,ui\00_message\quest_info\q60200030_00.gmd,\quest\q60200030.arc,q60200030.arc,1,Elliot
2,q60200030_00_2930,ガルドリンから詳細を聞く,Inquire details from Gurdolin,ui\00_message\quest_info\q60200030_00.gmd,\quest\q60200030.arc,q60200030.arc,2,Elliot
3,q60200030_00_2931,ローテス付近で特別な花を見つけて記念撮影をする,"Find the special flowers near Rotes and take a
commemorative photo",ui\00_message\quest_info\q60200030_00.gmd,\quest\q60200030.arc,q60200030.arc,3,Elliot
4,q60200030_00_2932,酒場にいるエリオットに報告する,Report to Elliot in the Tavern,ui\00_message\quest_info\q60200030_00.gmd,\quest\q60200030.arc,q60200030.arc,4,Gurdolin
0,q60200031_00_223,ホワイトデーのお返し・クラウス,White Day Gift Return: Klaus,ui\00_message\quest_info\q60200031_00.gmd,\quest\q60200031.arc,q60200031.arc,0,Klaus
1,q60200031_00_223,クラウスからのお返しをもらう,Receive a gift in return from Klaus,ui\00_message\quest_info\q60200031_00.gmd,\quest\q60200031.arc,q60200031.arc,1,Klaus
2,q60200031_00_2933,クラウスの指定する場所にあるモノを確認しにいく,Check the location Klaus specified,ui\00_message\quest_info\q60200031_00.gmd,\quest\q60200031.arc,q60200031.arc,2,Klaus
3,q60200031_00_2934,出現した魔物を殲滅する,Defeat the enemy encountered,ui\00_message\quest_info\q60200031_00.gmd,\quest\q60200031.arc,q60200031.arc,3,Klaus
4,q60200031_00_2935,酒場にいるクラウスに詰め寄る,Approach Klaus in the Tavern,ui\00_message\quest_info\q60200031_00.gmd,\quest\q60200031.arc,q60200031.arc,4,Klaus
5,q60200031_00_2936,アンジェロと話をする,Speak to Angelo,ui\00_message\quest_info\q60200031_00.gmd,\quest\q60200031.arc,q60200031.arc,5,Klaus
0,q60200032_00_224,ホワイトデーセット用,For White Day Set,ui\00_message\quest_info\q60200032_00.gmd,\quest\q60200032.arc,q60200032.arc,0,
1,q60200032_00_224,,,ui\00_message\quest_info\q60200032_00.gmd,\quest\q60200032.arc,q60200032.arc,1,
0,q60200033_00_256,サマー！ビーチフェスティバル＜１＞,Summer! Beach Festival (1),ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,0,Ray
1,q60200033_00_256,水着を着てバカンスに出かけよう,Let's go for a vacation wearing swimwear,ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,1,Ray
2,q60200033_00_3251,水着を装備する,Equip swimwear,ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,2,Ray
3,q60200033_00_3252,レイに報告する,Report to Ray,ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,3,Ray
4,q60200033_00_3253,期間限定ビーチのブリア海岸に向かう,Head to the limited-time beach on Breya Coast,ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,4,Ray
6,q60200033_00_3254,水着姿でレイとサマンサと記念撮影をする,"Take a commemorative photo with Ray and Samantha
in swimwear",ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,6,Ray
7,q60200033_00_3255,レイと話をする,Speak to Ray,ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,7,Ray
5,q60200033_00_3310,レイと話をする,Speak to Ray,ui\00_message\quest_info\q60200033_00.gmd,\quest\q60200033.arc,q60200033.arc,5,Ray
0,q60200034_00_257,サマー！ビーチフェスティバル＜２＞,Summer! Beach Festival (2),ui\00_message\quest_info\q60200034_00.gmd,\quest\q60200034.arc,q60200034.arc,0,Samantha
1,q60200034_00_257,黄金の水着を手に入れよう,Let's get a golden swimsuit,ui\00_message\quest_info\q60200034_00.gmd,\quest\q60200034.arc,q60200034.arc,1,Samantha
2,q60200034_00_3256,黄金のヤシの繊維を手に入れる,Obtain Golden Palm Fiber,ui\00_message\quest_info\q60200034_00.gmd,\quest\q60200034.arc,q60200034.arc,2,Samantha
3,q60200034_00_3257,サマンサに報告する,Report to Samantha,ui\00_message\quest_info\q60200034_00.gmd,\quest\q60200034.arc,q60200034.arc,3,Samantha
4,q60200034_00_3258,商店区にいるグレゴリーから詳細を聞く,"Inquire details from Gregory in the Shopping
District",ui\00_message\quest_info\q60200034_00.gmd,\quest\q60200034.arc,q60200034.arc,4,Samantha
5,q60200034_00_3259,サマンサに報告する,Report to Samantha,ui\00_message\quest_info\q60200034_00.gmd,\quest\q60200034.arc,q60200034.arc,5,Samantha
0,q60200050_00_172,霊槍の証　スピリットランサー戦術試練,Spirit Lancer Tactics Trial: A Spirit Lance,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,0,Renton
1,q60200050_00_172,"スピリットランサーの基本戦術を学ぶため
修練の祠にて試練に挑む","In order to learn the basic tactics of Spirit
Lancer,
challenge the trial of the Training Chapel",ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,1,Renton
2,q60200050_00_2426,修練の祠内のウィルソンと話す,Speak with Wilson in the Training Chapel,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,2,Renton
3,q60200050_00_2427,スラストで敵を攻撃せよ,Attack an enemy with Thrust,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,3,Renton
4,q60200050_00_2428,エイドを発動せよ,Activate Aid,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,4,Renton
5,q60200050_00_2429,スカー・ムーヴで敵の攻撃を回避せよ,Avoid an enemy attack with Scáth Move,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,5,Renton
6,q60200050_00_2430,スピリットゲージをためてブースト発動せよ,Activate boost with Spirit Gauge,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,6,Renton
7,q60200050_00_2432,最奥の敵にしがみつきイラー・スラストで攻撃せよ,"Cling to the enemy in the inner sanctum and
attack using Iolar Thrust",ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,7,Wilson
8,q60200050_00_2433,エイドでシークレットコアを発見せよ,Reveal the Secret Core with Aid,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,8,Wilson
9,q60200050_00_2434,サイクロプスを倒せ,Defeat the Cyclops,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,9,Wilson
10,q60200050_00_2435,最奥にある＜霊槍の証＞を入手する,Collect the proof of completing the trial,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,10,Wilson
11,q60200050_00_2436,白竜神殿のレンテンに経緯を報告する,Report back to Renton in the White Dragon Temple,ui\00_message\quest_info\q60200050_00.gmd,\quest\q60200050.arc,q60200050.arc,11,Wilson
0,q60200051_00_187,求道の師を訪ねて　スピリットランサー,Seeking the Master: Spirit Lancer,ui\00_message\quest_info\q60200051_00.gmd,\quest\q60200051.arc,q60200051.arc,0,Razanailt
1,q60200051_00_187,"ジョブマスター・アデルドナハに
スピリットランサー求道試練の許可をもらいに行く","Visit Job Master Adair Donnchadh to request 
approval for the Spirit Lancer's trial",ui\00_message\quest_info\q60200051_00.gmd,\quest\q60200051.arc,q60200051.arc,1,Razanailt
2,q60200051_00_2437,<STG 911>の<NPC 4510>を訪ねる,Visit <NPC 4510> in <STG 911>,ui\00_message\quest_info\q60200051_00.gmd,\quest\q60200051.arc,q60200051.arc,2,Razanailt
0,q60200100_00_89,戦技の継承　ファイター求道試練１,Skill Augmentation: Fighter Trial I,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,0,Vanessa
1,q60200100_00_89,"ファイターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Fighter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,1,Vanessa
2,q60200100_00_1818,＜ハイデル地下霊廟＞に向かう,"Head to ""Hidell Catacombs""",ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,2,Vanessa
3,q60200100_00_1819,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,3,Vanessa
8,q60200100_00_1820,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,8,Vanessa
9,q60200100_00_1821,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,9,Vanessa
4,q60200100_00_1998,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,4,Vanessa
5,q60200100_00_1999,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,5,Vanessa
6,q60200100_00_2000,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,6,Vanessa
7,q60200100_00_2001,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200100_00.gmd,\quest\q60200100.arc,q60200100.arc,7,Vanessa
0,q60200101_00_90,戦技の継承　ファイター求道試練2,Skill Augmentation: Fighter Trial II,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,0,Vanessa
1,q60200101_00_90,"ファイターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Fighter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,1,Vanessa
2,q60200101_00_1822,＜怨嗟の祠＞に向かう,"Head to ""Shrine of Resentment""",ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,2,Vanessa
7,q60200101_00_1823,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,7,Vanessa
8,q60200101_00_1824,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,8,Vanessa
9,q60200101_00_1825,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,9,Vanessa
3,q60200101_00_2002,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,3,Vanessa
4,q60200101_00_2003,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,4,Vanessa
5,q60200101_00_2004,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,5,Vanessa
6,q60200101_00_2005,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200101_00.gmd,\quest\q60200101.arc,q60200101.arc,6,Vanessa
0,q60200102_00_150,戦技の継承　ファイター求道試練３,Skill Augmentation: Fighter Trial III,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,0,Vanessa
1,q60200102_00_150,"ファイターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Fighter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,1,Vanessa
9,q60200102_00_2170,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,9,Vanessa
2,q60200102_00_2171,＜<STG 577>＞に向かう,"Head to ""<STG 577>""",ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,2,Vanessa
3,q60200102_00_2172,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,3,Vanessa
4,q60200102_00_2173,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,4,Vanessa
5,q60200102_00_2174,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,5,Vanessa
6,q60200102_00_2175,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,6,Vanessa
7,q60200102_00_2176,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,7,Vanessa
8,q60200102_00_2177,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200102_00.gmd,\quest\q60200102.arc,q60200102.arc,8,Vanessa
0,q60200103_00_163,戦技の継承　ファイター求道試練４,Skill Augmentation: Fighter Trial IV,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,0,Vanessa
1,q60200103_00_163,"ファイターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Fighter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,1,Vanessa
9,q60200103_00_2266,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,9,Vanessa
2,q60200103_00_2267,＜<STG 821>＞に向かう,"Head to ""<STG 821>""",ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,2,Vanessa
3,q60200103_00_2268,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,3,Vanessa
4,q60200103_00_2269,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,4,Vanessa
5,q60200103_00_2270,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,5,Vanessa
6,q60200103_00_2271,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,6,Vanessa
7,q60200103_00_2272,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,7,Vanessa
8,q60200103_00_2273,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200103_00.gmd,\quest\q60200103.arc,q60200103.arc,8,Vanessa
0,q60200104_00_91,戦技の継承　プリースト求道試練１,Skill Augmentation: Priest Trial I,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,0,Camus
1,q60200104_00_91,"プリーストの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Priest tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,1,Camus
2,q60200104_00_1826,＜死者の小窟＞に向かう,"Head to ""Small Cave Tombs""",ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,2,Camus
7,q60200104_00_1827,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,7,Camus
8,q60200104_00_1828,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,8,Camus
9,q60200104_00_1829,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,9,Camus
3,q60200104_00_2006,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,3,Camus
4,q60200104_00_2007,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,4,Camus
5,q60200104_00_2008,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,5,Camus
6,q60200104_00_2009,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200104_00.gmd,\quest\q60200104.arc,q60200104.arc,6,Camus
0,q60200105_00_92,戦技の継承　プリースト求道試練2,Skill Augmentation: Priest Trial II,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,0,Camus
1,q60200105_00_92,"プリーストの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Priest tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,1,Camus
2,q60200105_00_1830,＜ハイデル地下霊廟　深部＞に向かう,"Head to ""Hidell Catacombs Depths""",ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,2,Camus
7,q60200105_00_1831,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,7,Camus
8,q60200105_00_1832,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,8,Camus
9,q60200105_00_1833,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,9,Camus
3,q60200105_00_2010,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,3,Camus
4,q60200105_00_2011,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,4,Camus
5,q60200105_00_2012,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,5,Camus
6,q60200105_00_2013,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200105_00.gmd,\quest\q60200105.arc,q60200105.arc,6,Camus
0,q60200106_00_151,戦技の継承　プリースト求道試練３,Skill Augmentation: Priest Trial III,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,0,Camus
1,q60200106_00_151,"プリーストの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Priest tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,1,Camus
9,q60200106_00_2178,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,9,Camus
2,q60200106_00_2179,＜<STG 809>＞に向かう,"Head to ""<STG 809>""",ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,2,Camus
3,q60200106_00_2180,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,3,Camus
4,q60200106_00_2181,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,4,Camus
5,q60200106_00_2182,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,5,Camus
6,q60200106_00_2183,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,6,Camus
7,q60200106_00_2184,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,7,Camus
8,q60200106_00_2185,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200106_00.gmd,\quest\q60200106.arc,q60200106.arc,8,Camus
0,q60200107_00_164,戦技の継承　プリースト求道試練４,Skill Augmentation: Priest Trial IV,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,0,Camus
1,q60200107_00_164,"プリーストの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Priest tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,1,Camus
9,q60200107_00_2274,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,9,Camus
2,q60200107_00_2275,＜<STG 822>＞に向かう,"Head to ""<STG 822>""",ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,2,Camus
3,q60200107_00_2276,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,3,Camus
4,q60200107_00_2277,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,4,Camus
5,q60200107_00_2278,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,5,Camus
6,q60200107_00_2279,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,6,Camus
7,q60200107_00_2280,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,7,Camus
8,q60200107_00_2281,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200107_00.gmd,\quest\q60200107.arc,q60200107.arc,8,Camus
0,q60200108_00_93,戦技の継承　ハンター求道試練１,Skill Augmentation: Hunter Trial I,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,0,Ivan
1,q60200108_00_93,"ハンターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Hunter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,1,Ivan
2,q60200108_00_1834,＜南壁のひび＞に向かう,"Head to ""Southern Wall Fissure""",ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,2,Ivan
7,q60200108_00_1835,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,7,Ivan
8,q60200108_00_1836,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,8,Ivan
9,q60200108_00_1837,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,9,Ivan
