0,,グリプスマント,Gryphus Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19663,,Item Name
0,,アルキュミア・マグナ,Alchymia Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19859,,Item Name
0,,アルキュミア・マグナ,Alchymia Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19860,,Item Name
0,,アルキュミア・マグナ,Alchymia Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19861,,Item Name
0,,アルキュミア・マグナ,Alchymia Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19862,,Item Name
0,,アルキュミア・マグナ,Alchymia Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19863,,Item Name
0,,アマデウスクローク,Amadeus Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19864,,Item Name
0,,アマデウスクローク,Amadeus Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19865,,Item Name
0,,アマデウスクローク,Amadeus Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19866,,Item Name
0,,アマデウスクローク,Amadeus Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19867,,Item Name
0,,アマデウスクローク,Amadeus Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19868,,Item Name
0,,聖騎士のマント,Paladin's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19869,,Item Name
0,,聖騎士のマント,Paladin's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19870,,Item Name
0,,聖騎士のマント,Paladin's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19871,,Item Name
0,,聖騎士のマント,Paladin's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19872,,Item Name
0,,聖騎士のマント,Paladin's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19873,,Item Name
0,,マントオブアルビオン,Mantle of Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19874,,Item Name
0,,マントオブアルビオン,Mantle of Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19875,,Item Name
0,,マントオブアルビオン,Mantle of Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19876,,Item Name
0,,マントオブアルビオン,Mantle of Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19877,,Item Name
0,,マントオブアルビオン,Mantle of Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19878,,Item Name
0,,ウィンドクローク,Wind Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19879,,Item Name
0,,ウィンドクローク,Wind Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19880,,Item Name
0,,ウィンドクローク,Wind Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19881,,Item Name
0,,ウィンドクローク,Wind Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19882,,Item Name
0,,ウィンドクローク,Wind Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19883,,Item Name
0,,デザートクローク,Desert Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19884,,Item Name
0,,デザートクローク,Desert Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19885,,Item Name
0,,デザートクローク,Desert Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19886,,Item Name
0,,デザートクローク,Desert Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19887,,Item Name
0,,デザートクローク,Desert Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19888,,Item Name
0,,誓いのクローク,Cloak of Vows,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19889,,Item Name
0,,誓いのクローク,Cloak of Vows,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19890,,Item Name
0,,誓いのクローク,Cloak of Vows,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19891,,Item Name
0,,誓いのクローク,Cloak of Vows,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19892,,Item Name
0,,誓いのクローク,Cloak of Vows,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19893,,Item Name
0,,アラガミクローク,Malevolent God's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19894,,Item Name
0,,アラガミクローク,Malevolent God's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19895,,Item Name
0,,アラガミクローク,Malevolent God's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19896,,Item Name
0,,アラガミクローク,Malevolent God's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19897,,Item Name
0,,アラガミクローク,Malevolent God's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19898,,Item Name
0,,イノセンスケープ,Innocence Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19899,,Item Name
0,,イノセンスケープ,Innocence Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19900,,Item Name
0,,イノセンスケープ,Innocence Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19901,,Item Name
0,,イノセンスケープ,Innocence Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19902,,Item Name
0,,イノセンスケープ,Innocence Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19903,,Item Name
0,,オフィサーマント,Officer's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19904,,Item Name
0,,オフィサーマント,Officer's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19905,,Item Name
0,,オフィサーマント,Officer's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19906,,Item Name
0,,オフィサーマント,Officer's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19907,,Item Name
0,,オフィサーマント,Officer's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19908,,Item Name
0,,ヘビースポウダー,Heavy Spaulders,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19909,,Item Name
0,,ヘビースポウダー,Heavy Spaulders,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19910,,Item Name
0,,ヘビースポウダー,Heavy Spaulders,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19911,,Item Name
0,,ヘビースポウダー,Heavy Spaulders,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19912,,Item Name
0,,ヘビースポウダー,Heavy Spaulders,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19913,,Item Name
0,,ベネフィットマント,Benefit Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19914,,Item Name
0,,人敵用ac260010_0_0,ac260010_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19915,,Item Name
0,,人敵用ac260002_0_0,ac260002_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19916,,Item Name
0,,人敵用ac260008_0_0,ac260008_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19917,,Item Name
0,,人敵用ac260026_0_0,ac260026_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19918,,Item Name
0,,人敵用ac260045_0_0,ac260045_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19919,,Item Name
0,,人敵用ac260062_0_0,ac260062_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19920,,Item Name
0,,人敵用ac260060_0_0,ac260060_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19921,,Item Name
0,,人敵用ac260061_0_0,ac260061_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19922,,Item Name
0,,NPC用_ac260000,For NPC_ac260000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19923,,Item Name
0,,新人覚者のバトルケープ,Rookie Arisen's Battle Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19924,,Item Name
0,,新人覚者のバトルケープ,Rookie Arisen's Battle Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19925,,Item Name
0,,新人覚者のバトルケープ,Rookie Arisen's Battle Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19926,,Item Name
0,,新人覚者のバトルケープ,Rookie Arisen's Battle Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19927,,Item Name
0,,新人覚者のバトルケープ,Rookie Arisen's Battle Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19928,,Item Name
0,,新人覚者のハイマフラー,Rookie Arisen's High Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19929,,Item Name
0,,新人覚者のハイマフラー,Rookie Arisen's High Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19930,,Item Name
0,,新人覚者のハイマフラー,Rookie Arisen's High Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19931,,Item Name
0,,新人覚者のハイマフラー,Rookie Arisen's High Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19932,,Item Name
0,,新人覚者のハイマフラー,Rookie Arisen's High Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19933,,Item Name
0,,新人覚者のレザーマント,Rookie Arisen's Leather Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19934,,Item Name
0,,新人覚者のレザーマント,Rookie Arisen's Leather Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19935,,Item Name
0,,新人覚者のレザーマント,Rookie Arisen's Leather Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19936,,Item Name
0,,新人覚者のレザーマント,Rookie Arisen's Leather Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19937,,Item Name
0,,新人覚者のレザーマント,Rookie Arisen's Leather Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19938,,Item Name
0,,新人覚者のライトクローク,Rookie Arisen's Light Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19939,,Item Name
0,,新人覚者のライトクローク,Rookie Arisen's Light Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19940,,Item Name
0,,新人覚者のライトクローク,Rookie Arisen's Light Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19941,,Item Name
0,,新人覚者のライトクローク,Rookie Arisen's Light Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19942,,Item Name
0,,新人覚者のライトクローク,Rookie Arisen's Light Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19943,,Item Name
0,,新人覚者のタイトクロス,Rookie Arisen's Tight Cloth,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19944,,Item Name
0,,新人覚者のタイトクロス,Rookie Arisen's Tight Cloth,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19945,,Item Name
0,,新人覚者のタイトクロス,Rookie Arisen's Tight Cloth,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19946,,Item Name
0,,新人覚者のタイトクロス,Rookie Arisen's Tight Cloth,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19947,,Item Name
0,,新人覚者のタイトクロス,Rookie Arisen's Tight Cloth,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19948,,Item Name
0,,NPC用_ac260007,For NPC_ac260007,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19949,,Item Name
0,,人敵用ac260002_1_1,ac260002_1_1 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19950,,Item Name
0,,人敵用ac260010_1_1,ac260010_1_1 for human enemies,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19951,,Item Name
0,,フィネガンズマント,Finnegan's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19952,,Item Name
0,,フィネガンズマント,Finnegan's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19953,,Item Name
0,,フィネガンズマント,Finnegan's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19954,,Item Name
0,,フィネガンズマント,Finnegan's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19955,,Item Name
0,,フィネガンズマント,Finnegan's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19956,,Item Name
0,,無形のマント,Invisible Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19957,,Item Name
0,,ビクターズクローク,Victor's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19958,,Item Name
0,,ビクターズクローク,Victor's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19959,,Item Name
0,,ビクターズクローク,Victor's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19960,,Item Name
0,,ビクターズクローク,Victor's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19961,,Item Name
0,,ビクターズクローク,Victor's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19962,,Item Name
0,,エクスペクトクローク,Expecto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19963,,Item Name
0,,エクスペクトクローク,Expecto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19964,,Item Name
0,,エクスペクトクローク,Expecto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19965,,Item Name
0,,エクスペクトクローク,Expecto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19966,,Item Name
0,,エクスペクトクローク,Expecto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19967,,Item Name
0,,ホーリーエンブレイス,Holy Embrace,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19968,,Item Name
0,,ホーリーエンブレイス,Holy Embrace,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19969,,Item Name
0,,ホーリーエンブレイス,Holy Embrace,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19970,,Item Name
0,,ホーリーエンブレイス,Holy Embrace,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19971,,Item Name
0,,ホーリーエンブレイス,Holy Embrace,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19972,,Item Name
0,,ベネディクションマント,Benediction Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19973,,Item Name
0,,ベネディクションマント,Benediction Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19974,,Item Name
0,,ベネディクションマント,Benediction Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19975,,Item Name
0,,ベネディクションマント,Benediction Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19976,,Item Name
0,,ベネディクションマント,Benediction Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19977,,Item Name
0,,獣王のケープ,Beast Lord's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19978,,Item Name
0,,獣王のケープ,Beast Lord's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19979,,Item Name
0,,獣王のケープ,Beast Lord's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19980,,Item Name
0,,獣王のケープ,Beast Lord's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19981,,Item Name
0,,獣王のケープ,Beast Lord's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19982,,Item Name
0,,サンクトクローク,Sancto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19983,,Item Name
0,,サンクトクローク,Sancto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19984,,Item Name
0,,サンクトクローク,Sancto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19985,,Item Name
0,,サンクトクローク,Sancto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19986,,Item Name
0,,サンクトクローク,Sancto Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19987,,Item Name
0,,インペリアルケープ,Imperial Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19988,,Item Name
0,,インペリアルケープ,Imperial Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19989,,Item Name
0,,インペリアルケープ,Imperial Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19990,,Item Name
0,,インペリアルケープ,Imperial Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19991,,Item Name
0,,インペリアルケープ,Imperial Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19992,,Item Name
0,,幻獣のマント,Cryptid Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19993,,Item Name
0,,幻獣のマント,Cryptid Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19994,,Item Name
0,,幻獣のマント,Cryptid Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19995,,Item Name
0,,幻獣のマント,Cryptid Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19996,,Item Name
0,,幻獣のマント,Cryptid Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19997,,Item Name
0,,制覇のマント,Mantle of Domination,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19998,,Item Name
0,,制覇のマント,Mantle of Domination,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19999,,Item Name
0,,制覇のマント,Mantle of Domination,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20000,,Item Name
0,,制覇のマント,Mantle of Domination,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20001,,Item Name
0,,制覇のマント,Mantle of Domination,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20002,,Item Name
0,,調査隊のトラベルクローク,Explorer's Travel Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20003,,Item Name
0,,調査隊のトラベルクローク,Explorer's Travel Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20004,,Item Name
0,,調査隊のトラベルクローク,Explorer's Travel Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20005,,Item Name
0,,調査隊のトラベルクローク,Explorer's Travel Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20006,,Item Name
0,,調査隊のトラベルクローク,Explorer's Travel Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20007,,Item Name
0,,調査隊のアルケミーマント,Explorer's Alchemy Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20008,,Item Name
0,,調査隊のアルケミーマント,Explorer's Alchemy Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20009,,Item Name
0,,調査隊のアルケミーマント,Explorer's Alchemy Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20010,,Item Name
0,,調査隊のアルケミーマント,Explorer's Alchemy Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20011,,Item Name
0,,調査隊のアルケミーマント,Explorer's Alchemy Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20012,,Item Name
0,,調査隊のグリプスマント,Explorer's Gryphus Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20013,,Item Name
0,,調査隊のグリプスマント,Explorer's Gryphus Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20014,,Item Name
0,,調査隊のグリプスマント,Explorer's Gryphus Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20015,,Item Name
0,,調査隊のグリプスマント,Explorer's Gryphus Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20016,,Item Name
0,,調査隊のグリプスマント,Explorer's Gryphus Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20017,,Item Name
0,,調査隊のフェザークローク,Explorer's Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20018,,Item Name
0,,調査隊のフェザークローク,Explorer's Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20019,,Item Name
0,,調査隊のフェザークローク,Explorer's Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20020,,Item Name
0,,調査隊のフェザークローク,Explorer's Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20021,,Item Name
0,,調査隊のフェザークローク,Explorer's Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20022,,Item Name
0,,調査隊のナイトケープ,Explorer's Night Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20023,,Item Name
0,,調査隊のナイトケープ,Explorer's Night Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20024,,Item Name
0,,調査隊のナイトケープ,Explorer's Night Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20025,,Item Name
0,,調査隊のナイトケープ,Explorer's Night Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20026,,Item Name
0,,調査隊のナイトケープ,Explorer's Night Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20027,,Item Name
0,,勝者のマント【Ⅰ】,Victor's Mantle (I),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20028,,Item Name
0,,勝者のマント【Ⅱ】,Victor's Mantle (II),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20029,,Item Name
0,,勝者のマント【Ⅲ】,Victor's Mantle (III),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20030,,Item Name
0,,真紅のクローク,Crimson Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20031,,Item Name
0,,真紅のクローク,Crimson Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20032,,Item Name
0,,真紅のクローク,Crimson Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20033,,Item Name
0,,真紅のクローク,Crimson Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20034,,Item Name
0,,真紅のクローク,Crimson Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20035,,Item Name
0,,大鷲のマント,Sea Eagle's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20036,,Item Name
0,,大鷲のマント,Sea Eagle's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20037,,Item Name
0,,大鷲のマント,Sea Eagle's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20038,,Item Name
0,,大鷲のマント,Sea Eagle's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20039,,Item Name
0,,大鷲のマント,Sea Eagle's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20040,,Item Name
0,,覇道のマント,Mantle of Military Rule,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20041,,Item Name
0,,覇道のマント,Mantle of Military Rule,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20042,,Item Name
0,,覇道のマント,Mantle of Military Rule,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20043,,Item Name
0,,覇道のマント,Mantle of Military Rule,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20044,,Item Name
0,,覇道のマント,Mantle of Military Rule,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20045,,Item Name
