0,,"覚者さんじゃないですか！
城内の散策ですか？","You are an Arisen, aren't you?
Enjoying a stroll around the castle?",ui\00_message\npc\base\n3119.gmd,\npc\n3119.arc,n3119.arc,0,Tanel
0,,"王宮近衛隊の隊士として
選ばれた日のことは忘れません
――今後剣を持って戦える日は来ないでしょう","As a member of the Royal Guard, I won't forget
the day I was chosen.
—But, it seems the day to wield a sword and fight
won't come again.",ui\00_message\npc\base\n3202.gmd,\npc\n3202.arc,n3202.arc,3,Umit
0,,"体調が悪けりゃ隣のおばちゃんな
で、戦技についての相談なら俺だ","If you're not feeling well, you can talk to the
lady next door.
And if you need advice on combat techniques, I'm
your guy.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,0,Axel
0,,"おっと、勘違いするなよ
一応俺も癒しの術は使えるんだ
これでもプリーストの端くれだからな","Oops, I should clarify.
I can also use healing magic, you know.
After all, I'm still a priest, in a way.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,1,Axel
0,,"だけど、メガドまで帰ってきたんなら
ごちゃごちゃやるより
一眠りすりゃいいんだよ、何かと","But if you've made it back to Megado, instead of
messing around, just take a nap or something.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,2,Axel
0,,"危険な任務に同行させられることが多くてさ
こうやってメガド守ってればいいってなると
逆にどうしていいかわからなくなるんだよなぁ","I end up being sent off on dangerous missions a
lot.
When it comes to simply guarding Megado like
this, I start to feel lost, not knowing what to do
instead.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,3,Axel
0,,"――ってわけで
とりあえず戦技の相談に乗ってるんだ
まぁこれはこれで楽しいけど","—For now, I'm just helping with tactics
discussions.
Well, it's fun in its own way though.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,4,Axel
0,,"まさかとは思うけど
同じアビリティを
いつでもどこでも付けっぱなし――
なんてしてないよな？","I don't think so, but you're not constantly
keeping the same Augment on at all times, right?",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,5,Axel
0,,"状況に合わせて付け替える！　これが鉄則！
じゃないと前線で生き残れないぞ","Change it according to the situation! This is the
ironclad rule!
Otherwise, you won't survive on the front line.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,6,Axel
0,,"大変なことになっちまったよな
空が歪むなんて――","It's become rather dire, hasn't it?
The sky distorting like this...",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,7,Axel
0,,"俺もまた戦闘部隊に配属されるのかな
ここの手伝いも慣れてきたところなんだけど","I guess I'll be assigned to a combat unit again.
I'm just getting used to helping out here.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,8,Axel
0,,"――ま、俺なんかが考えて
どうこうなるわけじゃない","—Well, it's not like thinking about it will
change anything.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,9,Axel
0,,"俺は従うよ
あんたとか、うちの隊長とか
王家の人とかにさ","I will obey, whether it's you, our captain, or
someone from the Royal Family.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,10,Axel
0,,"そこのおばちゃんが全然気にしてないっぽいから
なんか俺も気楽でいられるよ","That old lady over there doesn't seem to be
bothered at all.
Somehow, that puts me at ease.",ui\00_message\npc\base\n3250.gmd,\npc\n3250.arc,n3250.arc,11,Axel
0,,"覚者さま――
防具をお探しなら
いくつか見立てましょうか？","Dear Arisen,
If you are looking for armor, shall we consider a
few options?",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,0,Ginette
0,,"メガドが王家の元に戻ったとはいえ
まだ、一般市民の生活を
取り戻すとまではいきませんね","Although Megado has returned to the Royal Family,
we still have a long way to go before we can
restore the lives of our citizens.",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,1,Ginette
0,,"覚者さまも、居住層をぐるりと
散策されてはいかがでしょう
店も一通りは開いているようです","How about taking a stroll around the Residential
Level, Ser Arisen?
It seems that most of the shops are open as well.",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,2,Ginette
0,,"私の他にもロスギルから
派兵されている兵士がいるはずです
何人残っているのかはわかりませんが","There should be other soldiers deployed from
Rothgill besides me.
I don't know how many are left, though.",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,3,Ginette
0,,"あ、覚者さま――
やはり、空の渦のことで
アッカーシェランに――？","Ah, Master Arisen...
So, it's about the vortex in the sky.
To Acre Selund, then?",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,4,Ginette
0,,"わからないことがありすぎて――
信じるしか、ありませんよね","There are too many things that I don't
understand...
I have no choice but to believe, right?",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,5,Ginette
0,,"ロスギルからは、何の指示もありません
きっとこれまで通りメガドの再興に
協力せよとのことなのでしょう","We've received no instructions from Rothgill.
I suppose it means that we should continue to
support the revival of Megado as we have been
doing.",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,6,Ginette
0,,"空の渦、少しずつ広がっていると聞きます
いずれ全てを飲み込むつもりなのでしょうか","I hear that the vortex in the sky is slowly
spreading...
Will it soon engulf all that we know?",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,7,Ginette
0,,"――誰か詳しく説明してくれたら
いくぶんかは安心できると思うのですけど","If someone could tell me what's going on, I think
I'd be able to relax.",ui\00_message\npc\base\n3251.gmd,\npc\n3251.arc,n3251.arc,8,Ginette
0,,"やぁ、覚者さんじゃないですか
僕にできることあればお手伝いしますよ
例えば人を集めてくるとか――","Hey, are you not Arisen?
If there's anything I can do, I'll help you out.
For example, I'm good at getting people together!",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,0,Shem
0,,"ふふ、いいですよねメガド
お姉さんもお兄さんも可愛がってくれるし
何かと――便利だし","Hehe, Megado is really great, isn't it?
Everyone dotes on me and it's really convenient.",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,1,Shem
0,,"覚者さんと話してみたいって人
多いんですよ――知ってました？
メガドを取り戻せたのも覚者さんの
お陰って、皆知ってますから！","Did you know that there are many people who want
to talk to an Arisen?
It's because everyone knows that it's thanks to
Arisen like you that we were able to reclaim
Megado!",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,2,Shem
0,,"覚者さんも飲みます？
何か取ってきましょうか？","Something to drink, Arisen?
Shall I get you something?",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,3,Shem
0,,"すみません、あの空の渦見てると
イライラしてきちゃうんです
大変なのに、僕なんかじゃ何もできないから――","Sorry, but looking at that swirling vortex in the
sky just makes me feel frustrated.
It's so daunting, and I feel like I can't do
anything about it...",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,4,Shem
0,,"メガドはどうなっちゃうんでしょう
――いや、メガドというより
アッカーシェランはどうなっちゃうんでしょう","What will happen to Megado?
—No, nevermind Megado, what will happen to Acre
Selund?",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,5,Shem
0,,"はぁ、せっかくここまで来たのに
あの渦に全部吸い込まれて
何もかもなくなって――なんて
ごめんですよ！","Ah, even though we've come all this way, to be
sucked into that vortex and lose everything...
Ah, sorry!",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,6,Shem
0,,"変な魔物、増えてるらしいですね
知り合いのお兄さんたちも
討伐に駆り出されていきましたよ","I've heard that strange monsters are increasing
in number.
Even my friends' older brothers have been sent
out to defeat them.",ui\00_message\npc\base\n3252.gmd,\npc\n3252.arc,n3252.arc,7,Shem
0,,"やっ、こんにちは
何か売る？　それとも買う？","Oh, hello there!
Looking to trade?",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,0,Cemil
0,,"「あっ、アレが１個足りない！」なんて時に
わざわざ自力で調達しにいくなんて
ばからしいでしょ
買えばいいんだよ、買えば","When you find yourself saying, ""Oh, I'm missing
one of those!""
Why go to the trouble of procuring it yourself?
That's ridiculous, right?
Just buy it, that's all you have to do, just buy
it.",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,1,Cemil
0,,"あーうんうん、なるほど
ちょっと手持ちが足りないって顔してるね
そんなら売ろう、何か要らない物あるでしょ
それをバザーで売っちゃえばいいよ","Ah, I see. You're making a face like you're a bit
short on funds.
If that's the case, why not sell something?
I'm sure you have something you don't need.
You can just sell it at the Bazaar.",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,2,Cemil
0,,"倉庫の整理にもバザー活用！
半端に残ったものはサクッと売っちゃってさ
必要な時に買えばいいんだよ","Utilize the bazaar for organizing your storage!
Quickly sell off the leftover items, then just
buy what you need when necessary.",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,3,Cemil
0,,"なぁ、何か知ってたら教えてくれよ
怖い噂ばっか聞くんだよなぁ","Hey, if you know anything, let me know.
All I hear are these fearful rumors.",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,4,Cemil
0,,"大丈夫だよ、きっと大丈夫
あ、倉庫の整理とかしとく？
ほら、万が一の時に――
ってすべてが滅んだらそれも意味ないか――","It's okay, I'm sure everything will work out.
Ah, should I take care of organizing the storage?
You know, just in case something happens.
Although it wouldn't really matter if everything
is destroyed...",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,5,Cemil
0,,"空の渦が全部巻き込んで、中で
粉々に砕かれるんだって噂あるでしょ
あれ、本当だと思う？
俺は――まぁそんな感じだなって思うよ","Rumor has it that the vortex sucks things up and
crushes it to pieces.
Do you think it's true?
I... kind of believe it.",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,6,Cemil
0,,"怖い噂は色々聞こえてくるけど
それを利用してやろうって奴が出てこないのは
やっぱアレかね、ドリスたちのおかげなのかね","I hear all kinds of scary rumors, but I don't
hear anyone trying to take advantage of them.
I guess that's thanks to Doris and her friends.",ui\00_message\npc\base\n3253.gmd,\npc\n3253.arc,n3253.arc,7,Cemil
0,,"工房を使いたいんだって？
いいとも、ポーンの技術ってのを
間近で見るまたとない機会だからね
今日は何を作るんだ？","You want to use the workshop, huh?
Well, it's a rare opportunity to see the skills
of the Pawns up close.
What are we going to make today?",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,0,Evren
0,,"武具をきっちり準備して
技を磨き上げて戦場に出る！
やるべきことはそれだけ！","Prepare your equipment meticulously, hone your
skills to perfection, then step bravely onto the
battlefield!
That's all you need to do!",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,1,Evren
0,,"死ぬ気でやれば何とかなる！
ならない時は死ぬだけ！","If you give it your all, you can make it work!
If you don't, you'll just end up dead!",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,2,Evren
0,,"しかし、ポーンと人間の違いって何なんだ？
私なんかは相手が言葉を話すってだけで
人間として扱いたくなるんだけど","But what's the difference between Pawns and
humans, really?
For me, just their conversation makes me inclined
to see them as humans.",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,3,Evren
0,,"ん？　ああ、工房なら好きに使っていいよ
あの不気味な渦のことが気になってさ――","Huh? Oh, if it's about the workshop, feel free to
use it however you like.
I'm just curious about that eerie vortex...",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,4,Evren
0,,"魔物が攻めてくるっていうなら
やるべきこともわかるけど
空の渦なんて――やれること、あるのか？","If it's an enemy attack I know what needs to be
done, but that vortex in the sky...
Is there anything we can do?",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,5,Evren
0,,"まぁ、考えてもどうにもならないな！
死ぬ時は死ぬ、それだけ！","Well, there's no use dwelling on it!
When it's time to die, it's time to die.
Simple as that!",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,6,Evren
0,,"ここでじっとしてるのもなぁ
いっそ戦場に出たいくらいの気持ちだ","Just sitting around here feels... well, I almost
wish I could be out on the battlefield.",ui\00_message\npc\base\n3254.gmd,\npc\n3254.arc,n3254.arc,7,Evren
0,,"あら～、覚者さま
わたしに何かご用かしら","My, Arisen, what can I do for you?",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,0,Muge
0,,"メガドに派兵されている人員は
それなりに戦える人ばかりだって話ですよ～
もう二度と、王都を落とされるわけには
いきませんものね","The personnel being deployed to Megado are all
capable fighters, or so the story goes～
We can't afford to have the Royal Capital fall
again, after all.",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,1,Muge
0,,"うふふ、覚者さまと
こうしてお話できるなんて光栄です","Hehe, it's an honor to be able to talk with the
esteemed Arisen like this.",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,2,Muge
0,,"え？　わたしの戦績？
これまでに始末してきた薄汚いオークの数――
数える趣味無くって","Huh? My military record?
I've killed a lot of filthy Orcs—
I didn't have time to count.",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,3,Muge
0,,"う～ん、これからも数えないと思います
そんな暇も無いですから","Hmm, I don't think I'll have time to count from
now on.
I'm too busy for that.",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,4,Muge
0,,また大変なことになりましたねぇ～,"Once again, things have become quite troublesome,
haven't they?",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,5,Muge
0,,"諦めちゃだめだっていうのもわかりますけど
どうしようも無いことに
いつまでも抗って苦しむのも――","I understand that giving up is not an option, but
constantly fighting and suffering over something
that cannot be changed...",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,6,Muge
0,,"あの渦に巻き込まれて死ぬっていうのも――
オークに殺されるよりかはマシですから","Dying by being caught up in that whirlpool...
It's better than being killed by an Orc, I
suppose.",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,7,Muge
0,,"明日この世が終わるとしたら、ですよ
覚者さまなら何をします～？","If tomorrow were the end of the world, what would
you do, Ser?",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,8,Muge
0,,"ううん、覚者さまなら最後まで
竜のために戦ってそうですねぇ","Well, Arisen, you'd fight for the dragon until
the bitter end, wouldn't you?",ui\00_message\npc\base\n3255.gmd,\npc\n3255.arc,n3255.arc,9,Muge
0,,"――あんたもメガドにいられる間に
次の戦いへの備えを整えておくべきだな","While you're at Megado, you ought to prepare for
the next battle.",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,0,Murad
0,,"この辺りが一番門の状況を把握しやすい
あまり近くにいても、急な襲撃の時に
巻き込まれて戦えなくなるかもしれん","This area is the best place to monitor the
situation at the gate.
Though if you're too close, you might get
ambushed.",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,1,Murad
0,,"弟の仇討ちができるなら
どこにでも行くつもりだ","If I can avenge my little brother's death, I'll
go anywhere.",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,2,Murad
0,,"メガドを守っているより
オークを打ちのめしに行きたいんだが――","Rather than protecting Megado, I want to go
pulverize the Orcs—",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,3,Murad
0,,"あの空を見ろ！
落ち着いていられるか！","Look at the sky!
How can I stay calm?!",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,4,Murad
0,,"クソッ！
弟の仇討ちもできないままに
俺も死ぬのか！？","Damn it all!
Am I going to die too without my revenge?",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,5,Murad
0,,"あんたは何で涼しい顔してるんだ！？
いざとなった時には何か策でもあるのか！？","Are you not affected!?
Have you a plan when the time comes!?",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,6,Murad
0,,"今すぐ外に飛び出して
一匹でも多くオークを殺しに行きたい気分だ
ドリスが外に出ることを禁止してるらしいが
知ったことか！","Right now, I must kill as many Orcs as I can.
Doris forbids us sortie, I don't care!",ui\00_message\npc\base\n3256.gmd,\npc\n3256.arc,n3256.arc,7,Murad
0,,"はぁ――
あ、覚者様！　いえ、なんでもありません！","Haah...
Oh, Ser Arisen! No, it's nothing!",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,0,Erdem
0,,"うぅ――また余計なことを言ってしまった――
どうしていつもこうなんだ――","Ugh... I've gone and said something unnecessary
again... Why does this always happen...",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,1,Erdem
0,,"どうして後で気付くんでしょうね
「やっちまった」ってことに――
その場で気付けばまだやりようがあるのに","Why do we always realize it later?
That we've made a mistake—
If only we had noticed it in the moment, there
would still be a way to fix it.",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,2,Erdem
0,,"はぁ――い、いえ、本当に大丈夫です
戦いとなれば気持ちを切り替えて
誰よりも敵を射抜いてみせますよ","Haah... Yes, I assure you, everything will be
alright.
If it comes to battle, I will switch my mindset
and show you that I can strike through the enemy
better than anyone else.",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,3,Erdem
0,,"か、覚者様！　申し訳ございません！
自分、少々混乱しているようで","Oh, esteemed Arisen! I deeply apologize for the
confusion.",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,4,Erdem
0,,"ああ～、このまま終わるのは嫌だ――
でも今から何ができるっていうんだ","Ah, I don't want it to end like this...
But what can I do now?",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,5,Erdem
0,,"うぅ――あの空の渦に吸い込まれて
全部終わるだなんて――
そうとわかっていたら、もっと勇気を出して――","Ugh... being sucked into that swirling vortex and
having it all end...
If only I'd known, I would've mustered up more
courage...",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,6,Erdem
0,,"彼女に嫌な奴だって思われたまま
死にたくない――うぅ――","I don't want to die with her thinking I'm a
jerk—Ugh—",ui\00_message\npc\base\n3257.gmd,\npc\n3257.arc,n3257.arc,7,Erdem
0,,はい、用件はなんです？,"Yes, what can I do for you?",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,0,Demir
0,,"何か異変があれば
この身に代えても周りに知らせる――
それが役目ですから","If there's any disturbance, even if it costs me
my life, I'll make sure to alert everyone...
That's my duty.",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,1,Demir
0,,"まぁ、居住層には子供も多いでしょう
あまり彼らを不安にさせたくはないですね","Well, there will be a lot of children in the
Residential Level.
I don't want to alarm them too much.",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,2,Demir
0,,"職人や商人も、メガドを諦めなかった
今ここに戻ってきている彼らを見ると
それを実感します","The artisans and merchants didn't give up on
Megado either.
I realize that when I see them back here now.",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,3,Demir
0,,"""滅びの渦""というのですか、あれは","The ""Vortex of Stagnation,"" is that what you call
it?",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,4,Demir
0,,"さすがは覚者さま
いかなる時も泰然としていらっしゃる","As expected of the Arisen, always calm and
composed no matter the situation.",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,5,Demir
0,,"我々護衛兵が慌てふためいては
民が不安がりますから
「何事も無いかのように振る舞え」と
隊長に言われています","If us guards were to panic, the people would
become anxious.
So we have been told by the captain to behave as
if nothing is amiss.",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,6,Demir
0,,"ネド王子やメイロワ将軍も
解決のために動いていらっしゃるのでしょう
であれば、信じて――これまで通り
メガドを守るのみです","Prince Nedo and General Meirova are also surely
working towards a resolution.
Believe in them, and we shall protect Megado as
we have always done.",ui\00_message\npc\base\n3258.gmd,\npc\n3258.arc,n3258.arc,7,Demir
0,,"何だよ――
英雄の覚者サマが俺に何か用か？","What is it—
Ser Arisen, do you have something you need from
me?",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,0,Jan
0,,"一般市民に見えるような服に
着替えた方がいいのか？
どうもこの服が気に入らねぇやつが
大勢いるみたいだな","Should I change into clothes that make me look
like an ordinary citizen?
Seems like there are quite a few people who don't
like this outfit.",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,1,Jan
0,,"このメガドで盗みを働こうなんて思ってねぇよ
何とか力になれってここに送られてきたんだ
その位の誇りはあるぜ","I ain't looking to steal from Megado.
I was sent here to help somehow.
I have that much pride at least.",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,2,Jan
0,,"どこで何してようが俺の勝手だろ
あんた俺を見張ってんのか？","It's my business wherever I am and whatever I do,
isn't it?
Are you spying on me?",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,3,Jan
0,,"闇に覆われるってどういうことだ！？
そうなったら俺たち――死ぬのか！？","What does it mean the darkness will cover us?!
Does that mean we're gonna die?!",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,4,Jan
0,,"なぁ、どっか逃げた方がいいのか！？
あんた、良い場所知ってたら教えてくれよ
そこのチビ連れて逃げるからさ","Hey, should we run away!?
If you know a good place, tell me! I'll take the
kids there!",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,5,Jan
0,,"こういう時、兵士だったら
情報が入ってくるのかも知れねぇけど","If I were a soldier, maybe I'd have some
information coming in.",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,6,Jan
0,,"一般市民には何も知らされないままだ
逃げた方がいいのかもわかんねぇよ","The public is left in the dark.
I don't even know if I should run.",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,7,Jan
0,,"一旦アジトに戻ろうか、それとも
その時間すらないのか――","Shall we go back to the hideout, or do we even
have time for that...?",ui\00_message\npc\base\n3259.gmd,\npc\n3259.arc,n3259.arc,8,Jan
0,,"ああ、あんたかい
調子どう？","Oh, hey you.
How's it going?",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,0,Ivey
0,,"賑わってるようにも見えるけど
元のメガドに戻るまで
何年かかるんだろうね","It may look bustling, but I wonder how many years
it will take to return to the original Megado.",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,1,Ivey
0,,"王子とあんたのためなら
もう一度命を懸けてもいいよ","For the Prince and for thee, I shall gladly risk
my life again.",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,2,Ivey
0,,"アッカーシェランは火山の国だから
日によっては灰が降ってたり
空気が煙たかったりするだろ？
でも、体に悪影響は無いものだから安心して","Acre Selund is a volcanic country, so there are
days when ash falls and the air is smoky.
But don't worry, it doesn't have any negative
effects on the body.",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,3,Ivey
0,,"""闇""って一体何なんだい？
あんたは""闇""の正体やら原因やら、知ってる？","What exactly is the ""darkness""?
Do you know what it is or what causes it?",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,4,Ivey
0,,"実のところ、ものすごく怖いよ
こうしている間にも状況が悪化して
何もわからないままに死ぬかもしれない――","To be honest, it's really scary.
While we're doing this, the situation may worsen
and we might die without knowing anything...",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,5,Ivey
0,,"それに対して、何にもできないだろうって
わかってるのも怖いんだ
――こんなこと、あんたにしか言えないけどね","It's also scary to know that there's nothing I
can do about it.
—I can only tell you this.",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,6,Ivey
0,,なにも、これからって時に――,"Right when it feels like there's nothing left to
do...",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,7,Ivey
0,,"あんたの顔見たら、少しだけ安心したよ
今回も何とかなるかもしれないって
思わせる不思議な何かがあるよね","When I saw your face, I felt a little relieved.
There's an air about you that makes me think that
we might be able to make it through this time too.",ui\00_message\npc\base\n3260.gmd,\npc\n3260.arc,n3260.arc,8,Ivey
0,,"はぁ、傷の具合が――
しかし――この程度のこと――","Haah...
the extent of the wounds...
But... something of this degree...",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,0,Eddys
0,,"負傷したところの近くを
また切られてしまい――
それからというもの、なかなか傷が
塞がらないのです","Near the wounded area, I got cut again...
Since then, the wound just hasn't been healing
well.",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,1,Eddys
0,,"いえ、動けないほどの傷では――
しばらくゆっくりしていれば
またすぐ前線に出られます","No, it's not a wound severe enough to
incapacitate me...
If I rest for a while, I'll be back on the front
lines soon enough.",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,2,Eddys
0,,"覚者殿は傷の治りが早くて
羨ましいことです
それもやはり竜の加護のおかげなのですか？","Ser Arisen, it is truly enviable how quickly your
wounds heal.
Is it also thanks to the divine protection of the
dragon?",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,3,Eddys
0,,"ああ、覚者殿
やはり来てくださったのですね","Oh, Master Arisen.
I knew you'd come.",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,4,Eddys
0,,"覚者殿はきっと私には想像もつかないほど
たくさんのものを
ご覧になってきたのですよね","Master Arisen, you must have seen so many things
that I can't even imagine.",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,5,Eddys
0,,"――竜が不在のまま
うまくいっている大陸を
ご覧になったことはありますか？","—Have you ever witnessed a continent thriving
without the presence of dragons?",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,6,Eddys
0,,"この大陸を護ってくださる竜がいないから
こんなことが起きるのだと
――そう思ってしまうこともあります","Because there are no dragons protecting this
continent, such things happen.
Sometimes, I can't help but think that.",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,7,Eddys
0,,"オークどもとの戦いで受けた傷が
いまだに塞がらないのです
気持ちが落ち込んでいるせいでしょうか","The wounds I sustained in the battle against the
Orcs are still not healing.
Could it be due to my lack of spirit?",ui\00_message\npc\base\n3261.gmd,\npc\n3261.arc,n3261.arc,8,Eddys
0,,"はい――な、なんでしょう
何か不手際でも――","Yes? W-What is it?
Did I make a mistake or something?",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,0,Sago
0,,"オークが怖いとか、戦場に出たくないという
わけじゃないんですけど――","It's not that I'm scared of Orcs or that I don't
want to be on the battlefield, but...",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,1,Sago
0,,あの、特に面白い話もできませんが――,"Pardon, I've naught to say...",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,2,Sago
0,,"唯一、剣技だけは人よりできるのが
救いでしたね、僕の場合は","The only thing I excel at is swordsmanship.
That was my saving grace, in my case.",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,3,Sago
0,,"か、覚者さま！？
やっぱり、状況はそれほどに悪いんですか！？","Oh ser, are you an Arisen!?
Is the situation really that bad!?",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,4,Sago
0,,"このままだと世界が滅ぶって聞きました
あまりに恐ろしくて――
恐ろしすぎて、よくわからないんです","I heard that if things continue like this, the
world will be destroyed.
How terrifying...
It's all too much, I really don't understand.",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,5,Sago
