0,,"でも、いくらあなたが強くても
魔物がいっぱいいるところを木材かついで
歩くわけだから――
気を付けていってきてね","But no matter how strong you are, you're going to 
be walking through a place full of monsters with 
a load of lumber on your back...
So... take care of yourself.",ui\00_message\quest\q10300200.gmd,\quest\q10300200.arc,q10300200.arc,20,Carrie
0,,"うーん――
あまり食料とれなかったけど
もうこの辺で切上げよっか","Hmm... didn't find much food, but
I think I'll call it a night.",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,70,Carrie
0,,"この辺の魔物くらいだったら
軽～くひとひねりね！
あなたなら！","Enemies around here are no big deal,
Just a quick wrist flick and they're done!
For you, anyway!",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,71,Carrie
0,,"ふぅ――
ちょっとシャレにならないね！
この辺の魔物――","Phew...
The monsters around here are no joke!",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,72,Carrie
0,,"""秘密のスポット""に到着！
これはたくさん食料が見つかる予感！","This is the ""secret spot""!
I think we'll find lots of food here!",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,73,Carrie
0,,"輸送隊のおかげで、ティネス砦の
食料事情はしばらく安心！
解放軍の人たちに体力付けてもらわないとね！","Thanks to the convoy, the food situation
at Fort Thines will be stable for awhile!
We need to improve the strength
of the people of the Liberation Army!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,0,Carrie
0,,"でも、ティネス砦は安心でも
《隠れ村ピレモス》では未だに食料不足なんだって","But even if Fort Thines is safe, 
there is still a shortage of food in
'Hidden Village Piremoth'.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,1,Carrie
0,,"ピレモスに残ってる人たちだって
みんな事情があってのことなのに
怖い思いをしてる上に、食料も無いなんて――","Those staying behind in Piremoth
each have their own circumstances,
but they're frightened and starving――",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,2,Carrie
0,,"輸送隊が運んできてくれた食料を
分けてあげたいけど
""ティネス砦の料理番""として
それはできないんだよね","I'd love to share the food 
that the convoy brought to us,
but as ""Fort Thines' Chef,""
I can't do that.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,3,Carrie
0,,"ねぇ、前みたいに私が食料を集めるから
それをピレモスに届けられないかな
あなたが手を貸してくれるなら、だけど――","Hey, I wanted to gather food
like we did before for Piremoth.
Would you be willing to deliver it?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,4,Carrie
0,,"食料集めとピレモスへの運搬に
手を貸してくれるの？","Can you help me with gathering
the food and transporting it to Piremoth?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,5,Carrie
0,,"ありがとう！
――あなたなら
きっとそう言ってくれると思ってたわ！","...I had a feeling you would say that!
Thank you!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,6,Carrie
0,,それじゃあ、さっそく出発してもいい？,"Well then, are you able to leave right away?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,7,Carrie
0,,出発する,Depart.,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,8,Carrie
0,,――少し待ってくれ,Just-- just give me a minute.,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,9,Carrie
0,,"ピレモスへは山道を抜けなきゃいけないんだ
その分、山の幸が手に入るだろうから
食料を集めつつピレモスに向かえば効率もいいはず！","We have to navigate a mountain path to get to
Piremoth, luckily that gives us access to special 
provisions only accessible there. Try to gather
some on the way to be more efficient!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,10,Carrie
0,,"山の魔物が出るとは思うけど――
ううん、こんなこと言ってちゃ何もできないよね！
さあ、行こう！","I hope monsters don't appear...
No, if I keep talking like that we won't
get anywhere! Let's go!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,11,Carrie
0,,"ピレモスの人たちが
お腹を空かせてるだろうから
なるべく早めにお願いね","The people in Piremoth
are probably hungry, so
let's get the food to them quickly!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,12,Carrie
0,,"それじゃあ、いつも通り食料を探すね
――魔物が出た時は、よろしく！","Well then, I'll search for food as usual...
Please keep an eye out for monsters!
",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,13,Carrie
0,,"よーし、この辺りで食べられそうなものは
大体集め終わったはず――
次は野営地まで行ってみようか","Alright, I think I've gathered up everything
edible around here...
Let's head to the encampment.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,14,Carrie
0,,"あのさ――さっきから誰かに
後をつけられてる気がするんだけど
これってアタシの気のせいじゃないよね？","Hey... I have a feeling that
someone has been following me for awhile now.
It's not just my imagination, is it?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,15,Carrie
0,,"魔物ならとっくに襲ってきてそうだし――
もしかして、道に迷った人とか？","If it were enemies, 
they would have attacked by now.
Maybe it's someone who got lost?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,16,Carrie
0,,"ちょっと気になるよね
この辺りを探してみない？","It's a bit concerning, isn't it?
Why don't we search around here?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,17,Carrie
0,,フゴゴ――,*Low Growling*,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,18,Peco
0,,（ゴブリンは元気が無いようだ）,(The goblin doesn't seem to be doing well),ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,19,Peco
0,,"（キャリーはゴブリンに
　食料を差し出そうとしている）",(Carrie moves to offer food to the goblin),ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,20,Peco
0,,キャリーを見守る,Watch over Carrie,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,21,Peco
0,,キャリーを止める,Stop Carrie,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,22,Peco
0,,"フガ！　――食ベモノ！
フグググ――！","Ya-haa! ...We eats!
Gehehehe!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,23,Peco
0,,（見知らぬゴブリンは食料を受け取った）,(The unknown goblin takes the food),ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,24,Peco
0,,（しかし――食料に手を付ける様子はない）,(However―the goblin does not attempt to eat the food),ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,25,Peco
0,,グガ！？　タ、食ベモノ――,A-gak!? No... my grubses...,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,26,Peco
0,,（がっかりしたようだ）,(They seem disappointed.),ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,27,Peco
0,,ググ――ヨカッタ、食ベモノ！,Grr... Yes! Munchy-bits!,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,28,Peco
0,,"（喜んでいるようだが
　食料には手を付けないようだ）","(They seem happy,
but won't touch the food)",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,29,Peco
0,,"さっきのゴブリン――
おなか――すいてたんだよね？","That goblin...
It looked really hungry, didn't it?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,30,Carrie
0,,"あんなにうれしそうに受け取ったのに
全然食べなかったね","They looked so happy when they got it,
but didn't eat any at all, did they.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,31,Carrie
0,,"それにどこかおびえてるような感じだった
アタシたちが怖かったのかな？
その割に、食料は受け取ってたけど――","It also seemed scared somehow.
Was it afraid of us?
Still, it did take the food...",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,32,Carrie
0,,何か事情でもあるのかなぁ,I wonder if there's some reason for this.,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,33,Carrie
0,,"変わったゴブリンのことは気になるけど
アタシたちを待ってる人がいるもんね
先、行こっか","I'm curious about that strange goblin, but
people are waiting for us, right?
Let's move on.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,34,Carrie
0,,"ここら辺、魔物多いのかな
けど、何かありそうな気がするんだ――
ちょっと掘ってみる間、そばにいてね","Are there many monsters around here?
Still, I have a feeling about this place—
Please stay by me while I dig a little.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,35,Carrie
0,,"ピレモスの人たちにちょっとでも多く
食料を届けてあげたいから――","I just want to get a bit more food
to the people of Piremoth...",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,36,Carrie
0,,"食料、そこそこ集まったかなぁ
これだけあればピレモスの人たち
みんなで分けられると思う","I wonder if this is enough food...
This should be enough for the
people of Piremoth to share, I hope.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,37,Carrie
0,,"まぁ、魔物もたくさん出たけどね！
あなたがいなかったら
今頃アタシなんて魔物のえじきになってたかも――","Yeah, there were tons of monsters, though!
If you weren't around, I'd probably be
monster bait right now—",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,38,Carrie
0,,"あのね――
ちょっと気になってたんだけど
""覚者""って何する人なの？","So, um—
I've been curious about this...
What does an ""Arisen"" do?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,39,Carrie
0,,"砦にも兵隊さんはたくさんいるけど
みんなこの大陸の人達だし
あなたはどうして戦ってるのかなって思って――","The fort's full of soldiers, but
they're all locals, and...
I was wondering why you fight—",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,40,Carrie
0,,白竜や仲間、この世界の人々のため,"For the White Dragon, my companions,
and the people of this world.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,41,Carrie
0,,戦うのが好きだから,Because I like to fight.,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,42,Carrie
0,,報酬がもらえるから,Because I get paid.,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,43,Carrie
0,,"そうなんだ――
じゃあいつも
誰かのために戦ってるのね","I see...
So you're always
fighting for someone else.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,44,Carrie
0,,"あなたが強い理由――
分かった気がするな","The reason you're strong...
I think I understand now.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,45,Carrie
0,,"アタシもおんなじように
誰かのために
何かできる人になりたいんだ","I also want to become someone who can
do something for others, just like you do.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,46,Carrie
0,,"おっと――
こうしちゃいられない！
ピレモスの人達のところへ行かなきゃ！","Oops—
Can't stand around here!
Gotta get to the people of Piremoth!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,47,Carrie
0,,"うーん――
アタシは戦えないから
よくわからないけどさ","Hmm...
I can't fight myself, so
I don't really get it, though.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,48,Carrie
0,,"一見魔物と戦ってるように見えて
なんていうか――
""自分""と戦ってる気がするんだ、あなたは","Though you seem to fight monsters,
it feels like—you're really battling
""yourself,"" in a way, y'know?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,49,Carrie
0,,"""誰よりも強くなりたい""
""もっと強い敵を倒したい""
って思う自分とさ","That part of you that thinks
""I want to be the strongest"" and
""I want to defeat stronger enemies.""",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,50,Carrie
0,,"まぁ――
""戦う理由""は人それぞれだと思うけどね！","Well...
Everyone's ""reason to fight""
is different, I reckon!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,51,Carrie
0,,"こうやってでっかい袋背負って
必死に食料集めてみんなに届けるのが
アタシの""戦い""なのかも！","Maybe lugging this big bag and
getting food to everyone is
my ""fight"" after all!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,52,Carrie
0,,"そして――
目指す目的地はもう目の前！
さぁ――ピレモスへ行くよっ！","And now—
Our destination is just in sight!
Okay—let's head to Piremoth!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,53,Carrie
0,,"報酬――かぁ
思ってたより結構現実的なのね
あなたって","A reward, I see...
You're quite practical,
aren't you...",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,54,Carrie
0,,"アタシ――
料理くらいしか
作ってあげられないけど","I... can't offer much beyond
cooking for you.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,55,Carrie
0,,"明日から来なくなったり
しないよね？","You'll still come tomorrow,
right? You won't just disappear?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,56,Carrie
0,,"おっと――
あんまりここで話込んでると
ピレモスへ行くのが遅くなっちゃうね！","Oops—
If we keep talking here, we'll
be late getting to Piremoth!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,57,Carrie
0,,"さ、もう目と鼻の先！
みんな待ってるはずだから、行こっか！","We're almost there, just a stone's throw away!
Everyone must be waiting, so let's go!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,58,Carrie
0,,"やったぁ！
ピレモスの人に渡す食料の調達と
ここまで無事運んでくること、両方できたね！","Hooray!
We managed to both get food
for Piremoth and deliver it safely!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,59,Carrie
0,,"ピレモスの物資管理は<NPC 2802>さん
っていう人が担当してるらしいんだ","Apparently, <NPC 2802> is the one
responsible for Piremoth's supplies.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,60,Carrie
0,,"アタシは荷ほどきをしておくから
<NPC 2802>さんに
声をかけてきてくれない？","I'll unpack things here, so
can you go and get
<NPC 2802> for me?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,61,Carrie
0,,"アタシは荷ほどきをしておくから
物資管理担当の<NPC 2802>さんに
声をかけてきてくれない？","I'm unpacking now. Can you
go get <NPC 2802>, the one
in charge of supplies?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,62,Carrie
0,,ええっ、食料の支援に来てくれたの！？,Oh! You're here to help with food?!,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,63,Andrea
0,,"――助かったわ
毎日ギリギリの生活で
もう食料が底を尽きかけてたの","Thank goodness—
We're barely scraping by each day, and
food supplies were almost empty.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,64,Andrea
0,,"あそこに置いてある荷物を
こっちで分ければいいのね？
みんなも大喜びするわ――ありがとう！","We just need to unpack those bags over
there and divide it here, right?
Everyone will be so happy—thank you!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,65,Andrea
0,,"あそこに置いてある荷物を
こっちで分ければいいのね？
みんなも大喜びするわ――ありがとう","So we should just divide the luggage
over there between us here?
Everyone will be so happy—thank you.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,66,Andrea
0,,"それじゃあ、あとは<NPC 2802>さんに
お任せすることにして
アタシたちはティネス砦に戻ろうか！","Okay then, we'll leave the rest
to <NPC 2802>. 
Let's head back to Fort Thines now!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,67,Carrie
0,,"ピレモスの人たち、きっと喜んでくれたよね！
アタシもなんかこう――達成感というか
自信？　みたいなものが湧いてきちゃった！","The people in Piremoth are gonna be so happy!
I feel this sense of accomplishment,
like, confidence? Growing in me!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,68,Carrie
0,,"人の力になれるって嬉しいね！
これからピレモスにも十分な量の食料を
備蓄できたらいいな――","It makes me so happy to be able to help others!
I hope we can stockpile enough food for
Piremoth from now on...",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,69,Carrie
0,,"そうだ、ピレモスまで往復して
あなたもおなか減ったんじゃない？
これ――よかったら後で食べて！","Oh yeah, going to Piremoth and back,
you must be hungry too? Here—
if you like, eat this later!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,70,Carrie
0,,こっち、魔物が出たわ！　助けて！,"Over here, a creature appeared! Help me out!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,71,Carrie
0,,この辺り、何かありそう――,Feels like something's here...,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,72,Carrie
0,,あそこ――誰か倒れてる！？,Over there―someone's collapsed!?,ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,73,Carrie
0,,食料探しに戻っても大丈夫だよね？,"It's okay if I go back to looking for food, right?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,74,Carrie
0,,うん、この辺りの食料は取り終わったかな！,"Right, I think we've gathered 
all the food around here!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,75,Carrie
0,,"ピレモスの食料支援も順調順調♪
準備できたから行きたいな！","Food aid for Piremoth is on track♪
All prepped, so let's get going!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,0,Carrie
0,,"よーし！
そうこなくっちゃね！",All right! That's the way to do it!,ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,1,Carrie
0,,"アタシはいつでも大丈夫だから
準備できたら声かけてね！","I'm always ready, 
so call on me when you are!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,2,Carrie
0,,"あ！もう準備できた？
それじゃあさっそく出発したいけど
ピレモスまでの道だけど――","Oh, you're ready now?
Great! I'm eager to go, but
about the road to Piremoth...",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,3,Carrie
0,,"《穏やかな野原》は、砦の近くだし
何度か行ってて安心！
あんまりたくさんの食料は見つからないけどね","《Calm Fields》 is close to the fort
and familiar, so it's safe for us!
Food's not very plentiful there, though.",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,4,Carrie
0,,"《険しい山道》は、人通りも少ないし
なんだか手強い魔物が出そうだよ――
その分手付かずの食料はたくさん見つかるかも！","《Steep Mountain Path》 has few travelers,
and strong monsters might appear—
but untouched food might be plentiful!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,5,Carrie
0,,どっちに行くかは、あなたが決めて！,You decide which way to go!,ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,6,Carrie
0,,《穏やかな野原》（かんたん）,"""Calm Field"" (Easy)",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,7,Carrie
0,,《険しい山道》（難しい）,"""Steep Mountain Path"" (Hard)",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,8,Carrie
0,,"やっぱり、誰でも危ない橋は渡りたくないよね！
野原に橋は掛かってないけど！","Of course, no one likes risks!
But fields don't even have bridges!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,9,Carrie
0,,"それじゃあ
散歩気分でフラっと出発！","Okay, then!
Let's just head out, nice and easy!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,10,Carrie
0,,"何かを得るためには、冒険しないとね！
手ごわい魔物――出ないといいなぁ","Gotta take risks to get somewhere!
Hope we don't run into any strong monsters...",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,11,Carrie
0,,"あなたの後ろ
ピタっと張り付いてくからヨロシクね！","I'll be glued to your back,
so please take care of me!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,12,Carrie
0,,ちょっとこのあたりで食料さがしてみるね！,I'll look for some food around here!,ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,13,Carrie
0,,"ここはもう何もなさそうだね
ここから近い場所は――と","Looks like nothing left here.
Nearby places... let's see...",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,14,Carrie
0,,"《ブタの鳴く丘》は、魔物が出ることはあるけど
あなただったら""朝メシ前""かな！
食料は、あの子たちが食べてるからそんなにないよ！","《Squealing Pig Hill》 has monsters sometimes, but
for you, it'll be a piece of cake!
Not much food left though, they've eaten it!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,15,Carrie
0,,"《野営地の外れ》は
魔物がよくいるから注意は必要だけど
それなりに食料もありそうだね","Monsters often appear at《Camp Outskirts》,
so caution is needed, but there should be
a decent amount of food there too.",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,16,Carrie
0,,"うーん、今持ってる食料はこれだけあるけど
どっちがいいかな？","Okay, we got this much food so far,
but which location should we choose?",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,17,Carrie
0,,《ブタの鳴く丘》（かんたん）,"""Hill with Oinking Pigs"" (Easy)",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,18,Carrie
0,,《野営地の外れ》（ふつう）,"""Camp Outskirts"" (Normal)",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,19,Carrie
0,,"あなたって意外と
""地道にコツコツ派""
なんだねー","You're surprisingly a
""slow and steady"" type,
aren't you?",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,20,Carrie
0,,"お！
やっぱ食料、狙いたいよね！","Hey!
Yeah, gotta get that food, for sure!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,21,Carrie
0,,"魔物に追っかけ回されたけど
隙を見て食料集めといたよ！","Even though monsters were after us,
I grabbed some food when I saw a chance!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,22,Carrie
0,,"ある程度なら、走りながらでも
食料探せるんだよね――アタシ！","""To a certain extent, you can search for
food while running"" -Me!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,23,Carrie
0,,"あ、そうそう！
ピレモスに行く前に
檻を見に行かない？","Ah, yes!
Before we go to Piremoth,
why don't we go check out the traps?",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,24,Carrie
0,,"ローナに罠を仕掛けてもらったからさ
何か捕れてるかもしれないし！","I had Lorna set traps for me.
Maybe they've caught something!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,25,Carrie
0,,"ブタさんたちものんびりお食事中だし
今の所魔物、いなさそうだね","Piggies are enjoying their meal, and
for now, it looks monster-free.",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,26,Carrie
0,,"よし！　食料探すよ！
ブタさんの嗅覚に、負けてられない！","Right! Let's find some food!
My nose can't be worse than a pig's!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,27,Carrie
0,,"うーん、少しは食料見つかったけど
やっぱブタさんたちの方が上か！","Ugh... found a bit of food, but
pigs are on another level, huh!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,28,Carrie
0,,"中でも三兄弟の二男坊""ミディ""は
食いしん坊だからね――","Especially ""Midi"", the middle child.
He's a real glutton, you know.",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,29,Carrie
0,,"ほら、あそこの一番まるっとした子！
あの子が""ミディ""で、あとは――","Look, that plump little one over there!
That one's Midi, and the rest are―",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,30,Carrie
0,,"いけない！
こんなことしてる場合じゃないよね！
檻の様子見て来て欲しいって頼まれたんだった！","Oh no! 
This isn't the time for this. 
I was supposed to check 
the cage's condition!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,31,Carrie
0,,"ローナが罠を仕掛けてくれてさ
何か捕れてるかもしれないって！
ピレモス行く前にちょっと寄って行こ！","Lorna set us some traps, maybe
we caught something! Let's stop
by real quick before Piremoth!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,32,Carrie
0,,"魔物に追っかけ回されたけど
隙を見て食料集めといたよ！
さて、ここから先だけど――","I got chased around by enemies,
but I managed to gather some food
when they weren't looking! Now,
what's next...",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,33,Carrie
0,,"《ブタの鳴く丘》は、魔物が出ることはあるけど
あなただったら""朝メシ前""かな！
食料は、あの子たちが食べてるからそんなにないよ！","Squealing Pig Hill has some monsters, 
but for you, it's a walk in the park! 
There isn't much food left, 
since they ate most of it!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,34,Carrie
0,,"《野営地の外れ》は
強い魔物がいるって話だし――覚悟しなきゃ
その分、食料も期待できるけどね！","《Camp Outskirts》 is said to have
strong enemies. You better be prepared.
But expect good food too!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,35,Carrie
0,,"うーん、今持ってる食料はこれだけあるけど
どっちがいいかな？","Hmmm, this is all the food I have right now, 
which would you prefer?",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,36,Carrie
0,,《ブタの鳴く丘》（かんたん）,《Squealing Pig Hill》 (Easy),ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,37,Carrie
0,,《野営地の外れ》（難しい）,"""Camp Outskirts"" (Hard)",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,38,Carrie
0,,"無理は禁物だよね！
肝心の食料がなくなっちゃったら
意味がないし！","Pushing yourself too hard is a bad idea!
If you run out of supplies,
it's all for nothing!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,39,Carrie
0,,"よ、よし！
行っちゃうか、そっち！
入れるよ！　気合いとド根性！","Okay, alright!
Let's go that way then!
Spirit and guts! We can do it!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,40,Carrie
0,,"やっぱり手強いねー
この辺の魔物！","The enemies around here are
tough after all!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,41,Carrie
0,,"でも、必死で逃げる中
視界をかすめる食料は見逃さなかったけどね！
ほら、そこそこ拾えたし！","But even while desperately fleeing,
I didn't overlook the food that caught my eye!
See, I managed to gather a decent amount!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,42,Carrie
0,,"あ、そうそう！
ピレモスに行く前に
檻を見に行かない？","Ah, yes!
Before we go to Piremoth,
why don't we go check out the cages?",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,43,Carrie
0,,"ローナに罠を仕掛けてもらったからさ
何か捕れてるかもしれないし！","I had Lorna set a trap for me.
Maybe they've caught something!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,44,Carrie
0,,"さてと――
いかにも何か出て来そうな感じだけど
食料探さないと","Right—
Getting a bad feeling here... but we
still need to look for food.",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,45,Carrie
0,,"あんまり離れないでね！
アタシから！","Hey, don't get too far away!
I mean it! Stay near me!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,46,Carrie
