#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
0,,"覚者よ
新たな力を受け入れる器となったか――
我が元へ来るがいい","覚者よ
新たな力を受け入れる器となったか――
我が元へ来るがいい",ui\00_message\quest\q60200001.gmd,\quest\q60200001.arc,q60200001.arc,5
0,,"道楽にかまけて滅んでしまっては
意味がないから、何がいいとは言わないけど――
でも、もう少しお祭りごとを
楽しむ余裕があってもいいと思うのよね！","道楽にかまけて滅んでしまっては
意味がないから、何がいいとは言わないけど――
でも、もう少しお祭りごとを
楽しむ余裕があってもいいと思うのよね！",ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,21
0,,"ランタン、付けてくれているかね？
あのランタンを付けていれば
様々な場所でお菓子が拾えるぞ！
正に魔法のランタン、だな","ランタン、付けてくれているかね？
あのランタンを付けていれば
様々な場所でお菓子が拾えるぞ！
正に魔法のランタン、だな",ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,0
0,,"例の交換屋に行けば、キャンディと
クッキーを好きに交換してもらえるそうだ
俺もキャンディを拾ったらクッキーに
変えてもらおうと思ってな","例の交換屋に行けば、キャンディと
クッキーを好きに交換してもらえるそうだ
俺もキャンディを拾ったらクッキーに
変えてもらおうと思ってな",ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,1
0,,"ふふ、あちこちでお菓子を集めるなんて
こんな楽しい祭り、きっとレスタニア中で
流行るにちがいないぞッ！","ふふ、あちこちでお菓子を集めるなんて
こんな楽しい祭り、きっとレスタニア中で
流行るにちがいないぞッ！",ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,2
0,,"これはこれは覚者さん
先日お伝えした通り、
小さな菓子を沢山入荷しました","これはこれは覚者さん
先日お伝えした通り、
小さな菓子を沢山入荷しました",ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,3
0,,"わたしに声をかけていただければ
別の菓子と交換をいたしますよ","わたしに声をかけていただければ
別の菓子と交換をいたしますよ",ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,4
0,,"キャンディも美味しいけど
やっぱり私も食べごたえがあるクッキーの方が好き
何だか特別な感じがするんだもの！
これぞお祭りって感じよねぇ","キャンディも美味しいけど
やっぱり私も食べごたえがあるクッキーの方が好き
何だか特別な感じがするんだもの！
これぞお祭りって感じよねぇ",ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,5
0,,"ホッホッホ、初めまして！
わしは君と同じ覚者、ニコラスという者だ
後ろにいるのは従者のミーアとマルコ","ホッホッホ、初めまして！
わしは君と同じ覚者、ニコラスという者だ
後ろにいるのは従者のミーアとマルコ",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,0
0,,"さて、わしは普段は一覚者として
北の方で活動しているのだが――
この時期だけは特別な任務についていてね","さて、わしは普段は一覚者として
北の方で活動しているのだが――
この時期だけは特別な任務についていてね",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,1
0,,"それは、このレスタニアの地に
幸せな気持ちを広めること
そのために従者と共にここに来たのだ","それは、このレスタニアの地に
幸せな気持ちを広めること
そのために従者と共にここに来たのだ",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,2
0,,"我々の話を聞いて少しでも共感してもらえたら
同じ覚者のよしみで、私の手伝いをしてみないかね？","我々の話を聞いて少しでも共感してもらえたら
同じ覚者のよしみで、私の手伝いをしてみないかね？",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,3
0,,詳しい話は、二人の従者から聞いておくれ,詳しい話は、二人の従者から聞いておくれ,ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,4
0,,"御機嫌よう覚者様、私はマルコと申します
我が主が目指すのは、寒い季節でも
心は温かい、そんな時間と気持ちを
全ての人と共有すること","御機嫌よう覚者様、私はマルコと申します
我が主が目指すのは、寒い季節でも
心は温かい、そんな時間と気持ちを
全ての人と共有すること",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,5
0,,"気持ちを共有するためには
まずは身なりからお揃いにするのが一番――
それが私達の考えでございます","気持ちを共有するためには
まずは身なりからお揃いにするのが一番――
それが私達の考えでございます",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,6
0,,"私の恰好、でございますか？
これは主のためならどんな苦労も厭わない――
そんな決意を表す特別な衣装でございます","私の恰好、でございますか？
これは主のためならどんな苦労も厭わない――
そんな決意を表す特別な衣装でございます",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,7
0,,"どうもどうも覚者様！　あたしはミーア
あたしたちの毎日って、熱くたぎる戦火の中で
勝利の雄たけびを上げたり上げなかったり
してる感じですよね？","どうもどうも覚者様！　あたしはミーア
あたしたちの毎日って、熱くたぎる戦火の中で
勝利の雄たけびを上げたり上げなかったり
してる感じですよね？",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,8
0,,"でも、たまには心のこもった挨拶や行動で
お互いの苦労ねぎらったり、思い出を作るのも
素敵だと思いません？","でも、たまには心のこもった挨拶や行動で
お互いの苦労ねぎらったり、思い出を作るのも
素敵だと思いません？",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,9
0,,"あたしたちは、年に一度のこのシーズンに
そんなキラキラしたものを広めるため
主と共に活動しているのでーす！","あたしたちは、年に一度のこのシーズンに
そんなキラキラしたものを広めるため
主と共に活動しているのでーす！",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,10
0,,"さて、これで我々の考えは理解してもらえたかな？
もし共感してもらえるのなら
次からは手伝いのための準備をしてもらいたい","さて、これで我々の考えは理解してもらえたかな？
もし共感してもらえるのなら
次からは手伝いのための準備をしてもらいたい",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,11
0,,"まずは、わしの従者二人から
話を聞いてみてくれ","まずは、わしの従者二人から
話を聞いてみてくれ",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,12
0,,メリークリスマス、覚者様,メリークリスマス、覚者様,ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,13
0,,メリークリスマス！　覚者さま！,メリークリスマス！　覚者さま！,ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,14
0,,"おお、同志よ！
我々の手伝いをしてくれるのだな？
ありがたいことだ！","おお、同志よ！
我々の手伝いをしてくれるのだな？
ありがたいことだ！",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,0
0,,"さてさて――ならば、まずは
恰好から入ろうではないか","さてさて――ならば、まずは
恰好から入ろうではないか",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,1
0,,"我らの考える幸せの色は「赤」だ
何か＜赤で染色した衣装＞か、もしくは
＜我らと同じ衣装＞を探して着て見せてくれ","我らの考える幸せの色は「赤」だ
何か＜赤で染色した衣装＞か、もしくは
＜我らと同じ衣装＞を探して着て見せてくれ",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,2
0,,"ほほー、とても良く似合っているぞ！
恰好を整えれば、気持ちも入るというもの
では次の準備に入ろう","ほほー、とても良く似合っているぞ！
恰好を整えれば、気持ちも入るというもの
では次の準備に入ろう",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,3
0,,"人々と交わす挨拶の言葉――
この時期だけの特別で、幸せな挨拶――
それをマルコから聞いて覚えるのだ","人々と交わす挨拶の言葉――
この時期だけの特別で、幸せな挨拶――
それをマルコから聞いて覚えるのだ",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,4
0,,"大変よくお似合いでございます、覚者様
主からお聞きになられたと思いますが
私たちには、ぜひ広めたい
幸せな挨拶の言葉があります","大変よくお似合いでございます、覚者様
主からお聞きになられたと思いますが
私たちには、ぜひ広めたい
幸せな挨拶の言葉があります",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,5
0,,"それは「メリークリスマス」
覚えていただけましたか？
では、大きな声で、私に向かって仰って下さい","それは「メリークリスマス」
覚えていただけましたか？
では、大きな声で、私に向かって仰って下さい",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,6
0,,"メリークリスマース！
マルコから挨拶をお聞きになったんですね
それじゃあ、その言葉にふさわしい挨拶を
お教えしましょう！","メリークリスマース！
マルコから挨拶をお聞きになったんですね
それじゃあ、その言葉にふさわしい挨拶を
お教えしましょう！",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,7
0,,"いいですか、＜エモート＞の中に
＜あいさつ・２＞っていうのがありますよね？
あれが、あたしたちにとって特別な挨拶なのです","いいですか、＜エモート＞の中に
＜あいさつ・２＞っていうのがありますよね？
あれが、あたしたちにとって特別な挨拶なのです",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,8
0,,"それでは早速、その＜あいさつ・２＞
あたしにむかってレッツ・エモート！","それでは早速、その＜あいさつ・２＞
あたしにむかってレッツ・エモート！",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,9
0,,"二人から、色々と教わったようだな
これで君も立派な奇蹟者の仲間だ","二人から、色々と教わったようだな
これで君も立派な奇蹟者の仲間だ",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,10
0,,"それでは、次から我々の仲間として
この幸せを広めるため、実際に働いてもらおう","それでは、次から我々の仲間として
この幸せを広めるため、実際に働いてもらおう",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,11
0,,"いいかな、何か＜赤で染色した衣装＞か
＜我らと同じ衣装＞を探して着て見せてくれ","いいかな、何か＜赤で染色した衣装＞か
＜我らと同じ衣装＞を探して着て見せてくれ",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,12
0,,"衣装の次は、マルコとミーア
それぞれから特別な挨拶について聞いてくれ","衣装の次は、マルコとミーア
それぞれから特別な挨拶について聞いてくれ",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,13
0,,"覚者様、＜赤く染色した装備＞か
＜私どもと同じ衣装＞は見つかりましたか？
クラフトルームで装備の染色が可能でございます
おっと、流石にご存じでしたか、失礼いたしました","覚者様、＜赤く染色した装備＞か
＜私どもと同じ衣装＞は見つかりましたか？
クラフトルームで装備の染色が可能でございます
おっと、流石にご存じでしたか、失礼いたしました",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,14
0,,"どうです？　＜赤く染色した装備＞か
＜あたしたちと同じ衣装＞ありましたか？
早く着て見せてください！
この衣装、キャメロンさんの所にありますよ","どうです？　＜赤く染色した装備＞か
＜あたしたちと同じ衣装＞ありましたか？
早く着て見せてください！
この衣装、キャメロンさんの所にありますよ",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,15
0,,"＜メリークリスマス＞
それは誰もが幸せな気持ちになる
たいへん素晴らしい言葉でございます","＜メリークリスマス＞
それは誰もが幸せな気持ちになる
たいへん素晴らしい言葉でございます",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,16
0,,"親しい人とも、そうでない人とも
みんなでメリークリスマス！
挨拶すれば、みーんなハッピー！","親しい人とも、そうでない人とも
みんなでメリークリスマス！
挨拶すれば、みーんなハッピー！",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,17
0,,"さあ、それではレスタニアの人々に幸せを届け
皆でその時間を共有しようではないか","さあ、それではレスタニアの人々に幸せを届け
皆でその時間を共有しようではないか",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,0
0,,"ただ、いきなり見ず知らずの人に話かけるのは
緊張してぎこちなくなってしまうというもの
まずは普段お世話になっているセネカ殿――","ただ、いきなり見ず知らずの人に話かけるのは
緊張してぎこちなくなってしまうというもの
まずは普段お世話になっているセネカ殿――",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,1
0,,"前回揃えた衣装で彼女の所へ行き
クリスマスの挨拶で幸せを届けなさい
その思い出に、記念撮影を忘れずにな！","前回揃えた衣装で彼女の所へ行き
クリスマスの挨拶で幸せを届けなさい
その思い出に、記念撮影を忘れずにな！",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,2
0,,"セネカ殿は喜んでおられたかな？
君の協力のおかげで、このレスタニアでも
幸せを共有する素晴らしさが広まることだろう","セネカ殿は喜んでおられたかな？
君の協力のおかげで、このレスタニアでも
幸せを共有する素晴らしさが広まることだろう",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,3
0,,"これからは、顔見知りに限らず
この地に住まう全ての人々と挨拶を交わして
思い出を作っていってほしい","これからは、顔見知りに限らず
この地に住まう全ての人々と挨拶を交わして
思い出を作っていってほしい",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,4
0,,"我々はまだ当分ここで活動を続けるから
いつでも会いに来ておくれ！","我々はまだ当分ここで活動を続けるから
いつでも会いに来ておくれ！",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,5
0,,"さぁ、我々に協力をしてもらった
お礼をせねばな――","さぁ、我々に協力をしてもらった
お礼をせねばな――",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,6
0,,"セネカ殿に
クリスマスの挨拶をSayで伝える
＜あいさつ・２＞のエモートをする
そして、フォトモードでの記念撮影","セネカ殿に
クリスマスの挨拶をSayで伝える
＜あいさつ・２＞のエモートをする
そして、フォトモードでの記念撮影",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,7
0,,"この3つをしてきなさい
なぁに、恥ずかしがることはない！","この3つをしてきなさい
なぁに、恥ずかしがることはない！",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,8
0,,"セネカ様の所へは行かれましたか？
私のお教えした言葉、どうぞお間違いなく
<メリークリスマス>で、ございますよ","セネカ様の所へは行かれましたか？
私のお教えした言葉、どうぞお間違いなく
<メリークリスマス>で、ございますよ",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,9
0,,"セネカさんのところに行って、
この前お教えした<あいさつ・2>
をしてください！　実践あるのみ！","セネカさんのところに行って、
この前お教えした<あいさつ・2>
をしてください！　実践あるのみ！",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,10
0,,"あ、こんにちは覚者さま！
見てくださいこの帽子！
すっごく可愛くないですか！？","あ、こんにちは覚者さま！
見てくださいこの帽子！
すっごく可愛くないですか！？",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,11
0,,"酒場にいるポーンの女の子が
同じのを被っていて、それが今
この白竜神殿で流行ってるんですよ","酒場にいるポーンの女の子が
同じのを被っていて、それが今
この白竜神殿で流行ってるんですよ",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,12
0,,"覚者さまもお揃いの帽子で
一緒に記念撮影なんてどうですか？","覚者さまもお揃いの帽子で
一緒に記念撮影なんてどうですか？",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,13
0,,"メリークリスマス、覚者様
個人的なお話で恐縮なのですが
ご相談したいことがございまして――","メリークリスマス、覚者様
個人的なお話で恐縮なのですが
ご相談したいことがございまして――",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,0
0,,"主は、とても熱心に活動を続けております
ただ熱心すぎるが故に、
たまに心配になってしまうのです","主は、とても熱心に活動を続けております
ただ熱心すぎるが故に、
たまに心配になってしまうのです",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,1
0,,"従者として何か手助けができれば――
主の心をほっと癒すような
美酒などをご存じではございませんか","従者として何か手助けができれば――
主の心をほっと癒すような
美酒などをご存じではございませんか",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,2
0,,"はぁい覚者さま、私に何か用？
おすすめのお酒？それなら答えは一つ！
みんな大好き《レスタニアワイン》！
これしかないわね","はぁい覚者さま、私に何か用？
おすすめのお酒？それなら答えは一つ！
みんな大好き《レスタニアワイン》！
これしかないわね",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,3
0,,"なるほど、《レスタニアワイン》
で、ございますか
滋味豊かなワインであれば
きっと我が主にも喜んで貰えるでしょう","なるほど、《レスタニアワイン》
で、ございますか
滋味豊かなワインであれば
きっと我が主にも喜んで貰えるでしょう",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,4
0,,"覚者様、よろしければそれが
どのようなワインなのか
ぜひ実物を見せてくださいませんか
それを覚えて、買いに行きたいと思います","覚者様、よろしければそれが
どのようなワインなのか
ぜひ実物を見せてくださいませんか
それを覚えて、買いに行きたいと思います",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,5
0,,"おお、有り難うございます！
これがレスタニアワインなのですね
後からこっそり買って、主を驚かせたいものです","おお、有り難うございます！
これがレスタニアワインなのですね
後からこっそり買って、主を驚かせたいものです",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,6
0,,"さあ、乾杯前に、この歓びを写真におさめて
思い出に残しておきましょう","さあ、乾杯前に、この歓びを写真におさめて
思い出に残しておきましょう",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,7
0,,"マルコが《レスタニアワイン》をくれたのだ
どうやら君が協力をしてくれたようだね
わしからもお礼を言っておこう
どうもありがとう！","マルコが《レスタニアワイン》をくれたのだ
どうやら君が協力をしてくれたようだね
わしからもお礼を言っておこう
どうもありがとう！",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,8
0,,"目的に向かって熱心になるあまり
自らが心の余裕を失っては意味がない
――私は良い従者をもった幸せ者だな","目的に向かって熱心になるあまり
自らが心の余裕を失っては意味がない
――私は良い従者をもった幸せ者だな",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,9
0,,"この酒場には、ナンシー様という
お酒に詳しい店員がいると聞きました
彼女ならおすすめの美酒を教えてくれると思います
それを、私に＜Say＞で教えてください","この酒場には、ナンシー様という
お酒に詳しい店員がいると聞きました
彼女ならおすすめの美酒を教えてくれると思います
それを、私に＜Say＞で教えてください",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,10
0,,"このレスタニアに幸せを広めること
それが私の務めであり望みでもなのだ","このレスタニアに幸せを広めること
それが私の務めであり望みでもなのだ",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,11
0,,"メリークリスマス、覚者さま
我が主はとても勤勉というか真面目な方で
あたしもマルコもたまーに心配になるの","メリークリスマス、覚者さま
我が主はとても勤勉というか真面目な方で
あたしもマルコもたまーに心配になるの",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,12
0,,"でも、主の望みを叶えることこそ
ポーンの務め！
頑張らなくっちゃね","でも、主の望みを叶えることこそ
ポーンの務め！
頑張らなくっちゃね",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,13
0,,"おすすめは何と言っても《レスタニアワイン》
ここに住む人たちなら誰でも大好きでしょう？
もちろん、あたしも大好きよ！","おすすめは何と言っても《レスタニアワイン》
ここに住む人たちなら誰でも大好きでしょう？
もちろん、あたしも大好きよ！",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,14
0,,"さあ、乾杯の前に
我々と共に記念撮影をいたしましょう","さあ、乾杯の前に
我々と共に記念撮影をいたしましょう",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,15
0,,"メリークリスマス、覚者さま！
先日はマルコのお手伝い、どうも
ありがとうございました！","メリークリスマス、覚者さま！
先日はマルコのお手伝い、どうも
ありがとうございました！",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,0
0,,"おかげで主の務めも滞りなく進んで
本来の覚者としての務めに戻る時期が来たの","おかげで主の務めも滞りなく進んで
本来の覚者としての務めに戻る時期が来たの",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,1
0,,"覚者さまのお手伝いがあったおかげで
例年よりずっと早く終わったわ！
お礼と言ってはなんだけど、
一つ面白いことを教えてあげますね","覚者さまのお手伝いがあったおかげで
例年よりずっと早く終わったわ！
お礼と言ってはなんだけど、
一つ面白いことを教えてあげますね",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,2
0,,"あたしたちが訪れる場所に
なぜかこの時期だけ＜リトル・フロスト＞が
こっそり出現するんです！","あたしたちが訪れる場所に
なぜかこの時期だけ＜リトル・フロスト＞が
こっそり出現するんです！",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,3
0,,"神殿のアチラコチラにこっそり居るので
良かったら探し出して＜記念撮影＞
とかしてみてはいかがです？","神殿のアチラコチラにこっそり居るので
良かったら探し出して＜記念撮影＞
とかしてみてはいかがです？",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,4
0,,"あ！　写真撮れましたね！
それですよそれ、＜リトル・フロスト＞
とっても不思議な置物なんですよね","あ！　写真撮れましたね！
それですよそれ、＜リトル・フロスト＞
とっても不思議な置物なんですよね",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,5
0,,"実はあたし達も、何故この時期に
これがこっそり出現するのか分からないんです","実はあたし達も、何故この時期に
これがこっそり出現するのか分からないんです",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,6
0,,"でも、なんだか一緒にこの季節を
楽しんでいるみたいで愛らしいですよね","でも、なんだか一緒にこの季節を
楽しんでいるみたいで愛らしいですよね",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,7
0,,"見つけた者に幸福が訪れる――
なーんて噂もあるみたいですよ","見つけた者に幸福が訪れる――
なーんて噂もあるみたいですよ",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,8
0,,"ほう、＜リトル・フロスト＞を見つけたと？
あれは「幸福の使者」と呼ばれているそうだ
この地にも、君にもきっと幸福が訪れるだろう","ほう、＜リトル・フロスト＞を見つけたと？
あれは「幸福の使者」と呼ばれているそうだ
この地にも、君にもきっと幸福が訪れるだろう",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,9
0,,"ミーアから聞いたと思うが
我々はここでの活動を終える時期が近付いている
君にはとてもお世話になった","ミーアから聞いたと思うが
我々はここでの活動を終える時期が近付いている
君にはとてもお世話になった",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,10
0,,"もしも、覚者としてどこかで会った時は
私が君のために力を尽くすことを約束しよう","もしも、覚者としてどこかで会った時は
私が君のために力を尽くすことを約束しよう",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,11
0,,"これまでのお礼に
さっき見つけた＜リトル・フロスト＞
を一つ差し上げるとしよう","これまでのお礼に
さっき見つけた＜リトル・フロスト＞
を一つ差し上げるとしよう",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,12
0,,"このレスタニアの幸福が途切れないよう
我ら三人も祈っているぞ","このレスタニアの幸福が途切れないよう
我ら三人も祈っているぞ",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,13
0,,"この神殿の中に＜リトル・フロスト＞
っていう可愛い置物が出現してますよ！
それを全部見つけて、記念撮影してみてください！","この神殿の中に＜リトル・フロスト＞
っていう可愛い置物が出現してますよ！
それを全部見つけて、記念撮影してみてください！",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,14
0,,"近頃、このレスタニアでも
クリスマスの挨拶をよく見るようになった
赤い衣装で記念撮影する者も多いと聞く","近頃、このレスタニアでも
クリスマスの挨拶をよく見るようになった
赤い衣装で記念撮影する者も多いと聞く",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,15
0,,"これも、君の協力があってこそだな
おかげで私の務めも、無事果たせそうだ","これも、君の協力があってこそだな
おかげで私の務めも、無事果たせそうだ",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,16
0,,"メリークリスマス、覚者様
＜リトル・フロスト＞ですか？
この酒場と、港と、商店区などで見た――
という噂話を耳にしましたね","メリークリスマス、覚者様
＜リトル・フロスト＞ですか？
この酒場と、港と、商店区などで見た――
という噂話を耳にしましたね",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,17
0,,"主もあたしたちも、とても感謝してます！
覚者さまとレスタニアの人たちに幸あれ！","主もあたしたちも、とても感謝してます！
覚者さまとレスタニアの人たちに幸あれ！",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,18
0,,"＜リトル・フロスト＞を見つけたと伺いました
きっと覚者様と貴方様の従者、
それにこの地の人々に幸福が訪れることでしょう","＜リトル・フロスト＞を見つけたと伺いました
きっと覚者様と貴方様の従者、
それにこの地の人々に幸福が訪れることでしょう",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,19
0,,"メリークリスマス！
良い思い出を！","メリークリスマス！
良い思い出を！",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,0
0,,"メリークリスマス、覚者様
教えていただいたレスタニアワイン
主がとても気に入りまして、旅立つ前に
買いだめをしておこうと申しておりました","メリークリスマス、覚者様
教えていただいたレスタニアワイン
主がとても気に入りまして、旅立つ前に
買いだめをしておこうと申しておりました",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,1
0,,"メリークリスマス！　覚者さま！
リトル・フロストはお部屋に飾りましたか？","メリークリスマス！　覚者さま！
リトル・フロストはお部屋に飾りましたか？",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,2
0,,ホッホッホ、メリークリスマス,ホッホッホ、メリークリスマス,ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,3
0,,メリークリスマスでございます,メリークリスマスでございます,ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,4
0,,メリークリスマース！,メリークリスマース！,ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,5
0,,"こんにちは～！
うふふ、“愛の伝道師”として
この神殿にやってきたシェリーよ！","こんにちは～！
うふふ、“愛の伝道師”として
この神殿にやってきたシェリーよ！",ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,0
0,,"とっても素敵な愛のお祭り――
レスタニアでも流行らせたいと思ってるの","とっても素敵な愛のお祭り――
レスタニアでも流行らせたいと思ってるの",ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,1
0,,"どんなお祭りかって？
好意を寄せている人へのアツい想いや
お世話になっている人への感謝を込めて
甘いお菓子をプレゼントするの","どんなお祭りかって？
好意を寄せている人へのアツい想いや
お世話になっている人への感謝を込めて
甘いお菓子をプレゼントするの",ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,2
0,,"どう、素敵なお祭りでしょう？
あなたも参加したくなったわよね！","どう、素敵なお祭りでしょう？
あなたも参加したくなったわよね！",ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,3
