#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"ってことで、隊としても本腰を入れて
ガーゴイルを駆除することになったんだ","ってことで、隊としても本腰を入れて
ガーゴイルを駆除することになったんだ",ui\00_message\quest\q60208000.gmd,\quest\q60208000.arc,q60208000.arc,4
0,,"くっ――
私としたことが敵の罠にはまってしまった――
結界のせいで身動きがとれずにこのザマだ
封印を解いて助けてくれ！","くっ――
私としたことが敵の罠にはまってしまった――
結界のせいで身動きがとれずにこのザマだ
封印を解いて助けてくれ！",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,10
0,,"結界を張る護符が周囲にあるはずだ
それを全て破壊すれば――
！！　――魔物だ！　気をつけろ！","結界を張る護符が周囲にあるはずだ
それを全て破壊すれば――
！！　――魔物だ！　気をつけろ！",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,11
0,,"結界を張るための護符が周囲にあるはずだ
それを全て破壊してくれ！","結界を張るための護符が周囲にあるはずだ
それを全て破壊してくれ！",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,12
0,,"助かった！　礼を言う！
私を罠にはめた魔物たちは
この先にいる――ついてきてくれ！","助かった！　礼を言う！
私を罠にはめた魔物たちは
この先にいる――ついてきてくれ！",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,13
0,,"ふぅ――何とか撃退できたな――
最近、フィンダム各地で
こういった妙な護符を持った魔物が
出没しているようだ","ふぅ――何とか撃退できたな――
最近、フィンダム各地で
こういった妙な護符を持った魔物が
出没しているようだ",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,14
0,,"本来、魔物が持つような代物ではないだろう
こんなもの――
何者かが入れ知恵をしているのか――？","本来、魔物が持つような代物ではないだろう
こんなもの――
何者かが入れ知恵をしているのか――？",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,15
0,,"それはさておき、多分お前は<NPC 559>に
泣きつかれて私を助けに来たんじゃないか？
早く戻って、無事を報告してやってくれ
一応、私も後で顔は出すとしよう","それはさておき、多分お前は<NPC 559>に
泣きつかれて私を助けに来たんじゃないか？
早く戻って、無事を報告してやってくれ
一応、私も後で顔は出すとしよう",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,16
0,,"多分お前は<NPC 559>に
泣きつかれて私を助けに来たんじゃないか？
早く戻って、無事を報告してやってくれ
一応、私も後で顔は出すとしよう","多分お前は<NPC 559>に
泣きつかれて私を助けに来たんじゃないか？
早く戻って、無事を報告してやってくれ
一応、私も後で顔は出すとしよう",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,17
0,,"よ、よかった――！
グリニスさんが無事で――
覚者様、本当に、本当にありがとうございます！","よ、よかった――！
グリニスさんが無事で――
覚者様、本当に、本当にありがとうございます！",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,18
0,,"気を利かせたつもりが
もう少しで大変なことになるところだったわ
今、心から反省しているところなの――","気を利かせたつもりが
もう少しで大変なことになるところだったわ
今、心から反省しているところなの――",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,19
0,,"エラン水林とお姉様のお役に立つために
もっと思慮深く、賢くならなくちゃ――","エラン水林とお姉様のお役に立つために
もっと思慮深く、賢くならなくちゃ――",ui\00_message\quest\q60214003.gmd,\quest\q60214003.arc,q60214003.arc,20
0,,"行ってくださるのですね！
かつてエランにあった村を滅ぼした元凶である
フィンダーエントの討伐に――","行ってくださるのですね！
かつてエランにあった村を滅ぼした元凶である
フィンダーエントの討伐に――",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,0
0,,"この脅威の排除こそ
村の復興を実現させるための
礎になることでしょう","この脅威の排除こそ
村の復興を実現させるための
礎になることでしょう",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,1
0,,"フィンダーエントが今どこにいるかは
ディリスが情報を集めています
――大きな魔物ですから、その動向は
獣たちの動きなどからも推測できるのです","フィンダーエントが今どこにいるかは
ディリスが情報を集めています
――大きな魔物ですから、その動向は
獣たちの動きなどからも推測できるのです",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,2
0,,"村を一つ滅ぼすほどの
手強い相手ではありますが――
わたしは、覚者様ならきっとかの魔物を
排除できると信じておりますわ","村を一つ滅ぼすほどの
手強い相手ではありますが――
わたしは、覚者様ならきっとかの魔物を
排除できると信じておりますわ",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,3
0,,"フィンダーエントが今どこにいるかは
ディリスが情報を集めています
――大きな魔物ですから、その動向は
獣たちの動きなどからも推測できるのです","フィンダーエントが今どこにいるかは
ディリスが情報を集めています
――大きな魔物ですから、その動向は
獣たちの動きなどからも推測できるのです",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,4
0,,"フィンダーエントの動きについて、でしょ？
どうやら《<SPOT 935>》の辺りに
落ち着いて、動く気は無いみたい","フィンダーエントの動きについて、でしょ？
どうやら《<SPOT 935>》の辺りに
落ち着いて、動く気は無いみたい",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,5
0,,"――あのフィンダーエントを討伐すれば
お姉様の悲願である、エランの村復興に
また一歩近付くのよね？","――あのフィンダーエントを討伐すれば
お姉様の悲願である、エランの村復興に
また一歩近付くのよね？",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,6
0,,"本当はね、お姉様のお話を聞くたびに
ずっと夢みたいなことだなって思ってたの","本当はね、お姉様のお話を聞くたびに
ずっと夢みたいなことだなって思ってたの",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,7
0,,"もっともっと時間がかかって
きっと私やお姉様は、生きているうちに
その村が復興するところなんて
見られないんじゃないかって――","もっともっと時間がかかって
きっと私やお姉様は、生きているうちに
その村が復興するところなんて
見られないんじゃないかって――",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,8
0,,"でも、本当に近付いてるのね――
覚者様、どうかフィンダーエントを討伐して
無事に戻ってきてね","でも、本当に近付いてるのね――
覚者様、どうかフィンダーエントを討伐して
無事に戻ってきてね",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,9
0,,"フィンダーエントなら
どうやら《<SPOT 935>》の辺りに
落ち着いて、動く気は無いみたい","フィンダーエントなら
どうやら《<SPOT 935>》の辺りに
落ち着いて、動く気は無いみたい",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,10
0,,"覚者様、どうかフィンダーエントを討伐して
無事に戻ってきてね
いつかエランの村が復興するのを
お姉様や覚者様と一緒に見たいの","覚者様、どうかフィンダーエントを討伐して
無事に戻ってきてね
いつかエランの村が復興するのを
お姉様や覚者様と一緒に見たいの",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,11
0,,"えっ！？　もうフィンダーエントを
討伐してきてくださったのですか！？","えっ！？　もうフィンダーエントを
討伐してきてくださったのですか！？",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,12
0,,"もっと長丁場になるものと思っておりましたが
――さすがは覚者様ですわ！
無事のお戻り、本当に喜ばしいことです","もっと長丁場になるものと思っておりましたが
――さすがは覚者様ですわ！
無事のお戻り、本当に喜ばしいことです",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,13
0,,"ああ――
あのフィンダーエントを排除できたということは
このエランに村を再興しても
もう潰される心配はないのですね","ああ――
あのフィンダーエントを排除できたということは
このエランに村を再興しても
もう潰される心配はないのですね",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,14
0,,"このことは、エラン水林の歴史に刻まれる
大きな出来事となることでしょう
覚者様、もちろんあなた様のお名前と共に――","このことは、エラン水林の歴史に刻まれる
大きな出来事となることでしょう
覚者様、もちろんあなた様のお名前と共に――",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,15
0,,"エラン水林の守り人として
ここに最大限の感謝を表します
お力添え、本当にありがとうございます","エラン水林の守り人として
ここに最大限の感謝を表します
お力添え、本当にありがとうございます",ui\00_message\quest\q60214004.gmd,\quest\q60214004.arc,q60214004.arc,16
0,,"まだ油断はできない――
我々はここで調査を継続します","まだ油断はできない――
我々はここで調査を継続します",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,0
0,,"ここは我々が守ります
覚者殿は先に戻ってお伝えください","ここは我々が守ります
覚者殿は先に戻ってお伝えください",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,1
0,,"まぁ、調査に行ってくださるのですね！
人が増えれば、目の付け所も変わりますもの
きっと新たな発見があるはずですわ","まぁ、調査に行ってくださるのですね！
人が増えれば、目の付け所も変わりますもの
きっと新たな発見があるはずですわ",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,2
0,,"崖崩れから復旧したのは
《<SPOT 930>》の辺りです
鳥が多いところですから突かれないように
注意なさってくださいね、ふふふ！","崖崩れから復旧したのは
《<SPOT 930>》の辺りです
鳥が多いところですから突かれないように
注意なさってくださいね、ふふふ！",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,3
0,,"崖崩れから復旧したのは
《<SPOT 930>》の辺りです
ああ、調査結果を聞かせていただくのが
楽しみです","崖崩れから復旧したのは
《<SPOT 930>》の辺りです
ああ、調査結果を聞かせていただくのが
楽しみです",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,4
0,,"調査に出向いたところを魔物に襲われたんだ
この先で私の仲間が戦っている――
私が退路を確保しておくから
君は加勢に向かってくれ、頼む！","調査に出向いたところを魔物に襲われたんだ
この先で私の仲間が戦っている――
私が退路を確保しておくから
君は加勢に向かってくれ、頼む！",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,5
0,,"この先で私の仲間が戦っている――
私が退路を確保しておくから
君は加勢に向かってくれ、頼む！","この先で私の仲間が戦っている――
私が退路を確保しておくから
君は加勢に向かってくれ、頼む！",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,6
0,,"撤退か――それが正しい判断だな
私は仲間と一旦態勢を立て直してから退く
君はミューセルに報告に行ってくれ！","撤退か――それが正しい判断だな
私は仲間と一旦態勢を立て直してから退く
君はミューセルに報告に行ってくれ！",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,7
0,,"撤退が正しい判断だな
私は仲間と一旦態勢を立て直してから退く
君はミューセルに報告に行ってくれ！","撤退が正しい判断だな
私は仲間と一旦態勢を立て直してから退く
君はミューセルに報告に行ってくれ！",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,8
0,,"あら、覚者様
どうでしたか？　調査のほどは――！","あら、覚者様
どうでしたか？　調査のほどは――！",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,9
0,,"ええっ！　白い魔物に襲われた！？
グリニスとイデさんがご無事なのは
不幸中の幸いですが――","ええっ！　白い魔物に襲われた！？
グリニスとイデさんがご無事なのは
不幸中の幸いですが――",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,10
0,,"困りましたね――
恐らくその白い魔物は
聖域からやってきた魔物でしょう","困りましたね――
恐らくその白い魔物は
聖域からやってきた魔物でしょう",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,11
0,,"よそから来た魔物が
このエランに居つくようになったら
森の生態系が変わってしまいますわ
バランスが崩れないといいのですけれど――","よそから来た魔物が
このエランに居つくようになったら
森の生態系が変わってしまいますわ
バランスが崩れないといいのですけれど――",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,12
0,,"はぁ、わたしはてっきり
イデさんや覚者様が、珍しい草花でも
持って帰ってくださるかとばかり――","はぁ、わたしはてっきり
イデさんや覚者様が、珍しい草花でも
持って帰ってくださるかとばかり――",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,13
0,,"覚者様にまたもご迷惑をおかけして
しまいましたね――
ともあれ、イデさんやグリニスを助けてくださって
感謝いたしますわ","覚者様にまたもご迷惑をおかけして
しまいましたね――
ともあれ、イデさんやグリニスを助けてくださって
感謝いたしますわ",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,14
0,,異国の覚者か！　これはいいところに――！,異国の覚者か！　これはいいところに――！,ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,15
0,,な、何なんだ！？　この白い魔物は！？,な、何なんだ！？　この白い魔物は！？,ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,16
0,,"くっ――劣勢か――！　ここは一旦退くべきだな――
お前も退くんだ！　ミューセルにこのことを伝えてくれ！","くっ――劣勢か――！　ここは一旦退くべきだな――
お前も退くんだ！　ミューセルにこのことを伝えてくれ！",ui\00_message\quest\q60214006.gmd,\quest\q60214006.arc,q60214006.arc,17
0,,"ああ、悪いね
あんたに頼みごとをしたいって子が
いるもんでさ――","ああ、悪いね
あんたに頼みごとをしたいって子が
いるもんでさ――",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,0
0,,"エトナって子だよ
多分二階にいると思うから
会いにいってやってくれるかい？","エトナって子だよ
多分二階にいると思うから
会いにいってやってくれるかい？",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,1
0,,"エトナがあんたに
頼みたいことがあるっていうんだ
多分二階にいると思うから
会いにいってやってくれるかい？","エトナがあんたに
頼みたいことがあるっていうんだ
多分二階にいると思うから
会いにいってやってくれるかい？",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,2
0,,"ああ、あんたが異国の覚者様だったのね！
あたしはエトナよ
ねぇ、ひとつお願いしたいことがあるんだけど――","ああ、あんたが異国の覚者様だったのね！
あたしはエトナよ
ねぇ、ひとつお願いしたいことがあるんだけど――",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,3
0,,"最近この辺り、地鳴りがすごいのよ
なのに、みんな「タラスクが来るんじゃないか」
なんて憶測で怖がるばかり","最近この辺り、地鳴りがすごいのよ
なのに、みんな「タラスクが来るんじゃないか」
なんて憶測で怖がるばかり",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,4
0,,"こんな時こそ、過去の記録をあらって
似たような事件がなかったか
確かめるべきだと思わない！？","こんな時こそ、過去の記録をあらって
似たような事件がなかったか
確かめるべきだと思わない！？",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,5
0,,"だから昔の本がある《<SPOT 919>》に
行きたいのに、あそこはもう獣だらけだからって
誰も相手にしてくれないのよ――","だから昔の本がある《<SPOT 919>》に
行きたいのに、あそこはもう獣だらけだからって
誰も相手にしてくれないのよ――",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,6
0,,"ちょっとくらい危険を冒しても
過去の本にはそれ以上の価値があるはずなの――
特に、こんな時には――","ちょっとくらい危険を冒しても
過去の本にはそれ以上の価値があるはずなの――
特に、こんな時には――",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,7
0,,"でね、《<SPOT 919>》には“獣の主”がいて
そのせいで獣たちが集まってるって聞いたわ
覚者様が“獣の主”を倒してくれたら
きっと獣たちも散るはず――","でね、《<SPOT 919>》には“獣の主”がいて
そのせいで獣たちが集まってるって聞いたわ
覚者様が“獣の主”を倒してくれたら
きっと獣たちも散るはず――",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,8
0,,"お願い――
過去の本がどうしても必要なの
“獣の主”を倒してきて！","お願い――
過去の本がどうしても必要なの
“獣の主”を倒してきて！",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,9
0,,"お願い――
過去の本がどうしても必要なの
《<SPOT 919>》に巣食う
“獣の主”を倒してきて！","お願い――
過去の本がどうしても必要なの
《<SPOT 919>》に巣食う
“獣の主”を倒してきて！",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,10
0,,"“獣の主”を倒してきてくれたのね
ありがとう――！
これで本を探しに行けるわ！","“獣の主”を倒してきてくれたのね
ありがとう――！
これで本を探しに行けるわ！",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,11
0,,"よその国から来た見慣れない人だけど
とても強くて優しい覚者様なのね
あの、これ、お礼に――少しだけど――","よその国から来た見慣れない人だけど
とても強くて優しい覚者様なのね
あの、これ、お礼に――少しだけど――",ui\00_message\quest\q60215000.gmd,\quest\q60215000.arc,q60215000.arc,12
0,,"鎧の魔物の討伐、あんたが行ってくれるんだね
助かるよ――ほんと最近は色々あって
手が足りなくてさ","鎧の魔物の討伐、あんたが行ってくれるんだね
助かるよ――ほんと最近は色々あって
手が足りなくてさ",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,0
0,,"元々調査に行くはずだった戦士を紹介するから
一度、本人から討伐の詳細を
聞いてから現地に向かってくれるかい？","元々調査に行くはずだった戦士を紹介するから
一度、本人から討伐の詳細を
聞いてから現地に向かってくれるかい？",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,1
0,,"ワイニって戦士さ
普段は門番をしてるから
きっと門の近くにいると思うよ","ワイニって戦士さ
普段は門番をしてるから
きっと門の近くにいると思うよ",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,2
0,,"ワイニって戦士に
討伐の詳細を聞いてから
現地に向かってくれるかい？","ワイニって戦士に
討伐の詳細を聞いてから
現地に向かってくれるかい？",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,3
0,,"普段は門番をしてるから
きっと門の近くにいると思うよ","普段は門番をしてるから
きっと門の近くにいると思うよ",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,4
0,,"ラザネイルから話は聞いている
私の代わりに鎧の魔物を討伐しに行ってくれると――","ラザネイルから話は聞いている
私の代わりに鎧の魔物を討伐しに行ってくれると――",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,5
0,,"鎧の魔物は現在《<SPOT 921>》に
とどまっているようだ
叩くなら今が好機だな","鎧の魔物は現在《<SPOT 921>》に
とどまっているようだ
叩くなら今が好機だな",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,6
0,,"すでに聞いているかもしれないが
《マグサス古水路》の鍵を
鎧の魔物に奪われているのだ","すでに聞いているかもしれないが
《マグサス古水路》の鍵を
鎧の魔物に奪われているのだ",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,7
0,,"恐らく、鍵は鎧の魔物が持っているか
近くに落ちているかのどちらかだろう
討伐だけでなく、鍵の探索も頼んだぞ","恐らく、鍵は鎧の魔物が持っているか
近くに落ちているかのどちらかだろう
討伐だけでなく、鍵の探索も頼んだぞ",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,8
0,,"鎧の魔物は現在《<SPOT 921>》に
とどまっているようだ
叩くなら今が好機だな","鎧の魔物は現在《<SPOT 921>》に
とどまっているようだ
叩くなら今が好機だな",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,9
0,,"おお、帰ったか
鎧の魔物は討伐し、鍵も持ち帰ったと――！
完璧ではないか！","おお、帰ったか
鎧の魔物は討伐し、鍵も持ち帰ったと――！
完璧ではないか！",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,10
0,,"鍵が真っ二つに割れているようだが
この程度、継ぎ合わせればどうということはない
私が修復し、ラザネイルに渡しておこう","鍵が真っ二つに割れているようだが
この程度、継ぎ合わせればどうということはない
私が修復し、ラザネイルに渡しておこう",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,11
0,,"この分だと、私が討伐に出ようとするよりも
最初から貴方に頼んだ方が速かったかも知れないな
その武勇に敬意を――","この分だと、私が討伐に出ようとするよりも
最初から貴方に頼んだ方が速かったかも知れないな
その武勇に敬意を――",ui\00_message\quest\q60215001.gmd,\quest\q60215001.arc,q60215001.arc,12
0,,"ああ、行ってくれるっていうのかい！
――あんたが引き受けてくれるんじゃないかって
内心期待してたところもあってね――","ああ、行ってくれるっていうのかい！
――あんたが引き受けてくれるんじゃないかって
内心期待してたところもあってね――",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,0
0,,"タラスクの居場所は
外にいるフィンが知ってるはずさ
――あんたにこの村の命運がかかってるんだ
気張っておくれよ――","タラスクの居場所は
外にいるフィンが知ってるはずさ
――あんたにこの村の命運がかかってるんだ
気張っておくれよ――",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,1
0,,"タラスクの居場所は
外にいるフィンが知ってるはずさ
――あんたにこの村の命運がかかってるんだ
気張っておくれよ――","タラスクの居場所は
外にいるフィンが知ってるはずさ
――あんたにこの村の命運がかかってるんだ
気張っておくれよ――",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,2
0,,"ああ、あんたがタラスクの討伐に
向かってくれるのか――","ああ、あんたがタラスクの討伐に
向かってくれるのか――",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,3
0,,"クソッ！　毎日鍛練を積んできたっていうのに
あの巨体の前になす術もなくやられちまった――！","クソッ！　毎日鍛練を積んできたっていうのに
あの巨体の前になす術もなくやられちまった――！",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,4
0,,"俺だけじゃない、あの叔父貴たちも
次々なぎ倒されちまったんだ
ここんところ侵食魔との戦いが続いて
調子が悪かったんだと思うが――","俺だけじゃない、あの叔父貴たちも
次々なぎ倒されちまったんだ
ここんところ侵食魔との戦いが続いて
調子が悪かったんだと思うが――",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,5
0,,"なぁ、この村で今戦えるのはあんただけだ
タラスクは《<SPOT 922>》にいる――
頼むよ、この無念を晴らしてきてくれ！","なぁ、この村で今戦えるのはあんただけだ
タラスクは《<SPOT 922>》にいる――
頼むよ、この無念を晴らしてきてくれ！",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,6
0,,"この村で今戦えるのはあんただけだ
タラスクは《<SPOT 922>》にいる――
頼むよ、この無念を晴らしてきてくれ！","この村で今戦えるのはあんただけだ
タラスクは《<SPOT 922>》にいる――
頼むよ、この無念を晴らしてきてくれ！",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,7
0,,"ど、どうだった――
タラスクは――","ど、どうだった――
タラスクは――",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,8
0,,"何！？　討伐できたのか！！
やった！　これで村を潰されずに済む！！","何！？　討伐できたのか！！
やった！　これで村を潰されずに済む！！",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,9
0,,"心から感謝する
村を救ってくれて――
そして、俺たちの無念を晴らしてきてくれて！","心から感謝する
村を救ってくれて――
そして、俺たちの無念を晴らしてきてくれて！",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,10
0,,"あんたみたいに勇敢な戦士もなかなかいないよ
その武勇に全力で敬意を捧げるぜ！","あんたみたいに勇敢な戦士もなかなかいないよ
その武勇に全力で敬意を捧げるぜ！",ui\00_message\quest\q60215002.gmd,\quest\q60215002.arc,q60215002.arc,11
0,,"なんとか撃退できたか――
あの奇妙な魔物は一体何だったのだ
罠を仕掛ける魔物など、聞いたこともない！","なんとか撃退できたか――
あの奇妙な魔物は一体何だったのだ
罠を仕掛ける魔物など、聞いたこともない！",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,0
0,,"レスタニアの覚者よ、すまないが
一度、《マヌンの集落》の辺りにいる爺さん――
<NPC 2556>といったか、彼に報告に行ってくれないか
俺はこの辺りを少し調べてから戻る","レスタニアの覚者よ、すまないが
一度、《マヌンの集落》の辺りにいる爺さん――
<NPC 2556>といったか、彼に報告に行ってくれないか
俺はこの辺りを少し調べてから戻る",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,1
0,,"レスタニアの覚者よ、すまないが
一度、《マヌンの集落》の辺りにいる爺さん――
<NPC 2556>といったか、彼に報告に行ってくれないか
俺はこの辺りを少し調べてから戻る","レスタニアの覚者よ、すまないが
一度、《マヌンの集落》の辺りにいる爺さん――
<NPC 2556>といったか、彼に報告に行ってくれないか
俺はこの辺りを少し調べてから戻る",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,2
0,,"これはこれは――
ダナで一番の戦士をよこしてくれるのかと思えば
まさか異国の覚者様、貴方が来てくださるとは","これはこれは――
ダナで一番の戦士をよこしてくれるのかと思えば
まさか異国の覚者様、貴方が来てくださるとは",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,3
0,,"なんでも、ダナの辺りで地鳴りが聞こえるそうですな
恐らく原因はわしの記憶にある“アレ”で
間違いありますまい","なんでも、ダナの辺りで地鳴りが聞こえるそうですな
恐らく原因はわしの記憶にある“アレ”で
間違いありますまい",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,4
0,,"本来ならば、この年寄りの昔話くらい
こころよくお聞かせしたいところですが
このマヌンにも危機が迫っておるのです――","本来ならば、この年寄りの昔話くらい
こころよくお聞かせしたいところですが
このマヌンにも危機が迫っておるのです――",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,5
0,,"《聖河の遺跡》に
封印されていたはずの魔物が
最近、急に動き出したような気配がありまして","《聖河の遺跡》に
封印されていたはずの魔物が
最近、急に動き出したような気配がありまして",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,6
0,,"近くを通りがかった戦士に声をかけ
様子を見てきてくれるよう頼んだのですが
いまだ戻ってきておりませんでな――","近くを通りがかった戦士に声をかけ
様子を見てきてくれるよう頼んだのですが
いまだ戻ってきておりませんでな――",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,7
0,,"これは、何らかの理由で
封印が解けたと考えてよいでしょう
かの魔物が外に出れば、この洞窟を
襲いに来るやもしれませぬ","これは、何らかの理由で
封印が解けたと考えてよいでしょう
かの魔物が外に出れば、この洞窟を
襲いに来るやもしれませぬ",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,8
0,,"交換条件となってしまいますが
魔物を倒してきてくだされば
地鳴りについて、お話いたしましょう","交換条件となってしまいますが
魔物を倒してきてくだされば
地鳴りについて、お話いたしましょう",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,9
0,,"《聖河の遺跡》 で
目覚めたらしき魔物を討伐してきてくだされば
わしの知る限りのことをお話いたしましょう","《聖河の遺跡》 で
目覚めたらしき魔物を討伐してきてくだされば
わしの知る限りのことをお話いたしましょう",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,10
0,,"先に行った戦士もまだ戻っておりませんが――
残念なことになっていなければいいのですが","先に行った戦士もまだ戻っておりませんが――
残念なことになっていなければいいのですが",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,11
0,,"ああ、行ってくれるのかい
どんどんややこしいことになっていっちまって
なんだかすまないね――","ああ、行ってくれるのかい
どんどんややこしいことになっていっちまって
なんだかすまないね――",ui\00_message\quest\q60215003.gmd,\quest\q60215003.arc,q60215003.arc,12
