0,,"――《<SPOT 914>》の近くには
《<SPOT 959>》という
人の住まう塔がある","Near <SPOT 914>, there is a tower inhabited by people called <SPOT 959>.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,75
0,,"アデムも少しずつ落ち着いてきています
盗賊の人たちも気にかけてくださって――
あの人たちって、悪人のくせに
子供には優しいんですね","Adem is slowly settling down too. The thieves are taking care of us – it's strange that they're kind to children, despite being bad people.",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,7
0,,"イェルハルド様はお忙しい
伝言なら俺がことづかろう","Lord Yerhard is quite busy. If it's a message, I can handle it.",ui\00_message\npc\base\n2900.gmd,\npc\n2900.arc,n2900.arc,2
0,,"イェルハルド様は多忙だ
ロスギルの村のことなら
まずは俺を通してもらおうか","Lord Yerhard is busy. If it's about Losgil village, it's better to go through me.",ui\00_message\npc\base\n2900.gmd,\npc\n2900.arc,n2900.arc,0
0,,"エリアの西側、ダクレイム砦の付近に
地下へと続く遺跡がある――
危険だが、行く価値のある場所だ","To the west of the area, near Dukerame Fort, there's a ruin that leads underground. It's dangerous, but it's worth a visit.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,19
0,,"エルセンさんは戦が始まる前から、この辺りで
手広く商いをしてらした方なんですよ
こうしてわたしにも、場所を貸してくださっています",Arisen here has been involved in various businesses around here even before the war started. And they've also lent me this place.,ui\00_message\npc\base\n2905.gmd,\npc\n2905.arc,n2905.arc,2
0,,"オークに捕らわれた人たちを
解放してあげることができて良かった――
危ないところでしたから",I'm glad I could free the people captured by the orcs – it was a dangerous situation.,ui\00_message\npc\base\n2880.gmd,\npc\n2880.arc,n2880.arc,1
0,,"ガラダがフィンダム中の族長に
いち早く連携を提案してくれた
これは、先日の危機を乗り越えた賜物といえるな",Garada quickly proposed cooperation to the chieftains of Findam – it's a testament to overcoming the recent crisis.,ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,99
0,,"キンガル峡谷北部には
《<SPOT 914>》という
大規模な遺跡があるのだが――","In the northern part of Kingar Gorge, there's a large ruin called ""<SPOT 914>,"" but –",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,72
0,,"グリンデュアは貴君のために
より質の良い支援品を集めておくことを
約束しよう","Grindewa promises to gather better-quality support items for you. It's thanks to your help that we were able to recapture the Tines Fort, after all.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,66
0,,"ティネス砦は覚者さまのお陰で
奪還できたようなところだからね！
また奪われないように、こうして見張ってるよ","Tines Fort was retaken thanks to your help, Arisen! We're here to prevent it from being taken again.",ui\00_message\npc\base\n2855.gmd,\npc\n2855.arc,n2855.arc,1
0,,"ティネス砦を取り戻せたのも
覚者様のお力あってのことと聞いております
ありがとうございます",We've heard that Arisen was instrumental in retaking Tines Fort. Thank you.,ui\00_message\npc\base\n2852.gmd,\npc\n2852.arc,n2852.arc,1
0,,"フィンダムは災い続きだ
やはり、言い伝えを――先人の知恵を
無視したからこうなっているのでは――
そう考えるのも当然のことだと思わないか",Findam has been plagued by disasters. It's natural to think that it's because they ignored traditions and wisdom passed down by their ancestors.,ui\00_message\npc\base\n2704.gmd,\npc\n2704.arc,n2704.arc,8
0,,"ベルタママがいない間
一応ココはあたしがまとめてるからさ
何かあったら聞きにきな","While Lady Bertamama is away, I'm taking charge here. If you have any issues, feel free to come and ask.",ui\00_message\npc\base\n2950.gmd,\npc\n2950.arc,n2950.arc,1
0,,"ベルタ盗賊団のアジトでお会いしましたね
ほら、《湖畔の洞窟》にある――","We met at the Bert Bandit Hideout, right? It's in the ""<SPOT 915>.""",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,6
0,,"ムキムキした人が多くて
なんていうか文化の違いを感じるよ","There are many muscular people here, and it feels like there are cultural differences.",ui\00_message\npc\base\n2755.gmd,\npc\n2755.arc,n2755.arc,4
0,,"リキャルドのヤツ、顔真っ青だろ
まぁ仕方ないよねぇ
戦に向いてないんだろうね、可哀想なもんだよ","Ricard looks pale, doesn't he? Well, it can't be helped. He's not cut out for battle, poor guy.",ui\00_message\npc\base\n2855.gmd,\npc\n2855.arc,n2855.arc,2
0,,"ロスギルの人たちは外の状況を
分かっているのかしら？
あまりにものんびりしすぎてない？",Do the people in Losgil really understand the situation outside? Aren't they too relaxed?,ui\00_message\npc\base\n2907.gmd,\npc\n2907.arc,n2907.arc,1
0,,"ロスギルはいいですね
この戦乱の最中にあって
食べる物にも住む場所にも困っていない
イェルハルド殿の見事な手腕によるものでしょう","Losgil is nice. Even in the midst of this chaos, they have no problems with food and shelter. Thanks to Lord Yerhard's excellent management.",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,1
0,,"並べてる商品は大体外の商人から
仕入れてきたもんだ
――ああ、後ろの酒瓶は俺のだけど","'ve mostly purchased the products from outside merchants – oh, the bottles of alcohol in the back are mine, though.",ui\00_message\npc\base\n2954.gmd,\npc\n2954.arc,n2954.arc,3
0,,"人が多くなると揉め事や悩み事も
増えるようですが――
これも命あってこそのものですものね","With more people around, disputes and worries seem to increase. But that's just part of life.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,16
0,,"今、あの強大な魔物に太刀打ちできるのは
白き竜の覚者――貴君だけだろう
どうか、ヤツを討ってくれないだろうか","Now, the one who can confront that mighty demon is the White Dragon's Arisen – perhaps you can defeat it for us?",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,89
0,,"今は寝床に余裕があります
休みたいなら案内しましょうか？","There's plenty of room for a bed now. If you want to rest, shall I show you the way?",ui\00_message\npc\base\n2750.gmd,\npc\n2750.arc,n2750.arc,4
0,,"今までの敵とは違う、あまりにも
危険すぎる相手だ――
無理にとは言えない――",This is a different kind of danger from the enemies we've faced so far – it's not something we can force.,ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,90
0,,"今まで良いニュースなんて一つもありませんでした
覚者様が来てくださってから、何だか
希望が見えてきたような気がします","There hasn't been any good news until now, but ever since Arisen came, it feels like we've glimpsed some hope.",ui\00_message\npc\base\n2852.gmd,\npc\n2852.arc,n2852.arc,2
0,,"今まで若者との間に軋轢を生んでいた
ボーデシアでさえ、貴君に話がしたいと
いうのだから大したものだな――","Even in Boedecia, where there has been tension between the young people, they want to talk to you – that's quite something.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,45
0,,"他でも食べられますが
やはりロスギルの魚を使っているだけあって
一味違いますよ！","You can eat this elsewhere, but using Rosgil's fish does make a difference!",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,3
0,,"仮組の足場には手すりがありません
足を滑らせないよう気を付けてくださいね
いくら覚者様でも、この高さですから","Be careful as there are no handrails on the temporary scaffolding. It's a long way down, even for the Arisen.",ui\00_message\npc\base\n2858.gmd,\npc\n2858.arc,n2858.arc,3
0,,"休んでいくなら<VAL PRICE_INN>だ
見ての通り、ここって色んな店があるから
ちょっと騒がしいけど――耳栓も貸し出すからさ
それでもいいかい？","If you want to rest, it's <VAL PRICE_INN>. As you can see, there are various shops here, so it might get noisy, but we can provide earplugs if you'd like.",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,1
0,,"何か盗賊の方たちのお手伝いをと思って――
散らばっていた道具なんかを片付けてみたんです
少しはきれいになったかと",I thought I'd help out with something for the thieves – I tried to clean up some of the scattered tools. I wonder if it's a bit neater now.,ui\00_message\npc\base\n2955.gmd,\npc\n2955.arc,n2955.arc,1
0,,"何しろ我々は今や希望を忘れては
いけないことを知っていますからね",We mustn't forget that we know how important it is not to forget hope now.,ui\00_message\npc\base\n3051.gmd,\npc\n3051.arc,n3051.arc,3
0,,"何だ、聞きたいことでもあるのか？
ラスニテ一帯について
俺のところに入ってきている情報なら
いくらでも話してやろう",What's wrong? Do you want to know something about the Rasenite area? I can tell you any information that's come to me.,ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,2
0,,"何の取り柄もないんでね、こうやって
兵士の皆さんの雑用でもやって
ちょっとずつ生きてく道を探っとかないとね","I don't have any particular talents, so I'm helping out with various odd jobs for the soldiers, slowly finding a way to live.",ui\00_message\npc\base\n2859.gmd,\npc\n2859.arc,n2859.arc,3
0,,"何よりも気がかりなのは
離ればなれになった妻のことでして――
ここに一緒にいられたら、それだけで
どんなに気が楽だったか",The most worrisome thing is the separation from my wife – it would have been so much more reassuring if we could have been together here.,ui\00_message\npc\base\n2806.gmd,\npc\n2806.arc,n2806.arc,3
0,,"何を守っているのかは――
長老のベレナスにでもお聞きください
我らは祖先より代々、この塔にて“守る”ために
ここにいると聞かされています","What we are protecting, you should ask Elder Berenas about it. We have been told that we are here, generation after generation, to ""protect"" this tower.",ui\00_message\npc\base\n2750.gmd,\npc\n2750.arc,n2750.arc,12
0,,"侵食という未曾有の災害に見舞われたフィンダム
その中でも、さらに魔族の脅威に繰り返し
さらされたグリンデュアが――今もこうして
あるのは全て貴君の力添えあってこそ","Finndam, which was struck by the unprecedented disaster of erosion, and Grindewar, which has been repeatedly exposed to the threat of the demon tribe even in that, is still here today thanks to all the support from you.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,93
0,,"俺が誰かって？
イェルハルド様の筆頭補佐官といえば俺だ
――まぁ、貴方はこの国の者でもない
多少の無礼も大目に見よう","Who am I? If you ask, I'm the chief assistant to Lord Yerhald. Well, you're not from this country, so I'll overlook a little rudeness.",ui\00_message\npc\base\n2900.gmd,\npc\n2900.arc,n2900.arc,1
0,,"俺たち盗賊団ほど自由な集まりは無いと思うぜ
色んなところへフラフラ行っちまうヤツが
結構多いから、外でも見かけるかもな","I don't think there's a gathering as free as our thief gang. There are quite a few people who wander around in various places, so you might see them outside too.",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,13
0,,"俺なんか、もう命くらいしか
無くして惜しいものも無いからよ
――こればっかりはな","As for me, I don't really have anything left to lose except my life – it's all I've got left.",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,3
0,,"俺に何度も話しかけてどうするつもりだ？
懐に入り込んで、なけなしの金でも
毟り取るつもりか？",What's the point of talking to me repeatedly? Do you plan to get into my pocket and take even the last bit of money I have?,ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,4
0,,"働いて、食べて、寝る
これ以外のことは今のところ
何も望んじゃいません","Work, eat, sleep – I don't want anything else for now.",ui\00_message\npc\base\n2882.gmd,\npc\n2882.arc,n2882.arc,4
0,,"先ほど判明したのだが、小塔に収められた
書物に“スカージ”の名があったのだ
――強大な悪魔の名前だ","I found out earlier that the book stored in the small tower has the name ""Scarg."" It's the name of a powerful demon.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,87
0,,"先日、シェドレアン大神殿前の橋の
修繕が終わったのは知っているか？
実は、そこへ魔族が現れ
いまだ通行が難しくなっている","Did you know that the bridge in front of the Shedrean Temple was finally repaired the other day? Actually, demons appeared there, and it's still difficult to cross.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,43
0,,"先日は世話になった――
貴君に《<SPOT 913>》へ先行してもらった
おかげで、後続の調査隊は安全に
調査に集中できたという","I appreciate your help the other day. Thanks to you, we were able to concentrate on our investigation safely after you went to ""Shedrean.""",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,53
0,,"取引に行くのは主にグリンデュアだけど
ダナの方に行くこともあるんだ","The trade missions are usually handled by Grindewa, but sometimes we also go to Dana's side.",ui\00_message\npc\base\n2755.gmd,\npc\n2755.arc,n2755.arc,3
0,,"囚われている間、ずっと
前みたいに暮らしたいって思ってたんです
地味な生活、大いに結構ですよ","While I was imprisoned, I kept thinking I wanted to live like I used to. A simple life is more than fine.",ui\00_message\npc\base\n2882.gmd,\npc\n2882.arc,n2882.arc,3
0,,"回復薬一つ仕入れるのに
どれだけ苦労してるか――",You have no idea how hard it is to get one bottle of healing potion...,ui\00_message\npc\base\n2751.gmd,\npc\n2751.arc,n2751.arc,3
0,,"国の言い伝えとなっていた古き魔物が
再び活動を始めていたなんて――",The ancient creatures that were supposed to be legends in the country have started to become active again.,ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,41
0,,"塔の外からお越しとは――
用があるならお聞きしましょう","You've come from outside the tower? If you have business, I'll be happy to listen.",ui\00_message\npc\base\n2750.gmd,\npc\n2750.arc,n2750.arc,0
0,,"外から来たところ悪いが、節約に協力してくれ
回復薬を次々に飲むより
仲間に回復してもらうようにするとか――","I know you've come from the outside, but please cooperate with our efforts to save resources. Instead of consuming healing potions one after another, consider having your companions heal you.",ui\00_message\npc\base\n2751.gmd,\npc\n2751.arc,n2751.arc,2
0,,"実は――このエリアの脅威は
ジフール砦の骸の将だけではないのです","In fact, the threat in this area is not just the skeletal lord of Jifol Fortress.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,35
0,,"実は、昔この展望城へも
歌を披露しに来たことがあるのですよ
今度は違う立場で招かれるなんて
人生何が起こるかわからないものです","Actually, I came to perform here at the Watchtower in the past. It's funny how life can invite you in different ways this time.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,14
0,,"家は潰されましたけど、きっとまた
私がお金を貯めて建て直してみせます
あの子を育てていかなくちゃ","Our house was destroyed, but I'll surely save up and rebuild it. I have to raise my child.",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,8
0,,"宿泊をご希望なら<VAL PRICE_INN>です
ここは資源が限られていることもあり
旅人に大盤振る舞いというのはできないのです
それでも、よろしいですか？","If you're looking for accommodation, it's <VAL PRICE_INN>. We have limited resources here, so we can't afford to be extravagant with travelers. Is that acceptable to you?",ui\00_message\npc\base\n2750.gmd,\npc\n2750.arc,n2750.arc,1
0,,"封鎖はすでに解いてある――
もしも貴君の調査によって
何らかの手がかりとなるようであれば
ぜひ調べてみてくれ――","The seal has already been broken. If your investigation could provide any clues, please examine it.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,85
0,,"少しそっとしておいてほしいんですよ
うちの子が傷付いてるの
見てわからないんですか？",I'd appreciate it if you left us alone for a bit. My child is hurt. Can't you see that?,ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,3
0,,"展望城の奪還――この報せは
アッカーシェランで生きる者にとって
大きな希望となります",The recapture of the Watchtower – this news is a great hope for those living in Akkashelan.,ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,32
0,,"幸い、ここは規模こそ小さくとも全員が食べ、
眠る場所を維持するだけの力はあります
それぞれが力を尽くしてくれた結果です","Fortunately, even though the scale is small, everyone has the power to maintain a place to eat and sleep. It's the result of everyone's hard work.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,4
0,,"引き受けてもらえるのなら
あの辺りの事情について詳しい者を
貴君に紹介しよう
準備ができたら俺に話しかけてくれ","If you're willing to take on the task, I'll introduce someone who knows the situation in that area well. When you're ready, talk to me.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,62
0,,"弱化にはなっていませんよ
気のせい、ということです
よろしいですね",We haven't weakened. It's just an illusion. Is that clear?,ui\00_message\npc\base\n2750.gmd,\npc\n2750.arc,n2750.arc,10
0,,"彼が素直に話すとは思えませんが――
私たちですら、いつも煙に巻かれるのです","I don't think he'll speak candidly, but even we often get confused.",ui\00_message\npc\base\n2750.gmd,\npc\n2750.arc,n2750.arc,16
0,,"彼女の墓である《<SPOT 913>》を
調査することで、封印を解く
手がかりが得られるはずだ","By investigating the <SPOT 913> at her grave, you should be able to find clues to break the seal.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,51
0,,"怪しげであっても客人だ
イェルハルド様のためにも
貴方をもてなすよう皆に言っておいた","Even if it's suspicious, you're a guest. I told everyone to treat you well for Lord Yerhald's sake.",ui\00_message\npc\base\n2900.gmd,\npc\n2900.arc,n2900.arc,3
0,,"恐らく住民には歓迎されないだろうとは思うが
《<SPOT 959>》を調査の足場として
あるいは旅の疲れを癒すため
役立ててほしい――","It probably won't be welcomed by the residents, but you can use <SPOT 959> as a base for your investigations or to rest from your travels.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,78
0,,"悪い方にいったらどうするんです
今のままで十分――",What if it goes wrong? Things are fine as they are now.,ui\00_message\npc\base\n2707.gmd,\npc\n2707.arc,n2707.arc,5
0,,"悪しき竜、武装をはじめたオークども――
もはや手遅れであることは変わらんが","Evil dragons, armed orcs – it's too late, but...",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,7
0,,"我が村の者が魔物と対峙しても
生きて戻ってくることは難しいだろう――
覚者よ、どうかその白き竜の加護によって
魔物を打ち払ってもらえないだろうか","It's difficult for our villagers to confront monsters and come back alive. Arisen, would you please help drive away the monsters with the protection of the White Dragon?",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,74
0,,"戦が始まる前からこうして釣りをしている
うちの親父も、そのまた親父も釣りをして
暮らしてたんだ",I've been fishing like this even before the war began. My father and his father also lived by fishing.,ui\00_message\npc\base\n2909.gmd,\npc\n2909.arc,n2909.arc,2
0,,"戦乱の中、たくさんのものが破壊されました
それは家屋であり、人々の心であり――
そしてアッカーシェランという国が築いてきた
文化すらも犠牲になりつつあります","In the midst of war, many things were destroyed. Homes, people's hearts, and even the culture built by the country of Akkashelan are becoming sacrifices.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,7
0,,"捕らわれていた人たちは
まだ深く傷ついていて――
無理もないことです",The people who were captured are still deeply wounded – it's not unreasonable.,ui\00_message\npc\base\n2880.gmd,\npc\n2880.arc,n2880.arc,2
0,,"最近の皆、表情が固まっちゃってるわぁ――
なるようにしかならないんだから
考えても無駄無駄～","Everyone seems to have stiff expressions these days. Well, there's no use in worrying when things will turn out how they will.",ui\00_message\npc\base\n2752.gmd,\npc\n2752.arc,n2752.arc,1
0,,"最近は――宛先として書かれている村が
無くなってることも多くなって――
少し疲れましてね","Recently, many of the villages listed as destinations are disappearing – it's tiring.",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,5
0,,"最近は侵食がフィンダム全体に
拡がっているそうですね
――ここに閉じこもるばかりでいいのかしら",It seems that the erosion is spreading throughout Finndam – is it okay to just stay holed up here?,ui\00_message\npc\base\n2756.gmd,\npc\n2756.arc,n2756.arc,1
0,,"村から村へ手紙を届ける仕事をしてたんです
こんな状況ですから、みな遠くに住む親せきや
友人を心配して手紙を書くんです","I used to deliver letters from village to village. With this situation, everyone worries about their relatives and friends who live far away and writes letters to them.",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,4
0,,"村人の中にはまだ貴君のことを
受け入れられない者も多いかもしれないが
どうか、大目に見てやってほしい","Among the villagers, there may be many who still can't accept you, but please, cut them some slack.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,37
0,,"来てくれてよかった――
こちらから貴君へ遣いを出そうかと
思案していたところだ",I'm glad you came. I was considering sending someone to you to discuss matters.,ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,86
0,,"活動拠点が広くなった分
たくさんの避難者たちを受け入れることが
できるようになりました","With the expanded operating base, we can now accommodate many refugees.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,15
0,,"火にあたりながら
細々したものを作るのが好きでして――
何、つまらないものばかりなんですがね","I enjoy making small things by the fire – nothing special, though.",ui\00_message\npc\base\n2904.gmd,\npc\n2904.arc,n2904.arc,3
0,,"火種は大量に買っといた方がいいですよ
何と言っても、そんなにかさばりませんから
そんでもって無いと大変なことになるでしょう","It's a good idea to stock up on tinder. After all, it doesn't take up much space, and it can be a lifesaver.",ui\00_message\npc\base\n2892.gmd,\npc\n2892.arc,n2892.arc,3
0,,"王子が――本当に還られるとは――
異国の覚者よ
ネド王子を助けてくれたこと、伏して感謝する！","The prince... to think he would actually return. Foreign Arisen, I bow in gratitude for saving Prince Nedo!",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,21
0,,"異国の覚者よ、聞いてほしい――
《<SPOT 912>》はこのキンガルに
おいてもかなり大規模な遺跡だ","Listen, foreign Arisen. <SPOT 912> is quite a large ruin even here in Kingar.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,47
0,,"疲れてるなら一眠りしていくか？
ここは静かだし、見た目よりは
寝心地も悪くないぜ","If you're tired, would you like to take a nap? It's quiet here, and the sleeping conditions aren't as bad as they may look.",ui\00_message\npc\base\n2953.gmd,\npc\n2953.arc,n2953.arc,0
0,,"白き竜の覚者よ――
実は、グリンデュアはまたも
魔族の脅威にさらされているのだ――","Arisen of the White Dragon, Grindewa is once again threatened by the forces of darkness.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,67
0,,"皆疲れてるから
あまり長くは休んでもらえないが――
よかったら、少し休憩していくかい","Everyone is tired, so you can't rest for too long, but if you'd like, take a short break.",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,3
0,,"盗賊っていっても
俺らは殺して奪うようなことはしてねぇよ
子供をさらったりもしてねぇ","We may be thieves, but we don't kill or rob people. We don't kidnap children either.",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,5
0,,"砦に入れてもらえたのはいいんだけど
人手が足りないからってさ
鎧着せられそうになってびっくりしたよ","I'm fine with being allowed into the fortress, but they tried to put armor on me because there's a shortage of manpower.",ui\00_message\npc\base\n2861.gmd,\npc\n2861.arc,n2861.arc,1
0,,"神殿の入り口から伸びた巨大な腕に
ズバーッと頭から切り裂かれた！！",The giant arm extended from the temple's entrance was sliced off from head to toe!,ui\00_message\npc\base\n2705.gmd,\npc\n2705.arc,n2705.arc,3
0,,"私たち、目の前で家を潰されたんです
この子も、それがショックで――","They destroyed our homes right before our eyes, and my child was traumatized...",ui\00_message\npc\base\n2957.gmd,\npc\n2957.arc,n2957.arc,4
0,,"私にできることは無いかと聞いてみても
特に何も無いそうなんです
ただ休んでいるのも申し訳ないし
どうしましょうね――","When I asked if there was anything I could do to help, they said there wasn't anything specific. I feel bad just resting, but what can we do?",ui\00_message\npc\base\n2955.gmd,\npc\n2955.arc,n2955.arc,2
0,,"私に何か用があるなんて
珍しいね？",Do you have business with me? That's unusual.,ui\00_message\npc\base\n2907.gmd,\npc\n2907.arc,n2907.arc,0
0,,"私に言わせれば、ダナの侵食が
比較的ゆるやかなのは
村の位置が関係しているだけです","To me, the relatively gentle erosion in Dana is because of the village's location.",ui\00_message\npc\base\n2750.gmd,\npc\n2750.arc,n2750.arc,14
0,,"私も工事を手伝っていますが
この砦が完全にかつての姿に戻るまでは
時間がかかるでしょう――","I'm helping with the construction as well, but it'll take time for this fortress to return to its former glory.",ui\00_message\npc\base\n2858.gmd,\npc\n2858.arc,n2858.arc,2
0,,"空の渦、怖いのに
一度見始めるとずっと見ちゃうの
それでもっと怖くなるから――
もう見たくない","I'm scared of the swirling vortex, but once I start watching, I can't stop. And that makes it even scarier – I don't want to see it anymore.",ui\00_message\npc\base\n2708.gmd,\npc\n2708.arc,n2708.arc,8
0,,"空はまた元に戻る？
はやく戻ってくれないと、怖い夢を見そう","Will the sky return to normal? It needs to come back soon, or I'll have nightmares.",ui\00_message\npc\base\n2708.gmd,\npc\n2708.arc,n2708.arc,9
0,,"竜のことはよく知らねぇんだ
王家の人間とその取り巻きが
なんかそれっぽくやってんだろ？","I don't know much about dragons. It seems like people from the royal family and their entourage are doing something related to them, though.",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,7
0,,"自分が異国から来たからといって
ここの掟を軽んじないことだ",Just because you're from a foreign land doesn't mean you should disregard the rules here.,ui\00_message\npc\base\n2704.gmd,\npc\n2704.arc,n2704.arc,2
0,,"自分は家も家具も、丸ごと
全部焼かれちまいましたから
また一つ一つ揃えるところからですよ","I lost everything in the fire – my house, furniture, everything. I'll have to start gathering things one by one.",ui\00_message\npc\base\n2859.gmd,\npc\n2859.arc,n2859.arc,2
0,,"色々取り揃えております
どうぞ見ていってくださいね",We have a variety of items available. Please take a look.,ui\00_message\npc\base\n2852.gmd,\npc\n2852.arc,n2852.arc,3
0,,"若い時は刺激を欲しがりますけどね
何かが変わるのが良いか悪いかなんて
誰も正確に予測できませんよ","When you're young, you often seek excitement, but whether it's for better or worse, no one can predict what will change.",ui\00_message\npc\base\n2707.gmd,\npc\n2707.arc,n2707.arc,4
0,,"覚者さま、《ブラッドオーブ》の交換であれば
わたしがご相談にのりましょう","Arisen, if it's for exchanging ""Blood Orbs,"" I'll be the one to help you.",ui\00_message\npc\base\n2905.gmd,\npc\n2905.arc,n2905.arc,0
0,,"覚者さんか、いらっしゃい
さてと――ご用は何かな？","Welcome, Arisen. Now then, what can I do for you?",ui\00_message\npc\base\n2954.gmd,\npc\n2954.arc,n2954.arc,0
0,,"覚者ってのは正義の味方か？
だったら、俺とは気は合わないかもな","Are Arisen always champions of justice? If that's the case, we might not get along.",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,6
0,,"覚者であれば、きっと色々と
達観していらっしゃるのでしょうね
わたしなどはあれこれ悩みが多くて――",Arisen probably have a more enlightened perspective on things. I have many worries...,ui\00_message\npc\base\n2905.gmd,\npc\n2905.arc,n2905.arc,3
0,,"覚者様
この地にて新たな素材が
取れる場所をお教えします
あなたを守る武具に加工できるかもしれません","Arisen, let me tell you about a place where new materials can be obtained. You may be able to use them to craft protective gear.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,24
0,,"覚者様、あらためまして
わたしを含め、この村に居るものは皆
戦火を逃れて流れ着いた者ばかり","Arisen, or rather, every one of us in this village, arrived here as refugees, fleeing from the ravages of war.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,18
0,,"覚者様、もしよろしければ
問題を抱える人たちにお力をお貸しください
みな、喜ぶことでしょう","Arisen, if you're willing, please lend your strength to those in need. Everyone would surely appreciate it.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,17
0,,"覚者様、僅かではありますが
支援品を増やすことができるようになりました
力無きわたしたちも、少しでもお役に立てればと","Arisen, we've managed to increase our supply of aid items. Even those of us with little strength want to be of assistance to you.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,28
0,,"覚者様だからこそお伝えできることなのですが――
ジフール砦の南方、ぬかるみの大地の先に
深い闇に包まれた地下水路があります","Arisen, as someone with the Arisen's title, I can tell you about the underground waterways beyond the mire to the south of Jifol Fortress.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,37
0,,"覚者様に話しかけていただけるなんて
この任務について良かったです！","Arisen, please talk to me about the matter of ""Blood Orbs"" whenever you need to exchange them.",ui\00_message\npc\base\n2853.gmd,\npc\n2853.arc,n2853.arc,3
0,,"貴君には度々力を貸してもらっているというのに
不甲斐ないことだが、状況は悪化の
一路を辿るばかりだ――","I've had you lend your strength many times, and I'm sorry for my ineffectiveness. The situation is only getting worse.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,80
0,,"近頃、民の間で恐ろしき噂が
囁かれています
――いえ、今は奪還の喜びを享受する時でしょうか
このお話はまたの機会にいたしましょう","Lately, there have been terrifying rumors circulating among the people – but now is a time to enjoy the joy of recapturing. We'll discuss this matter another time.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,36
