0,,シークレットボーナス！　残り時間《3分》追加！,,ui\00_message\examine_message\quest\quest_examine_q50103000.gmd,\quest\q50103000.arc,q50103000.arc,6,
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《連斬》にて敵を攻撃せよ」","Teachings carved by someone emerge―

""Attack the enemy with Carve.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,0,Arisen Corps Regimental Soldier
0,,「<ICON STG_ATTACK_0>を連続して押す」,"""Press <ICON STG_ATTACK_0> repeatedly""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,1,Arisen Corps Regimental Soldier
0,,"「続けざまに斬りつければ反撃を受けにくい
　タイミングをずらせば、技の派生も可能である」","""Consecutive slashes make it 
harder for enemies to counter.
Shifting the timing allows for skill variations.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,2,Arisen Corps Regimental Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵の攻撃を盾で防げ」","Teachings carved by someone emerge―

""Block the enemy's attack with your shield.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,3,Arisen Corps Regimental Soldier
0,,"「ただしスタミナの消費には注意が必要だ
　よりよい盾ならば強い攻撃も防げるだろう」",Press <ICON STG_SUB_WEP>.,ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,5,Arisen Corps Regimental Soldier
0,,<ICON STG_SUB_WEP>を押す,"""But be careful how much stamina you expend.
A better shield will defend 
against stronger attacks.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,4,Arisen Corps Regimental Soldier
0,,《頑盾の証》を手に入れた！,You have obtained the 《Fighter's Mark》!,ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,6,Arisen Corps Regimental Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵の攻撃を《盾弾き》で弾き返せ」","Teachings carved by someone emerge―

""Repel the enemy's attack with Deflect.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,7,Arisen Corps Regimental Soldier
0,,「敵の攻撃を引きつけて<ICON STG_SUB_WEP>を押す」,"""Bait enemy attacks and press <ICON STG_SUB_WEP>""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,8,Wilson
0,,"「敵の攻撃を盾弾きで怯ませて
　素早く反撃のチャンスを作り出せる
　無防備な空中時でも敵の攻撃回避に有効である」","""Deflecting enemy attacks with your shield can 
stagger them, creating a quick opportunity 
for a counterattack.
 It is also effective for dodging enemy attacks
 even when defenseless in the air.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,9,Wilson
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵の盾ガード中に《斬り崩し》で攻撃せよ」","Teachings carved by someone emerge―

""Attack guarding enemies with Guard Break.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,10,Wilson
0,,「<ICON STG_ATTACK_1>長押し後、離すと発動」,"""Hold <ICON STG_ATTACK_1>, then release to activate""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,11,Renton
0,,"「敵の盾ガードを崩す事ができる
　また斬り崩しのボタン長押しで
　より威力を増した攻撃を放つ事ができる」","""Can break the enemy's guard.
Holding the Guard Break button longer
releases a more powerful attack.""",ui\00_message\examine_message\quest\quest_examine_q60000003.gmd,\quest\q60000003.arc,q60000003.arc,12,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《ブラストビット》にて敵を3回当てよ」","Teachings carved by someone emerge―

""Hit the enemy 3 times with Blast Bit.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,0,Priest
0,,「<ICON STG_ATTACK_1>を押す」,"""Press <ICON STG_ATTACK_1>.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,1,Priest
0,,"「敵に向かって魔法球を放つ事ができる
　ボタンを長押しする事で弾数と威力を増大できる」","""You can shoot magic orbs at enemies.
Holding down the button increases the
number and power of shots.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,2,Priest
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《ヒールオーラ》で味方に使用せよ」","Teachings carved by someone emerge―

""Use Heal Aura on allies.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,3,Priest
0,,「<ICON STG_ATTACK_0>を押す、再度押すと解除」,"""Press <ICON STG_ATTACK_0>, press again to cancel.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,4,Priest
0,,"「発動した範囲に傷ついた仲間を入れる事で
　自分だけでなく仲間の体力も回復できる
　ただし回復は体力の白いゲージ幅までである」","""Injured allies within the activated area will
 recover HP, not just you. Recovery is limited
 to the white gauge portion of their HP.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,5,Priest
0,,"「また使用中はスタミナが消費するので
　状況を見てキャンセルも可能である」","""Stamina is consumed while active, so you can
 cancel it depending on the situation.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,6,Priest
0,,《浄化の証》を手に入れた！,You have obtained the 《Priest's Mark》!,ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,7,Priest
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《セイントオーラ》を展開して敵を攻撃せよ」","Teachings carved by someone emerge―

""Attack the enemy with Holy Aura.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,8,Priest
0,,「<ICON STG_MAIN_WEP>を押しながら<ICON STG_TOUCH>を押す、再度押すと解除」,"""Hold <ICON STG_MAIN_WEP>, then press <ICON STG_TOUCH>.
 Press again to cancel.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,9,Renton
0,,"「展開された魔法波の範囲内に
　敵が入ると聖属性ダメージを与える事ができる
　複数の敵に対しても有効である」","""When an enemy enters the range of the aura, 
Holy Attribute damage will be dealt.
It is effective against multiple enemies.""",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,10,Renton
0,,ブラストピットの攻撃は自動追尾で敵に当てることができるぞ,"Blast Bit's attacks can automatically 
track and hit enemies.",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,11,Renton
0,,ヒールオーラで発動した光の範囲内に仲間を入れることで回復できるぞ,"Allies recover HP when standing
inside Heal Aura's glowing
area of effect.",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,12,Renton
0,,発動したセイントサークルは発動中スタミナが減るから注意して使え,"Holy Aura consumes stamina while active, 
so use it carefully.",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,13,White Knight
0,,最後の仕上げだ――最奥のゴブリンを今までの課題を生かして全滅させるんだ,"The final test—use what you've learned to
 eliminate all the goblins at the far end.",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,14,White Knight
0,,よくやった――最奥にある証を探して試練は終わりだ,"Well done—find the mark at the end
 to complete the trial.",ui\00_message\examine_message\quest\quest_examine_q60000004.gmd,\quest\q60000004.arc,q60000004.arc,15,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《連斬》にて敵を攻撃せよ」","Teachings carved by someone emerge―

""Attack the enemy with Carve.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,0,Renton
0,,「<ICON STG_ATTACK_0>を連続して押す」,"""Press <ICON STG_ATTACK_0> repeatedly""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,1,Renton
0,,「高速の連撃は敵に反撃の隙を与えない」,"""High-speed combos leave no 
opening for enemy counterattacks.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,2,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵に《投縄》を接触させよ」","Teachings carved by someone emerge―

""Hit the enemy with the Throw Rope.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,3,Renton
0,,「<ICON STG_SUB_WEP>を押しながら<STG_SHOT>を押す」,"""Hold <ICON STG_SUB_WEP>, then press <STG_SHOT>.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,4,Renton
0,,"「遠距離からロープを放ち、対象に引っ掛けて
　素早く距離を詰める技だ
　突進時に攻撃を加えることもできる」","""A technique to shoot a rope from a distance, 
hook the target, and quickly close the gap. 
You can also attack during the charge.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,5,Lightly-Equipped Soldier
0,,《旋風の証》を手に入れた！,You have obtained the 《Seekers's Mark》!,ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,6,Lightly-Equipped Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《百烈斬り》で敵を攻撃せよ」","Teachings carved by someone emerge―

""Attack the enemy with Scarlet Kisses.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,7,Lightly-Equipped Soldier
0,,「<ICON STG_ATTACK_1>を連続して押す」,"""Press <ICON STG_ATTACK_1> repeatedly.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,8,Lightly-Equipped Soldier
0,,"「さらなる高速連撃にて敵を圧倒できる
　ボタン入力で攻撃回数を増やして削り倒せる」","""Overwhelm the enemy with even faster combos.
Increase attack count via button input 
to wear them down.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,9,Lightly-Equipped Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵の攻撃を《転身》で回避せよ」","Teachings carved by someone emerge―

""Evade the enemy's attack with Forward Roll.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,10,Lightly-Equipped Soldier
0,,「<ICON STG_MAIN_WEP>を押しながら<ICON STG_JUMP>を押す」,"""Hold <ICON STG_MAIN_WEP>, then press <ICON STG_JUMP>.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,11,Lightly-Equipped Soldier
0,,"「敵の攻撃を受けずに素早く回避できる
　接近時は素早く攻撃に移すことも可能」　","""Quickly evade without taking damage.
When close, you can swiftly transition to offense.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,12,Lightly-Equipped Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵にしがみついて《百烈斬り》を成功させよ」","Teachings carved by someone emerge―

""Cling onto the enemy and land Scarlet Kisses.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,13,Lightly-Equipped Soldier
0,,「しがみつき中に<ICON STG_ATTACK_0>を連続して押す」,"""While clinging, press <ICON STG_ATTACK_0> repeatedly.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,14,Lightly-Equipped Soldier
0,,"「敵にしがみついた状態で
　連続でダメージを与える事ができる」","""You can deal continuous damage
while clinging to an enemy.""",ui\00_message\examine_message\quest\quest_examine_q60000005.gmd,\quest\q60000005.arc,q60000005.arc,15,Lightly-Equipped Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《シールドブロウ》にて敵を攻撃せよ」","Teachings carved by someone emerge―

""Attack the enemy with Shield Blow.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,0,Arisen Corps Regimental Soldier
0,,「<ICON STG_ATTACK_0>を押す」,"""Press <ICON STG_ATTACK_0>.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,1,Arisen Corps Regimental Soldier
0,,"「敵に近づいてダメージを与える
　どこでも使える攻撃である」","""Approach the enemy and deal damage.
This is an attack that can be used anywhere.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,2,Arisen Corps Regimental Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《フォースガード》でフォースゲージを貯めろ」","Teachings carved by someone emerge―

""Use Force Guard to build the Force Gauge.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,3,Arisen Corps Regimental Soldier
0,,"「盾を構えた状態で
　敵の攻撃を全方位から防ぐ事で
　フォースゲージを蓄積できる」","""By blocking enemy attacks from all directions
while holding up your shield, you can accumulate
Force Gauge.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,4,Renton
0,,"「蓄積したフォースゲージを
　仲間や敵に対して解放して使うのが
　戦闘における基本スタイルとなる」","""The basic combat style involves using
accumulated Force Gauge by releasing it
unto allies or enemies.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,5,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵を《フォースバースト》で攻撃せよ」","Teachings carved by someone emerge―

""Attack enemies with Force Burst.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,6,Renton
0,,「<ICON STG_SUB_WEP>を押しながら<ICON STG_TOUCH>を押す」,"""Hold <ICON STG_SUB_WEP>, then press <ICON STG_TOUCH>.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,7,Renton
0,,"「蓄積したフォースゲージを解放して
　敵に攻撃を与えられる
　貯めたフォースゲージ量により威力が変わる」","""Release stored Force Gauge to attack
the enemy. The power varies depending
on the amount of Force Gauge stored.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,8,White Knight
0,,《魔盾の証》を手に入れた！,You have obtained the 《Shield Sage's Mark》!,ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,9,White Knight
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《アトラクト》で敵の注目をひきつけろ」","Teachings carved by someone emerge―

""Draw the enemy's attention with Attract.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,10,Renton
0,,「<ICON STG_MAIN_WEP>を押し続ける」,"""Hold <ICON STG_MAIN_WEP>.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,11,Renton
0,,"「敵を自分にひきつける事で
　盾で敵の攻撃を防ぎながら
　仲間に攻撃チャンスを与えられる」","""By drawing enemies toward yourself,
you can block their attacks with your shield
and create opportunities for allies to attack.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,12,White Knight
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《シールドロック》でフォースゲージを貯めよ」","Teachings carved by someone emerge―

""Use Shield Lock to build the Force Gauge.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,13,Wilson
0,,"「<ICON STG_SUB_WEP>を押した状態で
　敵の攻撃を受ける」","""While holding <ICON STG_SUB_WEP>,
take enemy attacks.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,14,Wilson
0,,"「敵の攻撃と同時に盾で防ぐ事で
　フォースゲージを蓄積できる
　ただし前方のみしか防ぐ事ができない」","""By blocking enemy attacks with your shield
at the right moment, you can accumulate
Force Gauge. 
However, it only blocks frontal attacks.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,15,Wilson
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《フォースゲイン》を成功させよ」","Teachings carved by someone emerge―

""Successfully execute Force Gain.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,16,Wilson
0,,「敵の攻撃を引きつけて<ICON STG_SUB_WEP>を押す」,"""Bait enemy attacks and press <ICON STG_SUB_WEP>""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,17,Wilson
0,,"「敵の攻撃をシールドロックでタイミングよく
　防ぐ事でより多くのフォースを蓄積して
　その際にスタミナの減る量を抑えられる事ができる」","""By blocking enemy attacks with a well-timed 
Shield Lock, you can build up more Force
and reduce the amount of stamina you 
lose in the process.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,18,Wilson
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《エレメントチェンジ》で属性選択せよ」","Teachings carved by someone emerge―

""Select an attribute with Element Change.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,19,Wilson
0,,"「<ICON STG_ATTACK_1>を押し、
　左スティックを倒して３属性を選択
　<ICON STG_ATTACK_1>を押して属性決定」","""Press <ICON STG_ATTACK_1>,
tilt the Left Stick to select an attribute,
then press <ICON STG_ATTACK_1> to confirm.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,20,Renton
0,,"「敵によって戦略的に戦うための
　属性を切り替える事ができる」","""You can switch attributes strategically
to adapt to different enemies.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,21,Wilson
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《フォースエンチャント》で味方に付与せよ」","Teachings carved by someone emerge―

""Grant Force Enchantment to an ally.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,22,Arisen Corps Regimental Soldier
0,,「<ICON STG_MAIN_WEP>を押しながら<ICON STG_TOUCH>を押す」,"""Hold <ICON STG_MAIN_WEP>, then press <ICON STG_TOUCH>.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,23,Arisen Corps Regimental Soldier
0,,"「蓄積したフォースゲージの解放で
　自分の攻撃属性を仲間に付与でき、
　パーティー全体の攻撃力が増す事ができる」","""By releasing the accumulated Force Gauge,
you can grant your own attack attribute
to allies, increasing the entire party's
attack power.""",ui\00_message\examine_message\quest\quest_examine_q60000006.gmd,\quest\q60000006.arc,q60000006.arc,24,Arisen Corps Regimental Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《弓》で敵を攻撃せよ」","Teachings carved by someone emerge―

""Attack the enemy with your bow.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,0,Hunter
0,,"「<ICON STG_SUB_WEP>を押しながら<STG_SHOT>
　または<STG_SHOT>を押す」","""Press <STG_SHOT> or 
<STG_SHOT> while holding down <ICON STG_SUB_WEP>""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,1,Hunter
0,,"「敵との距離をとりながら
　弓による攻撃でダメージを与えられる」","""Maintain distance from the enemy
and deal damage with bow attacks.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,2,Hunter
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《爆矢射ち》で敵を攻撃せよ」","Teachings carved by someone emerge―

""Attack the enemy with Explosive Arrows.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,3,Hunter
0,,「<ICON STG_MAIN_WEP>を押す」,"""Press <ICON STG_MAIN_WEP>.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,4,Hunter
0,,"「時間差で爆発する特殊な矢は
　遮蔽物を越えて上空からも打ち込める
　刺さった矢は仲間の近接攻撃で起爆させられる」","""Time-delayed explosive arrows can
be fired over cover.
Stuck arrows detonate when hit
by allies' melee attacks.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,5,Hunter
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《前蹴り》で敵を蹴り離せ」","Teachings carved by someone emerge―

""Kick the enemy away with a Front Kick.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,6,Hunter
0,,「<ICON STG_ATTACK_0>を押す」,"""Press <ICON STG_ATTACK_0>.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,7,Hunter
0,,"「威力は弱いが、接近した敵から素早く離れられる
　弓攻撃に有利な間合いを調整できる」","""Weak in power, but allows quick retreat
from close enemies. Adjust your distance
to gain an advantage for ranged attacks.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,8,Hunter
0,,《狙弓の証》を手に入れた！,You have obtained the 《Hunter's Mark》!,ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,9,Hunter
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「敵に打ち込んだ爆矢を《起爆》せよ」","Teachings carved by someone emerge―

""Detonate the explosive arrows
embedded in the enemy.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,10,Hunter
0,,"「<ICON STG_MAIN_WEP>を押しながら<STG_SHOT>
　または<STG_SHOT>を押す」","""Press <STG_SHOT> or 
<STG_SHOT> while holding down <ICON STG_MAIN_WEP>.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,11,Hunter
0,,"「仕込まれた矢は衝撃を与えれば起爆する
　弓で狙えばより早いタイミングで爆破できる」","""Embedded arrows detonate upon impact.
Aiming with the bow allows for
easier and faster detonation.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,12,Hunter
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「射撃の《最適距離》から弓射ちで攻撃せよ」","Teachings carved by someone emerge―

""Attack with Loose from the optimal range.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,13,Renton
0,,"「<ICON STG_SUB_WEP>を押したままで
　画面中央に出現する十字カーソルと
　橙色の狙撃ポイントが合わさった状態で
　<STG_SHOT>または<STG_SHOT>を押す」","""Align the crosshair in the center
of the screen with the orange
target then press <STG_SHOT>, 
or hold <ICON STG_SUB_WEP> and press <STG_SHOT>.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,14,Renton
0,,"「敵との距離で威力は変わる
　敵との最適な距離で最も威力が高くなる」","""Damage varies with distance.
The optimal range yields
the highest damage output.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,15,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「矢筒に《矢の装填》をせよ」","Teachings carved by someone emerge―

""Reload the quiver with Reload Arrows.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,16,Renton
0,,"「<ICON STG_SUB_WEP>ｏｒ<ICON STG_MAIN_WEP>を押しながら
　<ICON STG_TOUCH>を押す」","""Hold <ICON STG_SUB_WEP> or <ICON STG_MAIN_WEP>,
then press <ICON STG_TOUCH>.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,17,White Knight
0,,"「矢が少なくなったら
　矢を装填して攻撃に備えよ」","""When arrows run low,
reload and prepare for the attack.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,18,White Knight
0,,"「矢の残数は弓構え時に中央に出る
　十字カーソルにて矢の増減がわかるので
　戦闘中は特に注意して矢を補充せよ」","""Arrow count is shown by the crosshair
when drawing the bow. Monitor it
during combat and reload when needed.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,19,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「矢筒にすばやく矢を送る
《達人装填》を　成功させよ」","Teachings carved by someone emerge―

""Swiftly load arrows into the quiver.
Succeed in performing Adept Reload.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,20,Renton
0,,「矢の装填中、特定のタイミングで<ICON STG_TOUCH>を押す」,"""Press <ICON STG_TOUCH> with the right
timing during Reload Arrows.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,21,White Knight
0,,"「矢を補充時の装填ゲージ内で
　タイミングよく装填ボタンを押す事で
　矢が高速装填される」","""Pressing the reload button at the right
timing during the reload gauge's arrow
refill will perform a high-speed reload.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,22,Wilson
0,,"「また、より良いジャストタイミングで
　装填ボタンを押すと一度に放つ
　矢の本数が増え一時的に威力が増す」","""Perfect timing increases the number
of arrows fired at once, temporarily
boosting attack power.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,23,Wilson
0,,"「ただしタイミングを外すと
　矢の補充に時間がかかるので注意すべし」","""However, missing the timing slows down
the reload, so be careful.""",ui\00_message\examine_message\quest\quest_examine_q60000007.gmd,\quest\q60000007.arc,q60000007.arc,24,Wilson
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《マジックボール》を敵に３回当てよ」","Teachings carved by someone emerge―

""Hit the enemy 3 times with Magick Bolts.""",ui\00_message\examine_message\quest\quest_examine_q60000008.gmd,\quest\q60000008.arc,q60000008.arc,0,Sorcerer
0,,"「<ICON STG_ATTACK_0>を押して詠唱後、
　<ICON STG_ATTACK_0>を押して発動」","""Press <ICON STG_ATTACK_0> to chant,
 then press <ICON STG_ATTACK_0> to activate.""",ui\00_message\examine_message\quest\quest_examine_q60000008.gmd,\quest\q60000008.arc,q60000008.arc,1,Sorcerer
0,,"「詠唱時間が最大時になったとき発動する
　敵との間合いの取り方が重要だ
　詠唱中、放つ向きを変えて狙う事もできる」","""Activated when chant time reaches maximum.
 Managing distance with the enemy is key.
 While chanting, you can adjust the 
 aiming direction.""",ui\00_message\examine_message\quest\quest_examine_q60000008.gmd,\quest\q60000008.arc,q60000008.arc,2,Sorcerer
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「《マジックトラップ》を３回成功させよ」","Teachings carved by someone emerge―

""Successfully trigger Magick Trap 3 times.""",ui\00_message\examine_message\quest\quest_examine_q60000008.gmd,\quest\q60000008.arc,q60000008.arc,3,Sorcerer
