0,,"《<AREA 3>》の《<STG 590>》で
""寝ているトロール""を見られるんですって！
近付いたら起きちゃうみたいだけど――
ねぇマスター、一緒に記念写真を
撮りに行きません？",,ui\00_message\quest\q80201049.gmd,\quest\q80201049.arc,q80201049.arc,7
0,,あっはっはっはっ！,Ahahahaha!,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,18
0,,"そもそも、なんで隊長がここに？
おかしいな、まったく思い出せないぞ","Why is the captain here in the first place?
It's crazy. I can't remember it at all.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,20
0,,"しかたない、一旦キャンプに戻ろう
お気に入りのオブジェを眺めていれば
そのうちきっと思い出すさ！","It can't be helped; let's return to camp. 
If I admire my favorite object, 
I'll definitely remember it soon!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,21
0,,隊長！　忘れないうちに早く探そう！,"Captain! 
Let's find them quickly before we forget!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,22
0,,なんとか間に合ったよ！　ありがとう隊長！,"I managed to make it in time! 
Thank you Captain!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,23
0,,やばい――やばいぞ隊長！　記憶が薄れてきた！,"Oh no - this is bad, Captain!　
My memory is fading!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,24
0,,隊長――どうやら、間に合わなかったようだ――,Captain -- it seems we weren't in time --,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,25
0,,"よし、<STG 451>で待ち合わせをしよう！
ボクもすぐに行くよ！","Great, let's meet at <STG 451>! 
I'll be there shortly!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,26
0,,あ――,Ah--,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,27
0,,"隊長、ボクの記憶は
ちょっと待てなかったようだ！","Captain, it looks like my memory 
couldn't hold on for a moment!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,28
0,,"すまないが、また思い出した頃に
よろしく頼んだよ！","I apologize, but when I remember, 
I'll ask for your help again!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,29
0,,"探してる兵たちは、皆<STG 451>にいるが
どこにいるか分からないから
周囲をよく見ながら探さないとね！","The soldiers I'm searching for are in 
<STG 451>, but since their location is 
unknown, we need to search the area!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,30
0,,"一歩進めば作戦を１つ忘れてしまいそうだ！
さ、急いで探しに行こう！","With every step, I feel like I'll forget 
another part of the strategy! 
Let's hurry up and search!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,31
0,,"よし、<STG 451>で待ち合わせをしよう！
ボクもすぐに行くよ！","Great, let's meet at <STG 451>! 
I'll be there shortly!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,32
0,,"はぁ――妙な作戦だが――
言いたいことはわかった","Well, it's an odd strategy, but I 
get what you mean.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,33
0,,"まぁ任せとけよ
""見分け方""なら大丈夫だ","Well, don't worry; I can handle 
the ""methods of identification.""",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,34
0,,"俺たちにとって、大事なのは作戦の内容じゃない
""ソネル様が考えた作戦""っていう
事実だけなんだ","To us, the crucial part isn't the 
strategy's content, but simply the 
fact that it's ""the plan from Ser 
Sonel.""",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,35
0,,"これはまたすごい作戦ですね
さすがはソネル様！","This is an incredible plan, 
just as one would expect from Ser Sonel!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,37
0,,"""わら""がたくさんある場所は
いくつか心当たりがありますから
仲間をかき集めて探しますよ","I know a few spots with plenty of 
""straw,"" so I'll gather our allies and 
start searching!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,39
0,,"ソネル様の作戦に疑問を持つ兵などおりません
そうやってここまで戦ってきたのですから","There are no soldiers who question Ser 
Sonel's strategy, for we have come this 
far by following it.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,40
0,,聞いただけで鳥肌が立ちそうな作戦ですね！,"This plan sounds so intense it gives me 
goosebumps just listening to it!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,41
0,,"ただ私、ちょっとあの見た目が苦手なんです――
でも、なんとかがんばって集めたいと思います！","I have to admit, that appearance makes me 
uncomfortable, but I'll try my best to collect 
them!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,42
0,,"だだ、だいじょうぶです！
直接見ないようにすれば――","No, it's okay!
If you don't look directly at it--",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,43
0,,"でも、それじゃあ
さすがに危ないでしょうか――","But is that truly safe, I can't help but 
wonder――",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,44
0,,なにやらソネル様の様子が変なんだ,There's something strange about Master Sonel.,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,45
0,,"理由を聞いても
「これ以上話すとキミのことから忘れそうだ」
とおっしゃるばかりで、俺にはどうにも――","I asked for a reason, but they just replied, 
""If I say any more, I may forget you.""",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,46
0,,"すまないけど、ソネル様の様子を
見てきてもらえないか？","I apologize, but could you go check 
on Master Sonel's state for me?",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,47
0,,"なるほど、そういうことだったのか！
無事に事が済んで良かったよ","I see, so that's what happened!
I'm glad it all worked out.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,48
0,,"まぁ、作戦については
指示を受けた兵たちがなんとかするだろう","Well, the soldiers instructed about 
the strategy will manage it somehow.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,49
0,,"あ、隊長じゃないか
もしかして、自分の部屋に
くつろぎに来たのかな？","Ah, it's the captain! 
Are you perhaps here 
to unwind in your room?",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,0
0,,"""あること""を研究中でね
隊長にも協力してもらえると助かるよ！","I'm in the midst of researching 
""something."" I'd appreciate 
the captain's assistance!",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,2
0,,"さすがは隊長だ！
ではさっそく始めたいんだけど","That's my captain!
Well, I'd like to get started right away.",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,3
0,,"ちょっと準備もあるから
先に<SPOT 1093>へ向かってくれないかな 
ボクもすぐに出発するよ！","I'm busy with some preparations, 
so please head to <SPOT 1093> 
first. I'll be on my way soon!",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,4
0,,"隊長！　こっちこっち！
わざわざこんな所まですまないね！","Captain! This way, this way! 
I apologize for bringing you 
all the way out to such a place!",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,5
0,,"いろいろと実験してるうちに
手元にあるのがなくなってしまってね","As I was conducting several experiments, 
I found myself running out of what I 
had available at hand.",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,7
0,,"隊長にも、探すのを手伝って欲しいんだ
この実験が成功すれば
計画も軌道に乗せられる","I want you to help me look for it too, 
Captain. If this experiment works, the 
plan can get back on track.",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,8
0,,それじゃあ、よろしく頼んだよ！,"Well then, I'm counting on you!",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,9
0,,"よしよし、これだけあれば
なんとかなりそうだ！","Good, with this much, 
it looks like we should be fine!",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,11
0,,"さっそくキャンプに戻って
実験再開だ！","Let's return to camp right away 
and continue the experiment!",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,12
0,,"ありがとう隊長！
遠慮なく、""自分の部屋""で
モフモフしてくれたまえ！","Thank you, Captain! 
Don't hesitate to get 
cozy in your room!",ui\00_message\quest\q80301061.gmd,\quest\q80301061.arc,q80301061.arc,13
0,,"あ、隊長！
今、テレパシーを送っていたところさ！","Ah, Captain!
I was just sending you a telepathic message!",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,0
0,,"ちょっと困ったことがあってね
<STG 1001>へ行こうと思うんだ","There's something troubling me, 
so I'm thinking of going to 
<STG 1001>.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,1
0,,"事が事だからね
隊長にも一緒に来てほしい","Considering the circumstances, 
I want you to join me too, Captain.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,2
0,,"""ある計画""に必要な情報があってね
それに関わる案件なんだ
<STG 1001> で待ってるよ","I possess information essential 
for ""a certain plan."" 
It's related to the matter at hand.
I'll be waiting at <STG 1001>.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,3
0,,"彼が昨日から戻って来ないんだ
今まで何の連絡もなしに
予定より遅れることはなかった","He hasn't come back since yesterday. 
There has never been a delay without 
contacting me before.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,5
0,,"もしもの時は――
ここで落ち合うことにしてるから
ボクはここに残らないといけない","If things go wrong, 
this is where we agreed to meet, 
so I must stay here.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,7
0,,"すまないが、隊長は
最後に目撃された場所へ向かって欲しい","I'm sorry, but I need you to go 
to where the captain was last seen.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,8
0,,"こんなことを頼めるのは隊長しかいないんだ
厄介をかけるけど、頼んだよ","You're the only one I can rely on for this. 
I know it's a bother, but I'm trusting you.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,9
0,,"もしもの時は――
ここで落ち合うことにしてるから
ボクはここに残らないといけない","If things go wrong, 
this is where we agreed to meet, 
so I must stay here.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,10
0,,"すまないが、隊長は
最後に目撃された場所へ向かって欲しい","I'm sorry, but I need you to go 
to where the captain was last seen.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,11
0,,"こんなことを頼めるのは隊長しかいないんだ
厄介をかけるけど、頼んだよ","You're the only one I can rely on for this. 
I know it's a bother, but I'm trusting you.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,12
0,,"あんたは――？
え、ソネル様の！
そうか、助かった","Who are you――? 
Oh, you're one of Sonel's! 
Got it, that's a great relief.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,13
0,,"情報を手に入れたはいいが
敵に襲われてこのザマだ――","I got the information, 
but I was assaulted by enemies, 
and now I'm in this state――",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,14
0,,"追っ手が近くまで来ている
奴らをなんとかしてくれ！","The pursuers are getting close.
Do something about them!",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,15
0,,"あんた腕が立つんだな！
さすが、ソネル様が寄越しただけのことはある
驚いたよ","You're quite skilled!
As expected from someone
sent by Master Sonel; I'm impressed.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,16
0,,奴らさえなんとかなれば後は一人で大丈夫だ,"If we can handle those foes,
I'll be fine on my own after that.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,17
0,,"ソネル様に「""例の情報""が手に入った」
と伝えてくれ！
俺もすぐ戻る――ありがとよ！","Inform Master Sonel that ""the info""
has been acquired! I'll be back shortly―― thanks!",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,18
0,,"そうか、敵の追っ手に――
奴らも相当必死ということか
隊長に頼んで正解だったよ","I see, the enemies are pursuing us――
they must be quite desperate.
It was wise to ask the captain.",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,19
0,,"よし！　彼が持ち帰った情報と
研究中の土が完成すれば
アレの""品種改良""が可能なはずさ","Alright! Now that we have the information
he brought back and the soil to study,
we should be able to ""cultivate"" that!",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,20
0,,"火薬の爆発に耐える固さと小型化が伴えば
《熟成爆弾カボチャ》を使った
""あの計画""がようやく実現できる！","Now with its miniaturized form and toughness
to endure explosive gunpowder,
we can finally implement ""that plan""
using the ""Ripened bomb pumpkin!""",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,21
0,,"いやぁ、ありがとう隊長！
おかげで助かったよ！","Well, thank you captain!
You've been a big help!",ui\00_message\quest\q80301062.gmd,\quest\q80301062.arc,q80301062.arc,22
0,,"覚者、ちょうどいいところに来てくれた――
緊急の頼みがある","Arisen, you've come just in time--
I have an urgent favor to ask.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,0
0,,"ついさっきのことだ
俺が留守にしていた時を狙ったのか
この屋敷に空き巣が入ったようだ――
<NPC 691>が目撃したらしい","It just occurred a little while ago. 
It seems they targeted this place while 
I was away, and a burglar broke in―― 
<NPC 691> reportedly saw it happen.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,1
0,,"奴が言うには、犯人は複数犯らしい
侯爵家の宝なんてものならまだしも、万が一
<NPC 681>の罪の痕跡を持ち出されたら
とんでもないことになる","He mentioned that there are likely several culprits. 
If they only took the marquis' treasure, 
it wouldn't be as bad, but if they 
expose evidence of <NPC 681>'s wrongdoings, 
there will be severe consequences.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,2
0,,"まだ遠くへは逃げていないはずだ
頼む、犯人捕獲に協力してくれ！","They should not be too far away yet. 
I beg you, assist me in capturing the 
criminals!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,3
0,,"この<STG 474>に盗みに入るとは
世間知らずの間抜けな泥棒か
何らかの意図を持って犯行に及んだ組織犯か――","Breaking into <STG 474> means 
either a foolish, ignorant thief or 
an organized crime group acting with 
some ulterior motive.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,4
0,,"とにかく、追わないことには始まらない
用意は良いか？","Regardless, we must pursue them to 
get started. Are you all set?",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,5
0,,はい,Yes,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,6
0,,いいえ,No,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,7
0,,"泥棒どもはまだ
そう遠くには逃げていないはずだ
急いで捜索しよう","The thieves likely haven't 
escaped too far. Let's 
quickly begin the search!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,8
0,,"<NPC 691>が言うには
忍び込んだ奴らは、鎧下姿だったらしい
つまり――今は
鎧を着込んで変装している可能性がある","<NPC 691> mentioned that the 
intruders were in their 
undergarments. So, they 
might be in armor to hide 
their identities now.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,9
0,,"挙動不審な怪しい兵士が、おそらく犯人だ
逃げられる前に、全員捕まえてくれ――
頼んだぞ","The soldier acting suspiciously
is likely the one responsible. 
Apprehend them all before they can get away―― 
I trust you to handle it.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,10
0,,"まさか、憲兵隊時代を忘れられない
憲兵どもの犯行だったとはな――","I never thought I'd still 
remember the Military Police days. 
So, it was their crime after all.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,11
0,,"大方、<NPC 681>の証拠を隠滅して
もう一度返り咲かせるつもりだったのだろう","Most likely, they aimed to 
destroy the evidence of <NPC 681> 
and rise to power again.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,12
0,,捜査は順調か？,How is the investigation progressing?,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,16
0,,まずい、もうあまり時間が無いぞ――,"Shit, we don't have much time --",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,18
0,,もうダメだ――手遅れだろう,It's no use-- it's probably too late.,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,19
0,,"よし
それじゃあ、<STG 461>で落ち合おう","Okay,
I'll meet you at <STG 461> then.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,20
0,,"そうか――
準備ができたら、声をかけてくれ
あまり時間は無いぞ","Well--
give me a shout when you're ready
We don't have much time.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,21
0,,"泥棒どもはまだそう遠くへ行っていないはずだ
急いで捜索しよう","The thieves must not be far away. 
We should quickly start the search.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,22
0,,"挙動不審な怪しい兵士が、おそらく犯人だ
逃げられる前に、全員捕まえてくれ――
頼んだぞ","The soldier acting suspiciously
is likely the one responsible. 
Apprehend them all before they can get away―― 
I trust you to handle it.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,24
0,,"泥棒はまだ、そう遠くは行っていないはずだ
<STG 461>を捜査しに行こう","The thieves shouldn't be too far away.
Let's go investigate <STG 461>.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,25
0,,――――,――――,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,26
0,,"――――
――","――――
――",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,27
0,,な、なんでしょうか――？,What is it--?,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,28
0,,――――,――――,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,29
0,,"ひぃぃぃぃっ！！
すみません、勘弁してください！","Eek! I'm sorry, please spare me!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,30
0,,"先輩に脅されてやったんですぅぅ！
命だけは、勘弁して――","I was forced to do it by my senior! 
Just spare my life, please!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,31
0,,"ひぃぃぃぃっ！！
すみません、勘弁してください！","Eek! I'm sorry, please spare me!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,32
0,,"先輩に脅されてやったんですぅぅ！
命だけは、勘弁して――","I was forced to do it by my senior! 
Just spare my life, please!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,33
0,,"<STG 474>？
――あぁ、見た見た
あっちに逃げて行ったよ","<STG 474>?
――Ah, yes, I saw them.
They ran off in that direction.",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,34
0,,――――,――――,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,35
0,,"――――
――","――――
――",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,36
0,,"あー、くそ！
だから俺は盗賊の変装して
侵入しようって言ったんだ！","Ugh, damn it! 
That's why I said we should 
disguise ourselves as thieves!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,37
0,,――――,――――,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,40
0,,――――,――――,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,42
0,,――――,――――,ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,44
0,,"あ、あんた――覚者さぁん！！
良いところに来たな！","A-Arisen!! You!!
You've come to the right place!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,46
0,,"大変なことがあってよぉ
この屋敷に――い、いいやとにかく
メフィスさんに聞いてくれ！","I've got a big problem.
In this mansion--ahh, well anyway,
Go ask Ser Mephis!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,47
0,,"ホント、いいところに来てくれたよ！
危うく俺が駆り出されるところだっ――","You've really come to the right place!
I'm in danger of being dragged out...",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,48
0,,"――い、いいやとにかく
メフィスさんに聞いてくれ！
大変なことがあったんだよ！","Yeah, well, anyway.
Go ask Mephis!
I'm in a rough spot!",ui\00_message\quest\q80301070.gmd,\quest\q80301070.arc,q80301070.arc,49
0,,"よぉ、相棒――
ちょうど良いところに来てくれた","Yo, cuz.
Just the place to be.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,0
0,,"実は、<NPC 681>の部屋を改装しているんだが
ちょっとばかり、資材が足りなくてな
<STG 636>に質の良いのを手配しているから
取りに行こうと思ってる","Actually, I'm renovating a room for <NPC 681>
and I'm a little short on materials.
Since I've arranged for <STG 636>
to get some good quality stuff,
I'm going to go get it.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,1
0,,よかったら、付き合ってくれないか？,"If you'd like, you can join me.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,2
0,,"ありがとな
戦いでも諜報でもない、こんな雑務に
付き合ってくれて――","I appreciate you sticking with me 
through this tedious work, 
something that's neither combat nor spycraft――",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,3
0,,"それじゃあ、<STG 636>で落ち合おう
待ってるぞ","Alright then, let's meet at <STG 636>. 
I'll be waiting.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,4
0,,困ったな――,What a predicament...,ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,5
0,,"――おお、来たか相棒
迷わず来られたか？","――Oh, you made it, cuz.
Did you find your way without trouble?",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,6
0,,"――実はな
ちょうど資材の採取場辺りで
オークとの戦闘があったようで
搬入が遅れているらしい","――Actually, 
it seems there was a battle with orcs 
near the resource gathering site, 
so the deliveries are delayed.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,7
0,,"だが――
あれが無いと、改装作業が進まないんだ","But-- without it,
I can't proceed with the renovations.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,8
0,,"なぁ覚者、もし良かったらでいいんだが――
資材が余っていたら、分けてくれないか？","Hey, Arisen, if it's alright with you,
can you spare some of your excess supplies?",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,9
0,,"ちょうど資材の採取場辺りで
オークとの戦闘があったようで
搬入が遅れているらしい","It seems there was a battle with orcs 
near the resource gathering site, 
so the deliveries are delayed.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,10
0,,"もし資材が余っていたら
分けてくれると助かるんだが――","If you have any surplus materials, 
I would appreciate it if you could share them.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,11
0,,"おい、これ――
本当に良いのか？","Hey, is this--
really a good idea?",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,12
0,,"ははっ――これで改装作業が進むぞ
ありがとうな、相棒！
お前のおかげで<STG 474>は生まれ変わるぞ","Haha――
With this, the renovation work will progress.
Thanks, cuz!
Thanks to you, <STG 474> will be reborn.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,13
0,,"と、言ってもいつになるかは分からんが――
気長に待っててくれよな","Though I can't say when it'll be―― 
please wait patiently.",ui\00_message\quest\q80301071.gmd,\quest\q80301071.arc,q80301071.arc,14
0,,"相棒――良い所に来たな！
少し気になることがあってな","Cuz――We've arrived at a good spot! 
There's something I'm curious about.",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,0
0,,"実は、<STG 133>へ資材調達に行った
<NPC 691>の帰りが遅すぎるんだ
アイツのことだ
どこかで道草食っているんだろうが――","The truth is, someone went to <STG 133>
for materials, and <NPC 691> is really late.
Knowing them,
they must be goofing off somewhere――",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,1
0,,"万一のことがあっては困る
一緒に探しに行ってくれないか？","It would be troubling if something happened.
Could you go look for them with me?",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,2
0,,やっぱり、お前は頼りになるよ,I knew I could count on you.,ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,3
0,,"それじゃあ、出かける準備を済ませてくれ
<STG 461>の入口で落ち合おう","Well then, please get ready to head out.
Let's meet at the entrance of <STG 461>.",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,4
0,,――来たか,"――So, you have come.",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,5
0,,"近くに大きな危険はないはずだから
二手に分かれて捜索しよう","There shouldn't be any major dangers nearby, 
so let's split into two groups for the search.",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,6
0,,"俺はメガド内の<NPC 691>が
よく行く場所を当たってみる
お前は、街の周辺を探してみてくれ","I'll look for the places in Megado that <NPC 691>
frequents.
You can check the area around the city.",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,7
0,,"近くに大きな危険はないはずだから
二手に分かれて捜索しよう","There shouldn't be any major dangers nearby, 
so let's split into two groups for the search.",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,8
0,,"俺はメガド内の<NPC 691>が
よく行く場所を当たってみる
お前は、街の周辺を探してみてくれ","I'll look for the places in Megado that <NPC 691>
frequents.
You can check the area around the city.",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,9
0,,あ、あんたは――覚者さん！？,"Oh, you are... the Arisen!?",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,10
0,,"絶妙なタイミングで来てくれたな！
メガドの周りにオークの残党が潜んでたみたいで
散歩してたら、
うっかり鉢合わせちまったんだ！","Wow, you really came at the perfect time!
It seems that there were some leftover orcs
lurking around the area of Megado.
While I was taking a stroll,
I accidentally ran into them!",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,11
0,,で、今追いかけまわされてるってワケ――,And now they're chasing after me...!,ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,12
0,,"って、ホラ！
噂をすればまた来たぞ！","Look! 
Just like I said, here they come again!",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,13
0,,"いやー、助かった――
まさか覚者さん、あんたが来てくれるとはな
まさに、""ヒーロー！""って感じだったぜ","Wow, you really came to my rescue!
I didn't expect to see you, Arisen. It felt like
something straight out of a heroic tale!",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,14
0,,で、なんでここに？,"So, why are you here?",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,15
0,,"へ――メフィスが？
ひぇ！！","Huh? Mephis is here?
Whoa!!",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,16
0,,"お、俺はちゃんと資材集めてたって！
その――ちょっと足をくじいちまったんで
休んでたんだよ
な、メフィスにそう伝えてくれよ","Oh, I was actually gathering materials!
But, umm, I twisted my foot...
So I was resting.
C-Can you please tell that to Mephis?",ui\00_message\quest\q80301072.gmd,\quest\q80301072.arc,q80301072.arc,17
