0,,"“メルゴダの深淵”まで
ズールの命を持って来いって",Bring the life of Zuhl to the Mergoda Abyss.,ui\00_message\event\st0201\ev075.gmd,\event\st0201\st0201ev075.arc,st0201ev075.arc,12
0,,"頭の中が闇に覆われて――
闇の奥にいろいろな風景があって――","My mind is shrouded in darkness— 
Within the darkness,
there are all sorts of scenery—",ui\00_message\quest\q00020020.gmd,\quest\q00020020.arc,q00020020.arc,42
0,,"人もいて――それがわかるのに――
わかるのに、やっぱりすべてが闇の中で――","I can sense others around—and still, I know— 
I know, yet everything remains
shrouded in darkness—",ui\00_message\quest\q00020020.gmd,\quest\q00020020.arc,q00020020.arc,43
0,,"親しい君にだけは告白するけどね――
この成り行き――
好奇心がはち切れそうだよ","I'll reveal this only to you, my friend— 
this turn of events—my curiosity feels like 
it will explode.",ui\00_message\quest\q00020020.gmd,\quest\q00020020.arc,q00020020.arc,50
0,,"ズールは黒騎士のポーン――
すなわち、黒騎士は覚者ということ――
はて、いかなる竜の覚者か――うーむ――","Zuhl serves the Black Knight as a Pawn— 
Thus, the Black Knight is an Arisen— 
But what sort of Dragon's Arisen...? Hmm—",ui\00_message\quest\q00020020.gmd,\quest\q00020020.arc,q00020020.arc,55
0,,"この世界には白竜様の他にも竜がいる――
鳥肌ものの話だよね？","There are Dragons in this world
aside from Lord White Dragon—
It's quite the hair-raising story, huh?",ui\00_message\quest\q00020020.gmd,\quest\q00020020.arc,q00020020.arc,56
0,,"あんたらに礼を欠く物言いをしたことが
あったかもしれないが忘れてほしい
俺も忘れようとしているところだ――懸命にな","I might have expressed myself 
without the proper respect 
before, so I hope you can 
overlook it. I am also trying 
to forget it—I'm doing my 
best.",ui\00_message\quest\q00020030.gmd,\quest\q00020030.arc,q00020030.arc,22
0,,"おそらく魔物退治はこれ一度で終わりでは
ないだろう――その時はよろしく頼むぞ","This monster hunting
will likely not end with
just this one time—when
that time comes, I'll count
on you.",ui\00_message\quest\q00020030.gmd,\quest\q00020030.arc,q00020030.arc,54
0,,"ディアマンテスを巡る一連の戦いで
共闘したことが、騎士と覚者を分かつ溝を
埋めたのだとすれば――","If the series of battles surrounding
Diamantes has filled the rift
between the Knights and Arisen, then—",ui\00_message\quest\q00020030.gmd,\quest\q00020030.arc,q00020030.arc,70
0,,"セシリーの過去は霧に覆われ見えぬだけ――
無くしたわけではない","Cecily's history is covered in fog— 
it is not lost, merely hidden.",ui\00_message\quest\q00020040.gmd,\quest\q00020040.arc,q00020040.arc,48
0,,"霧は濃く、漆黒かもしれぬが、いつか晴れる
それまでは、力を使わせるな――いいな？","The fog is heavy, maybe even dark as night, 
but it will clear someday. Until then, 
do not compel her to use her 
strength—understand?",ui\00_message\quest\q00020040.gmd,\quest\q00020040.arc,q00020040.arc,49
0,,"いやいやいや、たまらないね
発見された島が、大陸の一部だったとは！
ごめん、ちょっと興奮しちゃって――","No, no, no, this is incredible!
The discovered island is part of a
continent! Sorry, I'm just a bit excited—",ui\00_message\quest\q00020040.gmd,\quest\q00020040.arc,q00020040.arc,50
0,,"掃討作戦なんて仰々しいこと言って――
何をするつもりなんでしょうね","Using such a grand term as 
extermination operation— 
what do they intend to 
actually accomplish?",ui\00_message\quest\q00020050.gmd,\quest\q00020050.arc,q00020050.arc,2
0,,"というわけで、だ――
俺が馴染みの覚者たちと一緒に
侵食魔退治を引き受けるから","So, it's settled—
I will take on the task of
defeating the encroaching fiends
with the Arisen I'm familiar with.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,2
0,,"セシリーの姿が見えないと不安になりますね
またひとりでどこかへ行ってしまったのかも
しれない――なんて","When Cecily is out of sight, it makes me 
worried. Maybe she's gone off somewhere 
by herself again—who can say?",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,6
0,,"僕は島の調査に行きたいんだよね
それなのにジョゼフ様が――","I wish to conduct an investigation
on the island, but Master Joseph refuses
to let me go anywhere near it—",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,7
0,,"面目ない――
わたしの監督不行き届きだ","Fie, I'm so embarrassed— 
I've been careless about managing myself.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,9
0,,"侵食魔を我がレスタニアに
送りこんだのは黒騎士で――
目的はセシリーの居場所の特定か","The one who sent the Corruption Demons to Lestania
was the Black Knight— was their aim to find Cecily?",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,36
0,,"うーむ――
黒騎士は侵食魔どもを操ることができる――","Hmm— 
The Dark Knight has the power
to command the encroaching monsters—",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,38
0,,"となれば――
オークどもとの戦争など比較にならない
苦難が待ち受けているのかもしれん","If that is so— 
The conflict with the Orcs is nothing
compared to the difficulties that lie ahead.",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,39
0,,"いやいやいや――そうはさせるか！
させてなるものか！","No, no, no—
I won't allow that!
I absolutely won't let that happen!",ui\00_message\quest\q00020060.gmd,\quest\q00020060.arc,q00020060.arc,40
0,,"お、おう――酔いが覚めたら、参戦するつもりさ
まったく、間が悪い――","Ah, well—once I'm sober,
I plan to join in the fight.
Truly, what terrible timing—",ui\00_message\quest\q00020070.gmd,\quest\q00020070.arc,q00020070.arc,12
0,,"ここにいるとホッとするんです
だからついつい来てしまって――","I feel a sense of relief when I'm here. 
That's why I can't help but return—",ui\00_message\quest\q00020090.gmd,\quest\q00020090.arc,q00020090.arc,16
0,,"レオのアジトはこの中――
ずっと深いところらしいぜ","Leo's hideout is within here— 
it seems to be much deeper inside.",ui\00_message\quest\q00020090.gmd,\quest\q00020090.arc,q00020090.arc,17
0,,"パメラに世話を任せて――記憶合わせは
体調が戻ってからでも遅くはなかろう","Entrust his care to 
Pamela—comparing memories 
can wait until he 
recovers his strength.",ui\00_message\quest\q00020090.gmd,\quest\q00020090.arc,q00020090.arc,40
0,,"ところで――レオは何やらおかしな考えに
取り憑かれているようだな","By the way—Leo seems to be 
possessed by some strange ideas.",ui\00_message\quest\q00020090.gmd,\quest\q00020090.arc,q00020090.arc,41
0,,ほう――赤色症とはまた珍しいですね,"Oh—scarlet sickness is quite a rarity, isn't it?",ui\00_message\quest\q00020100.gmd,\quest\q00020100.arc,q00020100.arc,19
0,,"それなのにロイグが罹るというのは――
やっぱり耐性が低いということですかね","That being the case, Loeg falling ill means— 
he likely has low resistance, I suppose.",ui\00_message\quest\q00020100.gmd,\quest\q00020100.arc,q00020100.arc,47
0,,"様子見というか偵察というか――
進むより、退くことを考えながら行くんです","It's more like observing or scouting— 
while considering retreat rather than 
advancing.",ui\00_message\quest\q00020110.gmd,\quest\q00020110.arc,q00020110.arc,6
0,,"あの光に近付くことは
大きな危険を伴う賭けでしかない――","Getting nearer to that light 
is a high-risk gamble 
that brings great danger—",ui\00_message\quest\q00020110.gmd,\quest\q00020110.arc,q00020110.arc,7
0,,"もし島へ行くことになったら
不思議な光というか光源というか――
それをよく見てきてくれないか？","If we decide to go to the island, 
could you take a good look at that 
strange light, or whatever it is—?",ui\00_message\quest\q00020110.gmd,\quest\q00020110.arc,q00020110.arc,9
0,,"セシリーの顔は、ありゃあ覚悟を決めた顔
止めても聞く耳持たねえぞ？
――行くしかねえな","Cecily's face tells me she's made her 
decision; she'll ignore me if I 
try to stop her, right?—Looks like we 
have no option but to go.",ui\00_message\quest\q00020110.gmd,\quest\q00020110.arc,q00020110.arc,10
0,,"でも、回数――つまり呼吸の間隔は安定しているの
良い兆候だと思うわ","Yet, if we count them—
her breath intervals are stable.
I believe this is a good indication.",ui\00_message\quest\q00020120.gmd,\quest\q00020120.arc,q00020120.arc,10
0,,"新たな――さらなる力を探しているという
レオの話を覚えているだろう？","You remember Leo speaking of
searching for a new—greater power?",ui\00_message\quest\q00020120.gmd,\quest\q00020120.arc,q00020120.arc,14
0,,"ああ――この時を俺は待ちわびていた
さあ、共に戦い手に入れよう","Ah—this is the moment I've been waiting for.
Now, let us fight as one.",ui\00_message\quest\q00020130.gmd,\quest\q00020130.arc,q00020130.arc,17
0,,"欲にまみれた愚か者め――
身の程を知るがよい――","O foolish one, engulfed by desire— 
Know your place and understand your limits—",ui\00_message\quest\q00020130.gmd,\quest\q00020130.arc,q00020130.arc,18
0,,くっ――オレは思い上がっていたのか？,Ugh—was I being arrogant?,ui\00_message\quest\q00020130.gmd,\quest\q00020130.arc,q00020130.arc,28
0,,強い――とてつもなく強いぞ――,Powerful—unbelievably powerful—,ui\00_message\quest\q00020130.gmd,\quest\q00020130.arc,q00020130.arc,29
0,,引くな――勝敗を決めるのは意志の力だ,"Do not falter—victory and defeat
are decided by strength of will!",ui\00_message\quest\q00020130.gmd,\quest\q00020130.arc,q00020130.arc,30
0,,"これでわたしも安心して眠れる～！！
あ――眠くなってきちゃった――","With this, I can finally sleep peacefully~!!
Ah—I'm starting to feel drowsy—",ui\00_message\quest\q00020130.gmd,\quest\q00020130.arc,q00020130.arc,47
0,,ああこの感じ――侵食魔と同じ,"Oh, this feeling—it's same as Corruption Demons.",ui\00_message\quest\q00020140.gmd,\quest\q00020140.arc,q00020140.arc,52
0,,くう――意外と強い！,Ugh—surprisingly strong!,ui\00_message\quest\q00020140.gmd,\quest\q00020140.arc,q00020140.arc,56
0,,"レオが亡くなったと聞きました
その顔を見ると――ああ、本当なんですね","I was told that Leo is no longer with us.
Looking at you—ah, it really is true.",ui\00_message\quest\q00020140.gmd,\quest\q00020140.arc,q00020140.arc,75
0,,"レオの、言葉に憂いがなく――
澄んだ目で遠くを見ていたあの姿――","Leo spoke without a hint of sorrow—
His clear eyes gazing far away like that—",ui\00_message\quest\q00020140.gmd,\quest\q00020140.arc,q00020140.arc,77
0,,"最期の瞬間まで覚者らしくあろうという
覚悟の賜物だったのかもしれないね","It may have been his gift of noble resolve,
to act as an Arisen until his final moments—",ui\00_message\quest\q00020140.gmd,\quest\q00020140.arc,q00020140.arc,78
0,,"すでに第一次調査隊――おまえの部下たちは
ゲートの前で待っている","The first investigation team—your subordinates—
are already waiting at the gate.",ui\00_message\quest\q00020150.gmd,\quest\q00020150.arc,q00020150.arc,4
0,,やば――ワクワクが止まらない！,"Oh no—I'm so excited, 
I can't contain it!",ui\00_message\quest\q00020150.gmd,\quest\q00020150.arc,q00020150.arc,18
0,,"わたしがいた時より状況は悪化している――
その可能性はかなり高い","Things have deteriorated since my time here— 
that possibility is very high.",ui\00_message\quest\q00020150.gmd,\quest\q00020150.arc,q00020150.arc,20
0,,それにしても気味わりぃな――,"Even so, it's creepy—",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,60
0,,"自分なりの勝算があるのだろうが
そのやり方、いかにも――いかにも幼い","Though they may have their own 
calculations for victory, that 
approach seems—oh, it seems 
quite childish—",ui\00_message\quest\q00030240.gmd,\quest\q00030240.arc,q00030240.arc,50
0,,"エリオットの負傷で、ああ、これでもう
わしらだけで戦うしかないと覚悟したが――","With Elliot's injury, I have resigned 
myself to the fact that we must fight 
alone now, as this is our only 
option left—",ui\00_message\quest\q00030260.gmd,\quest\q00030260.arc,q00030260.arc,25
0,,神にも等しい竜の眼でひと睨み,"One glimpse from the eye of a Dragon, 
an eye equal to that of a god—",ui\00_message\quest\q00030260.gmd,\quest\q00030260.arc,q00030260.arc,59
0,,キャキャキャ――他には何もいらん,Kyakaha—I don't need anything else.,ui\00_message\quest\q00030260.gmd,\quest\q00030260.arc,q00030260.arc,61
0,,来なさい――さあ、わたしの前へ――,"Come forth—now, before me—",ui\00_message\quest\q00030270.gmd,\quest\q00030270.arc,q00030270.arc,0
0,,"ふぅ――
“ただの魔物”で良かった――","Phew-- 
thank goodness it was ""just a monster""--",ui\00_message\quest\q10300103.gmd,\quest\q10300103.arc,q10300103.arc,32
0,,"ということはさ
“アイツ”がいるかもしれないよね――","That means
“that guy” might be ――",ui\00_message\quest\q10300103.gmd,\quest\q10300103.arc,q10300103.arc,34
0,,"あ――でも、ちょっと待って！
よく見るとこのあたりの地面――
“食料が埋まってそうな地面”だ！","Oh - but wait a minute!
If you look closely at the ground here...
It's ""the kind of ground where food 
might be buried!""",ui\00_message\quest\q10300103.gmd,\quest\q10300103.arc,q10300103.arc,35
0,,"たぶん“アイツ”がいそうだからかな
苦手なんだよねー
あのなんかシメっぽい感じが！","I get a weird feeling ""It"" is around.
I hate the feeling of unease, you know?
Something feels off!",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,25
0,,水辺にいる“アイツ”？,Is “It” by the water?,ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,27
0,,"あ――でも
恥ずかしがり屋の次男坊
“ミディ”がいないんだよねー","Ah...but
the shy little one
“Midi” isn't here?",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,56
0,,"よーし！
この調子で
“秘密のスポット”に行っちゃうんだからっ！","Alrighty!
Keep going this way and we'll
be at the “secret spot” in no time!",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,67
0,,"“秘密のスポット”に到着！
これはたくさん食料が見つかる予感！","This is the “secret spot”!
I think we'll find lots of food here!",ui\00_message\quest\q10300300.gmd,\quest\q10300300.arc,q10300300.arc,73
0,,"輸送隊が運んできてくれた食料を
分けてあげたいけど
“ティネス砦の料理番”として
それはできないんだよね","I'd love to share the food 
that the convoy brought to us,
but as “Fort Thines' Chef,”
I can't do that.",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,3
0,,"あのね――
ちょっと気になってたんだけど
“覚者”って何する人なの？","So, um—
I've been curious about this...
What does an ""Arisen"" do?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,39
0,,"一見魔物と戦ってるように見えて
なんていうか――
“自分”と戦ってる気がするんだ、あなたは","Though you seem to fight monsters,
it feels like—you're really battling
""yourself,"" in a way, y'know?",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,49
0,,"“誰よりも強くなりたい”
“もっと強い敵を倒したい”
って思う自分とさ","That part of you that thinks
""I want to be the strongest"" and
""I want to defeat stronger enemies.""",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,50
0,,"まぁ――
“戦う理由”は人それぞれだと思うけどね！","Well...
Everyone’s “reason to fight”
is different, I reckon!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,51
0,,"こうやってでっかい袋背負って
必死に食料集めてみんなに届けるのが
アタシの“戦い”なのかも！","Maybe lugging this big bag and
getting food to everyone is
my ""fight"" after all!",ui\00_message\quest\q10300301.gmd,\quest\q10300301.arc,q10300301.arc,52
0,,"《ブタの鳴く丘》は、魔物が出ることはあるけど
あなただったら“朝メシ前”かな！
食料は、あの子たちが食べてるからそんなにないよ！","《Squealing Pig Hill》 has monsters sometimes, but
for you, it'll be a piece of cake!
Not much food left though, they’ve eaten it!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,15
0,,"あなたって意外と
“地道にコツコツ派”
なんだねー","You're surprisingly a
""slow and steady"" type,
aren't you?",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,20
0,,"中でも三兄弟の二男坊“ミディ”は
食いしん坊だからね――","Especially ""Midi"", the middle child.
He's a real glutton, you know.",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,29
0,,"ほら、あそこの一番まるっとした子！
あの子が“ミディ”で、あとは――","Look, that plump little one over there!
That one's Midi, and the rest are―",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,30
0,,"《ブタの鳴く丘》は、魔物が出ることはあるけど
あなただったら“朝メシ前”かな！
食料は、あの子たちが食べてるからそんなにないよ！","Squealing Pig Hill has some monsters, 
but for you, it’s a walk in the park! 
There isn’t much food left, 
since they ate most of it!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,34
0,,"ねぇねぇ、この勢いで――
“秘密のスポット”行っちゃわない？","Hey hey, with this momentum—
how about we hit up that ""secret spot""?",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,51
0,,"“秘密のスポット”に到着！
ね――食料の匂い、すごいと思わない？
けど、何が起きるか分かんないから全力で行くよ！","We're at the ""secret spot""!
Wow, smell that food? Incredible, huh?
But gotta go full force, no telling what's here!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,59
0,,"では――
“食料大量大作戦”開始！","Well then...
Let the ""Grand Food Gathering Operation"" 
commence!",ui\00_message\quest\q10300302.gmd,\quest\q10300302.arc,q10300302.arc,62
0,,“あの子たち”について聞く,"Ask about ""those kids.""",ui\00_message\quest\q10300303.gmd,\quest\q10300303.arc,q10300303.arc,16
0,,"“ベルタの盗賊団”といやぁ
このあたりでは名が知れてるはず","""Bertha's Bandits""—yeah, the name's
known around these parts.",ui\00_message\quest\q10300303.gmd,\quest\q10300303.arc,q10300303.arc,69
0,,"運んできた食料は渡しておくから
“あっしさん”に一声かけてきてね！","I’ve left the supplies here for you.
Please inform Ser Ash of our arrival.",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,18
0,,"“ナワバリ”ってやつ？
このあたりにもいるんだねー","They're protecting their territory.
So, goblins are here too.",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,53
0,,"そうねー
“まずまずの食べごろ”ってところね！","Hmm...
""Just about ripe for eating,"" I'd say!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,66
0,,"“ブタの鼻占い”によると
運勢は最高ね！
行くっきゃないよ！例の場所！","'Pig Snout Fortune' says we're lucky right now!
Let's go to that place!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,68
0,,"ここ――“あっしさん”から聞いた
特別な場所なんだー
たくさん食料見つかるかも！","This place... I heard from
'Mr. Ash' that it's special.
We might find a lot of food here.",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,76
0,,"盗賊の親分さんに“魚を獲ってくる係”に
任命されたから、身近で水気のある洞窟に
檻を置いたらしいの――","They were assigned as the 'fish
catcher' by the bandit leader,
so they placed a cage in a
damp cave nearby...",ui\00_message\quest\q10300401.gmd,\quest\q10300401.arc,q10300401.arc,1
0,,"今ってさ、湖畔――
つまり、水辺に向かってるんだよね――？
“アイツ”がいるかもしれないよね？","We're headed to the lakeside now…
Specifically, towards the water's edge, right?
There's a chance 'it' is there, isn’t there?",ui\00_message\quest\q10300401.gmd,\quest\q10300401.arc,q10300401.arc,12
0,,"言っておくけど、“アイツ”を見たら
アタシどうなっちゃうかわかんないからね！","Let me warn you, if I encounter 'it'—
I have no idea what I'll do!",ui\00_message\quest\q10300401.gmd,\quest\q10300401.arc,q10300401.arc,18
0,,"“アイツ”――大っ嫌いなの
名前も口に出したくないくらい","'It'—I really despise it.
I hate it so much I won't speak its name.",ui\00_message\quest\q10300401.gmd,\quest\q10300401.arc,q10300401.arc,19
0,,"うっ、腕が鳥肌になっちゃってる――
もうほんとにダメなのよ、“アイツ”だけは！","Ugh, I'm getting goosebumps—
I absolutely can't deal with 'that', not at all!",ui\00_message\quest\q10300401.gmd,\quest\q10300401.arc,q10300401.arc,22
0,,"そうだ！
あの子の名前、“ペコ”ってどう？
会うたびいつも、“腹ペコ”だからね","Ah, right!
That kid's name, 'Peko'—
what do you think?
It's 'cause we always meet
when we're peckish!",ui\00_message\quest\q10300401.gmd,\quest\q10300401.arc,q10300401.arc,32
0,,"《嫌な思い出の湖畔》は――
前に“アイツ”がいたよね？
食料があるとか、そういう問題じゃなく――！","The《Lake of Bitter Memories...》
Remember when “that thing” was there? 
Food isn't the issue here―!",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,16
0,,"うんうん、実に“賢明な判断”！
気軽にお散歩しながら食料確保できるからね
最高のルートだと思うな","Mhm, that’s what I call a
smart choice!
You can secure provisions
while having a nice walk—
I think it’s the perfect route.",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,20
0,,"アタシの“ダッシュ食料探し”も
もはや職人の域だね！","My ""Food Hunting Dash"" has reached
the level of a true artisan!",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,24
0,,"そうだ！
盗賊のスニーカーさんが教えてくれた
“秘密のスポット”行っちゃわない？","That's right!
That bandit, Sunika, told us about
that secret spot. Wanna go?",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,33
0,,"《嫌な思い出の湖畔》は――
前に“アイツ”がいたよね？
食料があるとか、そういう問題じゃなく――！","The《Lake of Bitter Memories》―― 
remember when “that thing” was there? 
Food isn't the issue here――!",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,43
0,,"うんうん、実に“賢明な判断”！
気軽にお散歩しながら食料確保できるからね
最高のルートだと思うな","Yes, yes, a very ""wise decision"" indeed! 
It's the best route to secure food while 
taking a casual stroll.",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,47
0,,"ほら！　ほら！
やっぱり“アイツ”が出たじゃない！","See? Look!
I knew it!",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,51
0,,"ヒッ――入ってる――
なんか、“尻尾”みたいなものが――","Gah—there’s something in here—
some kind of tail or something...",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,54
0,,"ねぇ！
これって“アイツ”のだよね！？
アタシ、混乱のあまり――
食料埋めた手で“アイツ”の尻尾を！？","Hey!
This is from that thing, isn’t it!?
In all my confusion—
did I bury its tail with the food!?",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,55
0,,"ん――？　いない！
“アイツ”らがいない！　やったぁ！","Huh? They're gone!
Those things are gone! Yes!",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,57
0,,"よ、よし――
最後まで出なかった、“アイツ”
よかった――","O-okay...
That thing never showed up in the end.
Thank goodness...",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,59
0,,"“秘密のスポット”に到着！
危険と食料が隣り合わせのこの匂い――
何が起きるか分かんないから、全力で行くよ！","Here we are at the 'secret spot!'
I can smell danger and food
right next to each other—
No idea what’s coming,
so I’m going in full force!",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,61
0,,"では――
“食料大量大作戦”開始！","Well then―― 
let the ""Grand Food Gathering Operation"" 
commence!",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,64
0,,"キャリーが“盗賊からの変な情報”で
興奮気味だったと聞いたから
嫌な予感がして追いかけてきたんだ","I heard Carrie was getting excited
over some 'weird info from the bandits,'
so I had a bad feeling and came after her.",ui\00_message\quest\q10300402.gmd,\quest\q10300402.arc,q10300402.arc,65
0,,"“幻の食材”の話――
聞きたいよね？","The story of the ""Phantom Ingredient""―
You want to hear it, don't you?",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,1
0,,"せめてその鍋に入っていた
“フワフワなのに、ワイルドな噛みごたえ”
なお肉の正体を知りたいんだって","At the very least, they
want to know what kind of
meat was in that pot—
the one described as
""Soft and fluffy, but with a toothsome bite.""",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,6
0,,"よし！
“幻の食材”が逃げちゃわないうちに、出発！","Alright! Let's head out before the
""Phantom Ingredient"" gets away!",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,13
0,,"ねぇねぇ！
“幻の食材”の正体、何だと思う？","Hey hey! What do you think the true
identity of the ""Phantom Ingredient"" is?",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,15
0,,"やめてよね
“アイツ”が美味しいわけないじゃない","Come on, stop it—
there's no way that thing
could taste good.",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,21
0,,"“野生のざわめき”を感じたような――
“幻の食材”と、何か関係があるのかな？","It felt like I sensed some
kind of 'wild stirring'—
maybe it's connected to
the 'phantom ingredient'?",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,24
0,,"こんなすごいの、今まで見たことないよ
これが“幻”かと思った――
目の前がイノシシで埋め尽くされて――","This is incredible-
I've never seen anything like it!
It felt like a dream-
my whole view just filled with boars!",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,27
0,,"アタシの野生の勘が“危ない”って言ってるんだ
とにかくここ、離れよ？","My gut's telling me this is seriously bad―
let's just get away from this place, okay?",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,35
0,,"じ、実は――“幻の食材”が諦められずに
今度はもっと頑丈な檻を仕掛けて
草葉の陰からこっそり見張ってたんですがね","W-well… The truth is—
I just couldn't give up on that 
'Phantom Ingredient,' 
so I set up a sturdier cage this time
and have been hiding in the grass, 
keeping watch…",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,61
0,,"いや、情けない話で――
だけど“ヤツ”は必ず現れてるはずなんでさ！","Embarrassing to admit, but—
that thing has to appear eventually!",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,63
0,,"じ、実は――“幻の食材”が諦められずに
今度はもっと頑丈な檻を仕掛けて
草葉の陰からこっそり見張ってたんですがね","Actually, I just couldn't give up on the “Phantom Ingredient.”
So I set up a sturdier cage this time, and I've been 
secretly watching from the grassy knoll.",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,66
0,,"いや、情けない話で――
だけど“ヤツ”は必ず現れてるはずなんでさ！","I know, it's pathetic.
But I'm sure it's out there!",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,68
0,,"お願いしますよ――
どうしても“幻の食材”が諦められねぇんです","Please—
I can't let go of that 'Phantom Ingredient'!",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,70
0,,"今頃、“ヤツ”は必ず現れてるはずなんでさ
そこを覚者さんの腕っぷしで何とか――！","That thing's gotta show up any moment now—
Use your legendary strength, Ser Arisen!",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,71
0,,"それにしても、やっぱり“幻の食材”は気になるな
さっきはとんでもない目にあったけど――
今度は檻にかかってるかもしれないんだよね？","I still can't forget that Phantom Ingredient.
Sure, last time was rough, but—
Think it might be in our cage this time?",ui\00_message\quest\q10300403.gmd,\quest\q10300403.arc,q10300403.arc,73
0,,“幻の食材”探し、いつでも出発できるよ！,"The hunt for the ""Phantom Ingredient""
can begin whenever you're ready!",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,1
0,,"せっかく盛り上がったのに――！
早くしないと、“幻の食材”が
幻そのものになっちゃうよ","Just when things were getting exciting—!
If we don't hurry, the ""phantom ingredient""
will vanish into thin air!",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,10
0,,"スニーカーさんが食べたかった鍋は
作ってあげられないけど
これで“幻の食材”の謎が解けたね！","I can't make the hotpot you wanted, but we solved
the mystery of the ""phantom ingredient""!",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,16
0,,"え？
“幻の食材”の正体が分かったって？","Eh? 
You figured out the true identity of 
the ""phantom ingredient""?",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,19
0,,"せめて“どんくさい一匹”だけでも
捕まえられたら良かったんですがね――","Just one slow-footed critter—
Was that too much to ask for?",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,23
