#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"灯りの準備は問題ないんで？
見通し悪ぃと何かと厄介ですよ",,ui\00_message\pawn\talk\stage\feature3001\persona07.gmd,\pw_talk\pt_feature3001_persona07.arc,pt_feature3001_persona07.arc,4
0,,"足元が滑りやすいです
覚者さま、転びませんよう",,ui\00_message\pawn\talk\stage\feature3008\persona01.gmd,\pw_talk\pt_feature3008_persona01.arc,pt_feature3008_persona01.arc,3
0,,"すごくしっかりした水路ですね
出来てからどれくらい経ってるんでしょう",,ui\00_message\pawn\talk\stage\feature3008\persona02.gmd,\pw_talk\pt_feature3008_persona02.arc,pt_feature3008_persona02.arc,0
0,,"水が淀むと、毒が発生するそうです
変な色の水はご注意を",,ui\00_message\pawn\talk\stage\feature3008\persona02.gmd,\pw_talk\pt_feature3008_persona02.arc,pt_feature3008_persona02.arc,1
0,,"この水路がちゃんと使えれば
これからも十分人の役に立ちそうですね",,ui\00_message\pawn\talk\stage\feature3008\persona02.gmd,\pw_talk\pt_feature3008_persona02.arc,pt_feature3008_persona02.arc,2
0,,結構、地面がぬるぬるしてますね,,ui\00_message\pawn\talk\stage\feature3008\persona02.gmd,\pw_talk\pt_feature3008_persona02.arc,pt_feature3008_persona02.arc,3
0,,"年季の入った水路ですね！
ここが現役であれば、治水はずっとしっかり
していたはずです",,ui\00_message\pawn\talk\stage\feature3008\persona03.gmd,\pw_talk\pt_feature3008_persona03.arc,pt_feature3008_persona03.arc,0
0,,"毒水にはご注意を！
変色している場所は有毒ですから
入らないようにしてください！",,ui\00_message\pawn\talk\stage\feature3008\persona03.gmd,\pw_talk\pt_feature3008_persona03.arc,pt_feature3008_persona03.arc,1
0,,"この水路がちゃんと使えれば
これからも十分人の役に立ちそうです！",,ui\00_message\pawn\talk\stage\feature3008\persona03.gmd,\pw_talk\pt_feature3008_persona03.arc,pt_feature3008_persona03.arc,2
0,,"湿った所を好む魔物の類がいるかもしれません
警戒して進みましょう！",,ui\00_message\pawn\talk\stage\feature3008\persona03.gmd,\pw_talk\pt_feature3008_persona03.arc,pt_feature3008_persona03.arc,3
0,,古い時代の水路と見受けられる,,ui\00_message\pawn\talk\stage\feature3008\persona04.gmd,\pw_talk\pt_feature3008_persona04.arc,pt_feature3008_persona04.arc,0
0,,"毒素で緑色に変化した水には注意を
体を蝕まれれば、治療が必要に",,ui\00_message\pawn\talk\stage\feature3008\persona04.gmd,\pw_talk\pt_feature3008_persona04.arc,pt_feature3008_persona04.arc,1
0,,"水辺を好む魔物には注意を
狭い場所での戦いは、少々不利",,ui\00_message\pawn\talk\stage\feature3008\persona04.gmd,\pw_talk\pt_feature3008_persona04.arc,pt_feature3008_persona04.arc,2
0,,主に従い、水路の探索を続行する,,ui\00_message\pawn\talk\stage\feature3008\persona04.gmd,\pw_talk\pt_feature3008_persona04.arc,pt_feature3008_persona04.arc,3
0,,"なるほど、古い時代に作られた水路ですね
まだそれなりに機能しているようですが",,ui\00_message\pawn\talk\stage\feature3008\persona05.gmd,\pw_talk\pt_feature3008_persona05.arc,pt_feature3008_persona05.arc,0
0,,"覚者さま、有毒な水が溜まっているかもしれません
怪しい色をした水溜まりへは
入らないほうがよろしいでしょう",,ui\00_message\pawn\talk\stage\feature3008\persona05.gmd,\pw_talk\pt_feature3008_persona05.arc,pt_feature3008_persona05.arc,1
0,,"じめっとした場所には、じめっとした
魔物達が棲みつくもの
致し方ありませ",,ui\00_message\pawn\talk\stage\feature3008\persona05.gmd,\pw_talk\pt_feature3008_persona05.arc,pt_feature3008_persona05.arc,2
0,,さぁ、水路の先を目指すとしましょう,,ui\00_message\pawn\talk\stage\feature3008\persona05.gmd,\pw_talk\pt_feature3008_persona05.arc,pt_feature3008_persona05.arc,3
0,,"かなり昔の用水路みたいですね
使えれば、井戸がなくても便利そうなのに",,ui\00_message\pawn\talk\stage\feature3008\persona06.gmd,\pw_talk\pt_feature3008_persona06.arc,pt_feature3008_persona06.arc,0
0,,"覚者さま、緑のヘドロに入っちゃだめですよ！
そういうとこは毒ですから！",,ui\00_message\pawn\talk\stage\feature3008\persona06.gmd,\pw_talk\pt_feature3008_persona06.arc,pt_feature3008_persona06.arc,1
0,,"本当にじめじめしてますね
いかにも魔物が好きそうな所です",,ui\00_message\pawn\talk\stage\feature3008\persona06.gmd,\pw_talk\pt_feature3008_persona06.arc,pt_feature3008_persona06.arc,2
0,,"覚者さま、どんどん先にいきましょう！
水路の先はどうなっているんでしょう",,ui\00_message\pawn\talk\stage\feature3008\persona06.gmd,\pw_talk\pt_feature3008_persona06.arc,pt_feature3008_persona06.arc,3
0,,"あちこち崩れちゃいますが
頑丈そうな水路です",,ui\00_message\pawn\talk\stage\feature3008\persona07.gmd,\pw_talk\pt_feature3008_persona07.arc,pt_feature3008_persona07.arc,0
0,,"そうだ覚者さま、変色した水には注意です
毒化してることが多いようなんで
入るなら備えが必要ですよ",,ui\00_message\pawn\talk\stage\feature3008\persona07.gmd,\pw_talk\pt_feature3008_persona07.arc,pt_feature3008_persona07.arc,1
0,,"水っけが多いとこにゃ
そういう魔物が湧きますね",,ui\00_message\pawn\talk\stage\feature3008\persona07.gmd,\pw_talk\pt_feature3008_persona07.arc,pt_feature3008_persona07.arc,2
0,,"水路の中にゃ、ずるずる滑り落ちそうな
場所もあるんで注意してくださいよ",,ui\00_message\pawn\talk\stage\feature3008\persona07.gmd,\pw_talk\pt_feature3008_persona07.arc,pt_feature3008_persona07.arc,3
0,,"かなり古そうな水路ね
それだけ、汚れや魔物も溜まっていそう",,ui\00_message\pawn\talk\stage\feature3008\persona08.gmd,\pw_talk\pt_feature3008_persona08.arc,pt_feature3008_persona08.arc,0
0,,"マスター、足元に注意して
緑色の汚水は毒を含んでいるから",,ui\00_message\pawn\talk\stage\feature3008\persona08.gmd,\pw_talk\pt_feature3008_persona08.arc,pt_feature3008_persona08.arc,1
0,,"この、湿って少し淀んだ感じ――
髪や服に染み込みそう",,ui\00_message\pawn\talk\stage\feature3008\persona08.gmd,\pw_talk\pt_feature3008_persona08.arc,pt_feature3008_persona08.arc,2
0,,"一通り通れそうな所を探索してみましょうか
思わぬ発見があるかもしれませんね",,ui\00_message\pawn\talk\stage\feature3008\persona08.gmd,\pw_talk\pt_feature3008_persona08.arc,pt_feature3008_persona08.arc,3
0,,"もともと、ここ全てが生活用水で
満たされていたのでしょうか",,ui\00_message\pawn\talk\stage\feature3009\persona01.gmd,\pw_talk\pt_feature3009_persona01.arc,pt_feature3009_persona01.arc,0
0,,"井戸跡には、使えそうなハーブや鉱石、
調合に適した雫がよく入手できます
ひととおり探してみましょう",,ui\00_message\pawn\talk\stage\feature3009\persona01.gmd,\pw_talk\pt_feature3009_persona01.arc,pt_feature3009_persona01.arc,1
0,,"もしかしたら、他にも登れる場所や
入れる場所があるかもしれません",,ui\00_message\pawn\talk\stage\feature3009\persona01.gmd,\pw_talk\pt_feature3009_persona01.arc,pt_feature3009_persona01.arc,2
0,,いつもより、やや声が響く気がいたします,,ui\00_message\pawn\talk\stage\feature3009\persona01.gmd,\pw_talk\pt_feature3009_persona01.arc,pt_feature3009_persona01.arc,3
0,,"普段使いの井戸に、スライムや亡者が
入り込んだらと思うとぞっとします",,ui\00_message\pawn\talk\stage\feature3009\persona01.gmd,\pw_talk\pt_feature3009_persona01.arc,pt_feature3009_persona01.arc,4
0,,この井戸、水が抜けてしまったのでしょうか,,ui\00_message\pawn\talk\stage\feature3009\persona02.gmd,\pw_talk\pt_feature3009_persona02.arc,pt_feature3009_persona02.arc,0
0,,"井戸の底、鉱脈やまだ使えそうな生活用品が
見つかるかもしれませんね",,ui\00_message\pawn\talk\stage\feature3009\persona02.gmd,\pw_talk\pt_feature3009_persona02.arc,pt_feature3009_persona02.arc,1
0,,"今、何か物音がしたような――？
み、水の音でしょうか――",,ui\00_message\pawn\talk\stage\feature3009\persona02.gmd,\pw_talk\pt_feature3009_persona02.arc,pt_feature3009_persona02.arc,2
0,,"昔はこの井戸も、人々に使われて
いたんでしょうね",,ui\00_message\pawn\talk\stage\feature3009\persona02.gmd,\pw_talk\pt_feature3009_persona02.arc,pt_feature3009_persona02.arc,3
0,,"井戸って、地下水脈や洞窟と繋がっている
こともあるんですね",,ui\00_message\pawn\talk\stage\feature3009\persona02.gmd,\pw_talk\pt_feature3009_persona02.arc,pt_feature3009_persona02.arc,4
0,,"なるほど！！
あの井戸の中は、こうなっていたのですね",,ui\00_message\pawn\talk\stage\feature3009\persona03.gmd,\pw_talk\pt_feature3009_persona03.arc,pt_feature3009_persona03.arc,0
0,,"おお、ちょっとしたアイテムが見つかりそうです
植物や鉱石があれば採っておきましょう！",,ui\00_message\pawn\talk\stage\feature3009\persona03.gmd,\pw_talk\pt_feature3009_persona03.arc,pt_feature3009_persona03.arc,1
0,,"まだ水が溜まっているところもありそうです
調合に使えるかもしれませんよ！",,ui\00_message\pawn\talk\stage\feature3009\persona03.gmd,\pw_talk\pt_feature3009_persona03.arc,pt_feature3009_persona03.arc,2
0,,洞窟よりひんやりして気持ちがいいですね！,,ui\00_message\pawn\talk\stage\feature3009\persona03.gmd,\pw_talk\pt_feature3009_persona03.arc,pt_feature3009_persona03.arc,3
0,,"いきなり水が湧いて来たら、我々は
どうなってしまうのでしょう！？",,ui\00_message\pawn\talk\stage\feature3009\persona03.gmd,\pw_talk\pt_feature3009_persona03.arc,pt_feature3009_persona03.arc,4
0,,"元は、ここも生活用の井戸――
水が枯れて相当経つ様子",,ui\00_message\pawn\talk\stage\feature3009\persona04.gmd,\pw_talk\pt_feature3009_persona04.arc,pt_feature3009_persona04.arc,0
0,,"使える品があれば、入手を
雫やハーブ、鉱脈など場所により資源も豊富",,ui\00_message\pawn\talk\stage\feature3009\persona04.gmd,\pw_talk\pt_feature3009_persona04.arc,pt_feature3009_persona04.arc,1
0,,多少の水溜まり、探索に支障なし,,ui\00_message\pawn\talk\stage\feature3009\persona04.gmd,\pw_talk\pt_feature3009_persona04.arc,pt_feature3009_persona04.arc,2
0,,"古井戸は魔物にとって恰好の住処
薄暗く湿っているため、根絶は困難",,ui\00_message\pawn\talk\stage\feature3009\persona04.gmd,\pw_talk\pt_feature3009_persona04.arc,pt_feature3009_persona04.arc,3
0,,"井戸には時おり、汲み取り口以外にも縦穴が
登れそうな場所は確認を",,ui\00_message\pawn\talk\stage\feature3009\persona04.gmd,\pw_talk\pt_feature3009_persona04.arc,pt_feature3009_persona04.arc,4
0,,"枯れ井戸というのも、なかなか味わい深いもの
人の生活痕、植物の茂りに岩肌に――
暮らしと自然が凝縮されたようではありませんか",,ui\00_message\pawn\talk\stage\feature3009\persona05.gmd,\pw_talk\pt_feature3009_persona05.arc,pt_feature3009_persona05.arc,0
0,,"使えるものがあれば入手しておきましょう
誰かが落としたアイテムなんかが
あるかもしれません",,ui\00_message\pawn\talk\stage\feature3009\persona05.gmd,\pw_talk\pt_feature3009_persona05.arc,pt_feature3009_persona05.arc,1
0,,"まだ壁面や各所に水が滴っていますね
完全に枯れているわけでも無いようです",,ui\00_message\pawn\talk\stage\feature3009\persona05.gmd,\pw_talk\pt_feature3009_persona05.arc,pt_feature3009_persona05.arc,2
0,,"他にも縦穴があるかもしれません
登れるところがないか見てみませんか？",,ui\00_message\pawn\talk\stage\feature3009\persona05.gmd,\pw_talk\pt_feature3009_persona05.arc,pt_feature3009_persona05.arc,3
0,,"あちこちに枯れ井戸がありますね
それだけ、白竜さまの力が衰え
セラー湖や河川の水も淀んだということでしょう",,ui\00_message\pawn\talk\stage\feature3009\persona05.gmd,\pw_talk\pt_feature3009_persona05.arc,pt_feature3009_persona05.arc,4
0,,"ぴちゃぴちゃ水が滴ってきますよ
冷たいなぁ",,ui\00_message\pawn\talk\stage\feature3009\persona06.gmd,\pw_talk\pt_feature3009_persona06.arc,pt_feature3009_persona06.arc,0
0,,"井戸の底ってなんだかわくわくしませんか！？
変な物も落ちてますし、生活感もあって",,ui\00_message\pawn\talk\stage\feature3009\persona06.gmd,\pw_talk\pt_feature3009_persona06.arc,pt_feature3009_persona06.arc,1
0,,"それにしてもこの井戸、どうして枯れて
しまったのでしょうね",,ui\00_message\pawn\talk\stage\feature3009\persona06.gmd,\pw_talk\pt_feature3009_persona06.arc,pt_feature3009_persona06.arc,2
0,,"入口以外にも、登れるところが
あるかもしれませんよ",,ui\00_message\pawn\talk\stage\feature3009\persona06.gmd,\pw_talk\pt_feature3009_persona06.arc,pt_feature3009_persona06.arc,3
0,,"探索中に水が流れ込んできたり――
しませんよね？",,ui\00_message\pawn\talk\stage\feature3009\persona06.gmd,\pw_talk\pt_feature3009_persona06.arc,pt_feature3009_persona06.arc,4
0,,じゃ、さっと井戸の中をあらためましょうか,,ui\00_message\pawn\talk\stage\feature3009\persona07.gmd,\pw_talk\pt_feature3009_persona07.arc,pt_feature3009_persona07.arc,0
0,,"まだそれなりに使えるモンや
素材の類もありそうですね",,ui\00_message\pawn\talk\stage\feature3009\persona07.gmd,\pw_talk\pt_feature3009_persona07.arc,pt_feature3009_persona07.arc,1
0,,"完全に枯れてるわけじゃないようですが
確かにこりゃ、もう取水場にゃできませんね",,ui\00_message\pawn\talk\stage\feature3009\persona07.gmd,\pw_talk\pt_feature3009_persona07.arc,pt_feature3009_persona07.arc,2
0,,"井戸の中にゃ、地下水脈や水路と
繋がってるとこもあるそうですぜ",,ui\00_message\pawn\talk\stage\feature3009\persona07.gmd,\pw_talk\pt_feature3009_persona07.arc,pt_feature3009_persona07.arc,3
0,,"じめじめしてますね
ま、埃っぽい所よりゃよっぽどマシですが",,ui\00_message\pawn\talk\stage\feature3009\persona07.gmd,\pw_talk\pt_feature3009_persona07.arc,pt_feature3009_persona07.arc,4
0,,"井戸の中、こうなっていたんですね
意外と涼しいわ",,ui\00_message\pawn\talk\stage\feature3009\persona08.gmd,\pw_talk\pt_feature3009_persona08.arc,pt_feature3009_persona08.arc,0
0,,"枯れ井戸って、いろいろ物がありますね
誰かが投げ捨てたのかしら
使えそうな物はもらっておきましょう",,ui\00_message\pawn\talk\stage\feature3009\persona08.gmd,\pw_talk\pt_feature3009_persona08.arc,pt_feature3009_persona08.arc,1
0,,"まだ水もそれなりに残っているようね
いつ頃から枯れてしまったのかしら",,ui\00_message\pawn\talk\stage\feature3009\persona08.gmd,\pw_talk\pt_feature3009_persona08.arc,pt_feature3009_persona08.arc,2
0,,"井戸って、他の洞窟や水路と
繋がっていたりもするみたい
気になる場所がないか、探してみません？",,ui\00_message\pawn\talk\stage\feature3009\persona08.gmd,\pw_talk\pt_feature3009_persona08.arc,pt_feature3009_persona08.arc,3
0,,"――ん！
やだ、首筋に水滴が――",,ui\00_message\pawn\talk\stage\feature3009\persona08.gmd,\pw_talk\pt_feature3009_persona08.arc,pt_feature3009_persona08.arc,4
0,,"これは遺跡――なのでしょうか
真新しいようであり、しかし非常に古いものの
ようでもあります",,ui\00_message\pawn\talk\stage\feature3010\persona01.gmd,\pw_talk\pt_feature3010_persona01.arc,pt_feature3010_persona01.arc,0
0,,"こんな場所です、十分警戒を
得体の知れぬ魔物が潜んでいるかもしれません",,ui\00_message\pawn\talk\stage\feature3010\persona01.gmd,\pw_talk\pt_feature3010_persona01.arc,pt_feature3010_persona01.arc,1
0,,"壁や床の意匠――、それにこの灯り
いったいどういう材質、構造なのでしょう
クラフトでもこんなものは作れません",,ui\00_message\pawn\talk\stage\feature3010\persona01.gmd,\pw_talk\pt_feature3010_persona01.arc,pt_feature3010_persona01.arc,2
0,,"ときおり、強い思念のような――
何者かの言葉のようなものが――頭に――",,ui\00_message\pawn\talk\stage\feature3010\persona01.gmd,\pw_talk\pt_feature3010_persona01.arc,pt_feature3010_persona01.arc,3
0,,"不思議なところです。しかし、なんでしょう――
我々がいるべき場所ではない、そんな気がします",,ui\00_message\pawn\talk\stage\feature3010\persona01.gmd,\pw_talk\pt_feature3010_persona01.arc,pt_feature3010_persona01.arc,4
0,,"ここは遺跡――なのでしょうか？
不思議な構造です",,ui\00_message\pawn\talk\stage\feature3010\persona02.gmd,\pw_talk\pt_feature3010_persona02.arc,pt_feature3010_persona02.arc,0
0,,"ど、どんな敵が現れても、覚者さまを
お守りしなければ――！",,ui\00_message\pawn\talk\stage\feature3010\persona02.gmd,\pw_talk\pt_feature3010_persona02.arc,pt_feature3010_persona02.arc,1
0,,"どこを見ても、すごく高度な技術で
造られているようです",,ui\00_message\pawn\talk\stage\feature3010\persona02.gmd,\pw_talk\pt_feature3010_persona02.arc,pt_feature3010_persona02.arc,2
0,,"扉の枠や細工は――全部金？
いや、でも、どうなのでしょう",,ui\00_message\pawn\talk\stage\feature3010\persona02.gmd,\pw_talk\pt_feature3010_persona02.arc,pt_feature3010_persona02.arc,3
0,,"レスタニアでは見かけない文様が
あちこちに刻まれていますね",,ui\00_message\pawn\talk\stage\feature3010\persona02.gmd,\pw_talk\pt_feature3010_persona02.arc,pt_feature3010_persona02.arc,4
0,,"遺跡のようですが、最近作られたかの
ごとき新しさ
むむ、不可解な――！",,ui\00_message\pawn\talk\stage\feature3010\persona03.gmd,\pw_talk\pt_feature3010_persona03.arc,pt_feature3010_persona03.arc,0
0,,"異形の魔物が現れようとも、私がマスターを
お守りいたします！",,ui\00_message\pawn\talk\stage\feature3010\persona03.gmd,\pw_talk\pt_feature3010_persona03.arc,pt_feature3010_persona03.arc,1
0,,"マスター、なにやら怪しげな文様が
あちこちに描かれていますよ",,ui\00_message\pawn\talk\stage\feature3010\persona03.gmd,\pw_talk\pt_feature3010_persona03.arc,pt_feature3010_persona03.arc,2
0,,"うむ――！？
今、不意に何者かの声が聞こえたような
気のせいでしょうか",,ui\00_message\pawn\talk\stage\feature3010\persona03.gmd,\pw_talk\pt_feature3010_persona03.arc,pt_feature3010_persona03.arc,3
0,,"アーク、ですか
現在のレスタニアには似つかわしくない
建造物です",,ui\00_message\pawn\talk\stage\feature3010\persona03.gmd,\pw_talk\pt_feature3010_persona03.arc,pt_feature3010_persona03.arc,4
0,,"複雑な幾何学模様――
レスタニアでは見られぬ装飾",,ui\00_message\pawn\talk\stage\feature3010\persona04.gmd,\pw_talk\pt_feature3010_persona04.arc,pt_feature3010_persona04.arc,0
0,,"現れる魔物の、地上のそれとは異なる特徴――
人為的強化と予想する",,ui\00_message\pawn\talk\stage\feature3010\persona04.gmd,\pw_talk\pt_feature3010_persona04.arc,pt_feature3010_persona04.arc,1
0,,"――！？
意思の片鱗のようなものが頭に
主よ、何者かの思念を感じた",,ui\00_message\pawn\talk\stage\feature3010\persona04.gmd,\pw_talk\pt_feature3010_persona04.arc,pt_feature3010_persona04.arc,2
0,,"一面に施された非常に精緻な細工
いかなる技術で造られたものか、不明",,ui\00_message\pawn\talk\stage\feature3010\persona04.gmd,\pw_talk\pt_feature3010_persona04.arc,pt_feature3010_persona04.arc,3
0,,"異質なる大石塊、アーク
おそらくこれは、この地にあってはならぬもの",,ui\00_message\pawn\talk\stage\feature3010\persona04.gmd,\pw_talk\pt_feature3010_persona04.arc,pt_feature3010_persona04.arc,4
0,,"しかし、恐ろしい技術力です
アークがいったいどのように造られたかを
思うと、感嘆以外ありませんね――",,ui\00_message\pawn\talk\stage\feature3010\persona05.gmd,\pw_talk\pt_feature3010_persona05.arc,pt_feature3010_persona05.arc,0
0,,"覚者さま、どうもここの魔物は
様子がおかしい
なにやら改造でも施されているかのようです",,ui\00_message\pawn\talk\stage\feature3010\persona05.gmd,\pw_talk\pt_feature3010_persona05.arc,pt_feature3010_persona05.arc,1
0,,"黒と白と金の内装――
確かに美しくはあるのですが、どうにも素直に
称える気になれません",,ui\00_message\pawn\talk\stage\feature3010\persona05.gmd,\pw_talk\pt_feature3010_persona05.arc,pt_feature3010_persona05.arc,2
0,,"あぁ、また――！
脳裏に、言葉のようなものが微かに浮かんでは
消えてゆく――そんな気がしませんか",,ui\00_message\pawn\talk\stage\feature3010\persona05.gmd,\pw_talk\pt_feature3010_persona05.arc,pt_feature3010_persona05.arc,3
0,,"さて――
この怪しき宮の奥には
何が待ち構えているのやら",,ui\00_message\pawn\talk\stage\feature3010\persona05.gmd,\pw_talk\pt_feature3010_persona05.arc,pt_feature3010_persona05.arc,4
0,,"うわぁ――
ここ、一体何でできているんでしょう
灯りとか見たことない形です
どうやって光ってるんだろう",,ui\00_message\pawn\talk\stage\feature3010\persona06.gmd,\pw_talk\pt_feature3010_persona06.arc,pt_feature3010_persona06.arc,0
0,,"変な魔物がいるみたいですよ、覚者さま
外にいる普通のとは違って
金色の装具がついたヤツが",,ui\00_message\pawn\talk\stage\feature3010\persona06.gmd,\pw_talk\pt_feature3010_persona06.arc,pt_feature3010_persona06.arc,1
0,,"床も壁も、見たことない細工です
すごいなぁ
作った人達の工房を見てみたいですね",,ui\00_message\pawn\talk\stage\feature3010\persona06.gmd,\pw_talk\pt_feature3010_persona06.arc,pt_feature3010_persona06.arc,2
0,,"うーん、何だろう
さっきから誰かの声みたいなものが
聞こえるような、聞こえないような――",,ui\00_message\pawn\talk\stage\feature3010\persona06.gmd,\pw_talk\pt_feature3010_persona06.arc,pt_feature3010_persona06.arc,3
0,,"ヘンテコな間取りですね
外から見るよりずっと広いや
どうなっているんでしょう",,ui\00_message\pawn\talk\stage\feature3010\persona06.gmd,\pw_talk\pt_feature3010_persona06.arc,pt_feature3010_persona06.arc,4
0,,"あぁ、しかし随分な構造ですぜ
このアークってのは
どんな技術で作ったのやら",,ui\00_message\pawn\talk\stage\feature3010\persona07.gmd,\pw_talk\pt_feature3010_persona07.arc,pt_feature3010_persona07.arc,0
0,,"気ぃつけてください
妙な飾りのついてる魔物は
外のヤツより厄介そうですぜ",,ui\00_message\pawn\talk\stage\feature3010\persona07.gmd,\pw_talk\pt_feature3010_persona07.arc,pt_feature3010_persona07.arc,1
0,,"豪華なんだが、どうも無機質な場所ですねぇ
人間みがねぇというか――
ポーンの俺が言うのもなんですが",,ui\00_message\pawn\talk\stage\feature3010\persona07.gmd,\pw_talk\pt_feature3010_persona07.arc,pt_feature3010_persona07.arc,2
0,,"――あ？
誰かの声が聞こえた気がしましたが
気のせいですかね",,ui\00_message\pawn\talk\stage\feature3010\persona07.gmd,\pw_talk\pt_feature3010_persona07.arc,pt_feature3010_persona07.arc,3
0,,"なにせここは得体が知れねぇ
油断しねぇでくださいよ、覚者さま",,ui\00_message\pawn\talk\stage\feature3010\persona07.gmd,\pw_talk\pt_feature3010_persona07.arc,pt_feature3010_persona07.arc,4
0,,"外から見た感じとこの内部――
規模も構造もずいぶん違うわね
どうなっているのかしら",,ui\00_message\pawn\talk\stage\feature3010\persona08.gmd,\pw_talk\pt_feature3010_persona08.arc,pt_feature3010_persona08.arc,0
0,,"マスター、注意して
怪しい飾り付きの魔物がいるわ
体に何か埋め込まれているみたい",,ui\00_message\pawn\talk\stage\feature3010\persona08.gmd,\pw_talk\pt_feature3010_persona08.arc,pt_feature3010_persona08.arc,1
0,,"大理石？　――じゃないのかしら
不思議な素材ね、壁も照明も",,ui\00_message\pawn\talk\stage\feature3010\persona08.gmd,\pw_talk\pt_feature3010_persona08.arc,pt_feature3010_persona08.arc,2
0,,"ん――
幽かな声が頭に響くみたい――
マスターにも聞こえました？",,ui\00_message\pawn\talk\stage\feature3010\persona08.gmd,\pw_talk\pt_feature3010_persona08.arc,pt_feature3010_persona08.arc,3
0,,"マスター、慎重に進みましょう
複雑な構造だし、敵も外とは違いますし",,ui\00_message\pawn\talk\stage\feature3010\persona08.gmd,\pw_talk\pt_feature3010_persona08.arc,pt_feature3010_persona08.arc,4
0,,"ここは我々が生まれ、そして還る場所――
覚者さまの声が届かぬまま
永く留まるには、あまりに冷たく静かです",,ui\00_message\pawn\talk\stage\feature3011\persona01.gmd,\pw_talk\pt_feature3011_persona01.arc,pt_feature3011_persona01.arc,0
0,,さぁ、早く奥へ向かい救出してあげましょう,,ui\00_message\pawn\talk\stage\feature3011\persona01.gmd,\pw_talk\pt_feature3011_persona01.arc,pt_feature3011_persona01.arc,1
0,,"――私も、ここへ送られることにならぬよう
日頃から注意せねば",,ui\00_message\pawn\talk\stage\feature3011\persona01.gmd,\pw_talk\pt_feature3011_persona01.arc,pt_feature3011_persona01.arc,2
0,,"気をつけてください、ここをさまようポーン達は
すでに言葉の通じぬ敵です",,ui\00_message\pawn\talk\stage\feature3011\persona01.gmd,\pw_talk\pt_feature3011_persona01.arc,pt_feature3011_persona01.arc,3
0,,"主と目的を失い、さまようポーン――
ああはなりたくないものです",,ui\00_message\pawn\talk\stage\feature3011\persona01.gmd,\pw_talk\pt_feature3011_persona01.arc,pt_feature3011_persona01.arc,4
0,,"異界の狭間――
自分から戻りたい場所ではありませんね",,ui\00_message\pawn\talk\stage\feature3011\persona02.gmd,\pw_talk\pt_feature3011_persona02.arc,pt_feature3011_persona02.arc,0
0,,"奥には恐ろしい敵がいるんです
早く救出してあげないと――！",,ui\00_message\pawn\talk\stage\feature3011\persona02.gmd,\pw_talk\pt_feature3011_persona02.arc,pt_feature3011_persona02.arc,1
0,,"自分がここへ送られることのないよう
気を付けないと――",,ui\00_message\pawn\talk\stage\feature3011\persona02.gmd,\pw_talk\pt_feature3011_persona02.arc,pt_feature3011_persona02.arc,2
0,,"覚者さま、狭間に堕ちたポーンは
正気を失っています。た、倒すしか――",,ui\00_message\pawn\talk\stage\feature3011\persona02.gmd,\pw_talk\pt_feature3011_persona02.arc,pt_feature3011_persona02.arc,3
0,,"ここでさまようポーンは、自分の覚者さまの
お顔も覚えていないのでしょうか――",,ui\00_message\pawn\talk\stage\feature3011\persona02.gmd,\pw_talk\pt_feature3011_persona02.arc,pt_feature3011_persona02.arc,4
0,,"ここは、故郷ではありますが
なるべく戻りたくはない――そんな場所ですね",,ui\00_message\pawn\talk\stage\feature3011\persona03.gmd,\pw_talk\pt_feature3011_persona03.arc,pt_feature3011_persona03.arc,0
0,,マスター、急いで救出に向かいましょう！,,ui\00_message\pawn\talk\stage\feature3011\persona03.gmd,\pw_talk\pt_feature3011_persona03.arc,pt_feature3011_persona03.arc,1
0,,私もここへ落ちぬよう、気を引き締めなければ！,,ui\00_message\pawn\talk\stage\feature3011\persona03.gmd,\pw_talk\pt_feature3011_persona03.arc,pt_feature3011_persona03.arc,2
0,,"異界の狭間で迷ったポーンはもはや戻りません！
せめて、マスターの手でとどめを――！",,ui\00_message\pawn\talk\stage\feature3011\persona03.gmd,\pw_talk\pt_feature3011_persona03.arc,pt_feature3011_persona03.arc,3
0,,"ここに長くいると、ポーンは己を失います
世界との繋がりが薄れ、使命を、マスターを
ただ求める亡霊になってしまうのです",,ui\00_message\pawn\talk\stage\feature3011\persona03.gmd,\pw_talk\pt_feature3011_persona03.arc,pt_feature3011_persona03.arc,4
0,,主の手を煩わせぬよう、自戒する――！,,ui\00_message\pawn\talk\stage\feature3011\persona04.gmd,\pw_talk\pt_feature3011_persona04.arc,pt_feature3011_persona04.arc,0
0,,"異界は、訪れし覚者の力が反映される
敵の力もまた同様",,ui\00_message\pawn\talk\stage\feature3011\persona04.gmd,\pw_talk\pt_feature3011_persona04.arc,pt_feature3011_persona04.arc,1
0,,"さまよえる戦徒はもはや、意思なき影
盲目に覚者を求める、倒すべき敵",,ui\00_message\pawn\talk\stage\feature3011\persona04.gmd,\pw_talk\pt_feature3011_persona04.arc,pt_feature3011_persona04.arc,2
0,,"異界の狭間はどの世界にも属さぬ淵
それゆえ空虚でただ、静か――",,ui\00_message\pawn\talk\stage\feature3011\persona04.gmd,\pw_talk\pt_feature3011_persona04.arc,pt_feature3011_persona04.arc,3
0,,急ぎ、ロスト対象の救出を,,ui\00_message\pawn\talk\stage\feature3011\persona04.gmd,\pw_talk\pt_feature3011_persona04.arc,pt_feature3011_persona04.arc,4
