0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
2,TUTORIAL_STEP_828,"＜火竜の魔防壁＞

敵の《魔法攻撃力上昇》に合わせて
魔法攻撃のダメージを無効化するバリアを展開します

バリア展開中は筋力／魔力／疲労攻力／チャンス攻力
が増加するが、魔法攻撃を受けるか時間経過により
バリアの耐久値は減少していきます

LV UP毎にステータスアップ効果
バリアの耐久値がより上昇",,ui\00_message\tutorial_guide\steps\tutorial_guide_step433.gmd,\tguide\tutorial_guide_433.arc,tutorial_guide_433.arc,2
3,TUTORIAL_STEP_867,"＜火竜の浄化＞

<COL 78f5ff>《闇炎》</COL>の状態異常にかかった際に
回復までの時間を短縮します

※回復までの時間は、付与される毎にやや増減します

LV UP毎に回復までの時間がさらに短縮",,ui\00_message\tutorial_guide\steps\tutorial_guide_step433.gmd,\tguide\tutorial_guide_433.arc,tutorial_guide_433.arc,3
0,TUTORIAL_STEP_830,"<COL ffdc78>《ドラゴンアビリティ：白竜》</COL>は
闇の眷属“黒騎士""に対して力を発揮します

竜防具に付与された《白竜》のポイントの
パーティーメンバーの合計が一定値を満たすことが
発動の条件となります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step434.gmd,\tguide\tutorial_guide_434.arc,tutorial_guide_434.arc,0
1,TUTORIAL_STEP_832,"＜ゴーストスレイヤー＞

黒騎士の弱点部位に一定量のダメージを与えると
敵に大ダメージを与える追撃が発生します

LV UP毎に追撃のダメージがより増加",,ui\00_message\tutorial_guide\steps\tutorial_guide_step434.gmd,\tguide\tutorial_guide_434.arc,tutorial_guide_434.arc,1
2,TUTORIAL_STEP_831,"＜白竜の防壁＞

敵の《物理攻撃力上昇》に合わせて
物理攻撃のダメージを無効化するバリアを展開します

バリア展開中は筋力／魔力／疲労攻力／チャンス攻力
が増加するが物理攻撃を受けるか時間経過により
バリアの耐久値は減少していきます

LV UP毎にステータスアップ効果／
バリアの耐久値がより上昇",,ui\00_message\tutorial_guide\steps\tutorial_guide_step434.gmd,\tguide\tutorial_guide_434.arc,tutorial_guide_434.arc,2
3,TUTORIAL_STEP_868,"＜白竜の刃＞

敵の《鎧硬化》に合わせて
吹き飛ばし力が増加し鎧硬化状態を解除しやすくなる

鎧硬化状態を解除すると、敵が体勢を崩している間
筋力／魔力／疲労攻力／チャンス攻力が増加する
追加効果が発動します

LV UP毎にステータスアップ効果がより上昇",,ui\00_message\tutorial_guide\steps\tutorial_guide_step434.gmd,\tguide\tutorial_guide_434.arc,tutorial_guide_434.arc,3
0,TUTORIAL_STEP_833,"黒竜との戦いでは、これまでの闇の眷属との戦いで
力を発揮した様々なドラゴンアビリティの効果が
必要となります

全てのドラゴンアビリティの発動が可能な
<COL ffdc78>《ドラゴンアビリティ：対黒竜》</COL>の力を宿した
竜防具を準備し、黒竜との決戦に備えましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,0
1,TUTORIAL_STEP_834,"高難度となる黒竜との決戦では<COL ffdc78>《破滅の力》</COL>と
よばれる力が黒竜に蓄積していきます

破滅の力は黒竜の特定の攻撃を受けることで
上昇していきます。最大まで高まった破滅の力による
黒竜の一撃は、覚者たちを殲滅するには
十分すぎるほどの威力となるでしょう

<COL ffdc78>黒竜の竜力がむき出しとなった部位</COL>を攻撃することで
破滅の力を減少させることが可能です
この点を上手く利用できるよう立ち回りましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,1
2,TUTORIAL_STEP_835,"《対黒竜》でのみ発動可能なドラゴンアビリティ

＜ドラゴンスレイヤー＞
黒竜の弱点部位、または黒竜により召喚された竜晶に
一定量のダメージを与えると
大ダメージを与える追撃が発生します

LV UP毎に追撃のダメージがより増加",,ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,2
3,TUTORIAL_STEP_869,"＜黄金竜の一撃＞

黄金竜の攻撃により、敵の特定の攻撃を中断します
攻撃を中断すると破滅の力の蓄積量が減少します

LV UP毎に破滅の力の減少量がより増加",,ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,3
0,TUTORIAL_STEP_836,弱点や攻略ポイントなど,,ui\00_message\tutorial_guide\steps\tutorial_guide_step436.gmd,\tguide\tutorial_guide_436.arc,tutorial_guide_436.arc,0
1,TUTORIAL_STEP_837,なんか,,ui\00_message\tutorial_guide\steps\tutorial_guide_step436.gmd,\tguide\tutorial_guide_436.arc,tutorial_guide_436.arc,1
2,TUTORIAL_STEP_838,なんか,,ui\00_message\tutorial_guide\steps\tutorial_guide_step436.gmd,\tguide\tutorial_guide_436.arc,tutorial_guide_436.arc,2
0,TUTORIAL_STEP_839,"<COL 78f5ff>《ワイルドハント》</COL>は
通常では存在しない強さや大きさの魔物の
討伐依頼を受け、フィールドに出て
探索・討伐するコンテンツです

白竜神殿の宿場区にいる
リサに話しかけることで確認できるリストから
好きな依頼を受注できます

<COL ffdc78>討伐・クリアによる経験値取得はありませんが
大量のプレイポイントが手に入ります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,0
1,TUTORIAL_STEP_840,"ワイルドハントには<COL 78f5ff>《ランク》</COL>があり
高いほど難易度が上がりますが
貰える報酬も多くなります

　Sランク：もっとも高いランク
　Aランク：高いランク
　Bランク：通常のランク

<COL ffdc78>特にSランクはワイルドハントをたくさんクリアし
リサからの信頼を得ないと滅多に受けられません</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,1
2,TUTORIAL_STEP_841,"ワイルドハントの討伐は
フィールドを探索してターゲットを
探し出すところから始まります

ミニマップに表示されるマーカーの範囲内に
ターゲットがいるので、周囲を注意深く
探索してみましょう

<COL ffdc78>ランクが高くなるほど候補となるマーカーが増え
探し出すことが困難になります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,2
3,TUTORIAL_STEP_842,"＜ボーナスターゲット＞

マーカーの中には、討伐対象ではない
強力な魔物が潜んでいることがあります

<COL ffdc78>討伐しなくてもクエストの進行に影響はありませんが
討伐するとプレイポイントを獲得できます</COL>

ボーナスターゲットと出会った時は
画面上部に青いテキストが表示されます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,3
0,TUTORIAL_STEP_843,"＜ワイルドハントの依頼＞

1日につき2件のワイルドハントが依頼されます
<COL ffdc78>依頼は最大9件までストックできるようになっています</COL>
ログインしていない間にも依頼は貯まっていくので
溢れさせないように注意しましょう

またストックが最大の状態で次の日を迎えた場合は
ストックの更新はされず依頼の内容は変わりません",,ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,0
1,TUTORIAL_STEP_844,"＜リサの信頼度＞

依頼を繰り返し達成することで
リサの<COL 78f5ff>《信頼度》</COL>が上昇します

信頼度は★で表示され、最大で★★★★になります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,1
2,TUTORIAL_STEP_863,"信頼度を上げるメリットとしては
<COL ffdc78>高ランクの依頼を受けやすくなるほか
１日に依頼される件数が最大３件まで増える</COL>ことが
挙げられます

しかし
<COL ffdc78>依頼を最大までストックしたまま次の日を迎える</COL>と
信頼を損なってしまうので注意しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,2
3,TUTORIAL_STEP_845,"＜パーティープレイ時の注意＞

ワイルドハントはパーティでも遊ぶことができますが
<COL ffdc78>魔物が潜む範囲マーカーの位置を
知ることができるのは、依頼を受注している
パーティーリーダーのみです</COL>

ミニマップのフリーマーカー機能などを活用して
パーティーメンバーに指示を出しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,3
0,TUTORIAL_STEP_846,"<COL 78f5ff>《アッカーシェラン追懐戦記》</COL>は
最大８人のパーティーを結成して
様々なエリアに出現する敵を討伐しながら
進攻するウォーミッションです",,ui\00_message\tutorial_guide\steps\tutorial_guide_step439.gmd,\tguide\tutorial_guide_439.arc,tutorial_guide_439.arc,0
1,TUTORIAL_STEP_847,"各戦闘エリアにいる敵を討伐すると
進行マーカーが出現します
進行マーカーに集合すると自軍旗がセットされ、
<COL ffdc78>人数制限のあるワープゲート</COL>が解放されます

ワープゲートには行き先となるステージ名が表示され、
選択時に<COL ffdc78>あと何人が移動できるか</COL>が確認できます
一定数の覚者がワープするとゲート自体が消滅します

誰をワープさせるのか、パーティーメンバー間で
協力してギミックを使用しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step439.gmd,\tguide\tutorial_guide_439.arc,tutorial_guide_439.arc,1
2,TUTORIAL_STEP_848,"自軍旗を守るメンバーと、各地に出現する魔物を
討伐するメンバーで二手に分かれ
ミッションの目標を達成しましょう

全てのエリアでの戦闘が終わると
最奥に座す黒騎士に挑むことになります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step439.gmd,\tguide\tutorial_guide_439.arc,tutorial_guide_439.arc,2
3,TUTORIAL_STEP_860,"WM開催中には魔軍四将が出現することがあります

四将の討伐は<COL ffdc78>大量のDPが獲得できるほか
ショップに並ぶ商品の条件解放にも
つながる</COL>ので、戦況が変わった際には
ぜひ挑戦してみましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step439.gmd,\tguide\tutorial_guide_439.arc,tutorial_guide_439.arc,3
0,TUTORIAL_STEP_849,"<COL 78f5ff>《精霊竜》《火竜》《白竜》《黄金竜》《対黒竜》</COL>
上記のドラゴンアビリティは装備強化により
<COL ffdc78>防具が★4になった際、性能が上昇します</COL>

防具に付与されているドラゴンアビリティの
ポイントが<COL ffdc78>""3以下""</COL>だった場合は
該当するドラゴンアビリティのポイントが上昇します

ドラゴンアビリティのポイントが<COL ffdc78>""4以上""</COL>の場合は
《理力》のアビリティポイントが上昇します",,ui\00_message\tutorial_guide\steps\tutorial_guide_step440.gmd,\tguide\tutorial_guide_440.arc,tutorial_guide_440.arc,0
0,TUTORIAL_STEP_850,"<COL 78f5ff>＜ドラゴンアビリティの合成＞</COL>は
《対黒竜》ドラゴンアビリティの性能を
向上させる事ができる特殊な合成です

基となる《黒竜装備》に
《精霊竜装備》,《火竜装備》
《白竜装備》,《黄金竜装備》
をあわせることで可能となります

<COL ffdc78>※合成では《理力》の性能は向上しません</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step441.gmd,\tguide\tutorial_guide_441.arc,tutorial_guide_441.arc,0
1,TUTORIAL_STEP_857,"合成の際に付与される《対黒竜》のポイントは
選択した《精霊竜》,《火竜》,《白竜》,《黄金竜》の
ドラゴンアビリティポイントによって決まります

すべてのポイントが一定値の場合
その値で《対黒竜》アビリティが付与され
そうでない場合、確率で付与されます

確率は<COL 78f5ff>《合成結果の確認》</COL>から確認できます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step441.gmd,\tguide\tutorial_guide_441.arc,tutorial_guide_441.arc,1
0,TUTORIAL_STEP_851,"竜スキル用で新規か、既存書き換えか
",,ui\00_message\tutorial_guide\steps\tutorial_guide_step442.gmd,\tguide\tutorial_guide_442.arc,tutorial_guide_442.arc,0
0,TUTORIAL_STEP_852,"竜武具を分解すると
竜武具の強化に必要な素材の一部が入手できます
不要な武具は素材に分解し、強化に使いましょう

また、強化に使う素材は
新たな竜武具と交換することも可能です",,ui\00_message\tutorial_guide\steps\tutorial_guide_step443.gmd,\tguide\tutorial_guide_443.arc,tutorial_guide_443.arc,0
0,TUTORIAL_STEP_853,"<COL 78f5ff>《リワードミッション》が解放されました！</COL>

<COL ffdc78>《リワードミッション》の内容は、宿場区のリサに
話しかけることで確認できます</COL>

ミッションの達成数に応じて、特別報酬が獲得できます
なかでも、<COL 78f5ff>《白竜神殿発行・リワードメダル》</COL>は
リワードミッションでしか入手できない
特別なアイテムです
リサが様々な品物と交換してくれるでしょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step444.gmd,\tguide\tutorial_guide_444.arc,tutorial_guide_444.arc,0
1,TUTORIAL_STEP_858,"リワードミッションには
<COL 78f5ff>《毎日更新》</COL>されるミッションや
<COL 78f5ff>《毎週更新》</COL>されるミッションなどがあります

<COL ffdc78>報酬も同じく、ミッションの更新日にリセットされます</COL>
すべての報酬を手に入れられるよう
日々のミッションに挑みましょう

<COL ffdc78>※大竜晶破壊戦をクリアすることでは
　エクストリームミッションのクリア回数は増えません</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step444.gmd,\tguide\tutorial_guide_444.arc,tutorial_guide_444.arc,1
0,TUTORIAL_STEP_854,"悪しき魔物が鎮座する<COL 78f5ff>《滅びの渦》</COL>に突入する為には
<COL 78f5ff>《<ITEM 24728>》</COL>が必要となります
この《<ITEM 24728>》は主に<COL ffdc78>《大竜晶破壊戦》を
攻略することで入手できます</COL>

《破滅の渦》を攻略後、《<ITEM 24728>》は
報酬と引き替えに壊れてしまいます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step445.gmd,\tguide\tutorial_guide_445.arc,tutorial_guide_445.arc,0
0,TUTORIAL_STEP_855,"<COL 78f5ff>絶望の大陸 第五節：「すべての行く末」到達！</COL>

　“突如として世界を襲った数々の災い

　　信じ、抵抗し、希望を捨てず
　　仲間と共に理を護ったのは
　　竜でも王でもなく　ただ一人の覚者であった

　　傷を負った大陸は
　　今　それぞれの未来へと歩み始める――”",,ui\00_message\tutorial_guide\steps\tutorial_guide_step446.gmd,\tguide\tutorial_guide_446.arc,tutorial_guide_446.arc,0
1,TUTORIAL_STEP_864,"すべての元凶であった黒竜を打ちはたし
あなたは理を、世界を護りぬきました

あなたが関わってきた大陸の人々も
それぞれに傷を負いながらも、前へ進み出しています

今後もあなたを必要とする声に応えてゆきましょう
また、ひとときの休息を、仲間や戦徒と過ごして
穏やかに楽しむのもよいでしょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step446.gmd,\tguide\tutorial_guide_446.arc,tutorial_guide_446.arc,1
0,TUTORIAL_STEP_150,"<COL ffdc78>《チャット》</COL>は、ゲームプレイ中に
他のプレイヤーとコミュニケーションを
取るための基本ツールです

また<COL ffdc78>《チャットログ》</COL>にはそれまでの
チャット発言が記録され、
ゲーム中の状況告知も流れます

【<KC UI_CHAT>】を押してチャットモードに
切替え、発言を入力しましょう","<COL ffdc78>""Chat""</COL>
This is the fundamental tool you use to communicate
with others during gameplay.

The <COL ffdc78>""Chat Log""</COL> records
all messages recieved during gameplay.
This chat gets refreshed constantly during gameplay.

Press [<KC UI_CHAT>] to enter chat mode.
This will switch to the chat window so you can input
what you want to say.",ui\00_message\tutorial_guide\steps\tutorial_guide_step46.gmd,\tguide\tutorial_guide_46.arc,tutorial_guide_46.arc,0
1,TUTORIAL_STEP_149,"表示させる情報はフィルタリングできます
　【<KC UI_LB>／<KC UI_RB>】でチャンネル切替
　（＋）からチャンネル追加

　入力欄などで【<KC UI_RT>】を押すとログ拡大
　【<KC KEY_UP>／<KC KEY_DOWN>】でログ確認

<COL ffdc78>拡大した状態であれば、発言者を直接選んで
話しかけたり、プロフィール確認やパーティー要請、
フレンド申請できます</COL>","The Information that is displayed can be filtered
with [<KC UI_LB>/<KC UI_RB>] this will switch channels.
Use (+) to add a channel.

In the input field press [<KC UI_RT>] to enlarge the log
Use [<KC KEY_UP>/<KC KEY_DOWN>] to scroll through it.",ui\00_message\tutorial_guide\steps\tutorial_guide_step46.gmd,\tguide\tutorial_guide_46.arc,tutorial_guide_46.arc,1
2,TUTORIAL_STEP_280,"<COL ffdc78>誰に対して発言するかは
チャット入力欄上の《対象メニュー》で
切替えられます</COL>

不特定多数向け、パーティーメンバー向け
グループチャットメンバー向けなど、
話しかける相手を変えたい場合に利用しましょう

操作方法は入力欄下のガイドで確認できます","<COL ffdc78>You can choose who you
speak to in the ""Target menu"" in the chat window.</COL>

Use it to when you want to change who you speak to,
your party memebers, clan members or
everyone else.",ui\00_message\tutorial_guide\steps\tutorial_guide_step46.gmd,\tguide\tutorial_guide_46.arc,tutorial_guide_46.arc,2
3,TUTORIAL_STEP_390,"チャット会話対象タイプは、以下になります

　<COL ffdc78>Say</COL> ：周りのプレイヤー
　<COL ffdc78>Shout</COL> ：同ワールドのプレイヤー全員
　<COL ffdc78>Party</COL> ：パーティーメンバー
　<COL ffdc78>Tell</COL> ：特定の個人
　<COL ffdc78>Clan</COL> ：クランメンバー
　<COL ffdc78>Group</COL> ：グループチャットメンバー
　<COL ffdc78>Entry Board</COL> ：エントリーボード参加者","The chat targets are as follows:

　<COL ffdc78>Say</COL>: Surrounding players.
　<COL ffdc78>Shout</COL>: All players in the world.
　<COL ffdc78>Party</COL>: Party members.
　<COL ffdc78>Tell</COL>: Specific player.
　<COL ffdc78>Clan</COL>: Clan members.
　<COL ffdc78>Group</COL> Group Chat members.
　<COL ffdc78>Entry Board</COL>: Entry Board participants.",ui\00_message\tutorial_guide\steps\tutorial_guide_step46.gmd,\tguide\tutorial_guide_46.arc,tutorial_guide_46.arc,3
4,TUTORIAL_STEP_597,"＜メモ機能＞

宛先を<COL ffdc78>Memo</COL>に合わせて
テキストを入力し、発言すると
相手に発信されず<COL ffdc78>メモログ</COL>に記録されます

メモログは、チャンネルタブを
一番左に合わせることで確認できます
また、チャットログから任意のテキストを選んで
「メモする」ことでメモログに記録できます","""Memo""

You can create a <COL ffdc78>Memo</COL>,
a note that can only be seen by you, it will be
saved in the <COL ffdc78>Memo Log</COL>.

The memo log is the leftmost tab in the channel tab.
Apart from notes you can also save specific messages
that appear in the chat log into the Memo Log.",ui\00_message\tutorial_guide\steps\tutorial_guide_step46.gmd,\tguide\tutorial_guide_46.arc,tutorial_guide_46.arc,4
0,TUTORIAL_STEP_52,"<COL ffdc78>覚者であるあなたは、戦闘やクエストクリアで
経験値（ＸＰ）を得て、レベルアップします</COL>
主な成長要素は覚えておきましょう

　・筋力、魔力などステータスの上昇
　・装備できるアイテムの増加
　・ジョブポイントの獲得
　・新たなスキル、アビリティの習得

なお、レベルはジョブ別に上昇します",,ui\00_message\tutorial_guide\steps\tutorial_guide_step49.gmd,\tguide\tutorial_guide_49.arc,tutorial_guide_49.arc,0
0,TUTORIAL_STEP_88,"野外には、登ること<COL ffdc78>《クライミング》</COL>が
できる場所があります

はしご、ツタに覆われた岩壁、巨大な樹木
などを見つけたら登ってみましょう
ただし、高所落下ダメージには注意が必要です

<PADM>　　クライミング中は【左スティック】で移動<KEYM>　　クライミング中は【<KC MOVE_FORWARD><KC MOVE_LEFT><KC MOVE_BACKWARD><KC MOVE_RIGHT>】で移動</KEYM>
<PADM>　　（移動中【<KC DASH>】を押すと一足跳び）<KEYM>　　（同じ移動キーを２回押すと一足跳び）</KEYM>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step53.gmd,\tguide\tutorial_guide_53.arc,tutorial_guide_53.arc,0
0,TUTORIAL_STEP_90,"野外やダンジョンを探索すると
アイテムを入手することがあります

倒した敵が落とすドロップアイテムや、
地形を調べて得られる採取アイテムです",,ui\00_message\tutorial_guide\steps\tutorial_guide_step55.gmd,\tguide\tutorial_guide_55.arc,tutorial_guide_55.arc,0
1,TUTORIAL_STEP_89,"宝箱、薬草群、鉱脈、倒木、水辺など
アイテムを採取できるポイントは
さまざまです

中には<COL ffdc78>《ピッケル》など専用のツールが
なければ採取できないものもあります</COL>

採取ツールは道具屋で購入できるので、
いつも持ち歩くようにしましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step55.gmd,\tguide\tutorial_guide_55.arc,tutorial_guide_55.arc,1
2,TUTORIAL_STEP_232,"一度アイテムを入手した場所であっても
白竜神殿や拠点に戻り、もう一度訪れることで
再び入手が可能になります

素材の取れる場所は覚えておき、必要に
なった時は改めて訪れてみましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step55.gmd,\tguide\tutorial_guide_55.arc,tutorial_guide_55.arc,2
0,TUTORIAL_STEP_91,"アイテムには、<COL ffdc78>消費アイテム、素材アイテム、
装備品、ジョブ専用アイテム</COL>という
４つの分類があります

＜消費アイテム＞
　　使用することで消費し、効果を得られます

＜素材アイテム＞
　　クラフト素材として活用できます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step56.gmd,\tguide\tutorial_guide_56.arc,tutorial_guide_56.arc,0
1,TUTORIAL_STEP_233,"＜装備品＞
　　装備により攻撃力・防御力・体力等が上昇します

＜ジョブ専用アイテム＞
　　ハンターの特殊矢など、戦闘に使います


それぞれ携帯できる枠や個数は決まっている
ため、冒険前は所持品の確認をしましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step56.gmd,\tguide\tutorial_guide_56.arc,tutorial_guide_56.arc,1
0,TUTORIAL_STEP_141,"エレメントアーチャー最大の特徴は
魔道弓の構え方により、放たれる矢が
魔法の刃にも癒しの光にも変化する点です

また、魔道弓を構え、標的を捉えることで
集中力を高めることができるのもポイントです

集中時間が長い程魔矢の威力は上昇し、
さらに集中時間が満了した瞬間に魔矢を放つことで
その威力はさらに上昇します",,ui\00_message\tutorial_guide\steps\tutorial_guide_step57.gmd,\tguide\tutorial_guide_57.arc,tutorial_guide_57.arc,0
1,TUTORIAL_STEP_140,"魔矢の種類によっては、複数の敵や味方を
同時に標的にする、または
標的と《最適距離》を保つことで
集中する時間を短縮することができます

戦況や敵味方の状況に合わせた魔矢を選び、
的確に射ることが重要となります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step57.gmd,\tguide\tutorial_guide_57.arc,tutorial_guide_57.arc,1
0,TUTORIAL_STEP_131,"ファイターはあらゆる戦闘場面で
汎用的に立ち回ることができますが
とりわけ近接物理攻撃に優れています

接近し、盾で敵の攻撃をいなしながら
的確に攻撃することが基本になります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step66.gmd,\tguide\tutorial_guide_66.arc,tutorial_guide_66.arc,0
1,TUTORIAL_STEP_130,"盾はカウンター攻撃の起点として使ったり、
仲間を高所に跳ねあげることもできます

魔法耐性は低いので、敵からの属性攻撃には
仲間のサポートが必要です

得手不得手を理解し、積極的に敵陣に
斬り込みダメージを奪いましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step66.gmd,\tguide\tutorial_guide_66.arc,tutorial_guide_66.arc,1
0,TUTORIAL_STEP_133,"プリーストにとって、敵への接近は
あまり有益ではありません

中～遠距離の安全な位置を常に確保して
魔法による味方の回復やサポート、
補助攻撃を行うという戦闘スタイルになります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step67.gmd,\tguide\tutorial_guide_67.arc,tutorial_guide_67.arc,0
1,TUTORIAL_STEP_132,"回復が最大の役割となるため、自身はもとより
仲間のダメージをいかに適切に癒せるかが
勝利の鍵となります

また、ヒールオーラによる大型敵の弱点探知
《シークレットコア発現》もプリーストの
重要な役割です

戦況に合う最適なサポートで、皆を支えましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step67.gmd,\tguide\tutorial_guide_67.arc,tutorial_guide_67.arc,1
0,TUTORIAL_STEP_135,"ハンターの弓は、遠方から的確に敵の
特定部位を狙えるのが特徴です

弓の威力は敵との距離も影響するため、
むやみな接近は避け、優位な距離
射撃の《最適距離》を保ち続けるのが
基本の立ち回りになります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step68.gmd,\tguide\tutorial_guide_68.arc,tutorial_guide_68.arc,0
1,TUTORIAL_STEP_134,"スキルを習得すると、さまざまな効果を持った
矢を放つことができます

また、ジョブ専用アイテム・特殊矢による
状態異常追加など、広い戦略幅があります

常に敵グループ全体を見渡し、
優先的に狙うべき個体や部位を見極めましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step68.gmd,\tguide\tutorial_guide_68.arc,tutorial_guide_68.arc,1
0,TUTORIAL_STEP_137,"シールドセージにとって大盾は
自身の身を守るものではなく、仲間を守り
味方の攻撃チャンスを得るための武器です

敵の数が多い時や、仲間が敵に狙われた時には
率先して踏み込み、挑発スキル《アトラクト》で
敵の注目を奪いましょう

挑発スキルを使用すると、敵からの注目度が高いほど
《注目度アイコン》が強く表示されます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step69.gmd,\tguide\tutorial_guide_69.arc,tutorial_guide_69.arc,0
1,TUTORIAL_STEP_136,"大盾で受けたダメージは、攻力に変換し
《フォースゲージ》にストックすることができます

フォースを魔法属性に変化させることで
味方にエンチャントを施したり、敵の弱点を
ついた魔法攻撃を行うこともできます

シールドセージにとって、防御こそ攻撃なのです",,ui\00_message\tutorial_guide\steps\tutorial_guide_step69.gmd,\tguide\tutorial_guide_69.arc,tutorial_guide_69.arc,1
0,TUTORIAL_STEP_139,"シーカーは接近戦での素早さを活かした
ヒット＆アウェイ戦法が基本となります

シーカーロープを使いこなせば、敵との
位置取りや大型敵へのよじ登りも自在です",,ui\00_message\tutorial_guide\steps\tutorial_guide_step70.gmd,\tguide\tutorial_guide_70.arc,tutorial_guide_70.arc,0
1,TUTORIAL_STEP_138,"技単体の攻撃力の低さを手数の多さで補い、
常に先手を取って敵の死角を突きましょう

転身による回避とロープを駆使すれば、
風のように敵を裂き、無傷で戦場を
駆け抜けることができるでしょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step70.gmd,\tguide\tutorial_guide_70.arc,tutorial_guide_70.arc,1
0,TUTORIAL_STEP_143,"ウォリアー最大の特徴は、分厚い両手武器による
圧倒的な物理攻撃力です

機動力に欠けるものの、練り上げられた
一撃はすさまじい破壊力を誇り、敵を怯ませ
吹き飛ばし、致命的ダメージを与えるでしょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step71.gmd,\tguide\tutorial_guide_71.arc,tutorial_guide_71.arc,0
1,TUTORIAL_STEP_142,"ウォリアーは、敵の攻撃に耐えることで
《リベンジゲージ》を溜め、その分量に
比例して、魔人斬りの攻撃力が上がります

やられた分以上やり返す、その意思とパワーは
魔人斬りと共に敵にぶつけることができます

耐え忍び、剣と共に爆発させる
不屈の闘志こそがウォリアーの戦術です",,ui\00_message\tutorial_guide\steps\tutorial_guide_step71.gmd,\tguide\tutorial_guide_71.arc,tutorial_guide_71.arc,1
0,TUTORIAL_STEP_144,"ソーサラー最大の魅せ場は、敵の弱点属性を
突いた一撃必殺の大魔法を放つことです

火力に秀でた反面、大魔法の詠唱中はスキも多く
敵に狙われると脆くもあります
位置やタイミングに注意して立ち回りましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step72.gmd,\tguide\tutorial_guide_72.arc,tutorial_guide_72.arc,0
1,TUTORIAL_STEP_275,"そして、ソーサラーにとって重要なのは
魔法の威力をあげる《スペリング》です

詠唱中に唱えたスペリングコマンドの
分だけ、放たれた魔法の威力は上がります

スペリングを磨き、優れた術師になりましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step72.gmd,\tguide\tutorial_guide_72.arc,tutorial_guide_72.arc,1
