0,,"ぼく、もっと強くなって
きっと覚者さまを守りますから！","I will become stronger,
and I will definitely protect the Arisen!",ui\00_message\pawn\talk\common\persona06.gmd,\pw_talk\pt_common_persona06.arc,pt_common_persona06.arc,13,
0,,"海岸部の情報収集であれば、
ローテスへの立ち寄りを勧める","If it's information gathering along the coast,
I recommend making a stop at Rotes.",ui\00_message\pawn\talk\stage\feature0002\persona04.gmd,\pw_talk\pt_feature0002_persona04.arc,pt_feature0002_persona04.arc,4,
0,,"青き海原、揺れるさざ波――
ふ――、アンダーウェア一枚で
浜辺を駆けるも一興かと","The vast expanse of the azure sea, 
its waves gently lapping against the shore... 
Ah, to run along the beach clad only in my 
undergarments, what a delightful prospect!",ui\00_message\pawn\talk\stage\feature0002\persona05.gmd,\pw_talk\pt_feature0002_persona05.arc,pt_feature0002_persona05.arc,0,
0,,"ブリアと言えば、ハ―ピー達が有名ですが
しかし彼女らの子守歌で
居眠りしたくはありませんね","Breya is indeed famous for its Harpies,
but I wouldn't want to doze off to their lullaby.",ui\00_message\pawn\talk\stage\feature0002\persona05.gmd,\pw_talk\pt_feature0002_persona05.arc,pt_feature0002_persona05.arc,1,
0,,"時おり流れ来る小竜の亡骸や
船の残骸を調べれば、役に立つものが
見つかるかもしれません","Occasionally, the remains of small dragons
and shipwrecks drift ashore. 
Examining these remnants might yield
valuable insights or items of use.",ui\00_message\pawn\talk\stage\feature0002\persona05.gmd,\pw_talk\pt_feature0002_persona05.arc,pt_feature0002_persona05.arc,2,
0,,"ローテスから灯台までを往復すれば
結構な運動量になりそうです","If you go from Rotes to the lighthouse
and back it's going to be quite a workout!",ui\00_message\pawn\talk\stage\feature0002\persona05.gmd,\pw_talk\pt_feature0002_persona05.arc,pt_feature0002_persona05.arc,3,
0,,"一般的な貝類や砂の調達に
まさにこの辺りはうってつけかと","For the procurement of common shells and sand, 
this area serves that purpose perfectly.",ui\00_message\pawn\talk\stage\feature0002\persona05.gmd,\pw_talk\pt_feature0002_persona05.arc,pt_feature0002_persona05.arc,4,
0,,"覚者さま、海は広いですね！！
思いっきり泳いだら気持ちいいだろうなぁ
――ヒュージブルさえいなければ","Master Arisen, the sea is vast, isn't it!!
It must feel great to swim to your heart's content...
If only the Brine weren't there.",ui\00_message\pawn\talk\stage\feature0002\persona06.gmd,\pw_talk\pt_feature0002_persona06.arc,pt_feature0002_persona06.arc,0,
0,,"浜辺をぐるっと歩いてみませんか？
裏の浜とか、面白そうな場所も
あるんじゃないでしょうか","Why don't you take a stroll around the beach? 
There might be interesting places, 
like a hidden beach, don't you think?",ui\00_message\pawn\talk\stage\feature0002\persona06.gmd,\pw_talk\pt_feature0002_persona06.arc,pt_feature0002_persona06.arc,1,
0,,"船が漂流してたら見に行ってみましょうよ！
お宝を積んでるかもしれませんよ","If a boat drifted ashore, let's go take a look!
You never know, it might be loaded with treasure.",ui\00_message\pawn\talk\stage\feature0002\persona06.gmd,\pw_talk\pt_feature0002_persona06.arc,pt_feature0002_persona06.arc,2,
0,,"貝殻や砂山を漁るの、楽しいですね！
すごく海にきたーっていう感じがします","Collecting shells and building sand castles is fun!
It really gives you the feeling of being seaside.",ui\00_message\pawn\talk\stage\feature0002\persona06.gmd,\pw_talk\pt_feature0002_persona06.arc,pt_feature0002_persona06.arc,3,
0,,"ブリア海岸はいいところですね！
こののんびりした感じ、好きだなぁ","The Breya Coast is a nice place!
I love this laid-back feeling.",ui\00_message\pawn\talk\stage\feature0002\persona06.gmd,\pw_talk\pt_feature0002_persona06.arc,pt_feature0002_persona06.arc,4,
0,,"海はやっぱいいモンですね
小せぇ不安とか、どうでもよくなりますよ","The ocean is a great place to be.
All those little worries become irrelevant.",ui\00_message\pawn\talk\stage\feature0002\persona07.gmd,\pw_talk\pt_feature0002_persona07.arc,pt_feature0002_persona07.arc,0,
0,,"灯台の上までいってみちゃどうです
結構遠くまで見渡せそうですぜ","How about going up to the top of the lighthouse?
You can see quite far from there.",ui\00_message\pawn\talk\stage\feature0002\persona07.gmd,\pw_talk\pt_feature0002_persona07.arc,pt_feature0002_persona07.arc,1,
0,,"漂流船ってなぁ、どこから流れて
くるんでしょうね
港洞の洋撃船でもねぇようですし","Where do you think those drifting ships come from?
It doesn't seem like they're like the 
Western Expedition ships in Cave Harbor.",ui\00_message\pawn\talk\stage\feature0002\persona07.gmd,\pw_talk\pt_feature0002_persona07.arc,pt_feature0002_persona07.arc,2,
0,,"海岸は見通しがききますねぇ
谷以外はそれほど視界を遮るモンも
ありませんし","The coast has very good visibility.
Except for the valley, there isn't much
to obstruct the field of vision.",ui\00_message\pawn\talk\stage\feature0002\persona07.gmd,\pw_talk\pt_feature0002_persona07.arc,pt_feature0002_persona07.arc,3,
0,,"南の浜はリンドブルムやら
厄介なヤツも出るようです
ローテス側たぁえらい差ですねぇ","On the southern beach, 
there are troublesome creatures like Lindwurms. 
The difference on the Rotes' side
is quite significant.",ui\00_message\pawn\talk\stage\feature0002\persona07.gmd,\pw_talk\pt_feature0002_persona07.arc,pt_feature0002_persona07.arc,4,
0,,"ブリアの浜辺をマスターと並んで歩くのって
なんだか素敵――ふふ","Walking alongside Master on Breya's beach
feels somehow wonderful... Hehe.",ui\00_message\pawn\talk\stage\feature0002\persona08.gmd,\pw_talk\pt_feature0002_persona08.arc,pt_feature0002_persona08.arc,0,
0,,"難破船があったら乗り込んでみない？
ちょっとしたモノが見つかるかも――","If you find a shipwreck, why don't you go aboard?
You might find a little something--",ui\00_message\pawn\talk\stage\feature0002\persona08.gmd,\pw_talk\pt_feature0002_persona08.arc,pt_feature0002_persona08.arc,1,
0,,"潮風が強いと少し髪がねとつくわ
日陰が少ないから肌も焼けちゃうし","When the sea breeze is strong, 
my hair gets a little sticky. 
And because there's not much shade, 
my skin gets burnt too.",ui\00_message\pawn\talk\stage\feature0002\persona08.gmd,\pw_talk\pt_feature0002_persona08.arc,pt_feature0002_persona08.arc,2,
0,,"たまには海岸で貝殻拾いや
ただのお散歩もいいですね
冒険にも多少のゆとりがなくっちゃ","Sometimes it's nice to pick up seashells
on the beach and just go for a leisurely walk.
A little bit of flexibility during adventures
didn't hurt anyone!",ui\00_message\pawn\talk\stage\feature0002\persona08.gmd,\pw_talk\pt_feature0002_persona08.arc,pt_feature0002_persona08.arc,3,
0,,"灯台があると、船にも人にも
旅する者にとってはよき標になりますね","A lighthouse is a good beacon
for both ships and travelers alike!",ui\00_message\pawn\talk\stage\feature0002\persona08.gmd,\pw_talk\pt_feature0002_persona08.arc,pt_feature0002_persona08.arc,4,
0,,"森の空気は気もちいいですね
――エイプのねぐら付近を除けば、ですが","The forest air is pleasant.
... Except near the Ape den.",ui\00_message\pawn\talk\stage\feature0003\persona01.gmd,\pw_talk\pt_feature0003_persona01.arc,pt_feature0003_persona01.arc,0,
0,,"ミスリウには洞窟も多いようです
森と洞窟となれば、魔物が多いのも
うなずけます","There seem to be many caves in Mysree.
With dense forests and numerous caves, 
it's no wonder there are so many demons.",ui\00_message\pawn\talk\stage\feature0003\persona01.gmd,\pw_talk\pt_feature0003_persona01.arc,pt_feature0003_persona01.arc,1,
0,,"木材やキノコがあちこちにあります
伐採ナイフは多めに持っておくといいかも
しれません","There is wood and mushrooms scattered around.
It might be good to pack extra lumber knives.",ui\00_message\pawn\talk\stage\feature0003\persona01.gmd,\pw_talk\pt_feature0003_persona01.arc,pt_feature0003_persona01.arc,2,
0,,"大きな樹は登れそうですね
上になにかあるかもしれません","Looks like you can climb the big tree.
There might be something up there.",ui\00_message\pawn\talk\stage\feature0003\persona01.gmd,\pw_talk\pt_feature0003_persona01.arc,pt_feature0003_persona01.arc,3,
0,,"オオカミやフォレストゴブリンは
群れで襲ってきます
囲まれないよう目を光らせなければ","Wolves and forest goblins hunt in packs.
Keep an eye out to avoid being surrounded.",ui\00_message\pawn\talk\stage\feature0003\persona01.gmd,\pw_talk\pt_feature0003_persona01.arc,pt_feature0003_persona01.arc,4,
0,,"鬱蒼と樹が茂ったところは
見通しが悪くて、少しだけ怖いです――","The place where the dense trees grow
is difficult to see through and a little scary.",ui\00_message\pawn\talk\stage\feature0003\persona02.gmd,\pw_talk\pt_feature0003_persona02.arc,pt_feature0003_persona02.arc,0,
0,,"この辺り、洞窟がたくさんあるみたいです
きっと魔物もいっぱいいるはず――","There seem to be many caves around here.
There must be a lot of enemies too.",ui\00_message\pawn\talk\stage\feature0003\persona02.gmd,\pw_talk\pt_feature0003_persona02.arc,pt_feature0003_persona02.arc,1,
0,,"キノコがあちこちに生えてます
木材も、これだけあれば困りませんね","Mushrooms are growing everywhere,
and with this much lumber, we won't run out.",ui\00_message\pawn\talk\stage\feature0003\persona02.gmd,\pw_talk\pt_feature0003_persona02.arc,pt_feature0003_persona02.arc,2,
0,,"あの樹の上、登れそうですよ
――でも落ちたらかなりの高さです","It looks like you can climb up that tree!
But if you fall, that's a nasty height!",ui\00_message\pawn\talk\stage\feature0003\persona02.gmd,\pw_talk\pt_feature0003_persona02.arc,pt_feature0003_persona02.arc,3,
0,,"ところどころ、気味悪い廃屋があります
できるだけ近づかないほうが――","The creepy abandoned buildings here and there...
It's better not to get too close if possible.",ui\00_message\pawn\talk\stage\feature0003\persona02.gmd,\pw_talk\pt_feature0003_persona02.arc,pt_feature0003_persona02.arc,4,
0,,"ミスリウ森林は豊かですね！
キノコに木材、獣に木の実！
採取だけで生きていけそうです","The Mysree Forest is rich! 
Mushrooms, lumber, nuts and beasts! 
It seems possible to live solely by gathering.",ui\00_message\pawn\talk\stage\feature0003\persona03.gmd,\pw_talk\pt_feature0003_persona03.arc,pt_feature0003_persona03.arc,0,
0,,"マスター、ポーン郷やリンウッドなど、
休める場所がたくさんありますね
探索し甲斐があるというもの！","Master, there are many places to rest, 
such as the Pawn Cathedral and Lynwood. 
It's worth exploring!",ui\00_message\pawn\talk\stage\feature0003\persona03.gmd,\pw_talk\pt_feature0003_persona03.arc,pt_feature0003_persona03.arc,1,
0,,"ガラキノコはガラエキスの原料になります
たくさん収穫して、たっぷり絞り上げましょう！","Gala mushrooms are the source of Gala Extract.
Harvest lots of them and squeeze up plenty!",ui\00_message\pawn\talk\stage\feature0003\persona03.gmd,\pw_talk\pt_feature0003_persona03.arc,pt_feature0003_persona03.arc,2,
0,,"太い樹木は登れますよ
ツタが絡んでいるくらいがよいようです！","You can climb thick trees.
It's best when they have entwined vines!",ui\00_message\pawn\talk\stage\feature0003\persona03.gmd,\pw_talk\pt_feature0003_persona03.arc,pt_feature0003_persona03.arc,3,
0,,"廃屋周辺、臭いは気になりますが
様子を見てみませんか？
危険な所にこそ、チャンスもあるかと！","Despite the foul odor emanating from the ruins...
Why don't we check it out?
There might be opportunities in dangerous places!",ui\00_message\pawn\talk\stage\feature0003\persona03.gmd,\pw_talk\pt_feature0003_persona03.arc,pt_feature0003_persona03.arc,4,
0,,"森の探索にはポーン郷とリンウッド、
双方をうまく活用すべきと考える","For the forest exploration, we should make
good use of both the Pawn Cathedral and Lynwood.
I believe it's the best strategy.",ui\00_message\pawn\talk\stage\feature0003\persona04.gmd,\pw_talk\pt_feature0003_persona04.arc,pt_feature0003_persona04.arc,0,
0,,"木材に鉱石など、ミスリウ周辺の資源は豊富
採取ツールは常に欠かさぬよう","Lumber and other resources
around Mysree are abundant. 
Make sure to always have gathering tools.",ui\00_message\pawn\talk\stage\feature0003\persona04.gmd,\pw_talk\pt_feature0003_persona04.arc,pt_feature0003_persona04.arc,1,
0,,"森は群をなす小型の魔物が多く棲息する
囲まれぬよう、警戒を","The forest is home to many small-sized 
enemy creatures that form groups.
Observe, so as not to be surrounded.",ui\00_message\pawn\talk\stage\feature0003\persona04.gmd,\pw_talk\pt_feature0003_persona04.arc,pt_feature0003_persona04.arc,2,
0,,"大きく育った樹木には、登攀可能
樹の利用も計画的に","Large, mature trees are climbable.
Let's plan to utilize the trees strategically.",ui\00_message\pawn\talk\stage\feature0003\persona04.gmd,\pw_talk\pt_feature0003_persona04.arc,pt_feature0003_persona04.arc,3,
0,,"森には複数の廃屋が点在
いずれも、凶暴な野猿がテリトリーとしている模様","There are several abandoned houses
scattered throughout the forest.
All of them seem to be claimed territory
of ferocious wild apes.",ui\00_message\pawn\talk\stage\feature0003\persona04.gmd,\pw_talk\pt_feature0003_persona04.arc,pt_feature0003_persona04.arc,4,
0,,"豊かなるミスリウの森はまさに資源の宝庫――！
朝露光る野草、麗しい丸みのキノコに鹿など
見ているだけで――っと、失礼","The abundant forest of Mysree
is truly a treasure trove of resources! 
From the morning dew on the wild grass,
to the beautiful rounded mushrooms
and delightful deer, just looking at them...
Oops, sorry.",ui\00_message\pawn\talk\stage\feature0003\persona05.gmd,\pw_talk\pt_feature0003_persona05.arc,pt_feature0003_persona05.arc,0,
0,,"おぉ、爽やかな樹木の香がします
たまには森林浴も良いものですね","Ah, I can smell the fresh scent of the trees.
A ""forest bath"" is a nice change sometimes.",ui\00_message\pawn\talk\stage\feature0003\persona05.gmd,\pw_talk\pt_feature0003_persona05.arc,pt_feature0003_persona05.arc,1,
0,,"もしポーン郷に立ち寄られる場合は
ぜひアルヴァー殿とも面会を
何か役立つクレストがあるかもしれませんよ","If you happen to stop by Pawn Cathedral,
please be sure to meet with Master Alvar.
He may have a helpful Crest or two.",ui\00_message\pawn\talk\stage\feature0003\persona05.gmd,\pw_talk\pt_feature0003_persona05.arc,pt_feature0003_persona05.arc,2,
0,,"しかし――、エイプ達は騒々しい上
ねぐらの廃屋周囲はひどいありさまです
いっそ、取り壊してしまえればよいのですが","However, the apes are noisy,
and the surroundings of their den
are in a terrible state. 
It would be best to just demolish it.",ui\00_message\pawn\talk\stage\feature0003\persona05.gmd,\pw_talk\pt_feature0003_persona05.arc,pt_feature0003_persona05.arc,3,
0,,"森を囲むように洞窟がいくつもありますね
古の祭祀場も、大きな名所の一つです
どこへ向かわれるも、貴方さまの御心のままに","There are several caves surrounding the forest.
The Ancient Place of Rituals is also one of
the prominent locations. Wherever you go, 
it shall be to your noble heart's desire.",ui\00_message\pawn\talk\stage\feature0003\persona05.gmd,\pw_talk\pt_feature0003_persona05.arc,pt_feature0003_persona05.arc,4,
0,,"ねぇねぇ覚者さま！
今度じっくりキノコ狩りをしませんか？
で、神殿に帰ったらソテーにしたり、エキスを
絞ったり、みんなでやりましょうよ！","Hey, hey, Master Arisen!
How about we go mushroom hunting next time?
And when we get back to the temple, 
we can sauté them or extract their essence.
Let's do it together!",ui\00_message\pawn\talk\stage\feature0003\persona06.gmd,\pw_talk\pt_feature0003_persona06.arc,pt_feature0003_persona06.arc,0,
0,,"覚者さま！　大きな木がたくさんありますね
後で登ってみませんか？","Master Arisen!
There are many big trees here. 
Wanna climb them later?",ui\00_message\pawn\talk\stage\feature0003\persona06.gmd,\pw_talk\pt_feature0003_persona06.arc,pt_feature0003_persona06.arc,1,
0,,"オオカミとかフォレストゴブリンとか
森は小さな敵がたくさんいます
どいつもすばしっこそうですよ","Wolves and forest goblins,
the forest is full of small enemies.
They are all very agile, you know.",ui\00_message\pawn\talk\stage\feature0003\persona06.gmd,\pw_talk\pt_feature0003_persona06.arc,pt_feature0003_persona06.arc,2,
0,,"リンウッドとかポーン郷とか
ミスリウは一休みできる所が多くていいですね！
あ、そう言えば外で水浴びできる
お家とかもありましたよね","Lynwood and the Pawn Cathedral, huh? 
Mysree has a lot of nice places to take a break! 
Oh, speaking of which, there was also a house 
where you could bathe outside, right?",ui\00_message\pawn\talk\stage\feature0003\persona06.gmd,\pw_talk\pt_feature0003_persona06.arc,pt_feature0003_persona06.arc,3,
0,,"ミスリウの東にある古の祭祀場と、
南にある燐光虫の洞窟はかなり有名みたいです
大きな魔物もよく出てくるって聞きました","To the east of Mysree, 
there is an ancient place of rituals,
and to the south, there is Glowworm Cave
that seems to be quite famous.
I heard that large enemies often appear there.",ui\00_message\pawn\talk\stage\feature0003\persona06.gmd,\pw_talk\pt_feature0003_persona06.arc,pt_feature0003_persona06.arc,4,
0,,"俺も森は好きなんですが
少々ミスリウは騒がしいように思いますねぇ
魔物が増えた最近じゃ、
どこも似たようなモンかもしれませんが","I like the forest too, but
Mysree seems to be a bit noisy.
With the recent increase in monsters,
it may be similar everywhere.",ui\00_message\pawn\talk\stage\feature0003\persona07.gmd,\pw_talk\pt_feature0003_persona07.arc,pt_feature0003_persona07.arc,0,
0,,"ガラエキスの補充をお考えなら
多めにガラキノコを採っときましょう
適当に歩いてりゃ、あっちこっちに生えてるでしょうし","If you're considering replenishing Gala Extract,
let's gather plenty of Gala Mushrooms.
If you stroll around casually, 
they should be growing all over the place.",ui\00_message\pawn\talk\stage\feature0003\persona07.gmd,\pw_talk\pt_feature0003_persona07.arc,pt_feature0003_persona07.arc,1,
0,,"ミスリウを南下すりゃ深部の森へ
東へ行きゃあボルド鉱山方面へ続いてます
どっちに行くにしろ、ここよりゃ危険ですがね","If you head south in Mysree, 
you'll reach the Deep Forest.
If you go east, it will continue towards
the direction of the Volden Mines.
Whichever way you go, it's dangerous here.",ui\00_message\pawn\talk\stage\feature0003\persona07.gmd,\pw_talk\pt_feature0003_persona07.arc,pt_feature0003_persona07.arc,2,
0,,"森は少々見通し悪ぃですね
物陰から狙ってくるヤツもいると思いますんで
注意してくださいよ","The forest has somewhat poor visibility.
There are likely creatures lurking in the shadows,
so please be cautious.",ui\00_message\pawn\talk\stage\feature0003\persona07.gmd,\pw_talk\pt_feature0003_persona07.arc,pt_feature0003_persona07.arc,3,
0,,"あとでどっか、洞窟か遺跡にでも行ってみますか
それなりの大物が棲みついてるはずですぜ","Later, how about checking out a cave or ruins?
There should be some big creatures living there.",ui\00_message\pawn\talk\stage\feature0003\persona07.gmd,\pw_talk\pt_feature0003_persona07.arc,pt_feature0003_persona07.arc,4,
0,,"ねぇマスター、せっかくだから
森の空気を楽しんで歩きません？
ハイデルやブリアよりしっとりして
お肌にも良さそうだし","Hey, Master, since we're here,
why not take a walk and enjoy the forest air?
It's more refreshing than in Hidell or Breya,
and it seems good for the skin too.",ui\00_message\pawn\talk\stage\feature0003\persona08.gmd,\pw_talk\pt_feature0003_persona08.arc,pt_feature0003_persona08.arc,0,
0,,"ガラキノコをたくさん収穫しなくちゃ
スタミナ剤にして、マスターに精力つけて
もらわないとね――！","I have to harvest a lot of Gala Mushrooms
and turn them into stamina boosters,
so that I can give them to Master
and boost your energy!",ui\00_message\pawn\talk\stage\feature0003\persona08.gmd,\pw_talk\pt_feature0003_persona08.arc,pt_feature0003_persona08.arc,1,
0,,"リンウッドからなら、森の東西南北どこへでも
それなりに行きやすいんじゃないかしら
ポーン郷は森の中心から少し離れているし","From Lynwood, it's fairly easy to travel
to any direction—east, west, north, or south.
The Pawn Cathedral is a bit of a distance
from the forest's center.",ui\00_message\pawn\talk\stage\feature0003\persona08.gmd,\pw_talk\pt_feature0003_persona08.arc,pt_feature0003_persona08.arc,2,
0,,"ここからだと、ボルド鉱山やミスリウ深部へも
徒歩で行けるわね
距離は結構あるけれど――","From here, you can even hike
to the Volden Mines and the depths of Mysree. 
The distance is quite far, though...",ui\00_message\pawn\talk\stage\feature0003\persona08.gmd,\pw_talk\pt_feature0003_persona08.arc,pt_feature0003_persona08.arc,3,
0,,"ミスリウにはスフィンクスにトロールに
大猿にエント、ほかにも色々な魔物がいるわ
戦うかどうかは、時と場合によりそうだけど","In Mysree, there are sphinxes, trolls, ents,
and various other enemies.
Whether or not to fight depends
on the time and situation.",ui\00_message\pawn\talk\stage\feature0003\persona08.gmd,\pw_talk\pt_feature0003_persona08.arc,pt_feature0003_persona08.arc,4,
0,,"鉱山の噴出物でしょうか
なんとも妙な臭いがしますね","Could it be a mineral deposit from the mine?
There's a rather peculiar smell coming from it.",ui\00_message\pawn\talk\stage\feature0004\persona01.gmd,\pw_talk\pt_feature0004_persona01.arc,pt_feature0004_persona01.arc,0,
0,,"ボルド鉱山は、レスタニアでもっとも
標高の高い山だとか
頂上はさぞよい景色でしょう","The Volden Mines is said to be
the highest mountain in Lestania.
The summit must have a splendid view, I imagine.",ui\00_message\pawn\talk\stage\feature0004\persona01.gmd,\pw_talk\pt_feature0004_persona01.arc,pt_feature0004_persona01.arc,1,
0,,"この辺りは、採掘場所に事欠きません
なにせ坑道がそこらじゅうにありますから
ピッケルはどうぞ、お忘れなく","There's no shortage of mining spots around here. 
After all, tunnels are everywhere. 
Don't forget your pickaxe.",ui\00_message\pawn\talk\stage\feature0004\persona01.gmd,\pw_talk\pt_feature0004_persona01.arc,pt_feature0004_persona01.arc,2,
0,,"ひと歩きしたら、キノザ鉱泉に
立ち寄るのもいいかもしれませんね
かなり汗をかきました","After taking a stroll, it might be nice to make 
a stop at Kinoza Mineral Springs. 
I've worked up quite a sweat.",ui\00_message\pawn\talk\stage\feature0004\persona01.gmd,\pw_talk\pt_feature0004_persona01.arc,pt_feature0004_persona01.arc,3,
0,,"高低差が多いですね
山道から落下したら大変です","There are many elevation changes.
Falling from the mountain path would be dangerous.",ui\00_message\pawn\talk\stage\feature0004\persona01.gmd,\pw_talk\pt_feature0004_persona01.arc,pt_feature0004_persona01.arc,4,
0,,"鉱山には毒や油の染み出す場所が
あるそうです――いつもより気をつけないと","In the mine, there are places
where poison and oil seep out. 
You'll need to be more cautious than usual.",ui\00_message\pawn\talk\stage\feature0004\persona02.gmd,\pw_talk\pt_feature0004_persona02.arc,pt_feature0004_persona02.arc,0,
0,,"少し空気が乾燥してますね
あまり植物も生えていませんし","The air is a bit dry here. 
Not many plants growing either.",ui\00_message\pawn\talk\stage\feature0004\persona02.gmd,\pw_talk\pt_feature0004_persona02.arc,pt_feature0004_persona02.arc,1,
0,,"覚者さま。ボルドは鉱山ですし
普段よりピッケルを多めに持っておいた方が――","Master, since Volden is a mine,
it's best to carry more pickaxes than usual.",ui\00_message\pawn\talk\stage\feature0004\persona02.gmd,\pw_talk\pt_feature0004_persona02.arc,pt_feature0004_persona02.arc,2,
0,,"キノザ鉱泉、あとで少しだけ行ってみませんか？
――その、せっかくですから","Kinoza Mineral Springs, 
why don't we go there a little later?
Well, you know, since we're here...",ui\00_message\pawn\talk\stage\feature0004\persona02.gmd,\pw_talk\pt_feature0004_persona02.arc,pt_feature0004_persona02.arc,3,
0,,"山頂から間違って落ちたりしたら――
この高さ。ただでは済まないです――！","If you accidentally fall from the mountaintop— 
At this height, it won't end well—!",ui\00_message\pawn\talk\stage\feature0004\persona02.gmd,\pw_talk\pt_feature0004_persona02.arc,pt_feature0004_persona02.arc,4,
0,,"そういえば、この辺りは毒泉や
油溜まりが多いとか
足場には普段以上に気を払わねば！","By the way, I heard that this area
has a lot of poison springs and oil puddles. 
We must be especially careful with our footing!",ui\00_message\pawn\talk\stage\feature0004\persona03.gmd,\pw_talk\pt_feature0004_persona03.arc,pt_feature0004_persona03.arc,0,
0,,"登山もなかなか、楽しいものですね！
山道の往復は足腰が鍛えられそうです","Mountain climbing can be quite enjoyable! 
A round trip on the mountain path
should strengthen your legs and back.",ui\00_message\pawn\talk\stage\feature0004\persona03.gmd,\pw_talk\pt_feature0004_persona03.arc,pt_feature0004_persona03.arc,1,
0,,"ボルドは採掘の名所といいます
さぁ、我々もピッケル片手に掘りまくりましょう！","Volden is known as a mining hotspot.
Now, let us dig to our heart's 
content with pickaxes in hand!",ui\00_message\pawn\talk\stage\feature0004\persona03.gmd,\pw_talk\pt_feature0004_persona03.arc,pt_feature0004_persona03.arc,2,
0,,"山があるなら、常に頂きを目指すべき！
そうは思いませんか、マスター！","If there's a mountain,
you should always aim for the peak!
Don't you think so, Master?",ui\00_message\pawn\talk\stage\feature0004\persona03.gmd,\pw_talk\pt_feature0004_persona03.arc,pt_feature0004_persona03.arc,3,
0,,"山の急斜面を一気にすべり降りられたら
さぞ爽快でしょう！
――しかし、この段差。そうしなければ到達
できない場所があるかもしれません","Sliding down a steep mountain slope
all at once would be exhilarating!
But, this drop might lead to places 
you can't reach otherwise.",ui\00_message\pawn\talk\stage\feature0004\persona03.gmd,\pw_talk\pt_feature0004_persona03.arc,pt_feature0004_persona03.arc,4,
0,,"ボルドは豊富な鉱物資源が最大の魅力
宝石類も期待できる","Volden's greatest charm lies
in its abundant mineral resources. 
Finding gemstones is also to be expected.",ui\00_message\pawn\talk\stage\feature0004\persona04.gmd,\pw_talk\pt_feature0004_persona04.arc,pt_feature0004_persona04.arc,0,
0,,"ボルド大鉱山はレスタニア一の標高を誇る
ぜひ、山頂から眺望を","Volden Great Mines boasts
the highest elevation in Lestania.
Be sure to take in the view
from the top of the mountain!",ui\00_message\pawn\talk\stage\feature0004\persona04.gmd,\pw_talk\pt_feature0004_persona04.arc,pt_feature0004_persona04.arc,1,
0,,"坑道は食人鬼の恰好の住処
探索の際は、慎重に","The tunnels are the perfect lair for man-eaters.
Be cautious during your exploration.",ui\00_message\pawn\talk\stage\feature0004\persona04.gmd,\pw_talk\pt_feature0004_persona04.arc,pt_feature0004_persona04.arc,2,
0,,"疲労が溜まったらキノザ鉱泉へ
心身のリフレッシュには最適かと","When fatigue builds up, 
head to Kinoza Mineral Springs. 
It's perfect for refreshing both body and mind.",ui\00_message\pawn\talk\stage\feature0004\persona04.gmd,\pw_talk\pt_feature0004_persona04.arc,pt_feature0004_persona04.arc,3,
0,,"ボルド一帯はグリフィンの目撃報告が多発
遭遇時、戦闘判断は主に","Griffin sightings are frequent throughout Volden. 
In encounters, combat decisions
are primarily up to you.",ui\00_message\pawn\talk\stage\feature0004\persona04.gmd,\pw_talk\pt_feature0004_persona04.arc,pt_feature0004_persona04.arc,4,
0,,"レスタニア一の高さを誇るボルド大鉱山――
山頂からの眺めはさぞ素晴らしいものでしょう！","Volden Great Mines, 
boasting the highest peak in Lestania—
The view from the summit
must be truly magnificent!",ui\00_message\pawn\talk\stage\feature0004\persona05.gmd,\pw_talk\pt_feature0004_persona05.arc,pt_feature0004_persona05.arc,0,
0,,"ボルド鉱山といえば、さまざまな名物がありますね
例えば、採掘、温泉、毒泉、登山――
あとはグリフィンの生息地としても知られていましたか","When it comes to the Volden Mines, 
there are various special features. 
For example, mining, hot springs, 
poisonous springs, and mountain climbing--
Did you know that it is also known 
as the habitat of Griffins?",ui\00_message\pawn\talk\stage\feature0004\persona05.gmd,\pw_talk\pt_feature0004_persona05.arc,pt_feature0004_persona05.arc,1,
0,,"ボルドといえば、何と言ってもキノザ鉱泉でしょう
日帰り入浴で楽しめる三つの泉は
疲労回復と精力増強に優れた効果があり、
美容にも良いと――あぁ、楽しみです！","When it comes to Volden, one can't forget
about Kinoza Mineral Springs. 
The three springs, where you can enjoy 
a day trip bath, have excellent effects
for fatigue recovery and increased vitality. 
And they are also good for beauty... 
Oh, I'm looking forward to it!",ui\00_message\pawn\talk\stage\feature0004\persona05.gmd,\pw_talk\pt_feature0004_persona05.arc,pt_feature0004_persona05.arc,2,
0,,"鉱石と宝石の採掘量が多いエリアです
とにかくピッケルは多めにお持ちください
輝く鉱脈を前に、ピッケルが無い時の
失望感ときたら――！","This is an area with a high amount
of ore and gemstones for mining.
Make sure to bring plenty of pickaxes with you.
The disappointment when faced with
a shining vein of ore while without a pickaxe...!",ui\00_message\pawn\talk\stage\feature0004\persona05.gmd,\pw_talk\pt_feature0004_persona05.arc,pt_feature0004_persona05.arc,3,
0,,"毒泉や油溜まりの近くはなるべく
歩きたくありませんね――
異常に掛かるのも服が濡れるのもご免です","I prefer not to walk near 
toxic springs or oil puddles.
Getting soaked and dirtying my clothes
is not something I want to experience.",ui\00_message\pawn\talk\stage\feature0004\persona05.gmd,\pw_talk\pt_feature0004_persona05.arc,pt_feature0004_persona05.arc,4,
