"0","","ジョブマスター：シーカー","Job Master: Seeker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","94"
"0","","ぼく、もっと強くなって
きっと覚者さまを守りますから！","I will become stronger, and I will definitely
protect the Arisen!","ui\00_message\pawn\talk\common\persona06.gmd","\pw_talk\pt_common_persona06.arc","pt_common_persona06.arc","13"
"0","","ぼく、ちゃんと役に立ってますか？
ジョブとかスキルとか、えーと、装備とか――
このままで大丈夫かなぁ","Am I really being useful?
In terms of my job and skills, uh, equipment and
all...
I wonder if things will be alright like this.","ui\00_message\pawn\talk\common\persona06.gmd","\pw_talk\pt_common_persona06.arc","pt_common_persona06.arc","14"
"0","","戦いで気になること、ですかい
俺は特にねえが――
覚者様は何かあるんですかい？","Are there any concerns about the battle?
I don't particularly have any...
Lord Arisen, is there something you need?","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","0"
"0","","戦いで気になること？
そりゃあ、高みを目指そうとすれば
思うところはいくらでも出るもんで――","What concerns you in battle?
Well, if you're aiming for greatness, there are
countless things to consider. Yes.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","1"
"0","","戦いで気になること、ですかい
あー、覚者様も気付いちまいましたか
戦いに影響しないよう気遣ったつもりなんですが――
迷いは命取り、ってことですかねぇ","Are you worried about something in the battle, my
Lord?
Ah, so you've noticed too, my Lord.
I thought I was being cautious so as not to be
affected during the battle...
But I guess hesitation can be fatal, huh?","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","2"
"0","","覚者様、お忙しいとは思うんですがね
俺の戦い方――主人として、見てて気になること
よかったら、聞かせていただけねえかと思って――
自室のベル、いつでもいいんで鳴らしてくだせえや","My Lord, I understand that you're busy.
However, there's something that concerns me as
your servant and I was wondering if I could ask
you about it.
If it's convenient for you, could you please ring
the bell in your room whenever you have the time?","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","3"
"0","","覚者さまとご一緒できて光栄です
そりゃあもう、これ以上のことはありませんよ
俺たちポーンにとっちゃあ","It is an honor to be able to accompany an Arisen,
Master.
Oh, there is nothing more we Pawns could ask for.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","4"
"0","","覚者さま、体調管理はきっちり頼みますよ
何かあってからじゃあ遅いですからね","Lord Arisen, I will rely on you to manage your
health properly.
It's too late to do something after something
happens.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","5"
"0","","物を作るのぁ、得意なんですけどね
やっぱりこうしてあちこちご一緒できるほうが
腕ぁ鳴りますね","I'm good at making things, but it's better to
work together like this.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","6"
"0","","魔物や任務や、厄介事も
あるでしょうが心配いりません
覚者さまはどーんと構えててくださいよ","There may be enemies, tasks, and nuisances, but
there is no need to worry.
Please remain composed, Arisen.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","7"
"0","","ヘマやらかさないように気ぃつけねぇと
異界送りなんざ目も当てられねぇ――","I have to be careful not to screw up.
I can't even look at it when I'm sent to the edge
of the world...","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","8"
"0","","野外は崖やら沼やらあるんで注意ですよ
高所から落ちでもしたら、どうにもできねぇんで","Be careful in the outdoors, there are cliffs and
swamps.
If you fall from a height, there's nothing you
can do about it.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","9"
"0","","そういや、ニュースの方はどうです？
近くに丁度いいクエストでもありゃ
いってみませんか","By the way, how about the news? There might be a
suitable quest nearby. Why don't we give it a try?","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","10"
"0","","おう、何ですか？
ご命令とあらばいつでも従いますぜ","Oh, what is it?
Whenever you order me to do something, I'll do it.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","11"
"0","","俺はほんと、幸せモンですよ
なにせ覚者さまほどの方に
選んでいただいたんですから","I am truly a fortunate person, you know.
Because I was chosen by someone as esteemed as an
Arisen.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","12"
"0","","期待を裏切ることのないよう
精一杯働かせてもらいますぜ！","To ensure that I never disappoint your
expectations, I will work my hardest, I promise!","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","13"
"0","","あぁ――その、俺ぁお役に立ってますか？
転職に技に、身に付けるモンとか
気に入らねぇとこがありゃ言ってくださいよ","Ah, um... Am I helpful to you?
In terms of job change and skills, what kind of
things should I learn?
If there's something you don't like, please let
me know.","ui\00_message\pawn\talk\common\persona07.gmd","\pw_talk\pt_common_persona07.arc","pt_common_persona07.arc","14"
"0","","戦いで気になること？
ふふ――心配してくれているのね、マスター
大丈夫よ、ありがとう","What concerns you in battle?
Hehe, you're worried about me, Master.
Don't worry, I'm fine. Thank you.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","0"
"0","","戦いで気になること、ね――
マスターが気にするほどのことじゃないわ
だから、大丈夫","What bothers you in battle...
It's not something the Master needs to worry
about.
So don't worry, everything will be fine.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","1"
"0","","戦いで気になること？
あまり、マスターを心配させたくはないのだけど
ちょっと考えていることがあってね――
ああ大丈夫よ、戦いに手は抜かないわ","What concerns you in battle?
I don't want to worry my Master too much, but
there's something I've been thinking about...
Oh, don't worry, I won't hold back in battle.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","2"
"0","","戦いで気になること――
ええ、実は――二人きりの時に話したいことがあるの
よかったら、聞いて下さらない？
自室でベルを鳴らして頂戴ね","Something I'm concerned about in this battle --
Yes, actually -- there's something I want to talk
to you about when we're alone.
If it's okay, could you listen to it?
Ring the bell in your room, please.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","3"
"0","","こうしてお傍に仕えることができて
ほんとうに嬉しいわ、マスター
しっかり働かないとね","I am so happy to be able to serve by your side,
Master.
I must work diligently, you know.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","4"
"0","","体調はどう？　無理はやめてくださいね
大事な身体にもしものことがあったら――","How are you feeling?
Please don't overdo it.
If something were to happen to your precious
body--","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","5"
"0","","クラフトでも戦いでも何でも言いつけてね
マスターの為になるなら、
あたしは何だってしますから","Craft, fight, whatever you want.
If it's for the master, I'll do anything!","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","6"
"0","","どんな敵や困難が来ても
お傍で支えると誓うわ","No matter what enemies or difficulties come your
way, I swear I will stand by your side.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","7"
"0","","敵にやられないよう気をつけるわね
マスターに触れて頂けるのは嬉しいけれど
迷惑かけちゃうし","I'll be careful not to let the enemy get me.
I'm happy to be touched by the master, but I'm
going to get in trouble.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","8"
"0","","足元、外では気を付けてくださいね
危ないところ、結構多いから
崖とか毒溜めとか――","Be careful where you step, out there.
There are a lot of dangerous places, like cliffs
and poison pits and--","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","9"
"0","","ねぇ、ニュースも見てみません？
道すがら寄れるクエストもあるかもしれないし","Hey, why don't you check the news too?
Maybe there are some quests we can stop by along
the way.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","10"
"0","","ん？　何ですか？
――じっと見られると恥ずかしいわ","Hmm? What is it?
- It's embarrassing to be stared at like that.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","11"
"0","","マスターのポーンとして
一緒に世界を歩き続けることが
あたしの願い、それに幸せ――","As the Master's pawn, we can continue to walk the
world together.
My wish, and my happiness...","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","12"
"0","","この時が続くよう、もっと技を磨いて
長くお傍にいられるよう、努力しなくちゃ","In order to continue this time, I must polish my
skills even more.
I have to make an effort so that I can stay by
your side for a long time.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","13"
"0","","そうだわ、マスター
あたしのジョブとかスキル、服とか
これでいいかしら？
大丈夫ならいいんだけど――","Yes, Master.
My job, skills, clothes and so on, is this okay?
I hope that's okay.","ui\00_message\pawn\talk\common\persona08.gmd","\pw_talk\pt_common_persona08.arc","pt_common_persona08.arc","14"
"0","","ハイデル平原は、白竜さまがおわす
今やレスタニアの中心
何とかこの地は死守しなければ――","The Hidell Plains, 
where the White Dragon resides, 
is now the heart of Lestania. 
We must somehow defend this land--","ui\00_message\pawn\talk\stage\feature0001\persona01.gmd","\pw_talk\pt_feature0001_persona01.arc","pt_feature0001_persona01.arc","0"
"0","","平原は見通しがいいですね
大型の魔物も、遠目に見つけやすいですし","The plains have good visibility.
Even large enemies are easy to spot from afar.","ui\00_message\pawn\talk\stage\feature0001\persona01.gmd","\pw_talk\pt_feature0001_persona01.arc","pt_feature0001_persona01.arc","1"
"0","","レスタニアハーブやベビーハーブが
ハイデルには多く自生しています
薬は何かと入用ですし、見つけたら採取しましょう","Lestania herbs and baby herbs are 
abundant in Hidell.
Medicine is always needed, 
so let's gather them when we find them.","ui\00_message\pawn\talk\stage\feature0001\persona01.gmd","\pw_talk\pt_feature0001_persona01.arc","pt_feature0001_persona01.arc","2"
"0","","テルはワインづくりが盛んだったとか
近年はやや活力に陰りがあるようですが――","Tel was known for its thriving wine production.
However, in recent years, there seems to be a 
slight decline in its vitality.","ui\00_message\pawn\talk\stage\feature0001\persona01.gmd","\pw_talk\pt_feature0001_persona01.arc","pt_feature0001_persona01.arc","3"
"0","","南はミスリウ、西はブリア、東はダウに
北はバートランド――
ハイデルはレスタニアの地理的中心でもあります","South to Mysree, West to Breya, East to Dowe
North to Betland--
Hidell is also the geographic center of Lestania.","ui\00_message\pawn\talk\stage\feature0001\persona01.gmd","\pw_talk\pt_feature0001_persona01.arc","pt_feature0001_persona01.arc","4"
"0","","ハイデル平原は、一番落ち着きます
白竜さまのお膝元ですし――","The Hidell Plains is the most peaceful place 
in the White Dragon's domain—","ui\00_message\pawn\talk\stage\feature0001\persona02.gmd","\pw_talk\pt_feature0001_persona02.arc","pt_feature0001_persona02.arc","0"
"0","","ハイデルにこれ以上オークが
侵入してきたら、大変です――","If any more orcs invade Hidell, we'll be in trouble--","ui\00_message\pawn\talk\stage\feature0001\persona02.gmd","\pw_talk\pt_feature0001_persona02.arc","pt_feature0001_persona02.arc","1"
"0","","ハーブは薬の材料になります
見つけたら多めに採っておいた方が――","Herbs can be used as ingredients for medicine. 
It's better to gather them in abundance 
when you find them--","ui\00_message\pawn\talk\stage\feature0001\persona02.gmd","\pw_talk\pt_feature0001_persona02.arc","pt_feature0001_persona02.arc","2"
"0","","なるべく街道沿いを歩きましょう
少しでも安全なところを","Let's walk along the main road as much as possible. Even if it's just barely so, it's the safest place.","ui\00_message\pawn\talk\stage\feature0001\persona02.gmd","\pw_talk\pt_feature0001_persona02.arc","pt_feature0001_persona02.arc","3"
"0","","テルに寄ったら、またアルフレドさんに
ご挨拶しておかないと――","If you're going to Tel, 
you should greet Mr. Alfred again.","ui\00_message\pawn\talk\stage\feature0001\persona02.gmd","\pw_talk\pt_feature0001_persona02.arc","pt_feature0001_persona02.arc","4"
"0","","ハイデルは我々ポーンにとっても
もっとも縁深き場所
なにせ、我がマスターとの契約の地ですから！","Hidell is the most deeply connected 
place for us Pawns. 
After all, 
it is the land of our contract with our Master!","ui\00_message\pawn\talk\stage\feature0001\persona03.gmd","\pw_talk\pt_feature0001_persona03.arc","pt_feature0001_persona03.arc","0"
"0","","おのれ！　オークが少なからず
侵入しているようです
どこから入り込んだのでしょう","Damn it! 
It seems that a significant number of orcs have 
infiltrated the castle.
Where could they have possibly come from?","ui\00_message\pawn\talk\stage\feature0001\persona03.gmd","\pw_talk\pt_feature0001_persona03.arc","pt_feature0001_persona03.arc","1"
"0","","ハーブを見かけたらありったけ
摘んでおきましょう！
神殿に戻ったら私が薬にしますので！","If you see any herbs, pick as many as you can!
I will make them into medicine 
when we get back to the temple!","ui\00_message\pawn\talk\stage\feature0001\persona03.gmd","\pw_talk\pt_feature0001_persona03.arc","pt_feature0001_persona03.arc","2"
"0","","比較的穏やかなハイデルでも
時に大型の魔物が現れます
気は抜けませんね！","Even in relatively calm Hidell,
sometimes large enemies appear.
Can't let our guard down, huh!","ui\00_message\pawn\talk\stage\feature0001\persona03.gmd","\pw_talk\pt_feature0001_persona03.arc","pt_feature0001_persona03.arc","3"
"0","","ブリアやミスリウへは十分徒歩でいけますよ
もちろん、マスターとなら地の果てまでも！","You can easily walk to Breya and Mysree.
Of course, with the Arisen, 
even to the ends of the earth!","ui\00_message\pawn\talk\stage\feature0001\persona03.gmd","\pw_talk\pt_feature0001_persona03.arc","pt_feature0001_persona03.arc","4"
"0","","ここハイデル平原は、レスタニアの中心に
位置する地
地理的重要は、もちろん随一","The Hidell Plains, 
located in the center of Lestania, 
is a geographically important land, 
of course, unparalleled in its significance.","ui\00_message\pawn\talk\stage\feature0001\persona04.gmd","\pw_talk\pt_feature0001_persona04.arc","pt_feature0001_persona04.arc","0"
"0","","白竜神殿と南のテルを足場に
探索するのが効果的
ボードクエストや民の依頼も、それぞれ異なる","It is effective to explore the White Dragon 
Temple and the southern Tel as a foothold. 
Board quests and the requests 
of the people are also different.","ui\00_message\pawn\talk\stage\feature0001\persona04.gmd","\pw_talk\pt_feature0001_persona04.arc","pt_feature0001_persona04.arc","1"
"0","","ハーブ類は体力回復の薬の原料に
キノコ類はスタミナ剤の原料に、それぞれ有用
可能な限り大量入手を","Herbs are used as ingredients for healing potions.
Mushrooms are used as ingredients 
for stamina potions.
Obtain them in large quantities if possible.","ui\00_message\pawn\talk\stage\feature0001\persona04.gmd","\pw_talk\pt_feature0001_persona04.arc","pt_feature0001_persona04.arc","2"
"0","","ハイデルへのオーク侵入は、大きな脅威
民、神殿双方にとって、グリッテン砦の防備が要","The orc invasion of Hidell is a major threat
to both the people and the temple,
making the defense of Fort Gritten essential.","ui\00_message\pawn\talk\stage\feature0001\persona04.gmd","\pw_talk\pt_feature0001_persona04.arc","pt_feature0001_persona04.arc","3"
"0","","西へ行けば海岸部、南部へ行けば森林地帯
そして東へ行けば渓谷に隣接する
どこへ行くかは主の判断と力量次第","If you go west, you'll reach the coast, 
if you go south, you'll reach the forested area. 
And if you go east, you'll be next to a valley. 
Where to go depends on the judgment and 
the ability of Master.","ui\00_message\pawn\talk\stage\feature0001\persona04.gmd","\pw_talk\pt_feature0001_persona04.arc","pt_feature0001_persona04.arc","4"
"0","","おぉ、麗しきハイデル平原――
それは偉大なる白竜神の座にして
我らが覚者殿の始まりの地――","Oh, the beautiful Hidell Plains—
It is the seat of the mighty Divine White Dragon,
and the sacred land where our 
Master Arisen first began—","ui\00_message\pawn\talk\stage\feature0001\persona05.gmd","\pw_talk\pt_feature0001_persona05.arc","pt_feature0001_persona05.arc","0"
"0","","レスタニアハーブは体力回復効果があるハーブです
ベビーハーブはその新芽ですが、兎が多い場所では
食べられて、なかなか育たないようですね","Lestania Herb is a herb that has healing effects. 
Baby Herb is its new sprout, 
but it seems that in places with many rabbits, 
it gets eaten and doesn't grow easily.","ui\00_message\pawn\talk\stage\feature0001\persona05.gmd","\pw_talk\pt_feature0001_persona05.arc","pt_feature0001_persona05.arc","1"
"0","","ハイデル平原の僻地には、どこからか
入り込んだ無粋なオークもいるとのこと
まったく不愉快ですね","In the remote corners of the Hidell Plains, 
there are also rude orcs that have somehow made 
their way in. 

It's truly unpleasant!","ui\00_message\pawn\talk\stage\feature0001\persona05.gmd","\pw_talk\pt_feature0001_persona05.arc","pt_feature0001_persona05.arc","2"
"0","","さて、どの地へ向かうも覚者殿の心のままに――
ハイデルは各地へ続く岐路なれば","Now, to which land shall we go, according to the 
heart of Master Arisen? 
Hidell is a crossroads leading to various lands.","ui\00_message\pawn\talk\stage\feature0001\persona05.gmd","\pw_talk\pt_feature0001_persona05.arc","pt_feature0001_persona05.arc","3"
"0","","テルに立ち寄る際には、アルフレド殿にも
面会しておきましょう
支援が受けられるかもしれません","When you go to Tel, let's also visit Mr. Alfred. 
You might be able to receive support.","ui\00_message\pawn\talk\stage\feature0001\persona05.gmd","\pw_talk\pt_feature0001_persona05.arc","pt_feature0001_persona05.arc","4"
"0","","ハイデル平原って、大陸のほぼ真ん中に
あるらしいですね
さすがは中心地です！","The Hidell Plains are said to be located in the 
middle of the continent. 
Truly a central hub!","ui\00_message\pawn\talk\stage\feature0001\persona06.gmd","\pw_talk\pt_feature0001_persona06.arc","pt_feature0001_persona06.arc","0"
"0","","オークを見つけたらやっつけておきましょう！
ぼく達が留守の間に神殿が襲われたら
大変です","If you find an Orc, let's defeat it!
It would be disastrous if the temple were attacked
while we are away.","ui\00_message\pawn\talk\stage\feature0001\persona06.gmd","\pw_talk\pt_feature0001_persona06.arc","pt_feature0001_persona06.arc","1"
"0","","ハーブ、たくさん摘んでいきませんか？
ぼく、まとめて癒しの薬を作りますから！","Why don't we pick a bunch of herbs?
I'll make healing medicine in bulk!","ui\00_message\pawn\talk\stage\feature0001\persona06.gmd","\pw_talk\pt_feature0001_persona06.arc","pt_feature0001_persona06.arc","2"
"0","","道中見かけたら、廃屋や井戸にも
入ってみませんかぁ？
思わぬ発見があるかもしれませんし","If you happen to come across it on the road, 
why not enter abandoned houses or wells? 
You might have unexpected discoveries.","ui\00_message\pawn\talk\stage\feature0001\persona06.gmd","\pw_talk\pt_feature0001_persona06.arc","pt_feature0001_persona06.arc","3"
"0","","ハイデルにもたまに、サイクロプスとか
大きな魔物が出るみたいですね
どこからやって来るんだろう","Sometimes in Hidell, it seems that large monsters 
like Cyclops appear. 
I wonder where they come from.","ui\00_message\pawn\talk\stage\feature0001\persona06.gmd","\pw_talk\pt_feature0001_persona06.arc","pt_feature0001_persona06.arc","4"
"0","","白竜神殿とハイデルは、何があっても
死守しなきゃなりませんね
ま、覚者さまがたも騎士団もいるんだ
さすがにどうにかなるこたぁないでしょうが","The White Dragon Temple and Hidell must be 
protected at all costs. 
Well, both the Arisen and the Knights are here, 
so we should be able to handle anything 
that comes our way.","ui\00_message\pawn\talk\stage\feature0001\persona07.gmd","\pw_talk\pt_feature0001_persona07.arc","pt_feature0001_persona07.arc","0"
"0","","オークの野郎ども、ハイデルにまで
来やがるたぁいい度胸ですね
見かけたら叩き返してやりましょう","Those Orc bastards, coming all the way to Hidell. 
What nerve they have. 
If you see them, let's fight back and give 
them a taste of their own medicine.","ui\00_message\pawn\talk\stage\feature0001\persona07.gmd","\pw_talk\pt_feature0001_persona07.arc","pt_feature0001_persona07.arc","1"
"0","","そうだ、調合に使えそうな葉っぱは
持ち帰る方がいいですぜ
癒しの薬は、多いに越したこたぁありません","It's true, it's better to take home
leaves that seem useful for concoctions.
Having plenty of Healing Potions
is definitely a good thing.","ui\00_message\pawn\talk\stage\feature0001\persona07.gmd","\pw_talk\pt_feature0001_persona07.arc","pt_feature0001_persona07.arc","2"
"0","","ハイデルは、なんだかんだで好きですぜ
なんたって俺らポーンにとって
第二の故郷みたいなモンですから","I actually like Hidell, no matter what.
After all, it's like a second home for us Pawns.","ui\00_message\pawn\talk\stage\feature0001\persona07.gmd","\pw_talk\pt_feature0001_persona07.arc","pt_feature0001_persona07.arc","3"
"0","","海岸方面へ向かうも、森へ向かうも、
はたまた地下墓地へ向かうも――
どこへなりともお供しますぜ","Whether you're headed for the coast, the woods,
or the catacombs--
we'll be with you wherever you go!","ui\00_message\pawn\talk\stage\feature0001\persona07.gmd","\pw_talk\pt_feature0001_persona07.arc","pt_feature0001_persona07.arc","4"
"0","","白竜神殿レーゼにグリッテン砦――
マスターたち覚者さまが守る二大拠点が
あるんですもの
ハイデルの平和はきっと守れます","The White Dragon Temple and Fort Gritten -
the two major bases for the masters to protect.
I am sure that we can keep the peace in Hidell.","ui\00_message\pawn\talk\stage\feature0001\persona08.gmd","\pw_talk\pt_feature0001_persona08.arc","pt_feature0001_persona08.arc","0"
"0","","北の地からオーク達はやってくるみたい
砦や関所があるのに、一体どこから
潜り込むのかしら","It seems that the orcs are coming from the north.
Even though there are forts and checkpoints,
I wonder where they are sneaking in from.","ui\00_message\pawn\talk\stage\feature0001\persona08.gmd","\pw_talk\pt_feature0001_persona08.arc","pt_feature0001_persona08.arc","1"
"0","","ハーブの群生地は覚えておいた
ほうがいいですよ
お薬の調合に、何かと入用ですから","It's a good idea to remember where the herbs grow, 
you'll need them to prepare your medicines.","ui\00_message\pawn\talk\stage\feature0001\persona08.gmd","\pw_talk\pt_feature0001_persona08.arc","pt_feature0001_persona08.arc","2"
"0","","ゴブリンや野盗たちがいなければ
テルやローテスとの往来も
もっと安全になるはずなのに――嫌ね","If there were no goblins or bandits,
traveling between Tel and Rotes
would surely be safer—how annoying.","ui\00_message\pawn\talk\stage\feature0001\persona08.gmd","\pw_talk\pt_feature0001_persona08.arc","pt_feature0001_persona08.arc","3"
"0","","――うふふ。ねぇマスター
今日はこのあたりの探索ですか？
それとも、海辺か森、山へ行きます？","Hehe. Hey, Master. 
Are we going to explore around here today? 
Or are we going to the seaside, forest, 
or mountains?","ui\00_message\pawn\talk\stage\feature0001\persona08.gmd","\pw_talk\pt_feature0001_persona08.arc","pt_feature0001_persona08.arc","4"
"0","","白い浜に青い海――
潮風もなかなか心地いいですね","White beach and blue seas--
The sea breeze is quite pleasant too!","ui\00_message\pawn\talk\stage\feature0002\persona01.gmd","\pw_talk\pt_feature0002_persona01.arc","pt_feature0002_persona01.arc","0"
"0","","浜辺には意外な漂流物が
流れ着くことがあるようです","Unexpected driftwood can wash ashore on the beach.","ui\00_message\pawn\talk\stage\feature0002\persona01.gmd","\pw_talk\pt_feature0002_persona01.arc","pt_feature0002_persona01.arc","1"
"0","","ブリアでは貝殻やさまざまな砂が
入手できます
見つけたら拾っておきましょう","In Breya, 
you can obtain shells and various types of sand. 
If you find them, make sure to pick them up.","ui\00_message\pawn\talk\stage\feature0002\persona01.gmd","\pw_talk\pt_feature0002_persona01.arc","pt_feature0002_persona01.arc","2"
"0","","ローテスは穏やかな村ですね
波の音ものどかで落ち着きます","Rotes is a peaceful village.
The sound of the waves is peaceful and relaxing.","ui\00_message\pawn\talk\stage\feature0002\persona01.gmd","\pw_talk\pt_feature0002_persona01.arc","pt_feature0002_persona01.arc","3"
"0","","この辺りはハイデルに比べると
やや暖かいですね","This area is slightly warmer than Hidell.","ui\00_message\pawn\talk\stage\feature0002\persona01.gmd","\pw_talk\pt_feature0002_persona01.arc","pt_feature0002_persona01.arc","4"
"0","","海、きれいですね
明るくって見晴らしもよくて","The ocean, it's beautiful.
It's bright and has a great view.","ui\00_message\pawn\talk\stage\feature0002\persona02.gmd","\pw_talk\pt_feature0002_persona02.arc","pt_feature0002_persona02.arc","0"
"0","","少しだけ風がねばった感じがします
潮のせいでしょうか","It feels like the wind has become a bit sticky.
Could it be because of the tide?","ui\00_message\pawn\talk\stage\feature0002\persona02.gmd","\pw_talk\pt_feature0002_persona02.arc","pt_feature0002_persona02.arc","1"
"0","","あの――、浜には漂流船とか
流れ着いたりもするそうです
どこから来るんでしょう","You know-- they say that on the beach,
there are drifting ships and such, washed ashore.
I wonder where they come from?","ui\00_message\pawn\talk\stage\feature0002\persona02.gmd","\pw_talk\pt_feature0002_persona02.arc","pt_feature0002_persona02.arc","2"
"0","","貝殻や羽根がたくさんありそうです
――ちょっとした小物を作れるかも","There seem to be many shells and feathers.
――I might be able to make some small accessories.","ui\00_message\pawn\talk\stage\feature0002\persona02.gmd","\pw_talk\pt_feature0002_persona02.arc","pt_feature0002_persona02.arc","3"
"0","","ローテスから離れた南の浜辺は
危ない所みたいです――","The beach south of Rotes seems 
to be a dangerous place.","ui\00_message\pawn\talk\stage\feature0002\persona02.gmd","\pw_talk\pt_feature0002_persona02.arc","pt_feature0002_persona02.arc","4"
"0","","うおおお！　海はいつ見ても広いですね！
なぜか心湧きたちます！","Wow! The sea is always so vast!
For some reason, it fills me with excitement!","ui\00_message\pawn\talk\stage\feature0002\persona03.gmd","\pw_talk\pt_feature0002_persona03.arc","pt_feature0002_persona03.arc","0"
"0","","ローテスに近い北の浜辺と
谷を隔てた南の浜辺は敵もかなり違うとか
海岸沿いを探検しましょう！","The northern beaches near Rotes and the southern 
beaches across the valley have 
very different enemies.
Explore along the coast!","ui\00_message\pawn\talk\stage\feature0002\persona03.gmd","\pw_talk\pt_feature0002_persona03.arc","pt_feature0002_persona03.arc","1"
"0","","たまに漂流船や魔物の死体が
浜辺に流れ着くそうです
何か使えるものが見つかるかもしれませんよ！","Sometimes drifting ships and the corpses of 
monsters wash up on the beach. 
You might find something useful!","ui\00_message\pawn\talk\stage\feature0002\persona03.gmd","\pw_talk\pt_feature0002_persona03.arc","pt_feature0002_persona03.arc","2"
"0","","ブリアの灯台上は見晴らしが良さそうです
落下注意ですが――！！","The view is very nice from the top of the 
lighthouse in Breya.
Be careful of falling, though--!","ui\00_message\pawn\talk\stage\feature0002\persona03.gmd","\pw_talk\pt_feature0002_persona03.arc","pt_feature0002_persona03.arc","3"
"0","","岸壁付近はハ―ピーがよく群れていますね
フンが降ってこないとよいのですがっ――！","It seems like Harpies often gather near 
the cliffs. I hope their droppings 
don't come raining down on us!","ui\00_message\pawn\talk\stage\feature0002\persona03.gmd","\pw_talk\pt_feature0002_persona03.arc","pt_feature0002_persona03.arc","4"
"0","","海岸は植生、魔物の種類とも平原とは異なる
特に多いのはハ―ピー、
そしてリザードマンなど水棲型","The coast has different vegetation and types of 
enemies compared to the plains. 
Especially abundant are Harpies, 
and aquatic types like Saurians.","ui\00_message\pawn\talk\stage\feature0002\persona04.gmd","\pw_talk\pt_feature0002_persona04.arc","pt_feature0002_persona04.arc","0"
"0","","ブリア海岸南部は北部とは異なり
危険度が高い
水竜の目撃例も、多々","The southern part of Breya Coast is 
different from the northern part. 
The danger level is high, 
with numerous sightings of water dragons.","ui\00_message\pawn\talk\stage\feature0002\persona04.gmd","\pw_talk\pt_feature0002_persona04.arc","pt_feature0002_persona04.arc","1"
"0","","漂流船の発見時は、速やかに検分を","When a drifting ship is found, 
inspect it immediately.","ui\00_message\pawn\talk\stage\feature0002\persona04.gmd","\pw_talk\pt_feature0002_persona04.arc","pt_feature0002_persona04.arc","2"
"0","","波音は、精神衛生にも効果的――","The sound of waves is good for mental health--","ui\00_message\pawn\talk\stage\feature0002\persona04.gmd","\pw_talk\pt_feature0002_persona04.arc","pt_feature0002_persona04.arc","3"
