0,,"腕試しとして
エクストリームミッションは最適かもな
気が向いたら参戦してみるといい","Extreme Missions might be perfect
for testing your skills. You should
join if you feel like it.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,16,Isaac
0,,"さて、これで我々の考えは理解してもらえたかな？
もし共感してもらえるのなら
次からは手伝いのための準備をしてもらいたい","Now then, do you grasp our vision? 
If it resonates with you, please begin readying 
yourself to lend a hand.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,11,Nicholas
0,,"まずは、わしの従者二人から
話を聞いてみてくれ","First, please speak with my two attendants and 
hear what they have to say.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,12,Nicholas
0,,メリークリスマス、覚者様,"Merry Christmas, Arisen.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,13,Marco
0,,メリークリスマス！　覚者さま！,"Merry Christmas, Master Arisen!",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,14,Mia
0,,"おお、同志よ！
我々の手伝いをしてくれるのだな？
ありがたいことだ！","Oh, comrade! 
You are willing to lend us a hand, are you? 
We are most grateful!",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,0,Nicholas
0,,"さてさて――ならば、まずは
恰好から入ろうではないか","Very well, let us start with your attire, shall we?",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,1,Nicholas
0,,"我らの考える幸せの色は「赤」だ
何か＜赤で染色した衣装＞か、もしくは
＜我らと同じ衣装＞を探して着て見せてくれ","The color of happiness we envision is ""red."" 
Find some attire dyed in red, or perhaps 
wear something like our own.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,2,Nicholas
0,,"ほほー、とても良く似合っているぞ！
恰好を整えれば、気持ちも入るというもの
では次の準備に入ろう","Oh-ho, that suits you very well! 
When your appearance is in order, your spirit 
follows. Now, let's move on to the next task.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,3,Nicholas
0,,"人々と交わす挨拶の言葉――
この時期だけの特別で、幸せな挨拶――
それをマルコから聞いて覚えるのだ","The words of greeting we share with others— 
A special and joyful salutation for this time of 
year. Learn them from Marco.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,4,Nicholas
0,,"大変よくお似合いでございます、覚者様
主からお聞きになられたと思いますが
私たちには、ぜひ広めたい
幸せな挨拶の言葉があります","It suits you very well, Ser Arisen.
As you may have heard from our Lord, 
we have a special and joyful greeting we wish 
to share with all.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,5,Marco
0,,"それは「メリークリスマス」
覚えていただけましたか？
では、大きな声で、私に向かって仰って下さい","The greeting is ""Merry Christmas."" 
Can you remember it? 
Now, please say it to me aloud.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,6,Marco
0,,"メリークリスマース！
マルコから挨拶をお聞きになったんですね
それじゃあ、その言葉にふさわしい挨拶を
お教えしましょう！","Merry Christmas! 
You've learned the greeting from Marco, right? 
Now, allow me to teach you a greeting 
fitting for those words!",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,7,Mia
0,,"いいですか、＜エモート＞の中に
＜あいさつ・２＞っていうのがありますよね？
あれが、あたしたちにとって特別な挨拶なのです","Do you see it in the <Emotes> section? 
One called <Greet 2>, right? 
That's our special greeting.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,8,Mia
0,,"それでは早速、その＜あいさつ・２＞
あたしにむかってレッツ・エモート！","Now, let's get right to it—
use that <Greet 2> and show me!",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,9,Mia
0,,"二人から、色々と教わったようだな
これで君も立派な奇蹟者の仲間だ","It looks like you've been taught a lot by the two.
With this, you're now a member 
of the Miracle Workers.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,10,Nicholas
0,,"それでは、次から我々の仲間として
この幸せを広めるため、実際に働いてもらおう","Now, as one of our companions, 
you'll work with us to spread this 
happiness far and wide.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,11,Nicholas
0,,"いいかな、何か＜赤で染色した衣装＞か
＜我らと同じ衣装＞を探して着て見せてくれ","Find something dyed red or 
wear the same outfit as us, 
and show me.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,12,Nicholas
0,,"衣装の次は、マルコとミーア
それぞれから特別な挨拶について聞いてくれ","Next, ask Marco and Mia about their special 
greetings, one from each of them.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,13,Nicholas
0,,"覚者様、＜赤く染色した装備＞か
＜私どもと同じ衣装＞は見つかりましたか？
クラフトルームで装備の染色が可能でございます
おっと、流石にご存じでしたか、失礼いたしました","Ser Arisen, have you found <red-dyed equipment> 
or <outfits like ours>? 
You can dye your gear in the crafting room. 
Oh, my apologies, you probably already knew that.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,14,Marco
0,,"どうです？　＜赤く染色した装備＞か
＜あたしたちと同じ衣装＞ありましたか？
早く着て見せてください！
この衣装、キャメロンさんの所にありますよ","How did it go? Did you find the <red-dyed 
equipment> or <outfits like ours>? 
Hurry and wear them to show me! 
They're available at Cameron's place.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,15,Mia
0,,"＜メリークリスマス＞
それは誰もが幸せな気持ちになる
たいへん素晴らしい言葉でございます","<Merry Christmas> 
That is a phrase that brings happiness to all, 
truly a wonderful expression.",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,16,Nicholas
0,,"親しい人とも、そうでない人とも
みんなでメリークリスマス！
挨拶すれば、みーんなハッピー！","To friends and even strangers, 
Merry Christmas to all! 
When we greet one another, 
everyone becomes happy!",ui\00_message\quest\q60200018.gmd,\quest\q60200018.arc,q60200018.arc,17,Mia
0,,"さあ、それではレスタニアの人々に幸せを届け
皆でその時間を共有しようではないか","Now, let us bring joy to the people of Lestania, 
and share this moment together as one.",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,0,Nicholas
0,,"ただ、いきなり見ず知らずの人に話かけるのは
緊張してぎこちなくなってしまうというもの
まずは普段お世話になっているセネカ殿――","However, it is quite awkward and 
nerve-wracking to suddenly approach a stranger. 
Let us begin by speaking with Seneka, 
who has been so helpful to us.",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,1,Nicholas
0,,"前回揃えた衣装で彼女の所へ行き
クリスマスの挨拶で幸せを届けなさい
その思い出に、記念撮影を忘れずにな！","Go to her dressed in the outfit you arranged 
earlier and deliver your joyful Christmas 
greetings. Make sure to capture the moment with 
a commemorative photo to remember it!",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,2,Nicholas
0,,"セネカ殿は喜んでおられたかな？
君の協力のおかげで、このレスタニアでも
幸せを共有する素晴らしさが広まることだろう","Did Lady Seneka find joy in your actions? 
Thanks to your help, the greatness of sharing 
happiness will surely spread throughout Lestania.",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,3,Nicholas
0,,"これからは、顔見知りに限らず
この地に住まう全ての人々と挨拶を交わして
思い出を作っていってほしい","I hope you will greet not only those you know, 
but all the people who live in this land, 
and create memories with them.",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,4,Nicholas
0,,"我々はまだ当分ここで活動を続けるから
いつでも会いに来ておくれ！","We will continue our activities here 
for some time, so feel free to come and visit us 
whenever you'd like!",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,5,Nicholas
0,,"さぁ、我々に協力をしてもらった
お礼をせねばな――","Now, it is time to show our gratitude 
for the help you've given us.",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,6,Nicholas
0,,"セネカ殿に
クリスマスの挨拶をSayで伝える
＜あいさつ・２＞のエモートをする
そして、フォトモードでの記念撮影","Convey your Christmas greeting to 
Lady Seneka with ""Say"",
perform the <Greet 2> emote,
and capture the moment with a 
photo in photo mode.",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,7,Nicholas
0,,"この3つをしてきなさい
なぁに、恥ずかしがることはない！","Do these three things, and you shall succeed.
There's no need to be shy, don't worry!",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,8,Nicholas
0,,"セネカ様の所へは行かれましたか？
私のお教えした言葉、どうぞお間違いなく
<メリークリスマス>で、ございますよ","Have you visited Lady Seneka yet? 
Be sure to say the words I taught you correctly.
It's ""Merry Christmas,"" of course.",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,9,Marco
0,,"セネカさんのところに行って、
この前お教えした<あいさつ・2>
をしてください！　実践あるのみ！","Go to Lady Seneka and perform the <Greet 2> I 
taught you before! 
The only way to improve is through practice!",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,10,Mia
0,,"あ、こんにちは覚者さま！
見てくださいこの帽子！
すっごく可愛くないですか！？","Ah, hello Master Arisen! 
Look at this hat! Isn't it 
adorable?!",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,11,Seneka
0,,"酒場にいるポーンの女の子が
同じのを被っていて、それが今
この白竜神殿で流行ってるんですよ","The pawn girl at the tavern is wearing the same 
one, and now it's all the rage at the White 
Dragon Temple!",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,12,Seneka
0,,"覚者さまもお揃いの帽子で
一緒に記念撮影なんてどうですか？","Master Arisen, how about a commemorative photo 
with the matching hats?",ui\00_message\quest\q60200019.gmd,\quest\q60200019.arc,q60200019.arc,13,Seneka
0,,"メリークリスマス、覚者様
個人的なお話で恐縮なのですが
ご相談したいことがございまして――","Merry Christmas, Ser Arisen. 
I apologize for the personal nature of this 
request, but I have something I wish 
to discuss with you.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,0,Marco
0,,"主は、とても熱心に活動を続けております
ただ熱心すぎるが故に、
たまに心配になってしまうのです","Master is tirelessly continuing their work. 
But at times, their fervor makes me worry for 
their well-being.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,1,Marco
0,,"従者として何か手助けができれば――
主の心をほっと癒すような
美酒などをご存じではございませんか","As a humble servant, I wish to offer help. 
Do you know of any fine wine that might soothe 
the Master's troubled heart?",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,2,Marco
0,,"はぁい覚者さま、私に何か用？
おすすめのお酒？それなら答えは一つ！
みんな大好き《レスタニアワイン》！
これしかないわね","Hello, Master Arisen. Do you need something from 
me? Looking for a drink recommendation? 
I have just the one! 
Everyone's favorite, 《Lestania Wine》! 
There's nothing better than this!",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,3,Nancy
0,,"なるほど、《レスタニアワイン》
で、ございますか
滋味豊かなワインであれば
きっと我が主にも喜んで貰えるでしょう","I see, 《Lestania Wine》, is it? 
If it's a rich and flavorful wine, 
I'm sure it will bring joy to my Master as well.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,4,Marco
0,,"覚者様、よろしければそれが
どのようなワインなのか
ぜひ実物を見せてくださいませんか
それを覚えて、買いに行きたいと思います","Ser Arisen, if you would be so kind, 
could you show me what kind of wine it is? 
I would like to see the actual bottle, 
so I can remember it and buy it later.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,5,Marco
0,,"おお、有り難うございます！
これがレスタニアワインなのですね
後からこっそり買って、主を驚かせたいものです","Ah, thank you! So this is the Lestania Wine, 
is it? I'll quietly buy it later and surprise 
my Master with it.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,6,Marco
0,,"さあ、乾杯前に、この歓びを写真におさめて
思い出に残しておきましょう","Now then, before we toast, 
let's capture this joy in a photograph and 
keep it as a memento.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,7,Marco
0,,"マルコが《レスタニアワイン》をくれたのだ
どうやら君が協力をしてくれたようだね
わしからもお礼を言っておこう
どうもありがとう！","Marco gave me the 《Lestania Wine》. It seems 
that you helped him out. Allow me to express my 
gratitude as well. Thank you so much!",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,8,Nicholas
0,,"目的に向かって熱心になるあまり
自らが心の余裕を失っては意味がない
――私は良い従者をもった幸せ者だな","In my zeal to pursue a goal, I must not lose 
the peace of mind that is necessary for it. 
-- I am a lucky one, to have such a devoted 
companion.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,9,Nicholas
0,,"この酒場には、ナンシー様という
お酒に詳しい店員がいると聞きました
彼女ならおすすめの美酒を教えてくれると思います
それを、私に＜Say＞で教えてください","I've heard that there's a bartender here named 
Nancy, who's quite knowledgeable about fine 
alcohol. I believe she could offer you a great 
suggestion. Please let me know via <Say>.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,10,Marco
0,,"このレスタニアに幸せを広めること
それが私の務めであり望みでもなのだ","Spreading happiness throughout the land 
of Lestania, 
that is both my duty and my wish.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,11,Nicholas
0,,"メリークリスマス、覚者さま
我が主はとても勤勉というか真面目な方で
あたしもマルコもたまーに心配になるの","Merry Christmas, Master Arisen. 
My lord is so diligent and earnest that both 
Marco and I occasionally find ourselves worrying.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,12,Mia
0,,"でも、主の望みを叶えることこそ
ポーンの務め！
頑張らなくっちゃね","But fulfilling the Master's wishes 
is the Pawn's duty! 
I must give it my all and do my best!",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,13,Mia
0,,"おすすめは何と言っても《レスタニアワイン》
ここに住む人たちなら誰でも大好きでしょう？
もちろん、あたしも大好きよ！","The best recommendation is definitely 
《Lestania Wine》, everyone who lives here 
adores it, right? 
And of course, I love it too!",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,14,Nancy
0,,"さあ、乾杯の前に
我々と共に記念撮影をいたしましょう","Now, before we toast, 
let us capture a commemorative photo together.",ui\00_message\quest\q60200020.gmd,\quest\q60200020.arc,q60200020.arc,15,Marco
0,,"メリークリスマス、覚者さま！
先日はマルコのお手伝い、どうも
ありがとうございました！","Merry Christmas, Ser Arisen! 
Thank you for helping Marco the other day! 
Your assistance was greatly appreciated!",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,0,Mia
0,,"おかげで主の務めも滞りなく進んで
本来の覚者としての務めに戻る時期が来たの","Thanks to you, 
Master's duties have gone smoothly, 
and now the time has come to return to the true 
role as an Arisen.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,1,Mia
0,,"覚者さまのお手伝いがあったおかげで
例年よりずっと早く終わったわ！
お礼と言ってはなんだけど、
一つ面白いことを教えてあげますね","Thanks to your help, Master Arisen, the work was 
completed much earlier than usual! 
As a token of my gratitude, I have something 
interesting to share with you.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,2,Mia
0,,"あたしたちが訪れる場所に
なぜかこの時期だけ＜リトル・フロスト＞が
こっそり出現するんです！","For some reason, a Little Frost appears only 
at the places we visit during this season, hidden 
away like a secret!",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,3,Mia
0,,"神殿のアチラコチラにこっそり居るので
良かったら探し出して＜記念撮影＞
とかしてみてはいかがです？","It hides here and there around the temple, so 
if you'd like, why not try to find it and take a 
commemorative photo?",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,4,Mia
0,,"あ！　写真撮れましたね！
それですよそれ、＜リトル・フロスト＞
とっても不思議な置物なんですよね","Ah! You've got the picture! That's it, 
Little Frost! It's such a curious little 
decoration, isn't it?",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,5,Mia
0,,"実はあたし達も、何故この時期に
これがこっそり出現するのか分からないんです","The truth is, even we don't know why this 
appears at this time of year.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,6,Mia
0,,"でも、なんだか一緒にこの季節を
楽しんでいるみたいで愛らしいですよね","Still, it's as if we're sharing this season 
together, and it's rather endearing.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,7,Mia
0,,"見つけた者に幸福が訪れる――
なーんて噂もあるみたいですよ","There are rumors that happiness will 
come to the one who finds it--",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,8,Mia
0,,"ほう、＜リトル・フロスト＞を見つけたと？
あれは「幸福の使者」と呼ばれているそうだ
この地にも、君にもきっと幸福が訪れるだろう","Ah, you've discovered the <Little Frost>? 
They say it's known as 
the ""Messenger of Happiness."" 
Happiness will surely visit this land, 
and you too.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,9,Nicholas
0,,"ミーアから聞いたと思うが
我々はここでの活動を終える時期が近付いている
君にはとてもお世話になった","As you may have heard from Mia, 
the time to finish our work 
here is drawing near. 
You've been a great help to us.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,10,Nicholas
0,,"もしも、覚者としてどこかで会った時は
私が君のために力を尽くすことを約束しよう","Should we meet again, as Arisen, 
I swear I will do everything in 
my power to help you.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,11,Nicholas
0,,"これまでのお礼に
さっき見つけた＜リトル・フロスト＞
を一つ差し上げるとしよう","To show my gratitude for all you've done, 
I'll give you one of the 
<Little Frost> I found earlier.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,12,Nicholas
0,,"このレスタニアの幸福が途切れないよう
我ら三人も祈っているぞ","We three also pray that Lestania's happiness 
remains uninterrupted.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,13,Nicholas
0,,"この神殿の中に＜リトル・フロスト＞
っていう可愛い置物が出現してますよ！
それを全部見つけて、記念撮影してみてください！","A cute little figure called <Little Frost> has 
appeared in the temple! Find them all and 
try taking a commemorative photo!",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,14,Mia
0,,"近頃、このレスタニアでも
クリスマスの挨拶をよく見るようになった
赤い衣装で記念撮影する者も多いと聞く","Lately, Christmas greetings have become more 
common here in Lestania. I've heard many people 
are taking commemorative photos in red attire.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,15,Nicholas
0,,"これも、君の協力があってこそだな
おかげで私の務めも、無事果たせそうだ","It is only through your cooperation that this is 
possible. Thanks to you, I can complete my duty 
without issue.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,16,Nicholas
0,,"メリークリスマス、覚者様
＜リトル・フロスト＞ですか？
この酒場と、港と、商店区などで見た――
という噂話を耳にしましたね","Merry Christmas, Ser Arisen. 
Is it about <Little Frost>? 
I heard rumors about seeing them in the tavern, 
port, and shopping district.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,17,Marco
0,,"主もあたしたちも、とても感謝してます！
覚者さまとレスタニアの人たちに幸あれ！","We, as well as our Master, are deeply thankful! 
May you, Ser Arisen, and all of Lestania's people 
find joy and prosperity!",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,18,Mia
0,,"＜リトル・フロスト＞を見つけたと伺いました
きっと覚者様と貴方様の従者、
それにこの地の人々に幸福が訪れることでしょう","I hear you've found the <Little Frost>. 
Surely happiness will visit you, your 
companions, and the people of this land, 
Ser Arisen.",ui\00_message\quest\q60200021.gmd,\quest\q60200021.arc,q60200021.arc,19,Marco
0,,"メリークリスマス！
良い思い出を！","Merry Christmas! 
Wishing you many happy memories!",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,0,Nicholas
0,,"メリークリスマス、覚者様
教えていただいたレスタニアワイン
主がとても気に入りまして、旅立つ前に
買いだめをしておこうと申しておりました","Merry Christmas, Ser Arisen. 
That Lestania wine you told me about, 
Master liked it so much, they said 
they'd stock up on it before leaving.",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,1,Marco
0,,"メリークリスマス！　覚者さま！
リトル・フロストはお部屋に飾りましたか？","Merry Christmas, Ser Arisen! 
Did you place Little Frost in your room?",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,2,Mia
0,,ホッホッホ、メリークリスマス,"Ho-ho-ho, Merry Christmas!",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,3,Nicholas
0,,メリークリスマスでございます,"Merry Christmas, ser.",ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,4,Marco
0,,メリークリスマース！,Merry Christmas!,ui\00_message\quest\q60200022.gmd,\quest\q60200022.arc,q60200022.arc,5,Mia
0,,"こんにちは～！
うふふ、""愛の伝道師""として
この神殿にやってきたシェリーよ！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,0,Shelly
0,,"とっても素敵な愛のお祭り――
レスタニアでも流行らせたいと思ってるの",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,1,Shelly
0,,"どんなお祭りかって？
好意を寄せている人へのアツい想いや
お世話になっている人への感謝を込めて
甘いお菓子をプレゼントするの",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,2,Shelly
0,,"どう、素敵なお祭りでしょう？
あなたも参加したくなったわよね！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,3,Shelly
0,,"甘いお菓子は""チョコレート""っていうの
《厳選カカオ》を持ってきてくれたら
レシピを教えてあげるわ",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,4,Shelly
0,,"敵を倒すことで入手できるみたいだから
頑張って取ってきてね！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,5,Shelly
0,,"お祭り専用の武器を装備していると
更に入手しやすくなるっていう噂よ――
装備をゲットして、一気に集めてもいいわね！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,6,Shelly
0,,"今なら、チョコレートの材料の
≪厳選カカオ≫を敵を倒すことで
入手できるみたい――",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,7,Shelly
0,,"お祭り専用の武器を装備していると
更に入手しやすくなるっていう噂よ
頑張って取ってきてね！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,8,Shelly
0,,"≪厳選カカオ≫の入手方法はバッチリね！
これでチョコレートを作ることができそう",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,9,Shelly
0,,"それじゃ、チョコレートのレシピをあげるわ
想いをこめて作ってみて！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,10,Shelly
0,,"レシピはクエストの報酬から受け取ってね！
一度受け取ればすぐに作れるようになるの
保管ボックスを確認しなくて大丈夫",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,11,Shelly
0,,"あ、それと報酬を確認したら
また私の所に戻ってきてね
ここからがこのお祭りの本番なのよ！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,12,Shelly
0,,"覚者としての生活はいかがかね？
――ム、戦いばかりではいかん、いかん！
人生には愛とユーモアが必要不可欠だ！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,13,Angelo
0,,"さぁ！
シェリーちゃんが張り切って準備したお祭りを
存分に楽しんでくれ――！",,ui\00_message\quest\q60200024.gmd,\quest\q60200024.arc,q60200024.arc,14,Angelo
0,,"――チッ
なんだよ、他の奴に渡すのかよ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,0,Gurdolin
0,,"＜良いモノ＞って聞いたら
気になるだろうがよ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,1,Gurdolin
0,,"嘘でしょう！？
俺にくれるんじゃないんですか！？",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,2,Elliot
0,,"次の機会では俺が貰えるって信じてるんで
待ってますから！
次は――来年ですかね――",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,3,Elliot
0,,さっき、何渡してたの？,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,4,Klaus
0,,"＜珍しいモノ＞って何だったのかが気になるよ
もしかして新手の錬金物質――？
それとも未知の植物かな",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,5,Klaus
0,,"覚者さん
誰かに＜素敵なモノ＞を
渡したんだね",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,6,Mayleaf
0,,"ということは、愛や感謝の気持ちを
伝えられたんだ！　いいなぁ！
今度はわたしも、誰かに渡してみたいな――",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,7,Mayleaf
0,,"えー、隊長！
私にくれるんじゃないの！？",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,8,Lise
0,,"――ま、仕方ない！
今度別のものでもおごってよ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,9,Lise
0,,"さて、カカオもゲットしたし、
次はお祭りの大本命――
意中のお相手にチョコレートを渡す時ね！",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,10,Shelly
0,,"――その前に
チョコレートは準備できてる？
準備がまだなら《クラフトルーム》で作ってきて！",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,11,Shelly
0,,"そうそう、≪厳選カカオ≫の他に
≪癒しの薬≫が1つ必要よ
レシピは消耗品の<体力回復>にあるわ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,12,Shelly
0,,"愛に溢れた《特製チョコレート》が完成したら
私に声をかけてね！",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,13,Shelly
0,,"チョコレートを作るには
≪厳選カカオ≫と≪癒しの薬≫が必要よ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,14,Shelly
0,,"《クラフトルーム》で作ることができるわ
レシピは消耗品の<体力回復>のところにあるから
愛をこめて作ってね！",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,15,Shelly
0,,準備できたら、私に声をかけて！,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,16,Shelly
0,,"チョコレートが準備できたみたいね！
いよいよ意中のお相手にチョコレートを渡す時――
お相手はもう決まってる？",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,17,Shelly
0,,"決まっていないなら
「チョコレート」とSayで呟いてみて！
みんなの意気込みが聞けるはずよ
それを参考にしてみてもいいんじゃないかしら",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,18,Shelly
0,,"でも、一度だれかに渡しちゃうと
他の人へのプレゼントはできなくなるから
渡すお相手は慎重に選んだ方がいいわ！
八方美人はよくないもの",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,19,Shelly
