"0","","さて、次はいよいよ
第二防衛区画の攻略を始めるとしよう！","さて、次はいよいよ
第二防衛区画の攻略を始めるとしよう！","ui\00_message\quest\q10310601.gmd","\quest\q10310601.arc","q10310601.arc","87"
"0","","――","――","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","88"
"0","","――――","――――","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","89"
"0","","――――――","――――――","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","90"
"0","","隊長――
ちょっと大事な話があるんだ","隊長――
ちょっと大事な話があるんだ","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","91"
"0","","さっき帰りに井戸の中を通っている最中に
思い出したことがあってね","さっき帰りに井戸の中を通っている最中に
思い出したことがあってね","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","92"
"0","","「あ、そう言えばボク
　自分で“相棒”隠したんだった」
と――","「あ、そう言えばボク
　自分で“相棒”隠したんだった」
と――","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","93"
"0","","この城が奪われた際
敵の目を欺くために自分から地下牢に
入ってたんだけどさ","この城が奪われた際
敵の目を欺くために自分から地下牢に
入ってたんだけどさ","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","94"
"0","","ほら、武器を持ったまま捕まってるのって
オークが見たって絶対におかしいだろ？","ほら、武器を持ったまま捕まってるのって
オークが見たって絶対におかしいだろ？","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","95"
"0","","だから、とっさに牢の中の目立たない所に
隠したんだよね！","だから、とっさに牢の中の目立たない所に
隠したんだよね！","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","96"
"0","","で――
実際ちゃんとそこにあったというわけさ！","で――
実際ちゃんとそこにあったというわけさ！","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","97"
"0","","いやぁ、さすがのボクも
“なくしたものは自分で隠した”
というのは盲点だった！","いやぁ、さすがのボクも
“なくしたものは自分で隠した”
というのは盲点だった！","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","98"
"0","","てっきり、敵に奪われたものだとばっかり
思って疑わなかったのさ！","てっきり、敵に奪われたものだとばっかり
思って疑わなかったのさ！","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","99"
"0","","思い込みというのは
時に恐ろしい敵に成長するものだね！
あっはっはっは！","思い込みというのは
時に恐ろしい敵に成長するものだね！
あっはっはっは！","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","100"
"0","","――さて、ついに“相棒”もこの手に戻ったし
裏門の《鍵》もあるし
“とっておきの作戦”――決行の時だ！","――さて、ついに“相棒”もこの手に戻ったし
裏門の《鍵》もあるし
“とっておきの作戦”――決行の時だ！","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","101"
"0","","あ、さっき見つけてくれた棒切れだけど
さっさと薪にすることをおすすめするよ！","あ、さっき見つけてくれた棒切れだけど
さっさと薪にすることをおすすめするよ！","ui\00_message\quest\q10310603.gmd","\quest\q10310603.arc","q10310603.arc","102"
"0","","「ちょっと高いところ」で
杖のようなものを見つけた！","「ちょっと高いところ」で
杖のようなものを見つけた！","ui\00_message\examine_message\quest\quest_examine_q10310603.gmd","\quest\q10310603.arc","q10310603.arc","0"
"0","","「狭い隙間」で
大自然の力を感じる棒を見つけた！","「狭い隙間」で
大自然の力を感じる棒を見つけた！","ui\00_message\examine_message\quest\quest_examine_q10310603.gmd","\quest\q10310603.arc","q10310603.arc","1"
"0","","「ガチャ！ゴゴゴゴゴ――」の中で
すごく重みを感じるものを見つけた！","「ガチャ！ゴゴゴゴゴ――」の中で
すごく重みを感じるものを見つけた！","ui\00_message\examine_message\quest\quest_examine_q10310603.gmd","\quest\q10310603.arc","q10310603.arc","2"
"0","","シチュー鍋の中を調べた――","シチュー鍋の中を調べた――","ui\00_message\examine_message\quest\quest_examine_q10310700.gmd","\quest\q10310700.arc","q10310700.arc","0"
"0","","小さく硬いものを見つけた！","小さく硬いものを見つけた！","ui\00_message\examine_message\quest\quest_examine_q10310700.gmd","\quest\q10310700.arc","q10310700.arc","1"
"0","","シチュー鍋の中を調べた――","シチュー鍋の中を調べた――","ui\00_message\examine_message\quest\quest_examine_q10310700.gmd","\quest\q10310700.arc","q10310700.arc","2"
"0","","鈍く輝く金属製のものを見つけた！","鈍く輝く金属製のものを見つけた！","ui\00_message\examine_message\quest\quest_examine_q10310700.gmd","\quest\q10310700.arc","q10310700.arc","3"
"0","","シチュー鍋の中を調べた――","シチュー鍋の中を調べた――","ui\00_message\examine_message\quest\quest_examine_q10310700.gmd","\quest\q10310700.arc","q10310700.arc","4"
"0","","手ごたえのあるものを見つけた！","手ごたえのあるものを見つけた！","ui\00_message\examine_message\quest\quest_examine_q10310700.gmd","\quest\q10310700.arc","q10310700.arc","5"
"0","","ボクの真の“相棒”がこの手に戻った今
もはやこの奪還作戦の成功は
約束されたも同然！","ボクの真の“相棒”がこの手に戻った今
もはやこの奪還作戦の成功は
約束されたも同然！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","0"
"0","","“約束が約束されている”と言っても
過言ではないね！","“約束が約束されている”と言っても
過言ではないね！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","1"
"0","","さぁ、ボクが今までずっと温めてきた
“とっておきの作戦”で
オークくんたちに引導を渡してやろう！","さぁ、ボクが今までずっと温めてきた
“とっておきの作戦”で
オークくんたちに引導を渡してやろう！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","2"
"0","","慌てふためいて取り乱す姿が
瞼の裏にくっきり映って見えるよ
目を開けていてもね！","慌てふためいて取り乱す姿が
瞼の裏にくっきり映って見えるよ
目を開けていてもね！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","3"
"0","","あっ","あっ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","4"
"0","","あっはっ","あっはっ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","5"
"0","","あっはっはっ","あっはっはっ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","6"
"0","","あっはっはっは！","あっはっはっは！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","7"
"0","","隊長！　ついにここまで来たよ
さあ最後の作戦だ！","隊長！　ついにここまで来たよ
さあ最後の作戦だ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","8"
"0","","――あれ、ないぞ――
あれ――そんな馬鹿な――
僕に限ってそんなハズは――","――あれ、ないぞ――
あれ――そんな馬鹿な――
僕に限ってそんなハズは――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","9"
"0","","あれ、まずい――まずいぞ――
アレがないと、もう終わりだ――
落ち着け――いつだ――どこでだ――","あれ、まずい――まずいぞ――
アレがないと、もう終わりだ――
落ち着け――いつだ――どこでだ――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","10"
"0","","――ああ、分からない
ダメだダメだ――
――隊長、ひとつ頼みがある
実に簡単なヤツだ","――ああ、分からない
ダメだダメだ――
――隊長、ひとつ頼みがある
実に簡単なヤツだ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","11"
"0","","この“とっておきの作戦”には
例の“アレ”が欠かせなくてね","この“とっておきの作戦”には
例の“アレ”が欠かせなくてね","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","12"
"0","","この作戦のキーと言ってもいいものだ
というか“キーそのもの”なんだけど","この作戦のキーと言ってもいいものだ
というか“キーそのもの”なんだけど","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","13"
"0","","つまり、ものすごく簡潔に説明すると――","つまり、ものすごく簡潔に説明すると――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","14"
"0","","作戦に使う《鍵》をなくしてしまった","作戦に使う《鍵》をなくしてしまった","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","15"
"0","","そういうことになるだろうね！
あっはっはっは！　こいつはケッサクだ！","そういうことになるだろうね！
あっはっはっは！　こいつはケッサクだ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","16"
"0","","この城の裏門の《鍵》なんだけどね
今日という日が来るまで
ずっと肌身離さず持っていると思っていた","この城の裏門の《鍵》なんだけどね
今日という日が来るまで
ずっと肌身離さず持っていると思っていた","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","17"
"0","","だけど、いつの間にか
どこかに落っことしてしまってたようだ","だけど、いつの間にか
どこかに落っことしてしまってたようだ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","18"
"0","","うーん――
そうだなぁ、ムスタファとかいいんじゃない？","うーん――
そうだなぁ、ムスタファとかいいんじゃない？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","19"
"0","","“白髪にヒゲ”と言ったら
もう物知りさんで決まり！","“白髪にヒゲ”と言ったら
もう物知りさんで決まり！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","20"
"0","","なにせもう一滴も覚えてないからね
ヤケクソさ！","なにせもう一滴も覚えてないからね
ヤケクソさ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","21"
"0","","ふむ、これは覚者殿
何かご用でも――","ふむ、これは覚者殿
何かご用でも――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","22"
"0","","え？　ソネル様がヤケクソで私を指名？
はぁ、いまいち事情が呑み込めませんが――","え？　ソネル様がヤケクソで私を指名？
はぁ、いまいち事情が呑み込めませんが――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","23"
"0","","作戦に使う裏門の《鍵》――ですか
それをなくされてしまい
ヤケクソになられている、と","作戦に使う裏門の《鍵》――ですか
それをなくされてしまい
ヤケクソになられている、と","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","24"
"0","","そうですな――
確かに“白髪にヒゲ”ではありますが
私も失せ物に関しては――","そうですな――
確かに“白髪にヒゲ”ではありますが
私も失せ物に関しては――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","25"
"0","","そう言えば、“失せ物”で思い出したことが","そう言えば、“失せ物”で思い出したことが","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","26"
"0","","数日前のことですが
食堂で起きた妙な事件の話を耳にしましてな","数日前のことですが
食堂で起きた妙な事件の話を耳にしましてな","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","27"
"0","","「シチュー鍋の“かき混ぜ棒”が消える」
というもので、食堂にいるアクギスから
聞いたのですが","「シチュー鍋の“かき混ぜ棒”が消える」
というもので、食堂にいるアクギスから
聞いたのですが","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","28"
"0","","ある晩、食堂で翌日の仕込みをしていたところ――","ある晩、食堂で翌日の仕込みをしていたところ――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","29"
"0","","何者かがフラッとやって来て
暗闇の中何やらシチュー鍋のところで
ゴソゴソとやっておったそうで","何者かがフラッとやって来て
暗闇の中何やらシチュー鍋のところで
ゴソゴソとやっておったそうで","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","30"
"0","","慌ててアクギスが駆け寄ったときには
その人物も、かき混ぜ棒も消えておったそうじゃ","慌ててアクギスが駆け寄ったときには
その人物も、かき混ぜ棒も消えておったそうじゃ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","31"
"0","","私もその事件に少々興味を持ちましてな
展望城内をあちこち調べて回ったのです
するとなぜか――","私もその事件に少々興味を持ちましてな
展望城内をあちこち調べて回ったのです
するとなぜか――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","32"
"0","","それと思しき棒を
展望城入り口の門兵が持っておりまして
どこで手に入れたか問い質したのですが","それと思しき棒を
展望城入り口の門兵が持っておりまして
どこで手に入れたか問い質したのですが","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","33"
"0","","「“重要な作戦の棒切れ”だから答えられない」
の一点張りでしてな――困ったものです","「“重要な作戦の棒切れ”だから答えられない」
の一点張りでしてな――困ったものです","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","34"
"0","","そもそも犯人なら
堂々と持っていることもないでしょうし
謎めいた事件として迷宮入りしそうですな","そもそも犯人なら
堂々と持っていることもないでしょうし
謎めいた事件として迷宮入りしそうですな","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","35"
"0","","――ああ、すっかり話が反れてしまいましたな
お忙しい覚者殿を引き留めてしまって申し訳ない","――ああ、すっかり話が反れてしまいましたな
お忙しい覚者殿を引き留めてしまって申し訳ない","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","36"
"0","","あ！　隊長じゃないか！
こんにちは！
ずいぶんと久しぶり！","あ！　隊長じゃないか！
こんにちは！
ずいぶんと久しぶり！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","37"
"0","","ちょっと見ない間に大きくなったみたいだね！
いや、ボクが小さくなったのかな？","ちょっと見ない間に大きくなったみたいだね！
いや、ボクが小さくなったのかな？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","38"
"0","","え？　“シチュー鍋のかき混ぜ棒事件”に
心当たりはないかって？","え？　“シチュー鍋のかき混ぜ棒事件”に
心当たりはないかって？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","39"
"0","","隊長、そんな珍妙な話が
いったいボクと何の関係があるというんだい？","隊長、そんな珍妙な話が
いったいボクと何の関係があるというんだい？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","40"
"0","","犯人の正体について","犯人の正体について","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","41"
"0","","シチュー鍋のかき混ぜ棒の行方","シチュー鍋のかき混ぜ棒の行方","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","42"
"0","","今はそんなおとぎ話みたいな事件の真相を
追いかけてる場合ではないだろう！","今はそんなおとぎ話みたいな事件の真相を
追いかけてる場合ではないだろう！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","43"
"0","","確かにボクは食堂のシチューが大好きさ
何かがんばったご褒美に
必ずシチューを食べることにしている","確かにボクは食堂のシチューが大好きさ
何かがんばったご褒美に
必ずシチューを食べることにしている","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","44"
"0","","夜中までかかってようやく
倉庫中ひっくり返して《鍵》を見つけたあの日も
その足でまっすぐ食堂へ向かったね","夜中までかかってようやく
倉庫中ひっくり返して《鍵》を見つけたあの日も
その足でまっすぐ食堂へ向かったね","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","45"
"0","","それで鍋から直接シチューを
失敬しようとして、あやうくローブの袖が
浸かりそうになったからあわてて――","それで鍋から直接シチューを
失敬しようとして、あやうくローブの袖が
浸かりそうになったからあわてて――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","46"
"0","","袖の中には大事な《鍵》が入っていたし
万が一鍋の中に――落としたりでも――したら――","袖の中には大事な《鍵》が入っていたし
万が一鍋の中に――落としたりでも――したら――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","47"
"0","","あ――","あ――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","48"
"0","","――","――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","49"
"0","","――――","――――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","50"
"0","","鍋だ！　隊長！
シチュー鍋だ！
《鍵》はそこだ！","鍋だ！　隊長！
シチュー鍋だ！
《鍵》はそこだ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","51"
"0","","一刻も早く、食堂に向かってくれたまえ！","一刻も早く、食堂に向かってくれたまえ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","52"
"0","","今はそんなおとぎ話みたいな事件の真相を
追いかけてる場合ではないだろう！","今はそんなおとぎ話みたいな事件の真相を
追いかけてる場合ではないだろう！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","53"
"0","","確かにボクは食堂のシチューは大好きさ
何かがんばったご褒美に
必ずシチューを食べることにしている","確かにボクは食堂のシチューは大好きさ
何かがんばったご褒美に
必ずシチューを食べることにしている","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","54"
"0","","夜中までかかってようやく
倉庫中ひっくり返して《鍵》を見つけたあの日も
その《鍵》を握り閉めてまっすぐ食堂へ向かったね","夜中までかかってようやく
倉庫中ひっくり返して《鍵》を見つけたあの日も
その《鍵》を握り閉めてまっすぐ食堂へ向かったね","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","55"
"0","","シチューを食べようと鍋に手を伸ばしたその時
思いもよらぬモノが目に入ってね","シチューを食べようと鍋に手を伸ばしたその時
思いもよらぬモノが目に入ってね","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","56"
"0","","「もしかしてこれ、ボクの“相棒”なんじゃ？」","「もしかしてこれ、ボクの“相棒”なんじゃ？」","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","57"
"0","","そう思った次の瞬間には、それを抱えて
外に飛び出してたよ！","そう思った次の瞬間には、それを抱えて
外に飛び出してたよ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","58"
"0","","結局それはボクの“相棒”じゃなかったんだが
あれを手にしたその瞬間――","結局それはボクの“相棒”じゃなかったんだが
あれを手にしたその瞬間――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","59"
"0","","シチューまみれになるのも忘れて
両の手で――力いっぱい鍋から
引き上げ――て――","シチューまみれになるのも忘れて
両の手で――力いっぱい鍋から
引き上げ――て――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","60"
"0","","あ――","あ――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","61"
"0","","――","――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","62"
"0","","――――","――――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","63"
"0","","鍋だ！　隊長！
シチュー鍋だ！
《鍵》はそこだ！","鍋だ！　隊長！
シチュー鍋だ！
《鍵》はそこだ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","64"
"0","","一刻も早く、食堂に向かってくれたまえ！","一刻も早く、食堂に向かってくれたまえ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","65"
"0","","おや、覚者さんかい
どうしたんだい？そんな慌てて","おや、覚者さんかい
どうしたんだい？そんな慌てて","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","66"
"0","","え？　シチュー鍋に大事な《鍵》を落とした？","え？　シチュー鍋に大事な《鍵》を落とした？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","67"
"0","","シチュー鍋なら部屋の真ん中の大きいやつだけど
あいにく今、かき混ぜ棒がなくて
鍋の中のもの探すのは大変だよ","シチュー鍋なら部屋の真ん中の大きいやつだけど
あいにく今、かき混ぜ棒がなくて
鍋の中のもの探すのは大変だよ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","68"
"0","","奪還直後で何かと物がなくてね
ちょうど倉庫で大鍋に使えそうな
“大きな棒状のもの”を見つけたんで使ってたのさ","奪還直後で何かと物がなくてね
ちょうど倉庫で大鍋に使えそうな
“大きな棒状のもの”を見つけたんで使ってたのさ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","69"
"0","","でも、数日前に食堂に現れた侵入者が
なぜかその棒を持って行っちゃったんだよ
ほんと迷惑な話さ！","でも、数日前に食堂に現れた侵入者が
なぜかその棒を持って行っちゃったんだよ
ほんと迷惑な話さ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","70"
"0","","それに、今そこにあるのは
今朝から仕込み中のシチューだけど
《鍵》なんか入ってなかったと思うよ","それに、今そこにあるのは
今朝から仕込み中のシチューだけど
《鍵》なんか入ってなかったと思うよ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","71"
"0","","２、３日前のものなら
小鍋に移してどこかのテーブルに
置いてたと思うから、そっちを探しなよ","２、３日前のものなら
小鍋に移してどこかのテーブルに
置いてたと思うから、そっちを探しなよ","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","72"
"0","","貴重な食べ物なんだから
ダメにしないように探しておくれね","貴重な食べ物なんだから
ダメにしないように探しておくれね","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","73"
"0","","隊長！　どうだった！？
《鍵》は見つかったかい！？","隊長！　どうだった！？
《鍵》は見つかったかい！？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","74"
"0","","――――","――――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","75"
"0","","これだ！
紛れもなく裏門の《鍵》だ！","これだ！
紛れもなく裏門の《鍵》だ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","76"
"0","","さすがだ！　さすがは隊長だ！
これさえ――これさえあれば
最早城外は奪還したも同然！","さすがだ！　さすがは隊長だ！
これさえ――これさえあれば
最早城外は奪還したも同然！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","77"
"0","","さぁ！
このアツアツの《鍵》とボクの情熱が冷めないうちに
奪還作戦の最終段階へ進むとしよう！","さぁ！
このアツアツの《鍵》とボクの情熱が冷めないうちに
奪還作戦の最終段階へ進むとしよう！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","78"
"0","","隊長！　どうだった！？
《鍵》は見つかったかい！？","隊長！　どうだった！？
《鍵》は見つかったかい！？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","79"
"0","","――――","――――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","80"
"0","","なんだいこれは――？","なんだいこれは――？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","81"
"0","","くそっ！　ただのスプーンじゃないか！
誰だ！　鍋にスプーンを落とす
非常識なやつは！","くそっ！　ただのスプーンじゃないか！
誰だ！　鍋にスプーンを落とす
非常識なやつは！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","82"
"0","","このままではボクが煮込み続けた作戦が
すべて蒸発してしまう！","このままではボクが煮込み続けた作戦が
すべて蒸発してしまう！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","83"
"0","","《鍵》が誰かの胃袋に飲み込まれる前に
一刻も早く探して来てくれ！","《鍵》が誰かの胃袋に飲み込まれる前に
一刻も早く探して来てくれ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","84"
"0","","隊長！　どうだった！？
《鍵》は見つかったかい！？","隊長！　どうだった！？
《鍵》は見つかったかい！？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","85"
"0","","――――","――――","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","86"
"0","","なんだいこれは――？","なんだいこれは――？","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","87"
"0","","くそっ！　ただの生煮えのジャガイモじゃないか！
誰だ！シチューにジャガイモを入れる
非常識なやつは！","くそっ！　ただの生煮えのジャガイモじゃないか！
誰だ！シチューにジャガイモを入れる
非常識なやつは！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","88"
"0","","このままではボクが煮込み続けた作戦が
音を立てずに煮崩れしてしまう！","このままではボクが煮込み続けた作戦が
音を立てずに煮崩れしてしまう！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","89"
"0","","《鍵》が誰かの胃袋に飲み込まれる前に
一刻も早く探して来てくれ！","《鍵》が誰かの胃袋に飲み込まれる前に
一刻も早く探して来てくれ！","ui\00_message\quest\q10310700.gmd","\quest\q10310700.arc","q10310700.arc","90"
"0","q10310700_00_42","とっておきの作戦","The Best Strategy","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","0"
"1","q10310700_00_42","《最終防衛区画》へ突入するために必要な
《鍵》をソネルがなくしてしまった
展望城内で《鍵》の行方を追う","《最終防衛区画》へ突入するために必要な
《鍵》をソネルがなくしてしまった
展望城内で《鍵》の行方を追う","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","1"
"2","q10310700_00_3969","ソネルの頼みを聞く","ソネルの頼みを聞く","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","2"
"3","q10310700_00_3970","ムスタファから情報を聞く","Hear information from Mustafa","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","3"
"4","q10310700_00_3971","ソネルに報告する","Report to Sonel","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","4"
"5","q10310700_00_3972","アクギスから情報を聞く","Hear information from Akgis","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","5"
"6","q10310700_00_3973","シチュー鍋から《鍵》を探す","シチュー鍋から《鍵》を探す","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","6"
"7","q10310700_00_3968","見つけた物をソネルに渡す","Deliver the found object to Sonel","ui\00_message\quest_info\q10310700_00.gmd","\quest\q10310700.arc","q10310700.arc","7"
"0","q10310701_00_43","今度こそとっておきの作戦","The Best Strategy, This Time!","ui\00_message\quest_info\q10310701_00.gmd","\quest\q10310701.arc","q10310701.arc","0"
"1","q10310701_00_43","今度こそ《最終防衛区画》へ突入し
城外にいる最後の残党を一掃する
展望城奪還作戦最後の任務","今度こそ《最終防衛区画》へ突入し
城外にいる最後の残党を一掃する
展望城奪還作戦最後の任務","ui\00_message\quest_info\q10310701_00.gmd","\quest\q10310701.arc","q10310701.arc","1"
"2","q10310701_00_3949","準備ができたらソネルに話しかける","When ready speak with Sonel","ui\00_message\quest_info\q10310701_00.gmd","\quest\q10310701.arc","q10310701.arc","2"
"3","q10310701_00_3952","ソネルに話しかける","Speak with Sonel","ui\00_message\quest_info\q10310701_00.gmd","\quest\q10310701.arc","q10310701.arc","3"
"4","q10310701_00_3951","ソネルから作戦を聞く","ソネルから作戦を聞く","ui\00_message\quest_info\q10310701_00.gmd","\quest\q10310701.arc","q10310701.arc","4"
"5","q10310701_00_3950","最終防衛区画の残党を殲滅する","最終防衛区画の残党を殲滅する","ui\00_message\quest_info\q10310701_00.gmd","\quest\q10310701.arc","q10310701.arc","5"
